ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,PAS,MORENA,ES,PAIS,PAN_PRD_MC_PAS,PAN_PRD_MC,PAN_PRD_PAS,PAN_MC_PAS,PRD_MC_PAS,PAN_PRD,PAN_MC,PAN_PAS,PRD_MC,PRD_PAS,MC_PAS,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,797,2,131,364,4,12,8,9,16,43,178,3,36,1,0,1,0,1,0,0,0,0,0,1,3,2,0,0,4,2,0,0,,,,,819,1,14,834,1166
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,798,1,38,103,1,4,4,3,4,15,90,2,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,,,,,288,0,3,291,412
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,799,1,64,132,1,3,5,3,4,14,50,0,8,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,,,,,290,1,7,298,428
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,800,1,27,72,3,3,3,6,6,7,53,2,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,193,0,4,197,283
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,801,1,53,202,1,7,2,7,8,16,68,2,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,0,,,,,390,0,16,406,573
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,802,1,47,145,2,1,7,0,3,7,46,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,,,,,281,2,4,287,370
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,803,1,31,79,1,4,1,2,4,4,47,0,4,1,2,0,0,0,0,0,0,0,0,0,3,1,0,1,3,2,0,0,,,,,190,0,6,196,261
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,804,1,24,57,1,7,1,5,2,10,34,0,6,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,,,,,155,0,2,157,205
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,805,1,48,103,2,4,2,2,3,12,59,0,11,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,2,1,,,,,258,0,3,261,390
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,806,1,25,106,0,4,7,3,5,5,83,4,5,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,6,3,0,0,,,,,263,0,8,271,393
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,807,1,18,77,5,6,2,1,3,9,38,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1,0,0,,,,,167,0,6,173,272
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,808,1,16,42,0,2,4,1,3,10,46,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,,,,130,0,3,133,252
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,810,1,39,99,4,5,5,5,4,13,62,5,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,,,,,260,0,5,265,383
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,811,1,8,38,1,0,0,1,1,6,18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,78,0,0,78,115
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,812,1,6,36,0,1,3,2,6,2,43,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,,,,,110,0,1,111,170
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,813,1,23,60,3,7,8,3,8,6,50,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,179,0,2,181,280
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,814,1,4,41,3,0,2,2,3,10,39,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,,,,,118,0,2,120,169
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,815,1,12,27,3,1,3,0,2,9,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,84,0,2,86,147
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,816,1,5,25,0,1,2,3,4,9,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,81,0,2,83,107
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,817,1,6,63,1,4,4,1,3,13,41,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,144,0,7,151,222
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,818,1,18,46,0,3,4,1,5,11,55,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,,,,152,1,6,159,257
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,819,1,17,80,1,4,6,3,2,17,54,7,4,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,,,,,201,0,8,209,304
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,820,1,14,117,1,0,8,1,6,21,58,6,6,2,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,0,1,0,,,,,248,0,4,252,396
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,821,1,17,161,1,2,2,2,6,10,43,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,,,,,254,0,2,256,323
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,822,1,23,110,1,6,1,1,4,13,66,6,5,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,0,0,,,,,244,0,1,245,304
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,823,1,26,96,1,7,3,5,4,22,131,3,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,,,,,313,0,12,325,491
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,824,1,15,119,1,4,5,2,6,15,100,2,9,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,4,0,0,0,,,,,288,0,8,296,420
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,825,1,33,97,2,7,6,5,3,23,86,3,7,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,1,0,0,,,,,280,0,2,282,443
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,826,1,32,109,0,7,8,4,3,23,129,4,13,1,1,0,0,0,0,0,1,0,0,0,8,1,0,1,0,0,0,2,,,,,347,0,8,355,541
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,827,1,12,123,4,2,12,6,6,24,133,4,4,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,7,3,1,0,,,,,350,0,1,351,528
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,828,1,19,75,2,2,6,3,8,17,111,10,5,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,2,0,0,,,,,266,0,4,270,435
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,829,1,29,88,9,9,9,2,8,14,101,3,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,,,,,280,0,10,290,526
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,830,1,45,141,4,10,4,5,7,10,90,7,14,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,5,1,0,1,,,,,350,0,7,357,511
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,831,1,21,64,2,5,3,4,2,17,103,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,,,,,234,0,3,237,379
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,832,1,15,149,3,3,8,7,5,36,134,2,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,,,,,378,0,4,382,565
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,833,1,23,89,2,4,7,6,1,27,117,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,,,,,288,0,5,293,454
25,SINALOA,18,CULIACAN DE ROSALES,6,CULIACAN,834,1,17,81,4,2,9,2,5,13,110,4,5,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,1,0,0,0,,,,,259,0,6,265,454
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,835,1,30,115,6,5,8,4,10,27,154,2,14,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,3,3,0,0,,,,,387,0,12,399,639
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,836,1,21,70,0,6,10,5,9,5,74,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,,,,,211,0,4,215,365
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,837,1,19,61,2,4,7,1,4,15,71,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,193,0,3,196,300
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,838,1,5,26,2,4,8,2,1,11,84,4,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,,,,,156,0,5,161,258
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,839,1,10,56,1,2,7,5,2,15,78,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,,,,,188,0,6,194,297
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,840,1,12,81,4,3,13,6,4,14,88,6,6,0,0,1,0,0,0,0,0,0,0,0,2,3,0,2,2,5,0,0,,,,,252,0,7,259,489
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,841,1,19,57,3,1,6,2,2,16,81,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,,,,,198,0,4,202,328
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,842,1,9,56,2,2,3,2,10,10,105,1,3,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,1,0,0,,,,,211,1,4,216,366
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,843,1,16,70,0,1,8,4,3,11,80,3,6,1,0,1,0,0,1,0,0,2,0,1,2,0,0,1,0,1,1,0,,,,,213,0,4,217,320
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,844,1,17,72,3,5,4,4,4,13,90,3,2,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,,,,,222,0,10,232,354
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,845,1,22,110,6,7,3,1,9,9,117,3,7,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,0,0,,,,,303,0,9,312,493
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,846,1,18,89,1,4,7,4,7,11,80,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,,,228,0,6,234,437
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,847,1,16,55,1,0,2,6,2,11,77,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,,,,,180,0,5,185,268
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,848,1,11,57,0,4,6,0,5,8,66,4,6,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,,,,,174,0,3,177,339
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,849,1,5,67,2,1,0,0,1,9,58,1,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,,,,,153,0,0,153,246
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,850,1,25,112,3,2,6,5,20,14,93,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,,,,,293,0,6,299,450
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,851,1,9,48,1,4,7,1,4,15,89,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,,,,,189,0,0,189,327
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,852,1,9,38,1,1,3,0,5,14,43,2,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,,,,,123,0,4,127,198
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,853,1,14,51,1,1,2,4,4,12,51,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,143,0,5,148,217
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,854,1,17,36,0,0,4,1,2,10,41,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,118,0,2,120,164
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,856,3,17,92,1,4,4,8,1,23,123,5,7,1,0,0,0,1,0,1,0,0,0,0,6,4,1,3,0,0,0,0,,,,,302,2,8,312,190
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,857,1,9,33,1,2,1,0,2,7,53,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,0,0,,,,,120,1,0,121,168
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,858,1,14,55,0,2,1,5,2,7,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,119,0,0,119,186
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,859,1,25,58,1,5,4,2,2,16,74,2,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,,,,,203,0,8,211,356
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,860,1,19,62,1,0,6,3,2,11,80,2,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,1,1,0,,,,,196,0,3,199,316
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,861,1,7,32,1,1,3,2,1,16,33,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,3,1,0,,,,,105,0,2,107,172
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,862,1,8,56,0,1,3,0,4,13,41,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,,,,,135,0,5,140,220
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,863,1,8,47,2,5,4,3,5,16,63,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,,,,,160,0,7,167,293
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,864,1,6,34,0,4,5,4,2,10,53,1,3,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,2,1,1,0,,,,,130,0,1,131,196
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,865,1,6,41,2,1,6,2,2,10,64,3,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,,,,149,0,6,155,276
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,866,1,11,84,5,0,6,5,8,18,85,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,2,0,0,,,,,234,0,6,240,357
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,867,1,12,54,1,2,2,1,5,12,77,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,176,0,7,183,265
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,868,1,9,52,2,1,3,3,2,7,56,3,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,,,,,152,0,7,159,238
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,869,1,21,45,0,4,4,6,1,14,49,1,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,151,1,2,154,204
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,870,1,5,40,0,2,1,2,0,11,71,4,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,,,,,145,0,4,149,203
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,871,1,13,33,1,2,3,2,4,5,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,107,0,2,109,170
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,872,1,37,103,0,6,2,1,4,5,36,1,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,,,,,211,0,2,213,308
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,873,1,70,112,7,6,2,3,5,10,76,2,10,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,2,1,,,,,317,0,6,323,457
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,874,1,29,40,0,2,5,2,4,16,63,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,169,0,3,172,241
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,875,1,22,63,2,3,7,5,1,13,74,5,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,4,1,0,0,,,,,208,0,1,209,324
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,876,1,3,13,0,1,1,0,2,2,32,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,58,0,4,62,102
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,877,1,9,53,3,1,9,1,1,9,72,3,5,1,0,0,0,0,0,0,0,0,0,0,4,1,0,2,2,2,0,0,,,,,178,0,3,181,284
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,878,1,11,29,0,2,4,3,3,9,55,0,7,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,,,,,129,0,4,133,214
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,879,1,9,42,0,2,1,0,2,10,39,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,,,,,115,0,1,116,197
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,880,1,6,39,2,4,7,3,9,7,50,0,4,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,2,0,0,0,,,,,139,0,4,143,224
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,881,1,38,94,1,8,3,1,4,13,97,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,0,0,,,,,279,4,5,288,421
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,882,1,15,41,1,0,1,1,3,8,21,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,97,0,3,100,131
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,883,1,37,51,3,2,5,2,4,6,39,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,159,0,1,160,229
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,884,1,51,91,2,3,6,3,5,4,50,2,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,1,0,0,,,,,233,0,3,236,334
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,885,5,377,884,9,37,32,30,41,88,449,13,51,3,0,0,0,0,0,0,0,0,0,0,10,7,0,1,13,11,3,0,,,,,2059,0,44,2103,3301
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,886,1,50,163,1,13,7,4,14,22,129,4,12,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,,,,,427,0,11,438,715
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,887,17,396,2144,72,147,198,117,153,585,3069,76,137,11,4,3,1,0,1,0,3,0,0,3,66,17,4,17,30,15,3,0,,,,,7272,1,116,7389,12028
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,888,5,146,743,17,29,53,28,55,203,962,23,44,0,2,1,0,1,0,0,2,3,1,2,29,11,0,5,9,9,3,1,,,,,2382,0,36,2418,3734
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,889,7,164,895,28,58,74,31,68,221,1255,35,79,4,1,0,2,0,0,0,0,0,0,0,32,13,8,6,16,9,3,0,,,,,3002,2,42,3046,4861
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,890,1,17,84,3,3,3,6,4,18,81,5,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,,,,,232,0,7,239,369
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,891,1,21,193,2,6,7,6,14,21,120,3,9,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,0,0,,,,,412,0,3,415,584
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,892,1,24,185,4,9,12,7,10,31,160,2,8,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,,,,,459,1,10,470,653
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,893,1,34,153,3,5,8,7,3,15,150,2,19,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,0,,,,,406,0,8,414,547
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,894,1,18,140,3,6,11,4,7,21,97,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,,,,,319,1,6,326,430
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,895,1,32,169,4,9,4,4,2,24,157,1,11,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,,,,,425,0,6,431,571
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,896,1,12,48,0,2,5,5,9,15,85,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,,,,,193,0,4,197,302
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,897,2,50,241,3,11,19,8,12,44,301,5,21,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,5,1,1,1,,,,,733,0,9,742,1037
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,898,1,26,174,1,11,5,5,6,31,157,4,10,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,,,,,437,0,8,445,670
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,899,2,23,180,10,13,22,13,11,41,297,5,15,0,0,0,0,0,1,0,0,0,0,1,5,5,0,1,2,4,1,0,,,,,650,0,12,662,973
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,900,2,32,201,3,9,19,8,15,37,217,5,19,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,2,1,0,0,,,,,576,2,5,583,883
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,901,1,17,146,1,0,2,5,5,17,131,8,8,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,,,,,347,0,7,354,488
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,902,1,17,75,2,1,11,5,7,18,66,11,6,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,2,2,0,0,,,,,228,0,4,232,353
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,903,24,863,3655,93,176,252,131,233,862,4021,111,340,17,11,8,4,0,4,0,3,0,1,4,75,37,1,21,63,29,3,2,,,,,11020,12,169,11201,16770
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,904,1,23,98,4,4,3,2,8,23,101,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,276,0,3,279,407
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,905,1,20,111,1,12,8,10,8,32,99,1,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,3,0,0,,,,,315,0,5,320,425
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,906,2,43,211,6,5,9,8,13,32,188,3,22,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,,,,,547,0,6,553,796
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,907,1,9,38,4,2,7,0,0,14,61,4,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,,,,,145,0,2,147,233
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,908,1,5,39,0,2,2,2,2,11,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,121,0,5,126,192
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,909,1,13,109,1,7,3,6,10,15,78,2,4,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,1,0,,,,,263,0,9,272,416
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,910,1,16,114,8,3,5,1,6,14,63,5,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,1,0,0,,,,,249,0,4,253,382
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,911,1,12,43,2,6,4,3,2,13,50,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,144,0,0,144,222
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,912,1,31,81,5,3,7,4,7,16,82,5,5,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,2,2,0,0,,,,,256,0,9,265,377
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,913,3,109,446,10,22,36,15,28,93,518,11,38,1,1,1,0,0,1,1,1,0,0,0,5,5,0,2,15,3,4,0,,,,,1366,14,10,1390,1948
25,SINALOA,12,CULIACAN DE ROSALES,6,CULIACAN,914,1,24,137,3,14,11,4,13,25,172,3,11,1,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,1,0,0,,,,,427,0,6,433,663
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,915,1,20,90,4,3,8,8,3,26,189,2,8,0,0,0,0,0,0,0,1,0,0,0,6,5,0,1,2,1,0,0,,,,,377,0,14,391,710
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,916,1,17,106,6,6,13,5,3,28,204,6,8,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,1,0,0,,,,,410,0,11,421,721
25,SINALOA,13,CULIACAN DE ROSALES,6,CULIACAN,917,2,73,216,7,9,16,9,10,36,201,8,23,3,1,0,0,1,0,0,0,0,0,0,7,7,1,1,4,3,0,0,,,,,636,0,13,649,1034
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,918,2,65,167,2,11,15,2,13,26,143,6,11,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,7,2,3,0,,,,,478,0,20,498,768
25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,919,1,23,123,6,14,12,3,3,24,130,2,8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,6,0,1,,,,,361,0,12,373,560
