CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND6,PRI_PVEM,CC_PRD_PT_PH_ES,CC_PRD_PT_PH,CC_PRD_PT_ES,CC_PT_PH_ES,CC_PRD_PT,CC_PRD_ES,CC_PRD_NVA_ALIANZA,CC_PT_ES,CC_PAN_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,806,C08,53,86,65,7,4,0,11,36,0,5,17,0,0,0,0,0,0,0,0,0,0,0,284,15,299,707,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,806,C09,60,82,67,6,7,0,5,36,8,8,10,0,0,0,0,0,0,0,0,0,0,2,289,18,309,707,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,807,B,37,57,63,5,4,0,11,37,9,12,27,0,0,0,0,0,0,0,0,0,0,0,262,0,262,641,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,807,C01,33,69,64,6,8,0,10,30,5,5,18,2,0,0,0,0,0,0,0,0,0,1,250,14,265,641,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,807,C02,26,70,77,5,6,0,9,31,5,9,25,0,0,0,0,0,1,0,0,0,0,0,264,11,275,641,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,807,C03,38,78,55,3,5,0,14,38,3,8,20,0,0,0,0,0,0,0,0,0,0,0,262,16,278,641,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,807,C04,45,62,50,5,5,0,13,23,2,7,23,0,0,0,0,0,0,0,0,0,0,0,235,11,246,641,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,807,C05,36,54,66,5,12,0,13,32,4,6,37,0,0,0,0,0,0,0,0,0,0,1,265,9,275,640,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,808,B,21,72,68,7,5,0,12,27,6,6,14,0,0,0,0,0,1,0,0,0,0,0,239,0,239,693,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,808,C01,27,10,72,10,5,0,8,29,4,6,18,0,0,0,0,0,0,0,0,0,0,0,189,11,200,693,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,808,C02,26,65,67,6,3,0,16,23,3,8,13,2,0,0,0,0,0,0,0,0,0,0,232,11,243,692,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,809,B,25,60,56,5,4,0,11,14,3,9,10,0,0,0,0,0,1,0,0,0,0,0,198,15,213,474,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,809,C01,24,47,52,9,6,0,5,16,6,6,15,0,0,0,0,0,0,0,0,0,0,0,186,8,194,474,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,810,B,63,88,65,1,12,0,6,22,5,16,27,0,0,0,0,0,1,0,0,0,0,0,306,20,326,673,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,810,C01,63,94,72,5,8,0,10,25,7,6,16,1,0,0,0,0,1,0,0,0,0,0,308,15,323,672,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,811,B,80,101,72,17,10,0,6,35,7,10,15,2,0,0,0,0,9,0,0,0,0,0,364,0,364,691,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,811,C01,98,104,56,6,5,0,11,25,4,14,21,1,0,0,0,0,0,0,0,0,0,1,345,10,356,691,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,812,B,39,83,62,7,10,0,8,25,8,6,24,0,0,0,0,0,0,0,0,0,0,0,272,15,287,592,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,812,C01,44,80,69,5,6,0,5,22,7,12,19,3,0,0,0,0,0,0,0,0,0,0,272,15,287,591,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,812,C02,60,64,66,5,11,0,6,29,7,7,20,3,0,0,0,0,0,0,0,0,0,0,278,0,278,591,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,813,B,64,89,60,4,4,0,11,29,1,9,21,1,0,0,0,0,1,0,0,0,0,1,294,14,309,740,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,813,C01,56,90,50,9,6,0,12,39,4,7,16,1,0,0,0,0,1,0,0,0,0,1,291,9,301,739,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,813,C02,69,86,57,4,8,0,12,35,11,8,23,0,0,0,0,0,0,0,0,0,0,0,313,14,327,739,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,813,C03,60,96,60,5,7,0,13,30,5,5,22,1,0,0,0,0,0,0,0,0,0,0,304,12,316,739,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,813,C04,57,115,46,5,7,0,8,30,6,10,19,0,0,0,0,0,0,0,0,0,0,0,303,16,319,739,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,813,C05,59,127,51,5,9,0,15,31,6,3,20,1,0,0,0,0,0,0,0,0,0,1,327,19,347,739,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,814,B,36,80,48,4,8,0,7,22,6,8,13,0,0,0,0,0,0,0,0,0,0,0,232,10,242,573,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,814,C01,43,74,64,9,11,0,8,24,1,6,14,0,0,0,0,0,0,0,0,0,0,0,254,11,265,573,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,814,C02,27,75,62,4,12,0,6,33,6,10,11,10,0,0,0,0,0,0,0,0,0,0,256,13,269,573,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,815,B,46,92,37,4,7,0,9,22,4,10,12,0,0,0,0,0,0,0,0,0,0,0,243,4,247,516,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,815,C01,32,74,55,5,7,0,18,26,5,7,19,2,0,0,0,0,1,0,0,0,0,0,251,14,265,515,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,815,C02,54,69,60,3,10,0,7,24,3,7,12,0,0,0,0,0,0,0,0,0,0,1,249,20,270,515,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,816,B,24,72,46,1,5,0,3,20,5,2,4,1,0,0,0,0,0,0,0,0,0,2,183,9,194,517,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,816,C01,31,74,50,2,6,0,7,19,1,6,7,0,0,0,0,0,0,0,0,0,0,1,203,10,214,517,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,817,B,30,81,87,5,6,0,5,10,1,2,9,0,0,0,0,0,0,0,0,0,0,0,236,12,248,635,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,817,C01,38,94,64,4,7,0,12,23,4,10,14,0,0,0,0,0,0,0,0,0,0,0,270,13,283,635,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,818,B,25,67,51,2,6,0,10,17,2,3,9,0,0,0,0,0,0,0,0,0,0,0,192,12,204,563,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,818,C01,32,77,60,3,4,0,6,20,0,5,7,0,0,0,0,0,0,0,0,0,0,0,214,12,226,563,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,819,B,46,69,70,5,5,0,7,18,0,5,5,0,0,0,0,0,0,0,0,0,0,0,230,17,247,544,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,819,C01,26,89,57,0,1,0,4,21,5,5,7,0,0,0,0,0,0,0,0,0,0,0,215,15,230,544,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,819,S01,66,59,49,4,7,0,12,20,2,4,12,3,0,0,0,0,2,0,0,0,0,1,240,8,249,0,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,820,B,63,84,60,5,9,0,11,34,7,7,15,2,0,0,0,0,1,0,0,0,0,1,298,13,312,747,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,820,C01,67,111,64,5,4,0,15,33,8,8,18,0,0,0,0,0,2,0,0,0,0,0,335,11,346,747,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,821,B,39,81,89,6,6,0,7,23,6,2,27,0,0,0,0,0,0,0,0,0,0,0,286,17,303,725,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,821,C01,24,70,75,8,0,0,6,28,5,5,13,0,0,0,0,0,0,0,0,0,0,0,234,0,234,724,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,821,C02,36,81,74,5,11,0,10,41,2,8,11,1,0,0,0,0,0,0,0,0,0,0,280,15,295,724,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,822,B,26,83,71,6,5,0,9,24,3,5,9,6,0,0,0,0,2,0,0,0,0,0,249,13,262,627,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,822,C01,20,95,65,3,7,0,10,25,4,4,14,0,0,0,0,0,0,0,0,0,0,1,247,9,257,627,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,822,C02,39,71,55,6,7,0,12,21,4,2,16,1,0,0,0,0,0,0,0,0,0,2,234,9,245,627,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,822,C03,22,96,65,9,10,0,6,29,4,9,13,0,0,0,0,0,0,0,0,0,0,0,263,14,277,627,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,823,B,65,77,71,4,9,0,7,32,5,9,15,1,0,0,0,0,1,0,0,0,0,1,296,19,316,665,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,823,C01,45,70,72,5,12,0,8,23,13,12,20,1,0,0,0,0,0,0,0,0,0,0,281,10,291,665,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,823,C02,46,81,58,4,7,0,5,34,8,6,25,0,0,0,0,0,1,0,0,0,0,1,275,16,292,664,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,824,B,28,70,59,3,4,0,8,14,4,6,8,0,0,0,0,0,0,0,0,0,0,0,204,18,222,577,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,824,C01,28,61,71,3,9,0,4,13,4,4,7,1,0,0,0,0,0,0,0,0,0,0,205,0,205,577,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,825,B,49,78,75,2,8,0,0,5,26,5,4,8,0,0,0,0,1,0,0,0,0,0,261,6,267,641,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,825,C01,36,82,76,3,4,0,7,15,3,5,10,1,0,0,0,0,1,0,0,0,0,0,243,6,249,641,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,825,C02,31,91,79,4,1,0,5,12,1,3,7,0,0,0,0,0,2,0,0,0,0,1,236,9,246,641,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,826,B,56,91,76,1,3,0,7,19,7,2,18,1,0,0,0,0,1,0,0,0,0,0,282,12,294,695,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,826,C01,57,91,67,3,6,0,8,16,2,8,14,1,0,0,0,0,2,0,0,0,0,0,275,8,283,694,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,827,B,31,75,77,0,3,0,3,14,1,5,8,1,0,0,0,0,2,0,0,0,0,0,220,8,228,590,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,827,C01,25,80,65,4,5,0,6,21,3,3,11,0,0,0,0,0,0,0,0,0,0,0,223,11,234,590,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,827,S01,71,72,101,5,9,0,9,35,11,9,13,2,0,0,0,0,2,0,0,0,0,0,339,9,348,0,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,828,B,41,82,52,4,6,0,11,25,2,5,10,1,0,0,0,0,0,0,0,0,0,3,239,12,254,618,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,828,C01,52,72,44,4,9,0,3,18,5,5,5,0,0,0,0,0,1,0,0,0,0,0,218,13,231,618,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,828,C02,62,94,46,6,8,0,8,11,0,9,15,1,0,0,0,0,1,0,0,0,0,0,261,11,272,618,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,828,C03,53,74,68,5,6,0,9,15,4,4,10,1,0,0,0,0,0,0,0,0,0,0,249,15,264,617,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,829,B,27,80,47,5,1,0,11,16,4,5,10,0,0,0,0,0,0,0,0,0,0,0,206,1,207,495,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,829,C01,35,79,52,1,11,0,8,16,2,1,15,1,0,0,0,0,1,0,0,0,0,0,222,10,232,495,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,830,B,11,108,92,11,3,0,1,14,2,0,0,1,0,0,0,0,3,0,0,0,0,0,246,7,253,595,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,831,B,8,68,24,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,107,0,107,200,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,831,E01,2,57,55,7,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,127,5,132,211,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,831,E02,3,97,63,4,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,171,2,173,291,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,831,E03,2,15,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,55,81,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,832,B,54,102,76,5,5,0,10,4,1,2,6,1,0,0,0,0,1,0,0,0,0,0,267,21,288,579,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,832,C01,38,84,87,4,10,0,3,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,236,6,242,579,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,832,E01,5,48,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,61,107,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,832,S01,9,35,34,2,4,0,1,9,3,2,0,0,0,0,0,0,0,0,0,0,0,2,99,3,104,0,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,832,C02,24,90,98,0,0,0,4,5,4,2,3,0,0,0,0,0,0,0,0,0,0,0,230,14,244,578,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,832,E02,19,71,64,0,3,0,4,2,2,0,5,1,0,0,0,0,0,0,0,0,0,0,171,5,176,362,RECUENTO,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,833,B,8,40,37,0,3,0,3,1,2,0,1,1,0,0,0,0,2,0,0,0,0,0,98,1,99,233,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,834,B,21,64,113,3,3,0,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,1,225,7,233,648,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,834,E01,0,138,21,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163,3,166,277,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,834,E02,8,137,49,1,4,0,4,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,208,8,216,410,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,834,E03,15,91,61,1,3,0,1,10,1,5,10,0,0,0,0,0,0,0,0,0,0,0,198,7,205,404,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,835,B,20,87,65,7,5,0,4,17,2,4,3,1,0,0,0,0,1,0,0,0,0,0,216,10,226,543,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,835,C01,37,77,63,3,6,0,6,18,1,6,4,2,0,0,0,0,1,0,0,0,0,0,224,6,230,543,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,835,C02,30,86,50,2,3,0,6,17,1,11,0,1,0,0,0,0,0,0,0,0,0,0,207,6,213,543,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,836,B,20,102,63,4,8,0,5,15,3,2,5,1,0,0,0,0,0,0,0,0,0,1,228,10,239,642,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,836,C01,15,95,65,0,5,0,2,17,2,3,7,3,0,0,0,0,1,0,0,0,0,0,215,8,223,642,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,836,C02,18,104,84,2,6,0,5,8,1,6,1,1,0,0,0,0,1,0,0,0,0,1,237,11,249,642,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,837,B,27,108,48,4,6,0,8,16,1,13,0,0,0,0,0,0,0,0,0,0,0,0,231,7,238,585,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,837,C01,21,90,55,4,0,0,6,14,2,19,8,1,0,0,0,0,0,0,0,0,0,0,220,12,232,584,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,837,C02,29,91,48,3,9,0,6,16,3,9,7,0,0,0,0,0,0,0,0,0,0,0,221,9,230,584,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,838,B,26,92,73,1,6,0,12,16,3,21,11,0,0,0,0,0,0,0,0,0,0,0,261,7,268,567,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,838,C01,22,83,75,7,2,0,2,15,5,11,12,0,0,0,0,0,2,0,0,0,0,1,236,10,247,566,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,839,B,17,75,71,4,4,0,14,26,0,7,1,0,0,0,0,0,0,0,0,0,0,0,219,14,233,547,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,839,C01,18,82,68,2,8,0,10,21,3,11,7,0,0,0,0,0,0,0,0,0,0,0,230,14,244,547,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,839,C02,13,82,78,5,8,0,5,21,5,11,4,0,0,0,0,0,0,0,0,0,0,0,232,9,241,546,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,840,B,41,131,51,5,9,0,5,36,3,17,18,2,0,0,0,0,2,0,0,0,0,0,320,46,366,726,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,840,C01,43,136,78,5,5,0,9,32,4,9,16,1,0,0,0,0,0,0,0,0,0,0,338,12,350,725,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,841,B,13,112,101,1,7,0,19,9,3,6,4,1,0,0,0,0,0,0,0,0,0,0,276,13,289,697,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,841,C01,14,119,99,3,5,0,11,15,4,2,7,0,0,0,0,0,0,0,0,0,0,0,279,8,287,697,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,841,C02,13,104,92,7,3,0,13,23,2,2,4,0,0,0,0,0,1,0,0,0,0,0,264,8,272,697,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,841,C03,11,99,101,2,4,0,21,12,3,0,4,0,0,0,0,0,1,0,0,0,0,0,258,3,261,697,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,841,C04,18,109,95,3,3,0,12,6,3,1,1,2,0,0,0,0,2,0,0,0,0,1,255,7,263,697,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,842,B,33,110,80,5,4,0,13,7,0,3,6,3,0,0,0,0,1,0,0,0,0,1,265,5,271,649,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,842,C01,30,102,77,5,4,0,7,16,1,1,11,0,0,0,0,0,0,0,0,0,0,0,254,10,264,648,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,842,C02,25,79,79,3,6,0,7,15,2,0,14,1,0,0,0,0,0,0,0,0,0,0,231,9,240,648,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,843,B,29,56,48,3,3,0,8,15,3,4,5,3,0,0,0,0,0,0,0,0,0,0,177,6,183,454,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,843,C01,21,65,49,8,2,0,10,15,1,3,7,0,0,0,0,0,1,0,0,0,0,0,182,9,191,454,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,844,B,25,72,78,3,5,0,10,44,1,4,6,0,0,0,0,0,1,0,0,0,0,0,249,11,260,724,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,844,C01,12,73,73,3,3,0,8,47,4,3,3,0,0,0,0,0,0,0,0,0,0,0,229,13,242,724,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,844,C02,19,76,89,4,7,0,6,57,2,11,5,2,0,0,0,0,0,0,0,0,0,0,278,14,292,724,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,845,B,12,80,106,6,4,0,3,18,11,2,2,1,0,0,0,0,1,0,0,0,0,0,246,7,253,637,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,845,C01,12,80,94,10,3,0,6,18,9,1,5,0,0,0,0,0,0,0,0,0,0,0,238,8,246,637,ACTA CASILLA,,,
5,16,MICHOACAN,24,LÁZARO CÁRDENAS,50,LÁZARO CÁRDENAS,845,C02,8,65,105,5,9,0,0,22,3,1,10,2,0,0,0,0,2,0,0,0,0,0,232,7,239,637,ACTA CASILLA,,,
