Municipio,Distrito,Sección,PAN,PRI,PRD,PT,PVEM,PEBC,PRS,PPBC,Nulos
Tecate,VII,23,116,222,162,22,16,0,1,0,23
Tecate,VII,24,117,240,134,19,13,0,2,0,5
Tecate,VII,25,74,228,99,18,18,0,0,0,14
Tecate,VII,26,126,238,113,8,11,0,2,0,26
Tecate,VII,27,132,223,132,14,14,0,0,0,17
Tecate,VII,28,134,386,145,20,23,0,1,0,21
Tecate,VII,29,142,393,228,27,25,0,3,0,36
Tecate,VII,30,95,347,196,22,33,0,1,0,21
Tecate,VII,31,58,204,162,14,89,0,0,0,19
Tecate,VII,32,48,134,98,8,5,0,0,0,12
Tecate,VII,33,31,167,108,11,9,0,0,0,21
Tecate,VII,34,31,93,55,24,3,0,2,0,15
Tecate,VII,35,25,73,38,5,6,0,0,0,1
Tecate,VII,36,39,129,65,8,7,0,0,0,8
Tecate,VII,37,47,149,81,8,4,0,1,0,11
Tecate,VII,38,35,55,24,6,11,0,1,0,6
Tecate,VII,39,9,58,42,1,3,0,0,0,2
Tecate,VII,40,47,98,34,1,3,0,0,0,9
Tecate,VII,41,67,91,23,3,8,0,0,0,5
Tijuana,VIII,510,218,251,39,6,0,0,1,0,14
Tijuana,VIII,511,211,317,63,17,0,0,2,0,25
Tijuana,VIII,512,247,163,36,9,0,0,1,1,8
Tijuana,VIII,513,255,170,35,11,0,0,1,0,4
Tijuana,VIII,514,225,320,65,18,9,0,5,0,29
Tijuana,VIII,515,162,218,43,16,0,0,1,0,17
Tijuana,VIII,516,124,182,32,12,0,0,1,0,16
Tijuana,VIII,517,309,242,39,14,0,0,2,0,13
Tijuana,VIII,518,300,146,37,12,0,0,5,0,19
Tijuana,VIII,519,90,169,35,16,0,0,3,0,13
Tijuana,VIII,520,132,199,54,11,0,0,7,0,12
Tijuana,VIII,521,190,243,54,7,0,0,0,0,21
Tijuana,VIII,522,151,181,36,7,0,0,0,0,12
Tijuana,VIII,523,227,180,44,4,0,0,2,0,11
Tijuana,VIII,524,237,120,41,14,0,0,2,0,11
Tijuana,VIII,525,289,187,42,11,0,0,3,0,19
Tijuana,VIII,526,226,195,35,8,0,0,1,0,16
Tijuana,VIII,527,194,201,28,9,0,0,1,0,8
Tijuana,VIII,528,134,132,23,3,0,0,1,0,9
Tijuana,VIII,529,186,148,19,6,0,0,0,2,11
Tijuana,VIII,530,183,238,68,9,0,0,1,0,13
Tijuana,VIII,531,262,278,67,24,0,0,5,0,10
Tijuana,VIII,532,185,192,36,8,0,0,4,0,9
Tijuana,VIII,533,176,146,28,6,0,0,3,0,6
Tijuana,VIII,534,68,165,28,0,0,0,0,0,11
Tijuana,VIII,535,319,202,34,9,3,0,3,0,17
Tijuana,VIII,536,227,148,36,7,0,0,2,0,21
Tijuana,VIII,537,258,212,52,20,0,0,2,0,16
Tijuana,VIII,538,253,273,14,11,0,0,2,0,14
Tijuana,VIII,539,158,228,58,8,0,0,5,0,20
Tijuana,VIII,540,225,153,36,10,1,0,1,0,11
Tijuana,VIII,541,196,176,39,12,0,0,3,0,15
Tijuana,VIII,542,119,89,36,4,0,0,0,3,9
Tijuana,VIII,543,306,269,42,18,0,0,3,0,14
Tijuana,VIII,544,378,246,33,13,0,0,6,0,12
Tijuana,VIII,545,448,321,46,11,0,0,5,0,25
Tijuana,VIII,546,346,267,46,15,0,0,3,0,20
Tijuana,VIII,547,278,256,46,11,0,0,7,0,15
Tijuana,VIII,548,271,257,47,7,0,0,5,0,10
Tijuana,VIII,549,113,155,36,12,0,0,3,0,10
Tijuana,VIII,550,125,146,32,5,0,0,0,0,13
Tijuana,VIII,551,154,189,35,8,0,0,0,0,12
Tijuana,VIII,552,163,164,25,9,0,0,2,0,5
Tijuana,VIII,553,148,192,24,6,0,0,6,0,18
Tijuana,VIII,554,150,164,31,7,0,0,1,0,11
Tijuana,VIII,555,125,168,50,14,0,0,2,0,16
Tijuana,VIII,556,112,118,25,3,0,0,0,1,5
Tijuana,VIII,557,251,274,74,27,0,0,3,0,28
Tijuana,VIII,558,164,165,30,19,0,0,2,0,14
Tijuana,VIII,559,235,244,37,12,0,0,4,0,20
Tijuana,VIII,560,128,134,37,11,0,0,0,0,8
Tijuana,VIII,561,102,145,33,4,0,0,1,0,14
Tijuana,VIII,564,162,248,43,9,0,0,5,0,9
Tijuana,VIII,565,135,197,52,14,0,0,3,0,14
Tijuana,VIII,566,98,150,31,7,10,0,2,0,5
Tijuana,VIII,567,124,147,35,11,0,0,0,0,10
Tijuana,VIII,568,146,257,49,8,0,0,0,0,14
Tijuana,VIII,569,165,219,53,16,2,0,1,0,19
Tijuana,VIII,570,118,168,40,6,0,0,1,0,11
Tijuana,VIII,571,142,174,56,10,0,0,2,0,15
Tijuana,VIII,572,178,185,58,9,0,0,2,0,7
Tijuana,VIII,573,177,251,72,10,0,0,3,0,11
Tijuana,VIII,574,105,104,47,10,0,0,2,0,9
Tijuana,VIII,575,196,235,47,13,0,0,2,0,6
Tijuana,VIII,576,156,175,57,10,0,0,3,0,17
Tijuana,VIII,577,160,276,78,23,0,0,1,0,21
Tijuana,VIII,578,233,203,34,11,0,0,1,0,3
Tijuana,VIII,579,382,247,43,14,0,0,5,0,4
Tijuana,VIII,580,432,283,64,21,0,0,6,0,12
Tijuana,VIII,581,378,241,37,14,0,0,5,0,7
Tijuana,VIII,582,329,220,28,14,0,0,3,0,6
Tijuana,VIII,583,289,164,52,7,0,0,3,0,13
Tijuana,VIII,584,455,319,53,13,4,0,6,0,13
Tijuana,VIII,585,248,186,49,5,0,0,1,0,6
Tijuana,VIII,586,246,163,48,11,0,0,3,0,2
Tijuana,VIII,587,316,215,43,9,0,0,2,0,19
Tijuana,VIII,588,365,265,51,18,0,0,0,0,10
Tijuana,VIII,589,132,120,33,8,0,0,2,0,5
Tijuana,VIII,608,96,127,16,2,0,0,3,0,9
Tijuana,VIII,613,109,103,28,6,0,0,0,0,9
Tijuana,VIII,614,157,114,28,6,0,0,2,0,7
Tijuana,VIII,881,132,165,43,15,0,0,2,0,16
Tijuana,VIII,882,130,184,46,8,0,0,1,0,7
Tijuana,VIII,891,181,175,42,12,15,0,3,0,8
Tijuana,IX,562,144,190,34,13,0,0,1,0,8
Tijuana,IX,563,183,219,37,17,0,0,3,0,16
Tijuana,IX,590,149,153,28,5,0,0,4,0,11
Tijuana,IX,597,100,103,17,6,0,0,1,0,7
Tijuana,IX,598,165,202,38,5,0,0,1,0,10
Tijuana,IX,599,164,140,25,6,0,0,2,0,3
Tijuana,IX,603,109,138,16,6,0,0,2,0,6
Tijuana,IX,604,200,165,49,11,0,0,5,0,12
Tijuana,IX,605,131,126,19,4,0,0,3,0,7
Tijuana,IX,606,124,122,13,6,0,0,5,0,6
Tijuana,IX,607,147,134,30,4,0,0,0,0,11
Tijuana,IX,609,167,189,37,17,0,0,2,0,13
Tijuana,IX,610,164,168,23,6,0,0,1,0,8
Tijuana,IX,611,167,162,32,13,0,0,2,0,7
Tijuana,IX,612,167,137,14,6,0,0,2,0,7
Tijuana,IX,615,197,132,24,4,0,0,0,0,8
Tijuana,IX,616,117,139,23,2,0,0,1,0,7
Tijuana,IX,617,87,92,24,2,0,0,0,0,6
Tijuana,IX,618,165,97,38,11,0,0,0,0,9
Tijuana,IX,619,187,129,28,7,0,0,4,0,9
Tijuana,IX,620,719,126,27,10,0,0,0,0,6
Tijuana,IX,621,167,115,26,6,0,0,0,0,7
Tijuana,IX,622,175,161,29,7,0,0,1,0,19
Tijuana,IX,623,216,159,38,9,0,0,0,0,11
Tijuana,IX,624,248,252,55,11,0,0,3,0,17
Tijuana,IX,625,216,136,21,12,0,0,0,0,7
Tijuana,IX,626,220,232,31,17,0,0,2,0,14
Tijuana,IX,627,171,87,22,6,0,0,0,0,11
Tijuana,IX,628,166,141,28,9,0,0,0,0,16
Tijuana,IX,629,214,149,26,7,0,0,4,0,15
Tijuana,IX,630,218,115,29,5,0,0,6,0,9
Tijuana,IX,631,128,104,17,5,0,0,2,0,4
Tijuana,IX,632,195,138,24,4,0,0,5,0,10
Tijuana,IX,633,142,144,13,3,0,0,3,0,5
Tijuana,IX,634,171,151,23,7,0,0,4,0,13
Tijuana,IX,635,207,155,23,5,0,0,0,0,10
Tijuana,IX,636,130,133,29,7,0,0,1,0,9
Tijuana,IX,637,274,149,35,11,0,0,3,0,13
Tijuana,IX,638,161,180,30,8,0,0,5,0,8
Tijuana,IX,639,247,184,42,10,0,0,4,0,21
Tijuana,IX,640,263,212,51,15,0,0,3,0,10
Tijuana,IX,641,206,240,34,11,0,0,3,0,20
Tijuana,IX,642,220,210,40,13,0,0,2,0,17
Tijuana,IX,643,161,144,43,7,0,0,0,0,15
Tijuana,IX,644,189,183,36,16,0,0,3,0,13
Tijuana,IX,645,213,216,28,5,0,0,5,0,15
Tijuana,IX,646,184,215,35,12,0,0,7,0,22
Tijuana,IX,647,107,87,15,6,0,0,0,0,11
Tijuana,IX,648,157,151,26,9,0,0,4,0,8
Tijuana,IX,649,107,65,12,2,0,0,2,0,6
Tijuana,IX,650,152,162,25,7,0,0,2,0,20
Tijuana,IX,651,177,149,26,17,0,0,2,0,8
Tijuana,IX,652,144,118,29,3,0,0,1,0,8
Tijuana,IX,653,214,227,35,12,0,0,3,0,20
Tijuana,IX,654,205,238,39,15,0,0,3,0,17
Tijuana,IX,655,192,169,14,6,0,0,0,0,11
Tijuana,IX,656,112,168,20,15,0,0,1,0,14
Tijuana,IX,657,86,119,61,13,0,0,3,0,25
Tijuana,IX,658,106,267,102,17,0,0,4,0,32
Tijuana,IX,659,280,259,46,14,0,0,3,0,18
Tijuana,IX,660,225,247,36,13,0,0,2,0,17
Tijuana,IX,661,217,280,54,20,0,0,2,0,20
Tijuana,IX,662,184,151,31,14,0,0,2,0,17
Tijuana,IX,663,172,264,32,10,0,0,2,0,13
Tijuana,IX,664,147,220,34,8,0,0,6,0,16
Tijuana,IX,681,139,81,17,5,0,0,0,0,4
Tijuana,IX,682,113,162,36,11,0,0,0,0,8
Tijuana,IX,683,236,183,35,7,0,0,0,0,4
Tijuana,IX,684,141,164,27,12,0,0,4,0,7
Tijuana,IX,685,287,244,52,10,0,0,6,0,15
Tijuana,IX,686,150,179,31,3,0,0,6,0,10
Tijuana,IX,689,143,156,25,8,0,0,0,0,5
Tijuana,IX,690,146,135,36,5,0,0,0,0,11
Tijuana,IX,691,110,106,11,4,0,0,0,0,8
Tijuana,IX,692,117,128,18,6,0,0,0,0,5
Tijuana,IX,693,124,138,19,6,0,0,0,0,10
Tijuana,IX,694,124,151,17,4,0,0,2,0,14
Tijuana,IX,695,87,115,20,6,0,0,0,0,5
Tijuana,IX,696,177,120,19,8,0,0,3,0,3
Tijuana,IX,697,194,179,27,8,0,0,0,0,12
Tijuana,IX,698,73,95,12,1,0,0,1,0,8
Tijuana,IX,699,124,117,15,8,0,0,1,0,6
Tijuana,IX,700,71,82,16,6,0,0,1,0,9
Tijuana,IX,701,176,176,18,5,0,0,2,0,11
Tijuana,IX,702,129,206,9,11,0,0,1,0,17
Tijuana,IX,703,207,148,48,16,0,0,0,0,18
Tijuana,IX,704,172,105,23,10,0,0,2,0,7
Tijuana,IX,708,184,107,24,8,0,0,0,0,6
Tijuana,IX,709,146,169,32,10,0,0,2,0,11
Tijuana,IX,710,2,1,0,0,0,0,0,0,195
Tijuana,IX,711,300,305,42,20,0,0,2,0,22
Tijuana,IX,712,229,196,28,11,0,0,0,0,10
Tijuana,IX,715,264,162,31,18,0,0,5,0,15
Tijuana,IX,716,249,146,35,14,0,0,1,0,9
Tijuana,IX,717,184,187,34,13,0,0,4,0,13
Tijuana,IX,718,173,144,20,8,0,0,1,0,10
Tijuana,IX,719,301,164,45,3,0,0,4,0,12
Tijuana,IX,720,162,86,24,0,0,0,2,0,2
Tijuana,IX,722,295,222,44,16,0,0,4,0,9
Tijuana,IX,723,213,237,38,12,0,0,2,0,12
Tijuana,IX,724,138,155,29,9,0,0,2,0,14
Tijuana,X,676,178,104,14,3,0,0,2,0,1
Tijuana,X,677,204,168,25,8,0,0,1,0,4
Tijuana,X,678,179,129,30,11,0,0,2,0,7
Tijuana,X,679,163,124,12,5,0,0,0,0,6
Tijuana,X,680,162,135,28,7,0,0,2,0,5
Tijuana,X,687,118,94,14,7,0,0,1,0,4
Tijuana,X,688,217,105,17,10,0,0,2,0,3
Tijuana,X,705,256,208,28,14,0,0,6,0,10
Tijuana,X,706,113,106,20,6,0,0,1,0,6
Tijuana,X,707,73,73,12,4,0,0,2,0,2
Tijuana,X,713,124,175,33,10,0,0,2,0,11
Tijuana,X,714,174,181,47,13,0,0,1,0,14
Tijuana,X,721,83,70,15,5,0,0,3,0,8
Tijuana,X,726,509,355,60,26,0,0,2,0,14
Tijuana,X,727,162,168,30,8,1,0,3,0,6
Tijuana,X,728,297,178,35,15,0,0,0,0,14
Tijuana,X,729,215,166,53,16,0,0,6,0,20
Tijuana,X,730,245,119,25,8,0,0,3,0,4
Tijuana,X,731,151,131,32,8,0,0,5,0,9
Tijuana,X,732,32,54,18,3,0,0,1,0,0
Tijuana,X,733,207,209,47,10,0,0,4,0,14
Tijuana,X,734,224,85,57,13,0,0,1,0,12
Tijuana,X,735,164,191,37,7,0,0,2,3,9
Tijuana,X,736,107,185,39,8,0,0,0,0,8
Tijuana,X,737,196,358,60,18,0,0,2,0,21
Tijuana,X,738,119,177,23,9,0,0,1,0,9
Tijuana,X,739,14,50,4,3,0,0,1,0,4
Tijuana,X,740,124,92,0,10,0,0,1,0,8
Tijuana,X,741,403,316,53,11,0,0,3,0,17
Tijuana,X,742,161,116,13,13,0,0,0,0,0
Tijuana,X,743,293,164,52,25,0,0,1,0,4
Tijuana,X,744,438,233,37,23,0,0,1,0,15
Tijuana,X,745,273,169,34,19,0,0,4,0,6
Tijuana,X,746,185,116,11,14,0,0,0,0,5
Tijuana,X,747,302,152,39,9,0,0,2,0,6
Tijuana,X,748,283,169,29,13,0,0,2,0,6
Tijuana,X,749,323,167,31,10,0,0,3,0,6
Tijuana,X,750,336,177,34,21,0,0,2,0,10
Tijuana,X,751,274,118,26,12,0,0,0,0,6
Tijuana,X,752,238,139,41,11,0,0,1,0,4
Tijuana,X,753,136,108,37,10,0,0,2,0,4
Tijuana,X,754,282,113,34,6,0,0,0,0,9
Tijuana,X,755,253,137,28,5,0,0,1,0,5
Tijuana,X,756,241,102,11,10,0,0,0,0,3
Tijuana,X,757,191,73,21,7,0,0,0,0,4
Tijuana,X,758,266,167,29,7,0,0,5,0,10
Tijuana,X,759,304,188,28,15,0,0,3,0,9
Tijuana,X,760,313,172,35,12,0,0,3,0,8
Tijuana,X,761,182,134,33,16,0,0,3,0,7
Tijuana,X,762,211,160,21,10,0,0,6,0,9
Tijuana,X,763,274,234,56,17,0,0,2,0,12
Tijuana,X,764,349,242,47,16,0,0,1,0,8
Tijuana,X,765,272,209,46,6,0,0,4,0,9
Tijuana,X,766,353,201,33,8,0,0,1,0,13
Tijuana,X,796,420,323,37,23,0,0,0,0,8
Tijuana,X,797,263,127,21,9,0,0,0,0,8
Tijuana,X,798,258,159,30,10,0,0,0,0,9
Tijuana,X,799,132,94,24,9,0,0,1,0,6
Tijuana,X,800,139,85,26,6,0,0,0,0,12
Tijuana,X,801,261,147,39,10,0,0,2,0,6
Tijuana,X,802,376,197,56,6,0,0,5,0,4
Tijuana,X,803,213,124,22,1,0,0,1,0,6
Tijuana,X,804,86,64,10,5,0,0,1,0,5
Tijuana,X,805,221,292,67,22,0,0,2,0,13
Tijuana,X,806,379,240,37,13,0,0,3,0,14
Tijuana,X,807,532,403,92,16,0,0,12,0,17
Tijuana,X,808,257,147,24,13,0,0,1,0,6
Tijuana,X,809,192,134,26,15,0,0,4,0,3
Tijuana,X,810,297,183,31,8,0,0,1,0,15
Tijuana,X,811,245,149,30,17,0,0,2,0,2
Tijuana,X,812,260,147,31,10,2,0,3,0,17
Tijuana,X,813,285,170,39,12,0,0,1,0,8
Tijuana,X,814,176,83,30,12,0,0,1,0,1
Tijuana,X,815,176,104,15,3,0,0,1,0,2
Tijuana,X,816,199,95,24,8,0,0,1,0,4
Tijuana,X,817,99,60,22,1,0,0,0,0,4
Tijuana,X,818,421,220,60,10,0,0,6,0,19
Tijuana,X,911,137,123,37,6,0,0,0,0,10
Tijuana,X,912,136,125,50,11,0,0,2,0,4
Tijuana,X,913,174,202,48,9,3,0,1,0,11
Tijuana,X,914,196,298,65,18,0,0,5,0,23
Tijuana,X,917,369,318,168,35,3,0,7,0,20
Tijuana,X,918,381,369,157,18,0,0,4,0,19
Tijuana,X,941,905,680,209,43,0,0,11,3,40
Tijuana,X,1039,50,95,25,3,0,0,3,0,1
Tijuana,X,1040,16,15,8,2,0,0,1,0,1
Tijuana,X,1041,66,50,21,3,0,0,1,0,2
Tijuana,XI,767,145,92,37,8,0,0,0,0,6
Tijuana,XI,768,145,101,26,4,0,0,1,0,3
Tijuana,XI,769,277,168,47,18,0,0,4,0,9
Tijuana,XI,770,204,100,19,6,0,0,0,6,7
Tijuana,XI,771,241,153,62,14,0,0,12,0,20
Tijuana,XI,785,256,162,42,14,0,0,4,0,5
Tijuana,XI,786,439,336,139,39,0,0,49,0,25
Tijuana,XI,787,407,291,223,37,0,0,16,0,13
Tijuana,XI,788,294,290,91,27,0,0,10,0,20
Tijuana,XI,789,181,138,119,20,0,0,12,0,16
Tijuana,XI,790,370,321,120,17,0,0,48,0,39
Tijuana,XI,791,262,197,56,26,0,0,4,3,10
Tijuana,XI,792,233,197,54,13,0,0,11,0,6
Tijuana,XI,793,351,329,89,31,0,0,35,0,21
Tijuana,XI,794,317,167,47,9,0,0,4,0,16
Tijuana,XI,795,334,138,78,15,0,0,4,0,18
Tijuana,XI,819,355,223,53,10,0,0,6,0,17
Tijuana,XI,820,285,176,48,12,0,0,4,0,20
Tijuana,XI,879,148,154,17,10,0,0,18,0,6
Tijuana,XI,880,221,183,48,15,0,0,20,0,17
Tijuana,XI,949,116,71,16,2,0,0,2,0,0
Tijuana,XI,950,1598,207,55,16,0,0,3,0,7
Tijuana,XI,951,593,280,87,21,0,0,4,0,24
Tijuana,XI,952,287,137,36,9,0,0,1,0,8
Tijuana,XI,953,278,191,39,16,0,0,3,0,17
Tijuana,XI,954,143,100,29,14,0,0,2,0,17
Tijuana,XI,955,201,246,144,44,6,0,1,0,22
Tijuana,XI,956,251,218,131,14,0,0,4,0,26
Tijuana,XI,958,213,139,43,7,0,0,3,0,11
Tijuana,XI,959,141,96,77,9,0,0,1,0,11
Tijuana,XI,960,109,239,107,36,0,0,3,0,14
Tijuana,XI,961,189,198,60,11,0,0,0,0,14
Tijuana,XI,962,103,163,51,10,0,0,0,0,12
Tijuana,XI,973,177,192,75,16,0,0,4,0,11
Tijuana,XI,974,165,147,31,24,0,0,2,0,18
Tijuana,XI,991,314,200,45,24,0,0,6,0,6
Tijuana,XI,992,301,180,53,13,0,0,1,0,9
Tijuana,XI,993,317,175,29,21,0,0,6,0,13
Tijuana,XI,994,797,564,412,62,0,0,7,0,72
Tijuana,XI,995,418,236,59,24,0,1,2,0,24
Tijuana,XI,996,369,209,62,21,0,0,5,0,7
Tijuana,XI,997,392,192,40,30,0,0,8,0,8
Tijuana,XI,998,152,98,23,11,0,0,2,0,8
Tijuana,XI,999,339,254,62,20,0,0,6,0,14
Tijuana,XI,1000,396,275,56,30,0,0,2,0,6
Tijuana,XI,1001,276,154,24,19,0,0,3,0,2
Tijuana,XI,1002,169,156,64,3,0,0,1,0,0
Tijuana,XI,1003,299,187,70,13,0,0,7,0,28
Tijuana,XI,1004,142,141,71,24,0,0,8,0,23
Tijuana,XI,1005,466,278,133,46,7,0,15,0,25
Tijuana,XI,1006,748,481,147,144,0,0,10,0,43
Tijuana,XI,1007,1084,595,170,196,11,0,9,0,60
Tijuana,XI,1008,840,449,125,60,6,0,12,0,19
Tijuana,XI,1009,496,236,63,16,0,0,3,0,8
Tijuana,XI,1010,476,287,67,20,0,0,7,0,21
Tijuana,XI,1013,167,94,37,8,0,0,2,0,7
Tijuana,XI,1014,173,110,49,17,0,0,1,0,6
Tijuana,XI,1015,166,119,40,9,0,0,3,0,3
Tijuana,XI,1016,137,107,22,11,0,0,2,0,7
Tijuana,XI,1017,165,91,25,8,0,0,0,0,4
Tijuana,XI,1018,260,203,80,64,0,0,4,0,6
Tijuana,XI,1019,162,95,40,22,0,0,1,0,14
Tijuana,XI,1020,193,136,32,23,0,0,2,0,9
Tijuana,XII,591,109,220,35,4,0,0,2,0,12
Tijuana,XII,592,82,195,29,2,0,0,1,0,6
Tijuana,XII,593,89,246,37,5,0,0,1,0,14
Tijuana,XII,594,77,180,21,4,0,0,3,0,14
Tijuana,XII,595,73,186,32,5,4,0,2,0,11
Tijuana,XII,596,102,138,33,9,0,0,2,0,17
Tijuana,XII,600,114,115,25,6,0,0,2,0,8
Tijuana,XII,601,91,89,19,4,0,0,1,0,4
Tijuana,XII,602,72,120,18,4,0,0,3,0,6
Tijuana,XII,665,135,162,35,18,0,0,3,0,8
Tijuana,XII,666,118,113,40,9,0,0,2,0,7
Tijuana,XII,667,176,153,44,5,0,0,0,0,12
Tijuana,XII,668,127,121,37,9,0,0,2,0,4
Tijuana,XII,669,148,97,17,10,0,0,0,0,4
Tijuana,XII,670,82,77,4,1,0,0,0,0,5
Tijuana,XII,671,153,96,25,12,0,0,0,0,6
Tijuana,XII,672,88,62,11,2,0,0,0,0,1
Tijuana,XII,673,147,137,34,8,0,0,2,0,4
Tijuana,XII,674,109,135,8,5,0,0,3,0,8
Tijuana,XII,675,190,111,28,3,0,0,2,0,7
Tijuana,XII,725,152,161,15,4,0,0,1,0,3
Tijuana,XII,772,862,512,111,58,0,0,7,5,33
Tijuana,XII,782,657,462,78,44,0,0,5,0,23
Tijuana,XII,783,496,331,72,30,0,0,7,0,16
Tijuana,XII,821,81,115,25,3,0,0,0,0,6
Tijuana,XII,822,93,59,15,2,0,0,2,0,2
Tijuana,XII,823,233,131,25,13,0,0,4,0,7
Tijuana,XII,824,259,144,28,6,0,0,2,0,15
Tijuana,XII,825,160,152,33,12,0,0,1,0,7
Tijuana,XII,826,223,250,60,17,0,0,1,0,25
Tijuana,XII,827,235,185,27,11,0,0,1,0,26
Tijuana,XII,828,196,147,29,6,0,0,2,0,8
Tijuana,XII,829,224,165,42,21,0,0,4,0,20
Tijuana,XII,830,233,171,38,14,0,0,2,0,14
Tijuana,XII,831,297,195,42,19,0,0,1,0,12
Tijuana,XII,832,216,156,39,12,0,0,5,0,13
Tijuana,XII,833,195,181,31,11,0,0,2,0,14
Tijuana,XII,834,113,126,18,3,0,0,0,2,11
Tijuana,XII,835,152,123,32,12,0,0,0,0,9
Tijuana,XII,836,264,177,36,6,0,0,3,0,18
Tijuana,XII,837,348,240,57,17,0,0,8,0,32
Tijuana,XII,838,306,217,31,13,0,0,2,0,11
Tijuana,XII,839,193,170,40,9,0,0,1,0,10
Tijuana,XII,840,211,169,43,7,0,0,3,0,9
Tijuana,XII,841,162,135,28,6,0,0,0,0,6
Tijuana,XII,842,149,138,16,8,0,0,2,0,8
Tijuana,XII,843,110,171,17,10,1,0,0,0,8
Tijuana,XII,844,330,349,57,24,0,0,6,0,40
Tijuana,XII,845,114,164,24,6,0,0,1,0,12
Tijuana,XII,846,185,232,41,13,0,0,1,0,17
Tijuana,XII,847,173,149,33,6,1,0,2,0,6
Tijuana,XII,848,241,200,24,6,0,0,2,0,8
Tijuana,XII,849,289,200,36,9,0,0,2,0,4
Tijuana,XII,850,184,123,40,3,0,0,0,0,13
Tijuana,XII,851,225,156,50,12,0,0,5,0,11
Tijuana,XII,852,466,368,85,29,5,0,1,0,13
Tijuana,XII,853,113,225,59,12,0,0,2,0,15
Tijuana,XII,854,296,438,81,29,0,0,2,1,20
Tijuana,XII,855,241,338,60,17,0,0,2,0,10
Tijuana,XII,856,143,171,18,17,0,0,2,3,20
Tijuana,XII,857,352,457,80,59,0,0,3,0,22
Tijuana,XII,858,242,460,99,19,0,0,7,0,28
Tijuana,XII,859,403,237,38,14,0,0,6,0,8
Tijuana,XII,860,333,214,62,18,0,0,2,0,16
Tijuana,XII,861,231,134,31,12,0,0,1,3,12
Tijuana,XII,862,201,124,31,13,0,0,3,0,5
Tijuana,XII,863,511,458,75,16,0,0,6,1,13
Tijuana,XII,864,305,211,34,9,0,0,1,0,4
Tijuana,XII,865,314,224,51,15,0,0,5,0,8
Tijuana,XII,866,93,126,24,7,0,0,1,0,10
Tijuana,XII,867,206,197,21,11,0,0,3,0,12
Tijuana,XII,868,198,194,30,12,0,0,1,0,7
Tijuana,XII,869,318,295,56,19,0,0,3,0,17
Tijuana,XII,870,210,133,42,13,0,0,0,0,9
Tijuana,XII,871,209,167,26,10,0,0,2,0,9
Tijuana,XII,872,266,232,60,22,0,0,4,0,17
Tijuana,XII,873,126,125,30,2,0,0,2,0,7
Tijuana,XII,874,274,213,30,10,0,0,3,0,11
Tijuana,XII,875,191,175,39,13,0,0,0,0,10
Tijuana,XII,876,168,191,43,11,0,0,3,0,15
Tijuana,XII,877,205,143,39,6,0,0,3,0,7
Tijuana,XII,878,197,152,37,16,0,0,0,0,6
Tijuana,XIII,773,253,226,50,28,0,0,9,0,20
Tijuana,XIII,774,284,219,49,24,0,0,6,0,9
Tijuana,XIII,775,496,422,149,62,5,0,4,0,27
Tijuana,XIII,776,351,208,79,31,11,1,0,1,20
Tijuana,XIII,777,334,200,66,31,0,0,2,0,16
Tijuana,XIII,778,333,201,72,29,0,0,1,0,14
Tijuana,XIII,779,325,221,86,33,0,0,6,0,28
Tijuana,XIII,780,452,203,82,33,0,0,6,0,25
Tijuana,XIII,781,328,188,61,21,0,0,4,0,21
Tijuana,XIII,784,557,202,63,32,0,0,0,13,8
Tijuana,XIII,942,539,739,183,44,0,0,4,0,35
Tijuana,XIII,944,172,207,62,13,0,0,1,0,4
Tijuana,XIII,945,193,172,50,11,0,0,0,0,4
Tijuana,XIII,946,239,135,29,8,0,0,2,0,8
Tijuana,XIII,947,192,103,22,7,0,0,3,0,1
Tijuana,XIII,948,604,516,146,53,1,0,7,0,37
Tijuana,XIII,957,258,223,57,8,0,0,2,0,15
Tijuana,XIII,963,186,110,45,9,0,0,2,0,9
Tijuana,XIII,964,227,194,59,15,0,0,3,0,12
Tijuana,XIII,965,207,203,56,15,0,0,4,0,6
Tijuana,XIII,966,737,745,324,57,0,0,7,3,44
Tijuana,XIII,967,144,125,42,13,0,0,2,0,10
Tijuana,XIII,968,110,96,38,11,0,0,0,0,13
Tijuana,XIII,969,210,200,49,20,0,0,0,0,15
Tijuana,XIII,970,120,199,40,11,0,0,0,0,9
Tijuana,XIII,971,157,231,63,29,0,0,2,0,16
Tijuana,XIII,972,129,198,56,23,0,0,1,0,18
Tijuana,XIII,975,246,190,92,20,0,0,2,0,12
Tijuana,XIII,976,114,122,69,9,0,0,0,0,9
Tijuana,XIII,977,138,140,53,10,4,0,1,0,7
Tijuana,XIII,978,169,162,71,27,0,0,2,0,7
Tijuana,XIII,979,156,229,88,23,0,0,0,0,18
Tijuana,XIII,980,170,185,78,20,0,0,2,0,16
Tijuana,XIII,981,106,115,43,13,0,0,0,0,5
Tijuana,XIII,982,152,102,46,10,0,0,2,0,5
Tijuana,XIII,983,204,119,56,22,0,0,0,0,13
Tijuana,XIII,984,123,128,34,8,0,0,2,0,7
Tijuana,XIII,985,129,146,47,8,0,0,0,0,4
Tijuana,XIII,986,146,167,48,17,0,0,0,0,9
Tijuana,XIII,987,138,195,52,18,0,0,3,0,8
Tijuana,XIII,988,187,164,65,21,1,0,3,0,13
Tijuana,XIII,989,113,159,40,19,0,0,2,0,7
Tijuana,XIII,990,163,214,49,11,0,0,0,0,2
