Municipio,Distrito,Seccion,PAN,PRI-PT-PVEM-PEBC,PRD,PC,Nulos,Total,Lista Nominal
TIJUANA,VIII,550,128,198,8,1,6,341,816
TIJUANA,VIII,551,170,223,10,2,6,411,1111
TIJUANA,VIII,552,179,170,7,2,12,370,954
TIJUANA,VIII,553,162,214,19,3,11,409,1065
TIJUANA,VIII,554,134,223,15,4,7,383,930
TIJUANA,VIII,555,184,226,15,3,4,432,1192
TIJUANA,VIII,556,117,163,8,4,1,293,715
TIJUANA,VIII,557,246,309,22,8,15,600,1648
TIJUANA,VIII,558,164,198,25,4,5,396,975
TIJUANA,VIII,559,191,306,25,2,3,527,1455
TIJUANA,VIII,560,176,170,11,5,7,369,927
TIJUANA,VIII,561,122,166,10,2,7,307,745
TIJUANA,IX,562,164,244,9,2,3,422,1102
TIJUANA,IX,563,206,232,19,3,13,473,1135
TIJUANA,VIII,564,195,301,14,3,1,514,1357
TIJUANA,VIII,565,200,360,20,9,18,607,1607
TIJUANA,VIII,566,152,244,8,5,8,417,984
TIJUANA,VIII,567,141,218,13,4,2,378,955
TIJUANA,VIII,568,163,285,16,5,4,473,1157
TIJUANA,VIII,569,194,313,16,2,6,531,1509
TIJUANA,VIII,570,152,249,23,6,3,433,1360
TIJUANA,VIII,571,176,214,20,3,8,421,1120
TIJUANA,VIII,572,161,281,10,6,11,469,1360
TIJUANA,VIII,573,231,505,26,8,9,779,2160
TIJUANA,VIII,574,150,225,12,3,5,395,927
TIJUANA,VIII,575,228,331,21,7,5,592,1508
TIJUANA,VIII,576,182,393,10,5,9,599,1537
TIJUANA,VIII,577,196,545,26,4,20,791,2668
TIJUANA,VIII,578,270,265,19,6,3,563,1480
TIJUANA,VIII,579,456,343,38,2,8,847,2034
TIJUANA,VIII,580,446,343,39,11,9,848,2033
TIJUANA,VIII,581,430,295,38,9,12,784,1860
TIJUANA,VIII,582,358,268,42,3,9,680,1507
TIJUANA,VIII,583,318,201,44,1,8,572,1368
TIJUANA,VIII,584,490,332,47,2,7,878,2086
TIJUANA,VIII,585,276,187,23,7,1,494,1301
TIJUANA,VIII,586,276,174,34,8,3,495,1275
TIJUANA,VIII,587,362,248,35,8,9,662,1643
TIJUANA,VIII,588,413,309,23,6,11,762,1935
TIJUANA,VIII,589,184,189,21,2,8,404,1002
TIJUANA,IX,590,131,176,6,0,2,315,785
TIJUANA,XII,591,99,204,5,2,3,313,1078
TIJUANA,XII,592,81,185,6,1,4,277,929
TIJUANA,XII,593,63,237,14,3,10,327,979
TIJUANA,XII,594,58,121,1,1,1,182,815
TIJUANA,XII,595,80,198,6,2,6,292,952
TIJUANA,XII,596,103,172,8,2,9,294,924
TIJUANA,IX,597,68,141,6,3,3,221,672
TIJUANA,IX,598,128,238,10,3,8,387,1057
TIJUANA,IX,599,132,165,13,1,5,316,914
TIJUANA,XII,600,78,171,2,0,0,251,809
TIJUANA,XII,601,104,110,16,2,3,235,753
TIJUANA,XII,602,68,116,6,1,2,193,676
TIJUANA,IX,603,107,163,9,3,5,287,814
TIJUANA,IX,604,147,200,19,3,4,373,1017
TIJUANA,IX,605,113,147,15,7,6,288,709
TIJUANA,IX,606,121,154,17,1,6,299,990
TIJUANA,IX,607,181,184,8,1,7,381,922
TIJUANA,VIII,608,103,148,13,1,4,269,752
TIJUANA,IX,609,171,219,11,4,5,410,1034
TIJUANA,IX,610,156,182,14,3,7,362,982
TIJUANA,IX,611,152,194,9,2,6,363,925
TIJUANA,IX,612,133,148,4,4,2,291,874
TIJUANA,VIII,613,101,110,11,1,4,227,658
TIJUANA,VIII,614,101,132,7,2,7,249,732
TIJUANA,IX,615,198,177,13,2,5,395,899
TIJUANA,IX,616,107,138,7,2,6,260,715
TIJUANA,IX,617,99,114,8,3,9,233,690
TIJUANA,IX,618,134,112,9,0,2,257,883
TIJUANA,IX,619,172,145,9,0,2,328,861
TIJUANA,IX,620,208,175,10,4,2,399,890
TIJUANA,IX,621,145,164,11,2,4,326,871
TIJUANA,IX,622,157,185,17,5,14,378,1075
TIJUANA,IX,623,184,184,12,11,12,403,1014
TIJUANA,IX,624,241,280,10,2,17,550,1477
TIJUANA,IX,625,170,172,11,3,4,360,872
TIJUANA,IX,626,230,239,16,5,9,499,1296
TIJUANA,IX,627,164,152,8,2,6,332,781
TIJUANA,IX,628,147,159,4,2,7,319,866
TIJUANA,IX,629,216,194,11,5,1,427,1159
TIJUANA,IX,630,182,147,14,1,10,354,889
TIJUANA,IX,631,106,113,14,2,0,235,692
TIJUANA,IX,632,173,182,13,0,6,374,938
TIJUANA,IX,633,144,161,12,2,3,322,843
TIJUANA,IX,634,136,195,7,4,7,349,853
TIJUANA,IX,635,205,145,14,2,3,369,1000
TIJUANA,IX,636,139,174,6,1,8,328,983
TIJUANA,IX,637,225,272,32,2,6,537,1270
TIJUANA,IX,638,139,187,15,3,8,352,985
TIJUANA,IX,639,251,218,13,4,10,496,1158
TIJUANA,IX,640,237,276,16,11,9,549,1273
TIJUANA,IX,641,195,278,16,4,8,501,1392
TIJUANA,IX,642,222,241,10,5,9,487,1227
TIJUANA,IX,643,163,160,3,6,8,340,798
TIJUANA,IX,644,223,179,8,4,7,421,1133
TIJUANA,IX,645,194,217,17,6,8,442,1243
TIJUANA,IX,646,193,218,13,4,13,441,1126
TIJUANA,IX,647,106,109,4,1,7,227,587
TIJUANA,IX,648,156,173,10,3,6,348,873
TIJUANA,IX,649,104,79,3,0,2,188,412
TIJUANA,IX,650,169,173,6,1,7,356,928
TIJUANA,IX,651,183,175,6,5,7,376,1065
TIJUANA,IX,652,136,147,7,2,5,297,861
TIJUANA,IX,653,220,298,17,4,7,546,1442
TIJUANA,IX,654,246,339,18,3,5,611,1334
TIJUANA,IX,655,172,233,7,4,3,419,969
TIJUANA,IX,656,139,230,6,2,12,389,901
TIJUANA,IX,657,113,205,11,4,7,340,984
TIJUANA,IX,658,161,425,16,5,15,622,1561
TIJUANA,IX,659,271,320,24,9,14,638,1951
TIJUANA,IX,660,201,302,15,4,11,533,1220
TIJUANA,IX,661,190,416,21,4,11,642,1654
TIJUANA,IX,662,159,220,23,0,10,412,1101
TIJUANA,IX,663,205,403,10,5,10,633,1589
TIJUANA,IX,664,158,297,21,6,5,487,1250
TIJUANA,XII,665,120,176,16,4,10,326,1048
TIJUANA,XII,666,99,138,14,0,4,255,775
TIJUANA,XII,667,151,181,10,1,6,349,1084
TIJUANA,XII,668,117,134,8,3,3,265,884
TIJUANA,XII,669,153,142,8,1,6,310,888
TIJUANA,XII,670,94,103,2,1,3,203,497
TIJUANA,XII,671,119,97,15,2,7,240,720
TIJUANA,XII,672,77,76,1,0,5,159,457
TIJUANA,XII,673,167,189,11,1,2,370,969
TIJUANA,XII,674,126,128,8,2,4,268,753
TIJUANA,XII,675,182,169,11,1,2,365,1016
TIJUANA,X,676,167,106,10,0,3,286,640
TIJUANA,X,677,189,193,20,4,2,408,902
TIJUANA,X,678,174,192,12,4,0,382,812
TIJUANA,X,679,143,168,14,3,2,330,700
TIJUANA,X,680,148,156,11,0,4,319,725
TIJUANA,IX,681,123,91,8,2,3,227,538
TIJUANA,IX,682,141,170,8,1,5,325,889
TIJUANA,IX,683,220,217,17,5,5,464,1146
TIJUANA,IX,684,251,219,23,4,8,505,1066
TIJUANA,IX,685,277,319,13,6,18,633,1774
TIJUANA,IX,686,133,194,11,2,7,347,1100
TIJUANA,X,687,110,109,14,1,2,236,535
TIJUANA,X,688,239,136,17,10,7,409,767
TIJUANA,IX,689,162,190,12,4,9,377,841
TIJUANA,IX,690,126,152,6,1,4,289,819
TIJUANA,IX,691,87,131,9,2,3,232,613
TIJUANA,IX,692,103,165,6,3,3,280,673
TIJUANA,IX,693,139,144,7,2,4,296,802
TIJUANA,IX,694,106,153,5,0,13,277,841
TIJUANA,IX,695,82,128,7,1,3,221,549
TIJUANA,IX,696,149,138,21,3,3,314,740
TIJUANA,IX,697,183,217,7,3,6,416,1027
TIJUANA,IX,698,86,116,3,1,4,210,525
TIJUANA,IX,699,129,169,9,4,5,316,737
TIJUANA,IX,700,56,108,1,3,2,170,423
TIJUANA,IX,701,166,214,9,8,4,401,947
TIJUANA,IX,702,118,242,5,7,6,378,925
TIJUANA,IX,703,206,200,9,4,9,428,982
TIJUANA,IX,704,180,162,15,1,2,360,823
TIJUANA,X,705,273,245,31,4,8,561,1162
TIJUANA,X,706,102,162,8,3,2,277,769
TIJUANA,X,707,71,85,6,0,1,163,442
TIJUANA,IX,708,198,166,6,2,6,378,956
TIJUANA,IX,709,156,231,6,2,8,403,964
TIJUANA,IX,710,103,111,7,4,3,228,621
TIJUANA,IX,711,327,346,15,3,7,698,1657
TIJUANA,IX,712,225,238,17,1,5,486,1281
TIJUANA,X,713,121,233,11,2,4,371,947
TIJUANA,X,714,211,382,20,6,9,628,1653
TIJUANA,IX,715,242,244,13,6,2,507,1271
TIJUANA,IX,716,236,210,12,5,9,472,1204
TIJUANA,IX,717,246,290,7,3,9,555,1418
TIJUANA,IX,718,184,193,15,4,7,403,1028
TIJUANA,IX,719,292,215,20,6,10,543,1344
TIJUANA,IX,720,174,122,7,0,5,308,681
TIJUANA,X,721,88,121,7,1,7,224,623
TIJUANA,IX,722,334,351,23,7,6,721,1651
TIJUANA,IX,723,258,335,18,7,10,628,1521
TIJUANA,IX,724,174,216,11,1,3,405,920
TIJUANA,XII,725,179,183,10,1,4,377,835
TIJUANA,X,726,606,507,44,12,13,1182,2247
TIJUANA,X,727,128,217,6,2,4,357,943
TIJUANA,X,728,300,252,8,2,2,564,1206
TIJUANA,X,729,241,267,14,6,8,536,1419
TIJUANA,X,730,348,224,25,2,7,606,1277
TIJUANA,X,731,133,194,10,4,9,350,962
TIJUANA,X,732,49,108,6,0,0,163,394
TIJUANA,X,733,203,355,23,7,11,599,1547
TIJUANA,X,734,264,170,17,3,8,462,1026
TIJUANA,X,735,183,239,15,9,7,453,1106
TIJUANA,X,736,123,248,13,6,11,401,1148
TIJUANA,X,737,263,466,33,7,27,796,2035
TIJUANA,X,738,134,210,13,6,3,366,1016
TIJUANA,X,739,12,78,3,1,3,97,750
TIJUANA,X,740,134,159,6,3,7,309,817
TIJUANA,X,741,437,465,29,21,11,963,2333
TIJUANA,X,742,157,159,12,1,5,334,653
TIJUANA,X,743,368,299,28,2,9,706,1269
TIJUANA,X,744,418,294,19,7,4,742,1582
TIJUANA,X,745,295,246,22,3,7,573,1127
TIJUANA,X,746,204,122,9,4,6,345,651
TIJUANA,X,747,353,226,16,1,3,599,1229
TIJUANA,X,748,316,229,14,2,3,564,1109
TIJUANA,X,749,314,208,23,4,3,552,977
TIJUANA,X,750,360,243,22,3,4,632,1200
TIJUANA,X,751,273,150,25,4,12,464,979
TIJUANA,X,752,212,175,18,4,3,412,958
TIJUANA,X,753,143,123,9,3,2,280,781
TIJUANA,X,754,285,162,11,6,3,467,1136
TIJUANA,X,755,369,257,23,4,5,658,1554
TIJUANA,X,756,269,158,12,3,4,446,884
TIJUANA,X,757,194,110,7,3,3,317,731
TIJUANA,X,758,247,207,19,2,6,481,940
TIJUANA,X,759,314,283,19,1,5,622,1193
TIJUANA,X,760,306,216,19,6,6,553,1074
TIJUANA,X,761,153,171,11,7,6,348,894
TIJUANA,X,762,206,203,17,2,5,433,1015
TIJUANA,X,763,315,307,21,4,5,652,1558
TIJUANA,X,764,346,330,18,4,4,702,1647
TIJUANA,X,765,286,224,29,2,4,545,1167
TIJUANA,X,766,320,263,15,5,8,611,1351
TIJUANA,XI,767,148,132,12,1,10,303,735
TIJUANA,XI,768,131,124,15,1,3,274,632
TIJUANA,XI,769,277,246,11,6,12,552,1473
TIJUANA,XI,770,186,122,10,1,1,320,835
TIJUANA,XI,771,274,239,22,0,8,543,1483
TIJUANA,XII,772,972,642,75,9,17,1715,4156
TIJUANA,XIII,773,288,279,20,5,13,605,1809
TIJUANA,XIII,774,359,233,16,5,10,623,1760
TIJUANA,XIII,775,675,538,56,10,21,1300,4548
TIJUANA,XIII,776,386,255,31,7,5,684,2363
TIJUANA,XIII,777,313,253,23,10,9,608,1837
TIJUANA,XIII,778,393,271,21,3,25,713,2277
TIJUANA,XIII,779,318,239,26,2,9,594,2512
TIJUANA,XIII,780,437,236,23,7,8,711,2139
TIJUANA,XIII,781,422,237,25,6,4,694,2141
TIJUANA,XII,782,694,587,48,12,19,1360,3085
TIJUANA,XII,783,553,471,45,15,9,1093,2516
TIJUANA,XIII,784,627,358,41,5,8,1039,2839
TIJUANA,XI,785,270,163,12,5,5,455,1202
TIJUANA,XI,786,602,449,26,9,18,1104,3622
TIJUANA,XI,787,472,531,44,4,25,1076,3471
TIJUANA,XI,788,429,431,22,4,11,897,2690
TIJUANA,XI,789,219,199,16,2,12,448,1703
TIJUANA,XI,790,469,476,31,5,12,993,2893
TIJUANA,XI,791,253,250,15,3,9,530,1394
TIJUANA,XI,792,251,207,12,2,3,475,1308
TIJUANA,XI,793,451,457,35,9,14,966,2713
TIJUANA,XI,794,265,190,17,1,8,481,1421
TIJUANA,XI,795,321,190,26,6,9,552,1397
TIJUANA,X,796,507,431,36,5,12,991,2243
TIJUANA,X,797,284,167,17,6,2,476,987
TIJUANA,X,798,230,177,9,1,1,418,1023
TIJUANA,X,799,138,118,5,2,1,264,743
TIJUANA,X,800,151,118,11,2,5,287,726
TIJUANA,X,801,224,166,7,3,6,406,1065
TIJUANA,X,802,361,219,19,9,7,615,1543
TIJUANA,X,803,169,181,10,4,3,367,879
TIJUANA,X,804,107,84,8,0,4,203,448
TIJUANA,X,805,325,474,25,3,5,832,2469
TIJUANA,X,806,375,241,18,4,10,648,1599
TIJUANA,X,807,554,482,34,8,8,1086,2996
TIJUANA,X,808,206,163,13,2,4,388,969
TIJUANA,X,809,197,165,7,2,3,374,878
TIJUANA,X,810,269,193,18,1,2,483,1357
TIJUANA,X,811,235,158,12,4,3,412,1067
TIJUANA,X,812,234,141,19,5,2,401,1089
TIJUANA,X,813,245,215,19,5,7,491,1301
TIJUANA,X,814,148,104,13,0,2,267,656
TIJUANA,X,815,193,125,4,1,4,327,636
TIJUANA,X,816,169,111,5,5,2,292,923
TIJUANA,X,817,96,95,9,2,31,233,630
TIJUANA,X,818,507,320,23,7,15,872,2141
TIJUANA,XI,819,296,264,17,4,5,586,1632
TIJUANA,XI,820,235,224,23,6,14,502,1405
TIJUANA,XII,821,83,102,4,1,3,193,610
TIJUANA,XII,822,112,96,11,3,1,223,627
TIJUANA,XII,823,221,178,17,4,3,423,940
TIJUANA,XII,824,227,183,21,5,6,442,1051
TIJUANA,XII,825,173,161,14,4,3,355,1028
TIJUANA,XII,826,253,247,16,3,9,528,1435
TIJUANA,XII,827,223,182,10,1,13,429,1240
TIJUANA,XII,828,177,194,8,1,8,388,967
TIJUANA,XII,829,193,215,18,6,10,442,1245
TIJUANA,XII,830,224,211,10,4,10,459,1219
TIJUANA,XII,831,287,223,22,4,12,548,1514
TIJUANA,XII,832,184,215,19,1,5,424,1053
TIJUANA,XII,833,191,180,18,3,3,395,1142
TIJUANA,XII,834,132,155,9,3,2,301,916
TIJUANA,XII,835,151,130,9,2,12,304,895
TIJUANA,XII,836,280,211,22,4,13,530,1348
TIJUANA,XII,837,386,306,19,8,17,736,1909
TIJUANA,XII,838,317,248,19,6,6,596,1463
TIJUANA,XII,839,191,191,13,3,4,402,1103
TIJUANA,XII,840,220,223,16,7,4,470,1283
TIJUANA,XII,841,188,165,8,3,5,369,895
TIJUANA,XII,842,159,134,7,1,0,301,719
TIJUANA,XII,843,100,187,9,5,3,304,847
TIJUANA,XII,844,303,349,24,3,15,694,2069
TIJUANA,XII,845,135,172,7,0,5,319,898
TIJUANA,XII,846,176,258,6,1,16,457,1346
TIJUANA,XII,847,147,191,3,3,3,347,990
TIJUANA,XII,848,202,214,16,2,3,437,1110
TIJUANA,XII,849,269,219,25,4,7,524,1106
TIJUANA,XII,850,186,139,9,2,6,342,882
TIJUANA,XII,851,214,201,16,5,6,442,1069
TIJUANA,XII,852,660,573,53,12,14,1312,3127
TIJUANA,XII,853,130,274,12,2,9,427,1115
TIJUANA,XII,854,311,515,25,9,11,871,2456
TIJUANA,XII,855,240,435,24,14,7,720,1911
TIJUANA,XII,856,167,207,17,5,10,406,1116
TIJUANA,XII,857,387,636,36,12,18,1089,2827
TIJUANA,XII,858,314,599,39,8,23,983,2878
TIJUANA,XII,859,391,325,26,5,5,752,1712
TIJUANA,XII,860,402,274,24,7,10,717,1897
TIJUANA,XII,861,241,159,14,3,3,420,1274
TIJUANA,XII,862,166,171,11,1,9,358,1139
TIJUANA,XII,863,568,524,33,8,8,1141,2834
TIJUANA,XII,864,365,268,22,4,3,662,1425
TIJUANA,XII,865,324,286,17,8,7,642,1370
TIJUANA,XII,866,110,114,23,5,4,256,690
TIJUANA,XII,867,213,249,18,1,11,492,1255
TIJUANA,XII,868,196,214,10,3,4,427,1249
TIJUANA,XII,869,292,283,16,9,7,607,1887
TIJUANA,XII,870,223,146,11,3,5,388,1166
TIJUANA,XII,871,246,194,7,1,6,454,1158
TIJUANA,XII,872,223,277,14,5,7,526,1467
TIJUANA,XII,873,152,138,7,0,2,299,858
TIJUANA,XII,874,241,232,13,8,4,498,1287
TIJUANA,XII,875,240,182,11,3,4,440,1173
TIJUANA,XII,876,166,205,5,5,5,386,974
TIJUANA,XII,877,165,155,11,14,10,355,964
TIJUANA,XII,878,171,156,7,4,2,340,1044
TIJUANA,XI,879,167,170,14,4,10,365,988
TIJUANA,XI,880,244,219,22,4,10,499,1410
TIJUANA,VIII,881,155,232,9,0,5,401,1056
TIJUANA,VIII,882,119,239,11,2,8,379,881
ROSARITO,XVI,883,128,160,18,5,10,321,825
ROSARITO,XVI,884,253,445,22,21,20,761,2002
ROSARITO,XVI,885,156,272,32,40,20,520,1397
ROSARITO,XVI,886,293,338,26,63,20,740,2201
ROSARITO,XVI,887,156,257,30,27,8,478,1222
ROSARITO,XVI,888,211,235,15,4,11,476,1283
ROSARITO,XVI,889,220,342,62,7,10,641,1759
ROSARITO,XVI,890,47,88,5,3,0,143,516
ROSARITO,XVI,890,868,531,442,68,60,1969,6392
TIJUANA,VIII,891,1097,1364,96,40,25,2622,6391
ROSARITO,XVI,892,236,122,124,14,19,515,1587
ROSARITO,XVI,893,332,165,281,18,11,807,2423
ROSARITO,XVI,894,337,177,246,11,13,784,2050
ROSARITO,XVI,895,511,292,328,39,24,1194,3179
ROSARITO,XVI,896,133,60,70,11,4,278,769
ROSARITO,XVI,897,160,71,86,2,5,324,845
ROSARITO,XVI,898,217,167,108,6,16,514,1458
ROSARITO,XVI,899,210,96,108,10,4,428,1275
ROSARITO,XVI,900,154,80,138,6,13,391,1046
ROSARITO,XVI,901,303,121,187,9,12,632,1617
ROSARITO,XVI,902,1,3,1,0,0,5,23
ROSARITO,XVI,902,149,140,145,8,11,453,1058
ROSARITO,XVI,903,340,281,194,28,26,869,2506
ROSARITO,XVI,904,306,225,134,21,12,698,1990
ROSARITO,XVI,905,432,272,206,21,20,951,2817
ROSARITO,XVI,906,510,270,424,15,19,1238,3456
ROSARITO,XVI,907,660,389,576,37,30,1692,4905
ROSARITO,XVI,908,189,145,96,13,9,452,1357
ROSARITO,XVI,909,363,140,213,12,9,737,2065
ROSARITO,XVI,910,526,374,353,29,16,1298,3788
TIJUANA,X,911,115,234,4,1,7,361,989
TIJUANA,X,912,209,226,9,4,17,465,1371
TIJUANA,X,913,180,300,17,3,9,509,1473
TIJUANA,X,914,301,379,14,1,9,704,2118
ROSARITO,XVI,915,405,568,30,11,14,1028,3103
ROSARITO,XVI,916,276,345,22,6,16,665,1860
TIJUANA,X,917,534,601,29,9,18,1191,3597
TIJUANA,X,918,611,883,56,12,31,1593,4384
ROSARITO,XVI,919,382,520,45,12,17,976,3110
ROSARITO,XVI,920,212,292,9,8,17,538,1729
ROSARITO,XVI,921,196,194,19,17,15,441,1261
ROSARITO,XVI,922,581,686,39,24,34,1364,4358
ROSARITO,XVI,923,454,410,17,13,18,912,2819
ROSARITO,XVI,924,408,440,24,22,23,917,2622
ROSARITO,XVI,925,205,208,21,20,16,470,1287
ROSARITO,XVI,926,261,356,35,13,14,679,1742
ROSARITO,XVI,927,296,477,34,11,19,837,2261
ROSARITO,XVI,928,215,261,12,7,9,504,1258
ROSARITO,XVI,929,557,916,59,25,24,1581,4609
ROSARITO,XVI,930,139,179,24,9,10,361,936
ROSARITO,XVI,931,407,482,27,31,20,967,3074
ROSARITO,XVI,932,301,351,32,17,10,711,1833
ROSARITO,XVI,933,507,542,46,9,14,1118,3011
ROSARITO,XVI,934,425,445,25,3,17,915,2188
ROSARITO,XVI,935,242,344,14,4,10,614,1745
ROSARITO,XVI,936,226,307,20,12,12,577,1834
ROSARITO,XVI,937,282,266,19,5,4,576,1544
ROSARITO,XVI,938,344,398,32,23,19,816,2165
ROSARITO,XVI,939,293,417,28,12,25,775,2543
ROSARITO,XVI,940,301,462,28,9,20,820,2558
TIJUANA,X,941,1131,1091,55,19,35,2331,7177
TIJUANA,XIII,942,962,1374,74,35,48,2493,7210
ROSARITO,XVI,943,284,382,36,10,25,737,2455
TIJUANA,XIII,944,267,301,17,6,14,605,1577
TIJUANA,XIII,945,187,169,11,3,7,377,972
TIJUANA,XIII,946,358,214,22,8,4,606,1378
TIJUANA,XIII,947,198,129,10,4,2,343,770
TIJUANA,XIII,948,827,983,47,13,35,1905,5328
TIJUANA,XI,949,126,87,7,1,2,223,592
TIJUANA,XI,950,297,223,30,7,1,558,1483
TIJUANA,XI,951,684,370,38,7,14,1113,2825
TIJUANA,XI,952,312,226,16,2,5,561,1312
TIJUANA,XI,953,314,211,23,6,9,563,1442
TIJUANA,XI,954,160,127,12,1,2,302,753
TIJUANA,XI,955,288,304,26,7,15,640,1823
TIJUANA,XI,956,305,288,31,3,15,642,2110
TIJUANA,XIII,957,364,294,31,4,9,702,2016
TIJUANA,XI,958,213,158,16,2,4,393,1192
TIJUANA,XI,959,184,151,16,4,4,359,1152
TIJUANA,XI,960,247,228,15,3,12,505,1669
TIJUANA,XI,961,209,202,15,1,7,434,1378
TIJUANA,XI,962,124,142,9,4,12,291,1224
TIJUANA,XIII,963,264,246,17,6,8,541,1562
TIJUANA,XIII,964,231,261,21,6,12,531,1646
TIJUANA,XIII,965,237,252,9,6,7,511,1380
TIJUANA,XIII,966,1936,2048,127,40,76,4227,14216
TIJUANA,XIII,967,263,243,16,3,3,528,1510
TIJUANA,XIII,968,141,144,7,2,6,300,946
TIJUANA,XIII,969,339,391,22,9,10,771,2172
TIJUANA,XIII,970,155,206,22,5,8,396,1023
TIJUANA,XIII,971,189,274,18,3,5,489,1422
TIJUANA,XIII,972,161,243,15,4,12,435,1384
TIJUANA,XI,973,357,293,13,6,21,690,2419
TIJUANA,XI,974,361,272,25,4,6,668,2025
TIJUANA,XIII,975,324,321,30,7,9,691,2653
TIJUANA,XIII,976,174,205,24,4,3,410,1625
TIJUANA,XIII,977,168,158,26,5,9,366,1370
TIJUANA,XIII,978,227,235,26,0,5,493,1809
TIJUANA,XIII,979,257,390,24,5,7,683,2283
TIJUANA,XIII,980,205,317,28,6,14,570,1923
TIJUANA,XIII,981,100,128,15,3,6,252,862
TIJUANA,XIII,982,175,141,10,2,1,329,1078
TIJUANA,XIII,983,221,149,22,9,11,412,1461
TIJUANA,XIII,984,165,152,12,2,4,335,1072
TIJUANA,XIII,985,115,181,12,2,6,316,1182
TIJUANA,XIII,986,174,259,17,4,5,459,1475
TIJUANA,XIII,987,211,216,11,8,6,452,1662
TIJUANA,XIII,988,227,202,13,4,10,456,1607
TIJUANA,XIII,989,148,161,9,2,9,329,1398
TIJUANA,XIII,990,396,392,32,5,13,838,2560
TIJUANA,XI,991,303,231,12,3,4,553,1464
TIJUANA,XI,992,311,262,21,6,6,606,1423
TIJUANA,XI,993,302,201,21,5,10,539,1322
TIJUANA,XI,994,917,616,55,15,33,1636,4247
TIJUANA,XI,995,399,322,17,9,16,763,1929
TIJUANA,XI,996,396,281,22,7,4,710,1744
TIJUANA,XI,997,405,288,20,6,8,727,1816
TIJUANA,XI,998,129,96,2,1,5,233,653
TIJUANA,XI,999,440,343,17,8,4,812,2296
TIJUANA,XI,1000,438,356,24,8,10,836,2077
TIJUANA,XI,1001,275,197,11,1,6,490,1236
TIJUANA,XI,1002,187,219,9,1,5,421,1140
TIJUANA,XI,1003,333,318,31,8,22,712,1808
TIJUANA,XI,1004,227,190,18,3,12,450,1559
TIJUANA,XI,1005,574,414,26,6,7,1027,3399
TIJUANA,XI,1006,998,859,62,14,32,1965,5481
TIJUANA,XI,1007,1247,954,66,24,27,2318,7118
TIJUANA,XI,1008,735,620,49,10,13,1427,4468
TIJUANA,XI,1009,578,406,54,10,14,1062,2765
TIJUANA,XI,1010,542,364,23,8,13,950,2283
TIJUANA,XIII,1011,672,589,45,8,18,1332,4619
TIJUANA,XIII,1012,437,407,28,4,13,889,3244
TIJUANA,XI,1013,248,163,15,6,8,440,1244
TIJUANA,XI,1014,218,203,25,4,7,457,1337
TIJUANA,XI,1015,314,253,22,7,6,602,2020
TIJUANA,XI,1016,182,152,14,4,5,357,1153
TIJUANA,XI,1017,180,151,7,3,3,344,1074
TIJUANA,XI,1018,445,493,36,9,19,1002,3048
TIJUANA,XI,1019,760,483,51,11,13,1318,3899
TIJUANA,XI,1020,433,323,42,13,4,815,2482
TIJUANA,XIII,1021,960,1004,60,20,17,2061,7405
TIJUANA,XIII,1022,527,766,46,6,22,1367,4718
TIJUANA,XIII,1023,220,286,22,5,9,542,1819
TIJUANA,XIII,1024,280,246,10,5,7,548,1758
TIJUANA,XIII,1025,240,224,32,4,8,508,1799
TIJUANA,XIII,1026,857,1232,59,15,36,2199,8017
TIJUANA,XIII,1027,831,1156,87,11,45,2130,6436
TIJUANA,XIII,1028,1370,819,81,16,13,2299,6625
TIJUANA,XIII,1029,1332,1063,86,28,21,2530,7949
TIJUANA,XIII,1030,981,835,84,19,23,1942,7028
TIJUANA,XIII,1031,1377,1822,195,40,67,3501,12382
TIJUANA,XIII,1032,148,152,18,5,7,330,919
ROSARITO   ,XVI,1033,120,48,80,8,2,258,792
ROSARITO,XVI,1034,131,166,17,1,4,319,775
ROSARITO,XVI,1035,121,146,14,3,7,291,706
ROSARITO,XVI,1036,160,210,14,3,7,394,1070
ROSARITO,XVI,1037,170,150,28,5,9,362,1011
ROSARITO,XVI,1038,394,609,31,26,20,1080,3050
TIJUANA,X,1039,85,241,12,20,12,370,849
TIJUANA,X,1040,21,52,6,2,1,82,213
TIJUANA,X,1041,53,96,8,3,2,162,444
ENSENADA,XIV,1042,139,95,69,8,5,316,773
ENSENADA,XIV,1043,292,104,133,14,6,549,1114
ENSENADA,XIV,1044,90,172,109,2,17,390,1163
ENSENADA,XIV,1045,245,378,140,15,23,801,2264
ENSENADA,XIV,1046,83,74,27,7,3,194,523
ENSENADA,XIV,1047,77,129,59,4,9,278,787
ENSENADA,XIV,1048,75,69,52,3,9,208,682
ENSENADA,XIV,1049,120,128,52,8,6,314,841
ENSENADA,XIV,1050,159,127,62,9,7,364,1064
ENSENADA,XIV,1051,297,229,100,10,15,651,1827
ENSENADA,XIV,1052,249,227,117,16,21,630,1792
ENSENADA,XIV,1053,197,191,48,9,8,453,1388
ENSENADA,XIV,1054,251,277,142,25,24,719,2309
ENSENADA,XIV,1055,473,622,326,24,32,1477,5611
ENSENADA,XIV,1056,180,236,103,26,11,556,1701
ENSENADA,XIV,1057,205,233,88,17,12,555,1679
ENSENADA,XIV,1058,214,320,94,11,13,652,2052
ENSENADA,XIV,1059,586,409,192,20,11,1218,2987
ENSENADA,XIV,1060,263,159,87,13,8,530,1370
ENSENADA,XIV,1061,252,147,119,6,13,537,1306
