CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,275,B ,31,64,16,27,20,4,34,18,11,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,230,7,237,412,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0275B00.jpg
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,275,C01,27,59,10,32,18,5,24,13,10,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,206,5,211,412,ACTA CASILLA,ANULADA,ST-JRC-63/2016,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0275C01.jpg
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,276,B ,19,108,75,22,64,3,55,17,12,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,381,17,398,746,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0276B00.jpg
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,277,B ,68,86,65,14,33,3,41,13,13,,,,,,,,,,,,,,,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,357,24,381,690,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0277B00.jpg
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,278,B ,48,139,41,19,44,0,49,25,15,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,388,5,393,750,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0278B00.jpg
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,279,B ,79,89,22,8,12,1,13,9,9,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,265,4,270,520,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0279B00.jpg
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,280,B ,16,107,6,37,11,4,44,29,22,,,,,,,,,,,,,,,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,0,330,7,337,604,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0280B00.jpg
5,13,HIDALGO,10,APAN,15,CUAUTEPEC,280,C01,22,134,11,43,8,2,53,28,27,,,,,,,,,,,,,,,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,0,372,4,376,603,GRUPO DE RECUENTO,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0280C01.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,281,B ,149,171,4,203,0,2,23,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,564,7,571,707,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0281B00.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,281,C01,125,162,2,213,0,5,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,543,7,550,707,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0281C01.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,282,B ,125,111,8,143,0,1,31,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,423,4,427,531,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0282B00.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,282,C01,122,140,0,151,0,2,13,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,431,6,437,530,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0282C01.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,283,B ,156,140,2,155,0,1,13,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,475,10,485,651,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0283B00.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,284,B ,119,122,1,81,0,0,12,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,336,1,337,430,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0284B00.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,285,B ,59,141,9,118,0,2,14,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,355,9,364,493,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0285B00.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,286,B ,218,114,0,78,0,1,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,421,9,430,598,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0286B00.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,286,C01,214,107,2,92,,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,424,6,430,597,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0286C01.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,287,B ,106,88,1,222,0,4,8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,432,10,442,568,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0287B00.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,288,B ,105,153,16,94,0,2,11,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,9,405,591,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0288B00.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,288,C01,86,127,19,135,0,3,11,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,397,12,410,590,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0288C01.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,289,B ,107,88,4,194,0,2,4,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,413,11,424,588,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0289B00.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,289,C01,120,90,1,190,0,0,8,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,416,7,423,588,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0289C01.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,289,C02,128,136,1,165,0,3,10,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,452,2,454,587,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0289C02.jpg
5,13,HIDALGO,6,HUICHAPAN,16,CHAPANTONGO,290,B ,117,266,1,123,0,2,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,521,7,528,679,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0290B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,291,B,3,120,269,1,0,0,1,8,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,404,11,415,603,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0291B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,291,C01,0,104,265,4,0,0,2,19,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,7,403,602,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0291C01.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,291,C02,2,100,284,0,0,0,3,10,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,18,418,602,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0291C02.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,292,B,2,111,218,1,0,0,2,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,342,13,356,503,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0292B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,292,C01,0,94,213,3,0,0,4,8,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,9,332,503,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0292C01.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,292,C02,1,100,226,0,0,0,2,12,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,345,9,354,502,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0292C02.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,293,B,0,102,123,1,0,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,229,9,238,379,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0293B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,294,B,0,96,233,0,0,0,0,6,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,337,15,352,567,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0294B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,295,B,1,81,78,2,0,0,4,20,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,189,12,201,293,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0295B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,296,B,3,196,238,1,0,0,3,6,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,450,23,473,634,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0296B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,297,B,3,140,256,1,0,0,0,7,0,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,412,12,424,580,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0297B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,298,B,2,153,262,1,0,0,3,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,429,16,445,702,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0298B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,299,B,1,27,87,0,0,0,2,14,1,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,135,9,144,218,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0299B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,300,B,2,98,127,0,0,0,0,5,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,233,6,239,298,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0300B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,301,B,2,101,144,1,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,251,11,262,363,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0301B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,302,B,2,106,266,2,0,0,1,9,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,388,9,397,555,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0302B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,303,B,0,73,78,1,0,0,1,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,158,11,169,231,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0303B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,304,B,0,81,197,1,0,0,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,284,12,296,449,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0304B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,305,B,3,106,269,2,0,0,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,389,12,401,648,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0305B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,306,B,1,56,84,1,0,0,2,5,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,152,11,163,217,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0306B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,307,B,3,93,298,1,0,0,2,18,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,420,14,434,666,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0307B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,308,B,3,168,258,0,0,0,7,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,440,10,450,632,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0308B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,309,B,1,132,295,1,0,0,3,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,443,18,461,640,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0309B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,309,C01,1,143,301,2,0,0,1,7,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,458,8,466,640,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0309C01.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,310,B,2,189,331,3,0,0,5,3,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,537,12,549,722,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0310B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,311,B,0,189,246,1,0,0,5,3,2,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,454,16,470,642,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0311B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,312,B,1,83,185,0,0,0,0,5,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,10,285,393,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0312B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,312,C01,0,71,200,0,0,0,2,5,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,281,12,293,393,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0312C01.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,312,E01,0,55,91,1,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,152,0,152,204,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0312E01.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,313,B,0,62,103,0,0,0,0,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,168,6,174,255,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0313B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,314,B,2,109,146,0,0,0,2,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,262,5,267,346,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0314B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,315,B,0,153,263,1,0,0,1,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,422,9,431,583,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0315B00.jpg
5,13,HIDALGO,1,ZIMAPAN,17,CHAPULHUACAN,315,E01,0,87,142,2,0,0,2,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,237,6,243,352,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0315E01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,316,B ,91,72,98,76,0,2,33,77,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,457,13,470,674,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0316B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,316,C01,71,81,79,87,0,3,47,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,453,16,469,673,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0316C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,316,C02,101,70,89,51,0,1,35,81,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,434,10,444,673,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0316C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,317,B ,135,26,38,30,0,0,4,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,27,304,633,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0317B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,318,B ,46,103,126,82,0,5,10,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,412,20,432,565,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0318B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,319,B ,8,19,171,118,0,7,7,59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391,15,406,550,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0319B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,320,B ,10,64,28,12,0,10,7,219,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,354,17,371,497,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0320B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,320,C01,12,64,21,13,0,3,1,241,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,356,12,368,497,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0320C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,321,B ,56,103,10,30,0,1,16,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,364,16,380,634,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0321B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,322,B ,23,94,48,65,0,14,10,60,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,320,9,329,482,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0322B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,322,C01,24,78,61,52,0,5,16,86,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,330,9,339,482,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0322C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,323,B ,52,37,81,41,0,13,3,106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,334,12,346,506,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0323B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,323,C01,71,48,57,51,0,8,3,96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,337,9,346,506,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0323C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,323,C02,79,35,52,41,0,3,1,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,318,7,325,506,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0323C02.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,324,B ,7,67,35,57,0,2,2,66,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,243,14,257,360,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0324B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,325,B ,16,33,49,57,0,7,26,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,208,4,212,296,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0325B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,326,B ,49,44,12,9,0,1,6,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,126,1,127,153,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0326B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,327,B ,92,111,54,87,0,4,20,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,460,13,473,682,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0327B00.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,327,C01,80,115,43,85,0,5,22,106,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,463,10,473,681,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0327C01.jpg
5,13,HIDALGO,5,IXMIQUILPAN,18,CHILCUAUTLA,328,B ,37,113,66,61,0,5,5,83,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,378,15,393,586,ACTA CASILLA,,,http://www.ieehidalgo.org.mx/PrepHGO2016/AYUNTAMIENTOS/VA0328B00.jpg
