distrito,municipio,Seccion,Tipo,PAN,PRI,PRD,PFCRN,PT,PVEM,PPS,PDM,NPP,Nulos,No Registrados,Total
14,TANCANHUITZ DE SANTOS,258,BASICA,75,181,12,0,0,0,0,0,0,9,0,277
14,TANCANHUITZ DE SANTOS,259,BASICA,72,173,39,0,0,0,0,0,0,21,0,305
14,TANCANHUITZ DE SANTOS,259,CONTIGUA 1,69,145,17,0,0,0,0,0,0,18,0,249
14,TANCANHUITZ DE SANTOS,260,BASICA,88,159,16,0,0,0,0,0,0,16,0,279
14,TANCANHUITZ DE SANTOS,260,CONTIGUA 1,78,179,11,0,0,0,0,0,0,8,0,276
14,TANCANHUITZ DE SANTOS,261,BASICA,52,152,9,0,0,0,0,0,0,16,0,229
14,TANCANHUITZ DE SANTOS,262,BASICA,80,143,6,0,0,0,0,0,0,8,0,237
14,TANCANHUITZ DE SANTOS,263,BASICA,90,129,7,0,0,0,0,0,0,10,0,236
14,TANCANHUITZ DE SANTOS,264,BASICA,218,150,5,0,0,0,0,0,0,15,0,388
14,TANCANHUITZ DE SANTOS,265,BASICA,64,144,24,0,0,0,0,0,0,22,0,254
14,TANCANHUITZ DE SANTOS,265,CONTIGUA 1,77,128,23,0,0,0,0,0,0,0,0,228
,,,,,,,,,,,,,,,
12,CIUDAD VALLES,266,BASICA,0,191,0,0,144,0,0,0,0,3,0,338
12,CIUDAD VALLES,266,CONTIGUA 1,0,181,0,0,156,0,0,0,0,8,0,345
12,CIUDAD VALLES,267,BASICA,0,82,0,0,128,0,0,0,0,4,0,214
12,CIUDAD VALLES,267,CONTIGUA 1,0,57,0,0,139,0,0,0,0,6,0,202
12,CIUDAD VALLES,268,BASICA,0,143,0,0,147,0,0,0,0,2,0,292
12,CIUDAD VALLES,269,BASICA,0,137,0,0,179,0,0,0,0,0,0,316
12,CIUDAD VALLES,270,BASICA,0,67,0,0,89,0,0,0,0,1,0,157
12,CIUDAD VALLES,270,CONTIGUA 1,0,107,0,0,76,0,0,0,0,3,0,186
12,CIUDAD VALLES,271,BASICA,0,96,0,0,65,0,0,0,0,2,0,163
12,CIUDAD VALLES,271,CONTIGUA 1,0,104,0,0,51,0,0,0,0,0,0,155
12,CIUDAD VALLES,272,BASICA,0,94,0,0,84,0,0,0,0,1,0,179
12,CIUDAD VALLES,273,BASICA,0,71,0,0,90,0,0,0,0,0,0,161
12,CIUDAD VALLES,273,CONTIGUA 1,0,73,0,0,90,0,0,0,0,5,0,168
12,CIUDAD VALLES,274,BASICA,0,89,0,0,111,0,0,0,0,2,0,202
12,CIUDAD VALLES,274,CONTIGUA 1,0,79,0,0,100,0,0,0,0,7,0,186
12,CIUDAD VALLES,275,BASICA,0,108,0,0,174,0,0,0,0,3,0,285
12,CIUDAD VALLES,275,CONTIGUA 1,0,137,0,0,155,0,0,0,0,1,0,293
12,CIUDAD VALLES,276,BASICA,0,171,0,0,148,0,0,0,0,2,0,321
12,CIUDAD VALLES,276,CONTIGUA 1,0,140,0,0,140,0,0,0,0,2,0,282
12,CIUDAD VALLES,277,BASICA,0,151,0,0,155,0,0,0,0,4,0,310
12,CIUDAD VALLES,277,CONTIGUA 1,0,136,0,0,144,0,0,0,0,2,0,282
12,CIUDAD VALLES,278,BASICA,0,65,0,0,88,0,0,0,0,1,0,154
12,CIUDAD VALLES,278,CONTIGUA 1,0,70,0,0,113,0,0,0,0,2,0,185
12,CIUDAD VALLES,279,BASICA,0,84,0,0,108,0,0,0,0,3,0,195
12,CIUDAD VALLES,279,CONTIGUA 1,0,101,0,0,86,0,0,0,0,1,0,188
12,CIUDAD VALLES,280,BASICA,0,94,0,0,95,0,0,0,0,4,0,193
12,CIUDAD VALLES,280,CONTIGUA 1,0,79,0,0,122,0,0,0,0,0,0,201
12,CIUDAD VALLES,281,BASICA,0,102,0,0,75,0,0,0,0,0,0,177
12,CIUDAD VALLES,281,CONTIGUA 1,0,90,0,0,82,0,0,0,0,1,0,173
12,CIUDAD VALLES,282,BASICA,0,100,0,0,107,0,0,0,0,1,0,208
12,CIUDAD VALLES,282,CONTIGUA 1,0,88,0,0,116,0,0,0,0,1,0,205
12,CIUDAD VALLES,282,CONTIGUA 2,0,100,0,0,97,0,0,0,0,1,0,198
12,CIUDAD VALLES,283,BASICA,0,82,0,0,113,0,0,0,0,2,0,197
12,CIUDAD VALLES,283,CONTIGUA 1,0,65,0,0,148,0,0,0,0,2,0,215
12,CIUDAD VALLES,283,CONTIGUA 2,0,63,0,0,118,0,0,0,0,0,0,181
12,CIUDAD VALLES,284,BASICA,0,104,0,0,129,0,0,0,0,3,0,236
12,CIUDAD VALLES,284,CONTIGUA 1,0,111,0,0,155,0,0,0,0,0,0,266
12,CIUDAD VALLES,285,BASICA,0,102,0,0,170,0,0,0,0,7,0,279
12,CIUDAD VALLES,286,BASICA,0,163,0,0,116,0,0,0,0,2,0,281
12,CIUDAD VALLES,286,CONTIGUA 1,0,141,0,0,117,0,0,0,0,2,0,260
12,CIUDAD VALLES,287,BASICA,0,147,0,0,138,0,0,0,0,2,0,287
12,CIUDAD VALLES,287,CONTIGUA 1,0,107,0,0,130,0,0,0,0,4,0,241
12,CIUDAD VALLES,288,BASICA,0,95,0,0,110,0,0,0,0,0,0,205
12,CIUDAD VALLES,288,CONTIGUA 1,0,88,0,0,106,0,0,0,0,1,0,195
12,CIUDAD VALLES,289,BASICA,0,121,0,0,137,0,0,0,0,4,0,262
12,CIUDAD VALLES,289,CONTIGUA 1,0,117,0,0,129,0,0,0,0,2,0,248
12,CIUDAD VALLES,289,CONTIGUA 2,0,112,0,0,156,0,0,0,0,3,0,271
12,CIUDAD VALLES,290,BASICA,0,138,0,0,124,0,0,0,0,18,0,280
12,CIUDAD VALLES,291,BASICA,0,73,0,0,89,0,0,0,0,3,0,165
12,CIUDAD VALLES,291,CONTIGUA 1,0,85,0,0,65,0,0,0,0,0,0,150
12,CIUDAD VALLES,292,BASICA,0,105,0,0,146,0,0,0,0,3,0,254
12,CIUDAD VALLES,292,CONTIGUA 1,0,99,0,0,135,0,0,0,0,3,0,237
12,CIUDAD VALLES,293,BASICA,0,122,0,0,121,0,0,0,0,2,0,245
12,CIUDAD VALLES,293,CONTIGUA 1,0,107,0,0,113,0,0,0,0,5,0,225
12,CIUDAD VALLES,294,BASICA,0,109,0,0,96,0,0,0,0,0,0,205
12,CIUDAD VALLES,294,CONTIGUA 1,0,108,0,0,89,0,0,0,0,0,0,197
12,CIUDAD VALLES,294,CONTIGUA 2,0,100,0,0,96,0,0,0,0,3,0,199
12,CIUDAD VALLES,295,BASICA,0,144,0,0,86,0,0,0,0,11,0,241
12,CIUDAD VALLES,295,CONTIGUA 1,0,129,0,0,107,0,0,0,0,0,0,236
12,CIUDAD VALLES,296,BASICA,0,53,0,0,112,0,0,0,0,3,0,168
12,CIUDAD VALLES,296,CONTIGUA 1,0,66,0,0,128,0,0,0,0,1,0,195
12,CIUDAD VALLES,297,BASICA,0,77,0,0,85,0,0,0,0,6,0,168
12,CIUDAD VALLES,297,CONTIGUA 1,0,65,0,0,99,0,0,0,0,0,0,164
12,CIUDAD VALLES,298,BASICA,0,85,0,0,70,0,0,0,0,1,0,156
12,CIUDAD VALLES,298,CONTIGUA 1,0,84,0,0,73,0,0,0,0,2,0,159
12,CIUDAD VALLES,299,BASICA,0,63,0,0,141,0,0,0,0,3,0,207
12,CIUDAD VALLES,299,CONTIGUA 1,0,89,0,0,111,0,0,0,0,0,0,200
12,CIUDAD VALLES,300,BASICA,0,98,0,0,158,0,0,0,0,2,0,258
12,CIUDAD VALLES,300,CONTIGUA 1,0,101,0,0,149,0,0,0,0,1,0,251
12,CIUDAD VALLES,301,BASICA,0,112,0,0,106,0,0,0,0,3,0,221
12,CIUDAD VALLES,301,CONTIGUA 1,0,106,0,0,136,0,0,0,0,4,0,246
12,CIUDAD VALLES,302,BASICA,0,123,0,0,109,0,0,0,0,1,0,233
12,CIUDAD VALLES,303,BASICA,0,90,0,0,97,0,0,0,0,0,0,187
12,CIUDAD VALLES,303,CONTIGUA 1,0,93,0,0,97,0,0,0,0,0,0,190
12,CIUDAD VALLES,304,BASICA,0,131,0,0,143,0,0,0,0,1,0,275
12,CIUDAD VALLES,304,CONTIGUA 1,0,106,0,0,153,0,0,0,0,3,0,262
12,CIUDAD VALLES,305,BASICA,0,148,0,0,175,0,0,0,0,8,0,331
12,CIUDAD VALLES,306,BASICA,0,104,0,0,79,0,0,0,0,1,0,184
12,CIUDAD VALLES,307,BASICA,0,98,0,0,121,0,0,0,0,6,0,225
12,CIUDAD VALLES,308,BASICA,0,135,0,0,126,0,0,0,0,0,0,261
12,CIUDAD VALLES,308,CONTIGUA 1,0,133,0,0,119,0,0,0,0,1,0,253
12,CIUDAD VALLES,309,BASICA,0,96,0,0,113,0,0,0,0,4,0,213
12,CIUDAD VALLES,309,CONTIGUA 1,0,88,0,0,128,0,0,0,0,1,0,217
12,CIUDAD VALLES,310,BASICA,0,101,0,0,104,0,0,0,0,3,0,208
12,CIUDAD VALLES,310,CONTIGUA 1,0,89,0,0,116,0,0,0,0,2,0,207
12,CIUDAD VALLES,311,BASICA,0,59,0,0,88,0,0,0,0,2,0,149
12,CIUDAD VALLES,311,CONTIGUA 1,0,63,0,0,92,0,0,0,0,258,0,413
12,CIUDAD VALLES,312,BASICA,0,165,0,0,117,0,0,0,0,5,0,287
12,CIUDAD VALLES,313,BASICA,0,85,0,0,99,0,0,0,0,4,0,188
12,CIUDAD VALLES,313,CONTIGUA 1,0,100,0,0,101,0,0,0,0,2,0,203
12,CIUDAD VALLES,314,BASICA,0,151,0,0,167,0,0,0,0,2,0,320
12,CIUDAD VALLES,315,BASICA,0,83,0,0,74,0,0,0,0,3,0,160
12,CIUDAD VALLES,316,BASICA,0,65,0,0,133,0,0,0,0,2,0,200
12,CIUDAD VALLES,316,CONTIGUA 1,0,66,0,0,116,0,0,0,0,3,0,185
12,CIUDAD VALLES,317,BASICA,0,94,0,0,78,0,0,0,0,4,0,176
12,CIUDAD VALLES,317,CONTIGUA 1,0,97,0,0,99,0,0,0,0,2,0,198
12,CIUDAD VALLES,318,BASICA,0,138,0,0,163,0,0,0,0,0,0,301
12,CIUDAD VALLES,319,BASICA,0,107,0,0,109,0,0,0,0,0,0,216
12,CIUDAD VALLES,319,CONTIGUA 1,0,88,0,0,128,0,0,0,0,0,0,216
12,CIUDAD VALLES,320,BASICA,0,96,0,0,59,0,0,0,0,5,0,160
12,CIUDAD VALLES,320,CONTIGUA 1,0,115,0,0,66,0,0,0,0,3,0,184
12,CIUDAD VALLES,321,BASICA,0,92,0,0,88,0,0,0,0,0,0,180
12,CIUDAD VALLES,321,CONTIGUA 1,0,84,0,0,78,0,0,0,0,3,0,165
12,CIUDAD VALLES,322,BASICA,0,60,0,0,80,0,0,0,0,1,0,141
12,CIUDAD VALLES,322,CONTIGUA 1,0,59,0,0,94,0,0,0,0,2,0,155
12,CIUDAD VALLES,323,BASICA,0,114,0,0,89,0,0,0,0,5,0,208
12,CIUDAD VALLES,324,BASICA,0,76,0,0,91,0,0,0,0,5,0,172
12,CIUDAD VALLES,324,CONTIGUA 1,0,58,0,0,122,0,0,0,0,0,0,180
12,CIUDAD VALLES,325,BASICA,0,97,0,0,95,0,0,0,0,0,0,192
12,CIUDAD VALLES,325,CONTIGUA 1,0,94,0,0,112,0,0,0,0,0,0,206
12,CIUDAD VALLES,326,BASICA,0,112,0,0,91,0,0,0,0,2,0,205
12,CIUDAD VALLES,326,CONTIGUA 1,0,96,0,0,122,0,0,0,0,1,0,219
12,CIUDAD VALLES,327,BASICA,0,140,0,0,142,0,0,0,0,2,0,284
12,CIUDAD VALLES,328,BASICA,0,94,0,0,45,0,0,0,0,0,0,139
12,CIUDAD VALLES,329,BASICA,0,60,0,0,76,0,0,0,0,1,0,137
12,CIUDAD VALLES,330,BASICA,0,39,0,0,62,0,0,0,0,1,0,102
12,CIUDAD VALLES,331,BASICA,0,98,0,0,114,0,0,0,0,4,0,216
12,CIUDAD VALLES,332,BASICA,0,166,0,0,91,0,0,0,0,3,0,260
12,CIUDAD VALLES,332,CONTIGUA 1,0,142,0,0,106,0,0,0,0,5,0,253
12,CIUDAD VALLES,333,BASICA,0,75,0,0,65,0,0,0,0,4,0,144
12,CIUDAD VALLES,333,CONTIGUA 1,0,83,0,0,88,0,0,0,0,1,0,172
12,CIUDAD VALLES,334,BASICA,0,91,0,0,16,0,0,0,0,3,0,110
12,CIUDAD VALLES,335,BASICA,0,100,0,0,236,0,0,0,0,1,0,337
12,CIUDAD VALLES,336,BASICA,0,68,0,0,91,0,0,0,0,0,0,159
12,CIUDAD VALLES,337,BASICA,0,84,0,0,63,0,0,0,0,1,0,148
12,CIUDAD VALLES,338,BASICA,0,96,0,0,93,0,0,0,0,1,0,190
12,CIUDAD VALLES,338,CONTIGUA 1,0,99,0,0,101,0,0,0,0,2,0,202
12,CIUDAD VALLES,339,BASICA,0,97,0,0,62,0,0,0,0,2,0,161
12,CIUDAD VALLES,340,BASICA,0,62,0,0,115,0,0,0,0,1,0,178
12,CIUDAD VALLES,341,BASICA,0,46,0,0,141,0,0,0,0,4,0,191
12,CIUDAD VALLES,342,BASICA,0,88,0,0,142,0,0,0,0,0,0,230
12,CIUDAD VALLES,343,BASICA,0,79,0,0,97,0,0,0,0,0,0,176
12,CIUDAD VALLES,344,BASICA,0,82,0,0,177,0,0,0,0,1,0,260
12,CIUDAD VALLES,345,BASICA,0,73,0,0,205,0,0,0,0,1,0,279
12,CIUDAD VALLES,346,BASICA,0,75,0,0,126,0,0,0,0,2,0,203
12,CIUDAD VALLES,347,BASICA,0,95,0,0,124,0,0,0,0,2,0,221
12,CIUDAD VALLES,348,BASICA,0,166,0,0,154,0,0,0,0,4,0,324
12,CIUDAD VALLES,349,BASICA,0,131,0,0,96,0,0,0,0,7,0,234
12,CIUDAD VALLES,350,BASICA,0,226,0,0,132,0,0,0,0,3,0,361
12,CIUDAD VALLES,351,BASICA,0,84,0,0,98,0,0,0,0,3,0,185
12,CIUDAD VALLES,351,CONTIGUA 1,0,73,0,0,65,0,0,0,0,1,0,139
12,CIUDAD VALLES,352,BASICA,0,150,0,0,177,0,0,0,0,2,0,329
12,CIUDAD VALLES,352,CONTIGUA 1,0,92,0,0,71,0,0,0,0,5,0,168
12,CIUDAD VALLES,354,BASICA,0,157,0,0,90,0,0,0,0,20,0,267
12,CIUDAD VALLES,354,CONTIGUA 1,0,178,0,0,109,0,0,0,0,3,0,290
12,CIUDAD VALLES,355,BASICA,0,129,0,0,175,0,0,0,0,0,0,304
12,CIUDAD VALLES,356,BASICA,0,199,0,0,215,0,0,0,0,13,0,427
12,CIUDAD VALLES,357,BASICA,0,109,0,0,135,0,0,0,0,4,0,248
12,CIUDAD VALLES,358,BASICA,0,229,0,0,170,0,0,0,0,6,0,405
12,CIUDAD VALLES,359,BASICA,0,140,0,0,235,0,0,0,0,5,0,380
12,CIUDAD VALLES,360,BASICA,0,67,0,0,368,0,0,0,0,6,0,441
12,CIUDAD VALLES,361,BASICA,0,210,0,0,140,0,0,0,0,18,0,368
12,CIUDAD VALLES,362,BASICA,0,45,0,0,120,0,0,0,0,2,0,167
12,CIUDAD VALLES,363,BASICA,0,95,0,0,44,0,0,0,0,4,0,143
12,CIUDAD VALLES,364,BASICA,0,161,0,0,95,0,0,0,0,0,0,256
12,CIUDAD VALLES,364,CONTIGUA 1,0,135,0,0,103,0,0,0,0,4,0,242
12,CIUDAD VALLES,365,BASICA,0,128,0,0,94,0,0,0,0,8,0,230
12,CIUDAD VALLES,366,BASICA,0,77,0,0,47,0,0,0,0,0,0,124
12,CIUDAD VALLES,367,BASICA,0,147,0,0,144,0,0,0,0,6,0,297
12,CIUDAD VALLES,368,BASICA,0,103,0,0,67,0,0,0,0,2,0,172
12,CIUDAD VALLES,369,BASICA,0,26,0,0,139,0,0,0,0,6,0,171
12,CIUDAD VALLES,370,BASICA,0,121,0,0,104,0,0,0,0,13,0,238
,,,,,,,,,,,,,,,
13,COXCATLAN,371,BASICA,134,162,8,0,0,0,0,0,4,12,0,320
13,COXCATLAN,371,CONTIGUA 1,140,155,13,0,0,1,1,0,3,4,0,317
13,COXCATLAN,372,BASICA,138,127,33,0,0,0,0,0,0,25,0,323
13,COXCATLAN,373,BASICA,113,176,5,0,0,0,1,1,2,14,0,312
13,COXCATLAN,374,BASICA,160,111,17,0,0,0,0,0,0,0,0,288
13,COXCATLAN,375,BASICA,127,178,20,0,0,0,0,0,0,11,0,336
13,COXCATLAN,376,BASICA,81,137,6,0,0,0,0,0,2,18,0,244
13,COXCATLAN,377,BASICA,171,168,6,0,0,0,0,0,6,18,0,369
13,COXCATLAN,378,BASICA,105,214,13,0,1,2,0,0,9,9,0,353
13,COXCATLAN,379,BASICA,41,292,14,0,0,0,0,0,0,11,0,358
13,COXCATLAN,380,BASICA,36,161,5,0,0,1,1,1,0,8,0,213
13,COXCATLAN,381,BASICA,52,168,34,0,0,1,0,5,6,14,0,280
13,COXCATLAN,381,CONTIGUA 1,45,150,28,0,0,0,0,0,7,9,0,239
13,COXCATLAN,382,BASICA,11,166,116,2,0,0,0,0,0,20,0,315
13,COXCATLAN,383,BASICA,32,134,77,0,0,0,0,0,8,31,0,282
13,COXCATLAN,383,CONTIGUA 1,15,120,69,0,0,0,0,0,0,13,0,217
,,,,,,,,,,,,,,,
4,CHARCAS,384,BASICA,167,86,0,0,0,0,0,0,0,0,0,253
4,CHARCAS,384,CONTIGUA 1,136,85,0,0,0,0,0,0,0,1,0,222
4,CHARCAS,385,BASICA,143,110,0,0,0,0,0,0,0,3,0,256
4,CHARCAS,386,BASICA,196,164,0,0,0,0,0,0,0,2,0,362
4,CHARCAS,387,BASICA,117,96,0,0,0,0,0,0,0,6,0,219
4,CHARCAS,387,CONTIGUA 1,155,88,0,0,0,0,0,0,0,0,0,243
4,CHARCAS,388,BASICA,195,185,0,0,0,0,0,0,0,5,0,385
4,CHARCAS,389,BASICA,135,250,0,0,0,0,0,0,0,2,0,387
4,CHARCAS,390,BASICA,204,146,0,0,0,0,0,0,0,4,0,354
4,CHARCAS,391,BASICA,150,80,0,0,0,0,0,0,0,0,0,230
4,CHARCAS,391,CONTIGUA 1,126,79,0,0,0,0,0,0,0,7,0,212
4,CHARCAS,392,BASICA,154,91,0,0,0,0,0,0,0,4,0,249
4,CHARCAS,392,CONTIGUA 1,147,130,0,0,0,0,0,0,0,4,0,281
4,CHARCAS,393,BASICA,57,34,0,0,0,0,0,0,0,2,0,93
4,CHARCAS,394,BASICA,58,275,0,0,0,0,0,0,0,4,0,337
4,CHARCAS,395,BASICA,37,86,0,0,0,0,0,0,0,1,0,124
4,CHARCAS,396,BASICA,105,138,0,0,0,0,0,0,0,2,0,245
4,CHARCAS,396,CONTIGUA 1,105,120,0,0,0,0,0,0,0,3,0,228
4,CHARCAS,397,BASICA,47,90,0,0,0,0,0,0,0,3,0,140
4,CHARCAS,398,BASICA,67,165,0,0,0,0,0,0,0,3,0,235
4,CHARCAS,399,BASICA,71,41,0,0,0,0,0,0,0,0,0,112
4,CHARCAS,400,BASICA,51,67,0,0,0,0,0,0,0,0,0,118
4,CHARCAS,401,BASICA,180,162,0,0,0,0,0,0,0,12,0,354
4,CHARCAS,402,BASICA,89,169,0,0,0,0,0,0,0,1,0,259
4,CHARCAS,402,CONTIGUA 1,66,189,0,0,0,0,0,0,0,15,0,270
4,CHARCAS,403,BASICA,106,270,0,0,0,0,0,0,0,0,0,376
4,CHARCAS,404,BASICA,68,74,0,0,0,0,0,0,0,5,0,147
,,,,,,,,,,,,,,,
13,EBANO,405,BASICA,1,74,175,0,0,0,104,0,0,28,0,382
13,EBANO,406,BASICA,4,71,104,0,0,0,42,0,0,8,0,229
13,EBANO,406,CONTIGUA 1,2,91,112,0,0,0,20,0,0,8,0,233
13,EBANO,407,BASICA,8,62,151,0,0,0,41,0,0,14,0,276
13,EBANO,407,CONTIGUA 1,6,56,127,0,0,0,63,0,0,12,1,265
13,EBANO,408,BASICA,3,73,137,0,0,0,35,0,0,8,0,256
13,EBANO,408,CONTIGUA 1,7,61,127,0,0,0,53,0,0,14,0,262
13,EBANO,409,BASICA,5,68,120,0,0,0,28,0,0,9,0,230
13,EBANO,409,CONTIGUA 1,5,87,118,0,0,0,31,0,0,11,0,252
13,EBANO,410,BASICA,5,113,202,0,0,0,36,0,0,9,0,365
13,EBANO,411,BASICA,6,98,164,0,0,0,26,0,0,2,0,296
13,EBANO,411,CONTIGUA 1,4,86,164,0,0,0,32,0,0,4,0,290
13,EBANO,412,BASICA,7,84,145,0,0,0,26,0,0,26,0,288
13,EBANO,412,CONTIGUA 1,10,98,161,0,0,0,25,0,0,0,0,294
13,EBANO,413,BASICA,4,112,201,0,0,0,45,0,0,5,0,367
13,EBANO,414,BASICA,5,145,279,0,0,0,33,0,0,6,0,468
13,EBANO,415,BASICA,6,121,156,0,0,0,40,0,0,0,0,323
13,EBANO,415,CONTIGUA 1,7,101,199,0,0,0,34,0,0,8,0,349
13,EBANO,416,BASICA,3,66,127,0,0,0,35,0,0,5,0,236
13,EBANO,416,CONTIGUA 1,8,61,137,0,0,0,21,0,0,4,0,231
13,EBANO,417,BASICA,6,112,200,0,0,0,34,0,0,17,0,369
13,EBANO,418,BASICA,19,92,199,0,0,0,28,0,0,16,0,354
13,EBANO,418,CONTIGUA 1,10,84,219,0,0,0,31,0,0,7,0,351
13,EBANO,419,BASICA,4,46,182,0,0,0,52,0,0,5,0,289
13,EBANO,419,CONTIGUA 1,1,70,158,0,0,0,42,0,0,2,0,273
13,EBANO,420,BASICA,8,24,71,0,0,0,9,0,0,1,0,113
13,EBANO,421,BASICA,2,84,138,0,0,0,35,0,0,12,0,271
13,EBANO,421,CONTIGUA 1,0,89,123,0,0,0,32,0,0,2,0,246
13,EBANO,422,BASICA,1,66,262,0,0,0,47,0,0,8,0,384
13,EBANO,423,BASICA,5,81,157,0,0,0,44,0,0,10,0,297
13,EBANO,423,CONTIGUA 1,4,108,165,0,0,0,28,0,0,9,0,314
13,EBANO,424,BASICA,26,77,141,0,0,0,56,0,0,14,0,314
13,EBANO,424,CONTIGUA 1,27,99,130,0,0,0,46,0,0,19,0,321
13,EBANO,425,BASICA,13,128,98,0,0,0,31,0,0,13,0,283
13,EBANO,425,CONTIGUA 1,5,120,105,0,0,0,42,0,0,9,0,281
13,EBANO,426,BASICA,4,162,133,0,0,0,72,0,0,14,0,385
13,EBANO,427,BASICA,16,135,92,0,0,0,66,0,0,11,0,320
13,EBANO,427,CONTIGUA 1,14,130,84,0,0,0,74,0,0,9,0,311
13,EBANO,428,BASICA,7,64,81,0,0,0,1,0,0,5,0,158
13,EBANO,429,BASICA,0,53,141,0,0,0,0,0,0,0,0,194
13,EBANO,430,BASICA,0,87,132,0,0,0,25,0,0,7,0,251
13,EBANO,430,CONTIGUA 1,2,93,122,0,0,0,15,0,0,2,4,238
13,EBANO,431,BASICA,4,81,132,0,0,0,9,0,0,9,0,235
13,EBANO,431,CONTIGUA 1,3,59,112,0,0,0,19,0,0,8,0,201
13,EBANO,432,BASICA,1,14,23,0,0,0,25,0,0,7,0,70
13,EBANO,433,BASICA,0,45,13,0,0,0,175,0,0,15,0,248
13,EBANO,433,CONTIGUA 1,3,52,30,0,0,0,135,0,0,12,0,232
13,EBANO,434,BASICA,11,128,23,0,0,0,118,0,0,9,0,289
13,EBANO,435,BASICA,6,66,18,0,0,0,81,0,0,2,0,173
13,EBANO,436,BASICA,5,43,9,0,0,0,76,0,0,7,0,140
,,,,,,,,,,,,,,,
2,GUADALCAZAR,437,BASICA,87,201,29,0,0,0,0,0,0,3,0,320
2,GUADALCAZAR,438,BASICA,20,47,0,0,0,0,0,0,0,2,0,69
2,GUADALCAZAR,439,BASICA,63,152,7,0,1,1,0,0,0,3,0,227
2,GUADALCAZAR,439,CONTIGUA 1,7,52,1,0,0,0,0,0,0,0,0,60
2,GUADALCAZAR,440,BASICA,64,185,10,0,1,4,0,1,0,15,0,280
2,GUADALCAZAR,441,BASICA,87,170,4,2,0,1,1,1,0,16,0,282
2,GUADALCAZAR,441,CONTIGUA 1,100,145,6,0,0,0,0,0,0,10,0,261
2,GUADALCAZAR,442,BASICA,75,52,3,0,0,0,0,0,0,6,0,136
2,GUADALCAZAR,443,BASICA,119,168,7,0,3,2,1,0,0,5,0,305
2,GUADALCAZAR,444,BASICA,55,113,2,0,0,0,0,0,0,0,0,170
2,GUADALCAZAR,445,BASICA,69,76,0,1,2,3,1,0,0,3,0,155
2,GUADALCAZAR,446,BASICA,173,100,14,0,2,0,1,1,0,9,0,300
2,GUADALCAZAR,447,BASICA,232,85,13,2,0,1,0,0,0,19,0,352
2,GUADALCAZAR,447,CONTIGUA 1,214,89,11,2,1,1,0,0,0,8,0,326
2,GUADALCAZAR,448,BASICA,167,110,27,0,0,2,0,0,0,15,0,321
2,GUADALCAZAR,449,BASICA,187,175,5,1,2,2,0,1,0,19,0,392
2,GUADALCAZAR,450,BASICA,86,105,87,0,0,0,0,0,0,0,0,278
2,GUADALCAZAR,451,BASICA,190,106,70,0,0,1,0,0,0,8,0,375
2,GUADALCAZAR,451,CONTIGUA 1,204,125,64,1,0,1,0,0,0,4,0,399
2,GUADALCAZAR,452,BASICA,77,122,3,1,1,2,0,0,0,6,0,212
2,GUADALCAZAR,453,BASICA,35,53,4,0,0,0,0,0,0,5,0,97
2,GUADALCAZAR,454,BASICA,126,248,6,2,1,0,0,0,0,10,0,393
2,GUADALCAZAR,455,BASICA,28,44,4,0,2,0,0,1,0,3,0,82
2,GUADALCAZAR,456,BASICA,21,73,1,0,2,1,0,0,0,4,0,102
2,GUADALCAZAR,457,BASICA,87,151,8,0,1,0,1,1,0,3,0,252
2,GUADALCAZAR,458,BASICA,97,184,1,0,0,0,1,0,0,10,0,293
2,GUADALCAZAR,459,BASICA,33,33,0,0,0,1,0,0,0,0,0,67
2,GUADALCAZAR,460,BASICA,44,43,2,0,0,0,0,0,0,13,0,102
2,GUADALCAZAR,461,BASICA,39,100,0,0,0,0,0,0,0,10,0,149
2,GUADALCAZAR,462,BASICA,250,59,5,0,0,0,0,0,0,19,0,333
2,GUADALCAZAR,463,BASICA,48,311,4,0,0,0,1,0,0,7,0,371
2,GUADALCAZAR,464,BASICA,50,132,30,1,0,0,0,0,0,1,0,214
2,GUADALCAZAR,465,BASICA,150,197,1,0,0,3,0,0,0,23,0,374
2,GUADALCAZAR,466,BASICA,74,165,1,0,0,0,0,0,0,27,0,267
2,GUADALCAZAR,466,CONTIGUA 1,54,209,3,1,0,0,0,0,0,0,0,267
2,GUADALCAZAR,467,BASICA,64,20,33,0,1,2,0,0,0,7,0,127
,,,,,,,,,,,,,,,
14,HUEHUETLAN,468,BASICA,32,204,2,0,0,1,0,0,0,2,0,241
14,HUEHUETLAN,469,BASICA,57,164,4,1,0,0,0,0,0,12,0,238
14,HUEHUETLAN,470,BASICA,40,286,4,0,0,0,0,0,0,28,0,358
14,HUEHUETLAN,471,BASICA,59,224,4,0,1,0,0,0,0,18,0,306
14,HUEHUETLAN,472,BASICA,260,270,15,0,0,0,0,0,0,0,0,545
14,HUEHUETLAN,473,BASICA,90,250,31,0,0,1,1,0,0,16,0,389
14,HUEHUETLAN,474,BASICA,75,186,53,1,0,0,0,0,0,29,0,344
14,HUEHUETLAN,474,CONTIGUA 1,87,192,40,0,0,1,0,0,0,13,5,338
14,HUEHUETLAN,475,BASICA,58,162,72,0,0,0,0,0,0,29,0,321
14,HUEHUETLAN,475,CONTIGUA 1,57,145,86,0,0,0,0,0,0,27,0,315
14,HUEHUETLAN,476,BASICA,246,184,29,0,1,1,0,0,0,0,3,464
