CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,6,COLIMA,16,,7,IXTLAHUACAN,192,2,8,394,4,35,88,22,39,186,94,1,17,71,4,7,5,,,975,0,25,1000,1251
5,6,COLIMA,16,,7,IXTLAHUACAN,193,2,3,122,0,6,22,5,3,45,9,1,3,18,2,2,1,,,242,0,6,248,296
5,6,COLIMA,16,,7,IXTLAHUACAN,194,1,13,160,1,6,35,4,4,38,12,1,8,9,0,0,2,,,293,0,3,296,333
5,6,COLIMA,16,,7,IXTLAHUACAN,195,1,13,126,2,7,59,20,4,42,34,0,6,23,6,2,0,,,344,0,20,364,562
5,6,COLIMA,16,,7,IXTLAHUACAN,196,1,7,77,0,10,44,7,5,50,48,0,3,27,4,2,4,,,288,0,10,298,384
5,6,COLIMA,16,,7,IXTLAHUACAN,197,1,12,67,0,14,27,1,4,25,11,0,3,23,5,0,0,,,192,0,5,197,259
5,6,COLIMA,16,,7,IXTLAHUACAN,199,2,5,190,2,3,75,3,18,120,77,0,10,65,5,3,3,,,579,0,20,599,735
5,6,COLIMA,13,,8,MANZANILLO,200,1,67,26,0,126,6,7,6,95,2,0,8,3,0,0,2,,24,372,0,9,381,606
5,6,COLIMA,13,,8,MANZANILLO,201,1,22,5,1,15,1,6,1,17,1,1,1,0,0,0,0,,3,74,0,3,77,123
5,6,COLIMA,13,,8,MANZANILLO,202,4,186,157,14,262,32,49,44,449,21,3,19,22,4,0,0,,161,1423,0,56,1479,2528
5,6,COLIMA,13,,8,MANZANILLO,203,2,78,86,2,105,13,34,6,153,3,0,11,5,2,0,0,,39,537,0,16,553,915
5,6,COLIMA,13,,8,MANZANILLO,204,2,108,81,8,137,22,19,15,289,8,1,12,8,2,0,2,,91,803,0,48,851,1493
5,6,COLIMA,13,,8,MANZANILLO,205,2,77,60,7,84,12,29,9,156,8,2,6,5,2,0,1,,37,495,1,21,517,953
5,6,COLIMA,13,,8,MANZANILLO,206,3,123,100,6,245,26,27,16,322,12,1,13,8,5,0,1,,90,995,0,40,1035,1742
5,6,COLIMA,13,,8,MANZANILLO,207,1,58,43,2,70,4,16,8,95,2,2,3,6,0,0,0,,24,333,0,10,343,510
5,6,COLIMA,13,,8,MANZANILLO,208,2,70,54,3,124,15,17,4,167,3,3,9,6,3,0,3,,54,535,0,12,547,863
5,6,COLIMA,13,,8,MANZANILLO,209,2,102,101,6,111,14,34,5,188,8,1,16,13,4,0,1,,73,677,0,28,705,1164
5,6,COLIMA,13,,8,MANZANILLO,210,2,77,64,2,134,16,19,7,196,2,2,14,9,2,0,0,,64,608,0,31,639,1220
5,6,COLIMA,13,,8,MANZANILLO,211,3,116,101,8,271,17,22,14,329,11,5,21,19,4,0,0,,113,1051,0,57,1108,1977
5,6,COLIMA,13,,8,MANZANILLO,212,1,49,30,2,74,8,15,13,96,2,0,7,4,0,0,0,,38,338,0,14,352,530
5,6,COLIMA,13,,8,MANZANILLO,213,2,88,85,4,215,10,22,16,208,13,1,20,10,4,0,1,,68,765,0,30,795,1181
5,6,COLIMA,13,,8,MANZANILLO,214,2,112,65,8,157,17,17,11,208,13,1,12,20,5,0,1,,44,691,0,25,716,1100
5,6,COLIMA,9,,8,MANZANILLO,215,3,79,107,12,245,23,26,8,316,14,1,19,14,4,0,6,,100,974,1,41,1016,1773
5,6,COLIMA,13,,8,MANZANILLO,216,4,112,126,8,233,35,42,22,356,19,3,20,13,7,2,3,,147,1148,0,47,1195,2292
5,6,COLIMA,13,,8,MANZANILLO,217,2,100,78,7,153,12,28,13,212,2,1,11,8,2,0,2,,43,672,0,26,698,1012
5,6,COLIMA,13,,8,MANZANILLO,218,1,62,40,3,80,6,14,4,103,5,0,9,6,5,0,0,,40,377,0,4,381,611
5,6,COLIMA,13,,8,MANZANILLO,219,2,89,71,3,208,12,24,12,205,5,1,15,11,5,0,2,,51,714,0,37,751,1154
5,6,COLIMA,13,,8,MANZANILLO,220,1,66,50,1,103,2,22,10,96,7,2,7,0,1,0,1,,30,398,0,11,409,552
5,6,COLIMA,13,,8,MANZANILLO,221,2,49,58,3,184,10,14,11,225,8,0,13,14,1,0,0,,140,730,0,27,757,1047
5,6,COLIMA,14,,8,MANZANILLO,222,2,87,53,3,72,7,28,8,37,4,1,9,5,0,1,1,,51,367,0,30,397,526
5,6,COLIMA,14,,8,MANZANILLO,223,2,79,109,13,118,26,10,6,103,5,1,17,7,0,0,2,,41,537,0,54,591,789
5,6,COLIMA,14,,8,MANZANILLO,224,1,24,39,6,61,14,6,3,43,1,2,10,2,0,1,0,,10,222,0,32,254,365
5,6,COLIMA,14,,8,MANZANILLO,225,2,88,71,10,123,21,32,9,128,5,1,9,11,1,0,1,,82,592,0,42,634,1059
5,6,COLIMA,14,,8,MANZANILLO,226,3,114,128,11,160,28,12,18,141,5,3,21,13,5,0,1,,57,717,0,49,766,1101
5,6,COLIMA,14,,8,MANZANILLO,227,2,85,93,11,132,22,18,21,108,3,3,10,0,2,1,2,,68,579,0,26,605,923
5,6,COLIMA,14,,8,MANZANILLO,228,5,119,221,16,292,20,53,32,287,12,2,17,7,5,1,3,,207,1294,0,72,1366,2123
5,6,COLIMA,14,,8,MANZANILLO,229,1,7,17,2,54,3,4,2,54,1,0,2,2,2,0,0,,11,161,0,3,164,230
5,6,COLIMA,14,,8,MANZANILLO,230,4,141,145,15,390,40,36,53,391,17,2,23,17,8,0,3,,202,1483,0,80,1563,2493
5,6,COLIMA,14,,8,MANZANILLO,231,2,55,64,2,75,2,8,4,31,4,3,4,1,2,0,1,,12,268,0,18,286,397
5,6,COLIMA,14,,8,MANZANILLO,232,3,78,71,5,225,18,26,17,177,7,0,15,13,1,0,0,,39,692,0,30,722,1068
5,6,COLIMA,14,,8,MANZANILLO,233,3,166,123,6,283,19,83,14,357,12,2,22,13,4,1,4,,79,1188,0,40,1228,1915
5,6,COLIMA,14,,8,MANZANILLO,234,3,197,91,15,350,27,43,18,275,10,3,13,3,2,1,4,,281,1333,0,81,1414,2148
5,6,COLIMA,11,,8,MANZANILLO,235,2,39,75,9,145,30,17,15,226,4,1,17,12,10,0,5,,87,692,0,39,731,1224
5,6,COLIMA,11,,8,MANZANILLO,236,16,498,436,45,950,221,162,72,1751,68,7,86,98,41,6,6,,798,5245,0,213,5458,9941
5,6,COLIMA,11,,8,MANZANILLO,237,3,90,140,7,193,49,32,15,318,11,1,26,19,7,1,4,,155,1068,0,66,1134,2154
5,6,COLIMA,11,,8,MANZANILLO,238,20,820,744,47,1354,272,411,161,2646,98,7,78,90,30,1,6,,1211,7976,3,220,8199,13536
5,6,COLIMA,11,,8,MANZANILLO,239,2,68,63,5,114,18,32,14,189,3,1,9,16,2,0,0,,37,571,0,21,592,943
5,6,COLIMA,11,,8,MANZANILLO,240,2,85,115,14,142,24,35,5,248,5,1,16,8,8,0,1,,102,809,0,28,837,1467
5,6,COLIMA,11,,8,MANZANILLO,241,2,47,73,2,99,9,19,13,119,3,1,8,8,6,0,0,,62,469,0,22,491,734
5,6,COLIMA,14,,8,MANZANILLO,242,1,121,47,4,53,3,16,7,67,1,1,2,1,0,0,2,,27,352,0,5,357,594
5,6,COLIMA,11,,8,MANZANILLO,243,3,115,140,6,239,29,41,32,328,8,1,14,10,8,1,1,,125,1098,0,38,1136,1867
5,6,COLIMA,12,,8,MANZANILLO,244,10,420,345,29,756,107,234,81,1488,50,5,30,58,22,0,5,,587,4217,4,97,4318,7242
5,6,COLIMA,11,,8,MANZANILLO,245,3,143,113,14,229,25,59,19,313,5,2,26,16,8,1,0,,120,1093,0,54,1147,2030
5,6,COLIMA,12,,8,MANZANILLO,246,4,224,118,10,219,22,74,27,427,14,0,14,23,18,1,3,,233,1427,0,52,1479,2344
5,6,COLIMA,12,,8,MANZANILLO,247,2,26,16,0,26,5,10,5,43,1,0,1,0,0,0,0,,18,151,0,1,152,251
5,6,COLIMA,12,,8,MANZANILLO,248,18,863,535,31,1268,171,539,180,2188,65,13,56,59,27,2,8,,910,6915,2,116,7033,11005
5,6,COLIMA,12,,8,MANZANILLO,249,1,53,53,0,68,14,42,13,113,5,2,4,3,3,0,0,,67,440,0,15,455,706
5,6,COLIMA,12,,8,MANZANILLO,250,18,795,718,31,1385,172,442,183,2536,90,13,60,89,17,2,8,,1002,7543,1,143,7687,11670
5,6,COLIMA,14,,8,MANZANILLO,251,6,279,233,20,479,58,100,47,804,18,3,28,23,10,0,5,,304,2411,0,66,2477,3803
5,6,COLIMA,14,,8,MANZANILLO,252,3,95,94,9,165,18,59,21,299,13,1,15,8,5,0,2,,169,973,0,26,999,1571
5,6,COLIMA,14,,8,MANZANILLO,253,2,122,89,7,149,22,59,11,235,14,0,8,6,4,0,6,,134,866,0,28,894,1385
5,6,COLIMA,14,,8,MANZANILLO,254,1,68,55,1,60,7,20,6,72,2,1,6,4,1,0,1,,42,346,0,9,355,564
5,6,COLIMA,14,,8,MANZANILLO,255,1,32,42,2,48,2,22,7,60,4,0,1,5,0,1,0,,30,256,0,4,260,382
5,6,COLIMA,14,,8,MANZANILLO,256,2,77,63,2,75,9,23,12,105,7,4,4,6,0,0,2,,45,434,0,18,452,787
5,6,COLIMA,14,,8,MANZANILLO,257,2,80,56,2,137,13,38,9,226,6,1,13,11,4,0,1,,84,681,0,25,706,1127
5,6,COLIMA,13,,8,MANZANILLO,258,5,223,190,18,363,36,66,15,682,18,2,28,22,1,1,6,,268,1939,1,75,2015,3377
5,6,COLIMA,13,,8,MANZANILLO,259,3,77,74,11,238,27,27,10,323,14,1,15,16,5,0,0,,119,957,0,31,988,1675
5,6,COLIMA,14,,8,MANZANILLO,260,4,131,140,20,312,56,40,22,536,22,1,15,38,13,1,2,,204,1553,0,79,1632,2687
5,6,COLIMA,9,,8,MANZANILLO,261,3,100,65,13,191,29,24,7,327,6,1,8,21,3,1,1,,170,967,0,60,1027,1719
5,6,COLIMA,13,,8,MANZANILLO,262,2,73,76,3,169,18,19,9,299,6,0,12,10,3,0,2,,137,836,0,15,851,1392
5,6,COLIMA,9,,8,MANZANILLO,263,2,62,62,8,109,14,15,8,230,9,3,7,11,3,0,1,,127,669,0,18,687,1190
5,6,COLIMA,9,,8,MANZANILLO,264,3,63,110,22,213,28,17,10,341,8,1,9,14,6,0,7,,94,943,0,50,993,1783
5,6,COLIMA,9,,8,MANZANILLO,265,1,49,36,4,77,13,8,8,92,7,0,0,3,0,0,1,,42,340,0,17,357,506
5,6,COLIMA,9,,8,MANZANILLO,266,1,43,72,4,64,17,8,3,111,4,0,7,4,0,0,1,,22,360,0,17,377,649
5,6,COLIMA,9,,8,MANZANILLO,267,3,149,230,17,217,33,19,10,219,9,2,21,11,7,1,2,,62,1009,0,67,1076,1708
5,6,COLIMA,13,,8,MANZANILLO,268,1,54,39,7,56,15,21,7,162,1,3,4,5,3,0,1,,36,414,0,9,423,626
5,6,COLIMA,13,,8,MANZANILLO,269,3,134,96,15,334,20,25,13,325,14,3,15,14,5,0,4,,82,1099,0,60,1159,1790
5,6,COLIMA,14,,9,MINATITLAN,270,2,35,422,7,23,209,78,47,232,6,3,25,19,6,2,3,,,1117,0,24,1141,1496
5,6,COLIMA,14,,9,MINATITLAN,271,3,44,516,3,32,202,93,82,243,8,2,25,29,7,4,0,,,1290,0,29,1319,1643
5,6,COLIMA,14,,9,MINATITLAN,272,2,48,317,4,37,184,62,66,183,4,0,20,29,10,0,2,,,966,0,46,1012,1253
5,6,COLIMA,14,,9,MINATITLAN,273,2,7,234,3,3,242,25,2,63,5,1,7,8,8,2,0,,,610,0,16,626,769
5,6,COLIMA,14,,9,MINATITLAN,274,2,7,134,1,6,70,4,5,86,1,0,3,0,2,0,0,,,319,0,10,329,411
5,6,COLIMA,14,,9,MINATITLAN,275,2,33,316,5,13,79,75,15,114,5,0,15,11,10,3,0,,,694,0,9,703,871
5,6,COLIMA,14,,9,MINATITLAN,276,3,13,272,5,35,162,92,8,111,8,0,19,18,8,1,1,,,753,0,25,778,898
5,6,COLIMA,10,,10,TECOMAN,277,5,351,388,27,40,49,31,20,560,11,13,20,20,6,0,6,,,1542,1,75,1618,3095
5,6,COLIMA,10,,10,TECOMAN,278,2,143,151,7,15,21,10,21,205,2,1,8,1,6,2,2,,,595,0,25,620,1125
5,6,COLIMA,10,,10,TECOMAN,279,1,79,63,2,5,11,9,12,129,5,1,1,3,3,0,2,,,325,0,8,333,550
5,6,COLIMA,10,,10,TECOMAN,280,11,849,751,52,99,118,86,55,1351,40,22,53,70,15,1,9,,,3571,1,154,3726,7431
5,6,COLIMA,10,,10,TECOMAN,281,3,154,143,7,19,19,25,14,258,7,3,5,10,2,0,2,,,668,0,23,691,1010
5,6,COLIMA,10,,10,TECOMAN,282,3,311,264,21,18,33,29,22,403,7,10,6,12,8,1,4,,,1149,0,34,1183,2168
5,6,COLIMA,10,,10,TECOMAN,283,5,526,344,22,30,51,57,42,593,13,15,15,27,4,1,1,,,1741,2,49,1792,3247
5,6,COLIMA,10,,10,TECOMAN,284,2,89,97,11,9,15,20,11,174,4,2,5,5,2,0,0,,,444,0,22,466,797
5,6,COLIMA,10,,10,TECOMAN,285,1,102,102,3,8,11,16,11,112,1,1,7,3,0,0,0,,,377,1,11,389,700
5,6,COLIMA,16,,10,TECOMAN,286,3,280,168,14,21,20,39,18,389,4,2,3,9,1,0,1,,,969,0,21,990,1753
5,6,COLIMA,10,,10,TECOMAN,287,1,72,84,5,3,8,6,6,120,0,4,3,0,1,0,0,,,312,0,11,323,537
5,6,COLIMA,10,,10,TECOMAN,288,1,90,96,2,7,8,7,12,97,1,1,8,3,0,0,1,,,333,0,13,346,538
5,6,COLIMA,16,,10,TECOMAN,289,2,143,99,5,9,29,12,11,223,7,7,13,8,3,0,1,,,570,0,27,597,989
5,6,COLIMA,16,,10,TECOMAN,290,5,585,381,15,39,41,47,45,783,13,5,12,20,7,1,5,,,1999,1,49,2049,3350
5,6,COLIMA,10,,10,TECOMAN,291,6,424,482,39,31,68,40,34,741,22,9,23,41,10,0,10,,,1974,2,103,2079,4006
5,6,COLIMA,10,,10,TECOMAN,292,2,156,152,5,8,12,18,12,176,4,5,7,5,6,0,4,,,570,2,25,597,1066
5,6,COLIMA,10,,10,TECOMAN,293,1,106,86,6,6,11,17,7,156,3,3,3,4,3,1,0,,,412,0,23,435,741
5,6,COLIMA,10,,10,TECOMAN,294,1,97,65,3,4,8,14,8,90,1,5,5,4,1,0,0,,,305,0,5,310,478
5,6,COLIMA,16,,10,TECOMAN,295,1,118,102,7,15,13,17,11,143,4,4,1,1,2,0,1,,,439,0,21,460,732
5,6,COLIMA,16,,10,TECOMAN,296,2,91,140,7,6,17,8,4,139,4,4,4,7,2,0,1,,,434,1,20,455,761
5,6,COLIMA,16,,10,TECOMAN,297,3,288,200,11,13,31,34,17,338,7,4,9,14,3,0,3,,,972,0,32,1004,1756
5,6,COLIMA,15,,10,TECOMAN,298,2,184,193,10,8,19,16,15,266,2,0,7,9,6,0,1,,,736,0,27,763,1337
5,6,COLIMA,10,,10,TECOMAN,299,2,142,117,7,9,17,23,5,227,2,2,6,14,3,0,1,,,575,0,17,592,1031
5,6,COLIMA,10,,10,TECOMAN,300,1,122,101,5,9,9,31,10,139,2,1,4,7,4,1,0,,,445,0,9,454,696
5,6,COLIMA,16,,10,TECOMAN,301,2,146,126,4,13,12,11,9,169,3,5,8,6,4,0,1,,,517,1,23,541,843
5,6,COLIMA,15,,10,TECOMAN,302,3,226,311,13,26,19,23,15,231,6,0,12,9,2,1,0,,,894,1,24,919,1562
5,6,COLIMA,15,,10,TECOMAN,303,2,114,105,15,13,20,17,10,200,9,2,1,8,5,0,0,,,519,1,19,539,896
5,6,COLIMA,15,,10,TECOMAN,304,2,156,154,10,14,19,7,4,208,4,4,6,8,0,0,1,,,595,0,31,626,1017
5,6,COLIMA,15,,10,TECOMAN,305,2,183,173,4,23,18,11,17,244,5,3,9,10,1,0,0,,,701,0,27,728,1203
5,6,COLIMA,15,,10,TECOMAN,306,1,92,106,3,5,9,18,2,123,5,1,3,4,3,0,2,,,376,0,19,395,654
5,6,COLIMA,15,,10,TECOMAN,307,2,103,109,2,6,16,7,25,166,2,1,4,9,4,0,3,,,457,1,12,470,833
5,6,COLIMA,15,,10,TECOMAN,308,2,138,188,11,20,27,17,13,182,6,4,9,12,3,2,2,,,634,0,34,668,1178
5,6,COLIMA,15,,10,TECOMAN,309,1,121,122,4,4,8,10,9,143,3,1,3,7,3,0,0,,,438,0,16,454,715
5,6,COLIMA,15,,10,TECOMAN,310,2,198,124,3,21,17,10,23,186,6,5,4,6,1,0,4,,,608,0,16,624,1053
5,6,COLIMA,15,,10,TECOMAN,311,3,309,293,16,33,34,30,24,337,6,2,15,3,3,1,2,,,1108,2,44,1154,2048
5,6,COLIMA,15,,10,TECOMAN,312,5,412,442,36,78,57,49,37,549,7,4,21,18,7,2,3,,,1722,0,85,1807,3372
5,6,COLIMA,15,,10,TECOMAN,313,2,197,104,6,4,8,12,15,140,1,6,7,7,2,0,1,,,510,0,14,524,912
5,6,COLIMA,15,,10,TECOMAN,314,2,282,132,5,5,16,18,34,207,6,6,5,5,3,0,0,,,724,0,24,748,1257
5,6,COLIMA,15,,10,TECOMAN,315,4,514,282,8,15,49,42,58,511,5,10,11,15,9,0,1,,,1530,1,33,1564,2538
5,6,COLIMA,15,,10,TECOMAN,316,5,622,315,27,20,54,34,33,446,4,15,9,24,13,1,5,,,1622,1,80,1703,3469
5,6,COLIMA,16,,10,TECOMAN,317,2,93,148,10,25,11,8,4,166,5,2,5,12,2,0,2,,,493,0,33,526,896
5,6,COLIMA,16,,10,TECOMAN,318,2,66,178,13,12,23,16,6,202,6,0,6,21,2,0,2,,,553,0,21,574,1022
5,6,COLIMA,16,,10,TECOMAN,319,2,96,210,10,8,23,5,5,196,6,5,13,14,8,0,3,,,602,0,25,627,1061
5,6,COLIMA,16,,10,TECOMAN,320,2,162,91,14,17,7,3,7,185,3,0,4,1,1,0,2,,,497,0,18,515,869
5,6,COLIMA,16,,10,TECOMAN,321,3,123,164,22,17,17,36,15,264,112,6,2,23,3,2,6,,,812,0,36,848,1501
5,6,COLIMA,15,,10,TECOMAN,322,1,70,73,14,6,9,6,6,92,3,0,0,4,2,0,4,,,289,0,15,304,511
5,6,COLIMA,15,,10,TECOMAN,323,2,53,94,8,6,17,13,6,183,4,2,5,10,2,1,2,,,406,0,25,431,844
5,6,COLIMA,15,,10,TECOMAN,324,2,160,171,20,11,30,23,10,200,5,2,10,8,2,1,1,,,654,1,25,680,1299
5,6,COLIMA,16,,10,TECOMAN,325,1,93,53,2,9,9,5,8,138,3,1,5,5,0,0,0,,,331,0,7,338,622
5,6,COLIMA,16,,10,TECOMAN,326,2,88,88,12,52,10,10,7,160,1,0,6,4,0,0,3,,,441,0,12,453,810
5,6,COLIMA,16,,10,TECOMAN,327,1,44,46,6,11,10,16,5,57,1,0,2,1,0,3,0,,,202,0,9,211,344
5,6,COLIMA,15,,10,TECOMAN,328,2,134,56,5,2,14,9,4,228,9,0,2,11,4,1,3,,,482,0,25,507,768
5,6,COLIMA,16,,10,TECOMAN,329,3,186,182,17,55,45,19,16,416,9,5,12,15,5,1,2,,,985,0,57,1042,2048
5,6,COLIMA,16,,10,TECOMAN,330,1,44,16,1,2,2,4,0,33,1,0,3,0,0,0,0,,,106,0,5,111,164
5,6,COLIMA,16,,10,TECOMAN,331,1,22,41,1,5,5,4,4,42,1,0,0,1,0,0,0,,,126,0,8,134,213
5,6,COLIMA,16,,10,TECOMAN,332,1,39,50,3,11,6,2,7,38,3,1,0,2,2,0,0,,,164,0,7,171,314
5,6,COLIMA,16,,10,TECOMAN,333,1,35,43,5,27,1,4,2,33,0,2,5,2,0,0,0,,,159,0,13,172,277
5,6,COLIMA,16,,10,TECOMAN,334,3,268,139,27,61,40,23,22,368,13,16,13,24,6,0,2,,,1022,0,68,1090,2214
5,6,COLIMA,16,,10,TECOMAN,335,3,182,131,24,52,37,13,8,299,5,5,13,16,2,0,1,,,788,0,47,835,1772
5,6,COLIMA,16,,10,TECOMAN,336,3,158,150,16,49,29,16,15,261,5,5,7,8,10,3,5,,,737,0,40,777,1545
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,337,2,77,162,6,16,14,155,26,198,9,2,1,10,3,0,1,,,680,1,16,697,1278
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,338,2,88,138,10,7,20,194,33,242,6,1,7,7,6,0,1,,,760,0,10,770,1421
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,339,1,34,58,1,4,8,55,5,58,0,0,1,3,1,0,1,,,229,1,5,235,398
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,340,1,30,57,2,3,4,82,10,95,3,1,1,3,1,0,0,,,292,0,2,294,459
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,341,1,25,48,2,5,6,47,14,59,1,0,0,2,0,1,0,,,210,1,2,213,324
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,342,1,33,45,4,4,3,79,10,94,5,1,1,2,0,0,0,,,281,0,3,284,410
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,343,1,70,144,3,8,12,141,22,104,5,0,1,0,1,1,0,,,512,1,7,520,743
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,344,2,50,134,1,10,7,200,20,124,6,0,2,3,1,0,0,,,558,1,14,573,851
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,345,1,38,128,2,4,17,124,6,109,7,0,2,0,4,0,0,,,441,0,19,460,703
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,346,1,32,91,0,8,9,100,8,58,5,0,2,2,1,0,1,,,317,0,11,328,463
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,347,1,54,93,0,9,11,181,13,120,4,2,0,1,0,0,0,,,488,0,5,493,694
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,348,2,47,115,2,11,12,162,22,135,2,2,4,1,2,0,0,,,517,0,6,523,771
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,349,2,64,126,8,6,8,204,26,163,5,0,3,3,1,1,1,,,619,0,11,630,875
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,350,2,59,122,3,11,11,155,18,118,5,0,4,2,3,0,1,,,512,1,8,521,756
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,351,1,36,58,1,10,7,102,15,88,4,0,4,1,2,0,0,,,328,0,5,333,459
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,352,1,34,74,1,5,11,92,10,97,2,0,1,4,1,0,0,,,332,1,4,337,509
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,353,1,14,63,1,4,7,79,10,95,4,0,0,3,0,0,0,,,280,0,8,288,429
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,354,1,47,114,2,7,11,143,15,136,4,3,2,2,4,0,0,,,490,0,13,503,704
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,355,2,70,150,4,10,18,154,17,160,4,1,4,2,2,1,0,,,597,0,17,614,893
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,356,2,34,151,2,12,16,135,18,104,4,3,4,7,1,0,1,,,492,1,8,501,770
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,357,1,41,113,1,11,21,120,12,136,5,1,2,2,0,0,0,,,465,0,6,471,704
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,358,1,50,106,0,12,11,145,15,105,4,1,7,4,1,0,0,,,461,1,12,474,678
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,359,1,39,136,4,6,9,101,19,123,2,0,3,5,1,0,0,,,448,0,7,455,698
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,360,1,59,100,4,12,3,94,19,100,3,0,3,1,0,0,1,,,399,1,8,408,601
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,361,2,46,127,5,12,7,140,23,162,8,2,1,4,1,0,2,,,540,1,7,548,805
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,362,2,50,152,4,12,17,131,11,134,7,0,5,7,1,0,0,,,531,1,9,541,1028
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,363,2,60,171,4,14,18,162,19,175,7,1,2,13,1,1,2,,,650,0,12,662,1099
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,364,1,31,98,1,8,18,86,12,115,8,0,2,5,1,0,1,,,386,0,3,389,628
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,365,1,25,79,1,7,6,64,2,86,2,1,0,4,0,0,0,,,277,0,4,281,446
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,366,1,34,79,4,4,14,62,8,84,6,1,1,1,0,0,0,,,298,0,6,304,500
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,367,1,25,70,5,4,8,57,11,77,6,0,1,0,0,0,0,,,264,0,5,269,494
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,368,1,50,81,1,6,10,76,10,92,4,0,3,2,3,0,0,,,338,0,4,342,512
5,6,COLIMA,5,,5,VILLA DE ALVAREZ,369,2,53,180,6,11,18,146,17,159,3,3,6,6,0,0,0,,,608,0,16,624,963
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,370,2,43,290,5,12,14,179,24,165,8,1,7,3,0,0,0,,,751,0,7,758,1181
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,371,1,54,128,4,9,11,121,18,121,4,1,3,2,0,0,1,,,477,0,10,487,682
5,6,COLIMA,8,,5,VILLA DE ALVAREZ,372,1,26,46,1,5,8,84,20,88,3,0,2,2,0,0,1,,,286,0,6,292,419
