CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,6,COLIMA,2,,1,COLIMA,63,C,1,0,C01,57,64,3,6,9,80,24,85,1,1,4,5,0,0,0,,,339,1,14,354,568,Acta Levantada en el Consejo,,,
5,6,COLIMA,2,,1,COLIMA,64,B,1,0,B,87,51,5,12,13,117,24,70,2,0,3,6,2,0,1,,,393,1,15,409,620,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,64,C,1,0,C01,69,54,6,17,11,104,25,84,6,2,2,3,2,0,0,,,385,0,14,399,619,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,65,B,1,0,B,56,44,3,9,15,64,23,81,2,5,1,1,0,0,0,,,304,2,15,321,596,Acta Levantada en el Consejo,,,
5,6,COLIMA,2,,1,COLIMA,65,C,1,0,C01,60,49,4,14,9,81,14,70,2,0,3,1,1,0,0,,,308,0,16,324,596,Acta Levantada en el Consejo,,,
5,6,COLIMA,2,,1,COLIMA,65,E,1,0,E01,63,38,3,3,5,92,20,50,3,2,1,2,3,0,0,,,285,0,4,289,434,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,65,E,1,1,E01C01,80,30,1,9,1,62,36,49,3,2,2,2,0,0,1,,,278,1,3,282,433,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,66,B,1,0,B,68,80,1,10,6,98,45,59,0,3,0,1,0,0,1,,,372,0,8,380,569,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,66,C,1,0,C01,75,71,1,10,4,86,50,52,0,0,2,1,1,1,1,,,355,0,2,357,568,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,67,B,1,0,B,52,50,4,8,6,73,82,48,0,2,3,2,0,0,0,,,330,2,8,340,492,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,67,C,1,0,C01,58,52,0,5,5,78,65,45,1,2,4,1,0,0,0,,,316,0,10,326,492,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,68,B,1,0,B,84,87,7,7,11,107,70,65,1,1,3,0,4,0,0,,,447,0,14,461,720,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,68,C,1,0,C01,115,63,2,3,6,113,79,79,4,0,8,3,2,0,0,,,477,0,15,492,720,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,69,B,1,0,B,109,40,2,11,11,98,26,91,5,1,4,3,1,0,0,,,402,0,13,415,733,Acta Levantada en el Consejo,,,
5,6,COLIMA,1,,1,COLIMA,69,C,1,0,C01,90,59,4,5,16,127,20,82,4,2,1,3,1,0,2,,,416,1,11,428,733,Acta Levantada en el Consejo,,,
5,6,COLIMA,1,,1,COLIMA,69,C,2,0,C02,99,44,4,8,7,104,32,129,1,2,0,3,0,0,0,,,433,0,10,443,732,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,69,C,3,0,C03,101,58,2,10,12,95,22,90,3,5,3,4,2,0,0,,,407,0,15,422,732,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,69,C,4,0,C04,101,45,2,15,18,109,25,79,3,3,2,4,1,0,0,,,407,0,5,412,732,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,70,B,1,0,B,97,59,7,4,5,111,33,47,3,2,3,1,1,0,0,,,373,0,9,382,566,Acta Levantada en el Consejo,,,
5,6,COLIMA,1,,1,COLIMA,70,C,1,0,C01,104,81,2,6,1,128,34,38,0,3,2,1,1,0,0,,,401,0,13,414,566,Acta de Casilla,,,
5,6,COLIMA,1,,1,COLIMA,71,B,1,0,B,50,45,3,4,5,44,19,45,0,4,0,0,2,0,0,,,221,0,9,230,462,Acta Levantada en el Consejo,,,
5,6,COLIMA,1,,1,COLIMA,71,C,1,0,C01,54,37,5,10,4,52,20,51,3,1,4,1,0,0,1,,,243,0,10,253,461,Acta Levantada en el Consejo,,,
5,6,COLIMA,1,,1,COLIMA,72,B,1,0,B,50,45,3,4,5,44,19,45,0,4,0,0,2,0,0,,,221,0,9,230,391,Acta Levantada en el Consejo,,,
5,6,COLIMA,1,,1,COLIMA,72,C,1,0,C01,61,30,5,4,7,40,16,43,3,1,0,0,0,1,0,,,211,0,11,222,391,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,73,B,1,0,B,71,48,6,8,6,74,27,66,2,4,1,1,2,0,0,,,316,1,12,329,584,Acta Levantada en el Consejo,,,
5,6,COLIMA,2,,1,COLIMA,73,C,1,0,C01,65,53,2,7,21,84,32,69,5,2,0,0,0,0,0,,,340,0,13,353,584,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,73,E,1,0,E01,74,57,3,10,6,103,23,84,1,1,3,5,1,0,1,,,372,0,4,376,606,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,73,E,1,1,E01C01,76,58,4,12,11,85,21,80,2,1,2,3,0,0,1,,,356,0,15,371,606,Acta Levantada en el Consejo,,,
5,6,COLIMA,2,,1,COLIMA,73,E,1,2,E01C02,70,56,6,12,7,90,20,87,5,1,6,4,1,0,1,,,366,0,9,375,606,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,73,E,1,3,E01C03,81,65,7,12,5,86,34,78,4,2,1,0,1,0,0,,,376,4,7,387,606,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,74,B,1,0,B,75,42,5,11,8,95,24,78,1,0,2,0,0,0,0,,,341,0,16,357,608,Acta de Casilla,,,
5,6,COLIMA,2,,1,COLIMA,74,C,1,0,C01,76,47,4,16,8,77,22,93,4,2,3,1,1,0,1,,,355,0,14,369,607,Acta Levantada en el Consejo,,,
5,6,COLIMA,2,,1,COLIMA,74,C,2,0,C02,70,39,6,10,8,89,19,89,1,3,5,0,1,0,0,,,340,0,19,359,607,Acta Levantada en el Consejo,,,
5,6,COLIMA,3,,1,COLIMA,75,B,1,0,B,78,55,3,9,10,96,49,93,3,1,2,2,2,0,0,,,403,2,11,416,729,Acta Levantada en el Consejo,,,
5,6,COLIMA,3,,1,COLIMA,75,C,1,0,C01,99,52,7,8,7,85,50,96,2,0,1,4,4,0,0,,,415,0,11,426,729,Acta Levantada en el Consejo,,,
5,6,COLIMA,3,,1,COLIMA,76,B,1,0,B,77,57,5,6,5,69,42,81,2,0,1,0,2,0,0,,,347,0,17,364,591,Acta Levantada en el Consejo,,,
5,6,COLIMA,3,,1,COLIMA,76,C,1,0,C01,69,47,1,10,8,64,36,71,6,1,2,3,1,0,0,,,319,0,8,327,591,Acta Levantada en el Consejo,,,
5,6,COLIMA,3,,1,COLIMA,76,C,2,0,C02,70,55,11,4,7,69,24,84,1,2,0,0,0,0,0,,,327,0,15,342,591,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,1,COLIMA,77,B,1,0,B,160,115,6,6,7,101,24,77,2,0,1,2,0,0,1,,,502,0,7,509,747,Acta de Casilla,,,
5,6,COLIMA,6,,1,COLIMA,77,C,1,0,C01,134,125,4,4,5,105,19,89,8,2,1,1,1,0,0,,,498,0,8,506,746,Acta de Casilla,,,
5,6,COLIMA,6,,1,COLIMA,78,B,1,0,B,47,35,1,0,5,32,8,14,2,0,1,1,0,0,1,,,147,0,2,149,183,Acta de Casilla,,,
5,6,COLIMA,6,,1,COLIMA,79,B,1,0,B,95,67,1,4,8,108,15,61,6,0,0,1,2,0,0,,,368,0,16,384,571,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,1,COLIMA,79,C,1,0,C01,82,97,2,9,5,115,26,53,2,0,3,1,1,0,0,,,396,0,6,402,571,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,1,COLIMA,79,C,2,0,C02,99,90,1,4,3,98,26,69,1,0,2,2,2,1,0,,,398,0,19,417,570,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,1,COLIMA,80,B,1,0,B,94,95,3,4,11,122,27,76,2,1,1,3,3,0,0,,,442,0,10,452,723,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,81,B,1,0,B,72,113,0,8,14,96,32,101,5,0,4,2,1,0,0,,,448,1,11,460,733,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,81,C,1,0,C01,68,103,5,7,11,88,27,85,1,2,4,1,2,0,0,,,404,1,10,415,733,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,81,C,2,0,C02,103,107,3,9,13,91,23,107,3,0,2,0,0,0,0,,,461,0,10,471,733,Acta Levantada en el Consejo,,,
5,6,COLIMA,3,,1,COLIMA,82,B,1,0,B,67,71,4,7,14,103,31,90,7,0,6,1,3,0,1,,,405,0,16,421,746,Acta Levantada en el Consejo,,,
5,6,COLIMA,3,,1,COLIMA,82,C,1,0,C01,58,89,5,4,21,115,27,73,2,0,1,7,3,0,0,,,405,1,15,421,746,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,82,C,2,0,C02,82,71,6,5,22,116,21,65,2,2,1,4,5,0,1,,,403,0,27,430,746,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,82,E,1,0,E01,64,59,4,9,6,46,9,34,0,1,1,0,0,1,0,,,234,1,14,249,364,Acta Levantada en el Consejo,,,
5,6,COLIMA,3,,1,COLIMA,83,B,1,0,B,25,25,3,0,4,23,12,36,2,0,1,1,0,0,0,,,132,0,6,138,296,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,83,E,1,0,E01,21,40,1,3,5,20,22,20,2,0,0,0,1,0,1,,,136,0,3,139,197,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,83,E,2,0,E02,16,30,1,3,2,12,11,17,0,0,0,0,1,0,0,,,93,0,2,95,123,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,84,B,1,0,B,82,191,3,6,4,46,20,27,1,0,3,2,0,0,0,,,385,0,30,415,582,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,84,C,1,0,C01,63,178,2,6,3,39,24,36,3,0,5,0,0,0,0,,,359,0,19,378,582,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,84,E,1,0,E01,25,53,2,3,8,30,11,22,1,0,0,1,1,0,0,,,157,0,7,164,226,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,85,B,1,0,B,31,72,1,6,8,36,4,35,2,0,3,0,1,0,0,,,199,0,14,213,342,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,85,E,1,0,E01,30,63,3,2,2,26,15,7,0,3,1,0,0,0,0,,,152,0,7,159,223,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,85,E,2,0,E02,11,57,0,1,0,8,2,6,0,0,1,1,0,0,0,,,87,0,3,90,123,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,85,E,3,0,E03,30,46,6,6,6,9,27,26,0,0,5,2,0,0,0,,,163,0,13,176,271,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,85,E,4,0,E04,12,19,0,1,1,12,2,19,1,0,0,0,0,0,0,,,67,0,7,74,117,Acta Levantada en el Consejo,,,
5,6,COLIMA,3,,1,COLIMA,86,B,1,0,B,52,102,3,8,14,38,26,64,12,0,2,4,2,0,4,,,331,0,18,349,565,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,87,B,1,0,B,57,59,2,1,2,19,10,37,0,2,0,0,1,0,0,,,190,0,3,193,281,Acta Levantada en el Consejo,,,
5,6,COLIMA,3,,1,COLIMA,87,E,1,0,E01,22,31,3,1,3,15,10,29,3,0,1,1,1,0,0,,,120,0,8,128,191,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,87,E,2,0,E02,62,88,4,3,11,30,24,39,2,1,3,3,3,0,1,,,274,0,15,289,463,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,88,B,1,0,B,46,71,3,1,7,25,39,32,3,0,4,1,0,0,1,,,233,0,12,245,475,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,88,C,1,0,C01,49,58,2,2,3,21,50,32,0,1,3,1,1,0,0,,,223,0,10,233,475,Acta Levantada en el Consejo,,,
5,6,COLIMA,3,,1,COLIMA,89,B,1,0,B,25,45,0,4,8,18,36,36,0,0,0,0,0,0,1,,,173,1,10,184,387,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,89,C,1,0,C01,37,54,2,5,2,15,27,27,2,1,1,0,1,0,0,,,174,0,5,179,387,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,90,B,1,0,B,24,89,2,0,13,22,10,28,3,0,1,3,0,0,0,,,195,0,6,201,339,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,90,E,1,0,E01,32,45,4,2,2,11,5,12,0,1,4,0,0,0,0,,,118,0,8,126,195,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,91,B,1,0,B,68,83,4,3,1,28,6,29,2,2,1,2,0,0,1,,,230,0,2,232,367,Acta de Casilla,,,
5,6,COLIMA,3,,1,COLIMA,91,E,1,0,E01,6,79,0,1,1,4,1,28,7,0,4,0,0,0,1,,,132,0,5,137,175,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,92,B,1,0,B,203,120,2,1,8,30,14,62,6,2,3,2,2,0,0,43,,498,0,14,512,747,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,92,C,1,0,C01,218,108,2,0,7,41,7,53,5,5,1,2,1,0,2,41,,493,0,13,506,746,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,92,C,2,0,C02,218,139,1,1,5,45,2,51,4,2,3,1,0,0,0,52,,524,0,14,538,746,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,93,B,1,0,B,162,102,0,1,5,33,3,36,2,1,0,3,0,0,0,21,,369,0,12,381,564,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,93,C,1,0,C01,168,101,4,3,9,26,3,38,3,5,2,6,1,0,0,30,,399,0,8,407,563,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,93,E,1,0,E01,53,85,0,3,3,20,0,31,0,2,1,0,0,0,0,43,,241,0,7,248,308,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,94,B,1,0,B,201,132,2,2,9,37,12,47,3,1,0,2,0,0,0,62,,510,0,18,528,728,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,94,C,1,0,C01,165,156,3,2,6,37,11,57,4,0,2,1,0,0,0,50,,494,0,9,503,728,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,95,B,1,0,B,150,97,2,1,4,19,2,53,0,0,3,2,3,1,0,30,,367,1,12,380,591,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,95,C,1,0,C01,153,113,2,0,4,31,3,42,2,1,3,2,0,0,1,38,,395,0,12,407,591,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,95,C,2,0,C02,166,101,0,0,9,28,5,51,4,2,1,0,0,0,0,37,,404,0,11,415,590,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,96,B,1,0,B,93,118,4,1,2,24,12,55,3,0,2,1,0,0,0,42,,357,0,15,372,519,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,96,C,1,0,C01,105,109,1,1,3,27,6,51,3,0,0,5,1,0,1,43,,356,0,8,364,518,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,96,E,1,0,E01,86,74,1,2,2,5,4,24,1,1,3,0,0,0,0,30,,233,0,9,242,282,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,97,B,1,0,B,72,59,2,1,2,10,4,19,2,4,1,3,1,0,0,3,,183,0,6,189,256,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,98,B,1,0,B,12,28,1,0,2,4,0,11,0,1,3,0,0,0,0,10,,72,0,6,78,104,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,99,B,1,0,B,44,83,1,2,5,10,2,19,1,0,0,5,0,0,1,7,,180,0,10,190,256,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,99,E,1,0,E01,23,78,2,0,3,17,4,87,2,1,6,10,1,0,0,10,,244,0,10,254,343,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,100,B,1,0,B,161,147,8,2,17,50,1,55,6,5,3,4,1,0,1,25,,486,0,16,502,709,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,100,C,1,0,C01,218,97,5,0,21,28,7,63,3,0,2,4,0,0,0,25,,473,0,10,483,709,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,100,E,1,0,E01,49,45,2,0,2,5,0,23,0,0,2,0,0,0,0,2,,130,0,4,134,159,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,101,B,1,0,B,178,260,1,2,10,5,4,49,3,4,6,5,1,0,1,18,,547,0,26,573,737,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,101,C,1,0,C01,175,232,5,1,7,6,9,59,2,5,6,6,0,1,1,24,,539,0,22,561,736,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,101,E,1,0,E01,16,15,0,1,1,4,3,8,2,0,0,0,0,0,0,6,,56,0,1,57,77,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,101,E,2,0,E02,20,3,0,0,1,2,0,0,0,0,0,0,0,0,0,2,,28,0,4,32,62,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,102,B,1,0,B,169,101,6,1,16,22,9,41,7,2,2,4,3,0,0,18,,401,0,10,411,622,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,103,B,1,0,B,104,174,3,3,19,52,4,56,3,0,2,3,3,0,1,64,,491,0,14,505,748,Acta de Casilla,,,
5,6,COLIMA,4,,2,COMALA,103,C,1,0,C01,134,127,4,3,13,59,2,89,9,5,0,3,2,0,0,64,,514,0,14,528,747,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,103,E,1,0,E01,42,50,2,4,24,16,6,39,6,1,3,11,0,1,2,6,,213,0,9,222,277,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,104,B,1,0,B,84,80,2,1,18,83,15,63,2,2,3,4,2,0,0,45,,404,0,15,419,612,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,104,C,1,0,C01,99,83,2,3,8,75,10,57,3,4,3,1,0,0,1,62,,411,0,20,431,611,Acta Levantada en el Consejo,,,
5,6,COLIMA,4,,2,COMALA,104,C,2,0,C02,92,92,5,3,6,63,10,59,9,2,1,1,0,0,1,72,,416,0,12,428,611,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,105,B,1,0,B,84,139,5,2,18,20,21,89,4,3,3,7,3,0,0,,,398,0,15,413,641,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,105,C,1,0,C01,86,141,2,2,20,35,21,89,4,2,4,5,3,0,0,,,414,0,12,426,641,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,105,C,2,0,C02,82,154,1,0,10,22,39,87,7,2,1,5,1,0,2,,,413,0,6,419,641,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,105,E,1,0,E01,53,117,1,2,24,10,32,51,5,1,3,2,1,0,1,,,303,0,10,313,485,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,106,B,1,0,B,121,110,2,8,20,16,25,83,7,2,4,3,2,0,2,,,405,0,10,415,589,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,106,C,1,0,C01,111,104,1,8,15,21,31,89,7,2,0,3,2,0,0,,,394,0,9,403,589,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,106,C,2,0,C02,100,123,2,8,22,8,31,67,5,2,8,5,3,0,2,,,386,0,9,395,588,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,107,B,1,0,B,66,123,1,4,23,20,20,65,2,1,1,4,1,0,0,,,331,0,9,340,533,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,107,C,1,0,C01,65,100,1,1,27,22,15,80,7,2,2,6,0,0,0,,,328,0,12,340,533,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,107,C,2,0,C02,81,118,4,0,19,17,29,60,2,1,4,7,0,0,1,,,343,1,14,358,533,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,108,B,1,0,B,110,134,3,8,16,26,39,62,3,7,5,8,3,0,0,,,424,0,9,433,660,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,108,C,1,0,C01,114,124,3,2,22,21,48,64,8,1,6,6,2,0,1,,,422,0,13,435,659,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,109,B,1,0,B,46,141,0,0,14,18,24,63,1,5,6,1,3,0,2,,,324,0,6,330,440,Acta del Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,109,C,1,0,C01,56,110,2,2,16,19,21,60,2,3,4,7,0,0,0,,,302,0,12,314,439,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,110,B,1,0,B,40,107,1,3,25,31,27,73,8,5,2,3,0,0,3,,,328,0,12,340,516,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,110,C,1,0,C01,56,100,2,1,28,30,24,72,7,1,5,5,0,0,0,,,331,0,13,344,515,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,111,B,1,0,B,62,120,3,2,23,12,21,83,6,3,4,9,1,0,0,,,349,0,15,364,574,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,111,C,1,0,C01,66,123,3,2,23,19,31,79,2,2,4,6,2,0,3,,,365,0,16,381,574,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,111,C,2,0,C02,64,140,3,5,32,18,34,77,6,0,4,5,3,0,2,,,393,0,8,401,573,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,111,C,3,0,C03,69,145,1,1,21,18,26,77,4,1,0,6,2,0,0,,,371,0,9,380,573,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,112,B,1,0,B,10,44,2,1,5,1,12,12,1,0,0,2,0,0,0,,,90,0,4,94,126,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,112,E,1,0,E01,12,38,0,0,9,8,48,22,1,0,1,3,2,1,0,,,145,0,6,151,215,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,113,B,1,0,B,30,125,4,3,19,10,25,43,4,0,0,0,1,0,0,,,264,0,10,274,385,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,114,B,1,0,B,36,60,2,0,14,5,8,21,2,1,2,3,0,0,0,,,154,0,2,156,220,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,115,B,1,0,B,16,89,5,1,18,12,10,32,2,0,2,3,0,0,1,,,191,0,11,202,322,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,116,B,1,0,B,58,117,4,4,14,34,50,58,0,3,1,6,0,0,2,,,351,0,22,373,664,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,116,C,1,0,C01,84,94,4,0,12,29,59,54,2,2,5,5,4,1,0,,,355,0,25,380,664,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,116,E,1,0,E01,8,21,1,1,2,4,4,12,0,0,0,2,0,0,0,,,55,0,1,56,71,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,117,B,1,0,B,41,96,2,0,14,14,44,29,4,3,0,4,1,1,0,,,253,0,14,267,415,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,117,C,1,0,C01,40,97,1,1,6,20,40,22,2,0,5,1,0,1,1,,,237,0,20,257,415,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,118,B,1,0,B,61,131,2,3,11,14,21,54,1,0,5,0,2,0,0,,,305,0,20,325,543,Acta de Casilla,,,
5,6,COLIMA,5,,3,COQUIMATLAN,118,E,1,0,E01,5,20,0,6,10,8,2,23,4,0,1,1,0,0,0,,,80,0,3,83,120,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,119,B,1,0,B,16,99,3,3,14,19,26,43,2,1,3,1,1,0,2,,,233,0,20,253,427,Acta Levantada en el Consejo,,,
5,6,COLIMA,5,,3,COQUIMATLAN,119,E,1,0,E01,7,32,0,0,1,10,2,19,3,0,1,2,0,0,0,,,77,0,4,81,113,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,120,B,1,0,B,189,90,0,0,14,18,32,69,3,0,3,2,1,0,0,,,421,0,18,439,683,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,120,C,1,0,C01,203,82,4,2,14,20,21,45,4,3,4,1,0,0,0,,,403,0,20,423,682,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,120,C,2,0,C02,163,112,4,4,10,21,39,49,3,3,0,1,1,0,2,,,412,0,21,433,682,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,121,B,1,0,B,156,83,1,0,7,22,23,69,1,1,1,0,1,0,0,,,365,0,15,380,586,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,121,C,1,0,C01,171,82,2,2,8,28,46,50,1,4,3,2,3,0,0,,,402,0,6,408,586,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,122,B,1,0,B,113,109,3,4,4,15,39,49,2,0,1,0,2,0,0,,,341,0,8,349,540,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,122,C,1,0,C01,137,88,5,0,7,25,16,52,3,1,4,4,0,0,1,,,343,0,13,356,540,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,123,B,1,0,B,194,123,6,3,12,17,30,56,2,2,2,2,1,0,0,,,450,1,20,471,715,Acta de Casilla,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,123,C,1,0,C01,184,105,3,2,3,14,31,69,2,3,2,0,0,0,1,,,419,0,23,442,714,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,124,B,1,0,B,119,119,1,4,14,14,17,49,2,1,3,1,0,0,1,,,345,0,13,358,561,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,124,C,1,0,C01,138,136,7,1,14,9,24,52,1,1,2,3,1,0,1,,,390,0,9,399,560,Acta Levantada en el Consejo,,,
5,6,COLIMA,6,,4,CUAUHTEMOC,124,C,2,0,C02,130,104,0,1,8,17,23,53,1,3,7,3,0,0,1,,,351,1,10,362,560,Acta de Casilla,,,
