CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1926,C01,141,51,3,11,7,31,5,1,,4,3,,,23,,,,,,,,,,,280,6,286,502,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1926,C02,126,70,3,7,14,19,5,0,,2,8,,,19,,,,,,,,,,,273,6,279,502,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1927,B,103,66,4,6,16,27,9,0,,5,0,,,24,,,,,,,,,,,260,6,266,503,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1927,C01,118,69,2,4,14,32,3,0,,3,5,,,25,,,,,,,,,,,275,8,283,502,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1927,C02,125,74,3,8,10,30,11,0,,3,8,,,29,,,,,,,,,,,301,13,314,502,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1928,B,179,71,3,9,27,41,14,1,,6,10,,,43,,,,,,,,,,,404,12,416,690,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1928,C01,152,89,6,9,30,40,14,0,,8,2,,,41,,,,,,,,,,,391,7,398,690,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1929,B,154,68,0,10,11,32,6,0,,6,6,,,24,,,,,,,,,,,317,4,321,540,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1929,C01,130,62,0,7,17,25,8,6,,3,3,,,27,,,,,,,,,,,288,15,303,540,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1929,C02,137,69,2,6,12,33,5,0,,3,7,,,23,,,,,,,,,,,297,9,306,540,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1930,B,91,62,2,4,9,14,4,0,,11,4,,,0,,,,,,,,,,,201,11,212,378,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1930,C01,96,56,4,4,7,21,8,0,,9,5,,,8,,,,,,,,,,,218,5,223,377,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1931,B,108,95,5,5,7,22,8,0,,7,2,,,17,,,,,,,,,,,276,13,289,531,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1931,C01,117,86,3,8,16,18,5,0,,2,9,,,19,,,,,,,,,,,283,9,292,531,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1932,B,162,73,9,7,14,28,8,0,,6,3,,,40,,,,,,,,,,,350,13,363,695,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1932,C01,176,74,11,10,14,28,8,1,,10,7,,,33,,,,,,,,,,,372,8,380,695,Grupo de Recuento,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1933,B,87,74,1,4,8,16,8,5,,4,4,,,18,,,,,,,,,,,229,10,239,399,Grupo de Recuento,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1933,C01,93,61,4,5,5,12,6,0,,3,4,,,13,,,,,,,,,,,206,12,218,398,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1934,B,108,108,4,6,13,37,14,1,,4,6,,,18,,,,,,,,,,,319,13,332,620,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1935,B,174,75,5,8,13,34,10,3,,3,11,,,36,,,,,,,,,,,372,11,383,743,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1935,C01,176,89,6,10,16,21,15,1,,4,5,,,34,,,,,,,,,,,377,13,390,742,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1936,B,159,92,2,6,13,30,9,3,,5,8,,,29,,,,,,,,,,,356,13,369,703,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1936,C01,147,98,5,9,9,23,8,0,,11,9,,,42,,,,,,,,,,,361,14,375,703,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1937,B,139,55,3,3,16,25,5,1,,5,6,,,19,,,,,,,,,,,277,6,283,501,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1937,C01,129,56,2,8,14,15,4,1,,2,3,,,24,,,,,,,,,,,258,6,264,501,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1937,C02,130,58,2,5,12,16,6,1,,4,6,,,28,,,,,,,,,,,268,7,275,500,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1938,B,96,55,2,5,9,12,4,1,,10,5,,,14,,,,,,,,,,,213,4,217,422,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1938,C01,145,41,2,5,6,10,4,0,,2,6,,,14,,,,,,,,,,,235,14,249,422,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1939,B,119,42,3,8,13,21,5,0,,12,4,,,17,,,,,,,,,,,244,9,253,438,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1940,B,129,63,3,7,13,18,3,1,,9,0,,,16,,,,,,,,,,,262,7,269,521,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1940,C01,144,58,6,7,7,14,5,3,,17,4,,,19,,,,,,,,,,,284,2,286,520,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1941,B,125,103,2,14,12,13,8,0,,5,2,,,20,,,,,,,,,,,304,9,313,588,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1942,B,114,28,2,6,5,8,6,0,,10,2,,,12,,,,,,,,,,,193,2,195,390,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1942,C01,89,27,2,6,9,7,6,0,,10,6,,,10,,,,,,,,,,,172,3,175,390,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1943,B,107,61,7,9,19,33,9,0,,7,7,,,24,,,,,,,,,,,283,18,301,510,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1943,C01,99,79,10,8,19,20,7,0,,4,6,,,34,,,,,,,,,,,286,5,291,510,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1943,C02,119,64,9,4,8,20,4,3,,7,9,,,25,,,,,,,,,,,272,7,279,509,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1944,B,163,52,9,6,13,35,7,0,,3,4,,,23,,,,,,,,,,,315,10,325,545,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1944,C01,145,61,5,7,23,23,11,0,,8,8,,,25,,,,,,,,,,,316,8,324,544,Grupo de Recuento,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1944,C02,154,50,15,12,12,23,4,1,,4,4,,,31,,,,,,,,,,,310,10,320,544,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1945,B,196,80,2,11,16,51,11,1,,3,13,,,40,,,,,,,,,,,424,12,436,741,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1945,C01,172,81,4,10,19,53,9,1,,6,5,,,50,,,,,,,,,,,410,13,423,741,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1946,B,174,96,6,9,17,44,15,0,,7,15,,,39,,,,,,,,,,,422,9,431,740,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1946,C01,185,92,3,9,21,39,9,1,,9,7,,,33,,,,,,,,,,,408,22,430,740,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1947,B,158,41,4,7,12,39,11,0,,9,8,,,31,,,,,,,,,,,320,3,323,513,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1947,C01,163,51,3,8,11,41,12,2,,7,12,,,21,,,,,,,,,,,331,6,337,512,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1948,B,161,40,2,4,14,29,13,0,,1,5,,,21,,,,,,,,,,,290,5,295,437,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1948,C01,138,36,1,12,15,31,7,0,,8,7,,,22,,,,,,,,,,,277,6,283,436,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1949,B,177,35,7,4,9,38,11,1,,18,7,,,35,,,,,,,,,,,342,8,350,547,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1950,B,183,63,4,6,12,26,4,0,,7,11,,,26,,,,,,,,,,,342,10,352,597,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1951,B,205,48,5,3,11,26,13,0,,10,34,,,18,,,,,,,,,,,373,7,380,560,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1952,B,153,28,2,1,9,30,8,0,,2,60,,,22,,,,,,,,,,,315,7,322,439,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1952,C01,137,28,4,5,10,29,6,0,,5,34,,,21,,,,,,,,,,,279,7,286,439,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1953,B,220,48,5,4,14,61,6,0,,11,15,,,40,,,,,,,,,,,424,7,431,694,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1953,C01,238,62,2,6,21,64,6,1,,13,10,,,40,,,,,,,,,,,463,11,474,693,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1954,B,198,51,2,7,12,39,8,1,,12,9,,,25,,,,,,,,,,,364,5,369,577,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1954,C01,180,61,3,6,10,46,2,0,,7,12,,,35,,,,,,,,,,,362,9,371,577,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1954,C02,183,48,6,4,12,32,14,0,,18,7,,,24,,,,,,,,,,,348,9,357,576,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1955,B,188,66,4,7,10,22,5,0,,7,2,,,30,,,,,,,,,,,341,11,352,547,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1955,C01,160,58,9,5,16,22,2,0,,9,7,,,31,,,,,,,,,,,319,10,329,546,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1955,C02,147,62,4,12,15,21,7,1,,11,11,,,20,,,,,,,,,,,311,9,320,546,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1956,B,210,37,4,7,35,80,12,2,,11,8,,,39,,,,,,,,,,,445,15,460,700,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1957,B,239,44,9,4,12,54,13,2,,5,10,,,50,,,,,,,,,,,442,7,449,671,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1957,C01,262,32,4,6,15,56,9,0,,13,11,,,49,,,,,,,,,,,457,6,463,671,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1957,C02,250,51,4,8,12,58,15,4,,17,10,,,45,,,,,,,,,,,474,5,479,671,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1957,C03,220,41,12,7,16,77,6,0,,6,9,,,43,,,,,,,,,,,437,6,443,671,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1958,B,213,40,5,11,14,33,5,0,,8,7,,,45,,,,,,,,,,,381,8,389,674,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1958,C01,202,64,9,19,19,43,5,0,,4,4,,,29,,,,,,,,,,,398,9,407,674,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1958,C02,225,52,4,4,15,49,12,1,,4,13,,,42,,,,,,,,,,,421,15,436,673,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1959,B,219,52,8,8,9,40,7,0,,13,10,,,34,,,,,,,,,,,400,6,406,632,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1959,C01,171,49,5,7,15,36,6,0,,9,10,,,54,,,,,,,,,,,362,11,373,631,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1959,C02,190,48,10,5,18,35,12,2,,10,7,,,51,,,,,,,,,,,388,10,398,631,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1960,B,249,61,12,2,19,47,11,1,,11,8,,,58,,,,,,,,,,,479,11,490,728,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1960,C01,223,62,4,12,15,38,11,2,,17,14,,,56,,,,,,,,,,,454,9,463,727,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1961,B,211,32,3,3,20,84,9,2,,11,9,,,44,,,,,,,,,,,428,5,433,624,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1961,C01,200,27,5,3,19,76,14,1,,9,7,,,57,,,,,,,,,,,418,6,424,624,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1961,C02,227,39,4,4,24,68,16,0,,9,11,,,42,,,,,,,,,,,444,3,447,624,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1961,C03,220,37,3,0,8,58,12,3,,8,11,,,47,,,,,,,,,,,407,6,413,624,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1961,C04,226,34,1,3,16,69,15,1,,7,9,,,36,,,,,,,,,,,417,4,421,624,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1962,B,213,51,11,11,12,45,15,1,,3,7,,,47,,,,,,,,,,,416,8,424,715,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1962,C01,180,56,9,6,20,56,12,2,,7,7,,,56,,,,,,,,,,,411,5,416,714,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1962,C02,221,46,7,5,13,34,10,0,,6,3,,,46,,,,,,,,,,,391,9,400,714,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1962,C03,219,53,10,10,16,18,9,1,,6,6,,,53,,,,,,,,,,,401,8,409,714,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1963,B,208,58,5,7,20,59,18,1,,11,7,,,53,,,,,,,,,,,447,5,452,706,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1963,C01,252,50,4,13,11,45,12,1,,8,12,,,49,,,,,,,,,,,457,8,465,706,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1963,C02,207,47,5,11,17,76,13,0,,7,7,,,44,,,,,,,,,,,434,8,442,705,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1963,C03,222,36,4,2,16,71,14,1,,10,10,,,46,,,,,,,,,,,432,10,442,705,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1963,C04,224,44,3,8,17,58,7,2,,8,11,,,51,,,,,,,,,,,433,8,441,705,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1963,C05,226,47,5,2,16,68,10,0,,12,9,,,53,,,,,,,,,,,448,5,453,705,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1964,B,197,53,12,6,16,71,11,0,,15,18,,,40,,,,,,,,,,,439,5,444,665,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1964,C01,218,45,11,4,19,68,20,1,,4,15,,,35,,,,,,,,,,,440,1,441,665,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1964,C02,210,44,12,4,15,80,13,0,,12,13,,,51,,,,,,,,,,,454,7,461,665,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1964,C03,225,39,9,6,22,77,12,2,,6,15,,,44,,,,,,,,,,,457,4,461,664,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1964,C04,220,48,7,3,22,82,12,2,,10,11,,,42,,,,,,,,,,,459,4,463,664,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1965,B,154,46,0,10,14,25,14,4,,0,0,,,35,,,,,,,,,,,302,5,307,515,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1965,C01,161,34,6,6,15,46,17,2,,4,7,,,28,,,,,,,,,,,326,6,332,514,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1965,C02,160,46,11,5,8,38,15,1,,9,8,,,19,,,,,,,,,,,320,8,328,514,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1966,B,165,47,9,5,13,29,8,2,,6,8,,,43,,,,,,,,,,,335,6,341,564,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1966,C01,165,45,6,10,9,25,11,2,,7,8,,,42,,,,,,,,,,,330,6,336,563,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1966,C02,163,51,8,7,12,40,8,1,,5,11,,,36,,,,,,,,,,,342,7,349,563,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1966,C03,167,44,8,8,17,57,16,5,,3,8,,,39,,,,,,,,,,,372,8,380,563,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1967,B,153,38,3,6,14,28,8,1,,3,11,,,33,,,,,,,,,,,298,8,306,506,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1967,C01,171,35,5,5,12,29,13,1,,2,8,,,34,,,,,,,,,,,315,5,320,506,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1967,C02,162,43,5,6,10,34,13,0,,3,7,,,43,,,,,,,,,,,326,7,333,506,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1968,B,223,59,8,4,18,26,8,2,,4,11,,,43,,,,,,,,,,,406,8,414,724,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1968,C01,245,47,9,10,15,32,15,0,,9,3,,,59,,,,,,,,,,,444,5,449,724,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1969,B,217,45,6,6,9,17,9,0,,4,7,,,56,,,,,,,,,,,376,7,383,546,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1969,C01,223,40,6,2,11,29,10,2,,0,9,,,60,,,,,,,,,,,392,1,393,546,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1969,C02,197,38,9,8,11,23,15,2,,4,7,,,49,,,,,,,,,,,363,8,371,545,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1970,B,212,37,5,11,16,36,11,0,,7,9,,,35,,,,,,,,,,,379,4,383,595,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1970,C01,239,34,2,4,15,32,8,0,,3,5,,,35,,,,,,,,,,,377,10,387,594,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1970,C02,213,50,5,8,12,23,7,0,,6,6,,,33,,,,,,,,,,,363,8,371,594,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1971,B,164,29,9,6,15,47,10,0,,10,5,,,21,,,,,,,,,,,316,7,323,534,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1971,C01,167,40,5,4,15,38,14,0,,3,7,,,28,,,,,,,,,,,321,3,324,534,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1971,C02,178,37,6,8,12,28,9,1,,4,6,,,30,,,,,,,,,,,319,5,324,533,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1972,B,257,56,12,7,23,48,11,0,,11,4,,,56,,,,,,,,,,,485,10,495,749,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1972,C01,266,51,8,3,19,33,4,3,,6,5,,,48,,,,,,,,,,,446,14,460,749,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1973,B,194,43,4,5,16,25,11,0,,5,6,,,31,,,,,,,,,,,340,5,345,546,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1973,C01,202,38,2,3,12,31,10,0,,4,9,,,49,,,,,,,,,,,360,10,370,546,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1973,C02,172,45,3,8,11,20,14,1,,0,4,,,51,,,,,,,,,,,329,5,334,545,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1974,B,259,49,14,9,24,47,15,0,,9,14,,,43,,,,,,,,,,,483,7,490,719,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1974,C01,261,55,15,7,15,57,7,2,,5,12,,,40,,,,,,,,,,,476,8,484,719,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1974,C02,256,37,15,5,18,59,17,1,,12,14,,,43,,,,,,,,,,,477,3,480,719,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1974,C03,253,58,16,6,8,72,14,1,,10,14,,,50,,,,,,,,,,,502,7,509,719,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1974,C04,245,40,10,4,17,55,19,1,,6,11,,,53,,,,,,,,,,,461,7,468,718,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1975,B,180,47,16,9,14,0,9,0,,4,5,,,31,,,,,,,,,,,315,3,318,556,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1975,C01,191,44,12,3,20,30,12,0,,7,7,,,26,,,,,,,,,,,352,7,359,555,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1975,C02,211,42,17,5,18,27,6,0,,9,4,,,31,,,,,,,,,,,370,7,377,555,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1976,B,147,40,69,4,6,32,6,0,,6,3,,,15,,,,,,,,,,,328,16,344,544,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1976,C01,159,22,74,8,6,35,1,1,,3,6,,,21,,,,,,,,,,,336,5,341,543,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1976,C02,138,23,73,6,11,36,7,0,,6,5,,,31,,,,,,,,,,,336,14,350,543,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1977,B,218,53,13,11,21,45,8,0,,6,6,,,24,,,,,,,,,,,405,11,416,687,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1977,C01,192,55,9,7,23,47,14,0,,7,11,,,38,,,,,,,,,,,403,1,404,687,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1977,C02,179,38,6,8,18,48,11,2,,6,6,,,53,,,,,,,,,,,375,9,384,687,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1977,C03,170,59,9,6,17,60,13,3,,10,6,,,40,,,,,,,,,,,393,6,399,687,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1977,C04,187,70,16,4,19,43,8,0,,9,5,,,34,,,,,,,,,,,395,6,401,686,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1978,B,214,32,3,2,9,76,17,1,,9,13,,,43,,,,,,,,,,,419,5,424,651,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1978,C01,196,44,8,4,11,56,10,3,,8,9,,,42,,,,,,,,,,,391,7,398,651,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1978,C02,230,32,2,6,14,69,13,0,,13,6,,,29,,,,,,,,,,,414,6,420,651,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1978,C03,206,42,4,11,8,58,12,0,,6,8,,,32,,,,,,,,,,,387,9,396,651,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1978,C04,224,28,3,4,18,76,18,0,,15,9,,,37,,,,,,,,,,,432,6,438,650,Acta Casilla,,,
2,19,NUEVO LEON,9,San Nicolás,47,San Nicolás de los Garza,1978,C05,231,30,9,2,10,83,12,1,,6,11,,,34,,,,,,,,,,,429,9,438,650,Acta Casilla,,,
