CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PD,CC,MORENA,PH,ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,479,2,142,242,25,26,35,69,26,2,2,8,17,,,,,,,,80,,,,,,674,14,688,1295
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,480,8,669,1024,207,65,162,345,119,8,16,55,94,,,,,,,,230,,,,,,2994,71,3065,5790
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,481,2,123,213,30,9,29,60,21,4,4,15,26,,,,,,,,49,,,,,,583,5,588,1065
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,482,4,188,511,63,33,71,116,41,4,10,25,31,,,,,,,,103,,,,,,1196,41,1237,2488
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,483,12,807,1365,145,158,245,432,167,6,29,109,112,,,,,,,,409,,,,,,3984,128,4112,8484
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,484,2,154,207,21,23,36,71,33,1,6,17,17,,,,,,,,74,,,,,,660,10,670,1161
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,485,2,104,173,16,22,21,68,27,2,2,13,13,,,,,,,,42,,,,,,503,22,525,939
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,486,2,83,182,29,15,15,44,18,0,5,10,11,,,,,,,,35,,,,,,447,9,456,784
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,487,2,177,257,21,14,38,87,21,0,5,17,26,,,,,,,,51,,,,,,714,15,729,1209
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,488,3,131,277,40,30,32,116,60,2,3,21,14,,,,,,,,72,,,,,,798,23,821,1525
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,489,2,154,202,25,14,30,153,36,0,7,8,27,,,,,,,,47,,,,,,703,23,726,1390
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,490,3,159,287,36,21,29,233,36,2,2,22,19,,,,,,,,46,,,,,,892,33,925,1632
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,491,14,2036,1497,122,129,270,1127,276,14,38,148,141,,,,,,,,582,,,,,,6380,99,6479,10124
2,19,NUEVO LEON,17,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,492,7,937,720,58,54,210,429,112,6,17,80,74,,,,,,,,339,,,,,,3036,53,3089,5042
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,494,2,271,352,1,7,35,37,10,2,10,6,71,13,,,,,,,,,,,,,815,26,841,1361
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,495,3,392,411,2,7,35,4,22,1,19,5,105,7,,,,,,,,,,,,,1010,46,1056,1736
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,496,2,225,311,0,5,35,12,18,1,6,3,42,6,,,,,,,,,,,,,664,26,690,1075
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,497,2,248,322,2,3,35,12,24,1,2,2,55,6,,,,,,,,,,,,,712,30,742,1206
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,498,1,50,43,0,1,2,1,4,0,0,0,8,0,,,,,,,,,,,,,109,6,115,157
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,502,2,193,236,2,5,9,1,2,0,1,4,49,0,,,,,,,,,,,,,502,9,511,787
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,503,1,199,141,1,0,1,1,6,0,1,0,71,7,,,,,,,,,,,,,428,13,441,608
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,504,1,103,160,0,2,9,3,1,0,0,0,20,0,,,,,,,,,,,,,298,16,314,457
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,505,2,250,230,0,1,11,3,12,1,7,2,88,6,,,,,,,,,,,,,611,30,641,1008
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,506,1,115,163,0,1,4,7,5,2,3,1,48,5,,,,,,,,,,,,,354,15,369,635
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,507,1,141,185,0,1,5,7,9,0,0,0,33,1,,,,,,,,,,,,,382,13,395,687
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,508,2,231,316,1,7,17,9,5,1,13,4,121,11,,,,,,,,,,,,,736,32,768,1296
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,509,2,104,236,2,7,7,15,12,1,13,6,99,9,,,,,,,,,,,,,511,19,530,816
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,513,1,72,85,1,2,0,0,1,0,0,0,8,0,,,,,,,,,,,,,169,5,174,272
2,19,NUEVO LEON,24,MONTEMORELOS,22,GRAL. TERAN,514,1,184,102,0,0,6,3,4,1,2,0,24,0,,,,,,,,,,,,,326,19,345,484
2,19,NUEVO LEON,22,CHINA,23,GRAL. TREVIÑO,516,2,416,250,1,0,2,3,0,0,0,1,3,3,,,,,,,,,,,,,679,9,688,989
2,19,NUEVO LEON,22,CHINA,23,GRAL. TREVIÑO,517,2,337,199,2,0,1,2,2,0,4,2,3,6,,,,,,,,,,,,,558,10,568,797
2,19,NUEVO LEON,26,GALEANA,24,GRAL. ZARAGOZA,518,2,108,513,3,424,4,7,6,1,0,17,4,5,,,,,,,,,,,,,1092,40,1132,1402
2,19,NUEVO LEON,26,GALEANA,24,GRAL. ZARAGOZA,519,3,112,716,11,855,5,6,16,1,1,53,5,6,,,,,,,,,,,,,1787,51,1838,2188
2,19,NUEVO LEON,26,GALEANA,24,GRAL. ZARAGOZA,520,1,5,94,0,140,1,1,0,0,0,0,0,0,,,,,,,,,,,,,241,8,249,289
2,19,NUEVO LEON,26,GALEANA,24,GRAL. ZARAGOZA,521,2,3,54,0,168,0,0,0,0,0,0,0,0,,,,,,,,,,,,,225,7,232,254
2,19,NUEVO LEON,26,GALEANA,24,GRAL. ZARAGOZA,522,2,24,334,0,307,1,3,2,0,0,1,0,0,,,,,,,,,,,,,672,23,695,764
2,19,NUEVO LEON,20,HIDALGO,25,GRAL. ZUAZUA,523,2,306,225,5,5,11,18,5,0,,0,8,,,,,,,,,,,7,,,590,18,608,922
2,19,NUEVO LEON,20,HIDALGO,25,GRAL. ZUAZUA,524,5,799,583,96,35,44,54,32,23,,30,34,,,,,,,,,,,26,,,1756,78,1834,3347
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,526,1,76,47,1,2,7,10,7,10,3,2,4,,,,,,2,,,,,,,,171,1,172,296
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,527,1,88,99,5,3,19,49,24,3,2,10,3,,,,,,30,,,,,,,,335,7,342,528
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,528,2,165,152,2,3,31,44,8,9,2,8,8,,,,,,36,,,,,,,,468,13,481,757
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,529,1,83,74,7,2,7,22,2,3,0,6,6,,,,,,18,,,,,,,,230,2,232,373
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,530,1,71,91,4,5,6,16,12,1,0,2,2,,,,,,11,,,,,,,,221,6,227,381
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,531,1,84,132,7,10,18,19,17,1,23,8,7,,,,,,33,,,,,,,,359,7,366,574
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,532,1,88,105,5,11,24,32,15,2,6,11,7,,,,,,41,,,,,,,,347,14,361,694
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,533,2,172,211,10,15,87,40,29,1,6,12,9,,,,,,65,,,,,,,,657,29,686,1293
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,534,1,153,113,6,2,25,50,19,3,1,11,10,,,,,,26,,,,,,,,419,10,429,743
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,535,2,303,157,15,6,35,69,21,0,2,17,19,,,,,,59,,,,,,,,703,33,736,1094
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,536,2,227,165,6,5,86,79,27,1,7,21,10,,,,,,43,,,,,,,,677,18,695,1014
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,537,3,411,213,16,14,162,161,45,2,6,24,27,,,,,,72,,,,,,,,1153,20,1173,1688
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,538,3,361,255,13,21,105,107,33,0,13,21,33,,,,,,85,,,,,,,,1047,19,1066,1618
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,539,2,275,239,14,11,108,73,26,0,6,8,20,,,,,,57,,,,,,,,837,25,862,1450
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,540,2,234,152,12,7,54,61,22,2,9,14,17,,,,,,54,,,,,,,,638,15,653,994
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,541,2,210,219,11,5,89,37,18,2,1,19,16,,,,,,46,,,,,,,,673,11,684,1293
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,542,2,261,142,14,8,48,44,25,3,2,18,17,,,,,,45,,,,,,,,627,17,644,1026
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,543,2,182,152,2,12,53,46,13,1,3,15,14,,,,,,34,,,,,,,,527,18,545,926
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,544,3,335,232,13,17,104,89,32,2,4,15,18,,,,,,51,,,,,,,,912,30,942,1622
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,545,1,150,117,4,0,31,47,25,0,4,13,7,,,,,,30,,,,,,,,428,3,431,642
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,546,2,274,254,19,9,53,70,32,4,6,27,12,,,,,,48,,,,,,,,808,15,823,1471
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,547,2,172,149,8,8,37,37,12,0,2,8,14,,,,,,31,,,,,,,,478,14,492,762
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,548,3,426,275,19,11,66,124,56,5,8,32,31,,,,,,92,,,,,,,,1145,24,1169,1699
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,549,2,348,179,14,11,106,113,27,3,7,21,21,,,,,,77,,,,,,,,927,25,952,1447
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,550,2,118,125,12,7,55,35,19,1,3,18,9,,,,,,41,,,,,,,,443,10,453,858
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,551,2,174,182,16,8,42,57,22,0,6,16,5,,,,,,39,,,,,,,,567,11,578,1004
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,552,2,342,161,16,10,101,78,14,4,7,27,25,,,,,,46,,,,,,,,831,19,850,1341
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,553,2,209,141,8,10,63,87,32,1,3,18,18,,,,,,38,,,,,,,,628,6,634,952
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,554,2,306,186,12,11,102,97,28,6,6,32,16,,,,,,65,,,,,,,,867,23,890,1498
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,555,3,311,239,16,20,75,84,50,4,10,18,15,,,,,,62,,,,,,,,904,31,935,1311
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,556,2,411,210,21,14,85,124,40,4,6,32,22,,,,,,90,,,,,,,,1059,11,1070,1471
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,557,2,250,106,8,8,50,100,37,2,9,15,23,,,,,,77,,,,,,,,685,13,698,989
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,558,2,226,140,5,8,117,53,22,1,3,20,12,,,,,,51,,,,,,,,658,17,675,1012
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,559,2,180,118,4,7,78,44,10,0,6,8,9,,,,,,49,,,,,,,,513,13,526,797
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,560,3,377,292,16,15,146,118,37,4,10,39,22,,,,,,81,,,,,,,,1157,20,1177,1797
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,561,1,109,123,8,5,15,30,8,2,2,17,2,,,,,,39,,,,,,,,360,19,379,654
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,562,1,118,82,6,8,10,39,6,2,3,7,6,,,,,,26,,,,,,,,313,20,333,606
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,563,1,149,166,6,7,15,42,9,1,2,12,8,,,,,,31,,,,,,,,448,10,458,733
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,564,1,83,145,2,2,8,35,8,2,0,7,7,,,,,,15,,,,,,,,314,5,319,524
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,565,1,113,78,5,2,16,26,17,5,0,9,5,,,,,,18,,,,,,,,294,8,302,497
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,566,1,78,97,8,7,25,29,16,2,2,5,3,,,,,,19,,,,,,,,291,10,301,505
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,567,1,124,107,6,8,30,23,10,5,2,9,7,,,,,,21,,,,,,,,352,14,366,534
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,568,2,172,159,12,15,63,65,19,4,8,10,9,,,,,,36,,,,,,,,572,16,588,969
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,569,2,204,195,6,4,28,39,23,2,2,15,9,,,,,,44,,,,,,,,571,9,580,904
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,570,2,182,215,9,9,32,76,19,1,2,29,7,,,,,,46,,,,,,,,627,14,641,990
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,571,2,193,203,10,10,29,55,15,1,8,19,11,,,,,,55,,,,,,,,609,18,627,1048
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,572,1,136,153,4,4,20,38,8,7,1,7,11,,,,,,21,,,,,,,,410,8,418,689
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,573,1,100,150,4,6,15,41,13,2,1,17,14,,,,,,23,,,,,,,,386,8,394,621
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,574,1,80,105,7,3,25,30,9,3,0,10,0,,,,,,19,,,,,,,,291,3,294,532
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,575,1,89,118,1,3,19,22,7,0,0,5,2,,,,,,18,,,,,,,,284,10,294,498
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,576,2,273,199,8,15,37,85,28,1,3,24,24,,,,,,49,,,,,,,,746,12,758,1152
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,577,3,304,263,15,14,50,103,23,3,3,29,26,,,,,,74,,,,,,,,907,29,936,1562
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,578,2,314,254,12,15,73,131,30,3,5,19,20,,,,,,71,,,,,,,,947,7,954,1464
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,579,2,201,199,6,9,27,83,11,23,1,3,10,,,,,,58,,,,,,,,631,8,639,922
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,580,1,165,43,4,5,8,62,21,1,5,15,12,17,,,,,,,,,,,,,358,5,363,522
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,581,7,1492,449,29,43,95,687,88,14,19,108,70,95,,,,,,,,,,,,,3189,55,3244,4507
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,582,3,409,283,9,17,107,140,41,9,4,26,11,,,,,,89,,,,,,,,1145,28,1173,1829
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,583,3,389,355,23,17,100,122,44,8,9,32,29,,,,,,88,,,,,,,,1216,23,1239,1947
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,584,3,342,316,11,23,105,137,40,3,9,28,18,,,,,,87,,,,,,,,1119,30,1149,1760
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,585,2,273,274,16,9,69,109,29,3,9,23,16,,,,,,69,,,,,,,,899,18,917,1397
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,586,3,201,316,17,15,50,70,29,1,5,26,26,,,,,,65,,,,,,,,821,32,853,1587
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,587,2,170,226,10,14,40,53,27,0,5,22,14,,,,,,44,,,,,,,,625,17,642,1061
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,588,2,140,129,6,6,49,58,8,6,3,18,11,,,,,,42,,,,,,,,476,13,489,762
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,589,1,47,66,2,5,15,25,12,1,2,4,4,,,,,,13,,,,,,,,196,4,200,295
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,590,2,331,166,14,21,52,106,31,1,10,16,5,,,,,,64,,,,,,,,817,16,833,1275
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,591,1,88,69,5,3,21,36,10,0,4,11,6,,,,,,22,,,,,,,,275,4,279,433
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,592,2,384,140,13,17,33,170,35,0,7,43,17,29,,,,,,,,,,,,,888,20,908,1297
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,593,3,642,172,21,21,50,249,67,4,16,42,30,51,,,,,,,,,,,,,1365,20,1385,1883
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,594,4,905,273,29,19,75,491,44,5,17,64,50,50,,,,,,,,,,,,,2022,29,2051,2825
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,595,3,462,283,24,18,92,232,30,2,10,35,34,24,,,,,,,,,,,,,1246,43,1289,1936
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,596,4,221,569,25,29,74,108,29,2,6,21,37,32,,,,,,,,,,,,,1153,42,1195,2330
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,597,3,455,341,26,21,82,213,50,2,11,28,33,33,,,,,,,,,,,,,1295,36,1331,2156
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,598,4,803,212,14,10,80,366,24,2,17,62,49,39,,,,,,,,,,,,,1678,31,1709,2315
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,599,2,520,84,12,18,38,296,19,2,19,29,19,20,,,,,,,,,,,,,1076,24,1100,1458
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,600,3,650,163,15,13,94,315,16,2,9,37,35,20,,,,,,,,,,,,,1369,19,1388,1856
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,601,3,620,151,9,12,78,282,16,3,9,37,34,19,,,,,,,,,,,,,1270,20,1290,1735
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,602,3,604,160,9,10,65,286,18,1,8,37,37,15,,,,,,,,,,,,,1250,41,1291,1837
2,19,NUEVO LEON,12,GUADALUPE,26,GUADALUPE,603,3,614,120,10,10,52,288,18,3,8,26,28,13,,,,,,,,,,,,,1190,24,1214,1644
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,604,6,1208,447,24,61,86,275,61,3,11,59,50,,,,,150,,,,,,,,,2435,36,2471,3793
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,605,6,1070,400,22,36,100,203,55,4,10,43,40,,,,,142,,,,,,,,,2125,37,2162,3533
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,606,3,441,315,15,27,42,93,36,2,7,22,23,,,,,89,,,,,,,,,1112,21,1133,1994
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,607,13,2157,1119,100,112,212,584,140,19,41,82,102,,,,,366,,,,,,,,,5034,83,5117,8615
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,608,3,123,252,19,11,33,38,14,1,3,7,8,,,,,51,,,,,,,,,560,18,578,1628
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,609,2,215,324,13,15,27,54,11,2,2,14,7,,,,,34,,,,,,,,,718,23,741,1413
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,610,3,165,341,30,29,34,51,12,2,4,20,11,,,,,53,,,,,,,,,752,23,775,1505
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,611,3,175,398,18,19,40,47,25,0,1,15,21,,,,,78,,,,,,,,,837,44,881,1676
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,612,2,169,370,15,13,14,31,12,2,2,17,18,,,,,45,,,,,,,,,708,31,739,1486
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,613,3,205,325,12,17,36,32,22,4,3,11,20,,,,,90,,,,,,,,,777,31,808,1524
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,614,2,158,308,13,11,24,27,23,1,2,9,11,,,,,95,,,,,,,,,682,39,721,1455
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,615,2,169,322,20,19,47,50,24,0,3,11,26,,,,,79,,,,,,,,,770,19,789,1479
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,616,1,74,119,3,11,7,21,2,2,2,4,2,,,,,15,,,,,,,,,262,5,267,535
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,617,4,513,392,31,26,75,101,46,1,5,44,31,,,,,201,,,,,,,,,1466,24,1490,2569
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,618,4,526,324,39,33,82,148,61,3,8,27,37,,,,,137,,,,,,,,,1425,27,1452,2394
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,619,6,953,458,34,47,119,319,63,8,20,60,51,,,,,295,,,,,,,,,2427,32,2459,3917
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,620,3,347,274,16,29,65,75,20,3,12,19,24,,,,,108,,,,,,,,,992,35,1027,1798
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,621,4,399,387,37,23,88,102,32,33,13,26,31,,,,,104,,,,,,,,,1275,44,1319,2329
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,622,10,1526,753,131,93,201,418,179,18,34,88,61,,,,,316,,,,,,,,,3818,67,3885,5827
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,623,7,1209,549,144,78,155,347,141,3,28,58,58,,,,,250,,,,,,,,,3020,42,3062,4687
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,624,3,550,271,51,21,63,162,52,0,4,28,22,,,,,107,,,,,,,,,1331,8,1339,1953
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,625,4,502,261,27,29,56,169,46,2,7,18,34,,,,,129,,,,,,,,,1280,26,1306,1822
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,626,4,945,296,32,40,64,294,71,1,12,50,113,,,,,148,,,,,,,,,2066,34,2100,2840
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,627,3,687,209,16,20,55,293,39,3,10,52,21,,,,,83,,,,,,,,,1488,22,1510,2145
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,628,3,517,149,5,27,41,227,24,1,4,26,20,,,,,56,,,,,,,,,1097,13,1110,1528
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,629,3,377,202,13,18,112,136,36,4,6,28,25,,,,,,80,,,,,,,,1037,16,1053,1509
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,630,2,358,205,12,34,83,79,25,3,9,15,10,,,,,,60,,,,,,,,893,17,910,1439
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,631,2,151,134,5,7,89,42,14,2,0,16,5,,,,,,26,,,,,,,,491,12,503,857
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,632,2,226,160,10,8,80,64,15,7,7,21,12,,,,,,33,,,,,,,,643,16,659,1081
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,633,2,369,180,13,12,67,148,30,2,5,20,17,,,,,,67,,,,,,,,930,10,940,1307
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,634,2,251,207,10,2,86,133,22,4,7,10,13,,,,,,43,,,,,,,,788,18,806,1251
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,635,2,283,246,11,9,58,84,31,5,9,31,25,,,,,,59,,,,,,,,851,24,875,1376
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,636,2,375,208,15,11,110,106,28,3,4,27,17,,,,,,77,,,,,,,,981,10,991,1422
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,637,2,326,177,9,10,83,99,32,0,5,24,13,,,,,,54,,,,,,,,832,15,847,1150
2,19,NUEVO LEON,15,GUADALUPE,26,GUADALUPE,638,3,440,234,13,16,65,165,37,7,8,22,16,,,,,,83,,,,,,,,1106,20,1126,1768
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,639,2,422,127,14,13,33,161,17,0,9,33,19,,,,,48,,,,,,,,,896,4,900,1304
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,640,3,538,237,12,20,39,202,62,2,6,50,20,,,,,103,,,,,,,,,1291,20,1311,1865
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,641,2,328,218,10,25,49,113,84,2,6,19,16,,,,,64,,,,,,,,,934,12,946,1418
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,642,2,287,237,45,21,72,92,28,4,4,5,19,,,,,71,,,,,,,,,885,25,910,1424
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,643,3,346,244,63,30,54,113,29,6,9,25,22,,,,,66,,,,,,,,,1007,30,1037,1577
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,644,3,132,380,17,11,180,53,8,0,5,15,22,,,,,31,,,,,,,,,854,30,884,1789
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,645,3,156,407,14,20,128,42,12,3,5,7,23,,,,,40,,,,,,,,,857,41,898,1866
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,646,3,104,385,3,11,123,48,20,0,3,9,16,,,,,45,,,,,,,,,767,44,811,1840
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,647,8,781,630,36,52,347,349,66,26,12,60,57,,,,,252,,,,,,,,,2668,74,2742,4905
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,649,3,329,325,17,27,81,82,34,0,5,21,39,,,,,58,,,,,,,,,1018,25,1043,1834
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,650,3,277,324,21,38,126,90,29,4,6,30,25,,,,,106,,,,,,,,,1076,26,1102,2134
2,19,NUEVO LEON,14,GUADALUPE,26,GUADALUPE,651,4,447,459,67,39,152,96,40,0,16,16,32,,,,,128,,,,,,,,,1492,38,1530,2722
