CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,CI_1,CI_2,CI_3,CI_4,CI_5,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4005,2,4,5,5,8,4,0,8,4,0,5,7,3,1,7,0,3,1,2,1,6,6,128,49,19,3,0,3,8,85,13,14,402,1312
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4006,3,9,2,0,0,6,3,7,1,1,2,1,1,4,1,0,9,1,1,1,1,3,113,35,11,2,1,11,9,110,6,29,381,1546
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4007,2,4,3,7,1,4,1,3,8,3,1,1,1,3,0,1,2,1,0,3,5,2,98,34,13,7,1,4,6,121,8,21,367,1319
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4008,2,5,1,5,2,2,1,6,11,0,7,3,7,1,3,1,1,3,1,3,3,6,96,36,11,8,3,6,16,121,8,26,403,1221
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4009,3,5,2,5,1,1,2,2,4,2,5,1,4,4,2,2,4,1,0,4,5,5,108,44,14,5,1,4,14,130,6,23,410,1689
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4010,1,1,0,0,2,0,0,0,0,0,1,0,2,1,2,1,2,0,1,2,1,0,46,17,5,4,1,1,3,37,4,13,147,498
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4011,2,5,1,5,0,6,0,1,8,2,2,0,2,2,2,0,3,0,2,3,2,0,67,21,7,3,1,7,13,89,16,26,296,1022
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4012,2,4,0,7,0,1,5,2,2,0,3,2,3,2,2,0,4,0,0,1,2,3,70,21,11,6,2,2,10,50,7,21,243,783
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4013,2,5,3,5,0,6,1,5,10,0,3,1,5,4,4,2,1,0,1,1,6,3,97,29,11,5,1,0,15,66,11,29,330,1114
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4014,3,2,5,6,5,2,3,11,6,1,3,1,5,2,3,2,9,1,0,2,4,7,106,47,17,4,1,5,7,115,8,33,423,1587
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4015,1,4,1,0,3,2,1,2,1,0,0,4,2,2,5,0,3,1,2,1,1,2,37,11,6,1,0,3,4,46,6,8,159,695
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4016,2,4,2,2,0,1,0,2,1,1,0,1,1,3,1,0,2,1,1,1,1,2,38,27,89,4,0,6,5,71,9,17,293,953
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4017,3,7,8,9,1,4,0,4,5,1,6,0,8,2,1,1,3,0,0,6,4,3,98,47,23,10,1,8,10,173,8,26,477,1691
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4018,1,2,0,0,2,0,0,0,1,0,1,0,2,1,0,0,1,0,0,1,1,0,51,9,19,3,0,0,2,72,5,16,189,685
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4019,2,0,2,4,1,2,3,3,0,1,2,0,1,2,3,2,1,0,0,0,2,2,57,12,34,2,0,3,3,87,10,19,258,778
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4020,1,1,1,1,2,1,1,0,1,0,1,0,3,1,2,0,0,0,0,1,0,2,19,12,20,6,1,3,1,94,11,22,207,724
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4021,1,3,0,3,1,2,0,5,1,0,0,0,2,1,0,0,4,0,0,1,1,3,23,15,17,5,0,3,14,88,10,17,219,722
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4022,1,4,1,3,1,1,6,1,2,0,1,0,3,0,0,1,0,0,1,2,0,6,29,24,20,4,1,5,5,58,13,14,206,703
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4023,1,6,1,6,0,1,0,1,0,0,2,0,1,0,2,0,1,0,1,1,1,0,25,20,13,7,1,1,5,70,11,19,196,546
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4024,2,4,3,2,1,3,4,2,3,1,1,5,4,3,2,4,3,0,0,4,4,7,112,20,14,4,2,3,13,120,9,28,385,1290
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4025,2,4,1,1,2,3,2,2,13,0,2,2,3,3,2,2,3,0,1,2,2,3,70,22,15,1,2,2,13,58,5,22,263,918
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4026,2,0,3,0,0,0,1,1,12,0,1,1,3,3,0,0,1,0,0,0,0,3,63,22,9,2,0,2,7,48,4,8,194,822
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4027,2,11,3,7,1,5,2,3,5,3,1,0,3,2,2,0,5,0,1,3,1,4,38,43,40,8,2,5,6,128,12,17,361,1136
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4028,2,6,1,1,2,2,3,1,0,1,0,1,4,1,1,3,2,2,0,1,0,0,37,19,76,1,1,2,11,94,2,23,298,854
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4029,2,1,0,1,1,0,0,0,2,0,0,1,0,0,2,3,1,0,0,1,0,0,23,15,36,6,1,1,2,45,4,9,155,976
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4030,2,2,4,1,0,1,0,3,8,0,2,3,2,5,4,0,1,0,0,1,1,2,79,13,4,2,2,9,6,72,13,29,269,907
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4031,2,2,2,4,0,2,0,2,5,0,2,1,6,2,2,0,1,2,0,0,1,6,80,31,12,7,1,5,9,78,5,13,281,935
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4032,3,5,3,3,1,11,3,11,8,4,7,1,6,3,7,0,8,2,1,3,2,4,167,38,13,11,1,5,9,100,6,24,467,1895
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4033,3,3,2,4,1,4,3,6,7,3,2,2,3,9,1,0,1,1,0,1,3,3,80,57,49,4,6,8,20,167,13,22,485,1874
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4034,2,2,2,5,11,4,1,2,4,0,4,2,3,9,2,1,0,0,2,5,2,5,77,41,19,9,4,6,12,69,11,30,344,1467
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4035,1,5,2,5,0,2,0,1,6,0,0,1,2,1,0,0,0,1,1,1,3,3,48,17,14,5,0,5,3,59,9,19,213,720
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4036,2,4,1,6,2,2,5,4,8,2,3,3,5,6,6,0,3,2,0,2,4,0,122,45,15,2,4,5,15,107,8,27,418,1423
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4037,2,3,1,8,1,2,2,8,10,0,1,0,2,4,8,2,4,1,1,1,1,1,57,31,8,4,1,2,8,65,7,22,266,953
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4038,2,2,1,1,0,1,3,5,7,1,3,1,1,3,3,1,1,4,1,0,3,2,80,29,4,4,0,9,10,76,11,17,284,982
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4039,2,4,4,3,1,6,2,1,3,0,1,0,1,1,2,4,2,0,0,1,1,2,66,29,30,7,1,7,15,97,17,21,329,910
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4040,2,1,2,5,1,1,3,2,0,1,0,1,4,1,1,1,1,1,3,2,0,2,70,28,15,4,6,6,9,101,10,20,302,962
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4041,1,3,0,1,1,2,1,1,3,1,0,0,2,2,0,1,2,0,0,2,1,1,44,22,19,6,4,7,4,74,11,17,232,746
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4042,2,8,1,1,0,7,3,3,6,0,0,2,3,7,1,3,2,0,0,3,6,1,59,38,18,4,0,4,7,106,10,22,325,999
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4043,2,3,1,4,1,3,0,3,6,1,0,2,3,5,5,1,2,2,0,1,0,2,40,36,29,2,2,4,5,87,15,12,277,938
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4044,2,1,3,6,0,2,1,3,3,0,0,0,3,5,0,2,1,0,1,0,1,5,46,27,20,4,4,5,4,74,14,18,253,855
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4045,2,2,3,1,3,0,3,3,3,0,4,3,0,5,2,0,3,1,1,1,3,3,46,20,14,6,1,0,10,122,7,30,300,827
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4046,2,3,2,1,1,0,1,3,4,1,2,1,2,4,2,0,1,1,0,3,2,1,82,18,9,2,2,3,7,73,5,18,254,970
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4047,2,2,2,1,0,2,0,5,5,0,1,0,2,2,3,1,0,0,0,0,2,6,82,24,8,0,1,2,9,45,8,19,232,756
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4048,1,2,0,0,0,0,1,2,2,0,0,1,3,0,1,0,0,0,0,1,0,1,41,18,14,4,0,4,6,68,5,16,190,675
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4049,2,3,2,4,0,3,1,2,1,0,0,1,2,3,0,2,1,0,1,0,5,2,41,27,116,5,4,7,7,135,16,34,425,1494
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4050,2,5,4,2,2,7,2,3,5,0,0,0,4,3,0,0,0,0,2,1,3,1,41,17,104,5,3,4,7,110,11,35,381,1445
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4051,3,1,3,1,1,6,0,4,3,2,2,5,4,4,1,0,3,1,0,1,5,3,53,39,47,10,5,6,8,154,9,23,404,1502
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4052,2,4,3,1,2,4,1,0,0,0,0,1,5,1,1,1,3,0,1,0,0,1,43,29,32,3,1,2,5,120,16,18,298,1153
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4053,2,7,5,0,3,1,2,2,13,1,3,1,1,3,1,1,3,0,0,1,2,4,38,20,19,2,1,4,8,75,10,14,245,934
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4054,2,1,6,3,0,2,0,2,2,0,0,3,3,3,5,3,0,0,0,3,1,4,64,20,37,6,3,6,10,133,13,6,339,1197
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4055,2,5,2,0,6,4,2,3,9,0,1,1,1,0,2,0,3,2,1,3,3,2,64,24,12,11,1,2,13,111,10,17,315,1384
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4056,2,1,2,6,3,5,1,4,2,0,3,0,5,7,0,2,6,3,0,0,4,4,109,32,12,3,0,1,7,58,10,17,307,1139
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4057,2,3,1,3,2,8,0,1,1,0,2,0,5,2,0,0,0,0,1,0,1,1,42,38,92,5,5,3,8,111,10,27,372,1490
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4058,3,4,4,3,5,1,1,2,5,0,1,0,4,1,1,1,4,0,0,1,0,2,67,19,113,3,0,6,6,99,9,38,400,1540
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4059,2,3,4,5,0,4,1,5,4,0,3,0,8,1,0,1,3,2,1,2,2,0,39,33,12,4,1,12,6,102,9,15,282,807
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4060,2,2,3,3,3,2,6,0,3,1,1,0,3,1,1,2,9,0,0,1,2,2,35,21,16,6,1,7,12,92,15,17,267,853
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4061,1,0,0,4,1,4,1,1,0,0,2,1,4,3,2,1,2,6,1,1,0,1,49,19,11,4,0,5,8,94,23,14,262,721
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4062,2,3,4,1,0,4,1,1,1,0,2,0,5,3,0,0,4,2,0,0,0,3,25,31,11,5,0,6,8,100,17,12,249,768
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4063,1,2,1,1,1,1,3,3,4,1,2,2,2,1,0,2,1,0,1,5,2,1,44,23,11,0,0,6,6,85,8,18,237,744
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4064,2,7,1,3,0,3,6,8,2,0,3,1,4,0,1,1,0,1,0,3,1,2,65,22,5,8,2,4,13,91,8,16,281,824
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4065,2,7,2,4,2,4,2,2,5,0,6,1,6,5,0,0,1,0,1,1,3,5,82,57,18,6,0,4,8,94,5,26,357,1159
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4066,2,5,1,2,3,4,2,4,5,1,1,2,1,2,0,2,2,0,0,8,3,2,49,36,14,6,0,8,10,93,11,28,305,862
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4067,2,3,4,0,2,4,1,5,3,1,1,5,8,3,0,1,4,0,3,3,0,4,57,28,19,4,1,8,17,119,17,22,347,1000
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4068,2,2,4,6,1,5,3,0,3,0,0,1,1,3,2,1,2,1,0,3,2,3,61,26,23,6,1,6,9,122,17,14,328,1077
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4069,2,6,5,2,2,4,3,2,3,2,1,3,4,2,5,0,1,1,2,5,2,3,73,30,6,5,1,12,10,110,9,21,335,874
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4070,2,2,1,4,2,1,0,5,6,2,0,0,4,2,0,1,3,2,1,0,2,2,60,28,18,6,1,6,8,127,19,14,327,1041
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4071,3,7,3,0,1,0,1,2,4,3,4,2,4,3,2,0,2,1,0,2,2,2,115,18,126,3,1,8,13,125,6,46,506,1961
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4072,2,1,1,3,1,0,0,0,3,0,0,0,2,0,1,0,0,0,1,0,2,2,51,13,126,1,3,5,5,74,5,32,332,1045
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4073,3,0,2,4,0,0,0,2,3,1,3,1,0,1,1,2,1,0,0,1,1,0,47,18,73,5,3,7,6,170,10,33,395,1537
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4074,2,5,1,2,1,1,2,1,1,1,2,1,3,0,5,1,2,2,0,2,1,2,30,20,26,3,2,3,8,96,11,18,253,1050
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4075,2,3,5,5,5,6,3,3,2,0,5,0,2,1,3,2,3,0,2,1,3,3,81,41,24,7,1,8,11,87,13,23,353,1339
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4076,2,4,1,5,0,3,1,6,8,2,0,2,2,2,6,1,5,1,3,1,4,1,123,46,6,3,1,2,5,78,6,16,344,1184
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4077,3,3,1,5,5,18,0,3,1,1,5,3,6,6,2,0,2,1,0,6,1,4,141,43,95,5,2,4,13,105,15,31,527,1503
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4078,2,4,2,3,0,3,2,3,0,0,1,0,2,2,0,0,0,1,1,1,3,1,47,13,93,7,4,11,16,207,13,28,468,1389
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4079,2,7,0,1,2,4,3,1,0,0,3,3,2,2,3,2,0,0,2,2,1,2,25,15,14,7,2,2,9,113,9,27,263,904
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4080,2,8,1,0,1,3,0,1,0,1,2,1,6,2,2,0,3,1,1,3,2,1,41,32,16,10,1,3,16,147,11,15,331,1110
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4081,2,2,3,2,0,0,2,3,4,0,10,1,1,2,2,1,2,0,4,1,3,5,82,38,23,2,3,4,12,156,7,29,404,1299
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4082,2,3,1,1,2,2,0,0,6,0,7,0,0,0,2,2,2,0,0,1,0,5,52,13,18,1,0,1,4,63,4,7,197,762
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4083,2,2,2,8,0,1,2,6,4,0,0,3,2,3,1,1,1,0,1,1,3,3,83,41,3,2,0,2,5,32,3,12,227,853
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4084,2,1,2,3,2,2,2,4,7,0,4,0,3,0,2,2,6,0,0,2,2,4,96,40,6,0,0,1,2,41,6,19,259,1029
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4085,2,2,2,10,0,4,1,6,4,0,5,1,2,1,3,2,0,0,0,2,2,2,81,29,6,5,0,0,8,41,8,12,239,993
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4086,2,3,2,2,1,1,3,5,4,1,3,1,5,2,4,1,7,0,1,1,1,3,74,26,36,4,1,9,13,147,9,23,393,1414
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4087,2,2,3,8,0,0,0,5,5,1,2,2,3,0,1,1,2,0,0,1,2,1,47,27,192,3,1,5,7,128,12,18,479,1497
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4088,1,1,1,2,0,4,0,0,1,0,1,1,0,0,0,1,0,0,0,1,2,2,31,15,7,1,1,7,10,65,6,4,164,580
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4089,1,5,1,6,1,4,1,4,7,0,1,0,4,1,2,2,3,0,1,2,4,4,42,30,15,5,2,1,3,39,4,16,210,637
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4090,2,5,3,1,1,0,2,1,6,1,2,2,4,3,2,0,2,1,3,3,3,2,51,53,49,5,1,5,11,129,10,25,386,1177
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4091,3,5,5,3,1,1,2,7,2,1,2,2,3,5,2,1,1,5,0,2,3,2,48,29,95,4,4,9,13,166,18,28,469,1616
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4092,2,2,3,2,2,7,3,9,5,1,1,1,1,1,4,0,4,0,2,2,5,5,104,30,10,5,1,2,11,45,7,23,298,1068
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4093,1,0,0,2,0,1,2,2,3,0,2,0,1,0,2,0,0,0,2,0,1,1,14,3,2,0,1,0,4,28,4,3,78,243
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,4094,2,38,8,7,0,4,4,12,9,2,8,3,3,8,4,0,12,2,3,5,8,10,86,40,38,5,6,14,12,143,14,37,545,517
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,5518,1,0,1,0,2,4,0,1,3,0,0,0,1,1,0,1,1,0,0,0,2,0,53,4,3,3,0,3,5,18,6,5,117,656
4,9,CIUDAD DE MEXICO,5,TLALPAN,12,TLALPAN,5519,1,0,1,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,22,4,1,1,1,0,5,4,2,3,50,304
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1219,2,4,0,5,0,3,0,1,1,1,1,0,2,0,0,0,0,2,0,1,0,6,26,13,57,3,1,1,9,92,13,33,275,912
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1220,2,6,1,3,0,1,0,1,4,1,0,2,1,1,0,1,0,0,0,0,1,0,34,22,38,5,1,2,9,87,7,17,245,869
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1221,2,2,2,3,2,0,2,5,7,6,1,1,4,2,1,1,0,0,0,4,2,2,36,45,83,9,4,6,4,112,17,53,416,1061
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1222,2,4,2,3,1,1,1,0,0,1,2,0,0,0,3,0,1,0,0,2,2,1,33,16,40,5,1,5,8,76,12,36,256,1071
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1223,2,5,6,2,1,4,3,0,2,2,2,1,1,1,0,0,0,0,2,0,2,1,26,14,108,4,3,5,16,100,14,17,342,1047
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1224,2,7,4,1,0,5,1,0,6,4,0,0,1,0,0,0,0,0,0,0,0,1,24,20,52,7,1,4,5,87,8,25,263,836
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1225,2,2,3,1,1,2,0,5,0,5,1,0,1,1,1,1,1,0,1,1,1,0,35,19,99,9,1,6,9,105,9,28,348,904
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1226,2,2,4,0,0,0,1,3,0,5,0,0,0,4,1,0,0,0,0,2,0,0,37,41,91,3,4,8,13,116,12,28,375,1230
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1227,2,8,1,0,2,2,2,0,0,4,0,0,5,0,1,1,0,0,0,0,1,4,26,24,79,8,1,3,7,111,11,29,330,1063
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1228,2,4,4,1,0,3,0,0,0,0,1,0,0,5,0,0,2,3,0,2,1,0,29,20,114,8,5,10,14,116,11,28,381,1065
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1229,2,3,1,2,1,0,2,0,2,6,0,3,5,1,1,0,2,4,0,2,3,1,40,56,95,10,5,4,12,152,13,39,465,1408
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1230,2,3,1,2,1,0,7,1,0,1,0,0,1,1,0,1,0,0,0,2,1,0,36,40,122,6,6,3,12,125,11,19,402,1216
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1231,2,3,0,2,0,1,2,4,5,5,0,1,1,0,0,0,1,0,1,0,2,1,26,21,191,9,4,2,10,137,10,40,479,1448
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1232,2,1,0,1,0,0,0,1,0,3,1,0,1,1,1,0,0,0,0,0,0,2,9,29,243,10,7,9,11,98,13,33,474,1108
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1233,2,2,1,0,0,3,1,1,0,1,0,0,1,1,0,0,0,0,0,1,3,1,18,30,132,3,5,3,3,109,9,37,365,1253
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1234,2,0,0,1,1,5,0,0,0,5,0,0,4,0,0,0,0,1,0,0,0,1,30,18,146,1,1,7,7,142,4,29,403,1146
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1235,2,1,0,1,0,1,0,0,0,2,0,0,1,0,1,0,1,0,0,2,1,1,9,23,88,5,2,4,11,85,13,20,272,1198
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1236,2,1,0,3,4,4,0,1,0,7,1,0,1,2,0,0,0,1,0,1,0,4,13,18,103,6,6,3,9,114,12,38,352,1119
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1237,2,4,2,3,0,0,0,0,1,1,0,2,0,1,1,0,0,0,1,3,3,1,22,15,120,4,6,6,13,111,11,24,355,1449
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1238,2,1,2,1,1,3,1,1,3,4,0,0,2,1,1,1,1,0,0,0,1,0,37,23,163,3,3,6,17,109,10,40,435,1146
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1239,2,4,2,1,0,1,0,0,0,1,1,0,2,1,3,0,0,0,1,0,2,0,12,22,117,6,4,7,10,104,3,31,335,1046
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1240,2,0,4,2,1,2,0,1,2,2,0,1,3,0,1,0,0,0,1,5,4,3,24,17,59,3,0,6,10,113,11,28,303,981
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1241,2,2,0,0,0,2,2,0,4,3,0,0,1,1,0,2,1,0,0,0,0,3,44,16,89,3,0,5,11,91,14,23,317,911
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1242,2,3,0,1,0,2,1,1,2,3,1,1,5,1,0,0,1,0,0,1,0,1,32,16,86,6,1,0,9,116,11,38,339,917
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1243,2,3,3,1,1,1,1,2,2,2,0,0,1,1,0,0,0,0,0,0,0,1,23,12,153,3,3,3,8,116,9,29,378,1116
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1244,3,2,2,2,0,0,1,2,0,2,0,0,1,0,4,0,0,1,0,1,0,0,23,23,255,26,0,2,7,108,7,40,509,1572
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1245,2,2,0,1,0,0,0,4,0,1,0,2,2,1,0,0,0,0,0,1,3,0,14,20,110,3,2,6,14,68,7,35,296,1006
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1246,2,11,1,0,1,1,0,3,1,3,0,0,1,0,0,0,0,0,1,1,0,0,10,12,151,18,7,3,6,108,13,36,388,1485
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1247,2,5,1,2,0,0,0,5,0,2,0,2,1,0,1,0,1,0,3,0,1,2,15,16,93,19,0,8,5,94,10,30,316,826
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1269,2,0,0,1,0,2,0,6,0,2,0,1,2,1,0,0,0,0,0,0,1,0,7,16,158,4,1,4,7,97,14,35,359,1391
4,9,CIUDAD DE MEXICO,6,GUSTAVO A. MADERO,5,GUSTAVO A. MADERO,1270,3,2,0,0,0,1,0,15,0,2,0,0,0,2,0,1,0,1,0,1,0,2,17,36,321,18,3,4,9,95,4,47,581,1501
