CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,RED,PRI_PVEM ,PT_MORENA_ES ,PT_MORENA ,PT_ES ,MORENA_ES , CAND_IND41, CAND_IND42, CAND_IND43, CAND_IND44, CAND_IND45, CAND_IND46, CAND_IND47, CAND_IND48, CAND_IND49, CAND_IND50, CAND_IND51, CAND_IND52, CAND_IND53, CAND_IND54, CAND_IND55, CAND_IND56, CAND_IND57, CAND_IND58, CAND_IND59, CAND_IND60, CAND_IND61, CAND_IND62, CAND_IND63, CAND_IND64, CAND_IND65, CAND_IND66, CAND_IND67, CAND_IND68, CAND_IND69, CAND_IND70, CAND_IND71, CAND_IND72, CAND_IND73, CAND_IND74, CAND_IND75, CAND_IND76, CAND_IND77, CAND_IND78, CAND_IND79, CAND_IND80, CAND_IND81, CAND_IND82, CAND_IND83, CAND_IND84, CAND_IND85, CAND_IND86, CAND_IND87, CAND_IND88, CAND_IND89, CAND_IND90, CAND_IND91, CAND_IND92, CAND_IND93, NUM_VOTOS_VALIDOS, NUM_VOTOS_CAN_NREG, NUM_VOTOS_NULOS, TOTAL_VOTOS, LISTA_NOMINAL
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1282,1,64,38,0,1,34,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,140,0,4,144,434
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1283,1,25,16,0,0,12,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,55,0,2,57,169
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1284,1,82,45,2,0,31,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,163,0,2,165,471
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1285,2,127,110,2,1,48,3,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,300,0,5,305,1020
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1286,2,132,77,2,2,36,4,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,256,0,6,262,821
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1287,1,34,42,1,0,4,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1,2,84,234
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1288,1,41,62,0,3,23,1,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,2,138,445
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1289,1,96,74,0,2,22,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,199,0,2,201,741
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1290,1,50,45,0,1,23,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,121,0,0,121,428
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1291,2,107,85,0,8,40,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,243,0,6,249,766
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1292,3,188,196,1,16,81,6,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,496,0,13,509,1563
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1293,1,91,65,0,2,46,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,207,0,1,208,549
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1294,2,152,78,0,3,40,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,279,0,4,283,789
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1295,1,104,31,0,5,26,4,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,0,0,171,438
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1296,2,137,59,0,3,28,1,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,0,8,241,809
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1297,1,123,50,1,2,38,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,0,4,219,480
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1298,1,127,44,0,5,34,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,214,0,3,217,515
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1299,2,247,105,2,5,57,2,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,423,0,6,429,1232
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1300,1,103,65,0,3,26,0,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,202,0,4,206,596
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1301,1,96,100,1,1,36,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,239,0,3,242,722
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1302,1,62,75,0,1,14,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,0,4,156,533
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1303,1,49,51,1,0,12,0,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,1,116,375
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1304,2,160,145,2,9,43,1,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,0,8,375,923
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1305,2,156,113,1,5,36,3,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,319,0,10,329,849
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1306,1,81,63,0,2,26,0,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,0,2,178,519
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1307,3,414,200,1,8,80,6,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,718,0,10,728,1858
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1308,1,99,66,0,4,21,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,0,3,195,588
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1309,3,434,188,2,7,90,2,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,734,1,9,744,1806
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1310,3,310,166,2,5,73,5,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,567,0,11,578,1503
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1311,2,248,124,1,6,76,4,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,468,0,10,478,1244
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1312,2,388,138,0,6,68,3,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,614,0,5,619,1397
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1313,2,148,72,0,3,36,6,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,270,1,14,285,1281
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1314,2,241,133,0,14,75,5,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,473,0,12,485,1296
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1315,2,381,136,1,2,77,2,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,0,10,617,1425
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1316,2,239,153,0,4,50,0,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,459,0,14,473,1436
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1317,1,87,68,0,0,20,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,0,7,186,642
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1318,2,274,151,1,3,52,0,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,0,6,493,1225
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1319,2,125,70,0,1,36,0,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,0,2,240,797
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1320,1,106,61,1,1,28,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0,6,205,544
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1321,1,64,69,0,1,45,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0,5,186,533
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1322,1,54,57,0,0,25,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,137,0,2,139,364
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1323,1,42,50,0,2,12,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,108,0,2,110,315
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1324,1,59,57,0,2,26,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,148,0,4,152,474
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1325,1,146,77,1,1,16,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,246,0,3,249,749
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1326,3,400,164,3,4,59,5,12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,0,6,654,1520
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1327,1,112,72,0,3,26,1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,1,4,221,658
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1328,1,81,51,1,0,24,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,160,0,4,164,568
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1329,2,287,86,1,6,52,3,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,443,0,11,454,1333
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1330,2,369,209,2,0,45,4,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,637,0,5,642,1269
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1335,2,316,107,1,1,29,2,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,467,1,6,474,1313
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1336,3,367,191,3,8,55,1,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,636,0,14,650,1706
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1337,2,193,81,0,3,26,6,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,1,7,324,1066
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1338,2,219,107,0,3,21,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,0,4,358,1215
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1339,2,109,101,0,1,45,0,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,261,0,6,267,816
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1340,1,41,51,0,0,11,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,0,105,391
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1341,1,87,87,1,1,23,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,1,201,510
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1342,1,88,100,0,1,42,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,0,11,243,747
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1343,2,132,121,1,1,61,2,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,322,0,7,329,863
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1344,1,87,108,0,1,36,1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,0,10,245,660
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1345,1,145,83,2,0,28,3,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,0,3,265,650
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1346,2,270,99,0,1,41,3,10,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,429,0,7,436,1318
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1347,2,127,48,2,1,24,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,0,3,207,942
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1348,1,76,29,1,0,10,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,0,1,118,671
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1349,1,146,123,1,2,24,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,297,0,2,299,683
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1361,2,206,80,1,1,32,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,324,0,3,327,786
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1364,3,379,183,1,2,88,6,16,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,680,0,11,691,1723
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1365,2,316,175,3,2,43,3,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,549,0,6,555,1416
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1366,2,168,141,0,1,42,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,0,5,359,1008
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1367,2,192,154,0,3,58,0,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,0,4,416,1089
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1368,2,167,114,1,2,54,0,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,350,0,11,361,925
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1369,2,107,212,0,3,31,4,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,0,13,371,986
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1370,2,46,203,0,2,15,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,0,13,283,974
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1371,2,33,169,1,3,22,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,10,240,1112
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1372,2,121,154,0,5,42,6,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,330,0,7,337,1152
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1373,2,88,184,0,4,33,3,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,0,15,328,1226
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1399,3,140,324,1,5,63,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,0,8,546,1887
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1400,4,152,378,0,10,51,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,0,27,623,2582
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1651,2,98,83,1,5,45,5,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,239,0,16,255,786
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1652,1,146,94,2,2,33,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,0,3,282,727
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1653,2,167,116,0,6,54,2,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,353,0,5,358,1045
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1654,1,83,61,2,6,31,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,189,0,2,191,735
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1655,1,98,75,0,8,30,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0,10,226,728
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1656,2,88,111,0,14,48,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,0,12,274,855
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1657,2,222,90,2,5,59,2,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,387,0,9,396,1192
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1658,2,139,159,2,4,58,3,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,0,11,379,1031
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1659,2,164,127,0,13,72,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,379,0,11,390,1447
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1660,2,100,98,1,11,43,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,258,0,9,267,918
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1661,2,113,119,1,5,30,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,1,8,278,859
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1662,1,96,87,0,7,28,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,223,0,5,228,715
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1663,2,96,109,1,3,33,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,245,0,4,249,785
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1664,1,62,57,1,3,22,0,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,0,3,150,601
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1665,1,26,57,0,2,8,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,95,0,2,97,408
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1666,1,36,72,1,3,27,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,140,0,2,142,428
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1667,1,80,88,1,2,31,4,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,208,0,5,213,718
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1668,1,86,62,0,6,22,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,5,185,567
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1669,1,43,60,0,3,18,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,128,0,8,136,360
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1670,1,75,75,0,4,20,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,0,7,182,711
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1671,2,89,125,0,6,29,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,0,14,267,781
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1672,2,107,82,0,9,39,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,2,10,251,755
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1673,2,135,173,0,8,57,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,379,0,9,388,1261
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1674,2,88,130,3,7,66,0,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0,9,305,1081
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1675,2,48,60,0,4,35,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,150,0,1,151,1124
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1676,2,101,117,0,9,60,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,0,10,298,1074
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1677,1,27,72,0,2,10,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,112,0,2,114,315
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1678,1,43,88,0,3,26,0,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,0,2,165,593
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1679,2,131,112,3,3,37,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,291,0,4,295,913
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1680,2,138,202,0,6,62,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,417,0,6,423,1227
2,19,NUEVO LEON,6,MONTERREY,40,MONTERREY,1681,2,111,126,0,6,45,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,294,0,14,308,984
