DTTO. LOCAL,CVE,MUNICIPIO,Sección,Casillas,PAN,PRI,PRD,PT,PVEM,CD,PSN,PAS,PAC,COALICION,Nulos,No Registrados,TOTAL
7,31,Chilon,487,X1,3,69,149,4,0,0,0,13,0,,8,0,246
7,31,Chilon,488,B,23,215,73,5,1,0,0,1,0,,8,0,326
7,31,Chilon,488,X1,3,84,263,4,0,0,0,2,0,,15,0,371
7,31,Chilon,488,X2,2,79,285,2,0,0,0,2,0,,15,0,385
,,,,,,,,,,,,,,,,,
16,32,Escuintla,489,B,156,61,46,1,0,0,0,0,0,,2,0,266
16,32,Escuintla,489,CA,157,61,60,3,0,0,0,0,0,,6,0,287
16,32,Escuintla,489,X1,98,77,12,3,0,0,0,0,0,,7,0,197
16,32,Escuintla,490,B,282,73,25,2,0,0,0,0,0,,11,0,393
16,32,Escuintla,490,CA,267,67,30,2,0,0,0,0,0,,3,0,369
16,32,Escuintla,490,CB,264,76,43,2,0,0,0,0,0,,5,0,390
16,32,Escuintla,491,B,334,66,24,5,0,0,0,0,0,,14,0,443
16,32,Escuintla,491,CA,344,73,20,7,0,0,0,0,0,,7,0,451
16,32,Escuintla,491,CB,337,73,26,1,0,0,0,0,0,,3,3,443
16,32,Escuintla,492,B,51,48,59,99,0,0,0,0,0,,6,0,263
16,32,Escuintla,492,X1,20,59,8,48,0,0,0,0,0,,12,0,147
16,32,Escuintla,493,B,69,153,1,49,0,0,0,0,0,,17,0,289
16,32,Escuintla,493,X1,63,134,3,11,0,0,0,0,0,,13,0,224
16,32,Escuintla,494,B,61,103,26,8,0,0,0,0,0,,15,0,213
16,32,Escuintla,494,CA,37,104,32,5,0,0,0,0,0,,9,0,187
16,32,Escuintla,494,X1,19,20,28,6,0,0,0,0,0,,1,0,74
16,32,Escuintla,495,B,103,81,12,21,0,0,0,0,0,,16,0,233
16,32,Escuintla,495,X1,48,11,4,7,0,0,0,0,0,,1,1,72
16,32,Escuintla,496,B,80,198,44,12,0,0,0,0,0,,16,0,350
16,32,Escuintla,496,CA,99,175,42,27,0,0,0,0,0,,8,0,351
16,32,Escuintla,496,X1,19,96,7,38,0,0,0,0,0,,5,0,165
16,32,Escuintla,497,B,132,180,19,10,0,0,0,0,0,,12,0,353
16,32,Escuintla,497,CA,138,194,27,16,0,0,0,0,0,,12,0,387
16,32,Escuintla,498,B,73,147,68,9,0,0,0,0,0,,5,0,302
16,32,Escuintla,498,CA,70,106,59,16,0,0,0,0,0,,7,0,258
16,32,Escuintla,499,B,80,114,7,30,0,0,0,0,0,,16,0,247
16,32,Escuintla,499,CA,77,137,4,36,0,0,0,0,0,,7,0,261
16,32,Escuintla,500,B,152,148,108,10,0,0,0,0,0,,11,0,429
16,32,Escuintla,500,CA,208,112,95,10,0,0,0,0,0,,7,1,433
16,32,Escuintla,500,X1,34,23,13,4,0,0,0,0,0,,0,0,74
16,32,Escuintla,501,B,219,84,16,4,0,0,0,0,0,,4,0,327
16,32,Escuintla,501,CA,239,94,14,11,0,0,0,0,0,,7,0,365
,,,,,,,,,,,,,,,,,
13,33,Francisco Leon,502,B,111,0,184,0,0,0,0,0,0,,5,2,302
13,33,Francisco Leon,502,CA,169,0,141,0,0,0,0,0,0,,6,3,319
13,33,Francisco Leon,502,X1,164,0,284,0,0,0,0,0,0,,17,2,467
13,33,Francisco Leon,502,X2,26,0,123,0,0,0,0,0,0,,8,2,159
13,33,Francisco Leon,503,B,155,0,98,0,0,0,0,0,0,,6,3,262
13,33,Francisco Leon,503,X1,120,0,39,0,0,0,0,0,0,,15,2,176
13,33,Francisco Leon,503,X2,109,0,15,0,0,0,0,0,0,,8,3,135
13,33,Francisco Leon,503,X3,0,0,0,0,0,0,0,0,0,,0,0,0
,,,,,,,,,,,,,,,,,
17,34,Frontera Comalapa,504,B,37,57,53,11,48,54,0,8,0,,12,0,280
17,34,Frontera Comalapa,504,CA,22,81,57,3,22,58,0,6,0,,5,0,254
17,34,Frontera Comalapa,504,CB,24,80,45,18,26,42,0,9,0,,7,0,251
17,34,Frontera Comalapa,505,B,52,95,30,4,42,51,0,10,0,,3,0,287
17,34,Frontera Comalapa,505,CA,34,84,61,0,34,45,0,8,0,,1,0,267
17,34,Frontera Comalapa,505,CB,30,96,63,2,21,47,0,9,0,,4,0,272
17,34,Frontera Comalapa,506,B,60,115,45,7,28,71,0,4,0,,13,0,343
17,34,Frontera Comalapa,506,CA,56,73,46,15,31,37,0,4,0,,13,0,275
17,34,Frontera Comalapa,506,CB,46,106,63,22,21,61,0,4,0,,10,0,333
17,34,Frontera Comalapa,507,B,40,81,28,8,54,30,0,5,0,,11,0,257
17,34,Frontera Comalapa,507,CA,31,72,30,8,39,54,0,6,0,,11,0,251
17,34,Frontera Comalapa,507,CB,26,90,45,6,12,31,0,2,0,,9,0,221
17,34,Frontera Comalapa,507,CC,21,95,52,12,29,36,0,3,0,,10,0,258
17,34,Frontera Comalapa,508,B,27,71,41,10,47,33,0,8,0,,9,0,246
17,34,Frontera Comalapa,508,CA,17,86,44,20,25,35,0,7,0,,0,0,234
17,34,Frontera Comalapa,509,B,56,153,15,22,1,25,0,2,0,,23,0,297
17,34,Frontera Comalapa,510,B,4,117,3,11,1,14,0,1,0,,4,0,155
17,34,Frontera Comalapa,511,B,10,20,34,4,10,75,0,0,0,,6,0,159
17,34,Frontera Comalapa,511,CA,4,29,27,2,8,76,0,0,0,,7,0,153
17,34,Frontera Comalapa,512,B,10,53,36,18,17,79,0,4,0,,7,0,224
17,34,Frontera Comalapa,512,CA,16,95,43,9,16,60,0,1,0,,9,0,249
17,34,Frontera Comalapa,513,B,7,201,9,45,2,36,0,3,0,,13,0,316
17,34,Frontera Comalapa,514,B,0,64,63,2,0,83,0,1,0,,15,0,228
17,34,Frontera Comalapa,514,CA,4,66,66,0,1,71,0,0,0,,6,0,214
17,34,Frontera Comalapa,515,B,7,50,15,0,2,34,0,0,0,,4,0,112
17,34,Frontera Comalapa,516,B,2,80,20,4,3,106,0,3,0,,15,0,233
17,34,Frontera Comalapa,516,X1,7,94,2,4,4,15,0,0,0,,4,0,130
17,34,Frontera Comalapa,517,B,3,108,18,2,38,102,0,23,0,,11,0,305
17,34,Frontera Comalapa,517,CA,2,76,21,3,54,98,0,17,0,,14,0,285
17,34,Frontera Comalapa,518,B,4,121,5,2,12,13,0,21,0,,5,0,183
17,34,Frontera Comalapa,519,B,6,41,2,1,1,14,0,0,0,,1,0,66
17,34,Frontera Comalapa,520,B,8,163,28,6,13,59,0,2,0,,14,0,293
17,34,Frontera Comalapa,520,CA,6,199,24,9,18,59,0,2,0,,16,0,333
17,34,Frontera Comalapa,521,B,2,63,23,3,2,31,0,0,0,,11,0,135
17,34,Frontera Comalapa,521,CA,3,73,11,4,1,31,0,2,0,,7,0,132
17,34,Frontera Comalapa,522,B,2,106,13,1,2,38,0,1,0,,5,0,168
17,34,Frontera Comalapa,523,B,1,61,9,0,4,31,0,1,0,,3,0,110
17,34,Frontera Comalapa,523,X1,4,56,46,1,18,33,0,73,0,,10,0,241
17,34,Frontera Comalapa,524,B,2,180,6,8,32,158,0,3,0,,9,0,398
17,34,Frontera Comalapa,525,B,12,111,46,24,10,36,0,0,0,,9,0,248
17,34,Frontera Comalapa,525,X1,2,46,80,0,4,27,0,0,0,,8,0,167
17,34,Frontera Comalapa,526,B,42,102,10,3,32,34,0,3,0,,4,0,230
17,34,Frontera Comalapa,527,B,8,111,23,9,6,59,0,4,0,,5,0,225
17,34,Frontera Comalapa,527,CA,9,88,45,5,4,50,0,3,0,,6,0,210
17,34,Frontera Comalapa,528,B,1,180,5,2,2,58,0,1,0,,7,0,256
17,34,Frontera Comalapa,529,B,2,323,54,0,7,81,0,0,0,,12,0,479
17,34,Frontera Comalapa,529,CA,5,285,55,2,7,59,0,1,0,,8,0,422
17,34,Frontera Comalapa,530,B,9,123,104,1,4,59,0,1,0,,12,0,313
17,34,Frontera Comalapa,530,CA,9,94,121,2,5,39,0,0,0,,9,0,279
17,34,Frontera Comalapa,531,B,2,109,67,1,13,46,0,1,0,,7,0,246
17,34,Frontera Comalapa,531,CA,3,120,77,4,6,33,0,0,0,,10,0,253
,,,,,,,,,,,,,,,,,
24,35,Frontera Hidalgo,532,B,80,124,107,23,9,0,0,6,0,,19,0,368
24,35,Frontera Hidalgo,532,CA,106,158,91,14,3,0,0,6,0,,15,0,393
24,35,Frontera Hidalgo,532,CB,75,140,125,22,2,0,0,26,0,,11,0,401
24,35,Frontera Hidalgo,533,B,66,162,82,38,4,0,0,9,0,,15,0,376
24,35,Frontera Hidalgo,533,CA,74,152,92,37,6,0,0,17,0,,11,0,389
24,35,Frontera Hidalgo,534,B,150,143,154,13,0,0,0,11,0,,12,0,483
24,35,Frontera Hidalgo,535,B,45,105,99,79,2,0,0,4,0,,13,0,347
24,35,Frontera Hidalgo,535,CA,49,91,114,58,2,0,0,4,0,,10,0,328
24,35,Frontera Hidalgo,536,B,140,85,106,25,5,0,0,10,0,,15,0,386
24,35,Frontera Hidalgo,536,CA,180,120,100,9,7,0,0,10,0,,7,0,433
,,,,,,,,,,,,,,,,,
17,36,La Grandeza,537,B,2,232,145,0,0,0,0,0,0,,6,0,385
17,36,La Grandeza,537,CA,5,202,150,0,0,0,0,0,0,,8,0,365
17,36,La Grandeza,538,B,1,137,129,0,0,0,0,0,0,,1,0,268
17,36,La Grandeza,538,CA,0,138,106,0,0,0,0,0,0,,4,0,248
17,36,La Grandeza,539,B,0,144,158,0,0,0,0,0,0,,7,0,309
17,36,La Grandeza,539,CA,1,189,143,0,0,0,0,0,0,,2,0,335
,,,,,,,,,,,,,,,,,
16,37,Huehuetan,540,B,127,128,58,4,0,0,0,0,0,,0,0,317
16,37,Huehuetan,540,CA,119,137,62,3,0,0,0,0,0,,9,0,330
16,37,Huehuetan,540,CB,123,125,61,1,0,0,0,0,0,,12,0,322
16,37,Huehuetan,541,B,215,162,100,1,0,0,0,0,0,,9,0,487
16,37,Huehuetan,541,CA,174,175,103,2,0,0,0,0,0,,13,0,467
16,37,Huehuetan,542,B,183,124,95,15,0,0,0,0,0,,18,0,435
16,37,Huehuetan,542,CA,183,141,98,4,0,0,0,0,0,,19,0,445
16,37,Huehuetan,543,B,0,0,0,0,0,0,0,0,0,,0,0,0
16,37,Huehuetan,543,CA,0,0,0,0,0,0,0,0,0,,0,0,0
16,37,Huehuetan,543,CB,86,107,144,2,0,0,0,0,0,,13,0,352
16,37,Huehuetan,544,B,55,196,102,4,0,0,0,0,0,,12,0,369
16,37,Huehuetan,545,B,52,164,115,3,0,0,0,0,0,,9,0,343
16,37,Huehuetan,545,CA,42,160,107,1,0,0,0,0,0,,14,0,324
16,37,Huehuetan,546,B,129,57,81,2,0,0,0,0,0,,12,0,281
16,37,Huehuetan,546,CA,130,38,83,0,0,0,0,0,0,,9,0,260
16,37,Huehuetan,547,B,55,94,167,8,0,0,0,0,0,,8,0,332
16,37,Huehuetan,547,CA,72,76,133,3,0,0,0,0,0,,18,0,302
16,37,Huehuetan,548,B,80,38,191,11,0,0,0,0,0,,1,0,321
16,37,Huehuetan,548,CA,0,0,0,0,0,0,0,0,0,,0,0,0
16,37,Huehuetan,548,CB,62,46,217,16,0,0,0,0,0,,18,0,359
16,37,Huehuetan,549,B,103,104,163,3,0,0,0,0,0,,10,0,383
16,37,Huehuetan,550,B,14,111,72,6,0,0,0,0,0,,2,0,205
16,37,Huehuetan,550,X1,43,79,19,1,0,0,0,0,0,,5,0,147
16,37,Huehuetan,551,B,120,115,59,10,0,0,0,0,0,,19,0,323
16,37,Huehuetan,552,B,50,27,212,6,0,0,0,0,0,,7,0,302
16,37,Huehuetan,552,CA,100,19,186,5,0,0,0,0,0,,13,0,323
16,37,Huehuetan,552,CB,95,25,174,1,0,0,0,0,0,,7,0,302
16,37,Huehuetan,553,B,0,0,0,0,0,0,0,0,0,,0,0,0
16,37,Huehuetan,553,CA,64,22,205,0,0,0,0,0,0,,9,0,300
16,37,Huehuetan,553,CB,80,44,171,3,0,0,0,0,0,,8,0,306
16,37,Huehuetan,554,B,99,213,128,5,0,0,0,0,0,,12,0,457
16,37,Huehuetan,554,X1,60,75,123,6,0,0,0,0,0,,14,0,278
16,37,Huehuetan,555,B,72,145,44,2,0,0,0,0,0,,7,0,270
16,37,Huehuetan,555,CA,94,144,33,2,0,0,0,0,0,,10,0,283
,,,,,,,,,,,,,,,,,
10,38,Huitiupan,556,B,98,111,63,79,0,0,0,0,0,,12,0,363
10,38,Huitiupan,556,CA,70,111,93,89,0,0,0,0,0,,5,0,368
10,38,Huitiupan,557,B,74,6,163,21,0,0,0,0,0,,10,0,274
10,38,Huitiupan,557,X1,36,217,124,49,0,0,0,0,0,,43,0,469
10,38,Huitiupan,558,B,32,139,44,139,0,0,0,0,0,,0,0,354
10,38,Huitiupan,558,X1,20,34,146,60,0,0,0,0,0,,7,1,268
10,38,Huitiupan,559,B,11,103,114,68,0,0,0,0,0,,10,0,306
10,38,Huitiupan,559,CA,4,114,134,43,0,0,0,0,0,,8,0,303
10,38,Huitiupan,560,B,31,119,64,52,0,0,0,0,0,,0,0,266
10,38,Huitiupan,560,CA,42,120,57,77,0,0,0,0,0,,16,0,312
10,38,Huitiupan,561,B,6,97,95,51,0,0,0,0,0,,20,0,269
10,38,Huitiupan,561,CA,7,81,119,28,0,0,0,0,0,,24,0,259
10,38,Huitiupan,561,X1,48,31,6,135,0,0,0,0,0,,11,0,231
10,38,Huitiupan,562,B,7,113,219,78,0,0,0,0,0,,19,0,436
10,38,Huitiupan,563,B,81,101,49,106,0,0,0,0,0,,23,0,360
10,38,Huitiupan,563,X1,10,73,40,137,0,0,0,0,0,,47,0,307
10,38,Huitiupan,564,B,11,129,97,26,0,0,0,0,0,,16,0,279
10,38,Huitiupan,565,B,15,13,190,22,0,0,0,0,0,,9,0,249
10,38,Huitiupan,565,X1,31,38,36,129,0,0,0,0,0,,24,0,258
,,,,,,,,,,,,,,,,,
21,39,Huixtan,566,B,9,141,56,0,0,0,0,0,0,,14,0,220
21,39,Huixtan,566,CA,8,149,42,0,0,0,0,0,0,,15,0,214
21,39,Huixtan,567,B,21,175,111,0,0,0,0,0,0,,25,0,332
21,39,Huixtan,568,B,3,166,54,0,0,0,0,0,0,,15,0,238
21,39,Huixtan,568,X1,8,274,19,0,0,0,0,0,0,,34,0,335
21,39,Huixtan,569,B,4,168,127,0,0,0,0,0,0,,16,0,315
21,39,Huixtan,569,X1,3,144,112,0,0,0,0,0,0,,10,0,269
21,39,Huixtan,570,B,17,162,48,0,0,0,0,0,0,,9,0,236
21,39,Huixtan,570,X1,4,5,301,0,0,0,0,0,0,,14,0,324
21,39,Huixtan,571,B,9,240,27,0,0,0,0,0,0,,4,0,280
21,39,Huixtan,571,CA,19,225,23,0,0,0,0,0,0,,8,0,275
21,39,Huixtan,572,B,3,211,24,0,0,0,0,0,0,,5,0,243
21,39,Huixtan,572,X1,2,1,93,0,0,0,0,0,0,,2,0,98
21,39,Huixtan,572,X2,0,142,30,0,0,0,0,0,0,,3,0,175
21,39,Huixtan,573,B,0,76,149,0,0,0,0,0,0,,0,0,225
21,39,Huixtan,574,B,3,135,229,0,0,0,0,0,0,,21,0,388
21,39,Huixtan,574,X1,4,203,43,0,0,0,0,0,0,,22,0,272
21,39,Huixtan,575,B,9,143,30,0,0,0,0,0,0,,23,0,205
21,39,Huixtan,575,CA,7,204,30,0,0,0,0,0,0,,22,0,263
21,39,Huixtan,576,B,2,140,82,0,0,0,0,0,0,,26,0,250
21,39,Huixtan,576,CA,7,124,102,0,0,0,0,0,0,,11,0,244
,,,,,,,,,,,,,,,,,
16,40,Huixtla,577,B,107,57,6,130,0,0,0,0,0,,12,0,312
16,40,Huixtla,577,CA,113,52,9,135,0,0,0,0,0,,18,0,327
16,40,Huixtla,578,B,98,41,8,106,0,0,0,0,0,,9,0,262
16,40,Huixtla,578,CA,97,38,6,102,0,0,0,0,0,,11,0,254
16,40,Huixtla,578,CB,77,32,4,122,0,0,0,0,0,,12,0,247
16,40,Huixtla,579,B,109,51,7,90,0,0,0,0,0,,8,0,265
16,40,Huixtla,579,CA,119,41,7,101,0,0,0,0,0,,0,0,268
16,40,Huixtla,580,B,73,37,1,134,0,0,0,0,0,,5,0,250
16,40,Huixtla,580,CA,86,48,2,120,0,0,0,0,0,,5,0,261
16,40,Huixtla,580,CB,90,33,7,109,0,0,0,0,0,,5,0,244
16,40,Huixtla,581,B,92,31,5,89,0,0,0,0,0,,9,0,226
16,40,Huixtla,581,CA,110,34,6,97,0,0,0,0,0,,10,0,257
16,40,Huixtla,582,B,147,45,4,88,0,0,0,0,0,,5,0,289
16,40,Huixtla,582,CA,132,37,6,73,0,0,0,0,0,,0,0,248
16,40,Huixtla,583,B,120,53,7,101,0,0,0,0,0,,8,0,289
16,40,Huixtla,583,CA,118,53,9,95,0,0,0,0,0,,3,0,278
16,40,Huixtla,584,B,111,61,8,94,0,0,0,0,0,,0,0,274
16,40,Huixtla,584,CA,115,31,4,100,0,0,0,0,0,,7,0,257
16,40,Huixtla,584,CB,114,33,6,84,0,0,0,0,0,,7,0,244
16,40,Huixtla,585,B,132,45,9,86,0,0,0,0,0,,6,0,278
16,40,Huixtla,585,CA,136,46,12,82,0,0,0,0,0,,3,0,279
16,40,Huixtla,586,B,122,51,11,87,0,0,0,0,0,,0,0,271
16,40,Huixtla,586,CA,131,62,7,89,0,0,0,0,0,,4,0,293
16,40,Huixtla,586,CB,113,69,6,64,0,0,0,0,0,,9,0,261
16,40,Huixtla,587,B,116,58,10,119,0,0,0,0,0,,7,1,311
16,40,Huixtla,587,CA,124,61,33,99,0,0,0,0,0,,0,0,317
16,40,Huixtla,587,CB,120,42,32,91,0,0,0,0,0,,0,0,285
16,40,Huixtla,588,B,140,67,23,104,0,0,0,0,0,,12,0,346
16,40,Huixtla,588,CA,0,0,0,0,0,0,0,0,0,,0,0,0
16,40,Huixtla,589,B,129,71,3,108,0,0,0,0,0,,12,0,323
16,40,Huixtla,589,CA,162,40,4,93,0,0,0,0,0,,15,0,314
16,40,Huixtla,589,CB,129,49,5,103,0,0,0,0,0,,16,0,302
16,40,Huixtla,590,B,94,40,9,86,0,0,0,0,0,,8,0,237
16,40,Huixtla,590,CA,112,32,8,101,0,0,0,0,0,,7,0,260
16,40,Huixtla,591,B,124,71,1,21,0,0,0,0,0,,4,0,221
16,40,Huixtla,591,X1,58,59,3,73,0,0,0,0,0,,9,0,202
16,40,Huixtla,592,B,140,75,2,76,0,0,0,0,0,,28,0,321
16,40,Huixtla,593,B,123,60,2,97,0,0,0,0,0,,8,0,290
16,40,Huixtla,593,X1,84,70,3,67,0,0,0,0,0,,12,0,236
16,40,Huixtla,594,B,94,61,11,144,0,0,0,0,0,,17,0,327
16,40,Huixtla,594,X1,71,31,3,5,0,0,0,0,0,,9,0,119
16,40,Huixtla,595,B,141,46,2,58,0,0,0,0,0,,35,0,282
16,40,Huixtla,595,CA,188,67,1,65,0,0,0,0,0,,16,0,337
16,40,Huixtla,596,B,167,59,5,66,0,0,0,0,0,,8,0,305
16,40,Huixtla,596,CA,176,47,3,63,0,0,0,0,0,,16,0,305
16,40,Huixtla,597,B,175,55,5,44,0,0,0,0,0,,11,0,290
16,40,Huixtla,597,CA,163,40,2,44,0,0,0,0,0,,14,0,263
16,40,Huixtla,598,B,201,127,10,88,0,0,0,0,0,,11,0,437
16,40,Huixtla,598,CA,188,138,9,80,0,0,0,0,0,,15,0,430
16,40,Huixtla,599,B,148,129,5,128,0,0,0,0,0,,0,0,410
16,40,Huixtla,599,CA,155,147,5,93,0,0,0,0,0,,9,0,409
16,40,Huixtla,600,B,260,88,6,84,0,0,0,0,0,,12,0,450
16,40,Huixtla,601,B,113,8,4,23,0,0,0,0,0,,4,0,152
,,,,,,,,,,,,,,,,,
20,41,La Independencia,602,B,68,184,68,0,0,0,0,33,0,8,0,0,361
20,41,La Independencia,602,CA,92,134,119,0,0,0,0,27,0,3,15,0,390
20,41,La Independencia,602,CB,87,149,100,0,0,0,0,29,1,11,18,0,395
20,41,La Independencia,603,B,46,104,44,0,0,0,0,94,1,6,7,0,302
20,41,La Independencia,603,CA,48,119,33,0,0,0,0,81,0,5,5,0,291
20,41,La Independencia,604,B,134,141,107,0,0,0,0,8,0,21,13,0,424
20,41,La Independencia,604,CA,161,129,109,0,0,0,0,3,2,20,22,0,446
20,41,La Independencia,605,B,104,90,19,0,0,0,0,3,0,27,8,0,251
20,41,La Independencia,605,CA,46,102,8,0,0,0,0,2,0,25,15,0,198
20,41,La Independencia,606,B,21,66,127,0,0,0,0,22,0,72,20,0,328
20,41,La Independencia,606,CA,12,37,168,0,0,0,0,46,0,49,13,0,325
20,41,La Independencia,607,B,76,135,68,0,0,0,0,87,1,48,23,0,438
20,41,La Independencia,607,CA,63,133,142,0,0,0,0,83,0,25,0,0,446
20,41,La Independencia,608,B,41,100,118,0,0,0,0,0,0,2,7,0,268
20,41,La Independencia,608,CA,34,71,54,0,0,0,0,2,0,1,7,0,169
20,41,La Independencia,608,X1,13,131,124,0,0,0,0,2,0,1,16,0,287
20,41,La Independencia,608,X2,9,142,101,0,0,0,0,2,0,1,6,0,261
20,41,La Independencia,609,B,15,52,112,0,0,0,0,47,0,0,13,0,239
20,41,La Independencia,609,CA,27,58,94,0,0,0,0,28,0,0,13,0,220
20,41,La Independencia,610,B,146,126,13,0,0,0,0,23,2,3,11,0,324
20,41,La Independencia,610,CA,144,112,17,0,0,0,0,19,0,1,16,0,309
20,41,La Independencia,611,B,91,138,101,0,0,0,0,2,0,1,11,0,344
20,41,La Independencia,612,B,305,67,59,0,0,0,0,3,0,3,10,0,447
20,41,La Independencia,612,CA,256,79,35,0,0,0,0,1,0,5,15,0,391
20,41,La Independencia,613,B,112,139,43,0,0,0,0,33,0,1,17,0,345
20,41,La Independencia,613,CA,89,119,28,0,0,0,0,17,0,1,13,0,267
20,41,La Independencia,614,B,169,122,34,0,0,0,0,2,0,2,21,0,350
20,41,La Independencia,614,CA,153,130,19,0,0,0,0,1,0,3,12,0,318
20,41,La Independencia,615,B,3,53,4,0,0,0,0,11,1,191,0,0,263
20,41,La Independencia,615,CA,7,36,6,0,0,0,0,24,0,160,10,0,243
20,41,La Independencia,616,B,6,70,3,0,0,0,0,28,0,161,58,0,326
20,41,La Independencia,616,CA,6,120,3,0,0,0,0,25,0,137,18,0,309
,,,,,,,,,,,,,,,,,
12,42,Ixhuatan,617,B,20,151,118,0,0,0,0,0,0,,6,0,295
12,42,Ixhuatan,617,CA,23,128,107,0,0,0,0,0,0,,13,0,271
12,42,Ixhuatan,618,B,15,152,203,0,0,0,0,0,0,,10,0,380
12,42,Ixhuatan,618,CA,16,145,200,0,0,0,0,0,0,,9,0,370
12,42,Ixhuatan,618,X1,32,192,109,0,0,0,0,0,0,,17,0,350
12,42,Ixhuatan,619,B,35,244,89,0,0,0,0,0,0,,15,0,383
12,42,Ixhuatan,619,X1,2,160,94,0,0,0,0,0,0,,10,0,266
12,42,Ixhuatan,620,B,14,203,188,0,0,0,0,0,0,,22,0,427
12,42,Ixhuatan,620,CA,6,159,277,0,0,0,0,0,0,,7,0,449
,,,,,,,,,,,,,,,,,
12,43,Ixtacomitan,621,B,105,168,134,0,8,0,0,0,0,,7,0,422
12,43,Ixtacomitan,621,CA,94,173,106,0,5,0,0,0,0,,0,0,378
12,43,Ixtacomitan,622,B,126,210,159,0,7,0,0,0,0,,8,0,510
12,43,Ixtacomitan,622,CA,139,187,143,0,7,0,0,0,0,,12,0,488
12,43,Ixtacomitan,623,B,45,174,32,0,2,0,0,0,0,,12,0,265
12,43,Ixtacomitan,623,CA,23,185,39,0,8,0,0,0,0,,4,0,259
12,43,Ixtacomitan,624,B,82,181,46,0,1,0,0,0,0,,3,0,313
12,43,Ixtacomitan,625,B,59,100,43,0,1,0,0,0,0,,8,0,211
12,43,Ixtacomitan,626,B,84,197,64,0,3,0,0,0,0,,12,0,360
12,43,Ixtacomitan,626,CA,54,188,108,0,2,0,0,0,0,,6,0,358
,,,,,,,,,,,,,,,,,
3,44,Ixtapa,627,B,46,102,68,149,4,0,0,86,9,,9,0,473
3,44,Ixtapa,627,CA,31,67,106,171,10,0,0,60,6,,7,0,458
3,44,Ixtapa,628,B,33,122,106,153,4,0,0,63,5,,6,0,492
3,44,Ixtapa,628,CA,41,95,118,165,6,0,0,49,11,,46,0,531
3,44,Ixtapa,629,B,0,0,0,0,0,0,0,0,0,,0,0,0
3,44,Ixtapa,629,X1,2,121,49,55,1,0,0,47,1,,2,0,278
3,44,Ixtapa,630,B,1,150,30,32,1,0,0,37,1,,4,2,258
3,44,Ixtapa,630,X1,1,163,58,58,1,0,0,104,0,,9,0,394
3,44,Ixtapa,631,B,3,86,179,80,13,0,0,156,6,,18,0,541
3,44,Ixtapa,631,CA,3,48,239,45,7,0,0,221,8,,7,0,578
3,44,Ixtapa,632,B,0,0,0,0,0,0,0,0,0,,0,0,0
3,44,Ixtapa,632,X1,1,22,18,7,4,0,0,2,6,,0,0,60
3,44,Ixtapa,633,B,7,118,164,133,7,0,0,51,15,,0,0,495
3,44,Ixtapa,633,X1,1,63,21,28,11,0,0,7,2,,0,0,133
3,44,Ixtapa,634,B,3,16,120,6,9,0,0,36,0,,5,0,195
3,44,Ixtapa,634,X1,7,180,71,22,3,0,0,64,0,,15,1,363
3,44,Ixtapa,634,X2,1,26,90,99,2,0,0,28,1,,8,0,255
3,44,Ixtapa,635,B,14,105,97,65,5,0,0,87,3,,25,0,401
3,44,Ixtapa,635,CA,15,71,104,71,4,0,0,122,11,,15,0,413
,,,,,,,,,,,,,,,,,
12,45,Ixtapangajoya,636,B,204,202,1,8,0,0,0,0,0,,8,0,423
12,45,Ixtapangajoya,636,CA,193,180,2,6,0,0,0,0,0,,15,0,396
12,45,Ixtapangajoya,637,B,125,265,3,4,0,0,0,0,0,,7,0,404
12,45,Ixtapangajoya,637,CA,242,155,9,7,0,0,0,0,0,,7,0,420
12,45,Ixtapangajoya,637,X1,55,63,0,4,0,0,0,0,0,,1,0,123
12,45,Ixtapangajoya,637,X2,114,56,0,1,0,0,0,0,0,,2,0,173
,,,,,,,,,,,,,,,,,
14,46,Jiquipilas,638,B,17,104,0,45,0,0,0,0,0,157,5,0,328
14,46,Jiquipilas,639,B,29,80,0,50,0,0,0,0,0,158,4,0,321
14,46,Jiquipilas,639,CA,13,70,0,51,0,0,0,0,0,179,9,0,322
14,46,Jiquipilas,639,CB,17,66,0,59,0,0,0,0,0,164,8,0,314
14,46,Jiquipilas,640,B,13,152,0,39,0,0,0,0,0,187,11,0,402
14,46,Jiquipilas,640,CA,12,125,0,42,0,0,0,0,0,197,5,0,381
14,46,Jiquipilas,641,B,26,89,0,37,0,0,0,0,0,158,0,0,310
14,46,Jiquipilas,641,CA,22,63,0,47,0,0,0,0,0,166,4,0,302
14,46,Jiquipilas,641,CB,16,79,0,54,0,0,0,0,0,163,7,0,319
14,46,Jiquipilas,642,B,12,50,0,53,0,0,0,0,0,140,18,0,273
14,46,Jiquipilas,642,CA,19,51,0,54,0,0,0,0,0,148,0,0,272
14,46,Jiquipilas,643,B,12,195,0,109,0,0,0,0,0,100,0,0,416
14,46,Jiquipilas,643,X1,25,78,0,1,0,0,0,0,0,71,24,0,199
14,46,Jiquipilas,644,B,47,81,0,15,0,0,0,0,0,80,7,0,230
14,46,Jiquipilas,644,CA,24,85,0,19,0,0,0,0,0,116,2,0,246
14,46,Jiquipilas,644,X1,21,127,0,41,0,0,0,0,0,41,8,3,241
14,46,Jiquipilas,645,B,16,48,0,56,0,0,0,0,0,103,6,0,229
14,46,Jiquipilas,646,B,63,52,0,21,0,0,0,0,0,153,0,0,289
