CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,,,,,
3,30,VERACRUZ,3,TUXPAN,174,TIHUATLAN,3973,4,184,129,382,13,29,15,12,486,14,25,14,1,1,4,11,1,1,6,0,1328,0,59,1387,2348,,,,,
3,30,VERACRUZ,3,TUXPAN,174,TIHUATLAN,3974,2,117,67,223,13,17,10,11,272,8,18,6,0,0,2,10,1,0,0,0,775,0,24,799,1279,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4096,1,60,16,4,1,2,2,4,67,3,0,0,1,0,0,1,1,0,1,0,163,0,8,171,276,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4097,3,348,160,24,28,24,20,11,478,3,3,4,0,0,3,6,3,0,2,0,1117,0,47,1164,2077,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4098,3,181,119,12,18,13,15,24,442,12,3,0,0,1,1,5,2,0,2,0,850,1,29,880,1319,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4099,2,188,153,16,7,12,10,14,347,10,4,1,0,0,2,5,1,0,1,0,771,0,16,787,1147,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4100,12,967,599,88,127,55,61,127,2216,62,13,6,2,1,9,45,9,0,6,0,4393,2,113,4508,7211,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4101,4,368,166,23,40,31,26,39,770,17,5,2,0,0,3,10,3,0,3,0,1506,0,39,1545,2609,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4102,2,183,96,17,22,6,17,20,385,4,3,4,2,1,1,5,3,0,5,0,774,1,24,799,1333,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4103,3,206,114,17,29,23,14,16,466,10,4,1,0,0,4,7,6,0,4,0,921,1,35,957,1704,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4104,3,304,154,41,36,13,23,22,460,9,13,0,2,0,7,8,6,0,6,0,1104,0,35,1139,2001,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4105,2,173,106,13,22,19,7,19,398,7,3,2,0,0,0,1,1,0,1,0,772,0,27,799,1259,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4106,2,131,113,14,14,19,20,16,256,6,4,0,0,0,3,4,1,0,0,0,601,1,30,632,1021,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4107,4,198,139,15,43,19,17,20,442,18,3,1,1,0,4,1,0,0,0,0,921,0,35,956,1515,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4108,2,118,67,11,12,12,15,8,308,5,1,0,0,1,2,1,1,0,0,0,562,0,14,576,944,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4109,2,77,48,10,21,6,15,9,237,3,2,2,2,0,2,3,4,0,0,0,441,0,18,459,792,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4110,2,100,71,6,9,3,4,19,225,3,3,0,0,0,4,3,2,0,1,0,453,1,18,472,763,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4111,1,93,90,4,12,4,7,9,178,2,4,3,0,0,0,5,2,0,0,0,413,0,12,425,680,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4112,1,113,44,7,16,10,5,16,201,6,1,2,0,0,1,1,1,0,1,0,425,0,13,438,665,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4113,2,113,68,9,14,16,7,14,252,5,1,0,0,0,1,4,1,0,0,0,505,0,12,517,787,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4114,2,173,90,16,25,9,7,16,304,5,6,1,1,0,5,2,4,0,2,0,666,0,23,689,1047,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4115,5,417,193,34,49,30,23,31,872,18,5,3,0,0,2,21,5,0,2,0,1705,0,68,1773,3052,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4116,4,377,145,18,56,26,13,47,710,18,7,7,4,0,1,17,2,0,4,0,1452,2,32,1486,2798,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4117,3,266,121,14,49,18,19,16,467,6,4,5,2,0,7,9,1,0,3,0,1007,1,53,1061,1984,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4118,3,294,152,26,44,23,16,42,576,15,6,4,2,0,6,10,2,0,1,0,1219,5,41,1265,2250,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4119,2,120,96,13,20,5,8,15,268,11,2,0,1,0,1,4,1,0,0,0,565,0,16,581,929,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4120,1,113,71,6,18,8,5,14,180,1,2,3,0,0,1,2,2,0,2,0,428,0,15,443,716,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4121,2,157,78,10,11,5,10,29,196,7,1,0,1,0,3,1,1,0,1,0,511,0,17,528,779,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4122,2,160,121,7,13,10,11,31,205,4,2,0,0,0,4,0,1,0,1,0,570,0,21,591,868,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4123,1,112,64,8,6,9,6,15,191,6,2,5,0,0,2,2,0,0,1,0,429,1,20,450,630,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4124,1,81,58,6,10,7,6,7,122,4,0,0,0,0,0,5,0,0,1,0,307,0,17,324,554,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4125,3,178,101,14,21,19,13,30,532,7,1,6,0,0,1,11,2,0,2,0,938,0,28,966,1723,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4126,2,118,84,12,17,11,5,20,257,3,0,0,0,0,6,4,3,0,2,0,542,2,26,570,896,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4127,1,110,66,3,10,6,7,13,159,4,4,0,0,0,5,6,2,0,0,0,395,1,11,407,628,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4128,3,138,85,9,35,8,12,15,235,6,5,0,0,0,1,4,0,0,1,0,554,0,17,571,810,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4129,2,161,123,7,15,9,12,25,220,5,1,0,0,0,2,3,1,0,1,0,585,1,16,602,912,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4130,4,310,219,29,41,23,22,68,532,8,4,5,0,1,1,14,5,0,4,0,1286,1,35,1322,1958,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4131,2,122,63,9,10,13,11,15,290,3,0,1,0,0,0,6,0,0,3,0,546,0,14,560,840,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4132,3,439,259,21,33,14,35,55,492,7,7,6,1,0,6,8,1,0,1,0,1385,0,30,1415,2084,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4133,2,143,101,4,12,10,14,16,272,1,4,1,0,0,4,5,0,0,2,0,589,0,18,607,926,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4134,1,71,47,6,9,3,9,4,124,2,0,0,0,0,0,0,1,0,1,0,277,0,9,286,398,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4135,3,196,130,23,27,21,15,28,531,10,1,2,0,0,2,12,5,0,0,0,1003,2,34,1039,1723,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4136,2,183,135,17,20,13,16,35,375,8,2,3,0,0,1,5,2,0,1,0,816,0,22,838,1291,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4137,2,134,97,18,23,8,8,18,303,4,1,1,0,0,0,7,2,0,0,0,624,0,26,650,989,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4138,3,221,199,20,52,9,14,32,509,13,3,0,1,0,6,12,0,0,6,0,1097,0,45,1142,1773,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4139,2,122,73,9,12,7,5,18,236,5,1,3,0,0,2,5,0,0,3,0,501,0,16,517,813,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4140,4,439,174,67,37,31,24,40,652,12,8,10,4,0,5,10,4,0,1,0,1518,0,63,1581,2565,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4141,3,305,125,23,33,19,30,31,558,7,6,6,2,0,0,10,2,1,3,0,1161,1,39,1201,1943,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4142,4,385,160,31,35,28,27,42,682,14,6,3,2,0,0,9,1,0,4,0,1429,2,49,1480,2562,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4143,3,270,125,30,29,21,11,26,594,16,3,6,0,0,2,8,12,1,0,0,1154,0,49,1203,1949,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4144,2,202,123,12,22,14,11,16,314,6,2,0,1,0,1,2,0,0,1,0,727,0,32,759,1306,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4145,2,166,108,14,14,13,12,10,397,5,3,2,2,0,2,2,1,0,1,0,752,0,21,773,1221,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4146,2,175,141,17,38,21,13,14,440,13,1,2,2,0,1,10,1,0,2,0,891,0,24,915,1437,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4147,2,213,45,49,19,10,4,7,131,7,2,2,1,0,0,6,1,0,5,0,502,0,22,524,883,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4148,4,480,165,68,53,24,18,19,486,12,9,12,1,1,3,3,2,1,2,0,1359,1,73,1433,2520,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4149,3,269,145,17,20,4,6,9,111,1,4,4,1,0,7,1,1,0,0,0,600,0,27,627,975,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4150,2,198,78,5,31,13,3,7,183,13,1,3,0,0,0,3,0,0,1,0,539,0,28,567,971,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4151,1,53,25,3,6,1,2,5,30,1,1,0,0,0,1,0,0,0,0,0,128,0,6,134,178,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4152,1,181,40,21,6,4,9,7,122,6,2,2,0,0,0,4,0,0,1,0,405,0,5,410,691,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4153,2,132,111,10,14,19,13,22,458,14,1,0,1,0,5,3,9,0,2,0,814,0,19,833,1279,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4154,3,421,149,36,36,19,18,9,355,10,9,1,3,0,8,3,6,1,1,0,1085,0,44,1129,1832,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4155,6,518,170,40,80,35,19,31,1045,16,6,5,3,2,3,16,13,0,5,0,2007,1,56,2064,3861,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4156,6,625,381,41,94,40,14,38,887,12,5,8,0,0,9,12,4,0,4,0,2174,0,68,2242,3755,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4157,2,205,124,17,38,10,13,19,219,8,5,2,0,0,8,4,2,0,0,0,674,0,36,710,1068,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4158,2,153,36,27,16,14,18,13,273,14,1,3,0,0,1,2,2,0,1,0,574,0,30,604,1003,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4159,6,495,236,52,74,29,35,25,854,26,5,13,0,0,10,13,13,1,2,0,1883,0,55,1938,3275,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4160,2,191,78,13,42,11,11,6,237,5,1,3,0,0,0,2,3,2,3,0,608,0,26,634,1111,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4161,3,256,126,52,39,16,19,16,392,5,10,5,0,0,8,5,4,0,5,0,958,0,36,994,1758,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4162,1,113,42,23,15,9,1,3,62,3,5,2,1,0,2,0,1,0,0,0,282,0,8,290,574,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4163,2,145,47,7,32,8,2,19,178,3,3,4,0,0,2,2,3,0,1,0,456,0,31,487,863,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4164,2,333,86,13,41,7,9,6,215,9,9,2,0,0,4,5,1,0,3,0,743,0,35,778,1238,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4165,3,437,82,30,51,28,14,19,377,10,4,4,3,0,0,5,4,0,3,0,1071,0,57,1128,1864,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4166,2,215,74,5,10,5,2,3,134,2,3,3,2,0,1,2,1,0,1,0,463,0,29,492,954,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4167,2,349,95,17,21,17,10,10,257,1,2,4,0,0,4,3,4,0,1,0,795,0,27,822,1237,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4168,3,228,76,10,45,17,7,3,118,6,1,1,2,1,7,2,0,1,0,0,525,0,30,555,991,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4169,2,275,83,19,36,10,3,4,166,4,4,3,0,2,9,2,3,4,1,0,628,1,44,673,1021,,,,,
3,30,VERACRUZ,3,TUXPAN,188,TUXPAN,4170,2,272,95,10,58,24,10,9,230,4,8,4,0,0,6,7,2,0,1,0,740,0,45,785,1164,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,109,2,169,166,3,11,12,10,3,332,6,1,1,0,0,2,4,3,0,1,0,724,1,27,752,1110,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,110,4,368,316,17,19,20,33,13,696,15,8,11,1,0,6,7,6,0,2,0,1538,0,59,1597,1976,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,111,2,170,194,9,7,11,9,4,303,1,2,2,1,0,5,3,5,0,0,0,726,0,30,756,1109,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,112,2,137,228,4,10,7,7,9,404,15,1,1,0,0,3,2,1,0,1,0,830,0,19,849,1314,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,113,2,118,115,4,3,4,7,7,117,3,2,1,0,0,2,2,1,0,0,0,386,0,6,392,807,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,114,3,171,240,6,11,20,9,11,424,5,7,2,0,1,5,7,1,0,1,0,921,0,28,949,1551,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,115,2,155,165,21,7,8,8,9,373,0,4,0,0,0,4,8,0,0,1,0,763,0,21,784,1261,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,116,2,200,179,9,6,17,5,9,501,5,5,1,0,0,4,5,1,0,0,0,947,0,23,970,1451,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,117,2,107,143,5,6,7,6,9,323,4,5,0,0,0,4,2,1,0,0,0,622,0,19,641,948,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,118,2,211,203,6,11,16,9,11,387,9,1,2,3,0,3,7,4,0,4,0,887,0,21,908,1408,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,119,2,189,108,8,21,12,9,10,313,2,1,1,0,0,3,2,0,0,2,0,681,0,21,702,1108,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,120,3,267,203,13,10,19,11,13,462,4,8,3,0,0,3,5,2,0,3,0,1026,0,37,1063,1808,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,121,4,422,290,14,29,22,14,19,720,17,4,2,1,0,2,15,3,0,5,0,1579,0,47,1626,2545,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,122,1,83,38,3,32,5,2,9,81,4,4,0,0,0,4,5,0,0,0,0,270,0,9,279,402,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,123,3,196,97,17,95,10,16,12,113,4,2,1,0,0,3,0,1,0,1,0,568,0,40,608,904,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,124,1,119,76,7,32,14,3,5,69,1,0,0,0,0,0,0,0,0,0,0,326,0,18,344,515,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,125,1,186,124,3,30,6,1,2,80,0,4,1,0,0,2,0,0,0,0,0,439,0,16,455,615,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,126,1,144,76,2,6,5,4,8,66,7,5,3,0,0,1,1,1,0,0,0,329,0,18,347,560,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,127,1,21,15,1,4,0,4,1,47,0,0,0,0,0,0,0,0,0,0,0,93,0,0,93,157,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,128,2,212,126,10,28,10,14,10,118,7,1,1,0,0,1,2,1,0,0,0,541,0,22,563,893,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,129,3,426,226,18,60,14,14,15,305,9,11,5,2,1,5,7,4,6,2,0,1130,0,25,1155,1729,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,130,4,427,191,18,38,18,16,42,551,3,5,1,1,0,6,6,1,0,1,0,1325,0,41,1366,1715,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,131,2,266,90,8,26,9,5,16,168,5,4,1,0,1,0,4,0,0,1,0,604,0,21,625,937,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,132,2,192,66,12,17,4,4,44,191,3,3,3,1,0,0,0,0,0,0,0,540,0,10,550,774,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,133,2,249,101,4,30,6,13,26,173,2,7,2,0,0,4,0,1,0,0,0,618,0,26,644,931,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,134,1,83,30,8,14,3,8,11,56,7,1,2,0,0,1,1,0,0,3,0,228,0,16,244,486,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,135,2,364,175,14,24,6,51,9,223,3,3,6,3,0,5,4,3,1,1,0,895,0,33,928,1395,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,136,3,321,177,13,28,24,16,113,309,10,2,4,0,0,4,3,0,1,3,0,1028,0,26,1054,1548,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,137,2,302,197,10,21,11,15,28,132,3,1,0,1,0,1,1,0,0,2,0,725,0,13,738,993,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,138,1,97,107,7,34,6,7,9,104,5,1,1,0,0,1,0,0,0,1,0,380,0,21,401,541,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,139,2,181,104,18,9,12,15,15,388,10,7,5,1,0,4,6,2,0,1,0,778,0,28,806,1202,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,140,3,271,182,32,28,25,18,19,561,11,2,4,0,0,1,4,2,0,4,0,1164,0,51,1215,1670,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,141,2,141,250,9,11,16,13,7,200,7,3,5,0,0,8,5,1,0,1,0,677,0,27,704,1088,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,142,2,378,119,34,12,12,14,20,238,3,5,3,1,0,1,4,3,0,4,0,851,0,31,882,1284,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,143,2,201,157,7,3,5,10,4,209,2,2,1,0,0,3,3,1,0,3,0,611,0,13,624,890,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,144,1,79,156,3,31,5,4,4,59,0,0,1,0,0,1,0,0,0,0,0,343,0,17,360,477,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,145,2,300,152,19,53,23,12,14,171,10,2,0,0,0,5,1,1,1,2,0,766,0,24,790,1059,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,146,2,349,231,18,18,13,10,11,227,7,3,5,0,0,6,2,0,0,4,0,904,0,36,940,1342,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,147,2,395,126,11,20,9,6,5,124,0,9,3,3,0,0,2,2,0,0,0,715,2,19,736,1131,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,148,2,216,130,15,35,11,4,4,94,4,2,1,0,0,0,0,0,0,3,0,519,0,21,540,847,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,149,1,163,138,4,6,7,4,7,105,8,0,0,1,0,3,2,1,0,0,0,449,0,17,466,679,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,150,3,344,138,12,16,16,4,8,249,2,3,5,0,0,3,3,3,3,2,0,811,0,22,833,1136,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,151,2,149,138,4,17,5,5,6,151,4,1,3,1,0,1,0,2,0,1,0,488,0,16,504,771,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,152,3,364,221,15,9,16,10,14,404,2,4,4,0,1,4,8,1,1,0,0,1078,0,51,1129,1685,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,153,3,450,359,14,31,16,10,13,398,7,5,4,0,0,6,3,2,1,0,0,1319,0,48,1367,2089,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,154,2,180,168,12,16,3,5,4,137,2,1,3,0,0,1,5,2,0,2,0,541,0,19,560,821,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,155,2,303,270,11,19,8,12,19,249,10,4,4,2,1,7,2,0,0,4,0,925,0,40,965,1331,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,156,2,206,142,7,13,6,3,34,139,10,3,3,0,0,1,2,1,0,1,0,571,0,21,592,819,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,157,3,369,217,38,38,26,22,23,343,16,6,6,1,0,7,4,4,1,5,0,1126,1,38,1165,1759,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,158,2,135,216,14,34,17,21,8,164,6,7,3,1,0,1,3,0,0,1,0,631,0,37,668,1026,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,159,2,165,88,9,10,6,6,5,171,2,1,4,1,0,2,2,1,0,5,0,478,0,25,503,827,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,160,3,363,164,21,15,12,14,11,417,10,5,6,2,0,2,9,3,0,2,0,1056,0,33,1089,1640,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,161,2,219,233,9,4,6,5,4,238,5,0,3,0,0,3,3,0,0,1,0,733,0,38,771,1089,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,162,3,356,278,16,12,17,10,15,443,6,6,6,2,0,4,7,1,0,3,0,1182,1,39,1222,1916,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,163,2,295,207,7,13,10,10,8,324,5,2,1,1,0,3,5,0,0,2,0,893,0,28,921,1335,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,164,2,281,155,36,10,10,3,3,245,6,3,1,1,0,1,0,3,1,1,0,760,0,25,785,1101,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,165,2,258,103,15,16,9,11,7,201,7,4,2,0,0,1,6,1,0,0,0,641,0,20,661,960,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,166,1,113,130,3,2,3,5,7,64,0,0,3,0,0,1,0,1,0,2,0,334,0,11,345,543,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,167,2,289,221,10,11,16,18,13,310,10,4,2,4,0,4,7,3,0,5,0,927,0,33,960,1374,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,168,3,426,348,26,27,9,14,9,312,11,2,4,2,0,12,1,4,0,3,0,1210,0,49,1259,1737,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,169,2,379,89,27,18,15,11,18,207,9,7,6,0,0,4,5,0,0,0,0,795,1,12,808,1153,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,170,2,142,217,25,29,12,7,8,80,3,2,5,1,0,3,0,0,0,4,0,538,0,20,558,859,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,171,3,323,219,20,17,19,15,10,415,9,1,2,4,2,5,6,4,0,2,0,1073,0,33,1106,1737,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,172,1,204,138,3,5,0,1,2,83,4,0,0,0,0,2,1,8,0,2,0,453,3,12,468,647,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,173,2,410,90,15,19,10,10,0,155,4,6,1,0,0,1,1,0,0,3,0,725,0,27,752,1068,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,8,ALAMO TEMAPACHE,174,1,236,87,3,22,7,5,2,80,7,2,4,0,0,7,1,1,0,0,0,464,0,13,477,720,,,,,
