CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,183,C01,56,49,4,2,2,2,16,3,17,3,0,0,0,1,0,0,1,0,0,0,0,,,,31,,,,,,,,,,,,,,,,,,,,,0,187,11,198,396,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,184,B,124,65,5,4,5,3,19,2,29,0,3,1,0,1,0,0,1,0,0,0,0,,,,33,,,,,,,,,,,,,,,,,,,,,0,295,13,308,659,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,184,C01,117,50,3,3,8,2,24,4,37,2,0,0,0,0,0,0,0,0,0,0,0,,,,32,,,,,,,,,,,,,,,,,,,,,0,282,3,285,658,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,185,B,85,48,6,7,5,5,34,3,29,0,0,0,0,0,0,0,1,0,0,0,0,,,,35,,,,,,,,,,,,,,,,,,,,,0,258,15,273,621,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,185,C01,71,46,4,7,7,2,32,2,46,0,0,0,0,0,0,1,0,0,2,0,0,,,,27,,,,,,,,,,,,,,,,,,,,,0,247,15,262,620,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,186,B,102,59,3,2,5,3,30,4,30,4,0,0,0,0,0,1,0,0,0,0,0,,,,61,,,,,,,,,,,,,,,,,,,,,0,304,11,315,589,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,187,B,116,59,2,3,2,2,30,3,25,4,1,0,1,0,0,0,1,2,0,0,0,,,,52,,,,,,,,,,,,,,,,,,,,,0,303,17,320,608,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,188,B,69,29,6,3,3,28,29,1,29,6,1,0,0,0,0,0,0,0,0,0,0,,,,41,,,,,,,,,,,,,,,,,,,,,0,245,4,249,437,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,188,C01,66,28,5,3,1,13,25,2,36,7,0,0,0,0,0,0,0,1,0,0,0,,,,41,,,,,,,,,,,,,,,,,,,,,0,228,9,237,436,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,B,63,37,1,3,2,24,20,1,21,3,0,0,0,0,0,1,0,0,1,0,0,,,,34,,,,,,,,,,,,,,,,,,,,,0,211,13,224,503,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,C01,71,58,8,6,6,17,22,2,38,4,1,1,0,0,0,0,0,0,0,0,0,,,,27,,,,,,,,,,,,,,,,,,,,,0,261,6,267,503,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,SMR01,20,17,0,0,1,1,4,1,5,3,0,0,0,0,0,0,0,0,0,0,0,,,,10,,,,,,,,,,,,,,,,,,,,,0,62,2,64,0,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,B,62,57,4,7,7,8,22,2,28,4,2,0,0,0,0,0,0,0,0,0,0,,,,47,,,,,,,,,,,,,,,,,,,,,0,250,9,259,583,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,C01,97,72,9,4,4,16,16,4,23,1,3,0,0,0,0,0,1,0,0,1,0,,,,42,,,,,,,,,,,,,,,,,,,,,0,293,12,305,582,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,C02,58,56,9,4,13,13,23,2,28,2,2,0,0,0,0,0,0,0,0,0,1,,,,43,,,,,,,,,,,,,,,,,,,,,0,254,12,266,582,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E01,61,41,9,2,2,23,29,6,24,2,1,0,0,0,0,0,1,1,1,0,0,,,,48,,,,,,,,,,,,,,,,,,,,,0,251,7,258,545,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E01C01,87,38,4,5,4,15,35,4,17,1,2,0,0,0,0,0,0,1,0,0,0,,,,50,,,,,,,,,,,,,,,,,,,,,0,263,16,279,545,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E01C02,84,59,4,2,2,22,25,1,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,58,,,,,,,,,,,,,,,,,,,,,0,286,13,299,545,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E02,65,59,1,2,3,2,12,0,18,0,1,0,0,0,0,1,0,1,0,0,1,,,,31,,,,,,,,,,,,,,,,,,,,,0,197,8,205,402,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,191,B,12,20,3,0,3,0,15,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,35,,,,,,,,,,,,,,,,,,,,,0,95,5,100,197,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,192,B,114,48,1,1,1,0,40,3,21,5,2,1,0,0,0,0,0,0,0,0,0,,,,118,,,,,,,,,,,,,,,,,,,,,0,355,9,364,640,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,192,C01,82,71,2,2,1,1,18,4,32,6,1,0,0,0,0,0,1,0,0,0,0,,,,128,,,,,,,,,,,,,,,,,,,,,0,349,10,359,640,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,193,B,18,36,2,0,3,0,13,1,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,44,,,,,,,,,,,,,,,,,,,,,0,137,10,147,257,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,194,B,86,25,1,1,3,1,20,2,27,0,0,0,0,0,0,1,1,0,0,0,0,,,,23,,,,,,,,,,,,,,,,,,,,,0,191,13,204,303,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,195,B,72,44,4,3,19,1,12,6,15,1,0,1,0,0,0,1,1,0,0,0,0,,,,65,,,,,,,,,,,,,,,,,,,,,0,245,12,257,373,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,196,B,27,168,60,3,0,2,3,1,222,0,0,0,0,0,0,3,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,490,16,506,659,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,196,C01,15,213,67,2,0,2,5,3,171,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,480,13,493,659,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,197,B,9,150,48,0,0,1,3,5,196,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,412,14,426,548,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,197,C01,7,169,40,1,0,0,13,3,170,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,406,20,426,548,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,198,B,2,151,13,0,0,0,2,2,67,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,238,3,241,287,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,199,B,0,100,14,0,0,2,2,0,131,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,250,10,260,303,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,200,B,0,85,7,1,0,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,165,5,170,209,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,201,B,1,95,17,0,0,0,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,190,3,193,232,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,202,B,5,287,33,2,0,1,0,2,158,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,490,18,508,685,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,203,B,2,69,42,2,0,1,0,1,47,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,165,1,166,213,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,203,E01,0,80,12,1,0,0,0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,167,6,173,226,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,203,E02,1,46,25,0,0,0,1,0,114,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,187,10,197,249,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,204,B,1,81,4,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,148,1,149,190,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,205,B,3,58,32,2,0,3,1,0,41,0,0,0,0,0,0,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,144,11,155,202,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,206,B,0,96,65,0,0,1,0,2,35,0,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,202,7,209,236,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,207,B,3,60,17,0,0,0,0,0,55,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,138,5,143,182,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,207,E01,0,71,7,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,89,1,90,108,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,208,B,17,95,80,0,0,0,1,5,109,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,309,24,333,412,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,209,B,1,38,5,1,0,0,1,1,114,0,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,164,10,174,206,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,210,B,3,72,56,3,0,1,4,3,118,0,3,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,266,13,279,352,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,211,B,6,74,47,0,0,1,0,3,64,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,198,8,206,259,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,212,B,0,114,9,0,0,2,0,2,47,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,175,3,178,227,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,213,B,3,114,19,2,0,0,2,2,43,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,187,9,196,267,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,214,B,5,111,32,2,0,0,0,2,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,211,11,222,305,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,215,B,104,35,2,15,47,1,137,0,6,5,1,0,0,0,0,0,0,0,1,0,0,,,,,15,,,,,,,,,,,,,,,,,,,,0,369,17,386,587,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,215,C01,88,37,3,17,63,0,145,1,1,4,3,0,0,0,0,0,0,0,0,0,0,,,,,21,,,,,,,,,,,,,,,,,,,,0,383,8,391,587,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,215,C02,114,44,2,15,41,0,153,0,2,3,1,0,0,0,0,0,1,0,0,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,0,395,11,406,586,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,216,B,151,36,3,4,78,1,139,0,6,4,0,1,0,0,0,1,1,0,0,0,0,,,,,6,,,,,,,,,,,,,,,,,,,,0,431,17,448,689,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,216,C01,136,47,0,7,59,0,141,6,8,3,0,0,0,0,0,0,1,0,0,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,0,427,14,441,688,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,216,C02,141,47,4,12,94,0,112,1,4,11,0,0,0,0,0,0,1,0,0,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,0,438,23,461,688,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,217,B,82,33,1,17,52,0,132,0,5,1,0,0,0,0,0,0,2,0,0,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,0,336,11,347,521,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,217,C01,72,56,1,13,45,0,129,1,5,3,1,0,0,0,0,0,0,0,0,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,1,337,16,354,521,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,218,B,98,29,4,7,60,1,127,0,6,4,1,0,0,0,0,0,1,0,0,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,0,349,17,366,566,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,218,C01,76,25,3,6,57,0,159,1,5,5,1,0,0,0,0,0,1,0,0,0,0,,,,,11,,,,,,,,,,,,,,,,,,,,0,350,22,372,566,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,218,C02,109,23,2,5,57,2,148,0,5,2,2,0,0,0,0,0,1,0,0,0,0,,,,,10,,,,,,,,,,,,,,,,,,,,0,366,10,376,566,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,219,B,109,29,3,17,33,0,109,1,15,11,2,3,0,0,0,0,3,0,0,0,0,,,,,13,,,,,,,,,,,,,,,,,,,,0,348,18,366,555,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,219,C01,94,31,6,14,34,1,83,1,12,11,1,1,0,0,0,0,6,0,0,0,0,,,,,6,,,,,,,,,,,,,,,,,,,,0,301,15,316,554,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,220,B,101,35,5,9,22,1,115,1,11,3,1,0,0,0,0,1,0,0,0,0,0,,,,,14,,,,,,,,,,,,,,,,,,,,0,319,13,332,516,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,220,C01,89,32,5,7,40,0,119,1,5,4,2,0,0,0,0,0,0,0,0,0,0,,,,,9,,,,,,,,,,,,,,,,,,,,0,313,16,329,516,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,221,B,124,47,0,6,76,0,127,1,4,2,1,0,0,0,0,0,2,0,0,0,0,,,,,47,,,,,,,,,,,,,,,,,,,,0,437,15,452,685,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,222,B,112,85,3,8,80,0,167,1,9,3,0,0,0,0,0,0,2,0,0,0,0,,,,,24,,,,,,,,,,,,,,,,,,,,0,494,8,502,728,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,222,SMR01,11,5,0,0,3,0,18,0,2,1,0,0,0,0,0,0,0,0,1,0,0,,,,,2,,,,,,,,,,,,,,,,,,,,0,43,1,44,0,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,223,B,102,48,2,3,32,1,118,1,12,4,1,0,0,0,1,0,1,0,0,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,0,345,10,355,537,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,223,C01,92,79,1,7,39,3,111,1,6,6,1,0,0,0,0,0,1,0,0,0,0,,,,,15,,,,,,,,,,,,,,,,,,,,0,362,8,370,536,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,224,B,103,67,2,5,27,0,94,1,10,2,0,1,0,0,0,0,0,0,0,0,0,,,,,14,,,,,,,,,,,,,,,,,,,,0,326,3,329,475,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,224,C01,101,42,1,8,39,0,90,3,17,0,0,0,0,0,0,1,0,0,0,0,0,,,,,16,,,,,,,,,,,,,,,,,,,,0,318,6,324,475,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,225,B,103,60,2,8,54,1,160,2,7,1,1,0,0,0,0,0,0,0,0,0,0,,,,,22,,,,,,,,,,,,,,,,,,,,0,421,15,436,649,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,226,B,89,75,6,5,62,2,182,1,8,4,2,0,0,0,0,0,0,0,0,0,0,,,,,15,,,,,,,,,,,,,,,,,,,,1,451,15,467,666,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,227,B,49,51,2,3,43,1,167,5,5,2,2,1,0,0,0,0,0,0,0,0,0,,,,,21,,,,,,,,,,,,,,,,,,,,0,352,17,369,543,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,228,B,73,65,0,5,37,0,128,0,1,4,0,0,0,0,0,0,1,0,1,0,0,,,,,28,,,,,,,,,,,,,,,,,,,,0,343,6,349,514,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,229,B,110,63,3,5,57,1,158,1,6,2,1,1,0,0,0,0,0,0,0,0,0,,,,,13,,,,,,,,,,,,,,,,,,,,0,421,25,446,693,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,230,B,89,50,3,7,45,2,119,2,11,2,1,1,0,0,0,0,1,0,0,0,0,,,,,12,,,,,,,,,,,,,,,,,,,,0,345,26,371,604,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,230,C01,98,39,2,16,36,1,152,1,10,3,0,0,1,0,0,0,2,0,1,0,0,,,,,7,,,,,,,,,,,,,,,,,,,,1,369,15,385,604,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,231,B,48,22,2,4,23,0,104,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,12,,,,,,,,,,,,,,,,,,,,0,219,16,235,378,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,231,C01,44,29,0,3,29,0,113,0,4,0,0,0,0,0,0,1,1,0,0,0,0,,,,,4,,,,,,,,,,,,,,,,,,,,0,228,7,235,377,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,232,B,70,19,0,3,51,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,,,,,,,,,,,,,,,,,,,,0,180,6,186,275,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,232,E01,69,20,0,1,36,2,47,1,0,4,1,0,0,0,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,182,7,189,278,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,233,B,86,32,1,7,53,0,29,0,4,14,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,0,228,21,249,342,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,234,B,42,8,2,2,19,1,27,2,0,27,0,0,0,0,0,0,0,0,1,0,0,,,,,7,,,,,,,,,,,,,,,,,,,,0,138,14,152,233,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,235,B,121,22,3,1,21,0,40,1,1,6,1,0,0,0,0,0,1,0,0,0,0,,,,,6,,,,,,,,,,,,,,,,,,,,0,224,12,236,392,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,236,B,48,30,2,4,72,1,105,2,13,6,1,0,0,0,0,0,0,0,0,0,0,,,,,13,,,,,,,,,,,,,,,,,,,,0,297,18,315,510,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,236,C01,52,24,3,4,81,1,83,3,12,3,0,0,0,0,0,0,0,0,0,0,0,,,,,18,,,,,,,,,,,,,,,,,,,,0,284,20,304,510,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,237,B,29,11,0,1,17,0,46,0,4,2,0,0,0,0,0,0,0,0,0,0,0,,,,,3,,,,,,,,,,,,,,,,,,,,0,113,10,123,183,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,238,B,35,20,0,4,28,1,78,1,8,6,0,0,0,0,0,0,0,0,0,0,0,,,,,5,,,,,,,,,,,,,,,,,,,,0,186,6,192,330,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,239,B,147,147,1,0,4,1,5,78,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,16,,,,,,,,,,,,,,,,,,,0,400,15,415,553,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,240,B,91,113,0,1,0,0,5,68,11,2,0,0,0,0,0,1,1,0,0,0,0,,,,,,30,,,,,,,,,,,,,,,,,,,0,323,11,334,482,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,241,B,116,111,0,0,2,0,7,82,6,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,,,,,,,,,,,,,,,,,,,0,338,5,343,436,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,241,C01,88,120,0,0,2,0,6,68,12,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,10,,,,,,,,,,,,,,,,,,,0,308,12,320,435,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,242,B,119,120,0,0,0,0,3,66,4,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,6,,,,,,,,,,,,,,,,,,,0,321,6,327,421,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,242,C01,127,132,0,0,0,0,7,59,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,328,9,337,420,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,243,B,128,175,1,2,1,0,4,77,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,4,,,,,,,,,,,,,,,,,,,0,397,8,405,556,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,244,B,120,127,0,2,2,1,4,86,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,10,,,,,,,,,,,,,,,,,,,0,356,8,364,504,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,244,C01,122,116,0,0,1,0,5,92,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,0,346,4,350,504,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,245,B,44,46,1,0,1,1,8,12,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,0,121,6,127,174,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,246,B,44,27,0,1,0,0,23,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,100,2,102,125,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,246,E01,51,79,0,0,2,0,7,32,7,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,0,184,4,188,237,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,247,B,59,81,0,0,1,0,3,68,5,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,0,220,10,230,305,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,248,B,190,186,2,1,1,0,49,11,5,4,1,0,1,0,0,1,1,0,0,0,0,,,,,,6,,,,,,,,,,,,,,,,,,,0,459,22,481,647,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,248,C01,203,184,8,1,5,0,57,6,10,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,0,480,13,493,647,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,249,B,147,167,1,0,1,0,19,9,4,0,0,2,1,0,0,1,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,0,355,9,364,479,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,249,C01,160,169,1,1,0,0,14,5,0,1,2,0,0,0,0,2,0,0,0,0,0,,,,,,4,,,,,,,,,,,,,,,,,,,0,359,15,374,479,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,250,B,152,141,4,1,0,0,152,38,11,2,0,1,0,0,0,0,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,0,504,17,521,711,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,251,B,111,169,7,0,2,0,75,16,14,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,0,397,4,401,529,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,252,B,178,147,0,1,3,0,23,21,4,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,380,12,392,487,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,252,C01,189,142,5,0,1,1,17,12,3,0,2,0,0,0,0,0,0,1,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,0,375,13,388,486,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,252,E01,128,80,0,0,0,0,30,12,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,0,253,6,259,316,,,,
