"","uniqueid","year","mun","state","Validation"
"467",19039,2018,"MONTERREY","NUEVO LEON",1
"468",19039,2018,"MONTERREY","NUEVO LEON",1
"469",19039,2018,"MONTERREY","NUEVO LEON",1
"470",19039,2018,"MONTERREY","NUEVO LEON",1
"471",19039,2018,"MONTERREY","NUEVO LEON",1
"472",19039,2018,"MONTERREY","NUEVO LEON",1
"473",19039,2018,"MONTERREY","NUEVO LEON",1
"474",19039,2018,"MONTERREY","NUEVO LEON",1
"475",19039,2018,"MONTERREY","NUEVO LEON",1
"476",19039,2018,"MONTERREY","NUEVO LEON",1
"477",19039,2018,"MONTERREY","NUEVO LEON",1
"478",19039,2018,"MONTERREY","NUEVO LEON",1
"479",19039,2018,"MONTERREY","NUEVO LEON",1
"480",19039,2018,"MONTERREY","NUEVO LEON",1
"481",19039,2018,"MONTERREY","NUEVO LEON",1
"482",19039,2018,"MONTERREY","NUEVO LEON",1
"483",19039,2018,"MONTERREY","NUEVO LEON",1
"484",19039,2018,"MONTERREY","NUEVO LEON",1
"485",19039,2018,"MONTERREY","NUEVO LEON",1
"486",19039,2018,"MONTERREY","NUEVO LEON",1
"487",19039,2018,"MONTERREY","NUEVO LEON",1
"488",19039,2018,"MONTERREY","NUEVO LEON",1
"489",19039,2018,"MONTERREY","NUEVO LEON",1
"490",19039,2018,"MONTERREY","NUEVO LEON",1
"491",19039,2018,"MONTERREY","NUEVO LEON",1
"492",19039,2018,"MONTERREY","NUEVO LEON",1
"493",19039,2018,"MONTERREY","NUEVO LEON",1
"494",19039,2018,"MONTERREY","NUEVO LEON",1
"495",19039,2018,"MONTERREY","NUEVO LEON",1
"496",19039,2018,"MONTERREY","NUEVO LEON",1
"497",19039,2018,"MONTERREY","NUEVO LEON",1
"498",19039,2018,"MONTERREY","NUEVO LEON",1
"499",19039,2018,"MONTERREY","NUEVO LEON",1
"500",19039,2018,"MONTERREY","NUEVO LEON",1
"501",19039,2018,"MONTERREY","NUEVO LEON",1
"502",19039,2018,"MONTERREY","NUEVO LEON",1
"503",19039,2018,"MONTERREY","NUEVO LEON",1
"504",19039,2018,"MONTERREY","NUEVO LEON",1
"505",19039,2018,"MONTERREY","NUEVO LEON",1
"506",19039,2018,"MONTERREY","NUEVO LEON",1
"507",19039,2018,"MONTERREY","NUEVO LEON",1
"508",19039,2018,"MONTERREY","NUEVO LEON",1
"509",19039,2018,"MONTERREY","NUEVO LEON",1
"510",19039,2018,"MONTERREY","NUEVO LEON",1
"511",19039,2018,"MONTERREY","NUEVO LEON",1
"512",19039,2018,"MONTERREY","NUEVO LEON",1
"513",19039,2018,"MONTERREY","NUEVO LEON",1
"514",19039,2018,"MONTERREY","NUEVO LEON",1
"515",19039,2018,"MONTERREY","NUEVO LEON",1
"516",19039,2018,"MONTERREY","NUEVO LEON",1
"517",19039,2018,"MONTERREY","NUEVO LEON",1
"518",19039,2018,"MONTERREY","NUEVO LEON",1
"519",19039,2018,"MONTERREY","NUEVO LEON",1
"520",19039,2018,"MONTERREY","NUEVO LEON",1
"521",19039,2018,"MONTERREY","NUEVO LEON",1
"522",19039,2018,"MONTERREY","NUEVO LEON",1
"523",19039,2018,"MONTERREY","NUEVO LEON",1
"524",19039,2018,"MONTERREY","NUEVO LEON",1
"525",19039,2018,"MONTERREY","NUEVO LEON",1
"526",19039,2018,"MONTERREY","NUEVO LEON",1
"527",19039,2018,"MONTERREY","NUEVO LEON",1
"528",19039,2018,"MONTERREY","NUEVO LEON",1
"529",19039,2018,"MONTERREY","NUEVO LEON",1
"530",19039,2018,"MONTERREY","NUEVO LEON",1
"531",19039,2018,"MONTERREY","NUEVO LEON",1
"532",19039,2018,"MONTERREY","NUEVO LEON",1
"533",19039,2018,"MONTERREY","NUEVO LEON",1
"534",19039,2018,"MONTERREY","NUEVO LEON",1
"535",19039,2018,"MONTERREY","NUEVO LEON",1
"536",19039,2018,"MONTERREY","NUEVO LEON",1
"537",19039,2018,"MONTERREY","NUEVO LEON",1
"538",19039,2018,"MONTERREY","NUEVO LEON",1
"539",19039,2018,"MONTERREY","NUEVO LEON",1
"540",19039,2018,"MONTERREY","NUEVO LEON",1
"541",19039,2018,"MONTERREY","NUEVO LEON",1
"542",19039,2018,"MONTERREY","NUEVO LEON",1
"543",19039,2018,"MONTERREY","NUEVO LEON",1
"544",19039,2018,"MONTERREY","NUEVO LEON",1
"545",19039,2018,"MONTERREY","NUEVO LEON",1
"546",19039,2018,"MONTERREY","NUEVO LEON",1
"547",19039,2018,"MONTERREY","NUEVO LEON",1
"548",19039,2018,"MONTERREY","NUEVO LEON",1
"549",19039,2018,"MONTERREY","NUEVO LEON",1
"550",19039,2018,"MONTERREY","NUEVO LEON",1
"551",19039,2018,"MONTERREY","NUEVO LEON",1
"552",19039,2018,"MONTERREY","NUEVO LEON",1
"553",19039,2018,"MONTERREY","NUEVO LEON",1
"554",19039,2018,"MONTERREY","NUEVO LEON",1
"555",19039,2018,"MONTERREY","NUEVO LEON",1
"556",19039,2018,"MONTERREY","NUEVO LEON",1
"557",19039,2018,"MONTERREY","NUEVO LEON",1
"558",19039,2018,"MONTERREY","NUEVO LEON",1
"559",19039,2018,"MONTERREY","NUEVO LEON",1
"560",19039,2018,"MONTERREY","NUEVO LEON",1
"561",19039,2018,"MONTERREY","NUEVO LEON",1
"562",19039,2018,"MONTERREY","NUEVO LEON",1
"563",19039,2018,"MONTERREY","NUEVO LEON",1
"564",19039,2018,"MONTERREY","NUEVO LEON",1
"565",19039,2018,"MONTERREY","NUEVO LEON",1
"566",19039,2018,"MONTERREY","NUEVO LEON",1
"567",19039,2018,"MONTERREY","NUEVO LEON",1
"568",19039,2018,"MONTERREY","NUEVO LEON",1
"569",19039,2018,"MONTERREY","NUEVO LEON",1
"570",19039,2018,"MONTERREY","NUEVO LEON",1
"571",19039,2018,"MONTERREY","NUEVO LEON",1
"572",19039,2018,"MONTERREY","NUEVO LEON",1
"573",19039,2018,"MONTERREY","NUEVO LEON",1
"574",19039,2018,"MONTERREY","NUEVO LEON",1
"575",19039,2018,"MONTERREY","NUEVO LEON",1
"576",19039,2018,"MONTERREY","NUEVO LEON",1
"577",19039,2018,"MONTERREY","NUEVO LEON",1
"578",19039,2018,"MONTERREY","NUEVO LEON",1
"579",19039,2018,"MONTERREY","NUEVO LEON",1
"580",19039,2018,"MONTERREY","NUEVO LEON",1
"581",19039,2018,"MONTERREY","NUEVO LEON",1
"582",19039,2018,"MONTERREY","NUEVO LEON",1
"583",19039,2018,"MONTERREY","NUEVO LEON",1
"584",19039,2018,"MONTERREY","NUEVO LEON",1
"585",19039,2018,"MONTERREY","NUEVO LEON",1
"586",19039,2018,"MONTERREY","NUEVO LEON",1
"587",19039,2018,"MONTERREY","NUEVO LEON",1
"588",19039,2018,"MONTERREY","NUEVO LEON",1
"589",19039,2018,"MONTERREY","NUEVO LEON",1
"590",19039,2018,"MONTERREY","NUEVO LEON",1
"591",19039,2018,"MONTERREY","NUEVO LEON",1
"592",19039,2018,"MONTERREY","NUEVO LEON",1
"593",19039,2018,"MONTERREY","NUEVO LEON",1
"594",19039,2018,"MONTERREY","NUEVO LEON",1
"595",19039,2018,"MONTERREY","NUEVO LEON",1
"596",19039,2018,"MONTERREY","NUEVO LEON",1
"597",19039,2018,"MONTERREY","NUEVO LEON",1
"598",19039,2018,"MONTERREY","NUEVO LEON",1
"599",19039,2018,"MONTERREY","NUEVO LEON",1
"600",19039,2018,"MONTERREY","NUEVO LEON",1
"601",19039,2018,"MONTERREY","NUEVO LEON",1
"602",19039,2018,"MONTERREY","NUEVO LEON",1
"603",19039,2018,"MONTERREY","NUEVO LEON",1
"604",19039,2018,"MONTERREY","NUEVO LEON",1
"605",19039,2018,"MONTERREY","NUEVO LEON",1
"606",19039,2018,"MONTERREY","NUEVO LEON",1
"607",19039,2018,"MONTERREY","NUEVO LEON",1
"608",19039,2018,"MONTERREY","NUEVO LEON",1
"609",19039,2018,"MONTERREY","NUEVO LEON",1
"610",19039,2018,"MONTERREY","NUEVO LEON",1
"611",19039,2018,"MONTERREY","NUEVO LEON",1
"612",19039,2018,"MONTERREY","NUEVO LEON",1
"613",19039,2018,"MONTERREY","NUEVO LEON",1
"614",19039,2018,"MONTERREY","NUEVO LEON",1
"615",19039,2018,"MONTERREY","NUEVO LEON",1
"616",19039,2018,"MONTERREY","NUEVO LEON",1
"617",19039,2018,"MONTERREY","NUEVO LEON",1
"618",19039,2018,"MONTERREY","NUEVO LEON",1
"619",19039,2018,"MONTERREY","NUEVO LEON",1
"620",19039,2018,"MONTERREY","NUEVO LEON",1
"621",19039,2018,"MONTERREY","NUEVO LEON",1
"622",19039,2018,"MONTERREY","NUEVO LEON",1
"623",19039,2018,"MONTERREY","NUEVO LEON",1
"624",19039,2018,"MONTERREY","NUEVO LEON",1
"625",19039,2018,"MONTERREY","NUEVO LEON",1
"626",19039,2018,"MONTERREY","NUEVO LEON",1
"627",19039,2018,"MONTERREY","NUEVO LEON",1
"628",19039,2018,"MONTERREY","NUEVO LEON",1
"629",19039,2018,"MONTERREY","NUEVO LEON",1
"630",19039,2018,"MONTERREY","NUEVO LEON",1
"631",19039,2018,"MONTERREY","NUEVO LEON",1
"632",19039,2018,"MONTERREY","NUEVO LEON",1
"633",19039,2018,"MONTERREY","NUEVO LEON",1
"634",19039,2018,"MONTERREY","NUEVO LEON",1
"635",19039,2018,"MONTERREY","NUEVO LEON",1
"636",19039,2018,"MONTERREY","NUEVO LEON",1
"637",19039,2018,"MONTERREY","NUEVO LEON",1
"638",19039,2018,"MONTERREY","NUEVO LEON",1
"639",19039,2018,"MONTERREY","NUEVO LEON",1
"640",19039,2018,"MONTERREY","NUEVO LEON",1
"641",19039,2018,"MONTERREY","NUEVO LEON",1
"642",19039,2018,"MONTERREY","NUEVO LEON",1
"643",19039,2018,"MONTERREY","NUEVO LEON",1
"644",19039,2018,"MONTERREY","NUEVO LEON",1
"645",19039,2018,"MONTERREY","NUEVO LEON",1
"646",19039,2018,"MONTERREY","NUEVO LEON",1
"647",19039,2018,"MONTERREY","NUEVO LEON",1
"648",19039,2018,"MONTERREY","NUEVO LEON",1
"649",19039,2018,"MONTERREY","NUEVO LEON",1
"650",19039,2018,"MONTERREY","NUEVO LEON",1
"651",19039,2018,"MONTERREY","NUEVO LEON",1
"652",19039,2018,"MONTERREY","NUEVO LEON",1
"653",19039,2018,"MONTERREY","NUEVO LEON",1
"654",19039,2018,"MONTERREY","NUEVO LEON",1
"655",19039,2018,"MONTERREY","NUEVO LEON",1
"656",19039,2018,"MONTERREY","NUEVO LEON",1
"657",19039,2018,"MONTERREY","NUEVO LEON",1
"658",19039,2018,"MONTERREY","NUEVO LEON",1
"659",19039,2018,"MONTERREY","NUEVO LEON",1
"660",19039,2018,"MONTERREY","NUEVO LEON",1
"661",19039,2018,"MONTERREY","NUEVO LEON",1
"662",19039,2018,"MONTERREY","NUEVO LEON",1
"663",19039,2018,"MONTERREY","NUEVO LEON",1
"664",19039,2018,"MONTERREY","NUEVO LEON",1
"665",19039,2018,"MONTERREY","NUEVO LEON",1
"666",19039,2018,"MONTERREY","NUEVO LEON",1
"667",19039,2018,"MONTERREY","NUEVO LEON",1
"668",19039,2018,"MONTERREY","NUEVO LEON",1
"669",19039,2018,"MONTERREY","NUEVO LEON",1
"670",19039,2018,"MONTERREY","NUEVO LEON",1
"671",19039,2018,"MONTERREY","NUEVO LEON",1
"672",19039,2018,"MONTERREY","NUEVO LEON",1
"673",19039,2018,"MONTERREY","NUEVO LEON",1
"674",19039,2018,"MONTERREY","NUEVO LEON",1
"675",19039,2018,"MONTERREY","NUEVO LEON",1
"676",19039,2018,"MONTERREY","NUEVO LEON",1
"677",19039,2018,"MONTERREY","NUEVO LEON",1
"678",19039,2018,"MONTERREY","NUEVO LEON",1
"679",19039,2018,"MONTERREY","NUEVO LEON",1
"680",19039,2018,"MONTERREY","NUEVO LEON",1
"681",19039,2018,"MONTERREY","NUEVO LEON",1
"682",19039,2018,"MONTERREY","NUEVO LEON",1
"683",19039,2018,"MONTERREY","NUEVO LEON",1
"684",19039,2018,"MONTERREY","NUEVO LEON",1
"685",19039,2018,"MONTERREY","NUEVO LEON",1
"686",19039,2018,"MONTERREY","NUEVO LEON",1
"687",19039,2018,"MONTERREY","NUEVO LEON",1
"688",19039,2018,"MONTERREY","NUEVO LEON",1
"689",19039,2018,"MONTERREY","NUEVO LEON",1
"690",19039,2018,"MONTERREY","NUEVO LEON",1
"691",19039,2018,"MONTERREY","NUEVO LEON",1
"692",19039,2018,"MONTERREY","NUEVO LEON",1
"693",19039,2018,"MONTERREY","NUEVO LEON",1
"694",19039,2018,"MONTERREY","NUEVO LEON",1
"695",19039,2018,"MONTERREY","NUEVO LEON",1
"696",19039,2018,"MONTERREY","NUEVO LEON",1
"697",19039,2018,"MONTERREY","NUEVO LEON",1
"698",19039,2018,"MONTERREY","NUEVO LEON",1
"699",19039,2018,"MONTERREY","NUEVO LEON",1
"700",19039,2018,"MONTERREY","NUEVO LEON",1
"701",19039,2018,"MONTERREY","NUEVO LEON",1
"702",19039,2018,"MONTERREY","NUEVO LEON",1
"703",19039,2018,"MONTERREY","NUEVO LEON",1
"704",19039,2018,"MONTERREY","NUEVO LEON",1
"705",19039,2018,"MONTERREY","NUEVO LEON",1
"706",19039,2018,"MONTERREY","NUEVO LEON",1
"707",19039,2018,"MONTERREY","NUEVO LEON",1
"708",19039,2018,"MONTERREY","NUEVO LEON",1
"709",19039,2018,"MONTERREY","NUEVO LEON",1
"710",19039,2018,"MONTERREY","NUEVO LEON",1
"711",19039,2018,"MONTERREY","NUEVO LEON",1
"712",19039,2018,"MONTERREY","NUEVO LEON",1
"713",19039,2018,"MONTERREY","NUEVO LEON",1
"714",19039,2018,"MONTERREY","NUEVO LEON",1
"715",19039,2018,"MONTERREY","NUEVO LEON",1
"716",19039,2018,"MONTERREY","NUEVO LEON",1
"717",19039,2018,"MONTERREY","NUEVO LEON",1
"718",19039,2018,"MONTERREY","NUEVO LEON",1
"719",19039,2018,"MONTERREY","NUEVO LEON",1
"720",19039,2018,"MONTERREY","NUEVO LEON",1
"721",19039,2018,"MONTERREY","NUEVO LEON",1
"722",19039,2018,"MONTERREY","NUEVO LEON",1
"723",19039,2018,"MONTERREY","NUEVO LEON",1
"724",19039,2018,"MONTERREY","NUEVO LEON",1
"725",19039,2018,"MONTERREY","NUEVO LEON",1
"726",19039,2018,"MONTERREY","NUEVO LEON",1
"727",19039,2018,"MONTERREY","NUEVO LEON",1
"728",19039,2018,"MONTERREY","NUEVO LEON",1
"729",19039,2018,"MONTERREY","NUEVO LEON",1
"730",19039,2018,"MONTERREY","NUEVO LEON",1
"731",19039,2018,"MONTERREY","NUEVO LEON",1
"732",19039,2018,"MONTERREY","NUEVO LEON",1
"733",19039,2018,"MONTERREY","NUEVO LEON",1
"734",19039,2018,"MONTERREY","NUEVO LEON",1
"735",19039,2018,"MONTERREY","NUEVO LEON",1
"736",19039,2018,"MONTERREY","NUEVO LEON",1
"737",19039,2018,"MONTERREY","NUEVO LEON",1
"738",19039,2018,"MONTERREY","NUEVO LEON",1
"739",19039,2018,"MONTERREY","NUEVO LEON",1
"740",19039,2018,"MONTERREY","NUEVO LEON",1
"741",19039,2018,"MONTERREY","NUEVO LEON",1
"742",19039,2018,"MONTERREY","NUEVO LEON",1
"743",19039,2018,"MONTERREY","NUEVO LEON",1
"744",19039,2018,"MONTERREY","NUEVO LEON",1
"745",19039,2018,"MONTERREY","NUEVO LEON",1
"746",19039,2018,"MONTERREY","NUEVO LEON",1
"747",19039,2018,"MONTERREY","NUEVO LEON",1
"748",19039,2018,"MONTERREY","NUEVO LEON",1
"749",19039,2018,"MONTERREY","NUEVO LEON",1
"750",19039,2018,"MONTERREY","NUEVO LEON",1
"751",19039,2018,"MONTERREY","NUEVO LEON",1
"752",19039,2018,"MONTERREY","NUEVO LEON",1
"753",19039,2018,"MONTERREY","NUEVO LEON",1
"754",19039,2018,"MONTERREY","NUEVO LEON",1
"755",19039,2018,"MONTERREY","NUEVO LEON",1
"756",19039,2018,"MONTERREY","NUEVO LEON",1
"757",19039,2018,"MONTERREY","NUEVO LEON",1
"758",19039,2018,"MONTERREY","NUEVO LEON",1
"759",19039,2018,"MONTERREY","NUEVO LEON",1
"760",19039,2018,"MONTERREY","NUEVO LEON",1
"761",19039,2018,"MONTERREY","NUEVO LEON",1
"762",19039,2018,"MONTERREY","NUEVO LEON",1
"763",19039,2018,"MONTERREY","NUEVO LEON",1
"764",19039,2018,"MONTERREY","NUEVO LEON",1
"765",19039,2018,"MONTERREY","NUEVO LEON",1
"766",19039,2018,"MONTERREY","NUEVO LEON",1
"767",19039,2018,"MONTERREY","NUEVO LEON",1
"768",19039,2018,"MONTERREY","NUEVO LEON",1
"769",19039,2018,"MONTERREY","NUEVO LEON",1
"770",19039,2018,"MONTERREY","NUEVO LEON",1
"771",19039,2018,"MONTERREY","NUEVO LEON",1
"772",19039,2018,"MONTERREY","NUEVO LEON",1
"773",19039,2018,"MONTERREY","NUEVO LEON",1
"774",19039,2018,"MONTERREY","NUEVO LEON",1
"775",19039,2018,"MONTERREY","NUEVO LEON",1
"776",19039,2018,"MONTERREY","NUEVO LEON",1
"777",19039,2018,"MONTERREY","NUEVO LEON",1
"778",19039,2018,"MONTERREY","NUEVO LEON",1
"779",19039,2018,"MONTERREY","NUEVO LEON",1
"780",19039,2018,"MONTERREY","NUEVO LEON",1
"781",19039,2018,"MONTERREY","NUEVO LEON",1
"782",19039,2018,"MONTERREY","NUEVO LEON",1
"783",19039,2018,"MONTERREY","NUEVO LEON",1
"784",19039,2018,"MONTERREY","NUEVO LEON",1
"785",19039,2018,"MONTERREY","NUEVO LEON",1
"786",19039,2018,"MONTERREY","NUEVO LEON",1
"787",19039,2018,"MONTERREY","NUEVO LEON",1
"788",19039,2018,"MONTERREY","NUEVO LEON",1
"789",19039,2018,"MONTERREY","NUEVO LEON",1
"790",19039,2018,"MONTERREY","NUEVO LEON",1
"791",19039,2018,"MONTERREY","NUEVO LEON",1
"792",19039,2018,"MONTERREY","NUEVO LEON",1
"793",19039,2018,"MONTERREY","NUEVO LEON",1
"794",19039,2018,"MONTERREY","NUEVO LEON",1
"795",19039,2018,"MONTERREY","NUEVO LEON",1
"796",19039,2018,"MONTERREY","NUEVO LEON",1
"797",19039,2018,"MONTERREY","NUEVO LEON",1
"798",19039,2018,"MONTERREY","NUEVO LEON",1
"799",19039,2018,"MONTERREY","NUEVO LEON",1
"800",19039,2018,"MONTERREY","NUEVO LEON",1
"801",19039,2018,"MONTERREY","NUEVO LEON",1
"802",19039,2018,"MONTERREY","NUEVO LEON",1
"803",19039,2018,"MONTERREY","NUEVO LEON",1
"804",19039,2018,"MONTERREY","NUEVO LEON",1
"805",19039,2018,"MONTERREY","NUEVO LEON",1
"806",20199,2018,"SAN JUAN IHUALTEPEC","OAXACA",1
"807",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"808",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"809",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"810",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"811",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"812",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"813",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"814",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"815",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"816",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"817",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"818",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"819",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"820",29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"821",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"822",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"823",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"824",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"825",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"826",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"827",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"828",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"829",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"830",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"831",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"832",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"833",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"834",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"835",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"836",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"837",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"838",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"839",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"840",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"841",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"842",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"843",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"844",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"845",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"846",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"847",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"848",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"849",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"850",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"851",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"852",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"853",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"854",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"855",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"856",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"857",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"858",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"859",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"860",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"861",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"862",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"863",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"864",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"865",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"866",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"867",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"868",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"869",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"870",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"871",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"872",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"873",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"874",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"875",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"876",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"877",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"878",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"879",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"880",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"881",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"882",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"883",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"884",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"885",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"886",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"887",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"888",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"889",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"890",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"891",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"892",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"893",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"894",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"895",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"896",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"897",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"898",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"899",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"900",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"901",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"902",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"903",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"904",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"905",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"906",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"907",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"908",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"909",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"910",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"911",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"912",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"913",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"914",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"915",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"916",32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
