MUNICIPIO,DISTRITO,SECCIN,CASILLA,TIPO,PAN,PRI,PRD-PT,PVEM,MRPS,PPS,NOREGISTRADOS,NULO,TOTAL,LISTA NOMINAL
LA PAZ,IV,228,228,B,19,180,251,0,0,0,0,5,455,561
LA PAZ,IV,229,229,B,25,168,267,0,0,0,0,9,469,606
LA PAZ,IV,230,230,B,16,179,292,0,0,0,0,2,489,640
LA PAZ,IV,231,231,B,9,87,178,0,0,0,0,8,282,393
LA PAZ,IV,232,232,B,35,164,298,0,0,0,0,6,503,668
LA PAZ,IV,233,233,B,19,109,260,0,0,0,0,2,390,498
LA PAZ,IV,234,234,B,16,120,185,0,0,0,0,0,659,833
LA PAZ,IV,234,234,C,17,145,174,0,0,0,1,1,,
LA PAZ,IV,235,235,B,24,144,303,0,0,0,0,8,479,655
LA PAZ,IV,236,236,B,8,77,147,0,0,0,0,0,232,315
LA PAZ,IV,237,237,B,43,162,331,0,0,0,0,0,536,704
LA PAZ,IV,238,238,B,29,192,307,0,0,0,0,3,531,653
LA PAZ,IV,239,239,B,20,143,343,0,0,0,0,4,510,680
LA PAZ,IV,240,240,B,11,121,150,0,0,0,0,3,285,405
LA PAZ,IV,241,241,B,6,72,127,0,0,0,0,7,212,296
LA PAZ,IV,242,242,B,24,141,216,0,0,0,0,8,389,609
LA PAZ,IV,243,243,B,31,205,303,0,0,0,0,7,546,711
LA PAZ,IV,244,244,B,16,164,149,0,0,0,0,2,655,881
LA PAZ,IV,244,244,C,14,133,176,0,0,0,0,1,,
LA PAZ,IV,245,245,B,18,248,182,0,0,0,0,5,453,582
LA PAZ,IV,246,246,B,20,120,189,0,0,0,0,4,680,1054
LA PAZ,IV,246,246,C,17,111,212,0,0,0,0,7,,
LA PAZ,IV,247,247,B,12,109,180,0,0,0,0,4,562,874
LA PAZ,IV,247,247,C,13,75,163,0,0,0,0,6,,
LA PAZ,IV,248,248,B,22,147,217,0,0,0,0,2,388,476
LA PAZ,IV,249,249,B,32,147,291,0,0,0,0,1,471,613
LA PAZ,IV,250,250,B,17,121,246,0,0,0,0,10,777,1178
LA PAZ,IV,250,250,C,23,117,237,0,0,0,0,6,,
LA PAZ,IV,251,251,B,28,118,214,0,0,0,0,0,360,547
LA PAZ,IV,252,252,B,15,108,288,0,0,0,0,7,1137,1587
LA PAZ,IV,252,252,C,18,106,236,0,0,0,0,0,,
LA PAZ,IV,252,252,EXT,30,104,220,0,0,0,0,5,,
LA PAZ,IV,253,253,B,16,117,223,0,0,0,0,9,1110,1671
LA PAZ,IV,253,253,C,21,119,213,0,0,0,0,18,,
LA PAZ,IV,253,253,C,9,121,229,0,0,0,0,15,,
LA PAZ,IV,254,254,B,5,28,105,0,0,0,0,6,144,198
LA PAZ,IV,255,255,B,3,81,279,0,0,0,0,6,369,523
,,,,,,,,,,,,,,
LA PAZ,V,207,207,B,15,280,208,0,0,0,0,9,512,593
LA PAZ,V,208,208,B,20,90,176,0,0,0,0,11,595,814
LA PAZ,V,208,208,C,20,94,173,0,0,0,0,11,,
LA PAZ,V,209,209,B,65,173,246,0,0,0,0,0,484,692
LA PAZ,V,210,210,B,30,131,219,0,0,0,0,3,774,1063
LA PAZ,V,210,210,C,35,134,221,0,0,0,0,1,,
LA PAZ,V,211,211,B,20,78,184,0,0,0,0,3,583,840
LA PAZ,V,211,211,C,16,118,157,0,0,0,0,7,,
LA PAZ,V,212,212,B,34,138,207,0,0,0,0,3,382,499
LA PAZ,V,213,213,B,19,158,290,0,0,0,0,9,1002,1350
LA PAZ,V,213,213,C,34,145,336,0,0,0,0,11,,
LA PAZ,V,214,214,B,50,195,310,0,0,0,0,5,560,747
LA PAZ,V,215,215,B,31,208,374,0,0,0,0,3,616,777
LA PAZ,V,216,216,B,12,107,191,0,0,0,0,6,316,433
LA PAZ,V,217,217,B,33,184,338,0,0,0,0,1,1122,1467
LA PAZ,V,217,217,C,39,194,326,0,0,0,0,7,,
LA PAZ,V,218,218,B,47,116,167,0,0,0,0,4,334,525
LA PAZ,V,219,219,B,35,194,339,0,0,0,0,10,578,746
LA PAZ,V,220,220,B,26,137,219,0,0,0,0,10,785,1017
LA PAZ,V,220,220,C,34,148,205,0,0,0,0,6,,
LA PAZ,V,221,221,B,41,139,313,0,0,0,0,6,499,698
LA PAZ,V,222,222,B,46,205,228,0,0,0,0,4,483,629
LA PAZ,V,223,223,B,31,155,198,0,0,0,0,5,771,1075
LA PAZ,V,223,223,C,26,153,198,0,0,0,0,5,,
LA PAZ,V,224,224,B,24,141,220,0,0,0,0,5,390,530
LA PAZ,V,225,225,B,41,169,241,0,0,0,0,1,452,615
LA PAZ,V,256,256,B,12,131,216,0,0,0,0,7,710,1058
LA PAZ,V,256,256,C,23,125,189,0,0,0,0,7,,
LA PAZ,V,257,257,B,13,144,345,0,0,0,0,13,515,735
LA PAZ,V,258,258,B,2,54,85,0,0,0,0,4,145,232
LA PAZ,V,259,259,B,2,52,38,0,0,0,0,1,93,125
LA PAZ,V,260,260,B,3,52,65,0,0,1,0,0,121,233
LA PAZ,V,261,261,B,9,82,221,0,0,0,0,7,319,422
LA PAZ,V,262,262,B,4,58,29,0,0,0,0,2,93,118
LA PAZ,V,263,263,B,2,39,86,0,0,0,0,0,127,225
LA PAZ,V,264,264,B,0,35,9,0,0,0,0,2,132,143
LA PAZ,V,264,264,EXT,8,27,40,0,0,0,0,11,,
LA PAZ,V,265,265,B,0,17,52,0,0,0,1,2,176,320
LA PAZ,V,265,265,EXT1,2,25,15,0,0,0,0,0,,
LA PAZ,V,265,265,EXT2,0,19,43,0,0,0,0,0,,
LA PAZ,V,266,266,B,1,36,84,0,0,0,0,2,205,250
LA PAZ,V,266,266,EXT,0,8,73,0,0,0,0,1,,
LA PAZ,V,288,288,B,6,112,177,0,0,0,0,16,311,439
LA PAZ,V,289,289,B,18,88,211,0,0,0,0,16,333,465
LA PAZ,V,348,348,B,12,58,155,0,0,0,0,0,225,307
LA PAZ,V,349,349,B,17,93,182,0,0,0,0,0,292,396
LA PAZ,V,350,350,B,12,63,119,0,0,0,0,0,194,282
,,,,,,,,,,,,,,
LA PAZ,VI,267,267,B,10,61,125,0,0,0,0,10,319,535
LA PAZ,VI,267,267,EXT,1,40,72,0,0,0,0,0,,
LA PAZ,VI,268,268,B,3,42,121,0,0,0,0,0,208,297
LA PAZ,VI,268,268,EXT,0,29,11,0,0,0,0,2,,
LA PAZ,VI,269,269,B,11,202,159,0,0,0,0,5,377,522
LA PAZ,VI,270,270,B,10,149,199,1,0,0,0,9,941,1232
LA PAZ,VI,270,270,C,4,167,167,0,0,0,0,11,,
LA PAZ,VI,270,270,EXT,2,71,151,0,0,0,0,0,,
LA PAZ,VI,271,271,B,3,343,96,0,0,0,0,6,448,525
LA PAZ,VI,272,272,B,5,86,140,0,0,0,0,8,239,271
LA PAZ,VI,273,273,B,0,41,68,0,0,0,0,4,113,138
LA PAZ,VI,274,274,B,11,43,23,0,0,0,0,3,156,228
LA PAZ,VI,274,274,EXT1,1,26,30,0,0,0,0,1,,
LA PAZ,VI,274,274,EXT2,0,14,4,0,0,0,0,0,,
LA PAZ,VI,275,275,B,0,11,22,0,0,0,0,0,33,59
LA PAZ,VI,276,276,B,2,97,171,0,0,0,0,5,275,332
LA PAZ,VI,277,277,B,1,69,179,0,0,0,0,8,257,296
LA PAZ,VI,278,278,B,12,196,201,0,0,0,0,13,422,502
LA PAZ,VI,279,279,B,0,12,22,0,0,0,0,2,61,87
LA PAZ,VI,279,279,EXT,1,15,9,0,0,0,0,0,,
LA PAZ,VI,280,280,B,2,154,170,0,0,0,0,6,814,853
LA PAZ,VI,280,280,C,7,183,146,0,0,0,0,9,,
LA PAZ,VI,280,280,ESP,4,62,69,0,0,0,0,2,,
LA PAZ,VI,281,281,B,6,312,228,0,0,0,0,24,570,695
LA PAZ,VI,282,282,B,4,278,327,0,0,0,0,11,620,777
LA PAZ,VI,283,283,B,1,148,155,0,0,0,0,13,630,840
LA PAZ,VI,283,283,C,5,133,170,0,0,0,0,5,,
LA PAZ,VI,284,284,B,0,37,25,0,0,0,0,4,66,90
LA PAZ,VI,285,285,B,1,29,29,0,0,0,0,2,61,64
LA PAZ,VI,286,286,B,4,25,23,0,0,0,0,0,52,81
LA PAZ,VI,287,287,B,0,10,22,0,0,0,0,2,68,82
LA PAZ,VI,287,287,EXT,0,10,24,0,0,0,0,0,,
