CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA_PS,PRI_PVEM_NVA_ALIANZA,PRI_NVA_ALIANZA_PS,PRI_NVA_ALIANZA,PRI_PS,PRI_PVEM,PRD_PT,PVEM_PS,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,124,3,91,,,,,15,7,67,4,58,8,,,,,,362,307,,,,,,43,154,7,,,,,,,,,,,,,,,,,,2,1125,33,1158,1905
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,125,3,138,,,,,19,12,39,5,59,12,,,,,,269,286,,,,,,44,84,9,,,,,,,,,,,,,,,,,,0,976,38,1014,1575
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,126,3,188,,,,,62,15,62,8,59,6,,,,,,392,345,,,,,,33,117,13,,,,,,,,,,,,,,,,,,0,1300,48,1348,2012
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,127,4,121,,,,,94,14,55,24,68,14,,,,,,504,403,,,,,,56,125,41,,,,,,,,,,,,,,,,,,0,1519,69,1588,2537
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,128,2,44,,,,,20,4,18,6,31,7,,,,,,225,124,,,,,,43,55,16,,,,,,,,,,,,,,,,,,0,593,20,613,1003
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,129,2,52,,,,,21,8,16,22,26,8,,,,,,174,185,,,,,,39,183,12,,,,,,,,,,,,,,,,,,0,746,23,769,1146
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,130,2,44,,,,,15,5,17,9,23,3,,,,,,132,122,,,,,,53,91,11,,,,,,,,,,,,,,,,,,0,525,13,538,782
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,131,2,42,,,,,20,11,44,5,51,8,,,,,,196,292,,,,,,58,90,15,,,,,,,,,,,,,,,,,,0,832,26,858,1225
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,132,2,81,,,,,17,6,26,10,33,10,,,,,,196,299,,,,,,41,80,13,,,,,,,,,,,,,,,,,,0,812,16,828,1238
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,133,2,73,,,,,21,22,25,9,55,9,,,,,,147,220,,,,,,49,73,13,,,,,,,,,,,,,,,,,,1,717,24,741,1064
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,134,2,76,,,,,14,11,15,1,46,2,,,,,,124,143,,,,,,11,24,4,,,,,,,,,,,,,,,,,,1,472,17,489,817
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,135,2,41,,,,,14,9,20,2,28,16,,,,,,151,180,,,,,,15,55,8,,,,,,,,,,,,,,,,,,2,541,30,571,956
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,136,1,40,,,,,6,0,26,3,28,6,,,,,,82,92,,,,,,7,25,9,,,,,,,,,,,,,,,,,,0,324,10,334,514
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,137,3,151,,,,,51,21,67,13,146,16,,,,,,348,313,,,,,,82,82,27,,,,,,,,,,,,,,,,,,1,1318,43,1361,2199
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,138,2,59,,,,,15,2,33,2,58,13,,,,,,220,246,,,,,,52,120,13,,,,,,,,,,,,,,,,,,0,833,34,867,1286
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,139,5,108,,,,,40,17,50,12,72,10,,,,,,532,338,,,,,,141,217,23,,,,,,,,,,,,,,,,,,1,1561,54,1615,2534
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,140,3,70,,,,,33,7,26,9,63,10,,,,,,301,215,,,,,,70,84,11,,,,,,,,,,,,,,,,,,0,899,42,941,1540
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,141,6,262,,,,,154,35,75,17,143,22,,,,,,830,745,,,,,,180,128,25,,,,,,,,,,,,,,,,,,0,2616,109,2725,4210
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,142,3,89,,,,,58,12,29,5,67,14,,,,,,407,286,,,,,,96,90,19,,,,,,,,,,,,,,,,,,1,1173,48,1221,1915
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,143,3,69,,,,,45,3,20,4,55,3,,,,,,344,278,,,,,,174,76,17,,,,,,,,,,,,,,,,,,0,1088,24,1112,1703
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,144,4,195,,,,,65,36,72,16,155,19,,,,,,618,447,,,,,,78,94,23,,,,,,,,,,,,,,,,,,0,1818,81,1899,2980
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,145,3,171,,,,,73,36,50,14,71,8,,,,,,286,335,,,,,,51,26,15,,,,,,,,,,,,,,,,,,0,1136,50,1186,1717
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,146,3,199,,,,,52,13,35,8,61,6,,,,,,300,239,,,,,,30,41,6,,,,,,,,,,,,,,,,,,2,992,44,1036,1648
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,147,2,57,,,,,51,4,46,1,54,5,,,,,,424,207,,,,,,44,31,5,,,,,,,,,,,,,,,,,,0,929,50,979,1500
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,148,2,72,,,,,44,8,54,3,31,3,,,,,,332,182,,,,,,20,26,9,,,,,,,,,,,,,,,,,,0,784,38,822,1394
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,149,4,196,,,,,116,12,153,10,90,8,,,,,,449,466,,,,,,83,67,14,,,,,,,,,,,,,,,,,,5,1669,84,1753,2718
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,52,LA MAGDALENA TLATELULCO,150,2,64,,80,225,,18,57,,7,51,81,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,0,694,72,766,1211
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,52,LA MAGDALENA TLATELULCO,151,7,327,,260,935,,154,188,,36,195,478,,,,,,657,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3230,87,3317,4566
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,52,LA MAGDALENA TLATELULCO,152,4,168,,213,545,,228,212,,12,45,265,,,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2052,43,2095,2810
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,52,LA MAGDALENA TLATELULCO,153,2,104,,37,247,,100,325,,12,20,116,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1074,34,1108,1446
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,52,LA MAGDALENA TLATELULCO,154,3,97,,105,253,,140,92,,8,47,137,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1138,29,1167,1587
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,52,LA MAGDALENA TLATELULCO,155,3,113,,75,319,,95,61,,7,45,119,,,,,,403,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1237,24,1261,1736
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,156,2,188,,,,,22,15,52,5,42,4,,,,,,321,155,,,,,,42,33,14,,,,,,,,,,,,,,,,,,0,893,35,928,1401
4,29,TLAXCALA,9,SANTA ANA CHIAUTEMPAN,10,CHIAUTEMPAN,157,2,171,,,,,22,7,30,3,30,3,,,,,,182,111,,,,,,31,20,5,,,,,,,,,,,,,,,,,,0,615,39,654,1036
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,158,5,390,564,426,7,484,76,,,48,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263,58,2321,3115
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,159,4,372,403,315,4,262,46,,,52,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611,56,1667,2291
4,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,51,SAN FRANCISCO TETLANOHCAN,160,4,444,432,384,10,369,60,,,80,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941,64,2005,2628
4,29,TLAXCALA,5,YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,161,3,173,444,14,343,89,1,87,,34,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284,34,1318,1838
4,29,TLAXCALA,5,YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,162,2,272,107,5,33,190,2,34,,9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,32,709,976
4,29,TLAXCALA,5,YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,163,1,117,77,6,55,46,0,2,,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,20,339,476
4,29,TLAXCALA,5,YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,164,1,26,89,3,20,17,0,17,,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,14,199,252
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,165,3,438,480,,,10,4,,438,1,22,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1396,35,1431,1942
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,167,1,77,89,,,1,0,,30,3,13,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,215,6,221,335
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,168,1,227,203,,,5,1,,30,2,14,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,482,18,500,664
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,169,1,79,75,,,0,0,,8,0,5,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,0,178,7,185,229
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,170,1,287,102,,,3,0,,59,2,16,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,471,15,486,697
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,171,1,124,77,,,3,2,,6,0,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,218,3,221,288
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,172,1,86,87,,,0,1,,34,0,10,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,223,0,223,300
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,173,1,108,74,,,0,1,,22,1,8,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,214,12,226,290
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,174,1,73,50,,,0,1,,21,0,11,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,157,6,163,195
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,175,1,106,204,,,2,0,,5,1,72,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,0,403,8,411,569
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,176,1,104,176,,,0,0,,12,0,7,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,303,7,310,402
4,29,TLAXCALA,5,YAUHQUEMEHCAN,12,ESPAÑITA,177,1,65,165,,,2,0,,20,0,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,254,7,261,346
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,178,5,264,483,,,183,8,62,334,46,103,26,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,1,1783,72,1855,3409
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,179,5,236,505,,,98,12,88,327,42,99,35,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,0,1699,76,1775,3647
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,180,5,185,463,,,153,10,113,329,39,98,30,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,0,1776,104,1880,3070
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,181,3,149,318,,,80,10,58,216,37,85,15,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,1,1192,56,1248,2087
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,182,2,90,171,,,69,5,16,85,10,64,11,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,0,644,30,674,1346
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,183,3,110,258,,,66,6,44,187,55,127,25,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,4,1033,36,1069,2012
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,184,2,116,297,,,61,3,6,94,14,39,4,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,44,791,1235
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,185,2,75,173,,,59,6,34,108,24,71,12,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,0,696,45,741,1335
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,186,2,74,218,,,71,5,13,108,40,72,16,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,0,735,28,763,1241
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,187,4,170,339,,,73,9,22,136,33,60,20,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,2,1021,30,1051,1955
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,188,5,211,440,,,166,22,50,292,52,76,46,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,1,1628,75,1703,3537
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,189,3,173,217,,,59,13,32,100,30,68,9,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,0,814,31,845,1551
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,190,2,76,158,,,35,3,34,57,31,36,5,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,0,519,23,542,973
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,191,2,91,185,,,71,4,21,81,21,45,6,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,0,606,34,640,1128
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,192,3,175,293,,,91,10,21,168,21,66,30,,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,0,1124,61,1185,1895
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,193,2,69,157,,,21,1,5,79,2,21,1,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,0,490,34,524,807
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,194,4,204,404,,,160,8,74,158,32,85,20,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,0,1411,57,1468,2471
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,195,3,149,225,,,109,5,24,146,22,71,36,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,0,975,56,1031,1752
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,196,2,68,210,,,176,2,3,82,6,16,0,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,7,690,45,735,1034
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,197,1,19,72,,,0,0,1,34,7,3,0,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,0,156,7,163,203
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,198,1,71,108,,,12,1,4,30,8,10,2,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,0,309,16,325,513
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,199,1,63,175,,,88,1,49,21,16,33,1,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,0,527,21,548,655
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,200,2,284,275,,,60,4,124,74,17,30,8,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,0,1102,31,1133,1361
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,201,5,308,604,,,133,6,186,238,21,77,13,,,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,0,2042,115,2157,3180
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,202,1,84,120,,,20,1,30,34,4,13,2,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,0,342,16,358,465
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,203,3,223,495,,,23,12,10,131,13,57,4,,,,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,0,1306,50,1356,1891
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,204,3,173,586,,,21,2,6,111,22,58,4,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,9,1259,43,1302,2025
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,205,1,74,89,,,23,0,1,6,0,17,0,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,0,223,7,230,257
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,206,2,113,389,,,10,1,9,55,4,41,1,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,0,766,24,790,966
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,207,1,71,245,,,15,3,10,37,17,9,4,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,2,512,23,535,734
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,208,1,78,203,,,20,2,2,73,52,8,0,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,0,531,13,544,733
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,209,1,58,199,,,17,1,6,163,5,9,2,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,0,600,15,615,742
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,210,1,5,58,,,3,0,0,53,1,1,2,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,0,157,7,164,223
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,211,2,75,198,,,61,3,27,76,12,15,7,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,0,631,35,666,869
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,212,1,49,124,,,41,1,7,26,19,16,1,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,0,322,18,340,484
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,213,4,287,561,,,125,6,67,285,54,46,8,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,0,1670,107,1777,2656
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,214,3,195,480,,,83,8,47,169,49,27,3,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,0,1226,58,1284,1885
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,215,1,41,104,,,24,1,6,4,1,6,4,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,0,220,0,220,286
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,216,2,71,179,,,2,1,10,57,92,39,0,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,0,514,26,540,854
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,217,2,91,167,,,28,2,15,80,12,25,6,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,1,483,21,504,807
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,218,1,51,119,,,56,1,5,48,6,9,2,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,0,401,14,415,643
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,219,1,64,147,,,40,3,42,39,4,22,1,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,0,436,19,455,732
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,220,3,250,433,,477,,3,,5,3,220,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423,44,1467,2006
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,221,3,274,382,,585,,8,,6,1,170,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433,46,1479,2019
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,222,2,53,115,,282,,3,,7,1,268,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731,31,762,1063
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,223,1,18,83,,76,,0,,0,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,18,244,370
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,224,1,12,43,,364,,0,,0,0,79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,11,511,670
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,225,1,13,72,,91,,1,,1,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,11,237,279
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,226,1,56,73,,155,,0,,1,0,64,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,9,366,493
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,227,1,31,115,,202,,2,,2,0,95,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,9,460,620
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,228,4,97,103,,334,,7,,27,2,965,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546,78,1624,2537
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,229,1,8,28,,32,,1,,1,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,3,101,128
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,230,1,22,155,,127,,2,,4,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,13,387,526
4,29,TLAXCALA,5,YAUHQUEMEHCAN,14,HUEYOTLIPAN,231,1,19,45,,74,,0,,0,1,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,7,185,291
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,232,3,24,320,108,6,17,343,112,200,35,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183,57,1240,1918
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,233,4,32,293,76,5,15,382,81,160,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,34,1114,1663
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,234,2,30,246,58,2,11,281,81,94,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,17,873,1266
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,235,1,10,36,17,0,0,19,14,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,7,125,197
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,236,1,3,59,23,1,2,14,10,47,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,11,171,259
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,237,1,7,85,9,2,2,47,26,22,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,19,221,323
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,238,1,3,64,36,1,1,23,16,13,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,8,169,281
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,239,1,10,67,27,1,4,50,26,93,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,12,293,448
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,240,2,31,135,43,17,3,115,37,20,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,14,431,773
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,241,3,90,114,147,10,8,173,49,218,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,46,880,1703
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,242,2,58,117,109,4,3,114,30,155,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,44,656,1310
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,243,1,17,60,9,0,1,119,16,28,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,5,260,335
4,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,244,1,7,62,27,2,1,70,83,17,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,18,301,483
