CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA_PS,PRI_PVEM_NVA_ALIANZA,PRI_NVA_ALIANZA_PS,PRI_NVA_ALIANZA,PRI_PS,PRI_PVEM,PRD_PT,PVEM_PS,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,180,C04,51,92,,,27,1,26,66,6,17,4,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,0,362,19,381,614,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,181,B,49,122,,,20,4,25,56,6,34,6,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,1,413,22,435,696,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,181,C01,56,91,,,34,3,17,84,15,21,5,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,0,382,12,394,696,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,181,C02,44,105,,,26,3,16,76,16,30,4,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,0,397,22,419,695,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,182,B,43,78,,,40,2,9,39,3,32,5,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,17,340,673,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,182,C01,47,93,,,29,3,7,46,7,32,6,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,0,321,13,334,673,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,183,B,42,77,,,23,5,20,58,16,42,13,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,0,340,17,357,671,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,183,C01,42,87,,,23,0,13,68,23,44,5,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,3,361,7,368,671,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,183,C02,26,94,,,20,1,11,61,16,41,7,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,1,332,12,344,670,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,184,B,61,165,,,28,1,1,40,5,15,2,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,0,364,34,398,618,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,184,C01,55,132,,,33,2,5,54,9,24,2,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,0,383,10,393,617,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,185,B,39,89,,,29,1,23,54,8,31,5,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,0,351,24,375,668,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,185,C01,36,84,,,30,5,11,54,16,40,7,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,0,345,21,366,667,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,186,B,36,98,,,38,3,8,52,24,35,5,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,0,360,10,370,621,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,186,C01,38,120,,,33,2,5,56,16,37,11,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,0,375,18,393,620,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,187,B,57,116,,,24,2,7,53,7,23,6,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,0,352,9,361,652,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,187,C01,52,106,,,27,4,9,38,9,13,7,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,0,317,12,329,652,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,187,C02,61,117,,,22,3,6,45,17,24,7,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,352,9,361,651,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,187,S01,0,,,,0,0,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,No instalada,,,
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,188,B,45,97,,,25,5,13,49,7,14,9,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,324,17,341,708,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,188,C01,37,66,,,33,6,9,66,18,12,7,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,0,308,14,322,708,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,188,C02,44,101,,,30,5,11,67,11,17,11,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,0,354,14,368,707,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,188,C03,30,91,,,33,3,9,49,8,19,8,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,0,296,15,311,707,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,188,C04,55,85,,,45,3,8,61,8,14,11,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,1,346,15,361,707,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,189,B,58,68,,,20,6,10,29,18,24,2,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,0,277,8,285,517,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,189,C01,63,82,,,21,4,15,34,6,18,3,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,0,279,10,289,517,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,189,C02,52,67,,,18,3,7,37,6,26,4,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,0,258,13,271,517,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,190,B,43,78,,,18,1,16,26,14,14,3,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,0,248,13,261,487,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,190,C01,33,80,,,17,2,18,31,17,22,2,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,0,271,10,281,486,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,191,B,37,97,,,28,0,7,41,12,19,0,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,0,289,23,312,564,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,191,C01,54,88,,,43,4,14,40,9,26,6,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,0,317,11,328,564,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,192,B,65,98,,,31,5,9,68,3,18,7,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,0,395,22,417,632,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,192,C01,53,109,,,35,3,7,44,9,26,11,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,0,377,24,401,632,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,192,C02,57,86,,,25,2,5,56,9,22,12,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,0,352,15,367,631,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,193,B,26,77,,,11,1,4,42,2,10,1,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,0,256,10,266,404,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,193,C01,43,80,,,10,0,1,37,0,11,0,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,0,234,24,258,403,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,194,B,47,107,,,32,2,14,30,7,23,5,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,0,340,17,357,618,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,194,C01,51,121,,,51,2,33,40,9,27,3,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,11,407,618,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,194,C02,49,85,,,36,2,18,50,8,12,4,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,0,327,9,336,618,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,194,C03,57,91,,,41,2,9,38,8,23,8,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,0,348,20,368,617,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,195,B,57,61,,,34,2,9,44,3,28,13,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,0,315,18,333,584,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,195,C01,45,78,,,37,1,6,57,8,20,11,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,0,330,22,352,584,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,10,HUAMANTLA,13,HUAMANTLA,195,C02,47,86,,,38,2,9,45,11,23,12,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,0,330,16,346,584,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,196,B,30,105,,,82,0,1,43,4,12,0,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,0,339,21,360,517,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,196,C01,38,105,,,94,2,2,39,2,4,0,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,7,351,24,375,517,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,197,B,19,72,,,0,0,1,34,7,3,0,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,0,156,7,163,203,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,198,B,71,108,,,12,1,4,30,8,10,2,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,0,309,16,325,513,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,199,B,63,175,,,88,1,49,21,16,33,1,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,0,527,21,548,655,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,200,B,193,121,,,28,2,67,29,10,17,3,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,0,597,20,617,681,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,200,C01,91,154,,,32,2,57,45,7,13,5,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,0,505,11,516,680,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,201,B,62,108,,,30,1,43,46,3,11,3,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,0,409,20,429,636,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,201,C01,54,148,,,20,0,42,47,8,20,1,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,0,414,23,437,636,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,201,C02,69,110,,,19,1,28,50,5,19,3,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,0,401,22,423,636,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,201,C03,60,117,,,26,2,37,50,3,14,3,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,0,402,22,424,636,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,201,C04,63,121,,,38,2,36,45,2,13,3,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,0,416,28,444,636,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,202,B,84,120,,,20,1,30,34,4,13,2,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,0,342,16,358,465,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,203,B,66,157,,,8,5,4,39,7,22,1,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,0,420,19,439,631,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,203,C01,78,180,,,7,2,4,56,2,12,1,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,0,454,18,472,630,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,203,C02,79,158,,,8,5,2,36,4,23,2,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,0,432,13,445,630,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,204,B,63,201,,,5,1,1,38,11,20,2,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,6,420,14,434,675,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,204,C01,48,187,,,7,0,1,34,4,19,2,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,0,412,16,428,675,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
4,29,TLAXCALA,11,HUAMANTLA,13,HUAMANTLA,204,C02,62,198,,,9,1,4,39,7,19,0,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,3,427,13,440,675,Acta Casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Ayuntamientos/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Huamantla.pdf
