DISTRITO,CABECERA,CODIGO MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PC,PT,PVEM,PPS,PDM
19,NAVOJOA,42,NAVOJOA,1251,B,84,237,452,0,26,0,0,0
19,NAVOJOA,42,NAVOJOA,1263,B,88,219,753,2,51,0,0,0
19,NAVOJOA,42,NAVOJOA,1264,B,61,186,503,4,38,0,0,0
19,NAVOJOA,42,NAVOJOA,1265,B,75,263,547,3,55,0,0,0
19,NAVOJOA,42,NAVOJOA,1266,B,51,179,474,2,18,0,0,0
19,NAVOJOA,42,NAVOJOA,1267,B,43,159,330,5,18,0,0,0
19,NAVOJOA,42,NAVOJOA,1268,B,62,219,483,2,39,0,0,0
19,NAVOJOA,42,NAVOJOA,1269,B,118,264,523,0,38,0,0,0
19,NAVOJOA,42,NAVOJOA,1270,B,47,442,184,2,24,0,0,0
19,NAVOJOA,42,NAVOJOA,1262,B,44,124,333,0,15,0,0,0
19,NAVOJOA,42,NAVOJOA,1261,B,82,171,424,0,31,0,0,0
19,NAVOJOA,42,NAVOJOA,1260,B,77,281,674,5,62,0,0,0
19,NAVOJOA,42,NAVOJOA,1252,B,106,220,597,0,52,0,0,0
19,NAVOJOA,42,NAVOJOA,1253,B,128,222,481,3,48,0,0,0
19,NAVOJOA,42,NAVOJOA,1254,B,114,268,428,0,38,0,0,0
19,NAVOJOA,42,NAVOJOA,1255,B,99,159,313,0,28,0,0,0
19,NAVOJOA,42,NAVOJOA,1256,B,68,166,399,1,68,0,0,0
19,NAVOJOA,42,NAVOJOA,1257,B,85,257,563,9,47,0,0,0
19,NAVOJOA,42,NAVOJOA,1258,B,44,211,375,0,41,0,0,0
19,NAVOJOA,42,NAVOJOA,1259,B,34,142,333,2,66,0,0,0
4,NOGALES,43,NOGALES,206,B,186,229,60,0,3,0,0,0
4,NOGALES,43,NOGALES,207,B,186,243,88,0,6,0,0,0
4,NOGALES,43,NOGALES,208,B,188,293,92,0,2,0,0,0
4,NOGALES,43,NOGALES,209,B,188,310,72,0,3,0,0,0
4,NOGALES,43,NOGALES,210,B,337,387,181,0,8,0,0,0
4,NOGALES,43,NOGALES,211,B,269,442,163,0,3,0,0,0
4,NOGALES,43,NOGALES,212,B,209,290,52,0,1,0,0,0
4,NOGALES,43,NOGALES,205,B,215,335,128,0,0,0,0,0
4,NOGALES,43,NOGALES,204,B,199,273,73,0,4,0,0,0
4,NOGALES,43,NOGALES,203,B,122,147,66,0,1,0,0,0
4,NOGALES,43,NOGALES,202,B,234,273,110,0,3,0,0,0
4,NOGALES,43,NOGALES,201,B,337,405,140,0,6,0,0,0
4,NOGALES,43,NOGALES,200,B,214,276,111,0,5,0,0,0
4,NOGALES,43,NOGALES,199,B,272,382,111,0,8,0,0,0
4,NOGALES,43,NOGALES,198,B,148,243,64,0,3,0,0,0
4,NOGALES,43,NOGALES,197,B,103,145,51,0,1,0,0,0
4,NOGALES,43,NOGALES,196,B,195,251,137,0,5,0,0,0
4,NOGALES,43,NOGALES,213,B,195,215,67,0,2,0,0,0
4,NOGALES,43,NOGALES,214,B,148,234,116,0,5,0,0,0
4,NOGALES,43,NOGALES,230,B,9,24,25,0,0,0,0,0
4,NOGALES,43,NOGALES,229,B,130,191,72,0,5,0,0,0
4,NOGALES,43,NOGALES,228,B,29,109,35,0,3,0,0,0
4,NOGALES,43,NOGALES,227,B,499,516,249,0,14,0,0,0
4,NOGALES,43,NOGALES,226,B,196,216,64,0,5,0,0,0
4,NOGALES,43,NOGALES,225,B,299,414,143,0,7,0,0,0
4,NOGALES,43,NOGALES,224,B,363,379,175,0,7,0,0,0
4,NOGALES,43,NOGALES,223,B,192,228,127,0,4,0,0,0
4,NOGALES,43,NOGALES,222,B,157,287,88,0,0,0,0,0
4,NOGALES,43,NOGALES,221,B,339,439,175,0,5,0,0,0
4,NOGALES,43,NOGALES,220,B,241,258,104,0,4,0,0,0
4,NOGALES,43,NOGALES,219,B,148,174,61,0,3,0,0,0
4,NOGALES,43,NOGALES,218,B,201,327,110,0,0,0,0,0
4,NOGALES,43,NOGALES,217,B,338,394,161,0,7,0,0,0
4,NOGALES,43,NOGALES,216,B,229,321,178,0,6,0,0,0
4,NOGALES,43,NOGALES,215,B,258,341,153,0,7,0,0,0
4,NOGALES,43,NOGALES,231,B,285,350,154,0,8,0,0,0
4,NOGALES,43,NOGALES,195,B,192,221,72,0,3,0,0,0
4,NOGALES,43,NOGALES,159,B,172,252,108,0,0,0,0,0
4,NOGALES,43,NOGALES,175,B,260,365,127,0,5,0,0,0
4,NOGALES,43,NOGALES,174,B,188,241,82,0,6,0,0,0
4,NOGALES,43,NOGALES,173,B,200,163,100,0,1,0,0,0
4,NOGALES,43,NOGALES,172,B,123,252,81,0,2,0,0,0
4,NOGALES,43,NOGALES,171,B,193,413,229,0,5,0,0,0
4,NOGALES,43,NOGALES,170,B,224,226,72,0,0,0,0,0
4,NOGALES,43,NOGALES,169,B,122,136,69,0,2,0,0,0
4,NOGALES,43,NOGALES,168,B,113,152,54,0,1,0,0,0
4,NOGALES,43,NOGALES,167,B,135,203,75,0,4,0,0,0
4,NOGALES,43,NOGALES,166,B,112,151,72,0,5,0,0,0
4,NOGALES,43,NOGALES,165,B,194,315,105,0,11,0,0,0
4,NOGALES,43,NOGALES,164,B,134,204,60,0,4,0,0,0
4,NOGALES,43,NOGALES,163,B,200,313,124,0,7,0,0,0
4,NOGALES,43,NOGALES,162,B,160,183,92,0,0,0,0,0
4,NOGALES,43,NOGALES,161,B,117,213,57,0,3,0,0,0
4,NOGALES,43,NOGALES,160,B,77,96,21,0,1,0,0,0
4,NOGALES,43,NOGALES,176,B,128,181,63,0,2,0,0,0
4,NOGALES,43,NOGALES,177,B,143,135,41,0,2,0,0,0
4,NOGALES,43,NOGALES,194,B,209,199,28,0,7,0,0,0
4,NOGALES,43,NOGALES,193,B,143,122,36,0,2,0,0,0
4,NOGALES,43,NOGALES,192,B,299,306,94,0,9,0,0,0
4,NOGALES,43,NOGALES,191,B,173,259,74,0,4,0,0,0
4,NOGALES,43,NOGALES,190,B,125,207,51,0,3,0,0,0
4,NOGALES,43,NOGALES,189,B,135,200,60,0,3,0,0,0
4,NOGALES,43,NOGALES,188,B,269,398,97,0,1,0,0,0
4,NOGALES,43,NOGALES,187,B,67,101,53,0,0,0,0,0
4,NOGALES,43,NOGALES,186,B,93,121,50,0,4,0,0,0
4,NOGALES,43,NOGALES,185,B,164,274,48,0,1,0,0,0
4,NOGALES,43,NOGALES,178,B,223,318,106,0,0,0,0,0
4,NOGALES,43,NOGALES,179,B,186,260,67,0,4,0,0,0
4,NOGALES,43,NOGALES,180,B,124,152,36,0,2,0,0,0
4,NOGALES,43,NOGALES,181,B,87,148,45,0,0,0,0,0
4,NOGALES,43,NOGALES,182,B,176,258,104,0,6,0,0,0
4,NOGALES,43,NOGALES,183,B,148,223,61,0,1,0,0,0
4,NOGALES,43,NOGALES,184,B,173,260,75,0,2,0,0,0
10,SAHUARIPA,44,ONAVAS,1306,B,0,114,0,0,0,0,0,0
11,URES,45,OPODEPE,624,B,4,136,4,0,0,0,0,0
11,URES,45,OPODEPE,623,B,10,73,10,0,0,0,0,0
11,URES,45,OPODEPE,622,B,133,41,69,0,0,0,0,0
11,URES,45,OPODEPE,621,B,294,159,161,4,0,0,0,0
11,URES,45,OPODEPE,620,B,84,181,7,0,0,0,0,0
3,ALTAR,46,OQUITOA,232,B,92,191,0,0,0,0,0,0
3,ALTAR,47,PITIQUITO,630,X,31,54,1,0,2,0,0,0
3,ALTAR,47,PITIQUITO,630,B,23,36,0,0,11,0,0,0
3,ALTAR,47,PITIQUITO,629,B,442,187,0,0,5,0,0,0
3,ALTAR,47,PITIQUITO,628,B,26,13,0,0,1,0,0,0
3,ALTAR,47,PITIQUITO,627,B,380,343,9,0,96,0,0,0
3,ALTAR,47,PITIQUITO,626,B,380,272,9,0,21,0,0,0
3,ALTAR,47,PITIQUITO,625,B,457,223,16,0,53,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,641,B,291,257,41,0,56,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,642,B,406,261,50,0,52,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,643,B,284,223,49,0,64,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,644,B,106,117,19,0,41,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,645,B,306,216,34,0,69,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,646,B,298,254,46,0,73,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,647,B,113,86,8,0,9,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,648,B,254,202,44,0,32,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,640,B,295,249,77,0,52,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,639,B,332,237,35,0,43,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,631,B,324,296,45,0,67,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,632,B,174,196,49,0,74,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,633,B,134,128,21,0,30,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,634,B,195,174,33,0,21,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,635,B,205,227,26,0,58,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,636,B,436,316,30,0,33,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,637,B,317,178,42,0,32,0,0,0
2,PUERTO PEÑASCO,48,PUERTO PEÑASCO,638,B,247,217,71,0,76,0,0,0
16,CD. OBREGON NORTE,49,QUIRIEGO,1307,B,0,300,0,0,0,0,0,0
16,CD. OBREGON NORTE,49,QUIRIEGO,1308,B,0,194,0,0,0,0,0,0
16,CD. OBREGON NORTE,49,QUIRIEGO,1309,B,0,150,0,0,0,0,0,0
16,CD. OBREGON NORTE,49,QUIRIEGO,1308,X,0,92,0,0,0,0,0,0
11,URES,50,RAYON,651,B,22,31,0,0,0,0,0,0
11,URES,50,RAYON,650,B,174,322,0,0,0,0,0,0
11,URES,50,RAYON,649,B,93,205,0,0,0,0,0,0
16,CD. OBREGON NORTE,51,ROSARIO TESOPACO,1315,B,2,116,94,0,0,0,0,0
16,CD. OBREGON NORTE,51,ROSARIO TESOPACO,1314,B,9,172,229,0,0,0,0,0
16,CD. OBREGON NORTE,51,ROSARIO TESOPACO,1313,B,0,55,44,0,0,0,0,0
16,CD. OBREGON NORTE,51,ROSARIO TESOPACO,1312,B,0,41,11,0,0,0,0,0
16,CD. OBREGON NORTE,51,ROSARIO TESOPACO,1311,B,18,633,341,0,0,0,0,0
16,CD. OBREGON NORTE,51,ROSARIO TESOPACO,1310,B,25,390,212,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,241,B,6,56,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,242,B,7,34,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,243,B,15,47,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,244,B,15,28,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,245,B,6,57,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,246,B,33,94,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,240,B,77,82,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,239,B,12,77,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,238,B,28,46,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,237,B,27,56,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,236,B,9,73,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,235,B,88,542,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,234,B,97,317,0,0,0,0,0,0
10,SAHUARIPA,52,SAHUARIPA,233,B,67,328,0,0,0,0,0,0
8,ARIZPE,53,SAN FELIPE DE JESUS,247,B,84,177,0,0,0,0,0,0
10,SAHUARIPA,54,SAN JAVIER,248,B,103,137,0,0,0,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,701,B,569,318,88,8,11,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,700,B,234,134,44,3,4,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,699,B,217,124,39,3,4,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,698,B,299,105,46,3,6,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,697,B,274,142,46,2,6,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,696,B,148,106,38,1,10,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,695,B,135,111,28,2,17,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,694,B,200,127,39,2,7,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,693,B,143,85,27,3,0,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,692,B,274,88,36,2,7,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,691,B,187,93,31,2,8,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,690,B,339,145,72,5,8,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,689,B,240,118,47,2,2,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,688,B,245,121,45,0,5,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,687,B,264,123,29,3,7,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,686,B,213,130,30,2,3,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,702,B,162,98,36,2,3,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,703,B,381,217,67,12,3,0,3,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,718,B,183,107,26,2,6,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,717,B,226,113,38,1,4,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,716,B,299,111,56,4,4,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,715,B,334,150,41,2,6,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,714,B,383,179,64,6,8,0,11,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,713,B,423,178,77,2,9,0,4,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,712,B,147,83,50,0,6,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,711,B,179,136,59,2,0,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,710,B,247,138,98,8,0,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,709,B,289,124,32,1,7,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,708,B,255,119,44,1,10,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,707,B,374,190,50,9,5,0,9,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,706,B,473,200,71,4,6,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,705,B,384,201,61,6,5,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,704,B,310,176,51,1,4,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,719,B,308,144,102,2,7,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,685,B,384,217,73,14,5,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,684,B,283,100,33,3,6,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,666,B,311,233,54,1,5,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,665,B,229,158,26,1,7,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,664,B,223,135,41,5,5,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,663,B,58,65,18,0,1,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,662,B,221,136,47,1,4,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,661,B,193,133,219,1,1,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,660,B,272,136,43,1,5,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,659,B,199,145,19,0,17,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,658,B,234,169,50,4,8,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,657,B,258,177,42,1,7,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,656,B,233,192,44,0,11,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,655,B,164,119,39,0,4,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,654,B,123,91,8,2,4,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,653,B,87,58,19,3,5,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,652,B,169,180,56,0,10,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,667,B,468,225,34,0,5,0,4,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,668,B,439,228,60,2,13,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,683,B,202,112,23,2,1,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,682,B,119,78,19,0,3,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,681,B,307,198,73,3,19,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,680,B,433,228,72,5,9,0,3,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,679,B,266,152,39,4,5,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,678,B,368,178,30,5,11,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,677,B,325,191,63,2,10,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,676,B,270,176,37,4,4,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,675,B,156,92,45,2,3,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,674,B,175,124,42,0,1,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,673,B,246,155,58,2,1,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,672,B,202,103,29,1,1,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,671,B,118,90,51,0,1,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,670,B,454,326,277,3,11,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,669,B,409,144,55,0,21,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,741,2,75,90,85,2,5,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,735,B,79,124,24,1,0,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,736,B,93,123,14,0,5,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,737,B,336,303,55,5,7,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,738,B,284,273,116,1,8,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,739,B,59,100,111,2,0,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,740,B,171,293,232,1,15,0,3,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,741,B,186,410,135,5,7,0,4,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,742,B,169,328,99,2,7,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,734,X,59,37,14,2,0,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,741,X,10,93,10,0,1,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,734,B,57,63,16,3,3,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,733,B,99,141,61,0,5,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,732,B,193,242,129,2,4,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,721,B,294,194,55,8,7,0,4,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,722,B,380,171,60,9,7,0,4,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,723,B,178,129,65,4,4,0,2,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,724,B,248,162,49,2,20,0,3,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,725,B,257,127,51,8,6,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,726,B,246,107,56,2,4,0,3,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,727,B,364,127,53,1,6,0,6,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,731,B,111,208,183,2,0,0,0,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,720,B,235,93,56,5,0,0,4,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,730,B,225,139,94,5,20,0,1,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,729,B,186,101,50,3,1,0,7,0
1,SAN LUIS RIO COLORADO,55,SAN LUIS RIO COLORADO,728,B,208,101,42,3,1,0,0,0
11,URES,56,SAN MIGUEL DE HORCASITAS,743,B,130,86,0,0,57,0,0,0
11,URES,56,SAN MIGUEL DE HORCASITAS,745,B,20,57,0,0,96,0,0,0
11,URES,56,SAN MIGUEL DE HORCASITAS,746,B,14,454,0,0,403,0,0,0
11,URES,56,SAN MIGUEL DE HORCASITAS,744,B,59,66,0,0,61,0,0,0
11,URES,57,SAN PEDRO DE LA CUEVA,251,B,56,144,0,0,0,0,0,0
11,URES,57,SAN PEDRO DE LA CUEVA,250,B,0,42,0,0,0,0,0,0
11,URES,57,SAN PEDRO DE LA CUEVA,249,B,86,534,0,0,0,0,0,0
6,MAGDALENA,58,SANTA ANA,252,B,362,152,0,0,5,0,0,0
6,MAGDALENA,58,SANTA ANA,263,B,432,227,2,0,6,0,0,0
6,MAGDALENA,58,SANTA ANA,262,B,220,141,2,0,4,0,0,0
6,MAGDALENA,58,SANTA ANA,261,B,223,206,2,0,16,0,0,0
6,MAGDALENA,58,SANTA ANA,260,B,132,146,4,0,23,0,0,0
6,MAGDALENA,58,SANTA ANA,259,B,115,127,1,0,6,0,0,0
6,MAGDALENA,58,SANTA ANA,258,B,60,73,0,0,2,0,0,0
6,MAGDALENA,58,SANTA ANA,257,B,247,160,1,0,8,0,0,0
6,MAGDALENA,58,SANTA ANA,256,B,414,326,1,0,4,0,0,0
6,MAGDALENA,58,SANTA ANA,255,B,447,297,3,0,59,0,0,0
6,MAGDALENA,58,SANTA ANA,253,B,364,237,5,0,13,0,0,0
6,MAGDALENA,58,SANTA ANA,254,B,346,186,2,0,5,0,0,0
4,NOGALES,59,SANTA CRUZ,264,B,57,307,56,0,224,0,0,0
3,ALTAR,60,SARIC,266,B,159,200,0,0,0,0,0,0
3,ALTAR,60,SARIC,265,B,266,309,0,0,0,0,0,0
10,SAHUARIPA,61,SOYOPA,272,B,58,174,0,0,0,0,0,0
10,SAHUARIPA,61,SOYOPA,271,B,27,47,0,0,0,0,0,0
10,SAHUARIPA,61,SOYOPA,270,B,125,75,0,0,0,0,0,0
10,SAHUARIPA,61,SOYOPA,269,B,76,56,0,0,0,0,0,0
10,SAHUARIPA,61,SOYOPA,267,B,95,85,0,0,0,0,0,0
10,SAHUARIPA,61,SOYOPA,268,B,96,99,0,0,0,0,0,0
10,SAHUARIPA,62,SUAQUI GRANDE,273,B,504,463,0,0,0,0,0,0
9,MOCTEZUMA,63,TEPACHE,274,B,0,193,131,0,0,0,0,0
9,MOCTEZUMA,63,TEPACHE,275,B,0,161,118,0,0,0,0,0
9,MOCTEZUMA,63,TEPACHE,276,B,0,17,26,0,0,0,0,0
3,ALTAR,64,TRINCHERAS,280,B,0,46,0,0,15,0,0,0
3,ALTAR,64,TRINCHERAS,279,B,0,66,0,0,33,0,0,0
3,ALTAR,64,TRINCHERAS,278,B,0,324,0,0,214,0,0,0
3,ALTAR,65,TUBUTAMA,285,B,161,179,0,0,0,0,0,0
3,ALTAR,65,TUBUTAMA,284,B,40,36,0,0,0,0,0,0
3,ALTAR,65,TUBUTAMA,283,B,21,57,0,0,0,0,0,0
3,ALTAR,65,TUBUTAMA,282,B,14,42,0,0,0,0,0,0
3,ALTAR,65,TUBUTAMA,281,B,64,156,0,0,0,0,0,0
11,URES,66,URES,749,B,0,203,232,0,0,0,0,0
11,URES,66,URES,747,B,0,308,407,0,0,0,0,0
11,URES,66,URES,759,B,0,50,31,0,0,0,0,0
11,URES,66,URES,758,B,0,61,10,0,0,0,0,0
11,URES,66,URES,757,B,0,73,54,0,0,0,0,0
11,URES,66,URES,756,B,0,187,85,0,0,0,0,0
11,URES,66,URES,748,B,0,239,442,0,0,0,0,0
11,URES,66,URES,754,B,0,184,54,0,0,0,0,0
11,URES,66,URES,753,B,0,298,278,0,0,0,0,0
11,URES,66,URES,752,B,0,128,54,0,0,0,0,0
11,URES,66,URES,751,B,0,39,65,0,0,0,0,0
11,URES,66,URES,750,B,0,188,283,0,0,0,0,0
11,URES,66,URES,755,B,0,73,79,0,0,0,0,0
9,MOCTEZUMA,67,VILLA HIDALGO,286,B,220,99,3,0,0,0,0,0
9,MOCTEZUMA,67,VILLA HIDALGO,287,B,218,220,7,0,0,0,0,0
9,MOCTEZUMA,67,VILLA HIDALGO,288,B,36,122,1,0,0,0,0,0
11,URES,68,VILLA PESQUEIRA,291,B,76,170,0,0,0,0,0,0
11,URES,68,VILLA PESQUEIRA,289,B,243,265,0,0,0,0,0,0
11,URES,68,VILLA PESQUEIRA,290,B,30,194,0,0,0,0,0,0
10,SAHUARIPA,69,YECORA,1316,B,230,356,0,0,0,0,0,0
10,SAHUARIPA,69,YECORA,1320,X,27,66,0,0,0,0,0,0
10,SAHUARIPA,69,YECORA,1318,X,7,44,0,0,0,0,0,0
10,SAHUARIPA,69,YECORA,1322,B,47,83,0,0,0,0,0,0
10,SAHUARIPA,69,YECORA,1321,B,51,54,0,0,0,0,0,0
10,SAHUARIPA,69,YECORA,1320,B,78,129,0,0,0,0,0,0
