CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_PRI_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1028,2,76,142,26,12,94,116,3,22,10,83,,4,8,5,,,,,,,0,601,24,625,1112
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1029,2,63,177,34,9,75,134,16,26,6,78,,3,4,8,,,,,,,1,633,8,642,1119
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1030,3,85,93,28,9,152,122,1,14,14,111,,6,10,5,,,,,,,0,650,13,663,815
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1031,2,62,140,21,2,100,141,2,15,6,107,,2,5,7,,,,,,,0,610,19,629,1161
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1032,2,47,98,31,5,64,61,4,37,3,88,,5,3,3,,,,,,,1,449,7,457,828
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1033,2,84,95,34,3,140,96,3,14,15,176,,2,9,0,,,,,,,0,671,23,694,1336
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1034,6,329,309,162,33,291,231,16,39,57,521,,15,31,2,,,,,,,0,2036,59,2095,3824
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1035,3,106,131,36,9,163,94,8,32,23,220,,8,9,7,,,,,,,1,846,23,870,1537
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1036,3,86,159,41,15,155,65,6,64,12,165,,4,9,3,,,,,,,0,784,24,808,1540
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1037,2,100,142,80,14,126,58,5,12,15,203,,1,23,7,,,,,,,0,786,21,807,1434
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1038,3,81,132,31,12,241,64,9,45,26,224,,2,11,2,,,,,,,0,880,25,905,1609
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1039,3,108,190,53,8,130,88,4,18,15,193,,6,11,7,,,,,,,1,831,12,844,1549
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1040,1,24,69,17,3,71,50,3,9,5,78,,1,1,1,,,,,,,0,332,8,340,596
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1041,1,15,70,12,3,49,57,2,8,6,135,,0,3,0,,,,,,,0,360,4,364,640
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1042,10,490,570,303,28,1105,252,46,83,60,622,,38,91,12,,,,,,,1,3700,131,3832,6512
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1043,3,93,157,43,9,154,158,7,22,20,210,,2,3,4,,,,,,,0,882,17,899,1508
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1044,2,66,141,41,14,116,88,2,9,11,148,,34,3,3,,,,,,,0,676,32,708,1378
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1045,2,124,190,47,9,117,77,1,7,11,134,,16,16,1,,,,,,,1,750,13,764,1285
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1046,2,82,103,100,6,89,37,5,2,10,50,,8,13,2,,,,,,,0,507,12,519,871
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1047,1,103,99,47,6,49,51,0,2,15,65,,3,14,2,,,,,,,0,456,12,468,730
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1048,4,227,218,116,11,330,102,7,15,36,330,,6,24,1,,,,,,,0,1423,34,1457,2292
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1049,1,43,84,41,6,8,28,3,8,6,29,,4,7,0,,,,,,,0,267,10,277,489
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1051,2,103,133,111,10,54,52,20,15,21,141,,19,10,4,,,,,,,0,693,37,730,1370
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1052,4,88,248,55,19,326,167,3,23,22,306,,13,16,10,,,,,,,0,1296,40,1336,2893
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1053,6,237,310,121,30,443,195,44,44,22,519,,12,18,3,,,,,,,0,1998,87,2085,3947
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1054,5,194,274,75,15,305,215,7,44,25,370,,14,19,3,,,,,,,1,1560,82,1643,3070
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1055,3,141,160,50,14,221,82,12,13,15,195,,7,10,3,,,,,,,0,923,30,953,1727
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1056,3,142,245,52,33,297,94,12,70,17,162,,2,16,3,,,,,,,0,1145,23,1168,2117
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1058,2,131,140,78,12,313,64,1,7,6,117,,13,12,2,,,,,,,0,896,30,926,1371
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1059,1,139,107,28,6,97,23,1,11,4,70,,3,2,3,,,,,,,0,494,11,505,716
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1060,3,130,226,150,9,46,47,10,16,20,203,,11,30,7,,,,,,,0,905,34,939,1543
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1061,2,84,95,51,11,89,75,7,21,48,129,,2,6,1,,,,,,,0,619,21,640,1081
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1062,2,154,199,95,16,49,45,1,11,3,71,,7,22,5,,,,,,,0,678,34,712,1256
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1063,1,49,41,37,7,142,40,0,7,6,72,,3,6,0,,,,,,,0,410,24,434,629
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1064,4,278,394,200,6,157,176,3,16,22,166,,11,22,5,,,,,,,0,1456,35,1491,2029
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1065,3,113,253,59,10,146,68,2,19,32,222,,8,19,4,,,,,,,0,955,38,993,1605
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1066,2,71,169,47,7,208,18,3,14,3,60,,0,2,3,,,,,,,0,605,13,618,927
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1067,2,207,37,64,4,170,16,4,9,3,53,,1,5,0,,,,,,,0,573,15,588,869
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1068,2,52,80,59,2,77,149,3,12,3,126,,4,8,1,,,,,,,0,576,22,598,1143
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1069,5,215,223,131,20,286,144,8,44,13,311,,7,32,6,,,,,,,1,1440,37,1478,3128
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1070,3,150,245,118,9,174,26,4,12,4,165,,2,11,4,,,,,,,0,924,30,954,1323
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1071,1,71,82,61,12,66,5,1,5,3,55,,4,12,0,,,,,,,0,377,11,388,565
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1072,3,94,271,110,19,94,68,6,13,12,191,,6,13,10,,,,,,,1,907,35,943,1590
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1073,3,72,200,118,10,96,92,7,17,7,196,,4,14,4,,,,,,,0,837,27,864,1327
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1074,2,52,155,75,7,62,119,6,11,4,90,,5,17,0,,,,,,,0,603,16,619,1038
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1075,2,104,195,110,13,234,60,4,12,6,36,,3,23,8,,,,,,,0,808,17,825,1141
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1076,2,80,73,52,4,124,50,1,20,6,159,,0,5,0,,,,,,,0,574,25,599,1047
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1077,1,55,30,12,0,150,16,1,3,6,112,,0,5,0,,,,,,,4,390,7,401,638
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1078,2,135,199,87,14,60,92,5,13,14,298,,5,10,3,,,,,,,0,935,19,954,1385
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1079,3,57,259,50,101,158,108,40,23,3,97,,7,6,10,,,,,,,0,919,62,981,1700
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1083,2,89,94,34,7,166,95,1,9,10,104,,0,6,1,,,,,,,0,616,21,637,1132
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,232,SAN LUCAS OJITLAN,1260,2,319,115,9,4,27,100,0,20,6,324,,1,23,5,,,,,,,0,953,19,972,1250
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,74,3,21,450,367,5,18,2,8,3,4,289,,1,13,5,,,,,,,0,1186,41,1227,1546
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,75,5,39,547,493,7,42,8,20,6,7,445,,0,23,9,,,,,,,0,1646,93,1739,2199
3,20,OAXACA,3,LOMA BONITA,11,AYOTZINTEPEC,76,2,55,497,166,7,5,0,28,1,1,55,,0,4,8,,,,,,,0,827,7,834,1042
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,333,2,10,110,265,14,26,195,11,15,7,44,,2,2,6,,,,,,,0,707,19,726,999
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,334,2,8,107,185,10,40,121,17,17,3,61,,4,2,3,,,,,,,0,578,30,608,895
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,335,2,6,121,202,12,43,165,5,16,1,50,,0,4,7,,,,,,,0,632,30,662,1049
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,336,2,5,96,181,6,50,120,12,11,2,55,,2,4,2,,,,,,,0,546,13,559,823
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,337,2,4,139,112,10,12,158,19,24,2,48,,1,2,3,,,,,,,0,534,18,552,826
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,338,2,10,125,145,13,12,201,28,17,3,70,,4,2,2,,,,,,,0,632,20,652,947
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,339,2,6,112,173,25,14,198,9,19,2,73,,2,1,3,,,,,,,0,637,28,665,955
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,340,2,7,76,137,14,26,136,12,14,3,84,,4,3,2,,,,,,,0,518,25,543,760
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,341,3,14,147,331,22,54,235,22,36,5,165,,5,4,4,,,,,,,0,1044,47,1091,1672
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,342,2,14,112,125,8,27,169,15,16,5,90,,3,3,7,,,,,,,0,594,22,616,963
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,343,2,12,130,103,20,8,126,8,27,4,58,,1,1,3,,,,,,,0,501,10,511,759
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,344,2,13,127,125,19,21,153,11,45,3,93,,5,3,3,,,,,,,1,621,19,641,651
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,345,2,11,102,204,16,19,182,13,13,1,62,,2,0,1,,,,,,,0,626,16,642,984
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,346,1,8,72,120,7,8,117,4,7,1,39,,1,0,2,,,,,,,0,386,9,395,560
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,347,2,14,106,249,9,26,252,8,19,4,69,,2,3,1,,,,,,,0,762,33,795,1248
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,348,2,13,129,137,9,26,165,6,18,5,61,,1,4,8,,,,,,,0,582,25,607,954
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,349,1,5,57,35,7,6,101,3,15,1,44,,7,0,0,,,,,,,0,281,10,291,447
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,350,2,9,97,254,12,46,176,7,20,4,102,,8,5,5,,,,,,,0,745,24,769,1161
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,351,2,13,125,166,16,36,212,16,22,3,142,,2,1,4,,,,,,,0,758,23,781,1221
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,352,2,14,82,162,13,15,233,13,17,1,87,,4,0,2,,,,,,,0,643,16,659,971
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,353,1,7,52,173,4,14,97,4,11,2,60,,0,4,2,,,,,,,0,430,22,452,714
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,354,2,11,82,155,22,36,187,10,25,1,134,,7,4,0,,,,,,,0,674,17,691,1040
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,355,2,8,72,173,9,20,119,14,11,4,85,,1,0,3,,,,,,,0,519,23,542,809
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,356,2,11,82,190,12,15,113,4,12,2,61,,1,4,4,,,,,,,0,511,26,537,823
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,357,2,4,93,107,7,161,107,15,7,0,109,,2,1,3,,,,,,,0,616,28,644,1057
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,358,1,4,81,123,5,16,37,3,6,0,34,,1,0,0,,,,,,,0,310,11,321,472
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,359,2,3,76,230,4,75,116,2,17,1,50,,0,3,0,,,,,,,0,577,27,604,803
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,360,2,15,161,254,25,92,178,15,18,1,219,,1,2,2,,,,,,,0,983,38,1021,1389
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,361,2,8,78,131,11,45,105,4,8,5,73,,4,0,4,,,,,,,0,476,25,501,787
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,362,2,14,183,162,13,15,73,1,8,8,100,,0,5,4,,,,,,,0,586,21,607,889
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,363,1,3,111,172,5,4,84,1,2,2,22,,1,2,1,,,,,,,0,410,11,421,580
3,20,OAXACA,3,LOMA BONITA,44,LOMA BONITA,364,1,3,34,72,5,16,63,4,8,4,12,,2,2,0,,,,,,,0,225,10,235,348
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,851,2,7,433,249,3,15,5,12,4,12,498,,5,1,2,,,,,,,0,1246,16,1262,1455
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,852,2,2,381,149,5,15,9,21,9,4,484,,2,1,4,,,,,,,0,1086,14,1100,1314
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,853,3,6,515,207,3,9,48,30,13,8,705,,6,5,5,,,,,,,0,1560,25,1585,1852
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,854,4,16,715,207,6,32,13,11,11,13,797,,6,8,11,,,,,,,0,1846,36,1882,2275
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,855,2,0,344,178,1,2,0,14,0,3,238,,0,0,1,,,,,,,0,781,6,787,903
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,856,4,7,848,249,15,18,8,44,5,14,930,,7,2,3,,,,,,,0,2150,19,2169,2437
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,857,5,9,749,409,10,15,12,50,17,11,655,,4,7,4,,,,,,,0,1952,37,1989,2286
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,858,4,6,787,208,6,9,15,6,8,2,590,,2,2,2,,,,,,,0,1643,21,1664,1973
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,859,2,0,356,78,1,1,1,6,4,2,388,,1,3,0,,,,,,,0,841,6,847,975
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,860,1,1,105,132,7,3,1,34,3,3,203,,5,2,1,,,,,,,0,500,8,508,590
3,20,OAXACA,3,LOMA BONITA,131,SAN FELIPE JALAPA DE DIAZ,861,4,8,812,163,4,5,11,15,15,15,890,,7,0,0,,,,,,,0,1945,13,1958,2232
3,20,OAXACA,3,LOMA BONITA,133,SAN FELIPE USILA,866,3,79,753,48,14,59,8,206,1,4,580,,1,0,1,,,,,,,0,1754,18,1772,2050
3,20,OAXACA,3,LOMA BONITA,133,SAN FELIPE USILA,867,4,70,866,97,24,111,0,239,9,12,701,,0,0,3,,,,,,,0,2132,41,2173,2557
3,20,OAXACA,3,LOMA BONITA,133,SAN FELIPE USILA,868,4,85,674,35,27,40,1,205,6,6,654,,0,1,5,,,,,,,0,1739,21,1760,2051
3,20,OAXACA,3,LOMA BONITA,133,SAN FELIPE USILA,869,2,45,454,7,7,52,1,112,7,9,404,,0,0,1,,,,,,,0,1099,13,1112,1313
3,20,OAXACA,3,LOMA BONITA,133,SAN FELIPE USILA,870,1,79,141,2,0,3,1,2,4,0,163,,0,0,0,,,,,,,0,395,2,397,452
3,20,OAXACA,3,LOMA BONITA,164,SAN JOSE CHILTEPEC,943,3,128,285,168,23,91,205,8,9,1,540,,2,9,11,,,,,,,0,1480,61,1541,1912
3,20,OAXACA,3,LOMA BONITA,164,SAN JOSE CHILTEPEC,944,3,40,250,75,17,76,171,6,18,6,598,,3,6,8,,,,,,,0,1274,35,1309,1629
3,20,OAXACA,3,LOMA BONITA,164,SAN JOSE CHILTEPEC,945,2,16,171,47,13,64,37,4,7,3,124,,3,2,2,,,,,,,0,493,20,513,772
3,20,OAXACA,3,LOMA BONITA,164,SAN JOSE CHILTEPEC,946,3,29,303,226,25,69,89,2,24,6,382,,1,6,11,,,,,,,1,1173,54,1228,1550
3,20,OAXACA,3,LOMA BONITA,164,SAN JOSE CHILTEPEC,947,2,89,288,16,5,181,113,5,8,6,237,,5,3,0,,,,,,,0,956,25,981,1192
3,20,OAXACA,3,LOMA BONITA,164,SAN JOSE CHILTEPEC,948,2,21,258,39,24,38,78,9,14,2,462,,2,1,2,,,,,,,2,950,18,970,1224
3,20,OAXACA,3,LOMA BONITA,181,SAN JUAN BAUTISTA TLACOATZINTEPEC,1009,4,1,108,13,257,10,2,75,209,164,528,,3,1,14,,,,,,,0,1385,16,1401,1628
3,20,OAXACA,3,LOMA BONITA,182,SAN JUAN BAUTISTA TUXTEPEC,1050,2,81,96,82,11,36,13,37,12,4,100,,1,18,1,,,,,,,0,492,26,518,893
3,20,OAXACA,3,LOMA BONITA,182,SAN JUAN BAUTISTA TUXTEPEC,1080,2,49,59,67,10,70,8,3,15,4,318,,2,2,0,,,,,,,0,607,13,620,1052
3,20,OAXACA,3,LOMA BONITA,182,SAN JUAN BAUTISTA TUXTEPEC,1081,3,51,70,101,59,169,17,2,30,14,316,,2,1,2,,,,,,,0,834,27,861,1543
3,20,OAXACA,3,LOMA BONITA,182,SAN JUAN BAUTISTA TUXTEPEC,1082,1,25,52,30,18,91,17,4,17,11,75,,1,0,2,,,,,,,0,343,6,349,625
3,20,OAXACA,3,LOMA BONITA,232,SAN LUCAS OJITLAN,1254,2,134,92,58,3,4,111,1,9,8,222,,1,10,1,,,,,,,0,654,24,678,856
3,20,OAXACA,3,LOMA BONITA,232,SAN LUCAS OJITLAN,1255,2,235,153,60,3,10,116,3,13,27,364,,6,23,3,,,,,,,0,1016,18,1034,1331
3,20,OAXACA,3,LOMA BONITA,232,SAN LUCAS OJITLAN,1256,2,179,153,25,7,14,109,1,9,50,338,,1,10,4,,,,,,,0,900,32,932,1219
3,20,OAXACA,3,LOMA BONITA,232,SAN LUCAS OJITLAN,1257,2,137,91,44,3,4,204,0,15,21,242,,0,7,2,,,,,,,0,770,27,797,1006
3,20,OAXACA,3,LOMA BONITA,232,SAN LUCAS OJITLAN,1258,2,384,84,73,24,21,110,8,16,17,300,,5,13,1,,,,,,,0,1056,18,1074,1339
3,20,OAXACA,3,LOMA BONITA,232,SAN LUCAS OJITLAN,1259,4,405,233,122,10,10,169,19,45,27,696,,4,6,1,,,,,,,5,1747,41,1793,2141
3,20,OAXACA,3,LOMA BONITA,232,SAN LUCAS OJITLAN,1261,2,324,164,73,6,3,115,3,47,19,349,,2,6,3,,,,,,,0,1114,21,1135,1390
3,20,OAXACA,3,LOMA BONITA,232,SAN LUCAS OJITLAN,1262,2,131,138,41,3,0,98,0,23,14,186,,4,0,0,,,,,,,0,638,20,658,793
3,20,OAXACA,3,LOMA BONITA,232,SAN LUCAS OJITLAN,1263,3,280,109,142,8,7,151,5,10,11,455,,0,0,0,,,,,,,0,1178,29,1207,1461
3,20,OAXACA,3,LOMA BONITA,232,SAN LUCAS OJITLAN,1264,2,151,89,15,10,17,214,1,17,2,440,,2,8,2,,,,,,,0,968,17,985,1174
3,20,OAXACA,3,LOMA BONITA,232,SAN LUCAS OJITLAN,1265,2,246,43,12,1,11,43,0,3,4,245,,0,7,0,,,,,,,0,615,11,626,781
3,20,OAXACA,3,LOMA BONITA,418,SANTA MARIA JACATEPEC,1860,4,50,304,371,10,412,30,24,17,40,613,,3,31,2,,,,,,,0,1907,64,1971,2492
3,20,OAXACA,3,LOMA BONITA,418,SANTA MARIA JACATEPEC,1861,2,41,80,186,0,129,15,1,7,18,276,,1,11,1,,,,,,,0,766,39,805,1040
3,20,OAXACA,3,LOMA BONITA,418,SANTA MARIA JACATEPEC,1862,2,21,159,199,8,209,66,3,8,46,151,,1,7,0,,,,,,,0,878,33,911,1183
3,20,OAXACA,3,LOMA BONITA,418,SANTA MARIA JACATEPEC,1863,1,14,40,37,9,52,0,1,3,3,93,,0,3,2,,,,,,,0,257,6,263,334
3,20,OAXACA,3,LOMA BONITA,418,SANTA MARIA JACATEPEC,1864,2,10,93,168,1,83,2,5,5,11,449,,81,2,1,,,,,,,1,911,24,936,1110
3,20,OAXACA,3,LOMA BONITA,418,SANTA MARIA JACATEPEC,1865,2,14,83,99,4,90,39,5,7,16,198,,1,11,0,,,,,,,0,567,18,585,776
3,20,OAXACA,3,LOMA BONITA,469,SANTIAGO JOCOTEPEC,2025,3,78,170,269,332,30,4,3,7,5,104,,3,15,9,,,,,,,0,1029,40,1069,1799
3,20,OAXACA,3,LOMA BONITA,469,SANTIAGO JOCOTEPEC,2026,2,24,146,160,54,20,6,4,11,3,189,,2,1,3,,,,,,,0,623,12,635,946
3,20,OAXACA,3,LOMA BONITA,469,SANTIAGO JOCOTEPEC,2027,1,13,22,19,5,11,0,1,4,1,141,,3,1,0,,,,,,,0,221,5,226,444
3,20,OAXACA,3,LOMA BONITA,469,SANTIAGO JOCOTEPEC,2028,1,25,45,30,7,2,0,1,0,1,13,,0,8,1,,,,,,,0,133,5,138,228
3,20,OAXACA,3,LOMA BONITA,469,SANTIAGO JOCOTEPEC,2029,2,26,121,125,110,39,1,2,8,9,202,,1,13,2,,,,,,,0,659,39,698,1108
3,20,OAXACA,3,LOMA BONITA,469,SANTIAGO JOCOTEPEC,2030,3,35,249,218,131,21,2,1,5,7,172,,2,7,5,,,,,,,0,855,26,881,1270
3,20,OAXACA,3,LOMA BONITA,469,SANTIAGO JOCOTEPEC,2031,2,17,193,377,179,33,4,1,3,2,47,,0,13,4,,,,,,,0,873,19,892,1321
3,20,OAXACA,3,LOMA BONITA,469,SANTIAGO JOCOTEPEC,2032,2,26,241,234,90,122,1,0,4,8,208,,0,4,0,,,,,,,0,938,28,966,1247
3,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,22,CONCEPCION PAPALO,127,2,19,93,152,3,14,3,6,87,31,182,,4,4,0,,,,,,,0,598,33,631,906
3,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,22,CONCEPCION PAPALO,128,1,18,9,61,4,19,1,49,7,5,45,,0,7,0,,,,,,,0,225,11,236,471
3,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,22,CONCEPCION PAPALO,129,1,1,7,3,0,0,0,72,5,0,3,,0,0,0,,,,,,,0,91,2,93,120
3,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,22,CONCEPCION PAPALO,130,1,11,17,171,2,20,0,3,53,59,102,,5,13,0,,,,,,,0,456,13,469,642
3,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,27,CUYAMECALCO VILLA DE ZARAGOZA,153,2,31,121,50,14,10,0,45,28,7,81,,3,1,4,,,,,,,0,395,36,431,1091
3,20,OAXACA,4,TEOTITLAN DE FLORES MAGON,27,CUYAMECALCO VILLA DE ZARAGOZA,154,1,3,22,46,5,3,0,16,4,4,25,,0,0,1,,,,,,,0,129,6,135,266
