CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_PRI_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,457,SANTIAGO CACALOXTEPEC,1975,1,196,157,0,4,5,0,0,0,2,8,,3,0,1,,,,,,,0,376,4,380,496
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,464,SANTIAGO HUAUCLILLA,1999,1,8,51,31,3,3,0,0,3,1,16,,1,2,0,,,,,,,0,119,12,131,289
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,464,SANTIAGO HUAUCLILLA,2001,1,31,7,31,1,13,0,1,1,0,1,,0,1,0,,,,,,,0,87,4,91,142
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,465,SANTIAGO IHUITLAN PLUMAS,2002,1,8,26,7,3,6,0,7,2,0,12,,0,3,4,,,,,,,0,78,2,80,166
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,465,SANTIAGO IHUITLAN PLUMAS,2003,1,4,17,20,2,3,1,0,0,0,11,,0,0,2,,,,,,,0,60,0,60,138
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,479,SANTIAGO NACALTEPEC,2072,1,3,93,6,8,5,2,81,5,0,62,,1,0,2,,,,,,,0,268,9,277,573
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,479,SANTIAGO NACALTEPEC,2073,1,4,42,13,3,17,0,1,0,0,8,,0,0,1,,,,,,,0,89,5,94,245
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,479,SANTIAGO NACALTEPEC,2074,1,27,38,14,17,10,1,4,6,2,9,,1,2,0,,,,,,,0,131,5,136,332
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,479,SANTIAGO NACALTEPEC,2075,1,5,44,5,7,21,1,0,2,1,26,,1,0,2,,,,,,,0,115,5,120,257
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,480,SANTIAGO NEJAPILLA,2076,1,2,54,1,4,2,1,0,0,0,2,,0,1,1,,,,,,,0,68,4,72,159
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,485,SANTIAGO SUCHILQUITONGO,2112,3,31,496,283,22,223,7,48,15,16,182,,14,3,11,,,,,,,0,1351,45,1396,2011
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,485,SANTIAGO SUCHILQUITONGO,2113,3,30,366,251,25,159,13,109,10,20,144,,11,10,5,,,,,,,0,1153,47,1200,1851
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,485,SANTIAGO SUCHILQUITONGO,2114,3,29,407,171,21,151,2,64,12,7,111,,5,2,11,,,,,,,0,993,34,1027,1596
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,485,SANTIAGO SUCHILQUITONGO,2115,1,15,71,78,4,79,3,29,3,8,54,,4,0,0,,,,,,,0,348,11,359,589
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,485,SANTIAGO SUCHILQUITONGO,2116,2,28,215,295,14,43,4,10,2,5,62,,5,5,9,,,,,,,0,697,20,717,1052
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,488,SANTIAGO TENANGO,2125,1,18,87,6,9,46,2,22,4,3,38,,2,0,2,,,,,,,0,239,7,246,654
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,488,SANTIAGO TENANGO,2126,1,24,83,35,15,44,3,68,5,4,62,,2,2,7,,,,,,,0,354,2,356,745
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,489,SANTIAGO TEPETLAPA,2127,1,5,18,6,2,4,0,0,1,1,5,,0,1,2,,,,,,,0,45,1,46,93
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,493,SANTIAGO TILANTONGO,2135,1,36,65,30,6,68,1,103,13,13,56,,1,1,1,,,,,,,0,394,21,415,706
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,493,SANTIAGO TILANTONGO,2136,1,8,59,21,1,14,0,55,15,2,23,,2,0,0,,,,,,,0,200,15,215,437
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,493,SANTIAGO TILANTONGO,2137,2,28,93,48,13,46,1,37,8,4,27,,1,1,1,,,,,,,0,308,22,330,635
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,493,SANTIAGO TILANTONGO,2138,2,21,61,26,4,29,1,38,8,0,35,,0,0,3,,,,,,,0,226,19,245,422
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,494,SANTIAGO TILLO,2139,1,12,56,31,3,23,0,12,9,5,46,,4,4,1,,,,,,,0,206,8,214,416
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,495,SANTIAGO TLAZOYALTEPEC,2140,2,30,207,108,18,67,6,41,11,7,70,,2,3,2,,,,,,,4,572,39,615,1099
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,495,SANTIAGO TLAZOYALTEPEC,2141,2,16,152,61,14,44,0,8,6,3,47,,0,1,3,,,,,,,0,355,26,381,799
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,495,SANTIAGO TLAZOYALTEPEC,2142,2,19,124,65,20,44,3,14,11,6,111,,1,3,3,,,,,,,0,424,31,455,766
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,495,SANTIAGO TLAZOYALTEPEC,2143,1,21,83,47,19,25,1,43,8,2,25,,2,5,3,,,,,,,0,284,9,293,510
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,511,SANTO DOMINGO NUXAA,2186,1,8,140,21,8,42,0,5,1,6,14,,2,2,2,,,,,,,0,251,7,258,497
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,511,SANTO DOMINGO NUXAA,2187,1,9,73,12,4,42,0,3,3,1,9,,1,2,1,,,,,,,0,160,6,166,407
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,511,SANTO DOMINGO NUXAA,2188,3,41,203,52,14,32,2,70,10,4,128,,1,0,5,,,,,,,0,562,10,572,1150
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,518,SANTO DOMINGO TLATAYAPAM,2234,1,1,36,0,2,1,0,0,0,1,5,,0,0,2,,,,,,,0,48,1,49,107
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,521,SANTO DOMINGO TONALTEPEC,2244,1,2,48,7,4,14,0,3,3,0,9,,0,0,1,,,,,,,0,91,6,97,200
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,523,SANTO DOMINGO YANHUITLAN,2246,2,32,122,36,6,47,3,5,26,3,122,,3,0,1,,,,,,,0,406,16,422,1050
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,523,SANTO DOMINGO YANHUITLAN,2247,1,5,12,3,1,2,0,1,4,0,12,,0,1,1,,,,,,,0,42,2,44,90
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,524,SANTO DOMINGO YODOHINO,2248,1,7,32,119,5,5,2,1,0,0,14,,1,3,1,,,,,,,0,190,7,197,336
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,527,SANTO TOMAS MAZALTEPEC,2261,3,17,209,42,17,98,1,14,4,2,216,,4,3,14,,,,,,,1,641,25,667,1644
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2305,2,22,158,91,15,204,23,27,52,7,287,,4,0,0,,,,,,,0,890,39,929,1401
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2306,2,12,174,79,14,177,30,19,43,6,163,,3,0,3,,,,,,,0,723,34,757,1204
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2307,2,21,111,67,6,150,27,3,17,2,139,,2,0,0,,,,,,,0,545,21,566,848
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2308,2,10,154,45,5,135,22,4,20,5,165,,4,1,0,,,,,,,0,570,36,606,904
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2309,2,30,146,68,6,107,25,9,37,3,148,,2,1,3,,,,,,,1,585,12,598,872
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,539,VILLA DE TAMAZULAPAM DEL PROGRESO,2310,1,0,31,2,2,31,5,8,5,0,22,,0,0,0,,,,,,,0,106,6,112,153
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,543,VILLA TEJUPAM DE LA UNION,2321,1,7,183,127,3,11,1,6,5,32,89,,1,5,7,,,,,,,0,477,16,493,665
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,543,VILLA TEJUPAM DE LA UNION,2322,1,15,145,166,3,4,2,5,4,47,115,,1,9,3,,,,,,,0,519,29,548,739
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,543,VILLA TEJUPAM DE LA UNION,2323,1,2,75,84,1,7,0,1,3,23,47,,0,3,0,,,,,,,0,246,8,254,370
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,547,TEOTONGO,2335,2,9,69,92,2,22,2,9,7,1,128,,4,1,1,,,,,,,2,347,15,364,762
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,548,TEPELMEME VILLA DE MORELOS,2336,1,20,103,21,13,9,1,0,2,3,46,,0,0,2,,,,,,,0,220,9,229,725
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,548,TEPELMEME VILLA DE MORELOS,2337,1,13,35,4,3,4,0,0,5,2,6,,0,1,3,,,,,,,0,76,4,80,207
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,548,TEPELMEME VILLA DE MORELOS,2338,1,8,25,0,0,6,1,0,2,0,5,,1,0,0,,,,,,,0,48,2,50,210
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,551,TLACOTEPEC PLUMAS,2362,1,15,75,22,7,4,2,2,3,0,20,,0,3,0,,,,,,,0,153,5,158,318
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,556,LA TRINIDAD VISTA HERMOSA,2393,1,6,36,16,6,2,1,3,1,1,26,,0,1,1,,,,,,,0,100,5,105,213
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,565,YUTANDUCHI DE GUERRERO,2422,2,18,256,13,6,32,2,186,7,1,20,,3,0,2,,,,,,,0,546,41,587,838
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,5,ASUNCION CUYOTEPEJI,42,2,225,222,32,2,7,1,2,1,1,38,,0,4,3,,,,,,,0,538,15,553,861
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,13,CALIHUALA,87,1,3,85,39,1,0,2,0,2,4,88,,0,1,0,,,,,,,0,225,4,229,485
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,13,CALIHUALA,88,1,2,5,23,1,2,2,1,4,0,6,,0,1,0,,,,,,,0,47,1,48,108
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,13,CALIHUALA,89,1,3,23,16,3,2,2,2,3,2,22,,0,0,0,,,,,,,0,78,2,80,307
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,25,COSOLTEPEC,144,1,9,94,30,4,5,1,1,17,2,62,,0,0,0,,,,,,,0,225,8,233,361
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,25,COSOLTEPEC,145,1,3,21,23,5,3,2,2,3,2,28,,0,0,0,,,,,,,0,92,4,96,223
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,25,COSOLTEPEC,146,1,5,21,5,1,3,0,0,0,0,18,,0,3,0,,,,,,,2,56,0,58,94
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,31,FRESNILLO DE TRUJANO,187,1,1,152,10,1,9,1,0,1,0,101,,0,0,2,,,,,,,0,278,12,290,391
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,31,FRESNILLO DE TRUJANO,188,1,5,41,133,2,1,1,0,1,10,30,,0,7,1,,,,,,,0,232,2,234,407
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,32,GUADALUPE DE RAMIREZ,189,1,5,95,36,1,104,1,0,19,0,17,,1,0,0,,,,,,,0,279,7,286,461
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,32,GUADALUPE DE RAMIREZ,190,1,5,55,21,0,78,1,0,3,0,13,,0,0,1,,,,,,,0,177,6,183,309
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,32,GUADALUPE DE RAMIREZ,191,1,4,88,23,1,61,0,0,8,0,116,,1,0,0,,,,,,,0,302,4,306,386
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,201,5,184,377,97,24,23,77,10,38,11,562,,14,7,14,,,,,,,0,1438,42,1480,3158
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,202,4,133,204,81,18,40,61,6,28,15,407,,10,4,6,,,,,,,3,1013,37,1053,2564
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,203,4,195,221,113,7,39,34,9,35,8,648,,14,9,5,,,,,,,1,1337,26,1364,2709
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,204,4,136,264,73,5,26,34,7,44,8,500,,8,2,1,,,,,,,3,1108,35,1146,2253
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,205,3,104,157,43,7,23,37,6,20,2,449,,7,5,1,,,,,,,2,861,26,889,1727
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,206,4,147,209,51,8,12,39,8,41,9,463,,5,1,5,,,,,,,1,998,38,1037,2288
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,207,4,187,285,59,13,26,30,12,24,5,344,,8,9,7,,,,,,,2,1009,27,1038,2364
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,208,4,130,215,121,10,49,53,47,20,10,402,,9,13,4,,,,,,,0,1083,39,1122,2603
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,209,3,144,154,38,4,11,10,9,21,6,264,,10,8,2,,,,,,,2,681,24,707,1538
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,210,2,87,153,30,10,18,18,1,9,4,190,,3,1,5,,,,,,,1,529,20,550,1122
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,211,1,70,76,20,3,13,12,4,4,7,98,,3,3,0,,,,,,,0,313,14,327,650
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,212,3,114,148,55,8,45,25,8,11,2,268,,8,1,3,,,,,,,0,696,26,722,1161
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,213,2,114,171,27,11,15,14,1,15,4,175,,2,3,2,,,,,,,1,554,20,575,1022
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,214,3,149,234,104,11,36,35,19,16,7,266,,8,10,4,,,,,,,1,899,38,938,2179
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,215,2,79,113,19,5,13,19,4,2,2,117,,5,2,1,,,,,,,0,381,27,408,786
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,216,4,160,263,66,15,30,44,11,16,7,347,,11,5,2,,,,,,,0,977,31,1008,2346
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,217,5,169,281,97,21,39,53,29,23,13,417,,18,13,7,,,,,,,2,1180,48,1230,3213
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,218,5,182,375,101,40,45,63,26,40,14,485,,5,11,8,,,,,,,2,1395,44,1441,3548
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,219,3,144,236,82,11,53,17,17,28,19,338,,10,15,8,,,,,,,0,978,49,1027,2199
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,220,5,240,290,99,32,41,48,16,27,18,475,,18,9,7,,,,,,,3,1320,45,1368,3090
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,221,2,84,124,45,12,15,29,8,10,33,205,,8,4,3,,,,,,,0,580,16,596,1168
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,222,2,203,235,41,13,12,7,7,2,2,95,,1,2,5,,,,,,,0,625,13,638,1163
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,223,1,35,92,5,1,0,1,0,0,1,12,,0,1,1,,,,,,,0,149,3,152,275
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,224,1,19,38,7,0,3,0,0,0,0,15,,0,0,0,,,,,,,0,82,1,83,172
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,225,1,11,102,11,1,1,3,1,2,1,16,,0,0,2,,,,,,,0,151,1,152,221
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,226,1,129,96,15,1,5,3,6,1,6,26,,0,6,1,,,,,,,0,295,8,303,666
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,227,2,144,106,11,6,7,13,3,7,6,54,,4,3,1,,,,,,,0,365,15,380,887
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,228,5,507,349,87,11,23,41,4,40,25,197,,4,10,3,,,,,,,1,1301,29,1331,3071
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,229,1,5,42,2,1,4,0,0,2,0,5,,0,0,0,,,,,,,0,61,4,65,122
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,230,1,38,63,18,1,4,1,0,2,1,14,,0,0,0,,,,,,,0,142,1,143,231
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,231,5,166,193,61,15,34,15,15,57,13,359,,11,8,6,,,,,,,1,953,38,992,2267
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,926,1,14,92,56,5,37,1,0,46,5,49,,1,3,0,,,,,,,0,309,18,327,380
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,1280,1,11,110,31,5,45,4,0,39,1,55,,0,0,2,,,,,,,4,303,18,325,555
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,2451,1,6,77,37,7,39,3,0,8,3,38,,1,0,2,,,,,,,0,221,10,231,444
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,389,2,14,116,58,5,82,2,0,34,0,64,,1,1,0,,,,,,,5,377,18,400,911
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,390,1,2,68,58,2,9,0,1,23,0,13,,0,2,1,,,,,,,1,179,6,186,351
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,391,1,2,38,34,2,15,0,0,99,2,5,,0,0,0,,,,,,,0,197,7,204,497
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,392,1,1,41,18,1,3,0,0,18,2,11,,0,0,1,,,,,,,0,96,8,104,98
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,393,1,6,46,42,2,25,2,0,1,0,8,,0,13,1,,,,,,,0,146,5,151,368
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,394,1,2,77,22,3,4,0,1,5,1,32,,0,1,2,,,,,,,0,150,12,162,316
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,55,MARISCALA DE JUAREZ,395,1,2,85,26,4,9,0,2,2,3,38,,0,1,1,,,,,,,0,173,5,178,176
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,96,SAN ANDRES TEPETLAPA,761,1,5,23,38,5,5,5,2,3,3,25,,1,2,0,,,,,,,0,117,20,137,347
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,149,SAN FRANCISCO TLAPANCINGO,907,3,325,453,41,10,4,8,1,7,1,60,,2,3,11,,,,,,,0,926,33,959,1588
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,157,SAN JERONIMO SILACAYOAPILLA,924,1,5,49,23,1,58,1,0,0,0,10,,0,0,2,,,,,,,0,149,4,153,551
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,157,SAN JERONIMO SILACAYOAPILLA,925,1,2,56,28,6,39,1,0,0,0,18,,0,0,0,,,,,,,0,150,10,160,625
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,162,SAN JORGE NUCHITA,938,3,12,171,126,6,106,3,0,2,0,22,,0,4,1,,,,,,,0,453,36,489,1678
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,162,SAN JORGE NUCHITA,939,1,2,104,111,10,2,1,7,1,3,29,,0,3,2,,,,,,,0,275,14,289,525
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,162,SAN JORGE NUCHITA,940,1,2,111,74,3,2,0,5,0,0,11,,0,0,2,,,,,,,0,210,5,215,214
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,163,SAN JOSE AYUQUILA,941,1,92,107,21,0,1,2,0,1,0,16,,0,1,4,,,,,,,0,245,5,250,623
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,163,SAN JOSE AYUQUILA,942,1,8,37,3,0,1,1,1,1,0,11,,0,1,0,,,,,,,0,64,2,66,424
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,179,SAN JUAN BAUTISTA SUCHITEPEC,1005,1,79,107,18,3,8,0,1,1,1,42,,1,3,3,,,,,,,0,267,6,273,310
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,179,SAN JUAN BAUTISTA SUCHITEPEC,1006,1,15,32,90,0,1,0,0,0,0,2,,0,12,0,,,,,,,0,152,3,155,94
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,180,SAN JUAN BAUTISTA TLACHICHILCO,1007,1,10,74,61,2,1,0,1,0,1,37,,0,1,1,,,,,,,0,189,4,193,628
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,180,SAN JUAN BAUTISTA TLACHICHILCO,1008,1,106,73,7,1,0,46,1,2,0,4,,0,4,0,,,,,,,0,244,14,258,355
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,188,SAN JUAN CIENEGUILLA,1110,1,42,17,10,0,0,32,0,1,0,2,,0,2,0,,,,,,,0,106,6,112,418
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,200,SAN JUAN IHUALTEPEC,1162,1,2,112,51,3,29,0,0,2,0,7,,0,0,0,,,,,,,0,206,11,217,441
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,200,SAN JUAN IHUALTEPEC,1163,1,5,117,48,0,17,0,0,0,0,3,,0,0,0,,,,,,,0,190,19,209,184
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,230,SAN LORENZO VICTORIA,1251,1,7,147,182,2,2,10,3,0,1,30,,0,8,2,,,,,,,0,394,13,407,422
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,230,SAN LORENZO VICTORIA,1252,1,6,97,110,0,0,10,0,1,1,10,,0,5,0,,,,,,,0,240,7,247,383
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,237,SAN MARCOS ARTEAGA,1278,1,94,85,60,14,2,5,7,2,1,40,,0,0,0,,,,,,,0,310,13,323,648
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,237,SAN MARCOS ARTEAGA,1279,1,0,117,44,0,0,0,0,0,0,8,,0,1,1,,,,,,,0,171,2,173,369
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,237,SAN MARCOS ARTEAGA,1281,1,0,117,44,0,0,0,0,0,0,8,,0,1,1,,,,,,,0,171,2,173,249
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,245,SAN MARTIN ZACATEPEC,1294,2,0,226,249,1,5,2,0,0,12,33,,0,4,8,,,,,,,0,540,11,551,849
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,245,SAN MARTIN ZACATEPEC,1295,1,6,32,65,1,9,0,0,0,2,12,,0,0,0,,,,,,,0,127,4,131,374
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,249,SAN MATEO NEJAPAM,1303,2,174,130,63,4,70,0,1,4,1,35,,0,4,3,,,,,,,0,489,26,515,769
