CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3013,11,266,601,30,96,98,731,37,936,47,7,4,3,0,28,5,4,11,98,,,,45,415,,,,,,,,,,,,,,3462,0,109,3571,8071
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3014,9,191,448,20,80,57,513,44,629,49,4,2,3,0,15,9,1,6,40,,,,13,197,,,,,,,,,,,,,,2321,0,100,2421,6026
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3015,10,178,664,25,80,80,672,98,721,41,2,1,11,0,37,5,2,6,59,,,,12,292,,,,,,,,,,,,,,2986,1,124,3111,6993
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3016,6,153,331,12,70,45,470,29,420,33,3,0,6,0,9,10,0,7,54,,,,12,232,,,,,,,,,,,,,,1896,0,68,1964,4112
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3017,7,162,443,14,54,65,431,18,470,40,5,0,3,4,9,11,0,10,43,,,,15,133,,,,,,,,,,,,,,1930,0,65,1995,5083
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3073,4,144,128,3,26,7,213,11,153,9,4,1,4,0,5,3,0,1,21,,,,7,154,,,,,,,,,,,,,,894,0,25,919,1490
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3075,3,307,110,9,20,15,282,10,168,6,3,0,4,0,9,0,0,0,13,,,,10,297,,,,,,,,,,,,,,1263,0,30,1293,1953
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3076,4,442,170,4,28,5,359,13,127,2,4,0,3,0,2,0,0,0,25,,,,5,507,,,,,,,,,,,,,,1696,1,26,1723,2309
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3471,2,113,32,5,21,5,129,4,86,7,0,0,1,0,5,0,0,1,9,,,,3,148,,,,,,,,,,,,,,569,0,11,580,782
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3475,2,91,53,4,24,20,238,13,202,12,0,0,1,0,3,0,0,1,21,,,,3,175,,,,,,,,,,,,,,861,0,13,874,1337
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3476,2,94,61,16,28,13,160,11,182,11,3,0,0,0,0,0,0,0,20,,,,7,185,,,,,,,,,,,,,,791,0,11,802,1171
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3477,2,140,69,2,21,8,203,12,133,6,0,1,0,0,2,1,0,3,24,,,,3,200,,,,,,,,,,,,,,828,0,16,844,1219
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3479,2,59,40,3,14,9,129,8,108,13,3,0,0,0,2,0,0,0,6,,,,5,94,,,,,,,,,,,,,,493,0,10,503,842
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3481,2,106,44,3,21,6,177,12,113,5,1,1,2,0,0,2,0,1,16,,,,4,246,,,,,,,,,,,,,,760,2,10,772,1008
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3484,1,55,33,0,14,4,99,6,66,3,0,0,1,0,1,0,0,0,8,,,,0,122,,,,,,,,,,,,,,412,3,19,434,626
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3486,2,107,34,1,19,3,146,5,72,5,1,0,0,0,0,1,0,0,14,,,,11,174,,,,,,,,,,,,,,593,0,12,605,793
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3488,2,103,52,3,23,8,199,10,144,9,0,0,0,0,1,0,0,0,4,,,,5,134,,,,,,,,,,,,,,695,1,23,719,1222
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3490,1,77,43,1,12,6,129,5,76,13,1,0,1,0,0,0,0,0,13,,,,3,129,,,,,,,,,,,,,,509,1,19,529,746
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3491,1,90,32,2,12,4,106,12,53,5,0,0,1,0,1,0,0,0,12,,,,2,143,,,,,,,,,,,,,,475,0,0,475,676
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3492,2,108,59,1,24,4,176,8,99,6,1,0,0,0,2,0,0,0,13,,,,5,212,,,,,,,,,,,,,,718,0,14,732,1011
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3493,2,129,55,4,12,2,172,2,108,9,2,0,2,0,0,1,0,0,14,,,,3,204,,,,,,,,,,,,,,719,0,11,730,962
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3494,2,70,58,4,14,4,101,6,105,8,1,0,0,0,1,0,0,0,8,,,,2,110,,,,,,,,,,,,,,492,0,8,500,754
1,14,JALISCO,4,ZAPOPAN,120,ZAPOPAN,3495,2,33,49,3,20,4,109,3,142,12,0,0,0,0,2,0,0,1,10,,,,5,48,,,,,,,,,,,,,,441,0,23,464,883
1,14,JALISCO,5,PUERTO VALLARTA,12,ATENGUILLO,155,2,48,189,3,7,3,231,4,28,2,,,,,0,0,0,0,,,,,,,,,6,,,,,,,,,,1,522,0,32,554,830
1,14,JALISCO,5,PUERTO VALLARTA,12,ATENGUILLO,156,2,29,213,1,10,2,243,2,24,3,,,,,0,0,0,0,,,,,,,,,15,,,,,,,,,,1,543,0,28,571,903
1,14,JALISCO,5,PUERTO VALLARTA,12,ATENGUILLO,158,1,8,36,0,0,1,91,0,0,0,,,,,0,0,0,0,,,,,,,,,2,,,,,,,,,,0,138,0,3,141,176
1,14,JALISCO,5,PUERTO VALLARTA,12,ATENGUILLO,159,2,35,130,4,16,5,651,3,46,1,,,,,1,0,0,0,,,,,,,,,14,,,,,,,,,,3,909,0,30,939,1370
1,14,JALISCO,5,PUERTO VALLARTA,12,ATENGUILLO,160,1,3,46,1,4,2,99,1,13,0,,,,,0,0,0,0,,,,,,,,,0,,,,,,,,,,0,169,0,10,179,238
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,296,3,23,467,10,13,50,500,5,182,5,,,,,5,3,0,0,,,,,,,,,15,,,,,,,,,,3,1281,0,53,1334,1802
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,297,4,33,542,11,12,57,635,3,307,10,,,,,10,7,0,0,,,,,,,,,20,,,,,,,,,,5,1652,0,74,1726,2484
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,298,3,5,294,7,10,64,219,1,163,4,,,,,8,5,2,2,,,,,,,,,3,,,,,,,,,,0,787,0,59,846,1145
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,299,2,20,120,7,4,59,235,3,124,2,,,,,6,5,0,0,,,,,,,,,7,,,,,,,,,,1,593,0,19,612,995
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,300,4,9,350,1,6,68,470,5,228,4,,,,,13,8,2,2,,,,,,,,,49,,,,,,,,,,1,1216,0,54,1270,1856
1,14,JALISCO,5,PUERTO VALLARTA,20,CABO CORRIENTES,301,2,3,274,0,3,19,177,0,42,3,,,,,6,1,1,0,,,,,,,,,2,,,,,,,,,,0,531,0,25,556,724
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,561,2,78,175,17,122,4,242,13,36,2,,,,,0,1,0,0,,,,,,,,,21,,,,,,,,,,1,712,0,33,745,1115
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,562,2,52,134,6,82,4,172,4,27,0,,,,,0,0,0,0,,,,,,,,,9,,,,,,,,,,1,491,0,34,525,765
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,563,2,13,100,57,132,2,57,0,20,0,,,,,0,0,0,0,,,,,,,,,1,,,,,,,,,,0,382,0,11,393,540
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,564,1,18,11,3,32,0,16,1,12,0,,,,,0,0,0,0,,,,,,,,,0,,,,,,,,,,0,93,0,6,99,123
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,565,1,26,60,9,105,5,89,1,13,1,,,,,0,0,0,0,,,,,,,,,0,,,,,,,,,,0,309,0,11,320,421
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,566,1,8,69,1,4,0,3,2,3,0,,,,,0,0,0,0,,,,,,,,,0,,,,,,,,,,0,90,0,8,98,113
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,567,1,10,20,3,52,2,74,1,1,0,,,,,0,0,0,0,,,,,,,,,1,,,,,,,,,,0,164,0,22,186,237
1,14,JALISCO,5,PUERTO VALLARTA,40,GUACHINANGO,569,1,13,68,3,42,1,38,0,3,0,,,,,0,0,0,0,,,,,,,,,3,,,,,,,,,,0,171,0,10,181,290
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1802,3,107,375,5,8,17,422,15,261,6,,,,,2,2,0,0,,,,,,,,,48,,,,,,,,,,35,1303,0,31,1334,1873
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1803,2,82,247,2,13,8,203,11,168,4,,,,,0,2,0,0,,,,,,,,,18,,,,,,,,,,8,766,0,28,794,1226
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1804,2,75,229,5,11,21,265,16,170,6,,,,,2,0,0,0,,,,,,,,,19,,,,,,,,,,11,830,0,27,857,1295
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1805,3,95,295,6,14,20,343,15,220,7,,,,,2,2,0,1,,,,,,,,,49,,,,,,,,,,6,1075,0,32,1107,1730
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1806,3,139,279,6,13,11,349,9,240,5,,,,,1,2,0,0,,,,,,,,,53,,,,,,,,,,37,1144,0,34,1178,1699
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1807,1,32,47,0,6,6,48,4,64,1,,,,,0,0,0,0,,,,,,,,,1,,,,,,,,,,2,211,0,4,215,325
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1808,2,39,51,5,11,10,121,5,55,1,,,,,1,0,0,0,,,,,,,,,7,,,,,,,,,,2,308,0,19,327,515
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1809,2,32,83,0,9,16,236,7,148,5,,,,,1,0,0,0,,,,,,,,,1,,,,,,,,,,3,541,0,24,565,718
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1810,1,41,40,2,5,2,49,4,65,0,,,,,0,0,0,0,,,,,,,,,15,,,,,,,,,,6,229,0,13,242,358
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1811,1,16,19,0,1,8,26,1,28,0,,,,,0,0,0,0,,,,,,,,,1,,,,,,,,,,5,105,0,2,107,128
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1812,1,13,19,0,0,4,41,3,24,0,,,,,0,0,0,0,,,,,,,,,3,,,,,,,,,,7,114,0,10,124,244
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1813,1,31,38,1,4,2,59,0,21,0,,,,,4,1,0,0,,,,,,,,,0,,,,,,,,,,2,163,0,4,167,255
1,14,JALISCO,5,PUERTO VALLARTA,60,MASCOTA,1814,1,42,59,5,4,7,277,6,30,0,,,,,1,0,0,1,,,,,,,,,1,,,,,,,,,,0,433,0,24,457,669
1,14,JALISCO,5,PUERTO VALLARTA,64,MIXTLAN,1840,1,13,149,2,6,1,196,35,23,2,,,,,3,0,0,0,,,,,,,,,3,,,,,,,,,,0,433,0,18,451,641
1,14,JALISCO,5,PUERTO VALLARTA,64,MIXTLAN,1841,2,15,297,1,6,1,271,44,18,1,,,,,0,0,0,0,,,,,,,,,6,,,,,,,,,,2,662,0,13,675,970
1,14,JALISCO,5,PUERTO VALLARTA,64,MIXTLAN,1842,3,1,366,0,3,2,475,143,28,0,,,,,0,0,0,0,,,,,,,,,1,,,,,,,,,,0,1019,0,20,1039,1257
1,14,JALISCO,5,PUERTO VALLARTA,64,MIXTLAN,1843,1,0,84,0,0,1,64,33,1,0,,,,,0,0,0,0,,,,,,,,,0,,,,,,,,,,0,183,0,1,184,268
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1934,3,222,77,2,23,5,159,19,94,2,,,,,1,0,0,0,,,,,,,,,156,,,,,,,,,,9,769,0,11,780,1512
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1935,20,457,468,53,178,125,1741,82,2175,62,,,,,45,13,1,16,,,,,,,,,1119,,,,,,,,,,45,6580,0,198,6778,13358
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1937,3,40,91,4,40,13,193,17,283,9,,,,,5,2,0,2,,,,,,,,,114,,,,,,,,,,9,822,0,23,845,1620
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1938,3,77,116,6,43,25,292,19,413,19,,,,,7,4,1,3,,,,,,,,,165,,,,,,,,,,7,1197,0,35,1232,2170
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1939,2,34,71,4,21,6,116,10,226,0,,,,,3,0,0,2,,,,,,,,,84,,,,,,,,,,4,581,0,11,592,1065
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1940,1,19,12,3,8,3,55,1,66,1,,,,,1,0,0,0,,,,,,,,,63,,,,,,,,,,3,235,0,9,244,466
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1941,20,242,528,64,214,115,2194,77,2177,61,,,,,44,20,1,10,,,,,,,,,764,,,,,,,,,,37,6548,2,237,6787,14562
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1942,6,83,185,25,67,32,624,24,678,16,,,,,9,7,0,4,,,,,,,,,223,,,,,,,,,,12,1989,0,75,2064,4396
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1943,10,303,304,34,168,45,965,30,1218,21,,,,,16,3,0,6,,,,,,,,,779,,,,,,,,,,29,3921,0,71,3992,6783
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1944,3,28,148,10,23,14,281,5,265,10,,,,,2,2,0,5,,,,,,,,,125,,,,,,,,,,10,928,0,30,958,1821
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1945,4,64,158,10,46,27,330,17,448,11,,,,,13,6,0,0,,,,,,,,,102,,,,,,,,,,15,1247,0,46,1293,2676
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1946,8,112,203,31,47,48,785,25,829,23,,,,,9,4,0,2,,,,,,,,,186,,,,,,,,,,17,2321,1,83,2405,5431
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1947,4,61,143,12,44,20,343,12,400,2,,,,,7,1,0,3,,,,,,,,,103,,,,,,,,,,14,1165,1,45,1211,2272
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1949,3,50,90,6,29,13,246,12,242,7,,,,,2,2,0,2,,,,,,,,,64,,,,,,,,,,6,771,0,32,803,1604
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1950,8,111,268,43,72,48,890,24,997,25,,,,,18,12,0,1,,,,,,,,,207,,,,,,,,,,21,2737,0,132,2869,5824
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1951,5,94,153,16,47,25,545,23,617,14,,,,,12,7,0,4,,,,,,,,,215,,,,,,,,,,7,1779,0,62,1841,3370
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1952,3,57,126,10,30,19,269,8,264,9,,,,,5,6,0,1,,,,,,,,,68,,,,,,,,,,10,882,0,33,915,1851
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1953,2,32,105,16,31,9,202,10,215,6,,,,,3,0,0,1,,,,,,,,,77,,,,,,,,,,4,711,0,22,733,1351
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1954,3,65,125,3,37,11,292,11,228,5,,,,,1,2,0,1,,,,,,,,,174,,,,,,,,,,2,957,0,43,1000,1594
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1955,4,166,128,14,43,17,299,11,300,12,,,,,5,3,0,2,,,,,,,,,304,,,,,,,,,,11,1315,2,24,1341,2444
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1956,7,312,200,17,104,22,555,17,659,14,,,,,4,2,0,0,,,,,,,,,602,,,,,,,,,,20,2528,2,56,2586,4552
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1957,6,200,259,21,69,33,492,30,601,16,,,,,12,0,1,0,,,,,,,,,552,,,,,,,,,,15,2301,0,50,2351,3459
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1958,8,180,398,38,133,65,790,32,948,17,,,,,9,13,0,6,,,,,,,,,354,,,,,,,,,,16,2999,0,89,3088,5660
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1959,9,320,265,25,120,37,882,35,887,27,,,,,8,4,0,3,,,,,,,,,687,,,,,,,,,,27,3327,2,96,3425,6076
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1960,3,126,92,6,69,10,324,14,297,6,,,,,4,2,0,1,,,,,,,,,200,,,,,,,,,,17,1168,1,32,1201,2157
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1961,2,70,46,8,24,2,98,2,130,3,,,,,2,2,0,1,,,,,,,,,88,,,,,,,,,,3,479,0,12,491,905
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1962,3,41,95,8,41,13,289,11,268,4,,,,,6,3,0,1,,,,,,,,,77,,,,,,,,,,5,862,0,32,894,1581
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1963,3,90,91,11,34,10,235,7,164,5,,,,,3,1,0,0,,,,,,,,,135,,,,,,,,,,8,794,0,19,813,1568
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1964,4,72,184,14,53,17,443,26,512,8,,,,,8,3,0,2,,,,,,,,,166,,,,,,,,,,16,1524,0,53,1577,2988
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1965,3,112,90,1,49,20,240,8,308,12,,,,,4,2,0,0,,,,,,,,,184,,,,,,,,,,12,1042,0,34,1076,1920
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1966,2,49,48,7,28,3,113,3,128,1,,,,,2,1,0,0,,,,,,,,,82,,,,,,,,,,4,469,0,13,482,876
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1967,11,136,306,36,90,67,1201,54,1242,21,,,,,7,10,2,5,,,,,,,,,324,,,,,,,,,,28,3529,0,168,3697,7773
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1968,5,102,246,16,48,18,478,17,382,13,,,,,3,0,0,4,,,,,,,,,144,,,,,,,,,,6,1477,1,65,1543,3018
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1969,5,56,183,6,46,21,482,21,518,10,,,,,8,6,0,1,,,,,,,,,122,,,,,,,,,,11,1491,6,63,1560,3362
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1970,3,47,94,7,15,11,270,11,246,4,,,,,5,3,0,0,,,,,,,,,77,,,,,,,,,,8,798,0,29,827,1671
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1971,3,35,125,10,27,15,315,15,334,8,,,,,4,2,0,2,,,,,,,,,71,,,,,,,,,,8,971,0,72,1043,2141
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1972,3,63,115,7,32,10,283,10,282,5,,,,,1,1,1,2,,,,,,,,,128,,,,,,,,,,12,952,0,27,979,1886
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1973,4,68,134,11,56,16,291,7,354,4,,,,,6,4,0,3,,,,,,,,,179,,,,,,,,,,3,1136,1,57,1194,2276
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1974,2,27,90,4,33,7,143,8,155,3,,,,,3,3,1,0,,,,,,,,,87,,,,,,,,,,11,575,0,15,590,1027
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1975,2,43,66,4,24,3,178,5,227,5,,,,,4,1,0,1,,,,,,,,,82,,,,,,,,,,7,650,0,19,669,1168
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1976,2,34,52,3,30,4,105,5,140,1,,,,,3,1,0,0,,,,,,,,,70,,,,,,,,,,2,450,0,9,459,799
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1977,2,37,69,1,25,4,113,4,206,5,,,,,1,0,0,0,,,,,,,,,62,,,,,,,,,,8,535,0,24,559,1157
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1978,2,54,72,9,36,11,198,6,241,2,,,,,1,1,0,0,,,,,,,,,99,,,,,,,,,,4,734,0,27,761,1455
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1979,2,53,53,4,19,7,129,9,106,3,,,,,2,1,0,0,,,,,,,,,51,,,,,,,,,,5,442,1,17,460,772
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1980,2,40,45,3,29,9,134,2,129,6,,,,,1,0,0,0,,,,,,,,,64,,,,,,,,,,1,463,0,18,481,840
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1981,2,36,84,1,21,10,157,4,134,3,,,,,5,2,0,0,,,,,,,,,84,,,,,,,,,,0,541,1,16,558,1002
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1982,2,38,65,3,28,7,134,6,93,4,,,,,2,0,0,0,,,,,,,,,75,,,,,,,,,,1,456,0,14,470,783
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1983,5,72,120,13,35,26,572,19,465,15,,,,,9,4,0,1,,,,,,,,,101,,,,,,,,,,9,1461,0,66,1527,3073
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1984,2,29,86,7,23,6,272,7,214,3,,,,,4,1,0,0,,,,,,,,,52,,,,,,,,,,4,708,0,25,733,1502
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1985,3,64,109,5,45,14,217,9,253,7,,,,,5,1,0,0,,,,,,,,,82,,,,,,,,,,4,815,0,33,848,1592
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1986,2,60,110,7,33,10,190,8,174,2,,,,,3,0,0,0,,,,,,,,,105,,,,,,,,,,5,707,0,32,739,1264
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1987,1,34,24,2,9,6,84,5,96,0,,,,,1,1,0,0,,,,,,,,,42,,,,,,,,,,2,306,0,1,307,579
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1988,3,54,130,4,47,21,388,12,290,9,,,,,6,5,0,0,,,,,,,,,94,,,,,,,,,,1,1061,0,44,1105,2196
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1989,2,52,87,2,21,13,195,6,169,3,,,,,2,0,0,0,,,,,,,,,87,,,,,,,,,,7,644,0,18,662,1189
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1990,2,46,37,10,20,7,104,1,98,2,,,,,1,5,0,0,,,,,,,,,46,,,,,,,,,,2,379,0,14,393,842
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1991,4,57,165,13,27,16,510,27,355,11,,,,,4,2,1,2,,,,,,,,,23,,,,,,,,,,5,1218,0,74,1292,2573
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1992,2,13,67,5,10,5,181,4,131,10,,,,,2,1,0,0,,,,,,,,,12,,,,,,,,,,2,443,0,23,466,819
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1993,3,16,123,15,26,20,463,8,310,4,,,,,3,2,0,1,,,,,,,,,40,,,,,,,,,,3,1034,0,60,1094,1820
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1994,2,23,38,7,24,10,168,11,254,5,,,,,0,3,0,0,,,,,,,,,60,,,,,,,,,,3,606,0,21,627,1196
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1995,4,47,118,10,71,23,417,18,467,8,,,,,6,0,0,3,,,,,,,,,102,,,,,,,,,,2,1292,0,47,1339,2599
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1996,10,144,187,26,120,57,1024,40,1262,28,,,,,19,8,2,2,,,,,,,,,216,,,,,,,,,,30,3165,0,110,3275,7080
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1997,6,84,173,28,72,34,574,31,731,22,,,,,19,4,0,2,,,,,,,,,214,,,,,,,,,,11,1999,3,66,2068,3973
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1998,17,310,357,49,167,108,1759,67,1980,56,,,,,28,10,0,10,,,,,,,,,633,,,,,,,,,,38,5572,2,210,5784,12012
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,1999,5,69,160,10,39,29,498,28,550,14,,,,,8,4,0,5,,,,,,,,,107,,,,,,,,,,7,1528,0,45,1573,3206
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,2000,9,134,219,29,82,53,803,33,1282,33,,,,,23,6,0,11,,,,,,,,,251,,,,,,,,,,14,2973,0,128,3101,6419
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,2001,2,24,62,7,15,18,248,8,204,5,,,,,7,0,0,0,,,,,,,,,32,,,,,,,,,,3,633,0,14,647,1272
1,14,JALISCO,5,PUERTO VALLARTA,69,PUERTO VALLARTA,2002,3,26,55,8,17,12,309,15,146,6,,,,,1,4,1,1,,,,,,,,,46,,,,,,,,,,5,652,1,24,677,1346
1,14,JALISCO,5,PUERTO VALLARTA,81,SAN SEBASTIAN DEL OESTE,2150,2,13,33,5,162,7,241,6,61,3,,,,,4,2,0,0,,,,,,,,,21,,,,,,,,,,2,560,0,42,602,784
1,14,JALISCO,5,PUERTO VALLARTA,81,SAN SEBASTIAN DEL OESTE,2151,2,4,17,1,146,4,168,3,123,0,,,,,0,0,0,2,,,,,,,,,0,,,,,,,,,,0,468,0,23,491,640
1,14,JALISCO,5,PUERTO VALLARTA,81,SAN SEBASTIAN DEL OESTE,2152,1,3,10,1,52,2,31,1,62,1,,,,,0,0,0,0,,,,,,,,,0,,,,,,,,,,0,163,0,5,168,218
