CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,PRD_PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1912,3,213,150,231,14,56,6,13,25,26,0,7,3,0,744,12,756,1563
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1913,2,252,83,97,5,15,4,10,38,8,0,1,2,0,515,17,532,959
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1914,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1915,2,340,109,135,18,29,11,6,57,23,0,2,1,1,731,32,764,1296
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1916,2,215,108,130,1,17,8,15,10,12,0,0,1,0,517,19,536,1040
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1917,1,148,53,40,1,10,8,0,18,5,0,0,0,1,283,8,292,572
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1918,1,139,66,48,3,16,4,4,16,5,0,0,1,3,302,12,317,600
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1919,2,253,85,84,4,24,12,4,37,4,0,0,3,0,510,17,527,898
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1920,4,380,188,186,11,64,12,16,48,29,0,0,0,0,934,43,977,2687
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1921,2,152,87,90,2,24,9,6,17,9,0,2,3,2,401,16,419,796
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1922,2,191,98,101,2,17,8,5,33,11,0,3,2,1,471,10,482,988
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1923,3,213,100,127,8,41,11,12,43,12,0,0,2,0,569,36,605,1156
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1924,1,57,19,16,5,6,3,0,0,3,0,0,1,0,110,7,117,472
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1925,1,92,38,11,5,11,1,4,4,7,0,0,0,0,173,0,173,607
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1926,1,20,28,17,1,1,0,0,0,0,0,0,0,0,67,0,67,263
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1927,1,19,51,59,0,1,0,0,2,0,0,0,0,0,132,6,138,469
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1928,1,22,71,42,0,0,0,0,3,2,0,0,0,0,140,7,147,519
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1929,3,69,128,157,9,199,4,2,63,6,0,0,0,0,637,13,650,1582
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1930,2,52,83,50,0,49,1,1,15,4,0,2,0,0,257,11,268,1051
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1931,2,105,74,77,6,18,3,2,5,1,0,2,1,0,294,13,307,766
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1932,1,113,41,16,9,31,4,1,7,2,0,1,0,0,225,8,233,651
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1933,1,36,20,8,1,9,1,0,1,2,0,0,0,0,78,2,80,309
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1934,2,67,185,60,1,77,1,3,1,6,0,1,1,0,403,13,416,1015
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1935,2,60,239,94,11,134,27,3,9,2,0,3,0,0,582,15,597,951
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1936,2,18,137,84,8,25,9,4,5,1,0,0,1,0,292,0,292,1040
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1937,1,75,92,113,0,16,0,0,1,0,0,0,0,0,297,12,309,528
5,16,MICHOACAN,5,JACONA,86,TANGANCÍCUARO,1938,3,73,134,80,10,114,7,4,5,5,0,3,2,0,437,9,446,1223
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2339,2,65,265,225,12,5,2,24,11,0,0,1,2,1,612,23,636,1164
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2340,2,111,280,309,15,2,1,49,13,1,0,0,4,0,785,30,815,1400
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2341,2,210,70,248,122,8,3,93,47,1,0,44,9,0,855,135,990,1374
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2342,2,144,46,129,92,4,0,75,7,0,0,0,9,0,506,33,539,848
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2343,2,137,96,239,61,3,5,70,29,2,0,4,14,0,660,61,721,1175
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2344,2,45,85,41,8,0,0,17,11,1,0,1,0,0,209,12,221,624
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2345,2,25,87,50,2,4,0,12,7,1,0,1,0,0,189,4,193,431
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2346,1,32,52,35,2,0,0,11,4,1,0,1,0,0,138,3,141,417
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2348,2,50,69,335,0,1,3,4,18,7,0,0,0,0,487,13,500,932
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2349,2,13,51,197,6,2,1,12,58,4,0,1,1,0,346,9,355,783
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2350,3,121,530,235,10,3,0,42,6,2,0,7,6,2,962,21,985,1939
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2351,1,29,60,74,4,2,0,34,0,2,0,0,3,0,208,6,214,362
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2352,2,54,167,98,6,3,0,53,2,1,0,0,1,0,385,11,396,866
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2353,2,89,79,145,7,1,2,7,4,1,0,3,1,0,339,17,356,704
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2354,2,85,135,120,7,4,2,28,2,0,0,1,0,0,384,10,394,830
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2355,2,34,114,89,7,5,2,6,1,2,0,0,0,0,260,16,276,512
5,16,MICHOACAN,5,JACONA,105,VILLAMAR,2356,2,19,52,55,6,2,0,29,1,1,0,0,2,0,167,14,181,484
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2436,3,206,130,86,44,17,58,20,24,15,0,2,5,0,607,16,623,1648
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2437,2,162,74,61,37,21,32,10,13,9,0,1,2,1,422,15,438,886
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2438,4,434,145,181,55,28,43,19,60,18,0,3,6,3,992,48,1043,2345
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2439,3,165,143,65,32,23,35,9,19,12,0,0,2,0,505,21,526,1029
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2440,2,160,100,77,76,24,17,9,13,11,0,3,2,1,492,24,517,1098
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2441,4,181,149,195,60,40,59,22,32,20,0,6,4,2,768,30,800,2418
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2442,4,163,223,139,81,20,35,17,45,14,0,5,7,3,749,32,784,2320
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2443,3,248,139,176,109,18,46,19,51,19,0,9,4,0,838,29,867,2109
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2444,2,66,114,136,22,21,10,2,7,3,0,0,7,0,388,9,397,1147
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2445,5,417,200,280,69,22,95,9,49,19,0,3,7,12,1170,42,1224,3102
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2446,2,244,91,100,24,10,28,6,14,10,0,0,0,0,527,9,536,972
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2447,4,390,255,214,83,29,81,16,40,25,0,5,9,3,1147,48,1198,2613
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2448,4,162,272,146,103,54,62,28,22,13,0,16,7,0,885,43,928,2984
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2449,4,155,260,95,125,41,40,11,22,7,0,12,11,0,779,40,819,2308
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2450,3,204,127,121,37,15,57,24,30,13,0,7,1,2,636,31,669,1871
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2451,5,391,304,254,99,37,120,27,77,25,0,4,3,0,1341,52,1393,3062
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2452,2,375,89,125,15,9,31,7,26,8,0,0,1,1,686,21,708,1218
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2453,3,225,132,120,45,12,40,10,21,16,0,3,9,0,633,31,664,1666
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2454,3,184,165,139,63,25,36,5,31,13,0,0,2,0,663,35,698,2014
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2455,2,97,80,57,26,17,19,7,8,5,0,0,1,0,317,21,338,880
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2456,2,140,80,68,50,14,17,7,13,5,0,5,4,0,403,16,419,1020
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2457,2,146,118,72,55,11,22,8,20,9,0,3,4,0,468,10,478,1129
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2458,2,146,87,53,44,13,21,8,9,6,0,1,0,3,388,13,404,1037
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2459,2,218,144,97,40,11,20,6,16,5,0,0,4,2,561,23,586,1206
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2460,2,248,105,90,50,12,52,6,18,7,0,5,4,0,597,28,625,1228
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2461,1,125,69,48,18,6,8,2,6,11,0,1,1,0,295,10,305,531
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2462,9,693,380,438,230,59,135,69,140,44,0,17,9,4,2214,98,2316,5810
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2463,2,162,108,95,29,8,31,11,32,9,0,4,2,0,491,21,512,1014
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2464,1,151,58,24,21,7,18,0,14,5,0,0,0,0,298,13,311,606
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2465,1,76,35,45,29,5,21,5,8,6,0,1,1,0,232,17,249,630
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2466,2,141,72,86,39,7,23,6,18,5,0,3,3,2,403,18,423,905
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2467,2,88,89,68,43,16,20,4,8,3,0,0,0,0,339,20,359,963
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2468,2,109,132,47,48,15,22,13,18,9,0,8,4,1,425,21,447,1044
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2469,2,107,89,80,75,13,19,10,25,3,0,2,9,3,432,19,454,1151
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2470,3,182,231,122,98,26,38,11,41,11,0,12,1,0,773,27,800,2209
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2471,2,248,93,76,47,13,32,7,28,8,0,0,7,21,559,13,593,1151
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2472,2,209,92,103,186,15,30,18,23,14,0,1,5,0,696,27,723,1424
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2473,1,105,54,39,39,5,11,5,12,2,0,1,1,0,274,4,278,543
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2474,1,217,40,65,16,4,16,4,14,2,0,1,0,1,379,11,391,608
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2475,1,128,56,57,23,6,15,3,9,6,0,0,0,0,303,14,317,606
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2476,10,904,495,520,133,66,165,30,138,51,0,17,10,11,2529,80,2620,6412
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2477,2,81,87,60,59,12,14,6,18,8,0,2,1,0,348,21,369,1281
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2478,2,179,135,104,50,14,49,16,32,17,0,4,2,0,602,39,641,1423
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2479,1,99,41,56,21,7,14,5,3,6,0,0,2,0,254,20,274,515
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2480,2,292,121,149,25,12,38,8,39,12,0,4,3,1,703,25,729,681
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2481,1,134,34,27,13,0,11,2,9,0,0,0,1,0,231,6,237,401
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2482,1,147,52,49,12,4,29,5,6,6,0,3,0,0,313,7,320,538
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2483,1,61,57,40,36,56,6,1,4,4,0,2,0,1,267,10,278,398
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2484,1,66,56,43,25,3,4,6,6,1,0,1,2,0,213,13,226,416
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2485,2,191,95,69,42,9,16,8,20,8,0,2,0,0,460,20,480,955
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2486,2,122,72,70,36,3,13,8,29,7,0,1,2,0,363,2,365,831
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2487,2,151,121,92,32,13,35,9,40,8,0,0,1,0,502,16,518,1089
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2488,2,106,124,50,30,12,14,7,15,10,0,2,0,0,370,17,387,865
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2489,3,210,156,125,58,21,30,5,31,12,0,4,5,0,657,41,698,1613
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2490,2,232,86,98,24,11,38,3,36,11,0,1,1,0,541,23,564,1195
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2491,2,233,83,115,31,4,33,7,35,10,0,4,3,3,558,27,588,1069
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2492,2,231,58,87,26,9,20,7,28,8,0,2,0,3,476,20,499,890
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2493,2,286,122,114,22,4,12,4,14,4,0,0,2,2,584,18,604,956
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2494,2,160,59,71,39,3,12,8,10,5,0,3,1,0,371,13,384,768
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2495,3,493,165,188,109,14,35,6,37,17,0,2,7,8,1073,36,1117,1815
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2496,2,256,105,128,10,3,13,2,25,8,0,2,1,0,553,27,580,858
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2497,2,264,156,162,25,10,32,9,44,20,0,3,1,0,726,26,752,1395
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2498,2,243,125,133,36,20,39,10,46,12,0,3,0,0,667,40,707,1333
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2499,2,253,100,119,31,26,23,4,15,6,0,7,6,0,590,24,614,1171
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2500,2,321,78,123,24,16,53,3,44,10,0,4,3,1,679,39,719,1247
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2501,2,85,102,184,42,8,26,6,19,5,0,4,10,2,491,29,522,1480
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2502,2,266,110,84,39,9,33,11,38,17,0,0,3,0,610,13,623,1262
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2503,2,196,115,101,48,15,27,6,23,11,0,5,1,2,548,14,564,1171
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2504,2,167,85,64,35,17,35,6,13,12,0,3,0,0,437,17,454,888
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2505,2,128,75,60,37,15,26,6,15,11,0,0,5,1,378,11,390,819
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2506,2,240,121,117,34,17,17,8,62,12,0,3,1,0,632,21,653,1223
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2507,2,105,62,69,63,13,101,6,8,7,0,0,0,0,434,6,440,1390
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2508,2,114,96,77,42,22,9,2,26,2,0,5,4,1,399,15,415,1217
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2509,3,66,101,51,69,14,6,7,10,4,0,8,1,0,337,19,356,1065
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2510,5,187,215,157,74,44,29,14,27,9,0,15,8,0,779,29,808,3097
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2511,2,71,86,65,25,11,3,3,6,4,0,2,6,0,282,18,300,779
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2512,1,26,45,24,24,15,2,6,0,3,0,0,1,0,146,7,153,495
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2513,2,49,88,80,54,4,1,12,5,3,0,4,6,0,306,22,328,941
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2514,2,73,171,135,57,17,10,24,10,4,0,1,5,0,507,16,523,1294
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2515,2,48,213,124,45,25,5,8,12,2,0,6,3,0,491,22,513,1204
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2516,1,34,69,106,25,10,4,2,8,0,0,1,0,0,259,10,269,592
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2517,1,51,44,13,13,7,7,2,4,6,0,1,0,1,148,2,151,553
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2518,1,61,44,13,9,14,5,1,6,1,0,1,0,0,155,14,169,536
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2519,3,106,176,53,50,24,37,6,23,5,0,7,7,1,494,11,506,1636
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2520,3,155,229,115,36,32,25,18,45,5,0,9,6,0,675,28,703,1964
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2521,3,119,89,244,20,14,21,3,28,6,0,3,3,0,550,29,579,1581
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2522,3,171,157,121,53,29,8,15,30,8,0,5,0,1,597,25,623,1564
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2523,2,29,89,109,23,12,3,5,92,0,0,1,2,0,365,13,378,943
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2524,2,109,81,37,31,27,11,3,32,5,0,2,0,0,338,8,346,867
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2525,3,90,128,93,97,19,16,9,16,5,0,1,0,2,474,13,489,1470
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2526,1,111,86,33,17,3,1,1,2,1,0,0,0,0,255,13,268,731
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2527,1,10,159,19,31,5,0,4,4,1,0,8,0,0,241,11,252,725
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2528,5,422,311,263,78,21,59,24,42,23,0,12,7,2,1262,57,1321,3176
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2529,12,692,574,471,186,85,310,53,98,50,0,48,9,2,2576,106,2684,8352
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2530,2,31,68,158,5,5,9,5,6,0,0,0,1,0,288,22,310,902
5,16,MICHOACAN,6,ZAMORA,109,ZAMORA,2676,1,13,86,64,9,15,1,2,14,3,0,0,0,0,207,9,216,461
5,16,MICHOACAN,7,ZACAPU,16,COENEO,257,1,239,39,130,6,0,1,2,12,1,0,0,3,0,433,21,454,742
5,16,MICHOACAN,7,ZACAPU,16,COENEO,258,2,191,76,166,13,2,3,4,8,2,0,0,0,0,465,17,482,789
5,16,MICHOACAN,7,ZACAPU,16,COENEO,259,2,323,148,167,23,4,5,1,15,0,0,2,1,1,689,27,717,1216
5,16,MICHOACAN,7,ZACAPU,16,COENEO,260,2,119,56,83,24,0,4,0,7,0,0,0,0,0,293,15,308,1002
5,16,MICHOACAN,7,ZACAPU,16,COENEO,261,1,23,101,67,20,1,0,1,3,0,0,1,4,0,221,12,233,519
5,16,MICHOACAN,7,ZACAPU,16,COENEO,262,2,66,137,233,61,6,3,6,25,1,0,3,1,0,542,24,566,1153
5,16,MICHOACAN,7,ZACAPU,16,COENEO,263,1,40,147,116,40,3,9,2,37,7,0,0,0,0,401,45,446,659
5,16,MICHOACAN,7,ZACAPU,16,COENEO,264,1,36,132,109,40,1,8,5,23,3,0,2,5,0,364,26,390,575
5,16,MICHOACAN,7,ZACAPU,16,COENEO,265,2,125,48,77,9,1,0,1,3,0,0,0,3,1,267,13,281,487
5,16,MICHOACAN,7,ZACAPU,16,COENEO,266,1,49,17,34,2,0,0,1,1,0,0,0,1,0,105,5,110,189
5,16,MICHOACAN,7,ZACAPU,16,COENEO,267,2,174,87,265,9,5,2,4,4,4,0,0,1,0,555,48,603,983
5,16,MICHOACAN,7,ZACAPU,16,COENEO,268,1,75,58,66,2,0,0,0,5,0,0,0,0,0,206,11,217,358
5,16,MICHOACAN,7,ZACAPU,16,COENEO,269,1,78,72,35,7,6,0,0,0,0,0,1,1,1,200,9,210,401
5,16,MICHOACAN,7,ZACAPU,16,COENEO,270,1,53,31,133,11,1,2,0,41,1,0,0,2,0,275,0,275,594
5,16,MICHOACAN,7,ZACAPU,16,COENEO,271,1,125,109,87,8,2,1,2,0,0,0,0,0,0,334,19,353,601
5,16,MICHOACAN,7,ZACAPU,16,COENEO,272,1,66,76,79,0,0,0,0,0,1,0,0,0,0,222,3,225,405
5,16,MICHOACAN,7,ZACAPU,16,COENEO,273,2,57,26,134,18,0,0,1,5,0,0,0,0,0,241,9,250,449
5,16,MICHOACAN,7,ZACAPU,16,COENEO,274,1,98,42,35,3,2,2,1,6,1,0,0,3,0,193,6,199,397
5,16,MICHOACAN,7,ZACAPU,16,COENEO,275,1,126,38,40,5,5,1,0,5,0,0,0,1,0,221,11,232,496
5,16,MICHOACAN,7,ZACAPU,16,COENEO,276,1,46,21,39,4,1,0,0,3,0,0,0,0,0,114,4,118,263
5,16,MICHOACAN,7,ZACAPU,16,COENEO,277,2,83,86,143,8,4,11,11,17,2,0,0,4,0,369,17,386,765
5,16,MICHOACAN,7,ZACAPU,16,COENEO,278,2,105,167,366,98,5,3,3,8,0,0,0,2,0,757,24,781,1209
5,16,MICHOACAN,7,ZACAPU,16,COENEO,279,1,57,67,223,49,2,4,0,4,0,0,0,3,0,409,13,422,703
5,16,MICHOACAN,7,ZACAPU,16,COENEO,280,2,37,121,246,17,8,9,5,18,2,0,0,5,0,468,36,504,848
5,16,MICHOACAN,7,ZACAPU,16,COENEO,281,1,134,12,62,33,2,0,1,1,1,0,0,2,0,248,18,266,503
5,16,MICHOACAN,7,ZACAPU,16,COENEO,282,2,108,15,236,25,0,6,0,7,0,0,0,6,1,403,13,417,800
5,16,MICHOACAN,7,ZACAPU,16,COENEO,283,1,28,40,38,4,0,2,1,16,1,0,0,1,0,131,13,144,225
5,16,MICHOACAN,7,ZACAPU,16,COENEO,284,2,96,35,158,48,5,0,1,10,0,0,3,1,0,357,18,375,710
5,16,MICHOACAN,7,ZACAPU,16,COENEO,285,1,47,49,116,21,1,3,4,5,0,0,2,0,0,248,22,270,526
5,16,MICHOACAN,7,ZACAPU,24,CHERÁN,378,2,20,270,216,9,12,2,33,30,5,0,8,7,0,612,21,633,1107
5,16,MICHOACAN,7,ZACAPU,24,CHERÁN,379,2,7,227,223,0,8,0,12,21,2,0,5,9,0,514,11,525,887
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,590,1,77,68,140,9,15,3,25,15,4,0,0,1,0,357,27,384,578
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,591,1,40,85,163,6,13,2,8,12,3,0,2,4,0,338,26,364,575
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,592,2,115,139,355,26,16,18,23,29,7,0,1,4,0,733,65,798,1257
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,593,2,63,123,249,9,8,6,22,23,6,0,2,2,0,513,51,564,963
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,594,1,20,10,179,3,0,0,2,21,0,0,0,3,1,238,11,250,468
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,595,1,30,8,165,3,2,2,4,13,4,0,0,0,0,231,0,231,368
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,596,1,35,17,191,5,1,3,5,13,0,0,0,2,0,272,16,288,484
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,597,1,35,24,201,1,3,1,8,14,3,0,0,0,0,290,21,311,461
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,598,2,54,115,253,7,7,1,10,28,3,0,0,9,0,487,30,517,962
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,599,1,92,16,314,6,8,6,10,19,3,0,0,5,0,479,38,517,661
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,600,1,54,50,203,3,10,0,8,30,5,0,0,4,0,367,40,407,670
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,712,2,98,301,282,15,20,15,2,35,7,0,2,0,0,777,17,794,1202
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,713,2,70,178,167,11,17,6,4,4,2,0,0,0,0,459,12,471,772
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,714,2,126,266,380,22,51,12,2,39,6,0,2,3,0,909,23,932,1477
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,715,2,32,218,243,18,32,4,4,6,2,0,2,1,0,562,19,581,985
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,716,2,49,143,298,22,91,3,4,10,2,0,1,8,0,631,26,657,1136
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,717,2,40,40,336,38,83,3,11,2,3,0,0,5,0,561,10,571,862
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,718,1,35,76,117,12,57,0,9,2,3,0,2,0,0,313,8,321,687
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,719,2,40,110,175,11,44,3,6,8,5,0,0,2,0,404,4,408,830
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,720,1,30,67,71,33,36,2,2,4,1,0,0,1,0,247,8,255,440
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,721,1,9,55,140,27,28,0,1,40,1,0,0,2,1,303,9,313,597
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,722,2,86,206,260,39,80,6,4,14,4,0,3,4,0,706,26,732,1234
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,723,2,98,126,159,48,21,1,2,8,1,0,0,2,0,466,12,478,753
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,724,1,44,36,42,39,21,0,2,2,0,0,0,0,0,186,13,199,321
5,16,MICHOACAN,7,ZACAPU,44,JIMÉNEZ,725,1,33,32,52,37,18,0,3,0,0,0,1,0,0,176,20,196,359
