CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,PRD_PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,514,B,31,101,36,26,4,2,1,1,0,0,3,2,0,207,5,212,455,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,514,C01,37,77,33,14,5,5,3,5,5,0,2,0,0,186,12,198,455,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,515,B,99,51,38,72,5,7,4,2,3,0,0,0,0,281,0,281,524,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,516,B,126,75,84,44,5,8,5,4,2,0,3,6,0,362,41,403,744,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,517,B,53,90,70,57,8,3,3,11,3,0,2,4,0,304,19,323,666,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,517,C01,76,52,62,56,5,1,2,3,5,0,2,2,1,266,7,274,567,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,517,C02,68,55,84,46,5,0,1,8,2,0,0,3,0,272,14,286,567,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,517,C03,51,82,53,49,4,2,1,5,0,0,3,2,0,252,16,268,567,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,518,B,25,67,21,43,5,0,0,0,3,0,5,0,0,169,8,177,327,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,519,B,7,29,9,8,5,0,2,4,2,0,0,0,0,66,0,66,119,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,520,B,27,42,25,32,3,1,13,13,0,0,0,6,0,162,10,172,406,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,521,B,34,70,62,69,5,4,3,7,6,0,3,5,0,268,18,286,550,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,521,C01,39,122,51,56,6,1,12,1,2,0,9,0,0,299,11,310,550,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,521,C02,46,104,72,65,3,0,0,2,2,0,2,2,0,298,9,307,550,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,522,B,59,80,26,42,2,1,4,0,1,0,0,6,0,221,6,227,388,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,523,B,60,56,77,35,3,3,3,4,0,0,1,2,0,244,7,251,471,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,524,B,35,69,54,61,3,1,2,2,1,0,1,2,0,231,12,243,511,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,525,B,80,93,58,96,4,0,1,8,4,0,4,6,0,354,7,361,493,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,526,B,63,101,70,29,5,9,3,4,3,0,2,5,0,294,31,325,599,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,526,C01,57,84,70,31,9,9,0,5,2,0,5,3,0,275,22,297,599,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,526,C02,90,82,58,40,10,7,1,6,3,0,5,3,0,305,20,325,598,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,527,B,48,82,80,24,8,13,4,4,3,0,7,0,0,273,40,313,660,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,527,C01,80,79,53,41,7,12,3,6,1,0,2,8,0,292,30,322,660,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,527,C02,64,77,64,44,3,9,2,6,1,0,6,6,0,282,24,306,660,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,528,B,38,39,118,17,5,4,3,10,0,0,0,1,0,235,12,247,630,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,529,B,31,36,140,8,7,5,1,5,2,0,0,3,0,238,11,249,507,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,530,B,13,20,84,1,2,6,1,13,0,0,0,0,0,140,0,140,341,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,531,B,73,155,77,23,13,3,2,5,0,0,10,2,0,363,15,378,512,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,532,B,62,73,82,17,3,0,1,1,3,0,0,1,1,243,8,252,397,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,532,C01,55,88,61,17,1,3,1,1,1,0,5,4,0,237,18,255,397,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,533,B,15,22,11,18,1,0,0,1,0,0,1,0,0,69,7,76,102,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,534,B,117,105,31,51,0,5,2,7,1,0,0,0,0,319,7,326,522,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,535,B,15,25,8,18,4,1,1,0,0,0,0,0,0,72,0,72,105,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,536,B,16,38,18,23,2,0,0,0,0,0,2,2,0,101,3,104,133,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,537,B,34,35,21,69,1,1,0,2,0,0,3,3,0,169,9,178,301,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,538,B,75,31,23,18,2,1,0,3,1,0,1,0,0,155,7,162,332,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,539,B,80,33,31,21,3,3,2,2,5,0,0,2,0,182,14,196,395,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,540,B,13,41,15,13,3,0,2,1,0,0,2,0,0,90,5,95,191,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,541,B,12,19,48,45,1,0,0,0,0,0,0,2,0,127,4,131,200,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,542,B,25,80,94,242,3,3,0,2,0,0,0,0,0,449,16,465,654,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,543,B,35,9,6,27,0,0,0,0,1,0,0,0,0,78,1,79,131,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,544,B,56,78,133,85,8,18,2,13,5,0,0,2,0,400,17,417,745,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,545,B,106,54,61,44,4,3,2,5,2,0,0,4,0,285,12,297,445,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,545,C01,94,58,51,40,1,3,2,2,0,0,0,6,0,257,14,271,445,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,546,B,128,122,68,53,6,8,1,2,1,0,0,3,0,392,14,406,643,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,546,C01,138,103,71,56,8,5,1,3,1,0,3,3,1,392,8,401,643,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,546,C02,95,109,71,57,9,7,1,4,1,0,4,1,0,359,16,375,642,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,546,C03,92,117,68,70,4,11,2,2,1,0,1,2,0,370,7,377,642,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,547,B,11,34,28,25,2,13,2,0,0,0,1,0,0,116,2,118,182,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,548,B,84,84,68,40,7,0,3,3,0,0,0,0,0,289,14,303,629,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,549,B,107,109,51,52,9,0,5,0,0,0,1,0,0,334,20,354,793,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,549,C01,72,106,69,56,8,0,1,1,1,0,0,1,0,315,12,327,699,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,550,B,67,68,116,31,5,9,2,2,0,0,0,7,0,307,11,318,622,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,551,B,14,44,61,35,3,5,3,0,1,0,2,3,0,171,8,179,305,ACTA CASILLA,,,
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,552,B,8,39,50,3,1,4,0,0,0,0,0,0,0,105,4,109,210,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,557,B,66,174,96,5,3,4,2,7,1,0,0,0,0,358,14,372,568,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,557,C01,58,176,101,14,1,4,2,5,1,0,0,0,0,362,0,362,567,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,558,B,37,189,86,17,0,2,1,5,1,0,0,0,1,338,16,355,533,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,558,C01,23,194,88,8,3,1,1,4,3,0,2,1,0,328,17,345,533,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,558,C02,39,179,75,13,2,3,1,3,1,0,3,3,0,322,22,344,533,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,559,B,74,172,77,10,0,1,2,8,2,0,0,2,0,348,21,369,525,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,559,C01,47,161,98,10,0,2,1,6,2,0,0,0,0,327,16,343,525,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,559,C02,56,160,87,10,0,1,0,5,0,0,2,2,0,323,27,350,525,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,560,B,63,135,92,9,2,2,0,2,0,0,1,0,0,306,9,315,495,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,560,C01,41,169,82,10,1,9,0,7,2,0,1,1,0,323,16,339,494,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,561,B,47,144,79,8,1,3,0,5,0,0,0,1,0,288,10,298,452,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,561,C01,33,140,103,11,0,3,2,8,3,0,0,1,0,304,10,314,451,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,562,B,33,140,138,9,1,9,0,5,0,0,1,0,0,336,12,348,542,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,562,C01,25,149,141,10,0,7,0,0,0,0,3,0,0,335,13,348,542,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,563,B,10,66,73,4,0,0,0,0,0,0,0,1,0,154,1,155,205,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,564,B,29,132,129,6,0,2,0,0,3,0,0,2,0,303,5,308,435,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,564,C01,91,124,100,12,1,0,1,2,1,0,1,5,0,338,14,352,435,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,565,B,31,186,131,6,3,2,1,1,0,0,2,2,0,365,11,376,576,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,566,B,12,157,89,0,4,1,0,0,0,0,0,0,0,263,9,272,384,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,566,C01,9,159,88,5,0,0,0,0,0,0,0,2,0,263,4,267,383,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,567,B,20,135,98,6,3,1,0,1,0,0,0,5,1,269,5,275,444,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,568,B,4,182,76,5,0,0,0,0,0,0,0,0,0,267,9,276,431,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,568,C01,5,170,83,3,0,0,0,1,0,0,1,0,0,263,4,267,430,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,569,B,8,101,46,14,0,0,0,0,0,0,3,4,0,176,5,181,265,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,569,E01,4,89,84,6,0,0,0,1,0,0,1,0,0,185,5,190,263,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,570,B,14,146,94,10,4,0,2,1,2,0,1,0,0,274,6,280,419,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,570,C01,10,143,94,12,2,0,0,0,0,0,1,2,0,264,13,277,418,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,571,B,20,95,115,6,0,0,0,0,0,0,0,5,0,241,8,249,383,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,571,C01,20,124,111,8,0,4,2,0,0,0,1,1,0,271,3,274,383,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,572,B,10,132,225,3,1,0,0,5,0,0,1,0,0,377,11,388,621,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,572,C01,8,178,225,3,1,0,1,1,1,0,2,4,0,424,9,433,621,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,572,C02,8,162,214,4,0,1,0,8,0,0,2,1,0,400,1,401,621,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,573,B,5,346,64,2,3,3,0,5,0,0,1,0,0,429,7,436,699,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,573,C01,9,13,58,2,2,3,0,13,0,0,2,1,0,103,12,115,698,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,574,B,5,262,70,1,0,0,0,2,0,0,0,0,0,340,8,348,594,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,574,C01,15,250,70,2,1,0,1,2,0,0,0,0,0,341,3,344,593,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,575,B,7,215,166,9,0,0,0,0,0,0,1,4,0,402,8,410,547,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,576,B,9,96,172,1,3,2,0,1,0,0,0,3,0,287,5,292,399,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,577,B,19,91,173,4,1,3,0,18,0,0,0,3,0,312,6,318,480,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,577,C01,17,131,128,2,1,0,0,20,0,0,0,2,0,301,11,312,479,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,578,B,2,117,161,0,0,0,0,0,0,0,0,3,0,283,7,290,458,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,578,C01,3,127,157,0,0,0,0,0,0,0,0,0,0,287,2,289,457,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,579,B,3,195,94,0,0,0,0,0,0,0,0,0,0,292,2,294,380,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,579,C01,6,174,111,5,0,0,0,0,0,0,1,0,0,297,0,297,380,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,2666,B,4,61,97,0,0,0,2,0,0,0,2,1,0,167,2,169,255,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,2667,B,16,144,24,7,0,0,2,0,0,0,0,0,0,193,4,197,279,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,2668,B,1,211,156,4,0,2,0,0,0,0,0,0,0,374,1,375,615,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,2669,B,5,120,148,4,1,1,0,8,1,0,0,0,0,288,0,288,439,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,2669,C01,5,95,139,2,3,1,0,1,0,0,0,2,0,248,9,257,438,ACTA CASILLA,,,
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,2670,B,8,250,104,8,2,2,0,3,1,0,0,0,0,378,14,392,604,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,580,B,91,54,154,3,17,1,2,5,1,0,0,6,0,334,17,351,545,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,580,C01,103,57,129,5,9,1,0,10,2,0,0,2,2,318,11,331,545,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,581,B,87,50,116,1,10,2,0,4,0,0,1,2,0,273,14,287,443,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,581,C01,74,56,117,3,11,2,1,0,5,0,0,2,0,271,12,283,442,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,582,B,88,100,79,6,7,4,3,9,5,0,1,3,0,305,8,313,515,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,583,B,74,56,62,3,10,9,0,3,1,0,0,0,0,218,15,233,378,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,583,C01,75,36,87,9,14,8,0,3,1,0,1,0,0,234,7,241,378,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,584,B,127,68,134,4,11,7,0,13,6,0,2,2,0,374,24,398,597,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,584,C01,113,67,129,7,11,7,2,7,7,0,1,2,0,353,14,367,596,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,585,B,134,83,95,1,13,1,2,5,1,0,1,1,0,337,6,343,554,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,586,B,115,81,121,2,29,3,0,4,0,0,1,0,0,356,9,365,598,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,586,C01,113,105,115,2,20,9,2,3,1,0,2,3,0,375,14,389,598,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,587,B,109,96,70,0,13,1,2,3,0,0,0,0,0,294,9,303,610,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,588,B,116,51,199,1,7,0,2,2,1,0,0,0,0,379,11,390,572,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,588,C01,120,62,191,1,6,3,3,2,0,0,1,0,0,389,19,408,572,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,589,B,116,70,129,3,7,3,2,7,1,0,0,3,0,341,16,357,517,RECUENTO,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,589,C01,102,66,158,2,17,4,3,1,0,0,0,1,0,354,4,358,517,ACTA CASILLA,,,
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,589,C02,93,64,134,2,20,4,2,5,0,0,1,0,0,325,8,333,517,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,590,B,77,68,140,9,15,3,25,15,4,0,0,1,0,357,27,384,578,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,591,B,40,85,163,6,13,2,8,12,3,0,2,4,0,338,26,364,575,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,592,B,50,69,178,10,10,7,15,9,5,0,1,2,0,356,32,388,629,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,592,C01,65,70,177,16,6,11,8,20,2,0,0,2,0,377,33,410,628,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,593,B,30,57,117,3,2,5,9,12,5,0,2,1,0,243,26,269,482,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,593,C01,33,66,132,6,6,1,13,11,1,0,0,1,0,270,25,295,481,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,594,B,20,10,179,3,0,0,2,21,0,0,0,3,1,238,11,250,468,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,595,B,30,8,165,3,2,2,4,13,4,0,0,0,0,231,0,231,368,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,596,B,35,17,191,5,1,3,5,13,0,0,0,2,0,272,16,288,484,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,597,B,35,24,201,1,3,1,8,14,3,0,0,0,0,290,21,311,461,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,598,B,25,62,121,5,6,0,4,13,1,0,0,6,0,243,12,255,481,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,598,C01,29,53,132,2,1,1,6,15,2,0,0,3,0,244,18,262,481,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,599,B,92,16,314,6,8,6,10,19,3,0,0,5,0,479,38,517,661,ACTA CASILLA,,,
5,16,MICHOACAN,7,ZACAPU,37,HUANIQUEO,600,B,54,50,203,3,10,0,8,30,5,0,0,4,0,367,40,407,670,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,601,B,16,72,306,4,3,2,10,9,0,0,0,0,0,422,18,440,741,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,602,B,7,48,117,7,1,2,2,10,0,0,0,1,0,195,5,200,422,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,602,C01,8,70,123,5,1,3,4,5,1,0,2,14,0,236,6,242,421,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,603,B,20,56,227,13,2,1,5,5,2,0,1,5,0,337,7,344,606,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,603,C01,25,77,221,14,4,2,3,3,0,0,2,4,0,355,10,365,605,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,604,B,24,68,217,10,3,17,15,12,1,0,0,4,0,371,12,383,615,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,604,C01,14,64,211,9,6,11,7,12,3,0,0,6,0,343,11,354,614,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,605,B,33,88,206,7,2,3,19,12,2,0,2,6,0,380,11,391,715,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,605,C01,36,92,224,7,1,3,8,11,1,0,1,6,0,390,9,399,714,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,606,B,20,84,211,9,1,2,2,11,1,0,0,3,0,344,8,352,691,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,606,C01,24,85,225,7,1,1,3,13,1,0,0,4,0,364,10,374,691,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,607,B,25,85,186,7,4,11,6,11,0,0,1,4,0,340,14,354,669,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,607,C01,37,83,193,7,2,6,4,27,1,0,1,6,0,367,15,382,669,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,608,B,26,81,169,6,1,5,11,10,1,0,4,1,0,315,10,325,530,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,608,C01,31,112,137,3,3,6,5,10,0,0,0,0,0,307,2,309,530,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,608,S01,39,52,119,5,1,2,1,8,3,0,0,2,0,232,3,235,0,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,609,B,35,127,196,7,4,8,4,17,1,0,2,5,0,406,17,423,709,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,609,C01,30,121,167,3,4,17,4,16,0,0,3,3,0,368,17,385,708,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,610,B,18,111,161,6,0,13,7,15,1,0,0,0,0,332,14,346,592,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,610,C01,16,85,162,5,3,8,3,31,0,0,4,5,0,322,12,334,592,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,611,B,39,82,153,4,5,8,19,16,3,0,2,2,0,333,4,337,577,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,611,C01,26,102,147,3,12,1,8,13,0,0,3,1,0,316,8,324,576,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,612,B,10,70,136,2,2,2,5,11,0,0,0,3,0,241,7,248,450,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,612,C01,21,69,121,1,3,4,3,9,0,0,2,4,0,237,5,242,450,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,613,B,31,87,216,5,1,4,12,11,1,0,5,6,0,379,14,393,694,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,613,C01,23,100,212,3,2,11,13,9,2,0,0,0,0,375,12,387,694,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,613,C02,32,93,215,2,0,0,15,8,1,0,4,5,0,375,14,389,693,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,614,B,36,76,199,7,2,7,8,21,1,0,3,3,0,363,24,387,698,ACTA CASILLA,,,
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,614,C01,24,103,180,4,3,4,8,14,0,0,0,4,0,344,20,364,698,ACTA CASILLA,,,
