SECCION,CASILLA,pan,pri,prd,pvem,pt,mc,morena,pes,rsp,fpm,psd,humanista,na,es,mas,podemos,mp,bc,futuro,fm,pas,rpm,apm,cc_pan_psd,cc_morena_na_es,config_cc_morena_na,config_cc_morena_es,config_cc_na_es,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
246,B1,94,36,8,1,2,5,63,0,3,35,16,13,1,4,20,0,3,2,1,4,3,4,2,5,1,0,0,0,2,3,331,596
246,C1,100,23,18,3,6,5,77,4,1,34,11,9,4,8,13,1,5,3,0,1,2,9,2,2,1,0,1,1,3,7,354,596
247,B1,105,30,8,4,10,4,71,0,0,34,13,3,3,2,15,0,3,5,0,2,1,6,0,3,1,0,0,1,0,7,331,583
247,C1,123,28,7,4,14,3,47,1,1,25,14,0,2,3,13,1,3,0,3,1,0,11,3,2,0,0,0,0,0,8,317,583
248,B1,185,23,15,4,7,3,73,1,1,36,15,3,6,4,24,1,4,2,1,2,1,1,1,2,1,0,0,0,0,8,424,732
248,C1,174,32,10,3,3,3,85,2,1,25,20,0,5,9,35,0,6,2,2,3,0,8,1,0,2,0,0,0,1,3,435,732
249,B1,114,20,13,9,18,4,67,0,0,24,9,0,11,4,11,4,4,3,1,2,1,7,1,3,1,0,0,0,0,5,336,496
250,B1,209,17,8,0,7,5,35,0,0,37,7,1,4,3,10,0,1,2,2,1,0,4,0,4,0,0,0,0,1,5,363,563
250,C1,199,20,8,2,9,4,41,0,0,31,10,2,4,4,7,1,1,2,0,0,0,7,1,2,0,0,0,0,0,5,360,563
251,B1,155,15,9,0,3,2,24,0,1,27,3,2,6,4,5,3,1,2,0,0,0,1,0,0,1,0,0,0,0,1,265,403
251,C1,170,13,1,1,3,6,16,0,0,36,2,1,0,3,5,0,1,0,1,1,1,11,0,3,2,0,0,0,0,4,281,402
252,B1,112,30,9,1,11,3,55,1,0,17,10,2,2,5,34,8,3,5,0,1,0,3,1,1,0,1,0,0,0,13,328,642
252,C1,112,38,4,1,4,11,54,2,1,21,9,4,6,3,26,8,4,1,0,1,2,5,1,1,1,0,0,0,1,8,329,642
253,B1,38,20,5,4,5,2,60,2,0,19,20,1,1,4,28,17,2,4,0,0,2,8,2,1,3,0,0,0,0,8,256,570
253,C1,30,27,9,7,11,3,45,0,2,15,24,0,2,5,24,11,6,8,3,1,0,8,0,0,0,2,2,0,0,8,253,570
254,B1,50,20,3,2,8,8,82,2,1,22,13,1,8,8,46,4,7,7,2,5,0,8,2,2,2,0,1,0,0,21,335,741
254,C1,69,17,12,6,5,10,68,2,0,16,22,2,2,6,57,12,3,8,0,5,1,4,0,2,1,0,0,0,0,14,344,740
255,B1,86,19,8,3,7,5,51,0,1,26,17,4,1,11,54,16,4,3,0,1,1,3,0,1,0,0,0,0,0,12,334,746
255,C1,113,22,10,2,2,2,61,2,1,22,15,1,2,5,45,13,1,8,0,0,0,6,0,2,1,0,0,0,2,8,346,746
255,C2,100,17,19,1,17,5,61,2,3,15,12,3,3,5,38,12,4,7,0,3,2,5,1,0,0,0,0,0,0,15,350,745
256,B1,73,20,6,4,21,6,78,2,2,23,14,0,3,9,19,7,5,3,0,2,0,10,0,3,3,0,1,0,0,9,323,685
256,C1,76,18,12,0,16,1,86,2,4,32,13,3,6,3,21,3,12,2,0,0,0,12,1,2,1,0,3,0,2,9,340,685
256,C2,74,20,9,3,14,2,79,2,1,30,15,5,5,7,14,2,10,1,2,1,0,5,1,0,1,0,1,0,0,12,316,684
257,B1,58,24,15,2,10,4,73,1,7,24,9,1,3,3,26,1,3,6,0,0,1,2,1,1,1,0,1,0,0,12,289,729
257,C1,61,24,8,2,9,4,66,2,6,22,12,1,0,4,38,4,4,5,1,0,2,4,0,1,0,1,1,0,0,10,292,729
257,C2,60,23,13,2,11,4,76,4,10,28,24,1,5,4,17,0,6,10,1,1,0,7,1,1,1,0,2,0,0,11,323,729
257,C3,55,18,11,3,10,2,55,2,3,23,11,3,2,5,35,1,7,5,0,1,0,3,1,2,0,1,2,0,0,8,269,729
257,C4,55,18,6,2,9,2,71,2,3,29,5,3,3,7,31,4,7,4,0,1,3,8,2,2,3,1,2,0,1,13,297,729
257,C5,56,16,10,7,6,4,66,1,13,16,15,2,4,1,25,3,4,2,1,3,4,7,1,1,1,0,0,0,1,7,277,729
257,C6,51,25,11,4,14,3,89,2,4,21,12,3,4,9,25,0,17,3,0,1,4,9,0,0,4,0,1,0,0,2,318,729
257,C7,50,25,7,2,11,5,86,4,10,18,12,0,2,7,23,2,3,2,0,0,2,6,3,2,0,0,1,0,1,17,301,729
257,C8,75,27,15,7,17,3,72,0,6,19,18,0,0,4,26,2,5,5,3,1,1,7,0,1,2,0,2,0,0,14,332,729
258,B1,57,29,14,9,15,2,66,1,2,32,8,3,12,9,22,6,9,1,0,2,2,10,0,3,0,0,2,0,1,16,333,675
259,B1,57,17,7,3,18,4,63,0,3,25,12,3,2,12,18,7,6,3,0,2,2,15,2,3,1,0,1,1,0,11,298,547
260,B1,94,29,10,5,20,8,77,5,3,40,10,6,15,8,13,2,5,2,3,1,3,10,2,1,1,1,0,1,0,8,383,740
261,B1,80,21,4,3,14,5,72,1,5,18,8,4,4,4,4,3,11,4,3,3,2,7,3,1,1,0,0,0,0,8,293,576
262,B1,173,26,7,2,3,1,46,1,0,36,9,0,2,2,5,2,1,2,0,0,2,1,2,0,0,0,0,0,0,5,328,496
262,C1,180,31,5,3,6,2,29,0,1,23,10,0,0,4,9,1,1,2,1,1,1,9,1,2,0,0,0,0,0,4,326,495
263,B1,199,38,5,2,9,6,31,0,0,18,6,0,0,6,6,4,1,3,0,0,0,5,0,1,1,0,0,0,0,7,348,569
263,C1,202,29,6,0,3,6,25,1,0,25,9,0,2,7,9,2,3,5,0,4,0,2,0,3,1,0,0,1,0,1,346,569
264,B1,120,27,3,7,5,4,31,1,1,24,4,0,2,6,8,1,3,0,0,2,0,3,1,2,0,0,3,2,0,5,265,419
264,C1,124,26,3,3,4,2,24,0,0,26,7,1,0,3,10,1,1,0,1,1,0,13,0,2,0,0,1,0,0,1,254,418
265,B1,266,32,10,4,7,8,20,0,2,24,6,4,2,6,13,0,2,1,1,0,0,7,0,2,0,1,0,1,0,6,425,680
266,B1,242,18,11,5,8,1,48,1,3,48,10,0,1,1,13,3,2,2,0,1,1,8,2,4,0,0,0,0,0,6,439,700
267,B1,63,32,7,2,7,3,58,0,0,31,12,0,10,9,20,1,0,2,2,1,3,4,0,1,3,0,0,0,0,9,280,530
267,C1,71,34,14,3,4,4,52,1,3,27,16,1,3,7,31,2,3,0,0,1,2,5,0,2,1,0,0,0,0,7,294,529
267,C2,69,17,12,0,5,2,56,1,4,19,19,1,12,6,15,2,8,0,0,1,2,9,1,0,0,0,1,1,1,12,276,529
268,B1,63,22,13,2,8,3,71,3,1,27,7,0,6,9,16,3,3,5,0,0,2,7,3,0,0,0,1,1,0,16,292,553
268,C1,71,22,18,6,8,2,73,2,3,20,7,0,2,11,19,6,4,7,0,2,1,5,0,2,1,0,1,0,0,5,298,553
269,B1,83,39,7,5,5,5,60,0,1,30,9,4,2,9,10,3,1,3,0,2,6,6,1,1,0,0,0,1,0,14,307,568
269,C1,83,31,14,5,7,8,65,1,0,25,15,6,3,8,21,0,7,1,0,2,4,4,1,2,2,0,0,1,0,8,324,567
270,B1,83,34,12,0,12,3,62,0,0,60,11,5,2,3,13,0,1,5,0,2,1,9,2,6,0,0,0,0,0,5,331,622
271,B1,113,19,9,2,7,6,49,0,1,24,9,1,3,4,6,3,6,0,0,1,1,7,2,8,0,1,0,0,1,7,290,475
271,C1,89,17,10,3,5,3,62,0,2,18,19,2,3,1,5,1,1,2,0,0,1,10,1,3,3,0,2,0,0,5,268,474
272,B1,27,20,35,1,10,1,59,1,1,21,14,2,4,5,13,7,5,2,4,0,2,15,1,1,3,1,0,0,0,15,270,564
272,C1,41,13,19,8,15,4,48,2,2,33,10,3,4,4,4,12,7,4,0,4,0,10,0,0,1,1,1,0,0,6,256,563
272,C2,35,20,17,4,9,6,52,1,2,27,4,1,1,8,8,7,2,3,2,1,0,12,0,0,0,0,2,0,2,12,238,563
272,C3,39,16,28,10,9,2,52,1,0,26,10,2,2,4,12,7,1,4,1,2,2,17,2,0,3,0,0,0,0,10,262,563
273,B1,101,25,8,2,14,11,63,0,2,31,12,1,7,8,18,3,7,2,3,2,1,5,1,2,1,0,1,0,1,13,345,668
273,C1,86,24,11,1,11,3,68,2,4,46,16,0,1,10,11,6,4,1,1,0,2,8,0,6,2,0,2,0,0,18,344,667
274,B1,72,26,9,2,13,6,65,2,5,32,18,2,7,9,17,1,6,2,1,4,0,12,4,4,2,0,2,1,2,7,333,680
274,C1,61,24,6,3,11,3,81,0,2,25,20,2,5,9,9,2,4,1,1,0,3,12,0,0,10,0,0,0,2,12,308,679
275,B1,104,31,11,7,7,2,42,0,1,37,11,4,2,2,5,2,1,2,0,2,1,8,1,0,0,0,0,0,0,4,287,498
275,C1,127,19,11,6,9,3,45,0,1,33,13,3,3,3,4,0,4,0,0,3,0,6,2,1,0,0,0,0,0,10,306,497
276,B1,64,22,10,3,6,2,42,0,1,20,18,2,3,2,10,1,5,4,1,0,1,3,1,3,0,0,0,0,0,8,232,456
276,C1,77,17,7,3,11,6,68,0,1,15,7,0,3,2,9,5,5,1,1,1,0,9,0,1,2,0,0,0,0,5,256,456
277,B1,121,37,12,0,10,2,46,1,0,20,15,2,4,6,6,3,5,3,2,2,2,14,1,4,1,0,0,1,2,7,329,583
278,B1,94,36,10,1,6,1,34,0,1,21,11,3,2,4,2,0,1,0,1,1,1,2,1,1,0,0,0,1,1,3,239,392
278,C1,68,18,18,0,4,10,39,2,4,46,10,0,0,1,7,1,2,0,1,0,2,5,1,1,0,0,1,0,1,10,252,392
279,B1,117,24,8,4,11,5,55,3,0,31,22,0,2,11,22,3,3,2,0,0,3,17,0,0,0,0,0,0,2,7,352,728
279,C1,114,26,10,3,4,5,80,1,0,35,7,1,4,6,15,1,7,1,0,0,2,9,0,2,2,7,0,0,0,8,350,728
280,B1,111,11,5,0,8,3,29,2,2,12,9,1,0,2,7,1,0,3,0,1,0,0,0,2,0,0,0,0,0,5,214,347
281,B1,191,20,6,4,3,3,28,1,0,26,8,0,0,1,6,3,2,1,0,2,0,4,1,1,0,0,0,0,0,1,312,540
281,C1,188,26,7,3,3,2,36,0,4,28,7,2,4,1,5,3,1,0,0,0,0,5,3,1,1,0,0,0,0,6,336,539
282,B1,41,13,9,2,16,3,73,2,3,34,14,2,3,2,8,3,5,5,2,1,1,10,1,1,2,1,0,1,0,15,273,542
282,C1,48,21,13,4,17,3,79,2,4,19,8,2,2,3,8,0,9,0,0,1,0,10,1,0,0,0,2,2,0,7,265,541
282,C2,51,23,9,3,21,0,87,1,4,16,15,0,9,2,7,0,10,1,0,3,0,7,0,3,1,1,0,0,0,5,279,541
283,B1,38,26,11,1,6,5,57,0,4,29,10,0,3,7,10,2,6,3,2,5,2,10,2,0,2,0,1,0,0,17,259,536
283,C1,51,18,13,4,6,6,68,0,2,28,19,1,4,3,7,2,6,1,0,1,1,11,0,3,0,1,0,1,0,12,269,536
283,C2,52,20,10,3,11,5,50,2,3,29,14,2,5,5,4,2,3,3,1,9,0,10,3,0,1,2,0,0,1,5,255,535
284,B1,44,20,16,1,9,4,91,2,1,27,24,0,3,4,16,0,1,2,0,0,3,3,0,1,1,0,0,0,0,6,279,597
284,C1,40,15,16,2,12,6,75,4,2,20,16,3,2,3,16,5,4,3,0,2,1,7,1,0,0,0,0,1,0,10,266,596
284,C2,39,21,22,3,14,2,76,4,2,23,20,0,2,2,18,4,3,4,0,1,5,7,2,1,1,0,0,0,0,14,290,596
285,B1,61,32,14,1,16,5,101,4,2,38,33,1,5,7,13,8,4,6,0,0,1,7,3,1,0,0,0,1,0,9,373,688
285,C1,64,32,10,4,7,8,68,1,0,26,23,3,5,6,21,4,4,4,3,3,3,17,0,5,3,1,1,1,0,8,335,687
286,B1,46,33,6,4,14,6,77,5,6,24,9,0,3,4,22,3,3,4,2,4,2,13,0,2,0,2,1,0,0,14,309,720
286,C1,57,27,3,1,18,7,96,4,2,31,11,2,2,10,22,2,6,4,7,4,0,8,0,2,4,0,0,0,0,17,347,720
287,B1,39,23,6,6,17,4,75,1,4,25,8,2,3,6,7,1,7,6,1,2,2,10,1,0,3,0,4,0,1,16,280,626
287,C1,48,19,4,2,16,5,74,1,6,30,5,4,4,6,11,6,12,13,0,3,3,11,1,0,2,0,0,0,0,8,294,625
288,B1,64,22,11,5,19,3,86,0,2,26,11,0,2,3,22,3,7,3,0,0,1,11,1,1,2,0,0,0,0,7,312,641
288,C1,55,14,9,5,23,1,93,1,2,19,12,3,4,1,29,2,8,3,0,2,1,18,1,1,1,0,0,0,0,13,321,640
288,C2,61,20,9,4,13,1,77,1,0,24,9,3,4,7,22,3,13,5,0,3,1,24,1,3,2,0,1,0,0,5,316,640
289,B1,204,20,9,4,6,4,80,1,0,44,15,1,1,4,4,2,6,0,0,0,0,8,0,0,0,0,0,0,0,12,425,702
290,B1,110,27,8,2,8,6,68,0,1,26,9,2,1,3,9,1,10,4,1,0,4,18,6,1,0,0,0,0,0,5,330,620
290,C1,95,32,10,4,8,8,68,1,1,38,16,3,1,4,11,2,4,5,1,0,0,13,3,2,0,0,0,0,0,13,343,620
290,C2,104,30,9,2,3,9,53,1,0,40,17,2,5,5,7,6,5,5,0,0,1,16,3,2,1,0,5,0,0,9,340,620
291,B1,97,23,11,1,9,1,30,2,0,24,2,0,1,3,4,0,3,4,0,0,0,8,2,1,0,0,0,0,0,4,230,386
291,C1,100,21,7,1,6,0,33,0,1,21,7,3,1,3,9,1,2,0,0,0,0,5,0,1,0,0,0,0,0,11,233,385
292,B1,69,23,9,3,14,4,64,2,0,16,13,2,3,4,67,8,2,7,1,3,1,12,3,0,3,0,1,0,1,12,347,686
292,C1,72,17,14,5,16,9,81,2,1,21,8,0,2,5,63,5,4,9,1,0,1,8,2,2,4,0,0,1,1,9,363,686
292,C2,81,8,9,3,13,2,79,1,0,18,10,4,7,10,49,2,6,4,0,2,1,11,5,1,0,0,0,0,0,12,338,685
293,B1,127,30,9,2,10,2,46,4,1,18,8,4,6,2,8,3,1,1,1,0,1,7,2,4,0,0,2,0,0,10,309,550
294,B1,65,19,7,3,4,2,37,1,0,22,9,0,4,5,8,3,1,3,0,0,2,2,1,0,0,0,0,0,7,8,213,455
294,C1,51,21,5,5,13,1,53,1,2,30,15,1,3,7,11,0,2,1,0,0,1,5,0,1,0,0,0,1,2,8,240,454
295,B1,102,19,13,6,14,4,89,1,2,24,24,1,5,6,14,1,2,1,0,3,1,9,0,2,1,0,0,0,1,11,356,662
296,B1,38,33,11,3,8,3,51,1,0,21,4,0,2,0,11,0,4,1,0,0,1,1,0,3,1,0,0,0,1,10,208,405
296,C1,40,15,9,1,10,1,51,1,0,13,13,0,6,6,13,0,2,1,0,2,3,5,2,0,0,0,0,0,0,6,200,405
297,B1,35,12,8,8,5,1,54,1,4,24,13,1,6,2,14,1,7,2,0,2,1,1,1,1,0,0,2,0,2,4,212,476
297,C1,25,20,4,2,8,3,56,1,0,19,21,1,3,7,9,7,5,1,0,1,2,8,3,0,2,0,0,0,0,14,222,476
298,B1,97,25,20,2,8,13,82,1,2,44,14,4,6,3,17,0,8,2,1,1,2,18,1,1,0,0,1,0,1,14,388,747
299,B1,52,12,13,1,3,0,39,1,2,28,13,1,4,4,14,3,3,0,1,2,1,5,1,2,1,0,0,0,0,8,214,366
300,B1,50,33,13,0,6,1,34,1,2,21,9,2,1,4,19,1,8,5,0,2,2,3,1,0,0,0,2,0,0,5,225,422
300,C1,69,27,9,1,8,3,33,0,0,18,8,2,1,4,8,0,2,3,0,2,0,5,2,2,2,0,0,0,5,6,220,422
301,B1,52,17,29,0,2,2,50,3,1,28,11,0,7,5,24,1,4,0,2,1,6,6,0,0,0,0,0,0,1,7,259,538
301,C1,59,23,15,3,7,1,42,2,1,28,12,2,2,4,20,3,3,1,1,0,4,4,0,1,0,0,1,0,1,9,249,537
302,B1,9,6,9,1,17,2,90,1,2,7,1,2,5,13,136,1,0,2,0,1,4,2,0,0,2,1,4,0,0,15,333,647
302,C1,9,10,2,2,19,6,65,0,1,11,3,1,9,7,136,2,1,1,0,2,9,4,0,1,4,1,3,1,1,11,322,647
302,C2,8,4,2,1,12,1,80,0,0,11,2,4,4,10,148,0,2,0,0,2,2,2,0,0,3,0,2,0,0,12,312,646
302,C3,8,6,4,1,8,3,78,2,0,14,1,3,8,8,147,4,3,1,0,1,1,3,0,0,2,0,2,2,0,17,327,646
302,C4,6,2,5,4,23,1,72,0,0,9,1,0,7,15,135,2,2,1,0,0,3,1,0,0,3,0,0,0,0,10,302,646
303,B1,58,27,6,2,12,2,56,1,0,28,6,0,4,8,10,4,2,5,2,1,4,13,1,1,6,1,0,0,1,11,272,597
303,C1,47,17,5,3,9,4,68,3,1,26,9,1,0,3,14,2,7,2,0,2,1,6,5,2,3,1,0,0,0,14,255,597
303,C2,58,18,7,6,17,4,64,0,1,37,12,3,5,3,25,5,4,3,2,0,0,8,3,0,1,0,1,1,0,6,294,596
303,C3,47,17,5,3,9,4,68,3,1,26,9,1,0,3,14,2,7,3,0,2,1,6,5,2,3,1,0,0,0,13,255,596
304,B1,89,27,10,4,12,3,75,2,1,25,13,4,6,2,4,9,1,9,2,1,0,12,2,4,0,0,1,0,0,12,330,734
304,C1,100,40,11,4,9,3,61,0,1,26,19,2,6,6,8,4,3,2,0,1,0,6,1,1,1,0,0,1,0,13,329,733
305,B1,86,17,5,3,7,9,44,0,1,20,8,2,3,2,5,1,14,1,2,0,1,13,1,1,0,0,0,0,0,9,255,574
305,C1,64,20,9,2,14,4,51,0,4,30,10,0,4,3,11,2,13,3,2,0,0,4,1,0,2,0,0,0,0,9,262,574
305,C2,81,20,7,0,12,6,65,0,2,25,15,0,3,6,14,3,11,0,0,0,1,11,1,0,1,0,0,0,0,9,293,573
305,C3,75,26,6,4,13,4,61,1,2,15,10,3,6,6,10,10,0,1,2,1,2,9,0,0,0,2,2,0,0,10,281,573
306,B1,33,19,2,4,9,4,47,1,4,31,6,4,2,1,13,4,4,5,0,1,3,7,1,1,2,0,1,0,1,12,222,533
306,C1,35,15,6,5,16,2,56,3,2,24,12,1,3,2,13,1,6,4,0,0,0,8,2,1,0,0,0,0,0,7,224,533
306,C2,43,27,9,2,6,2,63,2,6,30,16,0,2,3,9,2,7,2,0,1,1,2,2,3,0,0,0,0,0,10,250,532
307,B1,74,39,15,1,8,3,77,0,2,34,30,3,3,7,20,3,5,3,1,2,1,13,4,3,2,0,0,0,0,10,363,584
307,C1,74,28,12,6,5,6,70,1,2,38,19,3,10,5,14,2,9,10,0,0,3,10,3,2,3,0,1,0,1,9,346,584
308,B1,54,30,10,6,9,2,74,1,0,40,20,4,8,9,22,2,6,6,0,1,2,10,1,0,3,0,2,1,0,19,342,703
308,C1,78,35,10,1,5,2,69,1,4,37,13,6,5,10,29,0,7,3,2,4,3,9,2,2,2,0,0,0,0,11,350,702
309,B1,54,27,13,4,6,2,71,3,4,34,13,2,6,4,13,2,3,1,2,2,0,8,3,2,0,0,1,0,0,8,288,605
309,C1,35,31,7,2,5,2,72,1,1,26,8,2,1,5,13,4,3,3,0,3,1,19,0,0,2,0,0,0,0,3,249,605
309,C2,58,19,5,1,9,6,81,0,0,33,10,1,1,2,10,3,9,1,1,0,0,12,0,1,3,0,1,0,0,10,277,605
309,C3,48,25,5,1,13,2,74,0,1,25,7,0,2,1,16,3,3,6,0,0,1,11,2,1,0,0,0,0,0,13,260,605
309,C4,31,25,6,0,19,1,79,1,2,16,18,2,1,1,25,4,4,1,1,1,0,10,1,0,1,0,0,0,0,9,259,605
310,B1,80,21,11,3,10,1,42,2,5,33,6,1,2,5,8,2,5,7,0,0,0,11,1,2,1,1,1,0,0,8,269,511
310,C1,115,24,11,1,2,4,57,3,4,27,8,0,5,3,11,0,6,7,0,1,2,4,0,2,0,0,1,0,1,4,303,511
311,B1,65,21,6,2,9,4,74,0,0,29,13,4,8,7,41,3,7,0,0,1,4,3,2,0,6,0,0,0,0,6,315,681
311,C1,82,18,4,2,14,4,62,0,0,29,14,7,3,5,33,2,4,0,0,1,3,7,0,2,0,1,1,1,1,9,309,680
312,B1,63,19,7,1,4,2,61,0,1,16,8,4,4,4,54,7,6,0,0,1,1,10,2,2,1,0,3,0,1,8,290,617
312,C1,80,13,8,5,5,7,66,1,1,28,14,0,5,5,40,2,1,1,0,0,4,12,0,1,1,0,0,0,1,14,315,616
313,B1,33,17,11,2,9,0,45,0,0,19,11,0,2,7,3,2,1,0,1,1,1,10,1,1,5,0,2,1,0,7,192,409
314,B1,24,12,9,3,6,4,67,2,0,23,15,0,4,9,10,3,5,1,5,3,1,9,2,2,3,0,2,0,0,6,230,484
314,C1,30,21,12,1,7,3,73,3,0,9,9,0,7,8,12,2,4,0,0,1,2,5,0,0,0,0,0,0,1,10,220,483
315,B1,81,24,5,1,16,3,54,3,0,21,18,3,5,10,13,1,6,0,0,1,1,8,0,1,0,0,0,0,1,9,285,535
315,C1,72,31,9,1,8,4,57,1,3,22,15,6,4,4,16,3,2,2,0,1,2,7,0,4,1,0,1,0,2,11,289,534
316,B1,38,21,10,7,11,2,51,0,3,21,12,3,7,3,20,20,5,1,1,0,0,7,2,1,2,1,2,0,1,19,271,652
316,C1,44,22,22,4,10,3,50,5,2,33,8,3,8,4,13,14,7,2,0,0,1,5,4,2,0,0,1,0,2,16,285,651
317,B1,59,14,15,3,8,2,51,0,0,38,15,2,8,4,31,5,7,5,0,2,4,5,1,2,2,1,0,0,1,10,295,597
317,C1,46,16,15,6,14,2,52,2,0,29,27,5,4,2,20,5,5,3,0,1,3,5,0,3,0,0,3,0,0,6,274,597
317,C2,46,9,12,5,7,6,50,2,0,37,21,0,1,1,25,6,1,4,5,2,1,8,1,2,0,0,0,0,1,7,260,596
318,B1,46,10,18,5,23,8,64,0,0,27,5,0,3,7,31,1,6,5,1,2,1,4,6,4,2,1,1,0,0,20,301,726
318,C1,45,22,15,5,13,7,60,3,2,25,13,2,7,8,26,1,4,2,1,4,0,10,2,1,2,1,1,0,3,13,298,726
319,B1,30,17,11,2,10,4,36,2,1,24,12,1,5,3,9,3,5,1,1,1,2,3,0,2,1,0,0,0,0,8,194,379
320,B1,39,16,7,3,19,3,79,4,4,31,24,1,5,0,21,4,3,0,0,2,1,10,1,4,5,0,0,1,1,14,302,700
320,C1,57,21,17,5,8,3,54,3,0,27,21,1,4,12,16,4,7,2,0,1,4,9,1,0,4,0,2,0,0,7,290,700
320,C2,47,19,10,2,23,8,68,3,3,27,17,0,7,7,20,5,7,1,3,6,0,8,1,3,1,0,0,0,2,14,312,700
321,B1,42,28,11,1,10,2,67,2,1,23,12,3,6,6,15,4,3,8,6,2,4,17,2,1,0,0,1,0,0,10,287,606
321,C1,53,41,9,4,6,1,56,3,1,19,23,2,2,3,15,4,2,5,12,1,4,22,0,1,0,0,2,0,0,14,305,606
322,B1,77,22,15,3,11,9,52,2,1,36,22,1,1,8,9,5,6,1,0,3,1,9,2,1,0,0,0,0,0,15,312,651
322,C1,94,15,18,3,7,5,46,1,4,36,27,4,3,6,14,2,3,3,0,1,0,17,3,7,1,0,0,0,0,12,332,651
323,B1,53,21,13,3,9,6,73,1,1,22,4,1,3,8,12,1,4,1,2,2,2,8,0,1,0,0,1,0,0,9,261,576
324,B1,62,20,4,2,9,3,39,1,0,37,10,1,2,6,4,2,2,0,1,0,2,6,1,1,1,0,0,0,0,7,223,506
324,C1,59,22,3,1,15,0,41,0,1,43,10,2,3,5,6,3,1,0,0,2,2,5,1,0,0,0,0,0,1,4,230,506
325,B1,66,15,8,0,8,1,26,3,1,20,8,0,1,1,3,0,3,0,0,3,3,4,0,5,1,0,0,0,0,5,185,393
326,B1,37,3,5,1,5,2,14,0,0,24,8,0,0,2,12,3,1,5,0,0,7,4,5,0,0,0,1,0,0,7,146,293
327,B1,93,20,6,1,8,5,46,0,0,12,14,1,2,0,8,5,27,0,0,2,4,4,3,0,0,0,0,0,1,16,278,499
327,C1,88,27,5,5,7,9,55,3,1,11,3,0,4,3,12,4,21,0,0,0,1,7,4,4,0,0,0,0,0,3,277,498
328,B1,73,15,11,4,12,1,46,1,1,21,8,0,5,3,17,2,10,0,1,1,0,2,0,4,2,2,1,0,2,3,248,457
328,C1,83,16,4,5,6,4,44,1,1,20,4,0,2,4,15,0,6,0,0,6,4,2,1,2,0,0,1,1,0,10,242,456
329,B1,189,23,17,2,4,9,42,1,2,43,13,2,2,5,6,0,2,1,1,0,0,6,1,1,0,0,0,0,0,7,379,607
330,B1,120,19,6,1,2,3,49,1,0,24,10,4,3,5,2,2,7,1,0,0,0,6,1,0,2,0,1,0,0,7,276,475
330,C1,65,29,8,5,21,1,70,4,1,20,13,0,1,5,19,1,2,4,0,1,1,14,1,1,1,0,0,0,0,14,302,474
330,S1,7,6,1,0,3,0,14,0,0,5,7,0,0,3,1,0,3,0,1,1,1,3,0,2,0,0,0,0,0,2,60,0
331,B1,90,17,5,3,6,2,54,4,0,15,11,1,3,3,11,0,5,1,0,1,0,4,1,2,0,0,0,0,1,8,248,443
331,C1,83,23,7,0,2,1,44,2,1,18,12,0,2,2,6,2,1,1,0,0,0,2,2,0,1,0,0,0,0,6,218,442
332,B1,61,23,12,2,6,0,56,0,0,19,12,12,0,1,18,0,4,0,0,3,2,1,2,2,0,0,0,0,0,9,245,563
332,C1,74,36,9,5,9,4,59,1,1,23,12,0,1,6,23,1,4,2,0,0,1,9,1,1,0,1,0,0,0,12,295,563
332,C2,60,23,11,6,7,4,62,1,3,17,11,1,1,7,19,4,2,1,1,1,4,16,1,4,1,0,0,0,0,2,270,563
333,B1,72,27,15,3,5,5,59,1,1,28,19,0,2,9,8,1,6,2,1,4,2,11,1,3,0,0,1,0,0,10,296,638
333,C1,73,17,9,2,4,6,62,4,3,19,17,1,4,11,19,2,3,2,1,5,4,9,1,0,1,0,0,0,0,12,291,638
333,C2,94,23,4,1,9,2,62,2,2,19,17,2,3,6,18,0,3,1,0,2,4,8,0,1,2,1,0,0,1,14,301,637
334,B1,57,15,12,2,3,2,82,0,2,17,5,1,1,4,16,1,2,0,0,2,5,15,1,0,0,0,0,0,0,15,260,592
334,C1,45,13,7,3,7,3,82,2,2,23,5,0,4,5,14,1,3,3,0,2,5,12,3,0,2,0,1,1,0,8,256,592
334,C2,49,19,5,2,10,6,74,1,1,19,8,0,1,3,14,4,5,0,0,1,5,16,1,1,0,0,0,0,1,14,260,591
335,B1,64,16,5,4,9,3,70,2,2,17,14,1,3,2,27,4,2,0,0,0,9,10,1,2,1,0,0,0,0,7,275,596
335,C1,46,22,10,5,12,2,68,1,4,15,12,3,4,3,13,7,3,2,0,1,1,18,1,0,2,0,1,0,1,11,268,596
335,C2,46,18,10,1,10,9,61,3,3,21,9,1,3,4,15,1,8,2,0,1,6,22,1,1,1,0,0,0,0,14,271,595
336,B1,74,21,9,1,21,3,86,4,0,21,11,1,4,6,16,1,2,1,0,0,0,27,2,2,0,0,0,0,0,11,324,636
336,C1,55,29,8,5,21,1,70,4,1,20,13,0,1,5,19,1,2,4,0,1,1,14,1,1,1,0,0,0,0,14,292,635
337,B1,66,17,7,1,22,6,68,2,1,16,8,0,1,4,16,0,2,2,1,1,1,9,1,0,2,0,0,0,0,12,266,589
337,C1,50,26,8,3,21,3,77,0,2,17,13,1,1,3,18,1,2,2,0,1,1,11,2,1,0,0,0,0,0,14,278,589
338,B1,72,21,19,3,11,5,46,1,2,12,25,2,7,8,25,0,3,0,0,0,1,17,0,2,1,0,0,0,1,9,293,626
