CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,MC,NVA_ALIANZA,PVEM,ES,MORENA,PH,PT,PRI_NVA_ALIANZA_PVEM,PRI_PVEM_PT,PRI_NVA_ALIANZA,PRI_PVEM,PRI_PT,NVA_ALIANZA_PVEM,PVEM_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,632,6,670,840,23,18,47,56,16,41,74,18,,,,,,,,1,1803,110,1914,3642
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,633,3,198,460,15,45,36,29,18,14,24,12,,,,,,,,0,851,47,898,1670
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,634,3,246,552,7,44,51,36,10,13,36,11,,,,,,,,0,1006,49,1055,1917
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,635,3,423,635,10,6,35,40,9,13,46,19,,,,,,,,0,1236,76,1312,1882
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,637,3,395,421,11,14,35,35,7,15,35,8,,,,,,,,0,976,58,1034,1740
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,638,3,202,454,11,23,21,41,9,13,34,10,,,,,,,,0,818,50,868,1592
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,640,4,446,459,9,6,12,32,9,10,38,9,,,,,,,,1,1030,22,1053,2592
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,641,4,320,712,12,9,13,29,22,9,41,5,,,,,,,,0,1172,70,1242,1968
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,642,4,522,650,16,10,16,11,19,8,110,5,,,,,,,,0,1367,74,1441,2421
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,643,3,163,446,5,0,11,21,4,10,12,3,,,,,,,,0,675,60,735,1115
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,797,1,122,101,8,6,5,9,14,10,30,7,,,,,,,,0,312,19,331,651
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,798,2,211,128,11,4,18,20,20,30,49,14,,,,,,,,0,505,17,522,939
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,799,2,227,186,7,8,14,17,13,14,41,18,,,,,,,,1,545,26,572,1117
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,800,1,105,61,1,1,21,12,11,10,16,5,,,,,,,,0,243,9,252,488
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,801,2,182,111,8,6,22,13,15,23,32,5,,,,,,,,1,417,13,431,883
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,802,2,232,199,16,3,20,23,19,25,53,8,,,,,,,,0,598,14,612,1211
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,803,1,149,118,5,4,8,9,10,4,19,5,,,,,,,,0,331,12,343,715
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,804,2,232,120,18,4,28,12,26,27,37,14,,,,,,,,0,518,17,535,1015
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,805,1,148,100,3,5,4,16,5,9,20,7,,,,,,,,0,317,9,326,739
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,806,1,163,72,8,5,11,5,11,18,18,6,,,,,,,,0,317,14,331,589
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,807,2,201,128,6,6,24,22,5,16,19,7,,,,,,,,1,434,18,453,924
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,808,2,220,129,4,10,22,22,10,22,37,10,,,,,,,,1,486,31,518,994
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,809,2,190,94,12,8,6,12,9,24,29,6,,,,,,,,0,390,19,409,991
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,810,2,230,120,13,8,11,16,13,28,40,8,,,,,,,,1,487,22,510,976
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,811,1,179,78,3,3,21,11,3,31,18,5,,,,,,,,0,352,11,363,657
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,812,1,103,71,2,2,41,7,13,18,16,3,,,,,,,,1,276,11,288,522
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,813,1,168,104,11,6,38,8,12,22,46,3,,,,,,,,0,418,20,438,744
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,814,2,200,109,9,7,14,9,8,21,39,5,,,,,,,,1,421,14,436,918
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,815,1,156,91,9,5,5,14,7,18,22,8,,,,,,,,0,335,13,348,713
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,816,2,207,101,12,14,20,12,8,21,37,10,,,,,,,,3,442,20,465,793
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,817,2,176,91,5,14,11,15,8,22,32,3,,,,,,,,0,377,28,405,768
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,818,2,201,95,9,12,14,15,12,19,41,9,,,,,,,,0,427,24,451,874
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,563,3,382,255,16,6,58,33,13,43,78,30,25,,6,7,,3,,0,955,44,999,1798
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,564,8,903,322,31,25,48,47,28,64,148,46,11,,8,16,,1,,2,1698,64,1764,2469
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,565,10,1154,551,61,109,84,112,103,125,237,141,11,,2,15,,0,,8,2705,111,2824,6751
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,567,3,406,173,18,26,31,41,18,51,73,46,7,,0,2,,2,,1,894,58,953,1962
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,568,3,482,171,41,47,45,29,40,57,90,43,3,,3,0,,0,,2,1051,48,1101,2060
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,569,2,295,90,18,32,17,31,12,27,62,24,2,,0,1,,0,,0,611,27,638,1064
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,570,3,510,179,30,17,28,31,27,52,88,27,7,,0,9,,0,,0,1005,49,1054,1889
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,571,3,507,215,11,30,41,43,28,59,136,94,3,,1,4,,1,,7,1173,57,1237,2116
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,572,2,282,164,8,19,21,20,28,47,35,31,2,,0,7,,0,,1,664,46,711,1182
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,573,2,308,105,7,28,19,17,9,35,77,42,0,,1,1,,0,,2,649,41,692,1121
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,574,3,388,166,15,30,29,29,43,35,85,43,0,,1,4,,0,,1,868,50,919,1807
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,576,2,312,124,17,29,21,25,24,51,73,42,1,,0,3,,1,,1,723,46,770,1367
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,577,2,248,118,10,54,15,19,19,26,77,33,6,,1,1,,0,,0,627,39,666,1098
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,578,2,194,89,8,26,9,9,6,32,60,22,1,,0,0,,0,,2,456,29,487,825
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,579,2,316,116,7,46,22,18,20,24,68,41,2,,0,4,,0,,2,684,33,719,1085
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,580,2,351,108,7,39,32,16,32,46,43,45,4,,1,1,,2,,1,727,46,774,1287
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,581,2,159,75,2,44,21,13,11,20,46,13,3,,0,0,,0,,2,407,27,436,771
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,582,2,249,74,9,25,14,9,19,16,43,32,1,,0,2,,0,,1,493,19,513,918
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,591,6,1097,221,21,36,50,25,31,53,99,51,6,,1,2,,1,,2,1694,85,1781,1376
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,605,4,465,296,22,32,47,53,23,48,80,61,5,,0,5,,0,,2,1137,48,1187,2311
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,608,4,550,410,10,6,141,46,6,2,68,16,28,,8,14,,2,,0,1307,43,1350,2333
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,609,3,500,296,23,5,89,23,15,7,89,10,19,,3,14,,3,,0,1096,48,1144,1894
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,610,2,348,171,13,1,37,23,4,1,72,5,5,,2,7,,0,,0,689,21,710,1185
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,611,4,684,371,16,7,36,43,17,15,90,19,6,,1,17,,1,,1,1323,39,1363,2357
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,612,4,401,320,52,12,32,56,17,25,145,21,18,,3,15,,0,,0,1117,40,1157,2294
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,613,4,351,325,34,15,32,44,30,25,118,38,9,,1,11,,3,,0,1036,51,1087,2308
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,614,5,646,367,22,29,62,101,30,47,186,34,8,,0,10,,0,,0,1542,58,1600,3475
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,616,5,682,323,17,24,23,31,25,35,64,38,7,,1,12,,0,,2,1282,69,1353,2349
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,617,5,875,437,11,15,84,45,16,37,166,60,13,,1,5,,0,,0,1765,56,1821,2979
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,618,3,441,230,21,6,29,37,19,13,46,27,3,,2,10,,5,,0,889,40,929,1625
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,619,5,755,402,39,16,48,97,26,55,120,55,10,,0,9,,0,,0,1632,63,1695,3045
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,620,4,574,360,62,19,33,33,14,18,49,25,15,,1,9,,2,,0,1214,64,1278,2588
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,621,2,307,260,16,4,12,18,8,2,18,19,6,,1,3,,1,,1,675,49,725,1263
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,622,4,575,257,55,13,39,21,9,8,85,25,4,,4,6,,0,,0,1101,54,1155,2266
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,623,5,767,406,30,25,16,34,43,51,100,67,14,,1,13,,0,,0,1567,65,1632,2868
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,625,3,286,278,9,6,26,35,10,11,69,19,9,,0,4,,0,,0,762,25,787,1568
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,626,3,451,161,15,19,26,27,12,7,54,24,10,,1,4,,2,,0,813,38,851,1548
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,629,3,336,416,9,4,18,35,8,6,37,12,14,,0,6,,0,,0,901,42,943,1753
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,630,5,348,233,15,9,32,42,30,13,44,15,6,,1,6,,1,,0,795,55,850,1593
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,631,2,291,264,9,4,34,45,8,8,49,13,9,,0,6,,0,,0,740,26,766,1289
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,636,2,347,205,4,25,17,27,8,14,46,15,3,,6,2,,0,,1,719,50,770,1323
2,22,QUERETARO,10,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,639,4,414,628,7,12,47,56,8,13,47,22,25,,0,18,,0,,0,1297,57,1354,2371
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,210,3,333,409,139,26,30,29,5,48,,12,,,,0,0,,0,0,1031,45,1076,1727
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,211,6,392,288,144,40,39,26,10,52,,10,,,,0,0,,0,0,1001,49,1050,1267
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,212,4,482,489,148,44,43,94,6,30,,44,,,,0,0,,0,0,1380,69,1449,2292
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,213,3,374,257,186,32,53,12,12,27,,13,,,,0,0,,0,2,966,63,1031,1558
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,214,4,422,485,207,40,32,28,24,54,,12,,,,0,0,,0,3,1304,79,1386,2414
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,215,3,462,323,128,32,17,25,9,81,,12,,,,0,0,,0,0,1089,44,1133,1747
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,216,4,487,449,179,40,24,40,42,66,,17,,,,0,0,,0,1,1344,69,1414,2275
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,217,3,421,406,128,42,29,23,16,67,,19,,,,0,0,,0,0,1151,58,1209,1912
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,218,2,243,315,101,48,17,35,19,33,,2,,,,0,0,,0,0,813,34,847,1321
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,219,3,435,414,128,44,22,7,7,35,,13,,,,0,0,,0,1,1105,35,1141,1557
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,220,3,278,313,163,73,17,68,10,34,,12,,,,0,0,,0,0,968,59,1027,1703
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,221,3,306,225,189,79,13,32,10,37,,14,,,,0,0,,0,0,905,41,946,1920
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,222,4,657,667,244,36,13,34,13,48,,17,,,,0,0,,0,1,1729,65,1795,2648
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,223,3,536,429,196,46,21,27,12,35,,21,,,,0,0,,0,0,1323,54,1377,1896
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,224,3,647,341,234,37,23,29,15,55,,36,,,,0,0,,0,0,1417,74,1491,2088
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,225,3,375,306,203,33,18,38,15,32,,16,,,,0,0,,0,1,1036,43,1080,1542
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,226,3,459,572,164,53,21,45,20,16,,13,,,,0,0,,0,0,1363,64,1427,2190
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,227,4,308,560,289,76,26,22,7,81,,18,,,,0,0,,0,0,1387,71,1458,2273
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,228,4,328,458,300,58,28,26,12,59,,21,,,,0,0,,0,0,1290,72,1362,2253
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,229,2,213,264,144,17,12,12,6,18,,23,,,,0,0,,0,0,709,43,752,1110
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,230,6,739,991,319,94,25,73,18,94,,40,,,,0,0,,0,1,2393,119,2513,3651
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,231,5,542,576,251,35,29,30,10,23,,11,,,,0,0,,0,1,1507,107,1615,2494
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,232,1,131,171,60,5,3,4,3,2,,2,,,,0,0,,0,0,381,22,403,561
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,233,3,477,335,252,57,26,35,23,45,,24,,,,0,0,,0,1,1274,40,1315,2065
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,644,1,177,84,13,3,0,13,20,18,,0,,,,0,0,,0,0,328,28,356,563
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,645,3,206,140,87,56,11,244,11,86,,18,,,,0,0,,0,1,859,49,909,1525
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,646,3,180,314,190,46,8,341,17,107,,21,,,,0,0,,0,0,1224,47,1271,1831
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,647,3,268,445,50,55,21,385,10,47,,17,,,,0,0,,0,1,1298,61,1360,2116
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,648,4,277,461,104,77,19,321,44,78,,29,,,,0,0,,0,6,1410,62,1478,2347
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,649,2,164,233,75,38,9,178,8,41,,11,,,,0,0,,0,1,757,27,785,1152
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,650,2,193,320,77,37,9,194,17,51,,10,,,,0,0,,0,2,908,32,942,1380
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,651,2,154,178,58,29,5,128,4,37,,16,,,,0,0,,0,1,609,35,645,1020
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,652,1,98,49,18,8,2,56,8,14,,2,,,,0,0,,0,2,255,28,285,410
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,653,2,205,254,56,34,4,262,17,36,,16,,,,0,0,,0,0,884,32,916,1400
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,654,2,170,223,34,30,9,269,10,34,,15,,,,0,0,,0,1,794,46,841,1274
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,655,1,104,142,16,18,0,100,5,24,,13,,,,0,0,,0,1,422,35,458,707
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,656,7,542,406,97,60,25,260,40,129,,29,,,,0,0,,0,7,1588,95,1690,2097
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,657,2,163,211,47,57,6,257,6,29,,18,,,,0,0,,0,1,794,58,853,1321
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,658,3,198,273,55,72,14,422,13,38,,18,,,,0,0,,0,1,1103,56,1160,1776
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,659,5,366,536,94,99,25,547,25,63,,35,,,,0,0,,0,5,1790,67,1862,2831
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,660,3,309,582,89,27,16,182,22,16,,15,,,,0,0,,0,0,1258,50,1308,2014
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,661,3,273,330,24,39,12,259,18,19,,22,,,,0,0,,0,0,996,55,1051,1562
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,662,2,246,251,16,12,5,132,9,14,,6,,,,0,0,,0,0,691,46,737,1077
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,663,2,181,231,30,18,6,180,9,10,,13,,,,0,0,,0,0,678,41,719,937
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,664,1,125,84,15,10,7,28,12,18,,5,,,,0,0,,0,0,304,26,330,562
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,665,3,295,296,217,55,8,273,19,39,,22,,,,0,0,,0,0,1224,85,1309,1938
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,666,4,573,441,101,41,53,185,20,27,,16,,,,0,0,,0,2,1457,59,1518,2264
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,667,4,298,576,19,49,36,339,21,34,,17,,,,0,0,,0,0,1389,81,1470,2325
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,668,4,431,436,36,35,22,505,14,18,,21,,,,0,0,,0,0,1518,75,1593,2287
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,669,2,178,266,33,50,10,325,9,13,,14,,,,0,0,,0,1,898,43,942,1410
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,670,2,256,360,36,25,11,228,14,24,,25,,,,0,0,,0,0,979,37,1016,1412
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,671,3,207,300,48,37,6,565,14,33,,28,,,,0,0,,0,0,1238,68,1306,1947
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,672,3,183,566,83,63,25,219,28,49,,18,,,,0,0,,0,0,1234,83,1317,2121
2,22,QUERETARO,11,PEDRO ESCOBEDO,17,TEQUISQUIAPAN,673,4,169,601,32,64,20,294,32,70,,24,,,,0,0,,0,0,1306,50,1356,2321
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,182,4,929,434,39,40,16,40,7,131,12,188,,,,,,,,0,1836,49,1885,2696
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,183,4,761,401,24,55,24,34,10,150,10,163,,,,,,,,1,1632,47,1680,2371
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,184,4,733,375,18,22,14,36,11,103,16,143,,,,,,,,3,1471,58,1532,2287
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,185,3,620,277,24,33,20,30,9,110,11,108,,,,,,,,1,1242,43,1286,1767
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,186,1,270,184,8,2,9,6,1,3,0,0,,,,,,,,0,483,23,506,728
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,187,2,367,219,8,2,7,14,8,2,0,6,,,,,,,,0,633,27,660,872
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,188,5,884,828,46,17,17,46,15,27,10,30,,,,,,,,5,1920,359,2284,2990
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,189,4,634,667,93,11,12,42,9,29,7,38,,,,,,,,0,1542,61,1603,2439
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,190,4,771,745,80,18,16,42,33,41,9,26,,,,,,,,0,1781,74,1855,2640
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,191,5,1094,886,53,19,13,35,15,62,17,12,,,,,,,,0,2206,85,2291,3102
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,192,4,904,780,39,7,28,20,14,13,13,20,,,,,,,,0,1838,54,1892,2530
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,193,3,479,376,31,5,12,31,3,9,2,13,,,,,,,,1,961,51,1013,1555
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,194,2,401,374,22,10,45,33,8,16,7,16,,,,,,,,0,932,43,975,1407
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,195,13,1826,1393,146,145,78,221,103,308,65,125,,,,,,,,2,4410,189,4601,8754
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,196,5,659,746,156,38,16,412,16,31,9,45,,,,,,,,0,2128,107,2235,3023
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,197,3,449,503,240,10,14,40,5,10,2,12,,,,,,,,0,1285,46,1331,1794
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,198,4,845,650,76,10,26,40,10,28,11,12,,,,,,,,1,1708,49,1758,2380
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,199,4,621,618,35,24,27,42,12,21,10,27,,,,,,,,0,1437,62,1499,2273
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,200,5,846,654,33,34,28,53,36,41,15,43,,,,,,,,0,1783,65,1848,2846
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,201,5,734,881,37,18,303,74,35,44,12,28,,,,,,,,6,2166,87,2259,3106
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,202,9,1195,1141,119,74,43,139,102,148,49,92,,,,,,,,8,3102,135,3245,6631
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,203,8,1361,1107,95,114,137,83,46,91,25,57,,,,,,,,1,3116,86,3203,5302
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,204,7,798,965,72,45,121,123,44,64,29,27,,,,,,,,0,2288,89,2377,4520
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,205,7,1053,844,55,55,92,100,35,71,169,35,,,,,,,,3,2509,115,2627,4637
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,206,9,508,495,41,10,18,24,22,29,22,40,,,,,,,,0,1209,40,1249,1725
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,207,4,675,584,35,19,17,26,13,32,19,15,,,,,,,,0,1435,39,1474,2290
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,208,4,527,889,39,10,58,56,14,30,19,18,,,,,,,,0,1660,46,1706,2447
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,209,3,496,542,21,7,12,23,8,18,14,12,,,,,,,,0,1153,42,1195,1634
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,555,2,296,268,22,4,9,15,4,21,11,7,,,,,,,,0,657,34,691,1051
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,760,2,160,239,11,19,6,23,3,19,1,12,,,,,,,,0,493,24,517,841
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,761,5,911,293,45,86,27,58,50,166,57,22,,,,,,,,11,1715,107,1833,3279
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,762,2,368,293,22,12,8,24,13,22,11,13,,,,,,,,0,786,36,822,1479
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,763,2,349,346,15,3,3,15,12,17,15,19,,,,,,,,0,794,28,822,1450
