CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,MC,NVA_ALIANZA,PVEM,ES,MORENA,PH,PT,PRI_NVA_ALIANZA_PVEM,PRI_PVEM_PT,PRI_NVA_ALIANZA,PRI_PVEM,PRI_PT,NVA_ALIANZA_PVEM,PVEM_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,311,2,186,120,5,10,14,23,22,28,6,7,,,,,,,,1,421,20,442,936
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,312,2,243,176,19,11,28,15,29,40,12,7,,,,,,,,0,580,35,615,1184
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,314,2,274,155,22,20,17,30,34,46,11,8,,,,,,,,0,617,35,652,1138
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,516,3,129,470,9,3,22,31,4,9,3,13,,,,,,,,0,693,46,739,1748
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,518,4,465,452,51,21,34,50,30,49,16,21,,,,,,,,0,1189,78,1267,2873
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,519,4,84,684,11,7,22,39,6,27,5,22,,,,,,,,0,907,84,991,2330
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,523,2,254,213,30,14,20,51,15,23,10,13,,,,,,,,0,643,44,687,1317
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,524,3,484,375,26,12,22,28,22,12,9,8,,,,,,,,0,998,66,1064,1921
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,525,3,308,347,40,9,32,38,21,32,13,8,,,,,,,,1,848,59,908,1800
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,526,3,364,270,26,9,28,43,27,31,6,47,,,,,,,,0,851,57,908,1769
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,528,2,540,156,47,4,10,20,17,27,7,7,,,,,,,,0,835,35,870,1416
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,529,8,613,855,111,42,80,72,112,124,34,107,,,,,,,,3,2150,98,2251,5397
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,531,3,366,321,32,10,24,27,44,56,12,7,,,,,,,,1,899,40,940,2026
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,532,3,300,277,38,19,27,24,35,46,12,12,,,,,,,,0,790,59,849,1828
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,533,3,305,268,37,17,20,20,20,41,12,9,,,,,,,,0,749,32,781,1602
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,534,3,276,328,31,11,35,23,35,54,13,11,,,,,,,,1,817,51,869,1751
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,535,2,207,175,14,9,12,16,13,39,7,1,,,,,,,,0,493,18,511,977
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,536,4,359,407,31,16,34,36,26,60,13,7,,,,,,,,0,989,65,1054,2396
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,537,3,303,304,33,12,30,32,20,43,13,10,,,,,,,,0,800,39,839,2029
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,538,9,1849,413,31,24,38,42,44,49,14,26,,,,,,,,20,2530,85,2635,1595
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,539,5,432,600,29,12,43,34,26,28,18,21,,,,,,,,0,1243,103,1346,3563
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,541,25,4152,1673,125,129,91,92,286,426,110,26,,,,,,,,27,7110,469,7606,12055
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,542,3,234,338,23,10,16,23,29,38,12,8,,,,,,,,1,731,51,783,1669
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,549,5,491,750,48,34,52,74,46,76,25,25,,,,,,,,3,1621,72,1696,3673
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,696,2,117,220,19,5,8,11,5,22,3,3,,,,,,,,0,413,25,438,880
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,856,2,203,124,19,26,27,15,44,44,14,20,,,,,,,,0,536,14,550,1229
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,857,3,228,130,24,17,32,24,52,79,28,14,,,,,,,,6,628,12,646,1526
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,858,2,109,71,11,11,14,9,40,42,12,6,,,,,,,,1,325,11,337,840
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,859,2,202,110,20,14,12,8,38,34,16,8,,,,,,,,0,462,20,482,1401
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,860,2,221,123,16,25,11,14,34,66,13,14,,,,,,,,0,537,15,552,1490
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,861,2,188,88,9,8,14,13,16,38,10,16,,,,,,,,1,400,16,417,862
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,862,3,325,243,22,30,24,35,36,53,14,20,,,,,,,,1,802,26,829,1956
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,863,2,165,118,73,18,10,13,25,31,6,3,,,,,,,,0,462,25,487,996
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,864,3,242,170,19,31,7,19,24,50,11,19,,,,,,,,0,592,36,628,1861
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,865,2,223,167,24,20,19,20,29,41,17,14,,,,,,,,0,574,28,602,1414
2,22,QUERETARO,3,QUERETARO,14,QUERETARO,866,3,354,220,22,34,18,21,42,76,16,20,,,,,,,,4,823,42,869,1963
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,275,3,296,289,26,49,6,20,11,47,14,10,,,,,,,,0,768,36,804,1868
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,276,17,2100,1957,112,88,53,92,87,235,65,96,,,,,,,,2,4885,240,5127,12206
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,277,8,943,749,109,87,45,45,85,206,46,47,,,,,,,,6,2362,133,2501,5778
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,278,17,2020,1821,227,123,95,117,125,430,126,61,,,,,,,,7,5145,284,5436,12021
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,285,3,227,307,20,11,6,19,7,52,11,3,,,,,,,,1,663,25,689,1625
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,286,4,360,510,26,15,10,31,16,67,11,18,,,,,,,,1,1064,56,1121,2687
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,287,3,259,216,32,12,7,21,17,64,15,9,,,,,,,,1,652,21,674,1523
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,288,4,502,495,61,40,14,42,36,95,35,5,,,,,,,,1,1325,65,1391,2837
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,295,5,366,616,45,17,21,36,23,57,17,28,,,,,,,,3,1226,91,1320,3121
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,296,2,260,234,28,13,8,14,18,44,15,6,,,,,,,,1,640,38,679,1358
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,303,7,801,719,104,98,41,50,76,182,63,32,,,,,,,,2,2166,119,2287,4850
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,304,4,349,466,44,23,17,31,22,72,18,17,,,,,,,,1,1059,58,1118,2477
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,305,6,743,603,66,91,35,56,41,210,51,22,,,,,,,,2,1918,74,1994,4034
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,306,2,217,165,31,11,8,20,11,42,13,11,,,,,,,,0,529,33,562,1028
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,313,4,712,360,73,17,8,24,44,126,41,16,,,,,,,,3,1421,101,1525,2413
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,318,7,860,841,105,61,27,63,60,197,45,34,,,,,,,,3,2293,99,2395,4664
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,319,6,774,678,168,73,39,108,82,232,49,35,,,,,,,,1,2238,122,2361,4402
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,320,4,414,363,57,106,20,34,35,81,22,10,,,,,,,,4,1142,74,1220,2394
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,324,2,197,149,34,8,5,27,8,39,12,6,,,,,,,,1,485,34,520,917
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,325,2,218,192,23,11,7,13,11,38,14,5,,,,,,,,0,532,26,558,926
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,326,3,122,90,12,10,6,8,10,26,7,3,,,,,,,,1,294,13,308,2072
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,327,4,580,372,76,37,36,35,53,149,39,23,,,,,,,,1,1400,64,1465,2980
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,328,4,387,367,51,19,35,20,39,94,28,23,,,,,,,,2,1063,49,1114,2956
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,332,3,247,325,25,16,22,30,15,45,13,8,,,,,,,,0,746,40,786,1625
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,334,3,449,221,31,9,6,11,14,62,24,27,,,,,,,,2,854,74,930,1558
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,335,2,211,231,15,7,9,12,11,41,8,8,,,,,,,,2,553,29,584,1191
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,336,3,348,345,30,13,15,23,20,42,12,12,,,,,,,,0,860,42,902,1874
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,337,2,306,179,25,6,9,11,15,73,22,7,,,,,,,,5,653,48,706,1376
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,339,2,219,114,24,8,6,12,18,53,18,7,,,,,,,,3,479,28,510,921
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,352,2,293,245,17,16,2,12,13,29,17,6,,,,,,,,1,650,39,690,1308
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,353,7,1535,773,106,45,21,69,68,227,103,27,,,,,,,,13,2974,187,3174,5097
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,550,5,828,483,60,29,22,28,48,113,44,26,,,,,,,,5,1681,93,1779,3094
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,697,2,164,232,27,25,4,10,23,22,8,11,,,,,,,,0,526,29,555,1075
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,698,2,213,172,24,44,5,21,16,41,10,6,,,,,,,,0,552,34,586,1108
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,699,2,194,147,43,28,10,12,12,48,16,1,,,,,,,,0,511,30,541,1223
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,700,2,217,190,22,14,8,12,22,44,20,9,,,,,,,,1,558,14,573,1062
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,701,2,191,196,25,19,9,11,10,52,14,11,,,,,,,,2,538,39,579,1144
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,702,2,180,144,24,5,8,7,16,54,8,8,,,,,,,,3,454,16,473,883
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,703,2,194,181,21,15,10,11,19,64,20,5,,,,,,,,0,540,17,557,1066
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,704,2,239,156,24,8,12,13,18,41,16,9,,,,,,,,1,536,24,561,1001
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,705,2,187,211,20,15,8,11,17,40,16,11,,,,,,,,0,536,27,563,1120
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,706,2,160,228,16,22,10,11,14,38,10,8,,,,,,,,1,517,21,539,1041
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,707,2,146,180,13,10,10,11,8,42,6,3,,,,,,,,0,429,26,455,1018
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,708,2,142,168,13,20,9,12,7,30,8,6,,,,,,,,0,415,15,430,943
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,709,2,152,163,12,7,3,14,5,39,6,8,,,,,,,,2,409,13,424,962
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,710,2,190,164,26,6,12,20,2,20,8,2,,,,,,,,2,450,28,480,1116
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,711,2,200,147,19,10,12,14,9,65,14,10,,,,,,,,1,500,25,526,1080
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,712,2,233,191,20,10,9,10,16,38,15,9,,,,,,,,0,551,26,577,1113
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,713,1,150,79,21,7,5,7,12,34,6,8,,,,,,,,0,329,20,349,737
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,714,2,225,179,25,10,4,8,17,55,13,6,,,,,,,,2,542,37,581,1063
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,715,2,303,192,25,13,11,5,32,78,26,12,,,,,,,,1,697,39,737,1458
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,716,2,240,171,31,10,4,12,25,39,16,12,,,,,,,,0,560,24,584,1111
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,717,2,106,76,17,5,2,12,12,36,9,4,,,,,,,,0,279,13,292,1025
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,718,2,182,240,42,12,11,16,18,61,15,8,,,,,,,,0,605,33,638,1345
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,719,2,237,152,25,19,5,12,30,94,22,5,,,,,,,,1,601,28,630,1170
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,720,1,108,77,15,13,10,7,15,59,12,8,,,,,,,,0,324,18,342,662
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,721,1,96,79,14,3,7,6,15,46,8,4,,,,,,,,0,278,12,290,587
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,722,2,231,161,21,11,11,11,22,88,20,6,,,,,,,,0,582,49,631,1255
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,723,2,231,202,34,16,12,7,35,76,22,10,,,,,,,,3,645,8,656,1360
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,724,2,151,158,15,8,9,2,22,43,12,11,,,,,,,,2,431,19,452,879
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,725,3,240,230,36,21,7,13,28,77,22,18,,,,,,,,1,692,46,739,1633
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,726,2,97,193,8,7,10,8,3,31,7,18,,,,,,,,0,382,30,412,911
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,727,3,365,337,55,15,8,22,39,77,29,12,,,,,,,,0,959,30,989,2145
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,728,2,176,138,31,7,9,19,25,52,13,9,,,,,,,,1,479,28,508,947
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,729,2,180,156,36,18,12,8,21,62,9,6,,,,,,,,0,508,33,541,951
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,730,1,100,61,11,5,4,4,4,26,5,6,,,,,,,,1,226,11,238,435
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,731,2,163,122,11,12,2,6,18,43,12,9,,,,,,,,0,398,17,415,781
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,732,2,228,178,23,19,11,14,26,63,22,5,,,,,,,,1,589,27,617,1217
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,733,2,224,203,22,14,4,13,14,60,7,6,,,,,,,,1,567,18,586,1211
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,372,3,403,297,54,18,27,36,29,86,29,10,10,,0,1,,0,,3,1000,45,1048,1821
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,373,3,327,302,44,31,25,60,20,56,24,17,11,,0,7,,2,,3,926,48,977,1817
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,374,2,347,132,37,9,11,37,17,61,14,4,1,,0,0,,0,,1,670,39,710,1078
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,386,2,253,235,36,5,27,37,16,55,24,13,5,,5,3,,1,,1,715,36,752,1360
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,387,2,272,205,22,17,9,33,17,53,26,18,2,,0,3,,0,,3,677,41,721,1193
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,388,2,262,194,23,7,25,40,14,43,21,7,7,,0,5,,1,,1,649,45,695,1182
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,389,2,397,191,23,16,19,27,18,57,25,3,8,,0,1,,0,,0,785,42,827,1268
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,403,2,328,189,20,17,8,39,9,54,17,4,6,,0,2,,0,,1,693,38,732,1122
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,404,10,2124,860,131,76,68,153,100,266,135,41,15,,1,3,,4,,12,3977,274,4263,7063
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,405,2,349,137,14,10,7,13,12,50,19,5,6,,0,2,,1,,1,625,37,663,960
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,406,1,134,122,19,7,5,14,11,29,7,7,1,,0,5,,0,,0,361,13,374,634
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,407,2,311,199,15,9,14,19,17,64,24,5,7,,0,5,,0,,0,689,43,732,1190
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,408,2,224,148,23,21,14,33,15,56,16,9,4,,0,2,,0,,0,565,21,586,1237
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,409,1,89,74,10,11,2,10,2,21,8,3,3,,0,0,,0,,1,233,9,243,436
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,420,2,389,162,29,9,8,21,16,50,11,5,7,,0,5,,0,,0,712,51,763,1127
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,421,2,203,174,17,13,20,28,21,39,24,10,1,,0,2,,1,,0,553,35,588,1098
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,422,2,166,135,24,13,9,31,8,31,13,8,4,,0,6,,0,,0,448,29,477,905
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,423,1,149,113,20,31,14,9,7,26,10,4,2,,0,0,,0,,0,385,15,400,669
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,424,2,177,101,14,52,8,17,14,32,10,1,1,,0,2,,0,,1,429,32,462,828
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,425,2,257,142,21,11,18,20,15,37,15,9,6,,0,3,,0,,2,554,37,593,993
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,429,2,202,122,12,13,10,17,8,41,8,3,1,,1,0,,0,,0,438,24,462,836
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,430,2,278,151,16,14,17,25,23,66,24,12,3,,0,2,,0,,5,631,54,690,1132
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,431,2,196,96,13,13,12,18,14,30,8,3,1,,1,2,,0,,0,407,27,434,809
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,432,2,156,141,11,15,10,21,10,25,14,4,1,,0,2,,0,,0,410,21,431,752
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,433,1,133,121,14,5,5,20,16,22,16,2,2,,1,4,,0,,1,361,19,381,700
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,434,2,204,134,10,20,13,34,6,21,26,7,6,,0,3,,0,,2,484,43,529,963
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,435,8,1382,648,128,72,80,137,113,266,107,38,7,,5,10,,3,,7,2996,153,3156,5500
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,436,2,208,105,32,13,9,11,12,41,11,9,2,,0,1,,0,,0,454,35,489,832
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,437,2,246,204,39,14,13,27,25,61,14,3,1,,0,1,,0,,1,648,29,678,1224
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,438,2,156,102,16,6,12,15,9,31,18,7,3,,0,0,,0,,1,375,19,395,828
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,439,2,310,180,20,15,7,24,22,48,18,8,2,,0,2,,0,,0,656,47,703,1109
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,440,2,413,165,49,22,16,28,20,61,28,13,3,,7,0,,1,,3,826,55,884,1333
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,442,2,322,183,49,17,10,48,23,55,34,18,3,,1,5,,1,,1,769,63,833,1352
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,443,2,263,209,23,25,18,44,38,44,38,6,8,,1,6,,0,,3,723,39,765,1230
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,444,2,333,215,39,25,27,53,30,58,40,15,7,,0,8,,0,,0,850,34,884,1384
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,445,3,388,281,42,34,30,33,26,76,37,20,3,,0,5,,1,,3,976,59,1038,1582
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,446,2,399,145,56,18,22,32,25,51,23,13,1,,0,2,,0,,0,787,67,854,1361
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,447,2,209,154,30,16,16,36,19,77,22,9,3,,0,5,,0,,1,596,31,628,988
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,448,2,372,170,34,18,20,33,21,70,30,11,2,,0,4,,0,,0,785,42,827,1325
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,449,2,261,114,15,13,20,31,19,47,26,9,4,,0,1,,0,,0,560,40,600,939
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,450,2,368,149,33,20,14,36,27,67,24,8,4,,0,3,,1,,2,754,51,807,1192
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,451,2,247,137,17,8,11,17,12,36,20,6,1,,0,1,,0,,2,513,29,544,843
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,452,2,298,196,21,9,10,36,17,34,18,14,2,,0,1,,0,,0,656,40,696,1256
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,453,2,293,124,17,14,6,23,13,40,11,6,2,,0,1,,0,,0,550,17,567,913
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,454,2,334,198,24,9,13,30,20,40,23,6,1,,0,4,,0,,0,702,48,750,1174
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,455,2,268,241,35,16,25,54,23,59,25,11,6,,0,6,,0,,0,769,44,813,1365
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,456,2,361,158,42,15,14,23,26,63,21,6,3,,0,1,,3,,2,736,55,793,1211
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,457,2,356,186,49,15,15,35,10,61,26,7,1,,0,3,,0,,2,764,41,807,1176
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,458,2,325,237,29,14,30,54,30,48,33,15,4,,0,3,,1,,2,823,39,864,1418
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,459,2,238,149,22,20,20,29,10,39,29,3,5,,0,1,,0,,2,565,34,601,939
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,460,2,376,168,31,14,18,26,16,40,23,9,0,,0,4,,0,,0,725,45,770,1196
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,461,2,286,162,25,21,14,11,20,44,18,10,2,,0,3,,1,,0,617,36,653,1100
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,462,2,199,148,22,9,17,23,17,32,13,9,4,,0,6,,0,,0,499,22,521,998
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,463,2,403,232,22,19,15,29,27,68,25,11,3,,1,2,,0,,2,857,32,891,1437
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,464,2,311,195,23,15,21,22,16,43,19,3,5,,0,0,,0,,1,673,39,713,1121
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,465,2,287,192,30,14,11,36,16,44,33,10,1,,0,3,,8,,0,685,31,716,1243
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,468,2,396,187,24,15,20,23,27,66,35,10,2,,0,1,,0,,1,806,45,852,1336
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,469,2,305,140,15,7,9,21,12,48,19,8,3,,0,0,,0,,4,587,31,622,974
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,481,4,565,283,52,32,100,43,50,136,64,25,5,,1,2,,0,,5,1358,95,1458,2312
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,482,2,328,184,21,16,17,28,17,61,31,12,3,,1,1,,1,,1,721,45,767,1162
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,483,5,1091,438,87,42,54,79,75,176,101,26,14,,0,1,,1,,5,2185,159,2349,3664
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,484,2,355,159,16,9,14,29,16,48,25,12,8,,0,3,,0,,4,694,40,738,1071
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,441,2,310,167,21,21,9,23,31,88,15,6,,2,,2,0,,0,1,695,55,751,1145
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,466,9,743,508,65,32,33,59,68,156,86,7,,2,,5,0,,0,4,1764,114,1882,1995
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,467,2,222,154,33,13,13,24,21,40,21,10,,2,,2,0,,0,0,555,42,597,1062
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,470,2,275,173,15,19,14,27,33,73,36,3,,7,,4,0,,0,3,679,49,731,1137
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,471,2,173,158,37,12,11,19,27,30,24,4,,5,,4,1,,0,0,505,20,525,1024
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,472,2,269,223,40,9,12,8,22,28,16,2,,2,,5,0,,0,0,636,34,670,1219
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,473,2,271,171,27,10,16,14,14,37,13,1,,0,,0,0,,0,0,574,15,589,1011
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,474,2,283,180,21,15,9,23,27,62,31,4,,3,,0,0,,0,3,658,38,699,1081
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,475,8,1419,741,133,65,63,85,106,331,143,18,,11,,10,0,,0,7,3125,221,3353,5780
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,476,2,286,191,19,9,17,22,22,71,39,7,,2,,3,1,,0,2,689,36,727,1112
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,477,2,274,253,38,13,5,23,7,44,22,4,,5,,9,1,,0,1,698,30,729,1471
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,478,2,210,179,39,14,10,18,21,34,18,16,,7,,6,1,,0,0,573,28,601,1129
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,479,2,305,166,35,14,10,25,21,41,27,10,,1,,2,1,,0,1,658,39,698,1328
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,480,2,295,185,37,15,14,19,21,45,19,10,,2,,5,2,,0,0,669,43,712,1387
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,485,1,210,205,10,3,4,16,9,24,8,2,,1,,1,1,,0,0,494,23,517,730
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,486,3,328,188,45,28,17,18,19,49,31,10,,2,,8,0,,0,0,743,25,768,1506
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,487,2,278,218,43,14,12,18,20,34,20,5,,1,,4,0,,0,1,667,39,707,1416
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,488,3,382,295,69,27,13,25,28,48,38,8,,5,,11,0,,0,0,949,52,1001,1945
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,489,2,244,234,35,10,10,19,10,28,17,7,,6,,5,0,,0,0,625,23,648,1193
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,490,2,272,179,24,18,14,25,20,46,35,6,,4,,3,0,,0,9,646,25,680,1191
