CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,C_COMUN_PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRD_PVEM_PSD,PRD_PVEM,PRD_PSD,PVEM_PSD,C_COMUN_PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,299,1,65,9,8,10,10,7,19,55,3,9,0,1,,4,2,0,3,1,0,0,0,,,,,,,,,,,,48,7,13,,,,,,,,,,,,,,,,,,,,274,1,9,284,397
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,300,2,147,22,30,17,10,12,11,95,7,17,6,8,,5,0,0,1,4,1,1,0,,,,,,,,,,,,95,14,27,,,,,,,,,,,,,,,,,,,,530,0,18,548,848
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,301,2,159,27,33,19,8,16,18,163,18,11,12,1,,10,1,0,3,2,1,0,0,,,,,,,,,,,,136,13,22,,,,,,,,,,,,,,,,,,,,673,0,21,694,1109
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,311,2,218,35,28,26,16,22,18,186,21,28,6,2,,6,2,1,6,1,2,2,0,,,,,,,,,,,,120,15,33,,,,,,,,,,,,,,,,,,,,794,0,34,828,1347
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,312,2,211,30,20,32,20,22,20,173,32,22,5,8,,10,1,3,1,1,0,2,0,,,,,,,,,,,,106,15,29,,,,,,,,,,,,,,,,,,,,763,0,32,795,1255
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,313,1,47,14,14,7,8,4,13,58,7,11,3,2,,2,1,0,2,1,0,0,0,,,,,,,,,,,,52,3,10,,,,,,,,,,,,,,,,,,,,259,0,10,269,402
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,314,2,78,35,38,22,29,8,25,155,21,24,4,1,,5,4,0,1,2,2,1,0,,,,,,,,,,,,69,7,40,,,,,,,,,,,,,,,,,,,,571,0,17,588,979
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,315,2,143,31,44,33,24,20,23,149,16,32,7,1,,1,0,0,4,9,1,2,0,,,,,,,,,,,,128,14,30,,,,,,,,,,,,,,,,,,,,712,0,22,734,1076
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,316,2,133,28,53,33,21,9,17,214,27,51,4,2,,10,3,1,8,2,2,1,0,,,,,,,,,,,,94,14,34,,,,,,,,,,,,,,,,,,,,761,0,35,796,1290
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,317,3,176,52,67,36,35,29,38,243,46,63,7,6,,16,4,1,8,4,0,1,1,,,,,,,,,,,,169,21,70,,,,,,,,,,,,,,,,,,,,1093,1,48,1142,1812
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,318,2,114,25,72,37,26,22,26,176,21,102,9,3,,12,3,1,6,5,2,11,2,,,,,,,,,,,,93,15,37,,,,,,,,,,,,,,,,,,,,820,0,51,871,1494
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,319,1,48,13,15,14,4,0,8,70,11,22,2,1,,2,0,0,0,0,1,0,0,,,,,,,,,,,,33,9,10,,,,,,,,,,,,,,,,,,,,263,0,9,272,394
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,320,3,239,35,65,48,37,40,38,348,58,85,11,3,,16,0,2,7,6,2,2,0,,,,,,,,,,,,180,29,56,,,,,,,,,,,,,,,,,,,,1307,2,56,1365,2110
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,321,2,158,44,30,41,16,18,18,215,29,33,6,4,,6,2,1,4,3,1,2,0,,,,,,,,,,,,137,20,48,,,,,,,,,,,,,,,,,,,,836,0,31,867,1261
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,322,2,154,30,33,24,23,20,20,183,34,32,5,7,,9,2,2,3,5,1,1,1,,,,,,,,,,,,175,30,67,,,,,,,,,,,,,,,,,,,,861,1,27,889,1295
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,323,1,62,14,23,9,17,2,16,89,23,10,5,9,,0,2,0,2,2,2,2,3,,,,,,,,,,,,47,4,20,,,,,,,,,,,,,,,,,,,,363,0,8,371,597
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,324,2,114,42,41,26,23,13,31,159,25,26,6,1,,9,0,0,4,2,0,1,0,,,,,,,,,,,,98,13,31,,,,,,,,,,,,,,,,,,,,665,3,28,696,1090
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,325,1,66,15,7,2,4,7,14,48,8,6,7,2,,1,0,0,1,1,0,1,0,,,,,,,,,,,,50,5,12,,,,,,,,,,,,,,,,,,,,257,0,11,268,419
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,326,1,50,11,6,8,0,2,4,44,3,6,2,0,,2,0,0,0,1,0,0,1,,,,,,,,,,,,43,4,11,,,,,,,,,,,,,,,,,,,,198,0,6,204,288
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,327,2,158,37,31,19,14,34,10,150,24,16,12,5,,6,1,1,2,1,0,1,0,,,,,,,,,,,,125,14,24,,,,,,,,,,,,,,,,,,,,685,1,28,714,1016
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,328,2,135,28,41,18,20,13,12,99,23,27,17,4,,3,0,0,0,2,3,4,1,,,,,,,,,,,,107,17,17,,,,,,,,,,,,,,,,,,,,591,0,24,615,893
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,329,1,152,18,14,12,14,8,5,72,15,2,4,7,,1,1,0,2,0,0,0,0,,,,,,,,,,,,64,29,19,,,,,,,,,,,,,,,,,,,,439,0,9,448,621
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,330,3,284,45,36,22,20,23,21,171,33,18,11,3,,8,2,2,0,0,3,0,0,,,,,,,,,,,,182,29,50,,,,,,,,,,,,,,,,,,,,963,0,26,989,956
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,343,2,257,43,23,21,19,11,21,127,15,20,2,4,,4,1,0,1,0,1,0,0,,,,,,,,,,,,117,25,15,,,,,,,,,,,,,,,,,,,,727,1,18,746,1016
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,344,2,295,50,44,22,9,16,39,217,18,18,7,10,,14,1,1,4,1,0,1,2,,,,,,,,,,,,158,27,60,,,,,,,,,,,,,,,,,,,,1014,1,28,1043,1472
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,345,1,91,25,18,12,6,5,10,70,8,11,4,6,,3,1,0,0,0,0,0,0,,,,,,,,,,,,63,8,16,,,,,,,,,,,,,,,,,,,,357,0,8,365,532
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,346,1,81,19,18,14,2,3,15,78,9,13,4,1,,2,0,0,2,0,0,0,0,,,,,,,,,,,,74,13,28,,,,,,,,,,,,,,,,,,,,376,3,14,393,616
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,347,1,63,9,9,8,3,2,7,45,10,6,5,1,,0,0,0,1,0,0,0,0,,,,,,,,,,,,63,14,7,,,,,,,,,,,,,,,,,,,,253,1,9,263,394
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,348,3,167,41,58,32,22,12,36,197,26,27,14,3,,9,1,1,8,1,1,1,0,,,,,,,,,,,,111,16,77,,,,,,,,,,,,,,,,,,,,861,0,34,895,1505
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,349,3,181,37,79,37,36,24,32,225,25,76,5,2,,13,3,0,3,4,5,11,1,,,,,,,,,,,,123,26,39,,,,,,,,,,,,,,,,,,,,987,1,30,1018,1637
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,350,2,239,47,33,26,24,13,19,178,30,48,12,5,,10,0,2,5,4,1,5,0,,,,,,,,,,,,209,15,26,,,,,,,,,,,,,,,,,,,,951,1,25,977,1427
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,351,1,81,17,29,16,9,5,18,89,17,12,5,2,,3,1,0,0,3,1,1,0,,,,,,,,,,,,76,7,24,,,,,,,,,,,,,,,,,,,,416,0,17,433,636
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,352,1,83,19,17,6,4,7,4,72,8,10,3,6,,1,0,0,0,1,0,1,0,,,,,,,,,,,,109,3,15,,,,,,,,,,,,,,,,,,,,369,0,15,384,594
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,353,2,99,21,17,8,12,11,16,111,17,8,7,3,,2,2,0,3,1,0,1,1,,,,,,,,,,,,86,13,27,,,,,,,,,,,,,,,,,,,,466,0,12,478,753
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,354,2,261,38,26,22,13,9,12,140,26,10,10,2,,3,1,1,2,0,0,2,0,,,,,,,,,,,,108,28,49,,,,,,,,,,,,,,,,,,,,763,3,37,803,1177
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,355,4,310,50,70,66,44,39,36,419,63,76,13,10,,9,4,0,10,3,1,7,2,,,,,,,,,,,,183,31,110,,,,,,,,,,,,,,,,,,,,1556,0,53,1609,2358
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,356,2,167,71,28,26,17,15,21,219,25,12,11,7,,8,2,0,5,1,0,1,0,,,,,,,,,,,,123,20,30,,,,,,,,,,,,,,,,,,,,809,0,23,832,1113
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,357,2,190,31,21,26,11,18,14,123,19,12,3,2,,5,1,0,4,1,0,5,0,,,,,,,,,,,,105,19,27,,,,,,,,,,,,,,,,,,,,637,0,22,659,930
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,358,1,80,19,13,11,2,6,13,81,8,10,1,1,,3,0,0,3,0,1,0,0,,,,,,,,,,,,41,3,12,,,,,,,,,,,,,,,,,,,,308,0,9,317,436
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,361,2,196,45,27,18,9,6,16,148,17,10,6,1,,6,4,1,2,1,2,0,1,,,,,,,,,,,,113,17,14,,,,,,,,,,,,,,,,,,,,660,0,20,680,992
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,362,1,93,7,16,12,9,4,11,93,11,12,2,2,,4,0,0,0,1,0,0,0,,,,,,,,,,,,83,5,20,,,,,,,,,,,,,,,,,,,,385,0,9,394,615
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,363,1,124,26,25,14,11,8,6,7,12,7,4,0,,0,0,0,5,3,2,0,0,,,,,,,,,,,,69,13,16,,,,,,,,,,,,,,,,,,,,352,0,4,356,695
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,364,3,193,37,70,31,24,27,18,198,36,49,12,1,,17,0,1,2,5,1,6,0,,,,,,,,,,,,104,15,54,,,,,,,,,,,,,,,,,,,,901,1,37,939,1589
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,365,4,396,70,85,50,39,30,28,326,54,90,18,6,,19,3,3,8,10,0,7,1,,,,,,,,,,,,164,26,85,,,,,,,,,,,,,,,,,,,,1518,3,75,1596,2722
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,366,3,205,51,93,44,41,18,15,327,49,65,8,9,,13,2,0,13,3,0,4,0,,,,,,,,,,,,120,12,58,,,,,,,,,,,,,,,,,,,,1150,0,52,1202,2016
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,367,3,159,46,61,36,22,24,26,262,36,44,10,5,,9,1,1,5,1,3,2,0,,,,,,,,,,,,108,10,59,,,,,,,,,,,,,,,,,,,,930,6,31,967,1614
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,368,2,177,33,25,16,11,9,18,138,20,18,13,3,,2,0,1,3,0,0,1,0,,,,,,,,,,,,100,19,21,,,,,,,,,,,,,,,,,,,,628,0,18,646,1009
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,369,2,221,36,31,25,12,9,22,172,33,24,11,2,,2,1,0,0,12,0,0,0,,,,,,,,,,,,158,28,31,,,,,,,,,,,,,,,,,,,,830,0,20,850,1297
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,370,3,195,50,51,32,26,15,22,268,36,55,10,12,,14,1,0,7,3,0,3,0,,,,,,,,,,,,171,33,111,,,,,,,,,,,,,,,,,,,,1115,2,42,1159,1706
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,371,2,179,35,17,23,16,11,10,146,7,25,4,6,,6,0,1,57,0,0,1,0,,,,,,,,,,,,74,32,31,,,,,,,,,,,,,,,,,,,,681,1,14,696,999
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,372,2,169,27,40,13,9,13,13,96,12,17,15,8,,5,0,0,2,0,1,0,0,,,,,,,,,,,,109,11,19,,,,,,,,,,,,,,,,,,,,579,0,16,595,792
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,373,4,227,52,97,47,51,19,43,276,58,57,15,4,,14,3,0,11,10,2,0,0,,,,,,,,,,,,136,19,84,,,,,,,,,,,,,,,,,,,,1225,0,65,1290,2267
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,374,2,96,21,46,35,29,24,10,146,26,57,9,1,,11,2,0,6,5,0,1,0,,,,,,,,,,,,101,4,53,,,,,,,,,,,,,,,,,,,,683,1,43,727,1260
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,375,5,382,73,118,68,55,34,30,478,93,87,17,6,,32,6,4,17,10,3,4,1,,,,,,,,,,,,229,26,105,,,,,,,,,,,,,,,,,,,,1878,1,76,1955,3274
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,376,1,136,23,12,8,4,4,23,97,10,6,9,0,,2,0,0,0,1,0,1,0,,,,,,,,,,,,75,11,16,,,,,,,,,,,,,,,,,,,,438,0,11,449,683
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,377,2,155,25,23,22,12,8,25,114,23,17,11,2,,5,1,1,3,1,0,0,0,,,,,,,,,,,,91,17,30,,,,,,,,,,,,,,,,,,,,586,0,13,599,864
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,378,2,194,31,24,30,19,12,23,221,28,20,9,5,,10,1,0,2,3,0,1,0,,,,,,,,,,,,136,23,71,,,,,,,,,,,,,,,,,,,,863,2,17,882,1299
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,379,2,192,26,26,32,18,24,9,209,33,35,6,4,,5,2,0,6,1,1,1,0,,,,,,,,,,,,102,14,74,,,,,,,,,,,,,,,,,,,,820,0,35,855,1301
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,380,1,208,27,10,14,10,5,18,49,14,4,6,2,,1,1,0,1,0,0,0,0,,,,,,,,,,,,52,15,14,,,,,,,,,,,,,,,,,,,,451,0,10,461,627
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,381,1,173,36,14,0,9,9,15,74,6,11,5,0,,0,1,0,2,3,1,0,0,,,,,,,,,,,,74,16,5,,,,,,,,,,,,,,,,,,,,454,0,6,460,682
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,382,3,342,47,46,29,23,35,48,324,47,37,16,4,,12,3,0,9,1,0,0,0,,,,,,,,,,,,245,18,56,,,,,,,,,,,,,,,,,,,,1342,1,57,1400,1991
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,383,5,418,67,89,58,41,34,47,491,65,63,20,11,,15,1,1,4,7,2,7,2,,,,,,,,,,,,312,35,102,,,,,,,,,,,,,,,,,,,,1892,4,72,1968,2900
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,384,3,307,58,32,27,29,11,15,259,36,43,13,6,,9,3,0,7,2,0,1,0,,,,,,,,,,,,175,23,40,,,,,,,,,,,,,,,,,,,,1096,3,29,1128,1588
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,385,4,356,54,69,48,42,30,18,330,56,75,12,3,,22,6,0,3,4,0,8,2,,,,,,,,,,,,284,20,72,,,,,,,,,,,,,,,,,,,,1514,0,58,1572,2508
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,386,4,323,86,79,51,27,22,27,277,52,62,28,14,,11,5,0,10,4,1,2,0,,,,,,,,,,,,282,27,83,,,,,,,,,,,,,,,,,,,,1473,1,41,1515,2299
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,389,2,149,14,132,21,28,13,11,90,12,26,4,4,,14,0,1,5,3,1,9,0,,,,,,,,,,,,24,6,42,,,,,,,,,,,,,,,,,,,,609,0,35,644,1011
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,612,3,229,51,56,35,25,18,15,214,58,42,9,9,,11,1,1,7,3,2,6,0,,,,,,,,,,,,74,11,18,,,,,,,,,,,,,,,,,,,,895,1,44,940,1546
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,907,1,99,9,17,17,11,8,5,105,15,13,2,3,,2,0,0,4,2,4,1,0,,,,,,,,,,,,27,6,27,,,,,,,,,,,,,,,,,,,,377,0,19,396,658
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,256,4,256,80,39,47,46,21,31,357,35,37,19,10,,20,3,2,5,3,0,2,1,,,,,,,,,,,,157,24,60,,,,,,,,,,,,,,,,,,,,1255,1,45,1301,1998
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,257,9,714,135,180,127,116,70,87,1065,125,125,36,14,,44,6,4,19,6,3,11,0,,,,,,,,,,,,456,59,156,,,,,,,,,,,,,,,,,,,,3558,12,141,3711,6051
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,258,1,73,47,12,18,23,9,13,97,19,11,4,7,,3,2,2,1,0,0,2,0,,,,,,,,,,,,45,2,19,,,,,,,,,,,,,,,,,,,,409,0,16,425,659
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,259,1,68,27,17,21,12,7,9,102,11,9,4,2,,4,1,0,1,1,2,0,0,,,,,,,,,,,,45,5,18,,,,,,,,,,,,,,,,,,,,366,1,17,384,544
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,260,1,72,27,29,19,13,8,5,121,9,16,11,4,,6,0,1,4,0,1,0,0,,,,,,,,,,,,55,13,29,,,,,,,,,,,,,,,,,,,,443,1,15,459,713
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,261,1,88,17,12,11,10,11,10,108,11,16,5,1,,4,2,0,5,0,0,0,2,,,,,,,,,,,,51,8,31,,,,,,,,,,,,,,,,,,,,403,1,14,418,602
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,282,3,186,34,43,44,42,17,37,339,42,49,12,6,,16,4,0,4,1,4,3,0,,,,,,,,,,,,128,24,36,,,,,,,,,,,,,,,,,,,,1071,0,40,1111,1651
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,283,3,205,45,45,35,37,23,26,325,32,28,7,6,,13,4,0,10,3,0,1,0,,,,,,,,,,,,148,13,38,,,,,,,,,,,,,,,,,,,,1044,0,44,1088,1592
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,284,3,242,45,46,33,39,19,24,365,64,34,10,6,,18,1,6,7,2,0,0,0,,,,,,,,,,,,155,20,69,,,,,,,,,,,,,,,,,,,,1205,0,43,1248,1818
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,285,2,176,41,30,24,23,14,27,245,33,28,7,42,,9,3,2,11,0,0,1,0,,,,,,,,,,,,116,14,70,,,,,,,,,,,,,,,,,,,,916,1,21,938,1353
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,286,2,159,39,27,32,26,16,15,272,37,31,5,6,,11,1,1,8,2,1,2,0,,,,,,,,,,,,107,11,54,,,,,,,,,,,,,,,,,,,,863,0,50,913,1435
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,287,2,135,18,29,30,36,17,28,267,23,38,11,3,,20,2,0,8,0,0,3,0,,,,,,,,,,,,87,14,42,,,,,,,,,,,,,,,,,,,,811,2,33,846,1235
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,288,3,191,51,33,51,25,22,37,397,39,36,6,5,,16,0,4,2,4,0,1,2,,,,,,,,,,,,151,22,66,,,,,,,,,,,,,,,,,,,,1161,0,39,1200,1882
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,305,3,323,70,60,45,54,25,28,350,30,33,13,4,,12,5,1,7,6,1,1,0,,,,,,,,,,,,216,27,62,,,,,,,,,,,,,,,,,,,,1373,2,65,1440,2201
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,306,3,150,47,69,44,41,16,22,307,44,35,14,12,,12,3,2,7,7,3,3,0,,,,,,,,,,,,93,17,40,,,,,,,,,,,,,,,,,,,,988,1,51,1040,1572
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,307,2,217,34,24,16,19,17,18,219,25,16,5,2,,10,2,0,1,0,0,0,0,,,,,,,,,,,,140,11,39,,,,,,,,,,,,,,,,,,,,815,0,22,837,1128
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,308,2,205,37,36,38,30,16,23,127,41,35,8,7,,15,3,1,1,0,0,4,0,,,,,,,,,,,,140,18,41,,,,,,,,,,,,,,,,,,,,826,2,30,858,1419
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,309,4,340,96,78,57,67,26,29,625,77,70,24,6,,25,6,1,5,3,2,2,0,,,,,,,,,,,,248,27,77,,,,,,,,,,,,,,,,,,,,1891,2,58,1951,2913
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,310,2,202,42,29,27,18,14,23,138,16,14,7,5,,12,1,0,0,2,0,1,0,,,,,,,,,,,,109,12,23,,,,,,,,,,,,,,,,,,,,695,0,23,718,1023
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,331,2,158,22,40,10,10,12,16,134,18,16,10,0,,5,0,0,1,2,0,0,0,,,,,,,,,,,,109,18,21,,,,,,,,,,,,,,,,,,,,602,1,16,619,885
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,332,3,215,57,45,34,24,16,17,299,21,66,14,3,,14,5,0,4,3,2,1,0,,,,,,,,,,,,190,20,46,,,,,,,,,,,,,,,,,,,,1096,1,28,1125,1676
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,333,3,238,46,57,44,48,27,33,315,30,41,14,5,,21,2,0,14,1,0,2,0,,,,,,,,,,,,224,22,45,,,,,,,,,,,,,,,,,,,,1229,0,34,1263,1847
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,334,3,203,33,44,28,33,21,20,306,38,43,10,6,,17,5,0,6,6,0,3,0,,,,,,,,,,,,177,16,52,,,,,,,,,,,,,,,,,,,,1067,1,45,1113,1745
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,335,3,209,48,38,36,50,18,21,310,32,50,10,6,,7,4,2,9,6,0,1,0,,,,,,,,,,,,160,17,68,,,,,,,,,,,,,,,,,,,,1102,0,54,1156,1781
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,336,2,162,34,29,19,37,16,17,231,32,20,7,7,,6,6,1,1,0,0,1,0,,,,,,,,,,,,172,12,36,,,,,,,,,,,,,,,,,,,,846,1,34,881,1281
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,337,2,154,36,33,28,17,14,18,220,28,18,14,5,,5,0,0,5,2,0,1,0,,,,,,,,,,,,125,14,37,,,,,,,,,,,,,,,,,,,,774,0,22,796,1139
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,338,4,316,97,58,43,39,25,29,319,46,118,10,5,,15,3,6,10,4,1,0,1,,,,,,,,,,,,290,36,58,,,,,,,,,,,,,,,,,,,,1529,0,33,1562,2273
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,339,2,133,40,34,21,31,16,15,231,28,42,5,5,,7,3,2,4,5,0,0,0,,,,,,,,,,,,158,8,43,,,,,,,,,,,,,,,,,,,,831,0,26,857,1339
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,340,3,262,39,53,40,37,28,31,344,37,60,18,9,,21,7,0,5,6,0,1,0,,,,,,,,,,,,253,21,47,,,,,,,,,,,,,,,,,,,,1319,0,40,1359,2019
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,341,2,188,26,18,21,14,12,14,98,19,18,5,4,,1,1,0,0,0,1,2,0,,,,,,,,,,,,95,28,16,,,,,,,,,,,,,,,,,,,,581,0,9,590,795
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,342,2,216,33,17,29,10,4,23,122,18,12,12,4,,10,2,0,3,2,1,0,0,,,,,,,,,,,,101,23,20,,,,,,,,,,,,,,,,,,,,662,0,17,679,925
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,359,2,130,31,39,25,28,14,17,159,21,32,7,3,,8,3,1,1,2,0,1,0,,,,,,,,,,,,123,6,20,,,,,,,,,,,,,,,,,,,,671,0,29,700,1042
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,360,2,93,34,53,28,40,10,20,241,25,62,5,3,,7,1,0,6,3,3,5,2,,,,,,,,,,,,212,12,49,,,,,,,,,,,,,,,,,,,,914,2,36,952,1418
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,412,3,13,246,9,256,36,39,97,268,22,2,212,11,1,26,2,2,18,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,1366,0,36,1402,1715
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,413,3,25,291,17,285,21,25,43,222,15,4,203,4,0,23,3,1,15,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,1256,1,31,1288,1623
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,414,2,22,251,5,206,25,15,51,180,14,1,202,1,0,9,3,3,5,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,1094,0,39,1133,1444
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,415,1,3,13,0,9,2,1,5,16,2,0,88,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,143,0,5,148,185
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,416,3,10,337,36,128,45,30,154,335,30,15,199,2,2,35,3,7,16,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,1427,0,35,1462,1980
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,417,4,39,472,55,197,70,30,96,365,62,10,203,14,6,33,3,7,19,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,1725,0,29,1754,2286
