MUNICIPIO,SECCION,Lista Nominal,CASILLA,PAN,PRI,APM,PT,PVEM,PCM,PARM,PDS,PAS,NO REGISTRADOS,NULOS
CUAUTLA,187,,BASICA,32,54,28,1,1,2,1,4,0,0,3
CUERNAVACA,188,619,BASICA,302,82,32,0,1,2,1,3,0,0,11
CUERNAVACA,188,619,CONTIGUA1,241,116,38,4,4,0,2,5,0,0,6
CUERNAVACA,188,619,CONTIGUA2,261,98,26,1,4,1,4,3,7,0,6
CUERNAVACA,189,450,BASICA,186,92,16,6,6,0,1,4,1,0,12
CUERNAVACA,189,451,CONTIGUA1,180,83,23,1,1,3,2,0,0,0,3
CUERNAVACA,190,644,BASICA,215,136,29,2,2,3,1,5,0,0,7
CUERNAVACA,190,644,CONTIGUA1,250,150,19,1,5,0,1,3,1,0,6
CUERNAVACA,190,644,CONTIGUA2,250,153,19,1,6,0,1,2,0,0,8
CUERNAVACA,191,600,BASICA,231,142,21,1,8,1,2,2,1,0,5
CUERNAVACA,191,601,CONTIGUA1,221,139,35,6,2,3,0,0,0,0,5
CUERNAVACA,192,578,BASICA,274,90,32,2,2,1,2,6,2,0,4
CUERNAVACA,192,578,CONTIGUA1,260,116,35,2,7,0,2,3,1,0,6
CUERNAVACA,192,578,CONTIGUA2,266,108,33,3,5,1,1,7,2,0,4
CUERNAVACA,193,668,BASICA,292,122,34,1,2,1,2,2,0,0,6
CUERNAVACA,193,668,CONTIGUA1,307,105,40,5,8,1,4,4,1,1,8
CUERNAVACA,193,668,CONTIGUA2,305,97,52,4,1,1,2,4,0,0,13
CUERNAVACA,194,722,BASICA,303,122,34,1,3,1,2,1,1,0,5
CUERNAVACA,194,723,CONTIGUA1,328,115,52,2,0,1,1,2,1,0,10
CUERNAVACA,194,723,CONTIGUA2,315,113,40,7,2,2,3,2,2,0,0
CUERNAVACA,195,713,BASICA,341,89,27,0,5,1,5,4,4,0,7
CUERNAVACA,195,714,CONTIGUA1,322,99,26,1,5,0,0,7,3,0,10
CUERNAVACA,196,713,BASICA,290,108,26,3,1,2,4,2,0,0,21
CUERNAVACA,196,714,CONTIGUA1,263,138,28,6,3,0,2,3,2,0,12
CUERNAVACA,197,636,BASICA,294,98,32,3,2,2,1,5,6,0,5
CUERNAVACA,197,637,CONTIGUA1,322,101,34,0,1,0,1,1,6,0,7
CUERNAVACA,197,637,CONTIGUA2,277,114,26,3,2,0,5,1,9,0,9
CUERNAVACA,198,600,BASICA,282,88,20,4,2,0,1,3,4,0,5
CUERNAVACA,198,601,CONTIGUA1,309,91,30,2,4,0,0,2,5,0,6
CUERNAVACA,199,724,BASICA,325,98,52,2,1,2,0,6,0,0,8
CUERNAVACA,199,725,CONTIGUA1,338,142,33,4,5,0,1,0,2,0,14
CUERNAVACA,200,432,BASICA,202,57,21,2,3,1,3,2,1,0,6
CUERNAVACA,200,433,CONTIGUA1,227,45,22,2,2,1,0,2,0,0,7
CUERNAVACA,201,557,BASICA,265,84,17,0,6,0,1,1,0,0,11
CUERNAVACA,201,558,CONTIGUA1,266,100,34,3,3,2,0,2,0,0,10
CUERNAVACA,202,643,BASICA,292,106,24,2,0,0,1,5,2,0,8
CUERNAVACA,202,643,CONTIGUA1,283,128,26,2,4,1,1,2,0,0,4
CUERNAVACA,202,643,CONTIGUA2,287,114,21,0,1,3,0,2,0,0,12
CUERNAVACA,203,512,BASICA,239,76,38,0,4,6,1,0,2,0,7
CUERNAVACA,203,512,CONTIGUA1,240,71,19,2,5,1,0,1,2,0,1
CUERNAVACA,204,553,BASICA,239,97,23,4,4,0,1,2,0,0,7
CUERNAVACA,204,553,CONTIGUA1,211,120,45,0,7,0,1,4,2,0,7
CUERNAVACA,204,554,CONTIGUA2,248,88,37,2,2,1,0,7,0,0,6
CUERNAVACA,205,611,BASICA,240,88,46,3,13,2,0,5,0,0,10
CUERNAVACA,205,611,CONTIGUA1,285,115,37,4,2,3,1,5,0,0,6
CUERNAVACA,205,611,CONTIGUA2,250,133,45,0,4,2,4,6,2,0,3
CUERNAVACA,206,702,BASICA,296,153,37,3,0,0,1,5,0,0,16
CUERNAVACA,206,702,CONTIGUA1,289,152,50,2,3,1,2,6,1,0,3
CUERNAVACA,207,513,BASICA,220,107,29,1,3,0,0,3,1,1,4
CUERNAVACA,207,513,CONTIGUA1,222,110,12,1,2,2,1,5,1,0,9
CUERNAVACA,207,513,CONTIGUA2,210,128,18,3,3,1,0,1,1,0,8
CUERNAVACA,208,500,BASICA,233,105,17,1,4,1,1,2,0,0,3
CUERNAVACA,208,500,CONTIGUA1,238,90,17,0,2,0,1,1,0,0,5
CUERNAVACA,208,501,CONTIGUA2,243,93,15,0,2,0,1,3,0,0,7
CUERNAVACA,209,470,BASICA,196,57,25,3,4,0,0,7,1,0,2
CUERNAVACA,209,470,CONTIGUA1,185,74,31,1,6,0,0,3,1,1,6
CUERNAVACA,210,380,BASICA,184,61,28,0,2,0,0,3,0,0,1
CUERNAVACA,210,381,CONTIGUA1,191,46,28,1,4,1,2,9,1,0,3
CUERNAVACA,211,512,BASICA,214,91,28,1,6,0,0,12,0,0,14
CUERNAVACA,211,512,CONTIGUA1,208,91,32,0,4,0,1,6,1,0,7
CUERNAVACA,212,651,BASICA,249,133,24,0,5,1,1,4,0,0,3
CUERNAVACA,212,651,CONTIGUA1,238,141,18,0,4,5,0,3,3,0,6
CUERNAVACA,213,743,BASICA,303,129,44,1,5,1,2,4,1,0,13
CUERNAVACA,213,743,CONTIGUA1,298,132,46,3,6,2,2,4,1,0,8
CUERNAVACA,214,556,BASICA,213,117,28,6,4,0,1,8,0,0,9
CUERNAVACA,214,556,CONTIGUA1,224,125,24,5,5,0,2,2,0,0,5
CUERNAVACA,214,556,CONTIGUA2,234,102,32,2,4,1,1,2,1,0,12
CUERNAVACA,215,534,BASICA,201,112,29,1,5,4,3,3,1,0,6
CUERNAVACA,215,535,CONTIGUA1,219,123,23,1,3,4,0,6,0,0,8
CUERNAVACA,216,526,BASICA,246,86,25,1,3,1,1,6,0,0,1
CUERNAVACA,216,526,CONTIGUA1,241,82,22,0,7,1,1,3,1,0,5
CUERNAVACA,217,699,BASICA,339,125,23,2,4,0,3,3,1,0,11
CUERNAVACA,218,431,BASICA,196,77,16,4,7,3,1,2,0,0,5
CUERNAVACA,218,431,CONTIGUA1,190,90,12,1,2,0,2,1,2,0,3
CUERNAVACA,219,684,BASICA,301,82,46,2,2,0,5,1,2,0,9
CUERNAVACA,219,684,CONTIGUA1,300,110,37,0,8,1,2,4,2,0,10
CUERNAVACA,220,555,BASICA,236,81,29,0,5,0,0,2,0,0,8
CUERNAVACA,220,556,CONTIGUA1,254,94,25,3,5,0,3,3,0,0,2
CUERNAVACA,220,517,GEOGRAFICA1,180,83,52,3,3,1,0,3,1,0,3
CUERNAVACA,220,517,GEOGRAFICA2,176,68,43,6,5,1,0,3,0,0,9
CUERNAVACA,221,565,BASICA,200,87,42,3,3,0,1,1,3,0,11
CUERNAVACA,221,565,CONTIGUA1,242,70,42,1,4,1,3,4,8,0,4
CUERNAVACA,222,635,BASICA,246,74,50,2,2,0,1,3,1,0,8
CUERNAVACA,222,635,CONTIGUA1,229,70,51,2,2,1,2,1,1,0,8
CUERNAVACA,222,636,CONTIGUA2,224,79,65,1,1,1,0,2,3,0,13
CUERNAVACA,223,589,BASICA,232,72,62,3,1,1,0,1,2,0,7
CUERNAVACA,223,590,CONTIGUA1,252,72,38,1,4,0,2,2,0,0,6
CUERNAVACA,224,619,BASICA,222,82,66,1,2,0,1,0,2,0,10
CUERNAVACA,224,620,CONTIGUA1,200,103,57,2,2,0,1,0,4,0,7
CUERNAVACA,225,541,BASICA,193,93,34,4,2,2,0,2,4,0,7
CUERNAVACA,225,542,CONTIGUA1,222,82,52,1,3,0,3,1,0,0,8
CUERNAVACA,226,644,BASICA,233,98,58,2,2,0,2,2,3,0,5
CUERNAVACA,226,644,CONTIGUA1,223,109,48,3,3,0,2,2,10,0,8
CUERNAVACA,227,542,BASICA,205,86,42,0,1,1,0,1,0,0,11
CUERNAVACA,227,542,CONTIGUA1,231,71,36,3,1,1,1,3,2,0,11
CUERNAVACA,227,543,CONTIGUA2,239,56,26,4,1,2,1,1,1,0,8
CUERNAVACA,228,465,BASICA,196,95,37,6,8,0,0,2,0,0,1
CUERNAVACA,229,384,BASICA,153,76,28,2,5,6,0,0,0,0,3
CUERNAVACA,229,385,CONTIGUA1,165,78,28,1,1,3,1,0,0,0,6
CUERNAVACA,230,518,BASICA,221,106,24,2,3,1,2,2,2,0,2
CUERNAVACA,230,519,CONTIGUA1,243,102,25,0,2,0,2,1,0,0,4
CUERNAVACA,230,519,CONTIGUA2,244,105,20,2,6,0,1,4,0,0,4
CUERNAVACA,231,479,BASICA,206,85,13,0,2,1,0,3,1,0,0
CUERNAVACA,231,479,CONTIGUA1,231,82,11,2,4,1,1,7,0,0,4
CUERNAVACA,232,578,BASICA,283,101,31,3,2,0,0,3,2,0,7
CUERNAVACA,232,579,CONTIGUA1,291,84,24,3,2,0,0,5,0,0,1
CUERNAVACA,232,579,CONTIGUA2,272,114,40,1,2,1,3,2,0,0,5
CUERNAVACA,233,472,BASICA,214,93,32,1,0,0,4,0,0,0,6
CUERNAVACA,233,473,CONTIGUA1,238,87,24,1,2,0,4,0,1,0,4
CUERNAVACA,234,434,BASICA,192,91,15,0,8,3,4,8,0,0,2
CUERNAVACA,234,434,CONTIGUA1,214,76,16,0,1,4,3,3,0,0,2
CUERNAVACA,235,573,BASICA,92,88,11,1,5,1,2,2,2,0,5
CUERNAVACA,235,574,CONTIGUA1,95,73,16,2,4,2,2,1,1,0,2
CUERNAVACA,236,502,BASICA,222,102,31,1,4,0,4,3,0,0,4
CUERNAVACA,237,502,BASICA,234,97,17,2,5,1,0,2,1,1,1
CUERNAVACA,237,502,CONTIGUA1,232,94,13,1,1,1,2,5,1,0,2
CUERNAVACA,238,702,BASICA,311,116,44,4,4,1,1,3,2,0,4
CUERNAVACA,239,660,BASICA,321,112,41,3,5,5,7,8,1,0,5
CUERNAVACA,239,661,CONTIGUA1,304,130,32,3,9,0,0,6,0,0,5
CUERNAVACA,239,661,CONTIGUA2,320,117,51,2,5,0,2,9,0,0,5
CUERNAVACA,239,661,CONTIGUA3,351,114,37,2,7,0,3,9,1,0,8
CUERNAVACA,240,624,BASICA,258,114,47,3,2,1,2,7,0,0,0
CUERNAVACA,240,625,CONTIGUA1,308,120,31,2,6,1,2,8,1,0,9
CUERNAVACA,241,618,BASICA,262,90,32,2,5,0,1,3,0,0,5
CUERNAVACA,241,619,CONTIGUA1,280,102,44,3,1,2,1,6,0,0,5
CUERNAVACA,242,529,BASICA,200,85,26,3,3,1,3,7,0,0,9
CUERNAVACA,242,529,CONTIGUA1,203,88,27,1,5,0,0,5,0,0,6
CUERNAVACA,243,561,BASICA,243,109,22,4,4,0,5,8,0,0,5
CUERNAVACA,244,531,BASICA,225,106,30,0,5,2,4,3,0,0,2
CUERNAVACA,244,531,CONTIGUA1,248,108,16,0,3,1,2,7,1,0,3
CUERNAVACA,245,428,BASICA,185,85,17,0,2,0,0,2,1,0,1
CUERNAVACA,245,429,CONTIGUA1,187,78,22,1,4,1,2,5,0,0,7
CUERNAVACA,246,604,BASICA,274,139,20,2,2,1,0,6,0,0,11
CUERNAVACA,246,605,CONTIGUA1,246,131,32,1,4,0,0,3,0,0,11
CUERNAVACA,247,591,BASICA,305,94,28,3,3,0,2,2,1,0,7
CUERNAVACA,247,591,CONTIGUA1,284,95,21,2,1,0,2,2,0,0,10
CUERNAVACA,248,719,BASICA,328,142,52,3,7,0,1,7,0,0,6
CUERNAVACA,248,720,CONTIGUA1,332,158,23,1,9,0,3,3,1,0,7
CUERNAVACA,249,638,BASICA,307,140,29,1,8,1,4,6,0,0,2
CUERNAVACA,250,519,BASICA,248,104,16,0,1,2,0,6,0,0,1
CUERNAVACA,250,519,CONTIGUA1,240,109,23,1,1,1,0,6,2,0,2
CUERNAVACA,251,387,BASICA,166,80,9,3,3,0,2,4,0,0,2
CUERNAVACA,251,388,CONTIGUA1,171,76,15,0,3,0,1,4,0,0,4
CUERNAVACA,252,587,BASICA,244,91,52,0,4,1,0,7,1,0,13
CUERNAVACA,252,587,CONTIGUA1,237,100,30,0,4,0,0,1,1,0,5
CUERNAVACA,253,588,BASICA,201,98,49,1,2,0,2,3,5,0,6
CUERNAVACA,253,589,CONTIGUA1,204,103,51,3,2,0,0,1,2,0,7
CUERNAVACA,254,676,BASICA,272,85,60,2,2,0,3,1,3,0,6
CUERNAVACA,254,677,CONTIGUA1,232,92,54,0,6,1,0,2,3,0,4
CUERNAVACA,255,651,BASICA,248,90,40,7,0,2,2,2,2,0,4
CUERNAVACA,255,651,CONTIGUA1,281,112,37,2,1,2,2,5,2,0,13
CUERNAVACA,255,652,CONTIGUA2,240,88,57,3,2,2,1,8,1,0,1
CUERNAVACA,256,730,BASICA,304,111,63,2,4,0,2,2,1,0,1
CUERNAVACA,256,731,CONTIGUA1,292,129,52,6,6,1,2,1,0,0,9
CUERNAVACA,257,604,BASICA,260,103,27,3,0,2,1,0,1,0,1
CUERNAVACA,257,604,CONTIGUA1,254,87,24,3,1,1,1,2,0,0,6
CUERNAVACA,257,604,CONTIGUA2,246,86,35,3,4,9,0,7,1,0,8
CUERNAVACA,257,604,CONTIGUA3,261,107,42,1,2,1,0,4,1,0,7
CUERNAVACA,258,598,BASICA,238,144,23,3,3,1,2,6,0,0,3
CUERNAVACA,259,497,BASICA,235,121,28,2,2,2,1,8,1,0,2
CUERNAVACA,260,704,BASICA,304,153,46,1,2,0,0,7,0,0,4
CUERNAVACA,261,513,BASICA,244,100,33,1,1,0,2,7,0,0,0
CUERNAVACA,262,630,BASICA,287,98,29,0,3,2,0,2,1,0,5
CUERNAVACA,263,422,BASICA,195,81,20,2,3,0,0,4,1,0,0
CUERNAVACA,263,422,CONTIGUA1,187,87,15,1,6,0,1,1,0,0,3
CUERNAVACA,264,382,BASICA,169,100,10,1,6,1,1,0,0,0,3
CUERNAVACA,264,383,CONTIGUA1,180,93,13,0,4,0,1,2,1,0,6
CUERNAVACA,265,620,BASICA,296,129,14,1,9,1,3,7,1,0,8
CUERNAVACA,266,419,BASICA,187,103,20,1,4,0,1,3,0,0,5
CUERNAVACA,266,420,CONTIGUA1,173,121,17,1,8,0,0,2,0,1,2
CUERNAVACA,267,546,BASICA,250,86,36,1,3,0,0,5,0,0,3
CUERNAVACA,267,547,CONTIGUA1,250,106,46,1,5,2,2,3,0,0,10
CUERNAVACA,267,547,CONTIGUA2,226,104,39,0,4,0,0,1,0,0,9
CUERNAVACA,268,572,BASICA,253,117,19,3,1,1,0,3,0,0,6
CUERNAVACA,268,572,CONTIGUA1,297,77,22,1,6,0,1,4,0,0,4
CUERNAVACA,269,585,BASICA,246,134,22,1,3,0,1,3,0,0,10
CUERNAVACA,269,586,CONTIGUA1,286,120,23,2,7,0,3,3,2,0,2
CUERNAVACA,270,703,BASICA,292,153,35,1,7,3,4,4,0,0,10
CUERNAVACA,271,482,BASICA,238,104,22,0,1,1,5,4,0,0,2
CUERNAVACA,271,483,CONTIGUA1,207,102,17,2,1,1,5,8,0,0,6
CUERNAVACA,272,652,BASICA,285,95,36,1,7,0,4,3,0,0,4
CUERNAVACA,272,653,CONTIGUA1,290,101,28,5,5,3,1,6,0,0,5
CUERNAVACA,272,653,CONTIGUA2,272,85,40,4,4,0,1,4,0,0,9
CUERNAVACA,273,502,BASICA,229,123,16,5,3,2,0,7,0,0,2
CUERNAVACA,273,502,CONTIGUA1,223,105,30,0,2,0,0,2,0,0,10
CUERNAVACA,274,503,BASICA,204,122,21,1,3,0,1,2,2,0,6
CUERNAVACA,274,503,CONTIGUA1,199,115,21,2,1,1,1,0,0,0,3
CUERNAVACA,274,504,CONTIGUA2,195,110,24,3,1,0,3,1,1,0,6
CUERNAVACA,275,516,BASICA,227,119,29,2,3,1,1,3,0,0,1
CUERNAVACA,275,516,CONTIGUA1,230,125,27,0,2,2,1,7,0,0,4
CUERNAVACA,276,552,BASICA,247,120,27,0,4,2,3,3,0,0,9
CUERNAVACA,276,553,CONTIGUA1,246,121,18,1,2,1,3,4,0,0,5
CUERNAVACA,277,719,BASICA,300,146,33,2,3,0,1,12,1,0,6
CUERNAVACA,278,430,BASICA,221,95,8,2,3,1,0,3,3,0,2
CUERNAVACA,278,431,CONTIGUA1,175,132,9,6,4,0,0,3,0,0,0
CUERNAVACA,279,626,BASICA,279,147,30,3,2,0,2,3,0,0,5
CUERNAVACA,279,627,CONTIGUA1,290,112,36,2,2,0,1,6,0,0,6
CUERNAVACA,280,373,BASICA,154,90,14,0,0,0,2,1,0,0,3
CUERNAVACA,281,459,BASICA,197,90,15,4,4,0,1,2,0,0,6
CUERNAVACA,281,460,CONTIGUA1,216,78,15,2,6,1,2,3,0,0,2
CUERNAVACA,282,695,BASICA,322,90,31,2,3,3,6,4,0,0,9
CUERNAVACA,282,696,CONTIGUA1,379,118,42,10,3,2,0,4,1,0,11
CUERNAVACA,283,584,BASICA,289,98,29,1,2,1,0,2,0,0,2
CUERNAVACA,283,585,CONTIGUA1,277,95,32,2,0,0,1,1,1,0,7
CUERNAVACA,284,720,BASICA,276,167,37,1,1,0,0,5,2,0,14
CUERNAVACA,284,721,CONTIGUA1,278,166,41,3,3,5,0,4,0,0,5
CUERNAVACA,285,468,BASICA,187,123,20,1,1,0,0,2,2,0,9
CUERNAVACA,285,468,CONTIGUA1,216,98,17,1,3,5,1,4,0,0,1
CUERNAVACA,286,557,BASICA,217,97,46,6,5,0,1,0,6,0,9
CUERNAVACA,286,557,CONTIGUA1,228,99,45,2,2,4,0,0,0,0,7
CUERNAVACA,287,524,BASICA,236,65,30,1,2,3,4,5,2,0,1
CUERNAVACA,287,525,CONTIGUA1,243,77,32,4,6,0,2,3,0,0,1
CUERNAVACA,288,561,BASICA,216,61,46,2,1,3,3,3,1,0,12
CUERNAVACA,288,561,CONTIGUA1,204,97,50,1,0,2,1,0,0,0,11
CUERNAVACA,288,562,CONTIGUA2,220,89,47,0,6,1,4,2,1,0,2
CUERNAVACA,289,621,BASICA,289,124,39,3,8,2,0,8,1,0,8
CUERNAVACA,290,562,BASICA,267,106,32,1,0,5,2,3,0,0,5
CUERNAVACA,290,562,CONTIGUA1,255,128,28,3,2,0,1,5,0,0,8
CUERNAVACA,290,562,CONTIGUA2,269,108,32,2,4,1,0,3,0,0,3
CUERNAVACA,291,610,BASICA,317,101,26,1,5,0,2,5,1,0,6
CUERNAVACA,292,565,BASICA,213,104,48,4,2,3,1,7,1,0,9
CUERNAVACA,292,565,CONTIGUA1,253,94,53,3,4,1,0,4,0,0,8
CUERNAVACA,292,565,CONTIGUA2,233,81,54,7,4,0,0,5,2,0,9
CUERNAVACA,293,618,BASICA,299,107,23,2,6,1,2,7,1,0,6
CUERNAVACA,294,523,BASICA,227,129,26,2,4,1,2,3,1,0,3
CUERNAVACA,294,524,CONTIGUA1,196,126,16,1,4,0,1,3,0,0,12
CUERNAVACA,295,385,BASICA,176,92,12,2,3,0,1,7,0,0,3
CUERNAVACA,295,386,CONTIGUA1,164,100,16,0,4,0,0,2,0,0,0
CUERNAVACA,296,443,BASICA,168,103,27,0,5,1,2,3,2,1,4
CUERNAVACA,296,444,CONTIGUA1,160,100,26,2,3,1,1,7,0,0,5
CUERNAVACA,297,506,BASICA,166,105,24,1,2,0,0,10,0,0,5
CUERNAVACA,297,506,CONTIGUA1,196,92,24,1,3,3,1,4,5,0,4
CUERNAVACA,298,432,BASICA,171,88,29,0,5,2,1,6,0,0,2
CUERNAVACA,298,432,CONTIGUA1,188,100,24,1,3,0,1,4,0,0,4
CUERNAVACA,299,436,BASICA,163,101,23,1,1,0,0,7,1,0,4
CUERNAVACA,300,471,BASICA,171,104,30,3,3,2,1,4,0,0,3
CUERNAVACA,300,471,CONTIGUA1,182,115,23,4,4,2,0,3,0,0,5
CUERNAVACA,301,540,BASICA,211,109,21,7,6,0,1,3,1,0,4
CUERNAVACA,301,540,CONTIGUA1,222,124,19,0,3,3,2,2,0,0,6
CUERNAVACA,301,0,ESPECIAL,0,0,0,0,0,0,0,0,0,0,0
CUERNAVACA,302,618,BASICA,104,145,107,3,3,0,2,2,0,0,12
CUERNAVACA,302,618,CONTIGUA1,110,152,79,0,5,1,1,1,1,0,13
CUERNAVACA,303,661,BASICA,321,118,22,1,2,0,0,1,2,0,7
CUERNAVACA,303,662,CONTIGUA1,304,128,37,1,7,2,1,5,0,0,7
CUERNAVACA,303,662,CONTIGUA2,333,105,24,1,0,2,2,3,1,0,0
CUERNAVACA,304,685,BASICA,350,126,33,1,5,0,2,1,0,0,7
CUERNAVACA,304,686,CONTIGUA1,343,140,46,1,4,1,0,3,0,0,2
CUERNAVACA,305,661,BASICA,268,115,68,3,3,3,1,2,0,0,4
CUERNAVACA,305,661,CONTIGUA1,288,97,66,7,4,0,3,5,0,0,6
CUERNAVACA,306,539,BASICA,247,54,28,2,5,0,1,4,1,0,6
CUERNAVACA,306,540,CONTIGUA1,247,60,40,1,3,2,1,2,2,0,5
CUERNAVACA,307,429,BASICA,191,110,18,1,0,1,1,1,1,0,1
CUERNAVACA,307,429,CONTIGUA1,185,109,21,1,2,0,2,8,0,0,2
CUERNAVACA,308,570,BASICA,212,167,24,0,3,2,1,4,0,0,0
CUERNAVACA,308,570,CONTIGUA1,207,160,24,0,3,1,0,6,0,0,5
CUERNAVACA,309,707,BASICA,322,106,31,2,6,1,2,2,0,0,12
CUERNAVACA,309,707,CONTIGUA1,309,116,37,2,0,1,1,3,0,0,5
CUERNAVACA,309,707,CONTIGUA2,313,104,36,2,5,1,2,3,0,0,3
CUERNAVACA,310,416,BASICA,189,89,4,3,2,2,2,0,0,0,2
CUERNAVACA,310,417,CONTIGUA1,171,88,20,3,5,0,2,3,0,0,2
CUERNAVACA,311,596,BASICA,271,114,28,2,3,0,2,1,0,0,4
CUERNAVACA,311,597,CONTIGUA1,241,102,38,4,5,1,3,3,1,1,6
CUERNAVACA,312,542,BASICA,231,114,27,0,3,1,2,1,0,0,5
CUERNAVACA,312,542,CONTIGUA1,223,116,23,2,5,0,1,2,1,0,5
CUERNAVACA,313,546,BASICA,212,129,22,5,5,0,2,3,2,1,3
CUERNAVACA,314,551,BASICA,238,119,11,1,2,1,1,3,1,0,9
CUERNAVACA,314,551,CONTIGUA1,227,137,11,3,5,0,0,0,2,0,4
CUERNAVACA,315,439,BASICA,135,130,12,6,0,0,0,0,0,0,8
CUERNAVACA,315,439,CONTIGUA1,140,121,22,1,4,1,0,5,2,0,4
CUERNAVACA,316,552,BASICA,234,78,29,2,4,1,0,5,2,0,11
CUERNAVACA,316,552,CONTIGUA1,235,81,22,2,4,0,0,3,0,4,12
CUERNAVACA,317,601,BASICA,242,106,31,5,2,1,3,2,2,0,6
CUERNAVACA,317,601,CONTIGUA1,288,99,15,3,3,1,0,5,0,0,10
CUERNAVACA,317,601,CONTIGUA2,254,103,18,1,2,4,0,0,2,0,4
CUERNAVACA,318,636,BASICA,238,135,16,1,3,0,4,1,1,0,9
CUERNAVACA,318,636,CONTIGUA1,256,117,15,3,1,2,0,2,0,0,9
CUERNAVACA,319,440,BASICA,173,112,27,1,5,0,0,4,0,0,5
CUERNAVACA,320,559,BASICA,237,113,28,6,3,1,3,2,0,1,5
CUERNAVACA,320,559,CONTIGUA1,245,121,25,1,1,0,2,3,0,0,5
CUERNAVACA,320,559,CONTIGUA2,256,120,17,2,5,2,1,2,1,0,8
CUERNAVACA,321,504,BASICA,203,98,38,1,1,0,0,2,0,0,7
CUERNAVACA,321,504,CONTIGUA1,248,90,35,1,0,1,0,3,1,0,4
CUERNAVACA,322,553,BASICA,244,156,16,0,2,0,0,2,0,0,17
CUERNAVACA,322,553,CONTIGUA1,211,154,16,0,5,1,2,4,0,0,5
CUERNAVACA,323,534,BASICA,225,108,17,2,2,0,0,2,2,0,4
CUERNAVACA,324,565,BASICA,225,121,19,1,5,0,0,9,0,0,5
CUERNAVACA,324,566,CONTIGUA1,224,125,22,0,3,0,1,11,0,0,4
CUERNAVACA,325,403,BASICA,175,87,9,3,2,0,1,0,0,0,3
CUERNAVACA,326,348,BASICA,133,87,8,0,8,2,0,4,1,0,2
CUERNAVACA,327,528,BASICA,234,121,26,1,4,0,0,2,0,0,7
CUERNAVACA,327,528,CONTIGUA1,244,112,30,2,8,1,4,3,0,0,6
CUERNAVACA,328,422,BASICA,180,86,27,0,3,4,1,4,0,0,3
CUERNAVACA,328,422,CONTIGUA1,209,85,13,1,1,0,0,0,0,0,4
CUERNAVACA,329,601,BASICA,275,141,23,0,5,1,6,3,0,0,1
CUERNAVACA,330,461,BASICA,217,102,19,0,2,0,4,3,1,0,1
CUERNAVACA,330,461,CONTIGUA1,217,99,22,1,0,1,5,2,0,0,3
CUERNAVACA,331,420,BASICA,197,76,15,1,5,1,1,2,1,0,6
CUERNAVACA,331,421,CONTIGUA1,194,80,16,3,3,1,2,6,3,0,1
CUERNAVACA,332,718,BASICA,267,153,37,3,1,1,3,6,0,0,3
CUERNAVACA,332,719,CONTIGUA1,304,124,44,5,7,0,0,1,0,0,7
CUERNAVACA,333,577,BASICA,247,117,23,2,5,1,0,1,0,0,4
CUERNAVACA,333,577,CONTIGUA1,249,109,27,0,4,1,0,6,0,0,6
CUERNAVACA,333,578,CONTIGUA2,223,112,27,0,4,2,5,1,1,0,6
CUERNAVACA,334,521,BASICA,230,72,36,3,5,0,2,3,0,0,5
CUERNAVACA,334,521,CONTIGUA1,210,86,34,4,2,0,1,2,0,1,5
CUERNAVACA,334,521,CONTIGUA2,208,90,32,1,5,1,1,7,3,0,7
CUERNAVACA,335,518,BASICA,229,82,33,2,2,0,1,1,0,0,10
CUERNAVACA,335,519,CONTIGUA1,231,64,33,5,0,1,1,2,0,0,4
CUERNAVACA,335,519,CONTIGUA2,227,68,27,0,1,0,1,2,0,0,8
CUERNAVACA,336,599,BASICA,285,91,30,9,3,1,1,0,0,0,6
CUERNAVACA,336,599,CONTIGUA1,271,77,33,7,4,0,0,5,1,0,5
CUERNAVACA,337,439,BASICA,174,87,30,3,2,1,2,3,1,0,4
CUERNAVACA,337,440,CONTIGUA1,219,65,24,6,4,1,0,5,0,0,9
CUERNAVACA,338,411,BASICA,167,97,23,1,4,1,0,0,0,1,3
CUERNAVACA,338,412,CONTIGUA1,168,85,24,0,1,0,0,0,0,0,7
CUERNAVACA,339,527,BASICA,189,89,39,5,2,1,3,5,0,0,6
CUERNAVACA,339,527,CONTIGUA1,190,79,36,4,2,0,2,1,0,0,4
CUERNAVACA,340,656,BASICA,279,124,30,4,6,1,8,4,2,0,6
CUERNAVACA,340,656,CONTIGUA1,230,143,32,1,3,0,6,3,0,0,5
CUERNAVACA,340,657,CONTIGUA2,282,103,35,2,3,1,10,3,0,0,14
CUERNAVACA,341,566,BASICA,247,122,29,0,5,1,4,7,0,1,0
CUERNAVACA,342,443,BASICA,191,105,23,2,1,0,2,4,0,0,2
CUERNAVACA,342,444,CONTIGUA1,204,90,32,0,8,0,4,5,0,0,4
CUERNAVACA,343,450,BASICA,220,104,13,3,2,0,1,2,0,0,5
CUERNAVACA,343,450,CONTIGUA1,218,92,13,2,5,0,0,3,0,0,7
CUERNAVACA,344,700,BASICA,283,174,41,1,8,1,0,8,0,0,2
CUERNAVACA,344,700,CONTIGUA1,285,181,37,1,2,1,2,6,0,0,7
CUERNAVACA,345,605,BASICA,265,154,15,1,3,1,4,3,0,0,3
CUERNAVACA,346,687,BASICA,259,177,30,2,2,1,0,10,1,0,3
CUERNAVACA,347,484,BASICA,177,119,30,0,12,0,2,3,0,0,5
CUERNAVACA,348,589,BASICA,182,143,28,2,4,3,1,3,0,0,8
