CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,MAS,PAN_PRD,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,CAND_IND14,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,914,C,1,0,C01,12,37,6,2,5,29,7,113,3,2,0,3,0,0,1,1,0,0,0,,,,,,,18,239,0,4,243,467,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,918,B,1,0,B,11,59,4,10,9,31,5,183,2,1,0,0,3,0,0,6,3,0,2,,,,,,,18,347,0,12,359,730,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,919,B,1,0,B,5,35,7,4,11,19,3,147,4,5,0,1,1,0,0,3,2,0,0,,,,,,,22,269,0,0,269,621,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,919,C,1,0,C01,14,31,2,2,15,7,2,148,4,3,0,1,1,0,0,5,3,0,0,,,,,,,22,260,0,14,274,621,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,919,C,2,0,C02,5,29,2,6,3,15,2,146,2,1,0,0,0,0,0,7,3,0,3,,,,,,,18,242,0,3,245,621,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,919,C,3,0,C03,8,31,5,7,8,15,3,144,2,4,0,3,0,0,0,4,6,0,0,,,,,,,10,250,0,10,260,620,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,920,B,1,0,B,10,37,6,5,6,12,0,121,4,4,0,2,0,0,0,2,0,0,3,,,,,,,10,222,0,9,231,581,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,920,C,1,0,C01,15,31,6,5,8,16,5,133,2,1,1,1,0,0,0,2,3,0,0,,,,,,,11,240,0,5,245,581,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,920,C,2,0,C02,12,28,4,7,11,11,4,112,5,1,0,2,1,0,0,4,4,0,2,,,,,,,11,219,0,11,230,581,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,920,C,3,0,C03,14,39,2,9,8,15,2,113,2,2,0,1,2,0,0,4,1,0,4,,,,,,,11,229,1,7,237,581,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,921,B,1,0,B,7,23,5,3,6,13,2,146,0,3,1,0,1,0,0,4,0,0,1,,,,,,,13,228,0,12,240,537,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,921,C,1,0,C01,9,39,4,6,1,17,2,113,4,0,1,1,0,1,0,3,1,0,0,,,,,,,18,220,0,9,229,537,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,922,B,1,0,B,20,35,4,3,8,17,6,194,7,2,0,0,0,0,0,0,0,0,2,,,,,,,31,329,1,8,338,601,Grupo de Recuento,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,922,C,1,0,C01,14,48,0,4,3,23,6,179,3,2,0,3,1,1,0,3,0,0,2,,,,,,,28,320,0,11,331,600,Grupo de Recuento,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,926,B,1,0,B,12,49,3,1,13,11,7,133,2,3,0,0,0,0,0,2,3,0,0,,,,,,,26,265,0,7,272,461,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,926,C,1,0,C01,6,34,4,1,5,14,4,128,4,3,0,2,2,0,0,2,3,0,0,,,,,,,9,221,0,17,238,460,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,927,B,1,0,B,8,15,1,3,10,17,1,125,0,2,0,0,1,0,0,2,0,0,0,,,,,,,15,200,0,5,205,453,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,927,C,1,0,C01,8,29,2,5,8,12,1,126,1,3,0,0,2,1,0,1,1,0,0,,,,,,,17,217,0,7,224,452,Grupo de Recuento,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,928,B,1,0,B,16,42,7,5,9,8,5,115,2,5,0,3,2,0,0,4,0,0,4,,,,,,,15,242,0,9,251,520,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,928,C,1,0,C01,19,23,4,2,13,20,6,120,2,2,0,0,0,0,0,0,0,1,1,,,,,,,15,228,0,5,233,520,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,928,C,2,0,C02,20,22,1,6,2,29,3,85,1,0,1,0,1,4,0,0,1,0,0,,,,,,,31,207,0,8,215,520,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,B,1,0,B,11,45,1,5,5,23,5,192,1,7,0,0,0,0,0,2,0,0,0,,,,,,,43,340,0,9,349,720,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,C,1,0,C01,13,40,2,5,4,21,12,164,3,4,0,0,1,0,0,2,0,0,0,,,,,,,46,317,0,4,321,719,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,C,2,0,C02,17,57,1,6,2,19,8,181,4,4,0,1,0,1,1,4,5,0,1,,,,,,,45,357,0,6,363,719,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,C,3,0,C03,12,48,3,1,3,27,9,150,0,7,0,0,1,1,0,4,0,0,0,,,,,,,32,298,0,10,308,719,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,C,4,0,C04,8,41,4,2,7,30,5,180,2,5,0,2,0,0,0,4,1,0,2,,,,,,,42,335,0,1,336,719,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,C,5,0,C05,15,53,2,5,5,25,7,165,2,2,0,1,0,0,0,3,1,0,2,,,,,,,43,331,0,7,338,719,Grupo de Recuento,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,C,6,0,C06,18,53,3,8,2,15,6,177,3,1,0,0,0,0,0,0,1,0,0,,,,,,,35,322,1,4,327,719,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,C,7,0,C07,15,62,6,0,11,17,14,168,5,0,0,1,0,0,0,7,0,0,0,,,,,,,38,344,0,4,348,719,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,C,8,0,C08,17,39,2,7,3,27,7,182,1,9,0,2,0,0,0,3,0,0,0,,,,,,,48,347,0,6,353,719,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,C,9,0,C09,11,43,2,3,0,32,9,164,3,6,0,3,0,0,0,3,0,0,0,,,,,,,49,328,0,8,336,719,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,C,10,0,C10,7,51,6,2,4,35,4,178,3,7,0,0,0,0,0,5,4,0,2,,,,,,,34,342,0,3,345,719,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,C,11,0,C11,14,43,0,7,4,28,25,168,4,7,1,0,0,1,0,1,0,0,0,,,,,,,46,349,1,0,350,719,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,E,1,0,E01,4,42,2,4,4,8,0,65,1,0,0,2,0,0,0,4,1,0,0,,,,,,,51,188,0,7,195,464,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,E,1,1,E01C01,8,37,2,1,10,11,1,86,3,0,1,1,2,2,0,3,1,0,1,,,,,,,29,199,0,8,207,464,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,E,2,0,E02,26,72,1,6,3,57,4,105,3,3,1,1,2,0,0,0,1,0,0,,,,,,,82,367,0,9,376,527,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,956,E,2,1,E02C01,34,89,3,10,3,47,5,112,3,1,0,0,0,0,0,0,1,0,1,,,,,,,69,378,0,7,385,527,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,957,B,1,0,B,29,65,7,3,5,16,2,174,0,6,3,1,2,0,0,2,6,0,0,,,,,,,14,335,1,7,343,596,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,957,C,1,0,C01,18,59,4,2,4,19,4,145,3,2,1,0,4,0,0,5,1,0,0,,,,,,,14,285,0,9,294,596,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,958,B,1,0,B,29,79,7,4,7,26,5,134,7,3,1,1,0,0,0,1,1,0,2,,,,,,,25,332,0,14,346,699,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,958,C,1,0,C01,26,79,1,7,9,18,6,148,4,1,0,4,1,0,0,1,3,0,2,,,,,,,20,330,0,13,343,699,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,959,B,1,0,B,19,80,4,5,4,9,2,117,2,1,1,1,2,0,0,5,1,0,0,,,,,,,25,278,0,12,290,561,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,959,C,1,0,C01,24,60,4,2,3,16,1,110,4,1,3,3,1,0,0,1,5,0,2,,,,,,,26,266,0,13,279,560,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,960,B,1,0,B,17,70,6,2,7,13,3,144,5,0,0,5,0,0,0,3,1,0,0,,,,,,,19,295,0,7,302,560,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,960,C,1,0,C01,12,63,3,4,8,14,1,153,2,1,0,0,0,0,0,3,3,0,1,,,,,,,18,286,0,14,300,560,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,961,B,1,0,B,22,78,3,8,5,19,6,127,5,5,1,4,1,0,0,1,1,0,0,,,,,,,13,299,0,14,313,582,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,961,C,1,0,C01,15,80,5,6,6,13,5,117,1,9,0,1,1,1,1,3,1,0,2,,,,,,,26,293,0,18,311,581,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,963,B,1,0,B,20,64,5,6,10,19,8,150,3,1,0,0,0,0,0,5,0,0,0,,,,,,,16,307,1,18,326,653,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,963,E,1,0,E01,7,48,4,0,5,3,4,115,8,1,0,2,0,0,0,0,2,0,1,,,,,,,24,224,0,5,229,378,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,964,B,1,0,B,3,37,4,6,7,11,5,136,5,0,0,1,1,0,0,2,1,0,2,,,,,,,15,236,0,9,245,523,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,964,C,1,0,C01,5,41,1,5,5,7,2,119,5,2,0,1,2,0,0,5,2,0,0,,,,,,,35,237,0,12,249,523,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,964,C,2,0,C02,13,49,2,11,1,7,4,141,0,0,0,1,2,0,0,2,0,0,0,,,,,,,14,247,0,11,258,523,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,965,B,1,0,B,11,44,2,2,5,3,3,134,1,0,0,0,2,0,0,4,2,0,0,,,,,,,13,226,1,2,229,443,Acta Casilla,,,
1,26,Sonora,17,CD. OBREGÓN,59,CAJEME,965,C,1,0,C01,9,53,1,7,7,9,4,121,1,0,0,0,1,0,0,1,1,2,0,,,,,,,15,232,0,4,236,443,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,70,B,1,0,B,55,56,4,1,14,38,6,108,12,2,0,4,1,1,0,0,1,1,1,,,,,,,,305,0,16,321,631,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,70,C,1,0,C01,51,66,6,7,20,40,20,87,19,4,0,5,0,0,0,2,1,0,0,,,,,,,,328,0,17,345,631,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,71,B,1,0,B,56,63,14,6,21,45,6,116,7,1,0,5,2,2,1,5,2,0,1,,,,,,,,353,0,16,369,696,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,71,C,1,0,C01,50,65,13,5,23,56,10,108,8,4,2,4,1,1,0,2,3,0,0,,,,,,,,355,0,18,373,695,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,72,B,1,0,B,43,61,8,4,22,30,8,91,8,7,1,3,2,0,0,3,1,1,1,,,,,,,,294,1,5,300,514,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,72,C,1,0,C01,46,39,10,2,23,41,8,66,8,7,3,1,1,0,0,1,1,1,0,,,,,,,,258,0,7,265,513,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,72,C,2,0,C02,40,44,8,3,23,29,6,78,6,3,0,0,2,0,0,2,1,1,0,,,,,,,,246,0,12,258,513,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,73,B,1,0,B,49,79,15,6,14,38,15,114,6,6,0,2,0,0,0,0,3,0,0,,,,,,,,347,0,13,360,609,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,73,C,1,0,C01,43,54,9,5,23,53,11,108,7,2,0,5,2,0,0,0,0,0,3,,,,,,,,325,0,13,338,609,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,73,C,2,0,C02,39,68,17,6,23,47,9,106,5,2,1,4,1,0,0,3,0,1,1,,,,,,,,333,1,27,361,609,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,73,C,3,0,C03,35,74,10,3,21,36,9,100,8,4,1,3,1,1,0,0,4,0,0,,,,,,,,310,0,15,325,608,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,74,B,1,0,B,46,55,11,4,21,34,17,105,12,4,1,0,4,1,0,3,4,1,0,,,,,,,,323,0,11,334,631,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,74,C,1,0,C01,45,55,6,7,15,44,16,121,7,2,1,2,0,1,0,1,3,1,1,,,,,,,,328,0,10,338,631,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,74,C,2,0,C02,46,61,13,16,6,41,18,131,11,3,1,0,0,0,0,2,1,0,2,,,,,,,,352,0,15,367,630,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,75,B,1,0,B,66,72,5,5,27,43,15,135,7,6,5,4,0,0,0,5,0,1,0,,,,,,,,396,0,19,415,723,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,75,C,1,0,C01,66,60,2,3,32,42,15,132,11,10,1,3,0,1,0,3,5,0,1,,,,,,,,387,0,15,402,723,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,75,C,2,0,C02,78,61,9,4,25,37,38,139,8,2,1,3,1,0,0,2,0,0,1,,,,,,,,409,0,9,418,723,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,75,C,3,0,C03,68,64,11,7,18,36,13,118,6,15,2,3,0,1,0,2,0,0,0,,,,,,,,364,0,22,386,723,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,75,C,5,0,C05,74,78,15,4,27,49,15,96,10,7,0,0,2,0,0,0,2,1,1,,,,,,,,381,0,14,395,722,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,75,C,6,0,C06,71,65,13,6,19,51,10,127,6,7,1,3,0,1,0,4,1,0,1,,,,,,,,386,0,10,396,722,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,75,C,7,0,C07,71,60,6,4,29,48,11,117,5,6,2,0,0,0,5,2,4,0,1,,,,,,,,371,0,15,386,722,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,75,C,8,0,C08,69,74,7,2,22,47,11,130,4,4,2,2,1,2,0,2,0,0,0,,,,,,,,379,1,9,389,722,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,75,C,9,0,C09,73,75,14,2,13,36,14,154,8,10,5,6,0,1,0,0,3,0,2,,,,,,,,416,1,11,428,722,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,76,B,1,0,B,80,53,3,6,21,34,7,59,4,3,1,1,0,0,0,0,0,0,0,,,,,,,,272,0,8,280,463,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,76,C,1,0,C01,57,56,10,1,12,12,5,68,3,2,3,2,1,0,0,0,2,1,0,,,,,,,,235,0,15,250,462,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,77,B,1,0,B,36,40,5,19,27,6,78,5,1,3,0,2,0,0,0,2,2,0,1,,,,,,,,227,0,5,232,416,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,77,C,1,0,C01,51,38,2,4,15,31,10,53,9,2,2,0,0,0,0,2,1,0,0,,,,,,,,220,0,7,227,416,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,78,B,1,0,B,45,49,5,4,16,33,1,89,7,5,2,1,0,0,1,2,3,0,1,,,,,,,,264,0,13,277,443,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,78,C,1,0,C01,34,41,10,0,13,35,8,83,9,1,1,0,0,0,1,1,2,0,0,,,,,,,,239,0,14,253,443,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,79,B,1,0,B,27,47,12,3,25,23,8,89,9,2,0,0,1,0,0,2,1,0,0,,,,,,,,249,0,8,257,398,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,79,C,1,0,C01,52,43,5,3,13,32,4,77,4,2,1,1,0,0,0,3,0,0,1,,,,,,,,241,0,8,249,397,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,80,B,1,0,B,81,98,6,11,24,61,5,131,7,3,0,1,1,0,0,3,2,0,0,,,,,,,,434,1,25,460,709,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,81,B,1,0,B,121,77,6,7,20,52,9,77,3,8,3,2,0,0,0,0,0,0,1,,,,,,,,386,0,12,398,664,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,82,B,1,0,B,61,67,7,1,12,51,12,63,10,4,2,2,0,1,1,0,0,0,0,,,,,,,,294,0,7,301,515,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,82,C,1,0,C01,37,41,6,1,17,44,4,96,6,4,1,4,1,0,0,4,0,1,1,,,,,,,,268,0,18,286,515,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,82,C,2,0,C02,42,42,10,4,19,69,8,84,4,7,1,1,0,0,0,0,0,1,1,,,,,,,,293,0,16,309,514,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,83,B,1,0,B,71,57,8,6,33,76,16,139,13,6,0,0,0,0,0,0,0,0,0,,,,,,,,425,0,12,437,738,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,83,C,1,0,C01,0,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,737,Paquete no entregado,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,83,C,2,0,C02,65,67,6,5,30,75,10,149,11,4,1,2,0,0,0,1,2,0,2,,,,,,,,430,0,12,442,737,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,83,C,3,0,C03,69,74,13,2,29,54,9,142,6,6,0,3,1,1,0,3,1,0,1,,,,,,,,414,0,11,425,737,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,84,B,1,0,B,49,69,6,2,18,33,2,74,5,4,3,3,1,1,0,1,1,0,0,,,,,,,,272,1,11,284,511,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,84,C,1,0,C01,43,68,9,6,22,30,3,83,7,5,0,1,2,0,0,1,2,1,1,,,,,,,,284,0,10,294,511,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,84,C,2,0,C02,42,60,10,7,28,30,4,100,8,9,3,1,1,0,0,6,1,0,1,,,,,,,,311,0,12,323,510,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,85,B,1,0,B,47,99,10,5,24,33,11,114,12,3,4,4,0,0,0,4,0,0,2,,,,,,,,372,0,13,385,616,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,86,B,1,0,B,32,29,4,7,11,16,15,58,5,3,0,2,0,1,0,1,0,0,0,,,,,,,,184,0,15,199,331,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,87,B,1,0,B,40,34,3,0,4,7,7,23,2,3,1,0,0,2,2,1,0,0,0,,,,,,,,129,0,5,134,198,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,15,CANANEA,88,B,1,0,B,38,67,10,8,19,12,13,88,7,0,1,2,1,2,0,1,2,0,0,,,,,,,,271,0,26,297,529,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,47,CARBO,329,B,1,0,B,93,0,3,0,48,16,0,50,2,1,2,,,,,,,,,188,,,,,,,403,0,15,418,656,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,47,CARBO,329,C,1,0,C01,84,0,2,0,65,18,0,53,0,1,1,,,,,,,,,173,,,,,,,397,1,18,416,656,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,47,CARBO,329,C,2,0,C02,112,0,7,0,68,11,0,52,0,0,1,,,,,,,,,169,,,,,,,420,0,22,442,656,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,47,CARBO,329,C,3,0,C03,88,0,6,0,50,21,0,59,3,1,4,,,,,,,,,157,,,,,,,389,0,17,406,656,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,47,CARBO,330,B,1,0,B,77,0,6,0,64,9,0,36,1,2,2,,,,,,,,,134,,,,,,,331,0,19,350,536,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,47,CARBO,330,C,1,0,C01,73,0,2,0,83,20,0,37,1,0,1,,,,,,,,,135,,,,,,,352,0,10,362,536,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,48,LA COLORADA,331,B,1,0,B,46,0,130,0,8,13,0,94,3,2,7,,,,,,,,,184,,,,,,,487,0,25,512,655,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,48,LA COLORADA,332,B,1,0,B,16,0,80,0,4,6,0,72,0,0,4,,,,,,,,,189,,,,,,,371,0,14,385,459,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,48,LA COLORADA,332,C,1,0,C01,20,0,82,0,7,4,0,64,2,1,1,,,,,,,,,174,,,,,,,355,0,7,362,459,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,48,LA COLORADA,333,B,1,0,B,8,0,74,0,9,2,0,41,0,0,0,,,,,,,,,74,,,,,,,208,0,19,227,293,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,48,LA COLORADA,334,B,1,0,B,26,0,110,0,2,8,0,72,2,2,2,,,,,,,,,190,,,,,,,414,0,15,429,514,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,48,LA COLORADA,335,B,1,0,B,14,0,36,0,1,5,0,25,0,0,2,,,,,,,,,81,,,,,,,164,0,4,168,201,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,16,CUCURPE,89,B,1,0,B,226,0,7,0,4,2,0,50,2,0,2,,,,,,,,,154,,,,,,,447,0,14,461,509,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,16,CUCURPE,89,C,1,0,C01,167,0,6,0,5,1,0,26,2,0,0,,,,,,,,,127,,,,,,,334,0,15,349,508,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,92,B,1,0,B,65,0,6,0,12,9,0,96,8,0,0,,,,,,,,,195,,,,,,,391,0,23,414,557,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,93,B,1,0,B,57,0,6,0,10,5,0,84,2,0,0,,,,,,,,,167,,,,,,,331,0,12,343,472,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,93,C,1,0,C01,52,0,8,0,13,10,0,87,2,1,1,,,,,,,,,220,,,,,,,394,0,20,414,472,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,94,B,1,0,B,52,0,10,0,8,5,0,104,4,3,0,,,,,,,,,195,,,,,,,381,0,23,404,532,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,94,C,1,0,C01,44,0,6,0,4,8,0,118,3,0,0,,,,,,,,,183,,,,,,,366,0,21,387,531,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,94,E,1,0,E01,17,0,4,0,3,5,0,41,3,0,0,,,,,,,,,81,,,,,,,154,1,7,162,208,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,95,B,1,0,B,8,0,3,0,1,3,0,21,1,0,0,,,,,,,,,55,,,,,,,92,0,11,103,156,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,96,B,1,0,B,58,0,10,0,15,10,0,100,7,2,1,,,,,,,,,93,,,,,,,296,0,33,329,446,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,96,C,1,0,C01,48,0,4,0,13,0,0,102,9,0,0,,,,,,,,,141,,,,,,,317,0,28,345,445,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,97,B,1,0,B,66,0,10,0,18,11,0,89,8,1,0,,,,,,,,,249,,,,,,,452,0,52,504,636,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,98,B,1,0,B,31,0,6,0,7,7,0,78,4,0,0,,,,,,,,,129,,,,,,,262,0,17,279,388,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,17,CUMPAS,99,B,1,0,B,34,0,23,0,7,82,0,8,0,188,2,,,,,,,,,12,,,,,,,356,0,16,372,516,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,18,DIVISADEROS,100,B,1,0,B,9,0,3,0,1,2,0,219,1,3,0,,,,,,,,,229,,,,,,,467,0,11,478,559,Grupo de Recuento,,,
