CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,177,C01,76,90,2,1,4,0,3,0,39,1,2,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,44,0,268,14,282,483,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,178,B,59,71,4,0,3,0,9,0,29,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,36,0,216,9,225,425,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,179,B,140,110,5,3,3,4,29,1,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,360,4,364,477,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,180,B,67,38,2,2,4,0,61,2,19,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,17,0,218,10,228,380,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,180,C01,55,26,4,2,2,0,94,1,12,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,0,227,6,233,380,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,181,B,31,58,6,4,1,1,4,2,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,38,0,166,7,173,331,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,182,B,20,49,3,2,2,0,3,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,138,6,144,205,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,183,B,58,65,3,2,3,5,15,1,12,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,35,0,205,6,211,396,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,183,C01,47,45,2,1,1,2,15,2,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47,0,183,13,196,396,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,184,B,91,66,4,2,2,2,16,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,65,0,256,13,269,659,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,184,C01,101,50,1,5,7,2,23,3,39,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,50,0,290,4,294,658,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,185,B,63,59,3,7,0,4,30,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,57,0,261,11,272,621,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,185,C01,56,55,3,6,3,2,30,2,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,48,0,254,8,262,620,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,186,B,86,68,1,5,3,0,31,3,33,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,65,0,305,10,315,589,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,187,B,93,60,0,2,3,3,27,3,31,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,81,0,310,8,318,608,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,188,B,66,34,2,0,0,25,16,0,33,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,58,0,242,7,249,437,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,188,C01,51,37,5,2,1,10,15,2,27,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,63,0,220,7,227,436,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,B,56,35,2,6,3,18,16,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,213,11,224,503,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,C01,56,61,7,4,7,13,19,1,42,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,259,8,267,503,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,SMR01,61,57,2,4,0,3,6,2,19,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,194,1,195,0,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,B,52,63,4,8,7,7,15,2,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57,0,253,7,260,583,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,C01,83,72,6,5,4,14,14,3,29,2,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,58,0,297,6,303,582,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,C02,55,54,4,3,8,14,17,3,30,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,59,0,253,13,266,582,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E01,59,46,5,3,0,23,23,3,25,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,61,0,255,3,258,545,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E01C01,62,46,3,6,5,10,30,1,25,1,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,73,0,268,12,280,545,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E01C02,66,65,4,2,3,20,17,2,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,82,0,290,9,299,545,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,E02,55,64,4,5,1,2,9,1,12,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,42,0,199,6,205,402,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,191,B,14,30,2,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,97,4,101,197,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,192,B,118,60,2,4,3,0,40,2,21,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,92,0,350,14,364,640,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,192,C01,92,83,1,2,0,0,18,4,37,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,107,0,353,6,359,640,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,193,B,20,47,3,0,4,0,10,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,29,0,142,5,147,257,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,194,B,71,33,0,2,3,0,8,2,39,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,30,0,193,10,203,303,,,,
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,195,B,81,41,4,5,8,1,7,3,31,3,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,57,0,247,10,257,373,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,196,B,88,170,71,12,0,1,1,0,108,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,1,29,0,0,488,18,506,659,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,196,C01,61,194,72,9,0,3,2,1,83,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,3,0,40,0,475,17,492,659,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,197,B,60,152,58,15,1,0,3,0,79,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,43,0,416,12,428,548,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,197,C01,54,176,41,9,0,1,10,0,79,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,32,0,0,408,19,427,548,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,198,B,7,149,14,0,0,0,0,1,49,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,235,6,241,287,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,199,B,7,105,19,3,0,2,1,1,106,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,250,9,259,303,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,200,B,1,89,15,0,0,1,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,166,4,170,209,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,201,B,2,97,22,2,1,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,190,3,193,232,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,202,B,20,261,45,3,0,2,4,0,98,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,48,0,489,24,513,685,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,203,B,9,59,36,2,0,2,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,160,6,166,213,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,203,E01,0,78,15,2,0,0,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,168,5,173,226,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,203,E02,28,42,42,3,0,1,2,0,61,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,190,7,197,249,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,204,B,5,73,9,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,144,3,147,190,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,205,B,9,49,32,1,3,1,1,0,17,0,0,1,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,23,0,143,13,156,202,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,206,B,15,87,63,0,3,0,0,0,19,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,11,0,204,4,208,236,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,207,B,119,53,16,0,1,0,0,0,38,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,241,3,244,182,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,207,E01,6,68,7,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,87,3,90,108,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,208,B,64,86,68,0,3,0,4,7,32,1,0,0,0,1,0,2,0,0,0,0,0,0,2,10,0,0,0,41,0,321,12,333,412,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,209,B,18,32,15,2,0,1,1,1,50,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,33,0,161,13,174,206,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,210,B,25,63,72,3,0,0,2,3,58,1,3,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,29,0,265,14,279,352,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,211,B,21,69,51,2,1,0,0,0,35,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,199,6,205,259,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,212,B,11,96,14,1,0,1,0,5,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,176,2,178,227,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,213,B,26,97,21,2,0,0,1,1,8,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,23,0,189,9,198,267,,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,214,B,22,94,32,4,1,0,2,1,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,211,11,222,305,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,215,B,115,62,6,23,25,1,68,0,31,2,1,1,0,0,0,0,0,0,1,0,0,1,5,0,0,5,0,27,0,374,12,386,587,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,215,C01,133,52,4,30,30,1,58,2,38,3,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3,25,0,385,7,392,587,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,215,C02,152,59,3,24,29,0,64,0,27,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,10,1,26,0,401,7,408,586,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,216,B,182,53,4,19,49,0,54,1,23,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5,2,31,0,431,17,448,689,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,216,C01,163,84,6,22,38,0,57,4,24,6,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,2,1,22,0,439,6,445,688,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,216,C02,162,59,4,15,54,4,53,0,32,10,0,0,0,0,0,0,1,0,0,0,0,0,11,0,1,6,0,37,0,449,11,460,688,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,217,B,109,54,3,23,27,0,68,1,22,1,0,1,0,0,0,0,2,0,0,0,0,1,5,0,0,4,0,16,0,337,10,347,521,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,217,C01,92,69,0,20,23,0,72,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,27,0,339,15,354,521,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,218,B,111,51,6,11,35,2,61,0,25,6,1,0,0,0,0,0,0,0,1,0,0,0,9,0,0,3,1,27,0,350,18,368,566,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,218,C01,109,47,4,16,36,1,62,1,29,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,36,1,348,14,363,566,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,218,C02,128,51,4,18,36,0,57,1,24,1,2,0,0,0,0,1,2,0,1,0,0,0,4,0,0,3,3,26,0,362,2,364,566,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,219,B,113,40,2,32,23,2,44,3,48,10,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,21,1,348,12,361,555,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,219,C01,105,39,8,19,21,2,40,2,28,9,1,1,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,19,0,302,14,316,554,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,220,B,113,49,5,10,12,1,61,1,36,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,1,19,0,321,11,332,516,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,220,C01,97,37,9,12,15,2,64,0,33,7,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,29,0,312,17,329,516,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,221,B,179,74,2,21,37,0,44,1,37,4,1,0,0,0,0,0,2,0,0,0,0,0,6,1,0,9,0,24,0,442,11,453,685,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,222,B,222,102,13,14,28,1,48,2,32,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,8,1,23,0,499,3,502,728,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,222,SMR01,90,48,0,6,5,0,23,3,32,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,34,0,251,6,257,0,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,223,B,148,68,3,6,11,1,38,0,38,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,17,0,347,7,354,537,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,223,C01,134,85,4,13,13,1,36,2,31,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,0,24,0,359,10,369,536,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,224,B,134,79,5,13,19,0,25,0,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,325,4,329,475,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,224,C01,142,48,0,19,15,0,23,1,39,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,2,20,0,318,7,325,475,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,225,B,145,103,4,9,23,1,67,2,22,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,30,1,418,17,436,649,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,226,B,151,101,11,19,27,0,52,1,38,5,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,13,2,26,0,451,17,468,666,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,227,B,123,78,2,7,18,1,57,4,23,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,25,0,352,15,367,543,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,228,B,129,95,0,15,14,0,40,0,18,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,23,0,345,5,350,514,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,229,B,156,93,3,13,31,0,57,2,30,2,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,30,0,426,20,446,693,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,230,B,103,67,2,14,25,1,52,3,38,5,1,2,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,31,0,352,19,371,604,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,230,C01,162,57,5,21,0,2,60,3,33,2,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,4,1,38,1,394,19,414,604,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,231,B,72,39,4,11,9,0,40,0,18,3,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,3,0,20,0,225,10,235,378,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,231,C01,83,42,4,12,7,0,37,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,16,0,225,10,235,377,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,232,B,44,35,1,2,59,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,0,180,6,186,275,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,232,E01,61,38,1,6,32,0,13,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29,0,186,5,191,278,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,233,B,69,37,4,12,0,0,20,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,1,16,0,179,19,198,342,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,234,B,44,27,4,5,18,0,14,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,8,0,142,10,152,233,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,235,B,89,40,1,3,21,1,19,0,9,5,2,1,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,26,0,225,11,236,392,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,236,B,67,53,5,7,43,1,32,3,31,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,49,0,303,12,315,510,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,236,C01,60,61,4,5,42,0,28,3,26,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,46,0,287,17,304,510,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,237,B,25,24,0,3,14,2,15,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,2,111,10,123,183,,,,
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,238,B,37,37,2,5,21,1,39,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,181,6,187,330,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,239,B,170,154,1,1,3,0,7,28,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,4,0,20,0,402,12,414,553,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,240,B,120,100,1,0,0,1,6,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,41,0,320,14,334,482,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,241,B,126,112,0,1,3,0,11,20,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,27,0,338,5,343,436,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,241,C01,97,114,1,1,2,1,5,13,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,29,0,308,13,321,435,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,242,B,140,109,0,0,2,0,5,19,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,317,9,326,421,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,242,C01,147,134,2,0,0,0,11,9,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,330,8,338,420,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,243,B,157,172,1,2,1,0,10,22,21,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,8,0,401,5,406,556,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,244,B,147,124,0,1,4,0,8,20,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,26,0,355,8,363,504,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,244,C01,155,115,2,0,1,0,10,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,349,1,350,504,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,245,B,44,46,1,2,0,2,5,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,122,5,127,174,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,246,B,39,34,0,1,0,0,20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,101,1,102,125,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,246,E01,49,78,1,0,0,0,8,25,13,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,184,6,190,237,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,247,B,62,87,0,1,1,0,3,31,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,12,0,221,9,230,305,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,248,B,182,186,2,0,1,0,43,7,5,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,0,457,24,481,647,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,248,C01,189,188,8,1,3,0,52,4,11,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,20,0,482,11,493,647,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,249,B,142,154,0,1,1,1,16,9,7,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,0,356,8,364,479,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,249,C01,159,159,2,1,1,0,11,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,18,0,364,10,374,479,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,250,B,141,170,9,1,0,0,112,22,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,507,14,521,711,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,251,B,112,190,5,0,1,0,58,2,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,394,8,402,529,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,252,B,155,170,1,0,5,0,13,9,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18,10,384,0,394,487,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,252,C01,159,168,5,0,3,1,13,5,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,378,10,388,486,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,252,E01,127,85,0,0,0,0,23,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,257,3,260,316,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,253,B,130,139,1,2,8,0,24,9,43,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,58,0,424,8,432,576,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,253,C01,128,144,2,1,12,0,24,11,49,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,54,0,435,15,450,575,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,254,B,69,70,1,0,3,0,18,11,39,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,55,0,272,6,278,379,,,,
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,254,C01,96,67,3,2,0,1,29,9,25,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,57,0,299,2,301,378,,,,
