CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,128,2,202,154,31,3,3,0,23,6,66,6,1,1,0,0,0,3,1,0,0,0,0,3,0,0,0,0,2,23,0,528,16,544,843
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,129,2,243,201,12,5,5,0,22,6,121,12,5,1,0,0,0,2,0,1,0,0,0,0,0,0,0,3,1,60,1,700,15,716,1113
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,130,1,140,116,3,2,3,2,10,4,88,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,377,4,381,640
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,131,1,169,109,1,8,3,2,3,1,63,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,28,0,396,10,406,610
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,132,3,318,241,16,13,5,0,26,6,145,7,3,3,0,1,0,1,2,0,0,0,0,0,1,0,0,3,2,91,1,884,26,911,1545
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,133,3,307,245,17,14,9,2,45,5,112,4,1,2,0,0,0,2,0,0,1,0,1,0,2,1,0,1,2,79,1,852,19,872,1537
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,134,2,205,170,5,4,13,0,13,2,79,3,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,2,51,0,556,23,579,905
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,135,2,205,151,6,6,2,1,34,2,86,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,31,0,535,12,547,842
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,136,1,189,173,3,13,4,2,6,7,51,3,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,0,460,6,466,687
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,137,3,370,252,36,17,5,1,29,13,148,9,7,4,0,0,0,1,0,1,0,0,0,1,2,4,0,5,3,119,0,1027,35,1062,1348
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,138,1,128,101,7,7,0,3,12,0,56,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,9,0,331,11,342,618
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,139,1,58,94,5,3,5,3,23,7,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,368,7,375,627
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,140,1,95,74,6,3,1,0,3,2,42,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,88,0,320,11,331,504
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,141,1,95,81,4,5,5,1,12,5,49,21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,8,1,293,5,299,604
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,142,1,21,20,0,2,2,0,3,0,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,13,0,72,3,75,118
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,143,2,49,62,7,3,2,0,3,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,84,0,225,6,231,338
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,144,1,57,113,7,7,1,1,9,13,21,1,0,2,0,0,0,0,1,0,1,0,0,0,1,2,0,3,1,101,0,342,24,366,630
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,145,2,97,111,1,5,2,3,28,4,34,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,115,0,407,26,433,748
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,146,1,56,72,2,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,149,3,152,225
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,147,1,140,95,1,0,1,1,19,1,5,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,8,0,277,12,289,412
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,148,1,118,188,3,8,1,1,38,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,390,2,392,705
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,149,1,83,128,1,7,4,0,26,3,24,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,52,0,336,26,362,573
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,150,1,63,151,2,22,5,0,27,3,21,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,53,0,352,10,362,567
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,151,2,99,204,13,42,6,1,77,4,37,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,154,0,643,30,673,1078
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,152,2,129,132,3,13,5,2,75,14,15,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107,0,501,24,525,862
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,153,1,21,33,1,1,1,1,3,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,0,115,3,118,234
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,154,1,81,71,9,7,2,2,5,1,13,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,50,0,248,17,265,429
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,155,1,137,91,1,8,4,3,4,1,40,0,7,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,6,0,307,3,310,491
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,156,1,120,74,3,5,1,0,1,4,28,0,2,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,21,0,265,14,279,431
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,157,1,96,89,13,33,1,3,17,5,60,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,50,3,374,22,399,660
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,158,2,125,104,17,43,0,3,19,1,54,0,4,2,0,0,0,1,1,0,0,0,0,0,0,1,1,4,1,122,0,503,16,519,960
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,159,2,69,93,8,34,6,0,16,2,51,3,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,98,0,388,14,402,762
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,160,1,99,83,9,20,2,2,24,3,48,3,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,58,0,360,7,367,677
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,161,2,135,148,16,34,4,1,19,2,81,0,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,126,0,577,14,591,1041
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,162,1,86,65,7,16,0,1,10,0,43,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,69,0,307,8,315,509
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,163,2,109,126,10,23,3,1,25,2,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,79,0,444,8,452,774
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,164,2,139,92,10,33,3,1,6,3,45,7,3,0,0,1,0,1,3,0,0,0,0,0,0,0,0,2,0,80,0,429,15,444,751
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,165,1,106,95,12,45,2,1,20,2,64,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,395,11,406,664
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,166,2,136,120,10,58,1,1,21,3,40,4,2,1,1,0,0,0,5,0,0,0,0,0,0,0,0,2,0,85,0,490,11,501,828
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,167,2,125,137,12,87,2,1,38,1,55,6,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,3,4,55,0,536,21,557,1076
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,168,2,209,112,5,76,3,1,20,4,75,5,5,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,2,129,0,652,16,668,1182
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,169,2,91,81,7,51,1,3,17,1,53,0,1,1,0,0,3,1,1,0,2,0,0,0,0,1,0,0,0,67,0,382,18,400,763
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,170,1,31,28,1,19,2,1,7,1,29,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,23,0,147,10,157,275
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,171,2,218,143,1,14,14,0,6,4,60,3,7,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,32,0,507,20,527,1023
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,172,1,10,11,1,1,0,0,12,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,93,3,96,133
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,173,2,106,82,9,4,6,1,34,3,128,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,73,0,456,25,481,931
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,174,1,10,43,1,1,2,0,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,87,5,92,131
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,175,1,88,91,2,1,0,4,13,3,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,275,4,279,461
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,176,1,98,109,2,3,0,0,15,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,0,370,6,376,567
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,177,2,171,177,5,6,8,0,8,4,72,3,4,2,0,1,0,2,3,0,0,0,1,1,1,2,0,2,1,78,0,552,31,583,966
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,178,1,59,71,4,0,3,0,9,0,29,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,36,0,216,9,225,425
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,179,1,140,110,5,3,3,4,29,1,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,360,4,364,477
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,180,2,122,64,6,4,6,0,155,3,31,2,3,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2,43,0,445,16,461,760
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,181,1,31,58,6,4,1,1,4,2,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,38,0,166,7,173,331
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,182,1,20,49,3,2,2,0,3,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,138,6,144,205
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,183,2,105,110,5,3,4,7,30,3,31,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,82,0,388,19,407,792
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,184,2,192,116,5,7,9,4,39,5,39,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,4,5,115,0,546,17,563,1317
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,185,2,119,114,6,13,3,6,60,6,78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,105,0,515,19,534,1241
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,186,1,86,68,1,5,3,0,31,3,33,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,65,0,305,10,315,589
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,187,1,93,60,0,2,3,3,27,3,31,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,81,0,310,8,318,608
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,188,2,117,71,7,2,1,35,31,2,60,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,121,0,462,14,476,873
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,3,173,153,11,14,10,34,41,8,85,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,0,666,20,686,1006
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,7,432,410,30,32,28,90,125,15,179,8,7,0,0,2,1,1,2,4,1,2,0,1,3,0,0,5,5,432,0,1815,56,1871,3784
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,191,1,14,30,2,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,97,4,101,197
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,192,2,210,143,3,6,3,0,58,6,58,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,199,0,703,20,723,1280
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,193,1,20,47,3,0,4,0,10,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,29,0,142,5,147,257
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,194,1,71,33,0,2,3,0,8,2,39,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,30,0,193,10,203,303
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,195,1,81,41,4,5,8,1,7,3,31,3,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,57,0,247,10,257,373
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,196,2,149,364,143,21,0,4,3,1,191,1,1,0,0,0,0,8,1,0,1,0,0,1,0,1,0,4,29,40,0,963,35,998,1318
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,197,2,114,328,99,24,1,1,13,0,158,1,3,1,0,0,0,4,0,0,0,0,0,0,1,1,0,0,32,43,0,824,31,855,1096
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,198,1,7,149,14,0,0,0,0,1,49,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,235,6,241,287
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,199,1,7,105,19,3,0,2,1,1,106,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,250,9,259,303
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,200,1,1,89,15,0,0,1,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,166,4,170,209
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,201,1,2,97,22,2,1,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,190,3,193,232
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,202,1,20,261,45,3,0,2,4,0,98,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,48,0,489,24,513,685
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,203,3,37,179,93,7,0,3,5,1,157,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,518,18,536,688
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,204,1,5,73,9,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,144,3,147,190
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,205,1,9,49,32,1,3,1,1,0,17,0,0,1,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,23,0,143,13,156,202
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,206,1,15,87,63,0,3,0,0,0,19,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,11,0,204,4,208,236
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,207,2,125,121,23,0,1,0,1,0,40,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,328,6,334,290
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,208,1,64,86,68,0,3,0,4,7,32,1,0,0,0,1,0,2,0,0,0,0,0,0,2,10,0,0,0,41,0,321,12,333,412
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,209,1,18,32,15,2,0,1,1,1,50,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,33,0,161,13,174,206
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,210,1,25,63,72,3,0,0,2,3,58,1,3,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,29,0,265,14,279,352
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,211,1,21,69,51,2,1,0,0,0,35,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,199,6,205,259
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,212,1,11,96,14,1,0,1,0,5,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,176,2,178,227
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,213,1,26,97,21,2,0,0,1,1,8,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,23,0,189,9,198,267
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,214,1,22,94,32,4,1,0,2,1,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,211,11,222,305
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,215,3,400,173,13,77,84,2,190,2,96,5,4,1,0,0,0,1,1,0,1,0,0,1,10,1,0,16,4,78,0,1160,26,1186,1760
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,216,3,507,196,14,56,141,4,164,5,79,21,0,2,0,0,0,0,3,0,0,0,1,0,19,0,1,13,3,90,0,1319,34,1353,2065
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,217,2,201,123,3,43,50,0,140,1,42,5,0,1,0,0,0,0,2,0,0,0,0,1,8,0,0,8,5,43,0,676,25,701,1042
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,218,3,348,149,14,45,107,3,180,2,78,10,4,0,0,0,0,1,3,0,2,0,0,0,13,0,0,7,5,89,1,1060,34,1095,1698
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,219,2,218,79,10,51,44,4,84,5,76,19,2,4,1,2,0,0,6,0,0,0,0,0,2,0,0,3,0,40,1,650,26,677,1109
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,220,2,210,86,14,22,27,3,125,1,69,9,3,0,1,0,0,0,1,0,0,0,0,0,3,0,0,10,1,48,0,633,28,661,1032
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,221,1,179,74,2,21,37,0,44,1,37,4,1,0,0,0,0,0,2,0,0,0,0,0,6,1,0,9,0,24,0,442,11,453,685
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,222,2,312,150,13,20,33,1,71,5,64,2,3,2,0,0,0,0,1,0,0,0,0,1,2,0,0,12,1,57,0,750,9,759,728
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,223,2,282,153,7,19,24,2,74,2,69,4,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,19,4,41,0,706,17,723,1073
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,224,2,276,127,5,32,34,0,48,1,61,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7,2,44,0,643,11,654,950
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,225,1,145,103,4,9,23,1,67,2,22,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,30,1,418,17,436,649
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,226,1,151,101,11,19,27,0,52,1,38,5,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,13,2,26,0,451,17,468,666
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,227,1,123,78,2,7,18,1,57,4,23,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,25,0,352,15,367,543
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,228,1,129,95,0,15,14,0,40,0,18,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,23,0,345,5,350,514
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,229,1,156,93,3,13,31,0,57,2,30,2,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,30,0,426,20,446,693
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,230,2,265,124,7,35,25,3,112,6,71,7,1,2,0,0,0,0,2,1,0,0,0,1,8,0,1,5,1,69,1,746,38,785,1208
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,231,2,155,81,8,23,16,0,77,0,35,3,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,8,0,36,0,450,20,470,755
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,232,2,105,73,2,8,91,0,31,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,46,0,366,11,377,553
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,233,1,69,37,4,12,0,0,20,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,1,16,0,179,19,198,342
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,234,1,44,27,4,5,18,0,14,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,8,0,142,10,152,233
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,235,1,89,40,1,3,21,1,19,0,9,5,2,1,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,26,0,225,11,236,392
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,236,2,127,114,9,12,85,1,60,6,57,8,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,1,95,0,590,29,619,1020
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,237,1,25,24,0,3,14,2,15,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,2,111,10,123,183
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,238,1,37,37,2,5,21,1,39,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,181,6,187,330
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,239,1,170,154,1,1,3,0,7,28,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,4,0,20,0,402,12,414,553
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,240,1,120,100,1,0,0,1,6,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,41,0,320,14,334,482
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,241,2,223,226,1,2,5,1,16,33,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,56,0,646,18,664,871
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,242,2,287,243,2,0,2,0,16,28,28,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,0,647,17,664,841
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,243,1,157,172,1,2,1,0,10,22,21,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,8,0,401,5,406,556
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,244,2,302,239,2,1,5,0,18,44,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,46,0,704,9,713,1008
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,245,1,44,46,1,2,0,2,5,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,122,5,127,174
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,246,2,88,112,1,1,0,0,28,26,16,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,285,7,292,362
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,247,1,62,87,0,1,1,0,3,31,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,12,0,221,9,230,305
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,248,2,371,374,10,1,4,0,95,11,16,3,2,0,1,0,0,2,0,0,0,0,0,1,1,1,0,1,1,44,0,939,35,974,1294
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,249,2,301,313,2,2,2,1,27,12,8,3,4,2,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,35,0,720,18,738,958
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,250,1,141,170,9,1,0,0,112,22,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,507,14,521,711
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,251,1,112,190,5,0,1,0,58,2,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,394,8,402,529
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,252,3,441,423,6,0,8,1,49,21,18,1,5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,41,10,1019,13,1042,1289
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,253,2,258,283,3,3,20,0,48,20,92,9,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,3,112,0,859,23,882,1151
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,254,2,165,137,4,2,3,1,47,20,64,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,112,0,571,8,579,757
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,255,1,82,85,1,0,4,0,17,8,49,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,45,0,297,11,308,389
1,18,NAYARIT,13,SANTA MARIA DEL ORO,8,JALA,256,1,148,147,2,1,1,0,23,9,47,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,5,2,56,0,445,15,460,575
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,257,2,421,144,5,1,31,0,42,0,52,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,28,0,733,21,754,1084
