Municipio,SECCION,CASILLAS,TOTAL,PAN,PRI,PRD,PVEM,DS,ADC,PRD-PAN,NO REG.,NULOS
MANZANILLO,263,263 C,241,68,105,40,11,3,9,,0,5
MANZANILLO,264,264 B,238,52,136,39,5,0,3,,0,3
MANZANILLO,264,264 C,237,58,123,42,6,0,5,,0,3
MANZANILLO,265,265 B,254,69,162,21,2,0,0,,0,0
MANZANILLO,266,266B,367,158,158,38,5,0,8,,0,0
MANZANILLO,267,267 B,366,138,168,45,3,0,3,,0,9
MANZANILLO,267,267 C,379,143,139,75,2,0,5,,0,15
MANZANILLO,268,268 B,510,236,139,86,9,0,38,,0,2
MANZANILLO,269,269 B,421,128,219,49,7,3,6,,0,9
MANZANILLO,269,269 C,441,140,217,50,18,2,11,,0,3
,,,,,,,,,,,,
MINATLAN,270,270 B,333,131,118,61,2,,4,,0,17
MINATLAN,270,270 C,354,123,157,55,0,,8,,0,11
MINATLAN,271,271 B,263,81,128,37,0,,4,,0,13
MINATLAN,271,271 C,248,83,119,35,0,,5,,0,6
MINATLAN,272,272 B,229,73,112,36,0,,1,,0,7
MINATLAN,272,272 C,249,60,140,38,0,,3,,0,8
MINATLAN,272,272 E,52,21,25,4,0,,2,,0,0
MINATLAN,273,273 B,150,30,93,15,0,,1,,0,11
MINATLAN,273,273 E1,93,3,81,6,0,,0,,0,3
MINATLAN,273,273 E2,143,6,104,33,0,,0,,0,0
MINATLAN,274,274 B,60,2,50,8,0,,0,,0,0
MINATLAN,274,274 E1,100,3,91,3,0,,0,,0,3
MINATLAN,274,274 E2,70,7,31,30,0,,0,,0,2
MINATLAN,275,275 B,345,159,147,37,0,,0,,0,2
MINATLAN,275,275 E,154,17,66,9,0,,3,,0,59
MINATLAN,276,276 B,273,38,171,29,2,,22,,0,11
MINATLAN,276,276 E1,59,4,43,6,0,,5,,0,1
MINATLAN,276,276 E2,91,12,52,22,0,,4,,0,1
,,,,,,,,,,,,
TECOMAN,277,277 B,324,60,154,92,0,,7,,0,11
TECOMAN,277,277 C1,319,69,155,80,0,,7,,0,8
TECOMAN,277,277 C2,324,69,148,99,0,,6,,0,2
TECOMAN,278,278 B,302,67,155,61,0,,8,,0,11
TECOMAN,278,278 C,289,64,142,64,0,,6,,0,13
TECOMAN,279,279 B,326,68,190,54,0,,9,,0,5
TECOMAN,280,280 B ,313,65,162,71,0,,7,,0,8
TECOMAN,280,280 C1,329,73,177,68,0,,7,,0,4
TECOMAN,280,280 C2,307,59,174,57,0,,11,,0,6
TECOMAN,281,281 B,297,81,160,43,0,,5,,0,8
TECOMAN,281,281 C,310,76,171,46,0,,13,,0,4
TECOMAN,282,282 B,328,80,174,64,2,,8,,0,0
TECOMAN,282,282 C1,316,102,137,61,0,,8,,0,8
TECOMAN,282,282 C2,347,91,163,79,1,,4,,0,9
TECOMAN,283,283 B,340,109,134,76,0,,12,,0,9
TECOMAN,283,283 C1,319,113,147,46,6,,3,,0,4
TECOMAN,283,283 C2,321,95,158,55,2,,11,,0,0
TECOMAN,284,284 B,246,67,119,42,0,,13,,0,5
TECOMAN,284,284 C,256,70,141,40,0,,1,,0,4
TECOMAN,285,285 B,401,87,221,58,5,,21,,0,9
TECOMAN,286,286 B,253,70,132,34,0,,13,,0,4
TECOMAN,286,286 C,268,58,159,37,1,,10,,0,3
TECOMAN,287,287 B,408,99,235,52,1,,6,,0,15
TECOMAN,288,288 B,378,95,220,50,0,,7,,0,6
TECOMAN,289,289 B,326,106,168,30,0,,12,,0,10
TECOMAN,289,289 C,309,120,148,34,0,,4,,0,3
TECOMAN,290,290 B,453,126,234,64,0,,25,,0,4
TECOMAN,290,290 C,435,119,233,65,1,,13,,0,4
TECOMAN,291,291 B,268,74,128,45,0,,15,,0,6
TECOMAN,291,291 C2,284,74,127,64,0,,10,,0,9
TECOMAN,291,291 C2,292,65,140,65,0,,8,,0,14
TECOMAN,292,292 B,298,70,169,46,0,,7,,0,6
TECOMAN,292,292 C,316,160,91,48,1,,7,,0,9
TECOMAN,293,293 B,267,69,147,36,2,,3,,0,10
TECOMAN,293,293 C,267,61,148,41,0,,8,,0,9
TECOMAN,294,294 B,431,115,263,30,0,,11,,0,12
TECOMAN,295,295 B,288,59,178,40,0,,7,,0,4
TECOMAN,295,295 C,281,83,158,29,0,,6,,0,5
TECOMAN,296,296 B,240,68,141,22,1,,5,,0,3
TECOMAN,296,296 C,243,68,137,26,0,,5,,0,7
TECOMAN,297,297 B,382,86,172,96,0,,18,,0,10
TECOMAN,297,297 C,356,87,180,70,3,,11,,0,5
TECOMAN,298,298 B,310,58,185,46,0,,14,,0,7
TECOMAN,298,298 C,281,75,149,39,0,,10,,1,7
TECOMAN,299,299 B,333,88,182,43,0,,20,,0,0
TECOMAN,299,299 C,327,80,187,43,0,,6,,0,11
TECOMAN,300,300 B,296,61,179,37,0,,10,,0,9
TECOMAN,300,300 C,305,58,222,12,0,,9,,0,4
TECOMAN,301,301 B,351,85,202,37,0,,18,,0,9
TECOMAN,301,301 C,322,69,187,46,0,,13,,0,7
TECOMAN,302,302 B,268,53,165,32,0,,10,,0,8
TECOMAN,302,302 C,258,61,141,49,0,,5,,0,2
TECOMAN,303,303 B,258,93,119,34,0,,4,,4,4
TECOMAN,303,303 C,243,71,125,35,0,,2,,0,10
TECOMAN,304,304 B,242,66,120,42,0,,9,,0,5
TECOMAN,304,304 C,259,54,139,51,0,,7,,1,7
TECOMAN,305,305 B,385,101,210,48,0,,15,,0,11
TECOMAN,305,305 C,391,105,213,49,0,,14,,0,10
TECOMAN,306,306 B,277,59,160,36,0,,12,,0,10
TECOMAN,306,306 C,268,61,143,45,0,,14,,0,5
TECOMAN,307,307 B,320,63,208,36,0,,8,,0,5
TECOMAN,307,307 C,305,58,206,27,0,,4,,0,10
TECOMAN,308,308 B,318,89,149,62,0,,12,,0,6
TECOMAN,308,308 C,312,86,160,54,0,,8,,0,4
TECOMAN,309,309 B,441,116,255,48,1,,14,,0,7
TECOMAN,310,310 B,238,69,131,33,0,,5,,0,0
TECOMAN,310,310 C,251,70,136,36,0,,6,,0,3
TECOMAN,311,311 B,283,66,150,51,0,,7,,0,9
TECOMAN,311,311 C1,285,72,148,54,0,,11,,0,0
TECOMAN,311,311 C2,301,70,172,36,1,,10,,0,12
TECOMAN,312,312 B,300,79,153,52,0,,6,,0,10
TECOMAN,312,312 C1,309,90,137,69,1,,8,,0,4
TECOMAN,312,312 C2,302,76,150,57,6,,5,,0,8
TECOMAN,312,312 C3,304,80,144,62,1,,3,,0,14
TECOMAN,313,313 B,285,76,136,58,0,,6,,0,9
TECOMAN,313,313 C,304,67,156,67,0,,5,,0,9
TECOMAN,314,314 B,259,72,129,40,0,,8,,0,10
TECOMAN,314,314 C,243,79,124,30,0,,6,,0,4
TECOMAN,315,315 B,258,58,139,51,2,,4,,0,4
TECOMAN,315,315 C,242,56,136,36,0,,6,,0,8
TECOMAN,316,316 B,384,81,168,116,0,,7,,0,12
TECOMAN,316,316 C,357,70,151,105,3,,9,,0,19
TECOMAN,317,317 B,216,33,130,46,1,,1,,0,5
TECOMAN,317,317 C,250,35,172,37,0,,3,,0,3
TECOMAN,318,318 B,244,37,96,99,0,,1,,0,11
TECOMAN,318,318 C,233,45,109,76,0,,3,,0,0
TECOMAN,319,319 B,236,41,117,66,0,,5,,0,7
TECOMAN,319,319 C,242,54,122,55,0,,2,,0,9
TECOMAN,320,320 B,399,85,223,67,0,,3,,0,21
TECOMAN,321,321 B,352,78,146,106,3,,10,,0,9
TECOMAN,321,321 C,363,83,138,116,2,,7,,0,17
TECOMAN,322,322 B,236,62,115,45,0,,6,,0,8
TECOMAN,323,323 B,196,43,101,44,0,,3,,0,5
TECOMAN,324,324 B,252,65,136,43,0,,3,,0,5
TECOMAN,324,324 C,248,45,154,41,3,,1,,0,4
TECOMAN,325,325 B,299,104,140,39,3,,4,,0,9
TECOMAN,326,326 B,368,122,147,89,0,,7,,0,3
TECOMAN,327,327 B,114,6,91,12,0,,2,,0,3
TECOMAN,328,328 B,280,28,160,89,1,,2,,0,0
TECOMAN,329,329 B,379,104,158,84,0,,11,,0,22
TECOMAN,329,329 C,372,73,193,92,0,,11,,0,3
TECOMAN,330,330 B,71,20,43,6,0,,2,,0,0
TECOMAN,331,331 B,114,11,53,46,0,,0,,0,4
TECOMAN,332,332 B,168,24,93,49,0,,1,,0,1
TECOMAN,333,333 B,172,6,142,22,0,,0,,0,2
TECOMAN,334,334 B,251,23,112,114,0,,1,,0,1
TECOMAN,334,334 C,246,23,111,103,0,,3,,0,6
TECOMAN,335,335 B,286,31,134,117,1,,3,,0,0
TECOMAN,335,335 C,280,16,137,111,0,,2,,0,14
TECOMAN,336,336 B,391,29,196,149,1,,3,,0,13
TECOMAN,336,336 C,397,29,200,168,0,,0,,0,0
,,,,,,,,,,,,
VILLA DE ALVAREZ,138,138 B,435,139,189,63,15,,15,,0,14
VILLA DE ALVAREZ,138,138 C1,416,123,196,60,12,,6,,0,19
VILLA DE ALVAREZ,138,138 C2,433,145,177,75,19,,10,,0,7
VILLA DE ALVAREZ,139,139 B,432,217,117,80,4,,7,,0,7
VILLA DE ALVAREZ,139,139 C1,428,222,129,48,11,,14,,0,4
VILLA DE ALVAREZ,139,139 C2,443,215,111,91,13,,10,,0,3
VILLA DE ALVAREZ,139,139 C3,449,206,142,69,10,,17,,0,5
VILLA DE ALVAREZ,140,140 B,359,144,116,72,8,,11,,0,8
VILLA DE ALVAREZ,140,140 C1,382,155,141,63,6,,10,,0,7
VILLA DE ALVAREZ,140,140 C2,393,173,124,75,3,,11,,0,7
VILLA DE ALVAREZ,141,141 B,467,233,151,66,7,,6,,0,4
VILLA DE ALVAREZ,142,142 B,274,108,94,59,3,,7,,0,3
VILLA DE ALVAREZ,142,142 C,287,123,86,60,7,,9,,0,2
VILLA DE ALVAREZ,143,143 B,302,143,96,42,14,,3,,0,4
VILLA DE ALVAREZ,143,143 C,308,122,114,57,10,,5,,0,0
VILLA DE ALVAREZ,144,144 B,468,229,141,71,11,,12,,0,4
VILLA DE ALVAREZ,144,144 C,484,236,160,62,9,,11,,0,6
VILLA DE ALVAREZ,145,145 B,442,192,135,58,42,,9,,0,6
VILLA DE ALVAREZ,145,145 C1,444,180,145,53,47,,10,,0,9
VILLA DE ALVAREZ,145,145 C2,482,183,165,76,38,,8,,0,12
VILLA DE ALVAREZ,145,145 C3,471,186,136,66,64,,12,,0,7
VILLA DE ALVAREZ,146,146 B,406,137,132,115,7,,5,,0,10
VILLA DE ALVAREZ,147,147 B,420,202,123,70,7,,12,,0,6
VILLA DE ALVAREZ,147,147 C1,395,183,143,45,7,,13,,0,4
VILLA DE ALVAREZ,147,147 C2,386,174,135,57,6,,12,,0,2
VILLA DE ALVAREZ,148,148 B,409,191,141,67,3,,4,,0,3
VILLA DE ALVAREZ,148,148 C1,420,160,154,81,3,,11,,0,11
VILLA DE ALVAREZ,148,148 C2,422,176,176,62,1,,3,,0,4
VILLA DE ALVAREZ,149,149 B,471,248,142,57,2,,10,,0,12
VILLA DE ALVAREZ,149,149 C,460,204,142,78,10,,17,,0,9
VILLA DE ALVAREZ,150,150 B,354,160,113,59,4,,8,,0,10
VILLA DE ALVAREZ,150,150 C,339,162,106,54,7,,4,,0,6
VILLA DE ALVAREZ,151,151 B,342,148,126,52,7,,2,,0,7
VILLA DE ALVAREZ,151,151 C,346,156,124,57,1,,7,,0,1
VILLA DE ALVAREZ,152,152 B,393,153,155,67,4,,3,,11,0
VILLA DE ALVAREZ,152,152 C,409,168,152,67,8,,8,,0,6
VILLA DE ALVAREZ,153,153 B,345,136,143,49,2,,9,,0,6
VILLA DE ALVAREZ,153,153 C,352,130,140,65,7,,7,,0,3
VILLA DE ALVAREZ,154,154 B,339,164,98,54,3,,5,,0,15
VILLA DE ALVAREZ,154,154 C,330,144,111,47,12,,12,,0,4
VILLA DE ALVAREZ,155,155 B,467,197,164,89,7,,5,,0,5
VILLA DE ALVAREZ,155,155 C,428,184,142,82,6,,6,,0,8
VILLA DE ALVAREZ,156,156 B,364,144,135,67,8,,8,,0,2
VILLA DE ALVAREZ,156,156 C,365,133,130,81,5,,12,,0,4
VILLA DE ALVAREZ,157,157 B,406,155,159,67,4,,14,,0,7
VILLA DE ALVAREZ,157,157 C,402,162,135,82,5,,13,,0,5
VILLA DE ALVAREZ,158,158 B,458,236,125,70,7,,8,,1,11
VILLA DE ALVAREZ,159,159 B,373,144,142,39,16,,24,,0,8
VILLA DE ALVAREZ,159,159 C1,377,161,138,48,13,,12,,0,5
VILLA DE ALVAREZ,159,159 C2,376,173,126,47,14,,9,,0,7
VILLA DE ALVAREZ,160,160 B,421,167,176,48,6,,14,,0,10
VILLA DE ALVAREZ,160,160 C,419,183,158,47,9,,15,,0,7
VILLA DE ALVAREZ,161,161 B,399,163,141,64,6,,15,,1,9
VILLA DE ALVAREZ,161,161 C1,423,172,160,67,2,,18,,0,4
VILLA DE ALVAREZ,161,161 C2,420,172,140,68,6,,23,,0,11
VILLA DE ALVAREZ,161,161 C3,401,163,128,79,6,,20,,1,4
VILLA DE ALVAREZ,162,162 B,481,247,136,73,7,,15,,0,3
VILLA DE ALVAREZ,163,163 B,522,248,169,80,6,,15,,0,4
VILLA DE ALVAREZ,163,163 C1,509,236,159,80,6,,18,,0,10
VILLA DE ALVAREZ,163,163 C2,516,249,175,61,13,,13,,0,5
VILLA DE ALVAREZ,163,163 C3,512,242,171,72,7,,16,,0,4
VILLA DE ALVAREZ,163,163 C4,530,251,154,95,13,,12,,0,5
VILLA DE ALVAREZ,163,163 C5,515,230,174,82,10,,16,,0,3
VILLA DE ALVAREZ,163,163 C6,500,217,170,70,17,,21,,0,5
VILLA DE ALVAREZ,167,167 C7,518,250,174,55,13,,22,,0,4
VILLA DE ALVAREZ,163,163 C8,516,244,154,81,14,,19,,0,4
VILLA DE ALVAREZ,164,164 B,371,178,129,47,6,,9,,0,2
VILLA DE ALVAREZ,164,164 C1,342,162,115,41,4,,15,,0,5
VILLA DE ALVAREZ,164,164 C2,356,179,121,35,10,,6,,1,4
VILLA DE ALVAREZ,165,165 B,363,179,130,30,8,,7,,0,9
VILLA DE ALVAREZ,165,165 C,363,188,97,54,7,,14,,0,3
VILLA DE ALVAREZ,166,166 B,102,39,54,4,0,,1,,0,4
VILLA DE ALVAREZ,166,166 E,58,16,37,2,0,,1,,0,2
VILLA DE ALVAREZ,167,167 B,118,6,105,6,0,,1,,0,0
VILLA DE ALVAREZ,167,167 E1,71,4,58,6,0,,2,,0,1
VILLA DE ALVAREZ,167,167 E2,136,26,89,19,0,,0,,0,2
VILLA DE ALVAREZ,168,168 B,223,31,121,59,4,,1,,0,7
VILLA DE ALVAREZ,169,169 B,138,63,57,11,1,,1,,0,5
