Seccion,Casilla,pan,pri,prd,pvem,pt,mc,morena,na,pes,mas,progresa,rsp,c_pan_pri_prd_rsp,c_pan_pri_prd,c_pan_pri_rsp,c_pan_prd_rsp,c_pri_prd_rsp,c_pan_pri,c_pan_prd,c_pan_rsp,c_pri_prd,c_pri_rsp,c_prd_rsp,c_mc_progresa,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
180,C3,46,17,13,20,16,18,113,13,5,5,18,6,5,2,0,0,1,0,1,0,0,0,0,2,0,30,331,665
181,B1,62,18,22,32,20,35,92,7,4,4,12,24,0,9,0,0,0,0,0,0,0,0,0,0,0,37,378,682
181,C1,51,18,8,15,17,29,105,13,3,8,14,6,0,9,8,0,0,1,1,2,0,0,0,1,0,23,332,682
181,E1,48,21,22,27,33,31,53,7,5,10,14,10,0,2,0,0,0,0,0,0,0,0,0,3,1,26,313,561
181,E1 C1,50,16,12,22,49,23,70,11,0,9,5,10,1,1,0,0,0,2,2,0,0,0,0,4,0,0,287,561
181,E1 C2,44,9,19,21,40,33,64,11,1,6,9,8,6,0,0,0,0,1,0,0,1,0,1,1,1,32,308,560
182,B1,49,15,6,19,32,27,83,14,3,4,4,6,0,7,0,0,0,0,0,0,0,0,0,0,0,15,284,597
182,C1,51,19,17,21,25,26,90,4,2,7,8,5,7,3,0,0,0,0,0,0,0,0,0,1,0,18,304,597
182,C2,49,15,18,20,34,24,97,5,2,3,5,6,1,1,0,1,0,2,2,1,0,0,0,1,1,18,306,597
182,C3,58,20,15,22,30,36,98,20,2,4,8,2,1,6,0,0,0,1,0,0,0,0,0,1,0,15,339,597
183,B1,68,24,20,20,37,48,117,12,2,7,5,19,8,7,1,0,0,2,2,1,0,1,0,0,0,27,428,736
183,C1,59,28,17,35,33,50,127,6,9,7,11,13,0,8,0,0,0,1,2,0,0,0,0,1,0,25,432,736
184,B1,55,27,18,45,30,47,75,16,5,6,5,32,0,3,1,0,0,2,0,0,0,5,1,1,0,29,403,742
185,B1,54,32,25,16,42,25,102,7,3,7,7,7,7,7,2,0,0,3,0,0,1,0,0,0,0,21,368,689
185,C1,42,21,21,15,51,26,95,8,1,4,6,8,8,0,1,0,0,5,1,0,0,0,0,1,0,33,347,688
185,C2,48,19,15,15,54,31,103,12,5,4,1,7,5,2,1,0,0,1,0,0,0,0,0,0,0,0,323,688
185,C3,54,27,17,24,51,27,135,13,4,3,11,8,6,5,0,0,0,1,0,0,0,0,0,1,0,17,404,688
186,B1,48,19,9,19,52,32,83,11,6,1,11,5,6,1,0,0,0,2,0,0,1,0,0,2,0,22,330,599
186,C1,42,27,4,23,38,25,77,19,3,6,3,3,10,0,0,0,0,0,0,0,0,0,0,4,0,21,305,599
186,C2,40,35,8,23,47,28,70,16,3,7,12,5,0,0,0,0,1,1,12,0,0,1,0,1,0,34,344,599
186,C3,43,24,7,26,40,23,72,21,6,4,7,0,4,5,0,0,0,1,0,0,1,0,0,6,0,25,315,599
187,B1,21,12,5,11,4,24,90,9,1,4,3,5,0,3,6,0,0,1,0,0,0,0,0,0,0,14,213,377
187,C1,36,15,6,10,3,17,94,7,3,4,5,1,6,6,0,0,0,0,2,0,0,0,0,2,0,12,229,377
934,B1,52,23,16,20,20,22,78,7,6,7,6,6,0,7,10,0,0,1,0,0,0,0,0,2,0,21,304,572
934,C1,54,12,25,25,22,43,61,7,6,2,7,8,5,4,1,1,0,0,0,1,0,0,0,1,0,14,299,571
934,C2,70,16,31,7,17,37,58,14,5,4,7,0,4,3,1,0,0,2,4,0,0,0,0,1,0,17,298,571
934,C3,75,21,25,21,14,26,71,10,3,3,4,2,7,5,0,1,0,2,1,0,0,0,0,1,0,0,292,571
935,B1,73,21,24,18,33,24,80,8,8,10,7,13,12,10,1,0,0,2,1,1,0,0,0,0,0,18,364,741
935,C1,72,32,18,15,36,44,79,9,3,6,5,13,12,7,1,0,0,4,0,1,1,0,1,3,0,28,390,740
935,C2,76,16,22,37,38,32,88,11,2,3,9,7,2,2,1,2,0,2,1,1,0,0,0,2,0,14,368,740
Totales,,14702,5742,3379,5147,8916,8479,22493,4576,1116,1571,2208,1879,1081,1139,141,46,21,292,150,42,68,26,19,441,55,4322,88051,151072
