Seccion,Casilla,pan,pri,prd,pvem,pt,mc,morena,na,pes,mas,progresa,rsp,c_pan_pri_prd_rsp,c_pan_pri_prd,c_pan_pri_rsp,c_pan_prd_rsp,c_pri_prd_rsp,c_pan_pri,c_pan_prd,c_pan_rsp,c_pri_prd,c_pri_rsp,c_prd_rsp,c_mc_progresa,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
499,C1,75,32,20,15,7,13,106,4,1,1,3,30,19,0,0,0,0,0,0,0,0,0,0,0,0,7,333,544
499,C2,59,25,25,13,7,24,109,5,1,1,2,28,8,4,2,1,0,4,0,0,0,0,0,1,0,19,338,544
500,B1,124,43,39,17,7,33,134,9,2,4,4,33,12,12,0,0,0,2,0,1,1,0,0,1,0,19,497,710
911,B1,62,35,13,17,9,17,186,7,1,1,1,23,10,0,0,0,0,1,0,0,0,0,0,2,0,18,403,606
911,C1,67,26,17,16,9,23,139,13,3,0,6,13,5,0,0,1,0,1,0,0,0,0,0,1,0,12,352,606
911,C2,72,32,17,22,12,25,134,12,1,2,5,25,3,5,0,0,0,0,0,0,0,1,0,0,0,26,394,606
911,C3,67,22,20,4,8,26,157,7,2,1,3,33,4,3,0,0,0,0,2,0,0,0,1,0,0,10,370,606
911,C4,51,37,12,17,6,22,153,6,1,4,3,29,4,3,0,0,0,1,0,0,0,1,0,2,0,18,370,606
912,B1,95,43,8,11,10,27,158,2,1,4,3,18,0,7,0,0,0,0,2,0,1,0,0,0,0,17,407,608
912,C1,75,32,15,27,10,20,163,3,4,2,1,18,3,5,0,0,0,4,1,0,0,0,0,0,0,23,406,608
912,C2,83,44,12,15,11,17,144,1,2,2,3,22,8,5,0,0,0,1,0,0,0,0,0,2,0,16,388,608
912,C3,71,47,18,17,9,25,147,9,0,2,2,17,9,5,0,1,0,4,0,0,0,1,0,0,0,16,400,608
913,B1,62,35,6,25,7,20,135,9,0,0,1,25,0,9,7,0,0,0,0,0,0,0,0,1,0,0,342,678
913,C1,61,19,14,26,7,20,154,14,1,2,2,27,4,1,1,1,0,3,1,0,0,0,0,0,0,29,387,678
913,C2,61,27,11,21,20,31,143,10,0,1,2,31,4,8,0,0,0,3,0,0,0,0,0,0,0,17,390,678
913,C3,48,25,11,42,12,28,173,4,2,2,2,18,10,1,0,0,0,0,0,0,1,0,0,0,0,0,379,678
925,B1,92,39,17,12,4,24,123,11,3,1,3,36,2,0,0,0,0,5,3,0,0,0,0,1,0,27,403,665
925,C1,72,28,14,24,17,35,155,7,2,1,7,38,3,5,0,0,2,1,0,0,0,0,1,1,0,19,432,665
925,C2,84,36,26,12,12,36,153,4,1,2,7,24,3,8,1,0,0,0,0,1,0,0,0,1,5,24,440,665
926,B1,90,39,25,12,10,22,156,11,0,1,7,36,14,7,5,5,0,2,0,0,0,0,0,1,0,19,462,703
926,C1,90,28,20,18,9,20,160,9,4,1,2,40,0,0,0,0,0,0,0,0,18,0,0,0,0,5,424,703
926,C2,98,35,22,19,9,29,141,10,1,3,1,32,0,0,0,0,0,0,0,0,0,0,0,38,0,0,438,703
926,C3,94,29,27,21,10,28,134,11,1,2,7,30,10,8,0,1,0,3,1,0,1,0,0,0,0,15,433,702
927,B1,94,50,36,17,3,14,131,4,1,2,1,47,11,8,0,0,0,2,2,1,0,1,0,0,0,18,443,676
927,C1,96,46,31,18,7,14,132,2,2,2,1,45,26,0,0,0,0,0,0,0,0,0,0,1,0,0,423,675
927,C2,87,34,34,13,2,16,115,4,0,5,3,58,12,4,1,1,1,2,3,3,0,1,1,0,0,19,419,675
927,S1,10,1,1,2,2,5,20,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,4,54,0
928,B1,99,27,17,27,5,24,122,4,4,2,7,29,6,7,0,0,0,3,0,1,0,0,1,1,0,17,403,615
928,C1,93,27,19,7,3,24,119,2,2,1,5,22,9,8,1,0,0,0,0,0,1,1,0,0,0,21,365,614
929,B1,68,36,38,10,6,12,103,2,1,3,0,54,20,0,0,0,0,0,0,0,0,0,0,1,0,0,354,617
929,C1,102,30,37,26,5,12,85,3,1,1,4,34,7,0,0,0,0,3,0,0,0,0,0,2,0,9,361,617
929,C2,70,41,22,19,8,12,94,1,0,3,0,55,16,0,0,0,0,0,0,0,0,0,0,0,0,14,355,617
929,C3,81,25,30,32,3,15,89,3,1,2,2,40,25,0,0,0,0,0,0,0,0,0,0,0,0,22,370,616
930,B1,53,35,32,22,3,9,75,3,1,1,1,26,12,8,0,0,0,5,0,1,1,1,0,0,0,15,304,574
930,C1,66,30,31,27,5,9,87,2,1,2,3,23,4,11,1,0,0,2,1,0,0,0,0,1,0,19,325,573
931,B1,110,25,14,23,9,38,161,2,3,2,7,12,6,8,0,0,0,0,0,1,0,0,0,1,0,16,438,699
931,C1,107,27,19,18,12,27,141,0,0,3,7,19,7,13,0,0,0,3,1,0,1,0,0,2,0,22,429,699
931,C2,120,24,14,20,7,31,172,6,0,2,5,10,8,13,4,0,0,0,1,0,0,1,0,0,0,16,454,698
931,C3,120,24,14,20,7,31,162,6,0,2,5,10,8,13,1,0,0,4,1,0,0,0,0,0,0,16,444,698
932,B1,96,29,25,22,9,16,123,5,1,0,3,24,29,0,0,0,0,0,0,0,0,0,0,1,0,13,396,709
932,C1,102,32,27,18,11,20,114,7,1,2,5,31,27,0,0,0,0,0,0,0,0,0,0,0,1,18,416,709
932,C2,82,27,20,24,8,29,132,5,0,1,2,36,0,12,0,0,0,1,3,0,0,0,0,0,2,18,402,709
932,C3,104,34,51,17,9,23,104,8,2,2,5,26,14,5,0,0,0,3,0,0,0,0,0,0,0,19,426,708
933,B1,90,27,21,21,11,26,128,3,2,1,5,19,7,11,1,1,1,3,0,0,0,0,0,3,0,16,397,627
933,C1,83,27,29,10,10,24,128,3,4,2,3,17,15,0,0,0,0,0,0,0,0,0,0,1,0,0,356,627
933,C2,81,28,17,13,19,17,146,12,3,0,1,21,7,3,0,0,0,3,1,0,1,0,0,0,0,19,392,627
1002,VMORA,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
Totales,,21497,7946,4944,5459,2364,6518,36208,1882,377,498,931,7113,1667,1518,147,54,37,397,147,73,69,48,33,207,31,4175,104340,172563
