CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,381,1,162,52,33,3,37,5,6,112,31,7,6,2,1,6,2,0,3,5,473,0,6,479,682
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,382,3,292,67,59,32,121,54,31,319,143,18,13,8,2,28,9,1,13,40,1250,0,50,1300,1991
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,383,5,405,125,133,71,168,38,37,626,195,25,22,10,12,47,5,6,11,61,1997,1,44,2042,2900
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,384,3,256,76,38,24,103,18,16,330,91,9,12,14,1,28,5,6,27,46,1100,12,28,1140,1588
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,385,4,243,105,69,37,151,38,29,488,192,23,14,3,9,46,7,5,17,41,1517,15,40,1572,2508
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,386,4,264,116,100,49,149,28,31,398,161,26,16,12,6,45,12,4,14,53,1484,1,31,1516,2299
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,389,2,143,35,104,32,50,14,4,102,44,9,5,3,4,13,1,1,9,31,604,0,36,640,1011
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,612,3,98,69,61,37,109,27,13,257,128,13,12,2,6,37,4,7,6,24,910,1,29,940,1546
4,17,MORELOS,2,CUERNAVACA,7,CUERNAVACA,907,1,72,23,34,20,37,4,3,112,29,7,4,0,1,7,2,2,6,18,381,0,15,396,658
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,256,4,230,87,55,49,132,22,35,447,118,16,21,12,7,43,9,4,10,36,1333,0,42,1375,1998
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,257,9,544,164,200,128,375,71,102,1230,361,42,44,23,20,108,16,20,29,113,3590,1,102,3693,6051
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,258,1,60,32,14,11,64,15,10,126,51,2,2,6,2,6,3,1,0,12,417,0,11,428,659
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,259,1,54,23,23,9,38,12,17,129,34,5,5,0,1,5,5,6,5,15,386,0,11,397,544
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,260,1,56,29,27,12,43,6,13,153,49,13,5,3,4,15,1,1,6,28,464,1,0,465,713
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,261,1,66,27,17,12,34,10,7,143,46,5,8,2,0,1,4,0,5,12,399,1,5,405,602
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,282,3,173,44,32,46,126,27,34,372,101,13,13,2,6,40,5,4,14,35,1087,0,22,1109,1651
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,283,3,347,36,48,38,124,83,24,386,90,8,12,4,2,30,7,6,12,33,1290,0,30,1320,1592
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,284,3,176,49,45,29,122,18,26,418,132,15,20,6,3,43,5,5,8,50,1170,1,39,1210,1818
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,285,2,165,58,40,17,96,7,22,309,93,8,7,5,1,33,4,2,12,33,912,1,21,934,1353
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,286,2,122,37,28,18,149,15,29,328,107,9,6,8,2,27,4,5,17,31,942,0,12,954,1435
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,287,2,126,29,33,28,72,19,34,286,81,12,16,5,2,41,2,2,9,37,834,0,17,851,1235
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,288,3,170,54,51,22,127,18,24,464,130,10,10,2,3,36,8,2,7,34,1172,0,29,1201,1882
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,305,3,287,99,70,40,138,28,38,454,98,15,22,2,5,37,9,6,14,37,1399,1,42,1442,2201
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,306,3,157,57,44,24,102,21,25,377,107,10,12,8,4,36,9,2,5,36,1036,1,33,1070,1572
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,307,2,160,53,19,18,98,15,19,291,74,2,7,8,1,22,4,5,4,25,825,1,15,841,1128
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,308,2,161,46,57,24,108,17,22,278,114,20,6,7,5,20,34,2,6,29,956,0,20,976,1419
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,309,4,303,94,96,53,192,45,45,693,197,14,14,10,6,67,6,5,13,56,1909,2,41,1952,2913
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,310,2,196,53,30,17,67,14,17,178,62,6,5,9,4,22,1,0,6,23,710,0,17,727,1023
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,331,2,148,20,40,13,63,12,20,179,46,13,6,3,0,19,4,4,8,20,618,1,11,630,885
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,332,3,194,61,71,31,110,24,24,350,124,27,13,7,3,31,4,5,23,12,1114,2,20,1136,1676
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,333,3,226,65,62,35,139,20,31,394,109,16,15,4,2,50,4,4,15,41,1232,0,29,1261,1847
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,334,3,180,35,47,29,114,23,22,394,98,20,13,4,8,39,10,11,9,30,1086,2,31,1119,1745
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,335,3,206,57,46,36,94,15,28,373,115,17,15,19,6,33,8,3,16,50,1137,0,40,1177,1781
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,336,2,163,46,46,22,100,19,25,274,81,6,6,5,2,17,4,6,12,29,863,1,16,880,1281
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,337,2,135,47,31,26,77,18,17,246,76,6,9,5,1,16,3,2,7,47,769,0,18,787,1139
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,338,4,270,96,70,45,152,23,41,467,161,33,32,14,13,43,5,10,14,53,1542,1,30,1573,2273
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,339,2,117,41,37,33,101,17,12,283,73,8,5,7,6,32,5,4,9,33,823,0,15,838,1339
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,340,3,202,50,68,33,140,33,21,458,160,12,12,12,6,50,6,5,22,22,1312,0,31,1343,2019
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,341,2,179,30,30,13,60,16,16,149,53,6,2,3,3,15,1,3,2,14,595,0,9,604,795
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,342,2,207,40,33,23,65,9,24,152,56,4,9,3,2,15,1,3,2,8,656,0,17,673,925
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,359,2,96,34,46,16,67,13,14,234,76,9,14,4,1,16,6,2,8,24,680,0,19,699,1042
4,17,MORELOS,3,TEPOZTLAN,7,CUERNAVACA,360,2,100,36,58,24,87,12,25,323,104,27,14,4,8,24,4,3,12,43,908,1,23,932,1418
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,412,3,169,75,112,86,112,45,36,436,116,17,31,0,5,48,6,9,11,40,1354,0,67,1421,1715
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,413,3,126,78,97,81,128,27,34,383,136,21,35,5,2,43,3,1,10,24,1234,0,45,1279,1623
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,414,2,94,66,71,67,139,21,20,343,120,11,36,2,1,15,15,2,8,24,1055,12,20,1087,1444
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,415,1,15,16,13,5,13,0,0,39,9,2,23,0,1,1,0,1,0,5,143,0,5,148,185
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,416,3,107,70,121,69,132,26,53,468,140,28,27,5,7,46,6,5,11,74,1395,0,56,1451,1980
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,417,4,96,112,156,79,207,37,29,517,229,22,17,3,2,41,5,11,17,73,1653,0,41,1694,2286
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,418,3,117,88,110,34,101,21,43,344,114,28,87,3,6,43,7,4,4,70,1224,1,47,1272,1693
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,419,3,91,308,56,72,120,46,27,217,75,11,46,6,0,22,1,0,2,63,1163,0,63,1226,1547
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,420,2,78,42,39,22,58,23,11,220,49,6,9,3,1,23,1,1,12,16,614,0,26,640,905
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,421,1,55,25,49,12,39,12,13,123,25,2,4,1,1,12,6,4,5,3,391,0,7,398,578
4,17,MORELOS,3,TEPOZTLAN,9,HUITZILAC,422,2,85,40,35,22,58,4,13,175,56,5,14,2,2,6,2,4,4,21,548,0,21,569,795
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,670,3,77,45,92,33,107,58,23,381,106,15,17,4,5,15,6,1,17,58,1060,1,48,1109,1555
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,671,2,57,44,74,28,109,42,28,346,83,5,13,0,1,20,3,2,8,47,910,0,29,939,1416
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,672,1,38,20,23,10,31,16,14,148,33,1,5,1,0,12,0,1,8,18,379,0,21,400,554
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,673,3,105,76,94,29,86,48,36,484,101,8,17,4,5,18,5,12,4,43,1175,0,36,1211,1629
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,674,2,55,57,73,28,94,33,23,330,75,8,9,3,2,18,2,2,10,54,876,0,9,885,1142
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,675,3,100,48,119,48,123,45,49,432,98,14,14,5,12,29,7,9,8,73,1233,0,47,1280,1955
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,676,4,86,54,104,48,140,34,31,425,120,11,10,6,4,16,6,2,8,39,1144,0,45,1189,1614
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,677,2,80,39,84,24,91,47,13,410,97,8,12,2,7,22,0,5,7,50,998,1,24,1023,1436
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,678,3,60,60,70,26,119,50,30,376,87,9,11,2,4,38,2,6,15,47,1012,0,42,1054,1564
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,679,3,73,45,89,47,117,37,22,350,107,13,8,5,5,21,4,2,8,44,997,0,44,1041,1568
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,680,3,123,55,115,54,116,39,49,235,122,7,6,2,3,38,4,6,4,60,1038,1,66,1105,1543
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,681,2,12,54,153,25,79,27,13,259,62,8,14,0,1,21,4,3,10,51,796,0,50,846,1258
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,682,5,101,75,149,80,183,68,49,681,141,16,14,6,6,55,9,10,38,54,1735,1,68,1804,3199
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,683,3,49,36,110,29,112,66,45,424,82,4,8,6,3,35,3,1,15,41,1069,0,35,1104,1754
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,684,2,28,22,82,28,97,25,17,143,26,9,13,1,3,6,5,3,8,38,554,0,24,578,965
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,685,2,37,69,99,22,69,32,22,276,62,7,6,3,2,14,2,0,7,16,745,0,40,785,1175
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,686,5,189,69,142,54,186,55,40,639,197,12,25,3,16,44,5,5,21,97,1799,0,41,1840,2873
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,687,2,37,36,54,20,37,9,14,258,36,7,11,2,3,22,3,3,12,71,635,0,8,643,969
4,17,MORELOS,3,TEPOZTLAN,20,TEPOZTLAN,688,2,27,12,107,12,39,16,10,196,46,2,3,2,5,15,1,1,8,35,537,0,31,568,950
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,703,3,179,24,47,11,125,43,68,355,126,9,44,1,6,32,3,2,11,165,1251,0,50,1301,1694
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,704,3,125,31,25,13,165,35,72,383,125,5,32,3,1,25,3,1,12,158,1214,0,56,1270,1660
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,705,2,104,16,61,17,80,29,68,161,61,16,60,2,2,11,4,2,4,45,743,0,40,783,1032
4,17,MORELOS,3,TEPOZTLAN,23,TLALNEPANTLA,706,1,31,13,59,11,28,5,7,162,53,6,2,0,0,6,1,2,5,53,444,0,16,460,641
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,760,2,56,10,114,11,97,11,21,401,128,7,7,0,1,18,2,3,10,232,1129,0,21,1150,1357
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,761,4,104,53,221,33,125,31,25,648,205,20,7,2,1,30,2,3,18,275,1803,0,62,1865,2301
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,762,3,57,27,158,16,120,13,20,479,162,6,8,2,0,32,4,2,13,259,1378,0,46,1424,1831
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,763,2,53,27,97,12,68,5,26,266,103,10,5,1,0,11,4,1,11,223,923,0,30,953,1144
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,764,2,36,104,122,22,55,15,20,243,80,10,6,3,5,14,4,2,8,102,851,0,28,879,1077
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,765,1,48,15,52,10,49,12,15,127,58,7,6,1,1,7,1,1,5,79,494,0,26,520,682
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,766,3,99,41,106,25,143,27,22,347,140,9,19,0,1,21,3,5,13,134,1155,1,45,1201,1586
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,767,3,82,27,172,27,128,26,31,380,111,18,14,2,11,32,4,1,19,121,1206,0,62,1268,1882
4,17,MORELOS,3,TEPOZTLAN,26,TLAYACAPAN,768,3,133,48,254,45,130,39,56,355,109,20,9,6,3,19,4,2,17,133,1382,0,48,1430,2239
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,769,4,91,88,119,44,229,21,96,503,269,8,26,1,3,34,9,10,20,86,1657,1,68,1726,2293
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,770,3,108,60,86,30,145,17,87,278,181,8,20,5,2,32,4,2,11,59,1135,0,40,1175,1523
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,771,3,80,81,101,34,190,27,95,327,784,9,13,4,0,25,7,5,10,60,1852,0,67,1919,1719
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,772,1,15,5,32,5,29,1,23,50,15,0,1,0,2,11,0,2,3,4,198,0,6,204,260
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,773,3,55,42,170,71,158,20,66,237,496,51,10,1,5,34,1,5,19,35,1476,4,35,1515,1595
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,774,1,20,5,32,12,31,8,14,84,36,3,3,0,0,8,1,1,1,35,294,0,14,308,381
4,17,MORELOS,3,TEPOZTLAN,27,TOTOLAPAN,775,1,10,2,19,7,25,2,3,76,20,5,1,0,0,8,1,2,3,15,199,0,8,207,232
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,12,4,147,53,126,82,328,73,47,439,134,34,164,2,4,41,4,2,6,103,1789,0,75,1864,2515
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,13,3,101,50,96,62,277,66,31,347,111,31,77,1,3,17,4,4,6,103,1387,0,53,1440,1842
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,14,2,97,25,70,55,166,61,17,255,90,18,79,3,2,11,4,1,4,73,1031,2,35,1068,1431
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,15,3,107,42,127,78,231,66,28,342,99,31,92,3,2,18,2,2,12,62,1344,0,56,1400,2206
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,16,2,48,18,57,27,60,46,9,119,27,18,32,0,1,4,2,1,7,35,511,1,19,531,769
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,17,3,134,40,124,34,152,123,23,194,66,28,50,7,3,20,2,3,7,97,1107,0,54,1161,1515
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,18,2,69,54,47,54,141,33,15,181,53,9,37,2,1,7,1,2,1,43,750,0,48,798,1113
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,19,5,161,88,180,121,392,126,42,495,190,49,152,3,8,37,8,12,22,144,2230,0,108,2338,3626
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,20,1,110,37,23,14,21,8,5,54,13,0,4,3,1,2,0,0,0,7,302,0,5,307,462
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,21,1,145,32,23,21,19,9,5,54,13,6,3,0,9,1,0,1,1,10,352,0,6,358,515
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,22,1,162,34,17,19,41,10,8,74,8,3,4,4,0,6,0,0,2,13,405,0,12,417,667
4,17,MORELOS,4,YECAPIXTLA,2,ATLATLAHUCAN,23,1,99,14,10,16,20,7,3,41,6,1,4,0,0,0,0,0,0,3,224,0,0,224,337
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,97,6,264,115,295,113,202,125,66,914,241,42,47,85,15,71,9,14,19,105,2742,0,85,2827,4219
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,98,2,94,44,112,17,58,29,14,129,77,7,5,2,4,11,1,1,6,29,640,0,15,655,1056
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,99,3,112,47,198,30,115,82,44,437,127,12,40,7,5,25,1,2,9,45,1338,0,28,1366,2057
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,100,4,82,63,222,41,146,68,22,524,149,17,35,2,6,51,15,5,22,108,1578,0,74,1652,2672
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,101,2,92,41,66,17,52,49,22,298,62,6,9,5,3,21,2,2,13,40,800,0,25,825,1154
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,102,5,256,87,203,82,165,88,48,739,182,25,22,7,13,65,7,4,19,72,2084,0,75,2159,3733
4,17,MORELOS,4,YECAPIXTLA,6,CUAUTLA,181,4,102,63,199,53,120,58,30,486,93,35,13,6,9,45,5,8,11,89,1425,1,71,1497,2644
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,569,3,250,80,321,60,132,84,45,323,138,22,80,8,23,32,5,8,12,53,1676,1,37,1714,2077
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,570,2,123,45,96,22,56,33,23,157,77,10,24,6,5,11,2,1,4,28,723,0,26,749,894
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,571,2,134,21,157,32,49,99,25,109,63,20,99,10,18,8,1,2,6,25,878,0,27,905,1108
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,572,2,52,14,88,137,89,14,24,149,75,15,96,0,3,9,2,1,1,352,1121,0,31,1152,1296
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,573,2,40,19,119,91,104,26,11,146,61,11,47,0,6,18,2,3,4,46,754,0,40,794,986
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,574,2,68,21,96,60,104,47,30,106,71,41,33,4,13,14,3,1,3,14,729,0,35,764,851
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,575,3,68,88,137,244,133,24,30,217,136,23,47,4,5,29,2,3,13,114,1317,0,46,1363,1691
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,576,2,83,69,112,231,131,26,16,143,94,16,57,4,9,16,2,3,3,58,1073,0,66,1139,1448
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,577,1,42,56,68,41,69,28,60,111,44,9,23,0,4,7,2,1,2,27,594,0,16,610,739
4,17,MORELOS,4,YECAPIXTLA,16,OCUITUCO,578,3,130,35,196,127,125,100,85,290,85,35,55,15,19,27,6,7,13,24,1374,0,38,1412,1920
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,695,4,252,60,220,46,355,52,52,465,151,30,36,2,6,23,5,4,5,84,1848,2,72,1922,2467
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,696,3,139,42,254,39,284,44,45,386,105,33,26,2,4,19,9,4,7,91,1533,0,58,1591,2052
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,697,5,263,125,335,80,468,93,139,716,171,33,57,4,8,53,34,9,11,89,2688,0,80,2768,3542
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,698,2,77,48,286,26,73,30,24,117,178,17,14,2,3,7,0,6,6,17,931,0,46,977,1209
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,699,2,80,77,113,38,149,36,80,190,54,17,4,2,4,18,3,4,3,16,888,0,28,916,1255
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,700,2,84,74,132,66,156,43,109,99,47,7,11,1,5,23,4,2,2,16,881,0,22,903,1384
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,701,2,58,61,106,40,144,27,66,199,64,10,7,2,0,17,1,3,2,33,840,0,50,890,1215
4,17,MORELOS,4,YECAPIXTLA,22,TETELA DEL VOLCAN,702,2,69,86,92,58,155,34,47,222,58,4,3,4,2,17,1,2,4,20,878,0,32,910,1330
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,850,4,401,39,326,89,240,51,42,474,149,66,19,10,12,53,8,4,12,35,2030,0,66,2096,2828
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,851,4,267,44,170,47,214,34,25,418,121,21,11,6,7,34,2,7,2,45,1475,0,42,1517,1723
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,852,5,513,90,289,118,331,75,56,591,174,47,21,14,14,34,7,20,20,54,2468,0,85,2553,3701
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,853,3,269,56,153,92,169,36,15,219,72,43,24,11,7,27,6,9,8,27,1243,0,95,1338,2058
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,854,3,187,22,144,48,146,41,15,234,102,31,9,12,3,32,4,5,8,34,1077,0,46,1123,1521
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,855,3,298,51,243,61,221,38,25,452,138,32,11,10,2,27,7,5,9,46,1676,0,30,1706,2190
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,856,3,150,31,336,58,204,19,4,261,74,48,13,6,22,25,10,1,5,28,1295,0,41,1336,1748
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,857,2,222,25,207,55,151,14,6,121,68,33,10,8,17,15,4,10,13,30,1009,1,55,1065,1491
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,858,3,227,49,229,62,150,33,21,258,99,62,23,7,32,18,6,5,12,86,1379,0,67,1446,2017
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,859,4,237,60,321,63,221,53,28,329,151,46,14,13,32,39,7,6,20,84,1724,0,87,1811,2826
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,860,3,186,27,90,37,104,35,30,262,61,15,11,9,6,36,7,8,9,24,957,3,43,1003,1670
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,861,3,150,32,110,28,109,22,24,224,72,22,6,5,10,13,7,3,16,40,893,0,38,931,1580
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,862,3,168,50,142,41,136,30,23,323,83,18,12,4,9,29,5,3,8,35,1119,0,37,1156,1881
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,863,4,215,54,175,46,138,39,32,355,99,29,18,7,7,38,3,5,17,51,1328,0,60,1388,2370
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,864,4,182,42,142,50,140,35,22,393,85,34,15,6,6,37,6,6,14,54,1269,0,62,1331,2485
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,865,2,74,30,36,13,73,16,10,180,48,5,8,5,1,20,6,1,8,16,550,0,21,571,947
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,866,2,56,11,46,23,79,12,7,177,57,12,6,1,2,18,4,2,10,19,542,0,33,575,789
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,867,2,106,48,155,57,147,32,8,135,51,21,2,3,10,25,3,19,7,24,853,0,35,888,1173
4,17,MORELOS,4,YECAPIXTLA,30,YECAPIXTLA,868,1,45,9,55,20,50,9,13,38,20,14,1,3,4,8,2,1,2,10,304,0,25,329,465
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,895,2,23,81,53,36,70,118,32,154,124,11,26,1,0,1,5,0,0,27,762,0,35,797,980
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,896,2,61,52,51,39,97,129,18,255,128,16,58,2,0,17,2,0,7,48,980,0,42,1022,1211
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,897,2,26,61,51,32,51,54,20,157,104,8,36,2,3,10,3,4,5,25,652,0,39,691,838
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,898,2,64,33,103,54,84,140,30,198,117,18,34,0,4,12,1,0,5,23,920,0,42,962,1153
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,899,2,81,46,98,70,90,230,27,190,133,15,70,8,7,9,1,1,3,31,1110,1,44,1155,1340
4,17,MORELOS,4,YECAPIXTLA,32,ZACUALPAN DE AMILPAS,900,3,59,79,101,66,131,381,21,284,208,20,58,4,5,19,11,12,9,9,1477,0,46,1523,1660
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,901,3,99,153,145,56,131,28,58,334,168,16,19,3,5,20,6,3,10,42,1296,0,76,1372,1830
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,902,4,135,139,242,88,237,49,87,435,253,26,27,2,4,27,2,3,16,47,1819,0,71,1890,2599
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,903,1,45,81,75,27,57,22,32,124,59,2,5,0,0,11,1,0,8,5,554,0,19,573,747
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,904,2,60,68,109,43,135,23,47,264,105,7,9,0,3,9,1,1,10,15,909,0,32,941,1203
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,905,3,100,81,114,87,186,45,57,439,154,23,6,2,1,18,5,11,10,47,1386,10,45,1441,1838
4,17,MORELOS,4,YECAPIXTLA,33,TEMOAC,906,4,65,269,45,206,201,21,240,654,389,7,7,1,2,34,6,5,12,30,2194,0,41,2235,2779
