CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION,DEMARCACION,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PLC,PAN_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,297,2,156,293,5,0,6,2,5,74,1,2,,7,7,3,0,,,,,561,0,11,572,788
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,298,2,130,270,17,6,18,4,21,109,5,0,,3,7,7,0,,,,,597,0,31,628,882
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,299,2,215,283,23,9,9,2,20,35,3,0,,9,5,1,1,,,,,615,0,52,667,1043
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,300,1,65,134,2,1,6,0,6,42,1,0,,1,2,0,0,,,,,260,0,17,277,452
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,301,2,319,404,24,5,5,1,4,105,3,0,,11,5,2,0,,,,,888,0,90,978,1370
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,302,1,45,65,3,0,0,0,2,55,1,0,,4,0,0,0,,,,,175,0,20,195,288
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,22,MIGUEL HIDALGO Y COSTILLA,490,1,29,37,3,1,2,2,2,20,1,0,,0,1,1,2,,,,,101,0,3,104,141
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,273,6,195,273,11,4,7,8,12,532,4,1,,11,3,1,0,,,,,1062,0,91,1153,1899
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,278,4,384,409,9,8,9,5,7,606,3,2,,8,1,2,0,,,,,1453,0,141,1594,2798
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,281,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,4
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,285,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,2,0,1,3,7
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,288,1,71,59,4,2,0,0,1,105,0,0,,2,0,0,0,,,,,244,0,35,279,444
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,289,2,131,148,16,1,6,3,31,142,0,1,,9,3,7,0,,,,,498,0,21,519,757
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,290,1,20,8,1,0,0,0,3,39,0,0,,0,0,0,0,,,,,71,0,2,73,129
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,291,2,217,159,4,5,10,2,7,134,0,0,,3,2,1,0,,,,,544,0,55,599,887
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,292,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,,,,,1,0,0,1,2
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,293,1,82,94,2,1,0,0,1,108,0,0,,9,2,5,0,,,,,304,0,4,308,431
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,295,2,68,139,7,3,11,10,11,250,1,0,,1,2,0,0,,,,,503,0,19,522,774
 ,4,CAMPECHE,14,CANDELARIA,10,CANDELARIA,23,MONCLOVA,301,2,4,2,0,0,0,0,1,8,0,0,,0,0,0,0,,,,,15,0,1,16,106
 ,4,CAMPECHE,21,XPUJIL CALAKMUL,11,CALAKMUL,24,CONSTITUCION,359,2,175,234,9,0,0,0,3,123,0,140,,7,6,2,2,,,,,701,0,74,775,959
 ,4,CAMPECHE,21,XPUJIL CALAKMUL,11,CALAKMUL,24,CONSTITUCION,360,2,227,253,24,8,9,3,15,193,2,50,,8,9,0,1,,,,,802,7,71,880,1343
 ,4,CAMPECHE,21,XPUJIL CALAKMUL,11,CALAKMUL,24,CONSTITUCION,362,2,131,154,9,6,14,2,5,210,4,84,,3,1,1,0,,,,,624,0,45,669,949
 ,4,CAMPECHE,21,XPUJIL CALAKMUL,11,CALAKMUL,24,CONSTITUCION,417,1,34,135,4,2,6,2,3,31,1,35,,14,0,0,0,,,,,267,0,18,285,370
