CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,C04,105,110,7,6,9,3,14,31,4,13,8,,310,6,316,684,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC105C04O389.JPG
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,C05,103,112,9,12,6,3,11,34,2,11,8,,311,13,324,684,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC105C05O391.JPG
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,C06,103,100,17,10,5,2,25,36,4,9,4,,315,16,331,684,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC105C06O393.JPG
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,C07,74,121,10,14,10,9,19,31,1,6,15,,310,12,322,684,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC105C07O395.JPG
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,C08,117,101,9,10,8,0,17,42,11,10,15,,340,13,353,684,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC105C08O398.JPG
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,106,B,108,125,21,8,4,6,22,46,22,15,23,,400,13,413,625,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC106BO400.JPG
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,106,C01,127,134,13,13,3,6,13,44,22,8,8,,391,19,410,624,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC106C01O402.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,107,B,100,90,18,3,11,10,21,25,5,27,3,,313,16,329,644,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC107BO531.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,107,C01,73,124,18,7,4,8,12,37,7,19,0,,309,13,322,643,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC107C01O533.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,108,B,73,119,16,10,19,11,10,45,2,10,2,,317,27,344,727,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC108BO535.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,108,C01,63,123,13,10,24,5,8,30,12,11,1,,300,9,309,727,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC108C01O537.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,108,C02,77,121,14,13,22,7,13,45,10,17,0,,339,12,351,726,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC108C02O539.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,108,C03,91,136,14,6,18,2,5,27,6,13,4,,322,9,331,726,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC108C03O541.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,B,114,135,16,8,11,5,5,32,2,9,4,,341,16,357,686,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC109BO543.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,C01,96,120,10,3,18,7,6,22,3,12,6,,303,7,310,686,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC109C01O545.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,C02,99,123,10,6,12,1,11,32,2,27,5,,328,7,335,685,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC109C02O547.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,110,B,94,125,5,7,8,5,64,36,5,15,3,,367,20,387,605,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC110BO484.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,110,C01,71,100,6,9,5,11,66,27,5,13,4,,317,17,334,604,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC110C01O486.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,B,72,104,5,5,16,2,9,32,6,16,4,,271,5,276,564,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC111BO550.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,C01,71,126,9,7,10,4,10,23,7,8,10,,285,7,292,563,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC111C01O551.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,C02,67,113,11,8,15,4,11,28,4,8,3,,272,8,280,563,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC111C02O553.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,B,83,110,14,8,12,1,16,44,9,12,3,,312,3,315,663,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC112BO555.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,C01,96,112,10,6,5,6,10,41,5,11,4,,306,14,320,663,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC112C01O557.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,C02,92,100,10,8,4,5,9,30,9,8,2,,277,12,289,663,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC112C02O559.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,C03,74,112,9,9,9,3,11,45,7,20,1,,300,10,310,662,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC112C03O561.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,C04,67,104,20,8,7,4,14,35,13,17,5,,294,9,303,662,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC112C04O564.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,113,B,87,91,12,3,9,5,0,28,0,10,2,,247,16,263,418,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC113BO487.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,113,C01,102,82,7,8,3,3,30,21,4,6,0,,266,15,281,417,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC113C01O489.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,114,B,109,93,12,9,3,2,45,27,2,26,0,,328,20,348,616,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC114BO492.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,114,C01,142,95,10,2,8,3,56,37,8,12,4,,377,12,389,616,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC114C01O493.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,115,B,79,79,6,1,4,2,36,16,2,16,0,,241,5,246,424,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC115BO495.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,115,C01,81,81,6,0,0,2,22,12,5,10,0,,219,6,225,423,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC115C01O498.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,116,B,98,123,3,13,3,3,5,3,5,6,5,,267,9,276,536,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC116BO499.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,116,C01,91,101,12,5,7,1,36,24,0,12,3,,292,11,303,535,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC116C01O501.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,B,91,101,11,8,5,3,43,20,5,15,0,,302,9,311,505,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC117BO504.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,C01,65,79,6,5,7,2,26,13,3,8,2,,216,6,222,505,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC117C01O505.JPG
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,C02,89,105,13,6,8,0,13,30,4,11,3,,282,14,296,505,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC117C02O508.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,118,B,103,149,3,3,2,1,7,9,3,20,11,,311,16,327,430,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC118BO680.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,118,C01,112,135,2,6,2,2,2,9,3,23,5,,301,10,311,429,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC118C01O682.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,119,B,73,137,18,0,0,0,3,7,11,40,0,,289,12,301,362,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC119BO684.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,120,B,95,210,94,6,2,3,5,7,3,90,6,,521,33,554,735,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC120BO685.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,121,B,53,118,4,6,4,2,7,33,4,56,2,,289,17,306,416,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC121BO689.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,121,C01,81,87,9,3,3,1,6,14,3,85,0,,292,19,311,415,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC121C01O688.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,B,59,150,9,4,2,4,16,31,2,8,0,,285,10,295,465,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC122BO691.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,C01,53,141,10,6,3,3,16,28,8,9,3,,280,10,290,465,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC122C01O694.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,123,B,204,234,7,12,2,9,13,14,1,12,4,,512,21,533,715,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC123BO696.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,124,B,113,156,6,0,3,6,5,10,4,9,11,,323,3,326,457,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC124BO697.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,124,C01,141,144,13,3,1,3,2,13,2,6,7,,335,12,347,456,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC124C01O699.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,124,E01,86,76,11,8,4,5,8,35,7,18,0,,258,9,267,659,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL124E01O.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,124,E01C01,79,70,13,4,5,5,10,40,5,19,2,,252,12,264,658,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL124E01C01O.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,124,E01C02,95,85,11,3,6,4,11,30,5,16,0,,266,10,276,658,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC124E01C02O705.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,125,B,83,166,10,5,12,2,5,33,3,11,7,,337,15,352,736,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC125BO565.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,125,C01,100,139,8,9,9,8,13,27,1,8,34,,356,10,366,735,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC125C01O568.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,B,71,156,5,8,6,3,2,29,9,8,7,,304,14,318,628,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC126BO569.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,C01,79,141,7,5,5,7,2,24,9,22,4,,305,10,315,628,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC126C01O571.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,C02,87,161,4,10,5,4,6,22,5,6,0,,310,9,319,627,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC126C02O573.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,127,B,56,130,5,1,5,11,9,23,4,11,9,,264,16,280,502,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC127BO575.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,127,C01,60,116,6,7,11,7,11,27,12,11,0,,268,14,282,501,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC127C01O577.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,128,B,31,97,6,0,1,0,0,3,1,7,0,,146,7,153,219,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC128BO579.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,129,B,216,255,11,4,0,14,6,12,1,11,1,,531,0,531,691,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC129BO707.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,129,C01,265,208,9,0,0,6,6,8,2,9,0,,513,16,529,690,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC129C01O709.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,130,B,95,106,2,4,3,2,12,26,8,1,3,,262,9,271,397,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC130BO711.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,131,B,95,79,1,1,1,0,5,6,1,9,0,,198,5,203,236,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC131BO713.JPG
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,132,B,40,65,4,0,1,1,7,18,0,12,0,,148,6,154,187,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC132BO715.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,133,B,130,204,1,4,2,2,5,6,3,33,3,,393,10,403,475,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC133BO581.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,134,B,43,140,7,0,2,0,3,8,1,5,0,,209,4,213,275,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC134BO584.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,134,E01,6,61,2,1,0,0,2,1,0,2,3,,78,0,78,125,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC134E01O585.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,135,B,90,171,6,2,1,0,14,5,3,11,4,,307,14,321,399,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC135BO587.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,135,C01,117,167,4,0,1,0,3,2,3,2,0,,299,8,307,398,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC135C01O589.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,136,B,56,70,2,1,1,0,5,6,0,4,1,,146,2,148,179,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC136BO592.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,137,B,18,103,1,2,1,1,5,15,1,6,2,,155,4,159,224,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC137BO593.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,138,B,137,168,2,5,1,0,6,2,4,16,11,,352,18,370,474,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC138BO596.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,B,84,152,39,7,2,2,12,55,2,10,5,,370,27,397,689,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC139BO597.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,C01,99,131,40,0,4,3,13,57,2,16,0,,365,13,378,656,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC139C01O599.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,C02,104,125,81,7,3,3,19,51,0,11,0,,404,12,416,656,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC139C02O602.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,C03,85,111,50,7,2,5,8,45,2,21,5,,341,22,363,656,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC139C03O604.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,B,96,125,28,1,2,1,9,9,2,20,1,,294,11,305,448,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC140BO605.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,C01,99,155,13,0,4,1,13,14,1,10,4,,314,10,324,448,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC140C01O608.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,B,109,140,15,1,2,1,17,8,0,4,3,,300,11,311,446,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC141BO609.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,C01,105,140,7,4,0,1,14,16,0,13,5,,305,3,308,445,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC141C01O610.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,B,114,212,41,0,2,1,23,13,2,14,9,,431,14,445,624,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC142BO613.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,C01,121,152,41,0,0,1,18,17,1,13,8,,372,25,397,624,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC142C01O615.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,C02,114,191,44,1,5,2,17,11,0,4,5,,394,17,411,623,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC142C02O618.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,C03,115,168,32,7,3,3,30,25,1,6,3,,393,19,412,623,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC142C03O620.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,143,B,64,156,8,0,0,1,1,10,1,22,2,,265,6,271,323,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC143BO621.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,144,B,42,67,4,1,3,1,13,19,1,6,1,,158,0,158,213,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC144BO624.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,145,B,81,120,9,3,2,2,5,5,1,7,3,,238,6,244,397,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC145BO626.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,145,C01,94,83,12,1,2,0,6,26,2,10,3,,239,7,246,397,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC145C01O627.JPG
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,146,B,61,165,22,1,1,4,3,114,2,5,0,,378,5,383,444,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC146BO629.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,147,B,14,58,7,5,0,6,77,201,2,3,4,,377,7,384,501,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC147BO1712.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,147,C01,8,86,6,2,4,5,59,188,0,8,2,,368,11,379,500,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC147C01O1710.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,147,C02,12,81,5,6,0,6,55,180,0,3,5,,353,8,361,500,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC147C02O1707.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,148,B,0,0,0,2,1,4,43,219,2,10,4,,285,8,293,519,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC148BO1713.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,148,C01,11,115,4,2,0,4,33,219,0,4,2,,394,7,401,518,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC148C01O1715.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,149,B,23,86,5,2,8,6,38,252,0,12,5,,437,12,449,546,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC149BO1719.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,149,C01,34,92,2,3,2,4,33,219,0,3,2,,394,9,403,546,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC149C01O1717.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,150,B,18,85,2,8,1,2,37,139,0,5,5,,302,8,310,384,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC150BO1721.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,150,C01,8,76,4,2,1,1,41,149,0,4,6,,292,5,297,383,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC150C01O1724.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,151,B,25,63,3,2,2,2,28,168,0,3,4,,300,5,305,401,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC151BO1725.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,151,C01,23,71,5,7,1,2,45,150,0,2,0,,306,8,314,400,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC151C01O1728.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,151,S01,0,7,0,1,0,0,2,19,0,1,0,,30,0,30,,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC151S01O41.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,152,B,21,106,7,0,1,8,26,228,0,1,0,,398,8,406,511,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC152BO1729.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,152,C01,21,10,2,0,2,4,30,201,0,3,0,,273,12,285,510,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC152C01O1732.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,153,B,8,88,2,7,9,3,45,216,3,8,6,,395,10,405,497,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC153BO1734.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,153,C01,9,67,3,2,9,5,49,230,1,9,3,,387,6,393,496,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC153C01O1736.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,154,B,17,79,1,5,3,6,56,216,1,4,3,,391,7,398,535,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC154BO1737.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,154,C01,16,81,5,0,4,7,68,194,0,6,0,,381,10,391,535,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC154C01O1739.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,154,C02,16,66,3,5,2,4,51,220,0,1,4,,372,7,379,535,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC154C02O1741.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,155,B,10,98,4,8,2,4,47,305,0,2,2,,482,14,496,641,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC155BO1744.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,155,C01,15,71,2,3,1,1,46,334,0,2,6,,481,8,489,641,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC155C01O1746.JPG
3,4,CAMPECHE,17,CALKINÍ,2,CALKINÍ,156,B,12,58,1,2,0,4,47,172,0,0,2,,298,11,309,401,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC156BO1747.JPG
