Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 6 - APATZINGAN,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,134,270,64,6,2,3,1,0,0,0,0,2,0,0,0,0,0,0,0,9,491,1013
Sección 126 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,196,38,4,1,0,0,,,,,0,,0,,,0,,0,0,266,645
Total,,,27,196,38,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,645
Sección 127 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,151,34,1,0,0,0,,,,,0,,5,,,0,,0,7,205,372
E1,AC,Urna tradicional,13,113,8,1,1,0,0,,,,,0,,1,,,9,,0,2,148,279
Total,,,20,264,42,2,1,0,0,0,0,0,0,0,0,6,0,0,9,0,0,9,353,651
Sección 128 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,4,105,69,0,1,0,0,,,,,0,,1,,,1,,0,15,196,662
Total,,,4,105,69,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,196,662
Sección 129 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,22,225,23,1,2,1,0,,,,,0,,10,,,1,,1,3,289,467
C1,AC,Urna tradicional,16,182,56,0,0,1,0,,,,,0,,0,,,0,,0,5,260,468
Total,,,38,407,79,1,2,2,0,0,0,0,0,0,0,10,0,0,1,0,1,8,549,935
Sección 130 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,2,73,27,0,0,0,0,,,,,0,,0,,,0,,1,9,112,284
Total,,,2,73,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,112,284
Sección 131 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,1,135,12,0,0,0,0,,,,,0,,0,,,0,,0,1,149,222
Total,,,1,135,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149,222
Sección 2660 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,34,112,40,6,3,2,1,,,,,0,,1,,,0,,0,7,206,437
Total,,,34,112,40,6,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,7,206,437
Sección 2661 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,33,191,47,2,0,0,0,,,,,0,,1,,,0,,0,11,285,398
Total,,,33,191,47,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,285,398
Sección 2662 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,58,176,55,1,1,1,0,,,,,1,,6,,,0,,0,14,313,633
Total,,,58,176,55,1,1,1,0,0,0,0,0,1,0,6,0,0,0,0,0,14,313,633
Sección 2663 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,0,72,14,0,0,0,0,,,,,0,,0,,,0,,0,4,90,195
Total,,,0,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,90,195
Sección 2664 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,16,103,20,0,0,0,0,,,,,0,,0,,,0,,0,1,140,264
Total,,,16,103,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,264
Sección 2665 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,5,118,35,3,2,0,0,,,,,5,,4,,,0,,0,7,179,402
Total,,,5,118,35,3,2,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7,179,402
Total municipal,,,7872,24653,10446,845,214,100,130,0,0,0,0,141,0,287,0,0,227,0,24,1318,46257,94298
