Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 54 - MORELIA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
B,AC,Urna tradicional,137,146,45,7,6,9,9,,,,,4,,11,1,,,,0,7,382,675
C1,AC,Urna tradicional,130,126,47,4,2,21,2,,,,,3,,8,2,,,,0,22,367,675
Total,,,267,272,92,11,8,30,11,0,0,0,0,7,0,19,3,0,0,0,0,29,749,1350
Sección 1012 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,136,136,37,8,3,3,4,,,,,1,,5,7,,,,1,20,361,712
C1,AC,Urna tradicional,156,136,54,9,3,7,8,,,,,1,,5,3,,,,0,14,396,713
Total,,,292,272,91,17,6,10,12,0,0,0,0,2,0,10,10,0,0,0,1,34,757,1425
Sección 1013 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,133,119,49,8,4,4,3,,,,,5,,6,2,,,,0,17,350,707
C1,AC,Urna tradicional,126,162,66,8,3,4,3,,,,,9,,5,3,,,,0,11,400,707
Total,,,259,281,115,16,7,8,6,0,0,0,0,14,0,11,5,0,0,0,0,28,750,1414
Sección 1014 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,132,125,54,3,2,2,8,,,,,2,,8,2,,,,1,11,350,666
C1,AC,Urna tradicional,125,136,49,13,1,7,3,,,,,3,,7,6,,,,0,14,364,666
Total,,,257,261,103,16,3,9,11,0,0,0,0,5,0,15,8,0,0,0,1,25,714,1332
Sección 1015 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,69,127,48,3,4,5,5,,,,,0,,3,4,,,,0,11,279,527
C1,AC,Urna tradicional,86,137,35,2,4,1,4,,,,,2,,7,4,,,,1,7,290,528
C2,AC,Urna tradicional,68,115,55,5,4,4,6,,,,,6,,4,2,,,,0,17,286,528
Total,,,223,379,138,10,12,10,15,0,0,0,0,8,0,14,10,0,0,0,1,35,855,1583
Sección 1016 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,114,105,37,5,8,3,3,,,,,2,,1,2,,,,1,11,292,443
C1,AC,Urna tradicional,113,90,40,4,3,2,1,,,,,6,,8,5,,,,0,14,286,443
Total,,,227,195,77,9,11,5,4,0,0,0,0,8,0,9,7,0,0,0,1,25,578,886
Sección 1017 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,72,81,59,3,3,4,4,,,,,1,,2,3,,,,0,7,239,395
C1,AC,Urna tradicional,68,90,31,3,3,9,5,,,,,3,,7,0,,,,0,3,222,395
Total,,,140,171,90,6,6,13,9,0,0,0,0,4,0,9,3,0,0,0,0,10,461,790
Sección 1018 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,104,44,4,2,3,0,,,,,4,,3,3,,,,0,10,278,444
C1,AC,Urna tradicional,80,114,27,6,2,6,1,,,,,4,,6,1,,,,0,5,252,445
Total,,,181,218,71,10,4,9,1,0,0,0,0,8,0,9,4,0,0,0,0,15,530,889
Sección 1019 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,111,83,34,4,2,3,4,,,,,8,,1,3,,,,0,17,270,503
C1,AC,Urna tradicional,105,104,34,0,3,4,2,,,,,3,,3,1,,,,1,19,279,504
Total,,,216,187,68,4,5,7,6,0,0,0,0,11,0,4,4,0,0,0,1,36,549,1007
Sección 1020 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,142,45,2,4,9,1,,,,,2,,4,3,,,,0,13,348,682
C1,AC,Urna tradicional,136,131,81,4,3,7,2,,,,,2,,6,5,,,,0,9,386,682
Total,,,259,273,126,6,7,16,3,0,0,0,0,4,0,10,8,0,0,0,0,22,734,1364
Sección 1021 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,98,74,37,2,5,7,1,,,,,2,,4,4,,,,1,11,246,514
C1,AC,Urna tradicional,116,68,45,2,1,4,5,,,,,6,,3,3,,,,0,8,261,515
Total,,,214,142,82,4,6,11,6,0,0,0,0,8,0,7,7,0,0,0,1,19,507,1029
Sección 1022 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,102,100,39,1,4,2,5,,,,,2,,3,2,,,,0,8,268,433
Total,,,102,100,39,1,4,2,5,0,0,0,0,2,0,3,2,0,0,0,0,8,268,433
Sección 1023 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,113,44,4,4,11,1,,,,,3,,5,5,,,,0,13,307,537
Total,,,104,113,44,4,4,11,1,0,0,0,0,3,0,5,5,0,0,0,0,13,307,537
Sección 1024 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,114,113,34,4,3,3,3,,,,,6,,9,2,,,,0,5,296,484
Total,,,114,113,34,4,3,3,3,0,0,0,0,6,0,9,2,0,0,0,0,5,296,484
Sección 1025 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,160,84,30,8,1,7,3,,,,,4,,4,1,,,,3,17,322,580
Total,,,160,84,30,8,1,7,3,0,0,0,0,4,0,4,1,0,0,0,3,17,322,580
Sección 1026 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,173,151,43,5,3,7,0,,,,,4,,7,1,,,,1,12,407,724
Total,,,173,151,43,5,3,7,0,0,0,0,0,4,0,7,1,0,0,0,1,12,407,724
Sección 1027 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,131,60,19,4,1,5,0,,,,,2,,1,0,,,,0,6,229,403
Total,,,131,60,19,4,1,5,0,0,0,0,0,2,0,1,0,0,0,0,0,6,229,403
Sección 1028 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,142,75,28,8,4,5,3,,,,,3,,2,2,,,,1,12,285,451
Total,,,142,75,28,8,4,5,3,0,0,0,0,3,0,2,2,0,0,0,1,12,285,451
Sección 1029 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,113,73,20,1,4,6,1,,,,,3,,3,0,,,,0,7,231,383
C1,AC,Urna tradicional,83,64,37,1,1,1,1,,,,,4,,2,4,,,,1,10,209,384
Total,,,196,137,57,2,5,7,2,0,0,0,0,7,0,5,4,0,0,0,1,17,440,767
Sección 1030 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,103,92,28,5,1,3,0,,,,,4,,8,3,,,,0,5,252,491
C1,AC,Urna tradicional,88,110,30,6,1,2,3,,,,,4,,3,2,,,,0,8,257,491
Total,,,191,202,58,11,2,5,3,0,0,0,0,8,0,11,5,0,0,0,0,13,509,982
Sección 1031 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,106,30,2,3,9,2,,,,,4,,6,2,,,,0,7,277,544
C1,AC,Urna tradicional,127,102,29,5,3,7,5,,,,,6,,5,0,,,,0,7,296,544
Total,,,233,208,59,7,6,16,7,0,0,0,0,10,0,11,2,0,0,0,0,14,573,1088
Sección 1032 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,116,106,42,6,5,13,2,,,,,0,,5,0,,,,0,26,321,609
C1,AC,Urna tradicional,125,111,43,6,2,9,5,,,,,0,,4,3,,,,0,13,321,609
Total,,,241,217,85,12,7,22,7,0,0,0,0,0,0,9,3,0,0,0,0,39,642,1218
Sección 1033 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,89,105,54,4,2,6,2,,,,,6,,4,3,,,,0,11,286,575
C1,AC,Urna tradicional,96,107,50,6,5,8,5,,,,,2,,4,4,,,,0,9,296,575
C2,AC,Urna tradicional,110,109,49,9,4,2,1,,,,,5,,6,5,,,,0,6,306,576
Total,,,295,321,153,19,11,16,8,0,0,0,0,13,0,14,12,0,0,0,0,26,888,1726
Sección 1034 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,119,134,46,11,4,5,2,,,,,2,,5,2,,,,2,13,345,606
C1,AC,Urna tradicional,120,143,35,4,1,6,1,,,,,2,,5,3,,,,0,13,333,606
Total,,,239,277,81,15,5,11,3,0,0,0,0,4,0,10,5,0,0,0,2,26,678,1212
Sección 1035 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,128,159,34,4,6,5,5,,,,,7,,3,3,,,,0,15,369,709
C1,AC,Urna tradicional,152,127,41,3,5,8,1,,,,,4,,6,3,,,,0,14,364,709
C2,AC,Urna tradicional,120,135,44,7,2,9,3,,,,,5,,10,4,,,,0,16,355,709
C3,AC,Urna tradicional,143,118,26,10,5,13,6,,,,,3,,5,5,,,,0,13,347,709
C4,AC,Urna tradicional,124,128,47,8,3,10,4,,,,,5,,2,2,,,,0,17,350,709
C5,AC,Urna tradicional,130,126,45,5,8,5,1,,,,,1,,7,1,,,,0,10,339,710
C6,AC,Urna tradicional,143,105,43,4,4,2,6,,,,,6,,4,3,,,,0,16,336,710
Total,,,940,898,280,41,33,52,26,0,0,0,0,31,0,37,21,0,0,0,0,101,2460,4965
Sección 1036 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,89,28,0,3,5,3,,,,,1,,10,4,,,,0,6,253,625
C1,AC,Urna tradicional,107,115,28,5,5,7,3,,,,,4,,3,2,,,,0,12,291,625
C2,AC,Urna tradicional,109,114,40,5,0,8,2,,,,,3,,5,2,,,,0,10,298,625
C3,AC,Urna tradicional,121,129,27,4,0,6,4,,,,,3,,6,1,,,,0,7,308,626
C4,AC,Urna tradicional,114,116,26,4,1,3,2,,,,,3,,6,1,,,,0,9,285,626
C5,AC,Urna tradicional,124,105,26,5,4,6,4,,,,,5,,5,2,,,,0,8,294,626
Total,,,679,668,175,23,13,35,18,0,0,0,0,19,0,35,12,0,0,0,0,52,1729,3753
Sección 1037 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,156,142,44,4,7,4,3,,,,,6,,7,2,,,,0,14,389,717
C1,AC,Urna tradicional,164,126,45,3,0,9,0,,,,,4,,3,1,,,,0,18,373,717
C2,AC,Urna tradicional,171,121,48,2,7,5,2,,,,,7,,6,5,,,,0,12,386,717
Total,,,491,389,137,9,14,18,5,0,0,0,0,17,0,16,8,0,0,0,0,44,1148,2151
Sección 1038 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,132,105,30,4,6,5,2,,,,,4,,4,2,,,,1,8,303,553
C1,AC,Urna tradicional,108,101,26,4,4,4,0,,,,,6,,1,3,,,,2,9,268,553
C2,AC,Urna tradicional,122,110,29,3,1,3,4,,,,,2,,2,3,,,,0,10,289,554
Total,,,362,316,85,11,11,12,6,0,0,0,0,12,0,7,8,0,0,0,3,27,860,1660
Sección 1039 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,185,147,41,4,4,4,1,,,,,3,,4,1,,,,0,17,411,722
C1,AC,Urna tradicional,172,124,47,6,2,9,3,,,,,5,,2,2,,,,0,10,382,722
Total,,,357,271,88,10,6,13,4,0,0,0,0,8,0,6,3,0,0,0,0,27,793,1444
Sección 1040 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,124,51,7,5,4,4,,,,,4,,5,1,,,,0,8,336,656
C1,AC,Urna tradicional,150,108,54,1,3,8,4,,,,,3,,3,3,,,,0,5,342,657
Total,,,273,232,105,8,8,12,8,0,0,0,0,7,0,8,4,0,0,0,0,13,678,1313
Sección 1041 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,116,74,27,2,6,3,5,,,,,4,,6,4,,,,0,3,250,461
C1,AC,Urna tradicional,116,81,34,8,2,5,1,,,,,1,,4,1,,,,0,11,264,461
Total,,,232,155,61,10,8,8,6,0,0,0,0,5,0,10,5,0,0,0,0,14,514,922
Sección 1042 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,146,111,38,4,1,9,2,,,,,7,,7,2,,,,1,12,340,579
Total,,,146,111,38,4,1,9,2,0,0,0,0,7,0,7,2,0,0,0,1,12,340,579
Sección 1043 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,156,117,30,3,1,2,0,,,,,5,,4,2,,,,1,8,329,515
Total,,,156,117,30,3,1,2,0,0,0,0,0,5,0,4,2,0,0,0,1,8,329,515
Sección 1044 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,122,64,36,7,3,7,3,,,,,3,,1,5,,,,0,12,263,435
C1,AC,Urna tradicional,119,68,29,5,0,8,2,,,,,4,,3,2,,,,0,5,245,436
Total,,,241,132,65,12,3,15,5,0,0,0,0,7,0,4,7,0,0,0,0,17,508,871
Sección 1045 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,155,85,40,1,2,9,2,,,,,6,,4,0,,,,0,14,318,545
C1,AC,Urna tradicional,132,86,49,4,1,11,9,,,,,7,,3,4,,,,1,7,314,545
Total,,,287,171,89,5,3,20,11,0,0,0,0,13,0,7,4,0,0,0,1,21,632,1090
Sección 1046 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,55,32,3,1,2,0,,,,,4,,4,2,,,,0,5,188,457
C1,AC,Urna tradicional,94,42,35,5,0,7,2,,,,,0,,2,2,,,,0,5,194,457
Total,,,174,97,67,8,1,9,2,0,0,0,0,4,0,6,4,0,0,0,0,10,382,914
Sección 1047 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,110,88,39,3,2,2,0,,,,,2,,1,2,,,,0,11,260,488
C1,AC,Urna tradicional,110,79,28,6,1,2,3,,,,,6,,5,1,,,,0,10,251,488
Total,,,220,167,67,9,3,4,3,0,0,0,0,8,0,6,3,0,0,0,0,21,511,976
Sección 1048 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,85,69,40,0,0,4,6,,,,,2,,5,2,,,,0,10,223,387
C1,AC,Urna tradicional,82,74,30,1,2,4,2,,,,,1,,3,3,,,,1,5,208,387
Total,,,167,143,70,1,2,8,8,0,0,0,0,3,0,8,5,0,0,0,1,15,431,774
Sección 1049 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,85,43,3,3,2,0,,,,,3,,4,3,,,,0,7,233,395
C1,AC,Urna tradicional,91,81,37,4,4,1,3,,,,,1,,3,3,,,,0,7,235,395
Total,,,171,166,80,7,7,3,3,0,0,0,0,4,0,7,6,0,0,0,0,14,468,790
Sección 1050 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,110,116,41,5,3,5,5,,,,,5,,4,4,,,,0,17,315,483
C1,AC,Urna tradicional,105,98,56,5,2,7,1,,,,,1,,4,2,,,,0,11,292,483
Total,,,215,214,97,10,5,12,6,0,0,0,0,6,0,8,6,0,0,0,0,28,607,966
Sección 1051 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,109,118,33,6,3,4,1,,,,,1,,3,3,,,,0,9,290,584
C1,AC,Urna tradicional,93,124,40,4,3,3,1,,,,,5,,7,3,,,,1,12,296,584
Total,,,202,242,73,10,6,7,2,0,0,0,0,6,0,10,6,0,0,0,1,21,586,1168
Sección 1052 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,175,119,46,4,4,4,1,,,,,4,,3,2,,,,0,19,381,639
C1,AC,Urna tradicional,178,119,44,5,5,9,3,,,,,3,,7,2,,,,0,10,385,640
Total,,,353,238,90,9,9,13,4,0,0,0,0,7,0,10,4,0,0,0,0,29,766,1279
Sección 1053 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,135,103,46,5,6,2,6,,,,,2,,6,3,,,,1,8,323,591
C1,AC,Urna tradicional,123,123,49,6,1,6,8,,,,,5,,3,1,,,,1,12,338,591
C2,AC,Urna tradicional,136,137,31,0,7,7,0,,,,,3,,2,2,,,,0,5,330,592
Total,,,394,363,126,11,14,15,14,0,0,0,0,10,0,11,6,0,0,0,2,25,991,1774
Sección 1054 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,121,81,25,5,5,2,0,,,,,7,,2,3,,,,0,6,257,495
C1,AC,Urna tradicional,109,91,43,5,2,10,2,,,,,3,,3,3,,,,0,10,281,495
Total,,,230,172,68,10,7,12,2,0,0,0,0,10,0,5,6,0,0,0,0,16,538,990
Sección 1055 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,100,90,26,5,3,5,2,,,,,6,,7,1,,,,0,5,250,473
C1,AC,Urna tradicional,112,81,30,2,5,5,2,,,,,7,,3,1,,,,0,12,260,474
Total,,,212,171,56,7,8,10,4,0,0,0,0,13,0,10,2,0,0,0,0,17,510,947
Sección 1056 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,126,106,47,6,4,2,2,,,,,3,,3,4,,,,1,18,322,584
C1,AC,Urna tradicional,131,97,54,4,1,5,1,,,,,2,,10,0,,,,0,9,314,584
Total,,,257,203,101,10,5,7,3,0,0,0,0,5,0,13,4,0,0,0,1,27,636,1168
Sección 1057 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,122,111,61,5,2,6,0,,,,,2,,4,0,,,,0,13,326,612
C1,AC,Urna tradicional,121,101,44,9,5,8,5,,,,,2,,4,2,,,,0,12,313,612
C2,AC,Urna tradicional,125,121,64,6,4,9,3,,,,,3,,3,2,,,,0,11,351,613
Total,,,368,333,169,20,11,23,8,0,0,0,0,7,0,11,4,0,0,0,0,36,990,1837
Sección 1058 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,121,139,49,3,7,10,4,,,,,3,,9,0,,,,0,17,362,746
C1,AC,Urna tradicional,129,144,75,5,4,7,2,,,,,4,,13,5,,,,0,20,408,746
Total,,,250,283,124,8,11,17,6,0,0,0,0,7,0,22,5,0,0,0,0,37,770,1492
Sección 1059 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,135,134,62,6,1,5,0,,,,,5,,10,7,,,,0,11,376,698
C1,AC,Urna tradicional,162,123,47,3,4,7,1,,,,,5,,5,1,,,,1,6,365,698
C2,AC,Urna tradicional,127,126,60,4,8,5,3,,,,,3,,4,3,,,,0,19,362,698
C3,AC,Urna tradicional,133,118,56,4,5,11,3,,,,,6,,5,2,,,,0,16,359,698
C4,AC,Urna tradicional,120,149,49,5,8,3,3,,,,,6,,5,2,,,,1,12,363,699
Total,,,677,650,274,22,26,31,10,0,0,0,0,25,0,29,15,0,0,0,2,64,1825,3491
Sección 1060 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,170,161,43,8,7,19,3,,,,,4,,3,3,,,,0,25,446,723
C1,AC,Urna tradicional,163,144,71,7,3,13,3,,,,,4,,9,1,,,,0,15,433,723
C2,AC,Urna tradicional,172,134,65,4,6,18,4,,,,,3,,1,1,,,,1,16,425,724
Total,,,505,439,179,19,16,50,10,0,0,0,0,11,0,13,5,0,0,0,1,56,1304,2170
Sección 1061 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,85,92,49,7,1,4,3,,,,,3,,7,2,,,,0,9,262,404
Total,,,85,92,49,7,1,4,3,0,0,0,0,3,0,7,2,0,0,0,0,9,262,404
Sección 1062 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,117,119,42,10,3,3,4,,,,,1,,6,3,,,,0,13,321,579
C1,AC,Urna tradicional,76,130,30,7,2,5,2,,,,,4,,6,3,,,,1,14,280,580
Total,,,193,249,72,17,5,8,6,0,0,0,0,5,0,12,6,0,0,0,1,27,601,1159
Sección 1063 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,121,41,10,2,4,3,,,,,3,,8,3,,,,1,22,322,687
C1,AC,Urna tradicional,129,112,54,8,3,8,4,,,,,6,,4,5,,,,0,11,344,687
Total,,,233,233,95,18,5,12,7,0,0,0,0,9,0,12,8,0,0,0,1,33,666,1374
Sección 1064 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,105,35,1,6,2,4,,,,,5,,2,4,,,,0,11,293,483
C1,AC,Urna tradicional,130,96,30,2,1,7,3,,,,,7,,1,1,,,,0,16,294,484
Total,,,248,201,65,3,7,9,7,0,0,0,0,12,0,3,5,0,0,0,0,27,587,967
Sección 1065 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,130,104,35,1,7,2,1,,,,,2,,4,2,,,,0,12,300,515
Total,,,130,104,35,1,7,2,1,0,0,0,0,2,0,4,2,0,0,0,0,12,300,515
Sección 1066 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,121,121,22,6,3,4,4,,,,,3,,5,1,,,,0,14,304,520
C1,AC,Urna tradicional,116,108,30,4,3,4,5,,,,,0,,4,3,,,,1,13,291,521
Total,,,237,229,52,10,6,8,9,0,0,0,0,3,0,9,4,0,0,0,1,27,595,1041
Sección 1067 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,165,142,53,6,3,9,3,,,,,5,,2,3,,,,0,21,412,677
Total,,,165,142,53,6,3,9,3,0,0,0,0,5,0,2,3,0,0,0,0,21,412,677
Sección 1068 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,167,102,27,6,2,5,3,,,,,5,,2,2,,,,0,12,333,546
Total,,,167,102,27,6,2,5,3,0,0,0,0,5,0,2,2,0,0,0,0,12,333,546
Sección 1069 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,137,116,68,2,3,4,3,,,,,5,,0,5,,,,1,12,356,580
Total,,,137,116,68,2,3,4,3,0,0,0,0,5,0,0,5,0,0,0,1,12,356,580
Sección 1070 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,131,82,22,0,2,1,2,,,,,7,,4,2,,,,0,10,263,440
C1,AC,Urna tradicional,144,69,35,2,3,4,3,,,,,9,,5,2,,,,0,11,287,441
Total,,,275,151,57,2,5,5,5,0,0,0,0,16,0,9,4,0,0,0,0,21,550,881
Sección 1071 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,182,155,61,3,9,4,5,,,,,8,,9,6,,,,0,29,471,736
Total,,,182,155,61,3,9,4,5,0,0,0,0,8,0,9,6,0,0,0,0,29,471,736
Sección 1072 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,277,124,54,5,5,3,3,,,,,7,,10,3,,,,0,11,502,746
Total,,,277,124,54,5,5,3,3,0,0,0,0,7,0,10,3,0,0,0,0,11,502,746
Sección 1073 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,225,137,43,1,2,4,7,,,,,2,,6,2,,,,1,10,440,662
Total,,,225,137,43,1,2,4,7,0,0,0,0,2,0,6,2,0,0,0,1,10,440,662
Sección 1074 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,181,71,21,1,2,3,2,,,,,2,,0,2,,,,0,15,300,451
C1,AC,Urna tradicional,217,81,16,0,3,2,3,,,,,2,,0,0,,,,1,11,336,452
Total,,,398,152,37,1,5,5,5,0,0,0,0,4,0,0,2,0,0,0,1,26,636,903
Sección 1075 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,209,128,32,3,2,4,3,,,,,3,,9,1,,,,2,7,403,646
Total,,,209,128,32,3,2,4,3,0,0,0,0,3,0,9,1,0,0,0,2,7,403,646
Sección 1076 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,179,126,66,7,4,7,3,,,,,5,,9,4,,,,0,9,419,699
C1,AC,Urna tradicional,213,121,55,7,5,4,2,,,,,9,,4,4,,,,1,16,441,700
Total,,,392,247,121,14,9,11,5,0,0,0,0,14,0,13,8,0,0,0,1,25,860,1399
Sección 1077 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,147,110,40,6,3,3,3,,,,,7,,3,3,,,,0,9,334,527
C1,AC,Urna tradicional,158,83,37,6,3,4,2,,,,,3,,5,1,,,,2,6,310,527
C2,AC,Urna tradicional,152,96,18,8,1,2,6,,,,,7,,7,0,,,,0,13,310,527
Total,,,457,289,95,20,7,9,11,0,0,0,0,17,0,15,4,0,0,0,2,28,954,1581
Sección 1078 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,196,135,32,10,5,4,2,,,,,6,,5,3,,,,0,19,417,701
C1,AC,Urna tradicional,190,124,44,5,0,7,2,,,,,5,,5,6,,,,0,8,396,702
Total,,,386,259,76,15,5,11,4,0,0,0,0,11,0,10,9,0,0,0,0,27,813,1403
Sección 1079 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,231,135,36,0,5,4,2,,,,,7,,4,0,,,,0,14,438,664
Total,,,231,135,36,0,5,4,2,0,0,0,0,7,0,4,0,0,0,0,0,14,438,664
Sección 1080 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,248,100,32,3,4,5,1,,,,,7,,7,2,,,,0,17,426,602
Total,,,248,100,32,3,4,5,1,0,0,0,0,7,0,7,2,0,0,0,0,17,426,602
Sección 1081 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,129,128,29,11,2,1,5,,,,,2,,9,1,,,,0,12,329,536
C1,AC,Urna tradicional,151,125,26,4,5,2,3,,,,,1,,7,1,,,,0,8,333,537
Total,,,280,253,55,15,7,3,8,0,0,0,0,3,0,16,2,0,0,0,0,20,662,1073
Sección 1082 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,151,97,32,4,5,2,0,,,,,4,,7,3,,,,0,19,324,591
C1,AC,Urna tradicional,171,94,30,5,6,4,0,,,,,5,,4,3,,,,0,10,332,591
Total,,,322,191,62,9,11,6,0,0,0,0,0,9,0,11,6,0,0,0,0,29,656,1182
Sección 1083 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,103,60,15,1,3,1,1,,,,,2,,3,0,,,,0,5,194,490
C1,AC,Urna tradicional,95,66,11,0,3,2,0,,,,,2,,1,1,,,,0,3,184,491
Total,,,198,126,26,1,6,3,1,0,0,0,0,4,0,4,1,0,0,0,0,8,378,981
Sección 1084 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,138,108,44,4,1,2,2,,,,,0,,10,4,,,,0,11,324,666
C1,AC,Urna tradicional,148,129,33,6,8,5,2,,,,,7,,4,2,,,,0,5,349,667
Total,,,286,237,77,10,9,7,4,0,0,0,0,7,0,14,6,0,0,0,0,16,673,1333
Sección 1085 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,193,131,68,2,7,5,4,,,,,6,,5,1,,,,0,10,432,707
C1,AC,Urna tradicional,210,120,42,8,4,6,0,,,,,12,,7,3,,,,0,15,427,707
Total,,,403,251,110,10,11,11,4,0,0,0,0,18,0,12,4,0,0,0,0,25,859,1414
Sección 1086 ,,,,,,,,,,,,,,,,,,,,,,,,
