ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,PCPP,PSI,MORENA,ES,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC_PCPP_PSI,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_PCPP_PSI,PAN_MC_PCPP_PSI,PRD_MC_PCPP_PSI,PAN_PRD_MC,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,PRD_MC_PCPP,PRD_MC_PSI,PRD_PCPP_PSI,MC_PCPP_PSI,PAN_PRD,PAN_MC,PAN_PCPP,PAN_PSI,PRD_MC,PRD_PCPP,PRD_PSI,MC_PCPP,MC_PSI,PCPP_PSI,C_COMUN_PAN_PRD_MC_PCPP,PAN_PRD_MC,PAN_PRD_PCPP,PAN_MC_PCPP,PRD_MC_PCPP,PAN_PRD,PAN_MC,PAN_PCPP,PRD_MC,PRD_PCPP,MC_PCPP,C_COMUN_PAN_PRD_MC_PSI,PAN_PRD_MC,PAN_PRD_PSI,PAN_MC_PSI,PRD_MC_PSI,PAN_PRD,PAN_MC,PAN_PSI,PRD_MC,PRD_PSI,MC_PSI,C_COMUN_PAN_PRD_PCPP_PSI,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_PCPP_PSI,PRD_PCPP_PSI,PAN_PRD,PAN_PCPP,PAN_PSI,PRD_PCPP,PRD_PSI,PCPP_PSI,C_COMUN_PAN_MC_PCPP_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,MC_PCPP_PSI,PAN_MC,PAN_PCPP,PAN_PSI,MC_PCPP,MC_PSI,PCPP_PSI,C_COMUN_PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,C_COMUN_PAN_PRD_PCPP,PAN_PRD,PAN_PCPP,PRD_PCPP,C_COMUN_PAN_PRD_PSI,PAN_PRD,PAN_PSI,PRD_PSI,C_COMUN_PAN_MC_PCPP,PAN_MC,PAN_PCPP,MC_PCPP,C_COMUN_PAN_MC_PSI,PAN_MC,PAN_PSI,MC_PSI,C_COMUN_PAN_PCPP_PSI,PAN_PCPP,PAN_PSI,PCPP_PSI,C_COMUN_PRD_MC_PCPP,PRD_MC,PRD_PCPP,MC_PCPP,C_COMUN_PRD_MC_PSI,PRD_MC,PRD_PSI,MC_PSI,C_COMUN_PRD_PCPP_PSI,PRD_PCPP,PRD_PSI,PCPP_PSI,C_COMUN_PVEM_PCPP_PSI,PVEM_PCPP,PVEM_PSI,PCPP_PSI,C_COMUN_MC_PCPP_PSI,MC_PCPP,MC_PSI,PCPP_PSI,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PAN_PCPP,C_COMUN_PAN_PSI,C_COMUN_PRI_NA,C_COMUN_PRD_MC,C_COMUN_PRD_PCPP,C_COMUN_PRD_PSI,C_COMUN_PVEM_PCPP,C_COMUN_PVEM_PSI,C_COMUN_MC_PCPP,C_COMUN_MC_PSI,C_COMUN_NA_PCPP,C_COMUN_PCPP_PSI,CAN_IND1,CAN_IND2,CAN_IND3,CAN_IND4,CAN_IND5,CAN_IND6,CAN_IND7,CAN_IND8,CAN_IND9,CAN_IND10,CAN_IND11,CAN_IND12,CAN_IND13,CAN_IND14,CAN_IND15,CAN_IND16,CAN_IND17,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,56,CHILA,4,8,87,1088,1415,12,,64,,11,5,49,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2759,2,86,2847,3935,
21,PUEBLA,57,CHILA DE LA SAL,2,3,184,459,1,6,,1,0,0,1,236,25,5,2,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,930,0,8,938,1212,
21,PUEBLA,59,CHILCHOTLA,7,19,2569,937,964,1038,323,1419,184,13,725,148,22,50,15,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,8422,0,835,9257,12104,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_CHILCHOTLA.pdf
21,PUEBLA,60,CHINANTLA,3,5,380,579,100,14,,2,81,80,6,150,3,28,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1424,0,39,1463,2323,
21,PUEBLA,31,COATEPEC,1,1,30,187,0,0,,77,,225,1,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,0,13,536,749,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_02_CME_COATEPEC.pdf
21,PUEBLA,32,COATZINGO,3,6,13,481,24,12,586,450,,2,2,31,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,1618,0,88,1706,2278,
21,PUEBLA,33,COHETZALA,2,3,14,303,10,3,70,4,296,75,1,45,5,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,829,0,46,875,1179,
21,PUEBLA,34,COHUECAN,3,6,1475,828,11,24,,3,209,5,10,144,10,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,2731,0,85,2816,3566,
21,PUEBLA,35,CORONANGO,12,56,2406,3722,4682,398,1496,192,497,2853,443,6057,185,186,50,13,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23281,73,843,24197,36473,
21,PUEBLA,36,COXCATLAN,12,26,832,1850,112,358,1219,822,377,1658,1169,1584,54,37,26,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,10139,0,700,10839,14760,
21,PUEBLA,37,COYOMEAPAN,8,19,3389,2313,18,113,14,38,16,6,22,1200,16,19,9,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,0,0,8,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7202,1,261,7464,8935,
21,PUEBLA,38,COYOTEPEC,3,4,339,462,5,27,,3,205,2,4,406,10,11,6,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489,0,73,1562,1976,
21,PUEBLA,39,CUAPIAXTLA DE MADERO,2,10,672,838,744,114,,21,,6,60,1778,28,49,21,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,4360,0,134,4494,6038,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_13_CME_CUAPIAXTLA_DE_MADERO.pdf
21,PUEBLA,40,CUAUTEMPAN,4,14,380,1210,48,71,,1532,225,1170,120,237,35,7,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,5063,0,312,5375,6671,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_CUAUTEMPAN.pdf
21,PUEBLA,41,CUAUTINCHAN,2,12,1178,154,541,1131,362,102,22,1178,16,325,30,79,57,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267,0,281,5548,6841,
21,PUEBLA,42,CUAUTLANCINGO,16,105,12448,4787,491,887,664,500,1103,238,156,15491,811,554,120,14,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,98,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,6977,,,,,,,,,,,,,,,45638,495,1221,47354,70757,
21,PUEBLA,43,CUAYUCA DE ANDRADE,4,8,885,814,1,9,310,10,,2,3,73,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120,2,81,2203,2778,
21,PUEBLA,44,CUETZALAN DEL PROGRESO,20,52,7276,9275,109,378,109,534,102,55,47,1805,92,68,16,6,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,956,,,,,,,,,,,,,,20985,17,1628,22630,31820,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_05_CME_CUETZALAN_DEL_PROGRESO.pdf
21,PUEBLA,45,CUYOACO,7,19,924,1629,33,439,297,2412,,21,1354,1362,44,44,28,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8616,0,365,8981,11442,
21,PUEBLA,61,DOMINGO ARENAS,3,8,23,195,660,32,,17,632,12,3,288,17,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,1606,,,,,,,,,,,,,3523,0,139,3662,5018,
21,PUEBLA,62,ELOXOCHITLAN,6,19,145,2818,355,46,13,3572,32,20,130,87,2,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,1,0,0,3,17,1,13,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,7293,0,232,7525,8683,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_26_CME_ELOXOCHITLAN.pdf
21,PUEBLA,63,EPATLAN,2,6,792,560,12,26,,891,,4,4,363,7,13,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,0,1,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,1,78,2769,3707,
21,PUEBLA,64,ESPERANZA,9,19,207,599,45,109,174,1299,2537,561,260,856,32,26,15,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,7029,19,354,7402,10175,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_ESPERANZA.pdf
21,PUEBLA,65,FRANCISCO Z. MENA,9,23,2706,1780,209,301,41,71,748,27,21,3135,51,79,32,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,52,31,3,1,0,46,4,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9379,0,331,9710,12623,
21,PUEBLA,66,GENERAL FELIPE ANGELES,7,24,558,2323,398,250,,341,102,141,2237,2069,200,101,28,12,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,27,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,8934,1,506,9441,13860,
21,PUEBLA,67,GUADALUPE,4,9,1516,1799,15,32,,9,,2,11,368,24,25,4,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3838,0,81,3919,5408,
21,PUEBLA,68,GUADALUPE VICTORIA,10,19,526,5195,38,49,36,243,1449,15,16,561,12,10,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8176,1,419,8596,11502,
21,PUEBLA,69,HERMENEGILDO GALEANA,4,10,1671,1624,37,21,601,5,,34,4,81,7,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,4148,0,191,4339,5337,
21,PUEBLA,58,HONEY,3,9,1612,2020,27,21,,11,,3,4,127,6,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875,0,214,4089,5186,
21,PUEBLA,70,HUAQUECHULA,19,38,2547,4349,92,313,93,59,76,209,271,4405,94,110,63,6,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,26,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,,,,,,,13071,9,571,13651,20393,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_22_CME_HUAQUECHULA.pdf
21,PUEBLA,71,HUATLATLAUCA,6,11,1700,113,12,32,,1495,,10,5,226,16,4,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3626,0,221,3847,5094,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_23_CME_HUATLATLAUCA.pdf
21,PUEBLA,72,HUAUCHINANGO,37,118,10029,9213,1144,1127,3688,468,415,3092,718,13080,627,433,200,27,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,83,48,16,8,213,30,28,13,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,,,,,,,,,,,,814,,,,,,,,,,,46111,31,2836,48978,71439,
21,PUEBLA,73,HUEHUETLA,9,21,1861,3775,2615,101,6,31,19,407,27,144,16,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,9069,0,232,9301,11343,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_HUEHUETLA.pdf
21,PUEBLA,74,HUEHUETLAN EL CHICO,6,13,1527,1817,58,65,14,64,67,331,743,291,10,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,4,12,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085,0,245,5330,7283,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_22_CME_HUEHUETLAN_EL_CHICO.pdf
21,PUEBLA,75,HUEHUETLAN EL GRANDE,5,10,49,1782,20,40,12,1292,,26,14,179,12,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,3462,0,228,3690,4970,
21,PUEBLA,76,HUEJOTZINGO,22,84,2894,5883,717,763,810,5575,4894,827,379,7379,300,250,107,31,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,1721,,,,,,,,,,32839,33,1360,34232,53731,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_08_CME_HUEJOTZINGO.pdf
21,PUEBLA,77,HUEYAPAN,5,12,1305,1912,18,691,18,12,862,150,7,660,19,40,35,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,1,4,0,4,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5770,0,245,6015,8275,
21,PUEBLA,78,HUEYTAMALCO,15,36,3030,4672,61,435,1090,56,1496,30,798,1046,58,57,23,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,12977,4,656,13637,19500,
21,PUEBLA,79,HUEYTLALPAN,3,8,638,1690,549,57,7,14,,2,5,185,15,7,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,50,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3268,1,118,3387,4075,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_HUEYTLALPAN.pdf
21,PUEBLA,80,HUITZILAN DE SERDAN,5,17,1827,4012,58,141,,55,,20,7,390,9,22,9,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,28,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,6639,0,320,6959,9430,
21,PUEBLA,81,HUITZILTEPEC,3,7,622,580,7,51,1428,132,,2,0,226,19,9,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3097,1,101,3199,4025,
21,PUEBLA,83,IXCAMILPA DE GUERRERO,3,7,89,1185,5,16,,459,,2,253,59,1,4,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,2327,0,63,2390,3066,
21,PUEBLA,84,IXCAQUIXTLA,3,9,344,2355,19,27,12,113,17,706,1,727,11,25,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4368,4,131,4503,5800,
21,PUEBLA,85,IXTACAMAXTITLAN,15,38,1756,6228,228,383,58,2066,76,415,29,1379,63,39,16,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,12859,0,884,13743,17912,
21,PUEBLA,86,IXTEPEC,3,8,1120,819,1405,92,12,8,,4,36,105,6,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,3648,0,191,3839,4822,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_IXTEPEC.pdf
21,PUEBLA,87,IZUCAR DE MATAMOROS,34,103,1083,8045,3698,1351,684,1889,2148,289,1687,10107,429,406,124,31,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,,,,,,63,,,,,,,,,,,,1088,,,,,,,,,33411,14,1593,35018,57741,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_22_CME_IZUCAR_DE_MATAMOROS.pdf
21,PUEBLA,88,JALPAN,6,16,127,461,200,67,2069,1895,1196,32,17,419,50,24,8,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,6652,1,437,7090,9278,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_01_JALPAN ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,89,JOLALPAN,6,16,384,2964,495,47,,616,9,1756,6,291,20,10,3,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,6987,5,420,7412,9401,
21,PUEBLA,90,JONOTLA,3,7,188,666,8,31,460,11,723,1,3,51,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,0,121,2271,3415,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_05_CME_JONOTLA.pdf
21,PUEBLA,91,JOPALA,7,16,1996,917,1355,88,926,48,17,17,78,1278,60,36,5,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,6893,0,267,7160,9104,
