Numero,Municipio,SECCION,CASILLA,PAN,PRI,PPS,PRD,PC,PRT,PVEM,PT,CC1,VALIDOS,NULOS,INUTILI.,BOLETAS,Coalition
5,ALCOZAUCA DE GUERRERO,462,B,0,7,0,25,0,0,0,0,,32,5,51,88,No Coalition
5,ALCOZAUCA DE GUERRERO,463,B,0,71,0,69,0,0,0,0,,140,15,153,308,No Coalition
5,ALCOZAUCA DE GUERRERO,464,B,0,47,0,110,0,0,0,0,,157,6,128,291,No Coalition
5,ALCOZAUCA DE GUERRERO,465,B,0,181,0,196,0,0,0,0,,377,13,357,747,No Coalition
5,ALCOZAUCA DE GUERRERO,466,B,0,23,0,69,0,0,0,0,,92,10,63,165,No Coalition
5,ALCOZAUCA DE GUERRERO,467,B,0,200,0,145,0,0,0,0,,345,22,255,622,No Coalition
5,ALCOZAUCA DE GUERRERO,468,B,0,67,0,201,0,0,0,0,,268,16,198,482,No Coalition
5,ALCOZAUCA DE GUERRERO,469,B,0,40,0,188,0,0,0,0,,228,11,198,437,No Coalition
5,ALCOZAUCA DE GUERRERO,470,B,0,71,0,26,0,0,0,0,,97,14,62,173,No Coalition
5,ALCOZAUCA DE GUERRERO,471,B,0,90,0,13,0,0,0,0,,103,16,300,419,No Coalition
5,ALCOZAUCA DE GUERRERO,472,B,0,28,0,116,0,0,0,0,,144,13,502,659,No Coalition
5,ALCOZAUCA DE GUERRERO,473,B,0,90,0,55,0,0,0,0,,145,18,301,464,No Coalition
6,ALPOYECA,474,B,0,161,0,77,9,0,0,0,,247,2,186,435,No Coalition
6,ALPOYECA,474,CA,0,146,0,72,9,0,0,0,,227,5,205,437,No Coalition
6,ALPOYECA,475,B,0,175,0,74,15,0,0,0,,264,24,206,494,No Coalition
6,ALPOYECA,476,B,0,153,0,32,0,0,0,0,,185,18,392,595,No Coalition
6,ALPOYECA,477,B,0,86,0,9,1,0,0,0,,96,4,84,184,No Coalition
6,ALPOYECA,478,B,0,92,0,104,0,0,0,0,,196,14,217,427,No Coalition
7,APAXTLA,479,B,0,81,0,94,1,0,0,0,,176,6,149,331,No Coalition
7,APAXTLA,480,B,0,128,0,257,1,0,0,0,,386,2,182,570,No Coalition
7,APAXTLA,481,B,0,121,0,284,5,0,0,0,,410,6,233,649,No Coalition
7,APAXTLA,482,B,0,97,0,162,2,0,0,0,,261,1,148,410,No Coalition
7,APAXTLA,483,B,0,82,0,154,3,0,0,0,,239,4,166,409,No Coalition
7,APAXTLA,483,CA,0,76,0,165,4,0,0,0,,245,5,159,409,No Coalition
7,APAXTLA,484,B,0,109,0,238,0,0,0,0,,347,9,177,533,No Coalition
7,APAXTLA,485,B,0,13,0,22,1,0,0,0,,36,4,52,92,No Coalition
7,APAXTLA,486,B,0,88,0,39,0,0,0,0,,127,0,70,197,No Coalition
7,APAXTLA,487,B,0,14,0,36,0,0,0,0,,50,0,21,71,No Coalition
7,APAXTLA,488,B,0,71,0,87,0,0,0,0,,158,2,79,239,No Coalition
7,APAXTLA,489,B,0,72,0,55,0,0,0,0,,127,5,36,168,No Coalition
7,APAXTLA,490,B,0,96,0,79,0,0,0,0,,175,4,64,243,No Coalition
7,APAXTLA,491,B,0,30,0,17,0,0,0,0,,47,2,37,86,No Coalition
7,APAXTLA,492,B,0,259,0,61,0,0,0,0,,320,4,159,483,No Coalition
7,APAXTLA,493,B,0,78,0,70,0,0,0,0,,148,6,68,222,No Coalition
7,APAXTLA,494,B,0,87,0,53,0,0,0,0,,140,0,110,250,No Coalition
7,APAXTLA,495,B,0,8,0,23,0,0,0,0,,31,1,46,78,No Coalition
7,APAXTLA,496,B,0,101,0,107,0,0,0,0,,208,3,68,279,No Coalition
7,APAXTLA,497,B,0,18,0,18,0,0,0,0,,36,2,31,69,No Coalition
7,APAXTLA,498,B,0,15,0,67,0,0,0,0,,82,1,41,124,No Coalition
7,APAXTLA,499,B,0,27,0,41,0,0,0,0,,68,0,35,103,No Coalition
8,ARCELIA,500,B,10,86,0,79,0,0,10,0,,185,8,255,448,No Coalition
8,ARCELIA,501,B,45,119,0,93,0,0,5,0,,262,4,305,571,No Coalition
8,ARCELIA,502,B,19,109,0,69,2,0,4,0,,203,7,202,412,No Coalition
8,ARCELIA,503,B,11,158,0,101,1,0,12,3,,286,7,300,593,No Coalition
8,ARCELIA,504,B,11,128,0,83,2,0,3,3,,230,5,214,449,No Coalition
8,ARCELIA,504,CA,6,133,0,69,1,0,3,3,,215,5,230,450,No Coalition
8,ARCELIA,505,B,13,113,0,57,0,0,2,5,,190,8,252,450,No Coalition
8,ARCELIA,505,CA,11,125,0,71,1,0,6,3,,217,4,229,450,No Coalition
8,ARCELIA,506,B,18,131,0,102,0,0,8,9,,268,6,274,548,No Coalition
8,ARCELIA,506,CA,17,126,0,104,1,0,5,11,,264,3,290,557,No Coalition
8,ARCELIA,507,B,11,126,0,152,1,0,2,3,,295,7,333,635,No Coalition
8,ARCELIA,508,B,12,56,0,61,1,0,5,1,,136,6,0,142,No Coalition
8,ARCELIA,509,B,9,30,0,65,0,0,14,2,,120,6,149,275,No Coalition
8,ARCELIA,510,B,7,124,0,106,8,0,4,12,,261,7,335,603,No Coalition
8,ARCELIA,511,B,15,126,0,47,0,0,0,15,,203,2,196,401,No Coalition
8,ARCELIA,511,CA,7,109,0,50,0,0,3,20,,189,3,211,403,No Coalition
8,ARCELIA,512,B,9,86,0,70,29,0,1,2,,197,2,252,451,No Coalition
8,ARCELIA,513,B,8,100,0,54,2,0,4,0,,168,5,0,173,No Coalition
8,ARCELIA,514,B,1,25,0,6,28,0,5,0,,65,2,71,138,No Coalition
8,ARCELIA,515,B,7,30,0,36,0,0,1,0,,74,0,38,112,No Coalition
8,ARCELIA,516,B,1,29,0,5,0,0,0,0,,35,1,48,84,No Coalition
8,ARCELIA,517,B,10,75,0,27,1,0,0,0,,113,0,0,113,No Coalition
8,ARCELIA,518,B,14,164,0,96,0,0,1,0,,275,10,363,648,No Coalition
8,ARCELIA,519,B,1,30,0,34,0,0,0,0,,65,1,50,116,No Coalition
8,ARCELIA,520,B,6,30,0,11,0,0,0,0,,47,2,50,99,No Coalition
8,ARCELIA,521,B,3,42,0,34,1,0,0,1,,81,1,57,139,No Coalition
8,ARCELIA,522,B,1,41,0,1,0,0,0,0,,43,2,126,171,No Coalition
8,ARCELIA,523,B,27,25,0,4,0,0,0,0,,56,2,78,136,No Coalition
8,ARCELIA,524,B,2,92,0,32,0,0,0,2,,128,6,169,303,No Coalition
8,ARCELIA,525,B,1,29,0,1,0,0,0,0,,31,1,29,61,No Coalition
8,ARCELIA,527,B,2,39,0,5,0,0,0,0,,46,0,59,105,No Coalition
8,ARCELIA,528,B,3,44,0,10,0,0,0,0,,57,5,92,154,No Coalition
8,ARCELIA,529,B,3,22,0,19,2,0,1,0,,47,2,62,111,No Coalition
8,ARCELIA,530,B,5,25,0,3,0,0,0,1,,34,2,39,75,No Coalition
8,ARCELIA,530,G,1,1,0,2,0,0,0,0,,4,0,39,43,No Coalition
8,ARCELIA,531,B,2,37,0,22,0,0,10,0,,71,2,29,102,No Coalition
8,ARCELIA,532,B,0,69,0,16,0,0,0,0,,85,1,49,135,No Coalition
8,ARCELIA,533,B,2,69,0,15,0,0,0,2,,88,4,192,284,No Coalition
8,ARCELIA,533,G,0,57,0,14,0,0,0,1,,72,4,70,146,No Coalition
8,ARCELIA,534,B,11,55,0,25,1,0,0,2,,94,0,87,181,No Coalition
8,ARCELIA,535,B,14,124,0,35,0,0,0,1,,174,10,211,395,No Coalition
8,ARCELIA,536,B,1,74,0,2,0,0,0,0,,77,2,47,126,No Coalition
8,ARCELIA,537,B,2,41,0,22,1,0,0,3,,69,3,56,128,No Coalition
8,ARCELIA,538,B,48,134,0,113,10,0,0,2,,307,4,14,325,No Coalition
8,ARCELIA,539,B,2,54,0,59,0,0,0,0,,115,0,59,174,No Coalition
8,ARCELIA,540,B,3,60,0,24,0,0,0,0,,87,1,102,190,No Coalition
8,ARCELIA,541,B,4,29,0,4,0,0,0,0,,37,5,48,90,No Coalition
8,ARCELIA,542,B,2,49,0,7,0,0,0,0,,58,3,0,61,No Coalition
8,ARCELIA,543,B,1,44,0,15,0,0,0,0,,60,0,48,108,No Coalition
8,ARCELIA,544,B,2,20,0,18,0,0,0,2,,42,0,0,42,No Coalition
8,ARCELIA,545,B,1,33,0,1,0,0,0,0,,35,39,39,113,No Coalition
8,ARCELIA,546,B,4,60,0,11,0,0,0,1,,76,1,31,108,No Coalition
8,ARCELIA,547,B,7,75,0,90,1,0,0,0,,173,0,0,173,No Coalition
8,ARCELIA,548,B,15,48,0,4,4,0,0,0,,71,0,43,114,No Coalition
8,ARCELIA,549,B,4,189,0,78,0,0,3,3,,277,5,180,462,No Coalition
8,ARCELIA,550,B,1,88,0,56,0,0,2,0,,147,0,89,236,No Coalition
8,ARCELIA,551,B,0,59,0,26,1,0,0,1,,87,0,36,123,No Coalition
8,ARCELIA,552,B,31,82,0,120,0,0,1,0,,234,4,0,238,No Coalition
9,ATENANGO DEL RIO,553,B,0,223,0,167,0,4,0,0,,394,11,217,622,No Coalition
9,ATENANGO DEL RIO,554,B,0,179,0,217,0,7,0,0,,403,24,275,702,No Coalition
9,ATENANGO DEL RIO,555,B,0,169,0,2,0,0,0,0,,171,3,115,289,No Coalition
9,ATENANGO DEL RIO,556,B,0,96,0,59,0,0,0,0,,155,5,138,298,No Coalition
9,ATENANGO DEL RIO,557,B,0,183,0,17,0,0,0,0,,200,10,140,350,No Coalition
9,ATENANGO DEL RIO,558,B,0,28,0,15,0,0,0,0,,43,0,22,65,No Coalition
9,ATENANGO DEL RIO,559,B,0,60,0,25,0,1,0,0,,86,9,72,167,No Coalition
9,ATENANGO DEL RIO,560,B,0,181,0,83,0,0,0,0,,264,10,183,457,No Coalition
9,ATENANGO DEL RIO,561,B,0,119,0,93,0,0,0,0,,212,52,173,437,No Coalition
9,ATENANGO DEL RIO,562,B,0,178,0,66,0,13,0,0,,257,4,218,479,No Coalition
9,ATENANGO DEL RIO,563,B,0,130,0,105,0,7,0,0,,242,1,160,403,No Coalition
10,ATLAMAJALCINGO DEL MONTE,564,B,0,158,0,120,0,0,0,0,,278,30,0,308,No Coalition
10,ATLAMAJALCINGO DEL MONTE,565,B,0,46,8,49,0,0,0,0,,103,20,0,123,No Coalition
10,ATLAMAJALCINGO DEL MONTE,566,B,0,11,0,79,0,0,0,0,,90,10,0,100,No Coalition
10,ATLAMAJALCINGO DEL MONTE,567,B,0,44,0,10,0,0,0,0,,54,0,0,54,No Coalition
10,ATLAMAJALCINGO DEL MONTE,568,B,0,14,0,6,0,0,0,0,,20,1,0,21,No Coalition
10,ATLAMAJALCINGO DEL MONTE,569,B,0,65,0,6,0,0,0,0,,71,10,0,81,No Coalition
10,ATLAMAJALCINGO DEL MONTE,570,B,0,71,0,35,0,0,0,0,,106,34,0,140,No Coalition
10,ATLAMAJALCINGO DEL MONTE,571,B,0,32,0,34,0,0,0,0,,66,6,0,72,No Coalition
10,ATLAMAJALCINGO DEL MONTE,572,B,0,63,0,26,0,0,0,0,,89,13,0,102,No Coalition
11,ATLIXTAC,573,B,0,94,40,42,10,0,0,38,,224,26,204,454,No Coalition
11,ATLIXTAC,573,CA,0,75,33,46,8,0,0,35,,197,31,226,454,No Coalition
11,ATLIXTAC,574,B,0,10,13,0,1,0,0,21,,45,2,35,82,No Coalition
11,ATLIXTAC,575,B,0,12,26,7,10,0,0,0,,55,16,110,181,No Coalition
11,ATLIXTAC,576,B,0,82,0,2,2,0,0,0,,86,3,60,149,No Coalition
11,ATLIXTAC,577,B,0,116,0,13,8,0,0,62,,199,27,284,510,No Coalition
11,ATLIXTAC,578,B,0,33,1,93,0,0,0,13,,140,7,33,180,No Coalition
11,ATLIXTAC,579,B,0,25,51,21,5,0,0,8,,110,21,147,278,No Coalition
11,ATLIXTAC,580,B,0,54,9,36,24,0,0,24,,147,15,187,349,No Coalition
11,ATLIXTAC,581,B,0,36,5,5,0,0,0,6,,52,8,52,112,No Coalition
11,ATLIXTAC,582,B,0,38,1,13,106,0,0,2,,160,16,453,629,No Coalition
11,ATLIXTAC,583,B,0,20,29,1,1,0,0,4,,55,0,182,237,No Coalition
11,ATLIXTAC,583,G,0,8,1,4,0,0,0,0,,13,7,225,245,No Coalition
11,ATLIXTAC,584,B,0,42,0,12,10,0,0,10,,74,15,278,367,No Coalition
11,ATLIXTAC,585,B,0,40,0,1,18,0,0,9,,68,5,325,398,No Coalition
11,ATLIXTAC,586,B,0,66,0,2,0,0,0,6,,74,13,357,444,No Coalition
11,ATLIXTAC,586,CA,0,84,0,1,1,0,0,5,,91,6,346,443,No Coalition
11,ATLIXTAC,586,G,0,86,1,5,0,0,0,11,,103,7,232,342,No Coalition
11,ATLIXTAC,587,B,0,143,1,8,2,0,0,1,,155,2,207,364,No Coalition
11,ATLIXTAC,588,B,0,53,1,0,0,0,0,0,,54,0,0,54,No Coalition
11,ATLIXTAC,589,B,0,103,0,2,0,0,0,1,,106,6,111,223,No Coalition
11,ATLIXTAC,590,B,0,85,0,0,0,0,0,0,,85,0,84,169,No Coalition
11,ATLIXTAC,591,B,0,252,0,1,0,0,0,0,,253,3,44,300,No Coalition
11,ATLIXTAC,592,B,0,195,2,5,1,0,0,0,,203,5,76,284,No Coalition
11,ATLIXTAC,593,B,0,138,0,2,0,0,0,0,,140,1,8,149,No Coalition
11,ATLIXTAC,594,B,0,136,1,35,1,0,0,0,,173,55,0,228,No Coalition
11,ATLIXTAC,595,B,0,303,0,0,0,0,0,0,,303,11,1,315,No Coalition
12,ATOYAC DE ALVAREZ,596,B,5,106,0,88,0,0,0,1,6,206,6,0,212,"PPS,PC"
12,ATOYAC DE ALVAREZ,597,B,4,55,0,72,0,0,0,1,5,137,10,0,147,"PPS,PC"
12,ATOYAC DE ALVAREZ,598,B,5,96,0,90,0,0,0,1,8,200,3,0,203,"PPS,PC"
12,ATOYAC DE ALVAREZ,599,B,3,103,0,100,0,0,0,0,4,210,4,0,214,"PPS,PC"
12,ATOYAC DE ALVAREZ,599,CA,3,93,0,104,0,0,0,2,2,204,8,0,212,"PPS,PC"
12,ATOYAC DE ALVAREZ,600,B,0,125,0,71,0,0,0,3,3,202,3,0,205,"PPS,PC"
12,ATOYAC DE ALVAREZ,601,B,0,20,0,20,0,0,0,0,0,40,8,0,48,"PPS,PC"
12,ATOYAC DE ALVAREZ,602,B,12,197,0,164,0,0,0,4,2,379,1,0,380,"PPS,PC"
12,ATOYAC DE ALVAREZ,603,B,11,199,0,72,0,0,0,1,1,284,2,0,286,"PPS,PC"
12,ATOYAC DE ALVAREZ,604,B,2,101,0,78,0,0,0,1,0,182,37,0,219,"PPS,PC"
12,ATOYAC DE ALVAREZ,604,CA,2,103,0,77,0,0,0,1,0,183,35,0,218,"PPS,PC"
12,ATOYAC DE ALVAREZ,605,B,0,140,0,109,0,0,0,2,1,252,32,0,284,"PPS,PC"
12,ATOYAC DE ALVAREZ,606,B,5,192,0,149,0,0,0,3,0,349,6,0,355,"PPS,PC"
12,ATOYAC DE ALVAREZ,607,B,1,183,0,163,0,0,0,1,15,363,0,0,363,"PPS,PC"
12,ATOYAC DE ALVAREZ,608,B,3,161,0,156,0,0,0,0,3,323,11,0,334,"PPS,PC"
12,ATOYAC DE ALVAREZ,609,B,15,134,0,155,0,0,0,2,6,312,3,0,315,"PPS,PC"
12,ATOYAC DE ALVAREZ,610,B,2,79,0,143,0,0,0,0,2,226,5,0,231,"PPS,PC"
12,ATOYAC DE ALVAREZ,611,B,3,185,0,157,0,0,0,0,1,346,4,0,350,"PPS,PC"
12,ATOYAC DE ALVAREZ,612,B,0,24,0,28,0,0,0,0,0,52,0,0,52,"PPS,PC"
12,ATOYAC DE ALVAREZ,613,B,0,79,0,13,0,0,0,0,0,92,0,0,92,"PPS,PC"
12,ATOYAC DE ALVAREZ,615,B,0,27,0,37,0,0,0,1,0,65,1,0,66,"PPS,PC"
12,ATOYAC DE ALVAREZ,616,B,0,24,0,18,0,0,0,0,0,42,0,0,42,"PPS,PC"
12,ATOYAC DE ALVAREZ,617,B,1,33,0,17,0,0,0,0,0,51,1,0,52,"PPS,PC"
12,ATOYAC DE ALVAREZ,618,B,1,13,0,35,0,0,0,0,1,50,2,0,52,"PPS,PC"
12,ATOYAC DE ALVAREZ,619,B,22,94,0,81,0,0,0,1,0,198,6,0,204,"PPS,PC"
12,ATOYAC DE ALVAREZ,620,B,2,28,0,58,0,0,0,0,0,88,2,0,90,"PPS,PC"
12,ATOYAC DE ALVAREZ,621,B,6,140,0,163,0,0,0,0,0,309,3,0,312,"PPS,PC"
12,ATOYAC DE ALVAREZ,622,B,2,89,0,185,0,0,0,0,0,276,0,0,276,"PPS,PC"
12,ATOYAC DE ALVAREZ,624,B,12,160,0,181,0,0,0,0,0,353,6,0,359,"PPS,PC"
12,ATOYAC DE ALVAREZ,625,B,1,22,0,24,0,0,0,1,0,48,0,0,48,"PPS,PC"
12,ATOYAC DE ALVAREZ,626,B,0,81,0,37,0,0,0,0,0,118,5,0,123,"PPS,PC"
12,ATOYAC DE ALVAREZ,627,B,1,133,0,224,0,0,0,0,0,358,3,0,361,"PPS,PC"
12,ATOYAC DE ALVAREZ,628,B,0,63,0,39,0,0,0,0,0,102,0,0,102,"PPS,PC"
12,ATOYAC DE ALVAREZ,629,B,0,23,0,22,0,0,0,0,0,45,0,0,45,"PPS,PC"
12,ATOYAC DE ALVAREZ,630,B,2,90,0,127,0,0,0,3,0,222,7,0,229,"PPS,PC"
12,ATOYAC DE ALVAREZ,631,B,0,75,0,38,0,0,0,0,0,113,52,0,165,"PPS,PC"
12,ATOYAC DE ALVAREZ,632,B,1,136,0,70,0,0,0,2,0,209,3,0,212,"PPS,PC"
12,ATOYAC DE ALVAREZ,633,B,0,95,0,119,0,0,0,0,0,214,3,0,217,"PPS,PC"
12,ATOYAC DE ALVAREZ,634,B,1,40,0,49,0,0,0,0,0,90,1,0,91,"PPS,PC"
12,ATOYAC DE ALVAREZ,635,B,0,26,0,4,0,0,0,0,0,30,2,0,32,"PPS,PC"
12,ATOYAC DE ALVAREZ,636,B,0,48,0,48,0,0,0,0,0,96,10,0,106,"PPS,PC"
12,ATOYAC DE ALVAREZ,637,B,1,146,0,151,0,0,0,0,0,298,153,0,451,"PPS,PC"
12,ATOYAC DE ALVAREZ,638,B,1,18,0,157,0,0,0,0,0,176,3,0,179,"PPS,PC"
12,ATOYAC DE ALVAREZ,639,B,0,138,0,156,0,0,0,0,0,294,4,0,298,"PPS,PC"
12,ATOYAC DE ALVAREZ,640,B,0,95,0,76,0,0,0,0,0,171,3,0,174,"PPS,PC"
12,ATOYAC DE ALVAREZ,641,B,1,86,0,87,0,0,0,3,16,193,4,0,197,"PPS,PC"
12,ATOYAC DE ALVAREZ,642,B,0,43,0,64,0,0,0,0,0,107,3,0,110,"PPS,PC"
12,ATOYAC DE ALVAREZ,643,B,0,14,0,50,0,0,0,0,0,64,1,0,65,"PPS,PC"
12,ATOYAC DE ALVAREZ,644,B,0,57,0,64,0,0,0,0,0,121,1,0,122,"PPS,PC"
12,ATOYAC DE ALVAREZ,645,B,0,97,0,46,0,0,0,0,0,143,6,0,149,"PPS,PC"
12,ATOYAC DE ALVAREZ,646,B,0,205,0,113,0,0,0,0,0,318,1,0,319,"PPS,PC"
12,ATOYAC DE ALVAREZ,647,B,0,187,0,174,0,0,0,1,0,362,10,0,372,"PPS,PC"
12,ATOYAC DE ALVAREZ,648,B,1,12,0,10,0,0,0,1,0,24,0,0,24,"PPS,PC"
12,ATOYAC DE ALVAREZ,649,B,0,33,0,26,0,0,0,0,0,59,1,0,60,"PPS,PC"
12,ATOYAC DE ALVAREZ,650,B,1,50,0,231,0,0,0,0,0,282,4,0,286,"PPS,PC"
12,ATOYAC DE ALVAREZ,651,B,1,16,0,19,0,0,0,0,0,36,1,0,37,"PPS,PC"
12,ATOYAC DE ALVAREZ,652,B,0,73,0,41,0,0,0,0,0,114,3,0,117,"PPS,PC"
12,ATOYAC DE ALVAREZ,653,B,1,71,0,102,0,0,0,0,0,174,3,0,177,"PPS,PC"
12,ATOYAC DE ALVAREZ,654,B,0,66,0,63,0,0,0,1,1,131,49,0,180,"PPS,PC"
12,ATOYAC DE ALVAREZ,655,B,1,51,0,56,0,0,0,0,1,109,1,0,110,"PPS,PC"
12,ATOYAC DE ALVAREZ,656,B,1,71,0,77,0,0,0,0,0,149,0,0,149,"PPS,PC"
12,ATOYAC DE ALVAREZ,657,B,0,167,0,135,0,0,0,0,0,302,4,0,306,"PPS,PC"
12,ATOYAC DE ALVAREZ,657,CA,0,163,0,130,0,0,0,0,0,293,5,0,298,"PPS,PC"
12,ATOYAC DE ALVAREZ,658,B,1,105,0,119,0,0,0,1,2,228,1,0,229,"PPS,PC"
12,ATOYAC DE ALVAREZ,659,B,0,127,0,124,0,0,0,0,1,252,9,0,261,"PPS,PC"
12,ATOYAC DE ALVAREZ,659,CA,0,134,0,130,0,0,0,1,1,266,5,0,271,"PPS,PC"
12,ATOYAC DE ALVAREZ,660,B,0,45,0,47,0,0,0,0,0,92,1,0,93,"PPS,PC"
12,ATOYAC DE ALVAREZ,661,B,1,170,0,159,0,0,0,0,0,330,3,0,333,"PPS,PC"
12,ATOYAC DE ALVAREZ,662,B,9,38,0,78,0,0,0,3,4,132,26,0,158,"PPS,PC"
12,ATOYAC DE ALVAREZ,663,B,0,226,0,125,0,0,0,0,1,352,6,0,358,"PPS,PC"
12,ATOYAC DE ALVAREZ,665,B,1,130,0,80,0,0,0,0,1,212,2,0,214,"PPS,PC"
12,ATOYAC DE ALVAREZ,665,CA,0,107,0,107,0,0,0,0,2,216,2,0,218,"PPS,PC"
12,ATOYAC DE ALVAREZ,666,B,1,43,0,22,0,0,0,3,0,69,0,0,69,"PPS,PC"
12,ATOYAC DE ALVAREZ,667,B,0,90,0,96,0,0,0,1,0,187,6,0,193,"PPS,PC"
12,ATOYAC DE ALVAREZ,668,B,1,126,0,109,0,0,0,0,0,236,1,0,237,"PPS,PC"
12,ATOYAC DE ALVAREZ,669,B,0,136,0,61,0,0,0,0,0,197,4,0,201,"PPS,PC"
12,ATOYAC DE ALVAREZ,669,CA,0,134,0,49,0,0,0,1,0,184,0,0,184,"PPS,PC"
12,ATOYAC DE ALVAREZ,670,B,3,139,0,103,0,0,0,1,3,249,6,0,255,"PPS,PC"
12,ATOYAC DE ALVAREZ,670,CA,0,145,0,119,0,0,0,3,1,268,4,0,272,"PPS,PC"
13,AYUTLA DE LOS LIBRES,671,B,3,96,0,0,0,0,0,3,142,244,19,0,263,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,671,CA,2,120,0,0,0,0,0,3,127,252,9,0,261,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,672,B,0,96,0,0,0,0,0,2,162,260,18,0,278,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,673,B,6,88,0,0,0,0,0,2,150,246,9,0,255,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,674,B,0,179,0,0,0,0,0,2,160,341,18,0,359,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,674,CA,4,164,0,0,0,0,0,1,152,321,12,0,333,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,675,B,3,122,0,0,0,0,0,4,255,384,10,0,394,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,676,B,0,67,0,0,0,0,0,0,6,73,0,0,73,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,677,B,0,121,0,0,0,0,0,7,105,233,11,0,244,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,678,B,0,39,0,0,0,0,0,3,34,76,4,0,80,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,679,B,0,54,0,0,0,0,0,4,97,155,13,0,168,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,680,B,3,50,0,0,0,0,0,7,54,114,24,0,138,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,681,B,0,32,0,0,0,0,0,2,64,98,8,0,106,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,682,B,0,47,0,0,0,0,0,0,79,126,4,0,130,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,683,B,0,185,0,0,0,0,0,3,19,207,12,0,219,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,684,B,0,77,0,0,0,0,0,1,109,187,22,0,209,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,684,CA,0,92,0,0,0,0,0,5,128,225,0,0,225,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,685,B,0,46,0,0,0,0,0,0,62,108,72,0,180,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,686,B,1,71,0,0,0,0,0,0,40,112,8,0,120,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,687,B,2,41,0,0,0,0,0,2,17,62,1,0,63,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,688,B,0,80,0,0,0,0,0,0,22,102,6,0,108,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,689,B,2,108,0,0,0,0,0,6,51,167,8,0,175,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,690,B,1,17,0,0,0,0,0,0,50,68,4,0,72,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,691,B,0,36,0,0,0,0,0,2,138,176,5,0,181,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,692,B,0,137,0,0,0,0,0,4,212,353,24,0,377,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,693,B,1,55,0,0,0,0,0,0,45,101,1,0,102,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,694,B,0,201,0,0,0,0,0,12,76,289,34,0,323,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,695,B,4,77,0,0,0,0,0,10,133,224,52,0,276,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,696,B,3,64,0,0,0,0,0,4,40,111,4,0,115,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,697,B,2,46,0,0,0,0,0,8,82,138,3,0,141,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,698,B,0,3,0,0,0,0,0,2,77,82,6,0,88,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,699,B,0,0,0,0,0,0,0,3,38,41,27,0,68,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,700,B,0,6,0,0,0,0,0,0,211,217,18,0,235,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,701,B,0,3,0,0,0,0,0,1,76,80,5,0,85,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,701,G,1,38,0,0,0,0,0,1,9,49,17,0,66,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,702,B,0,62,0,0,0,0,0,27,66,155,13,0,168,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,703,B,1,125,0,0,0,0,0,0,112,238,2,0,240,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,704,B,0,67,0,0,0,0,0,0,11,78,3,0,81,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,705,B,1,122,0,0,0,0,0,0,64,187,20,0,207,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,705,G,2,17,0,0,0,0,0,4,42,65,20,0,85,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,706,B,0,11,0,0,0,0,0,7,70,88,13,0,101,"PRD,PC,PRT"
13,AYUTLA DE LOS LIBRES,707,B,0,84,0,0,0,0,0,1,193,278,21,0,299,"PRD,PC,PRT"
