CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COMUN_PRI_PVEM,COMUN_PRD_PT,COMUN_PRI_PVEM_NVA_ALIANZA,COMUN_PRD_PT_PAN,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,PRD_PT,PRD_PAN,PT_PAN,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,528,B,0,89,40,,,0,0,1,,,0,,,,,,,,,,,,,,0,130,1,131,157,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,529,B,0,67,20,,,1,0,2,,,0,,,,,,,,,,,,,,0,90,1,91,153,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,530,B,1,40,40,,,0,0,7,,,0,,,,,,,,,,,,,,0,88,2,90,148,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,531,B,0,35,91,,,0,1,2,,,0,,,,,,,,,,,,,,0,129,0,129,156,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,532,B,0,65,75,,,0,0,0,,,0,,,,,,,,,,,,,,0,140,1,141,216,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,533,B,0,117,75,,,0,0,0,,,0,,,,,,,,,,,,,,0,192,5,197,294,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,534,B,0,55,45,,,0,1,4,,,0,,,,,,,,,,,,,,0,105,2,107,174,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,535,B,0,180,85,,,0,2,23,,,0,,,,,,,,,,,,,,0,290,6,296,477,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,537,B,0,39,42,,,0,1,10,,,0,,,,,,,,,,,,,,0,92,2,94,137,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,538,B,0,136,110,,,0,1,1,,,0,,,,,,,,,,,,,,0,248,4,252,406,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,538,C01,2,133,122,,,0,0,3,,,2,,,,,,,,,,,,,,0,262,5,267,406,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,539,B,0,79,78,,,4,0,0,,,0,,,,,,,,,,,,,,0,161,3,164,198,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,540,B,0,117,130,,,0,3,13,,,0,,,,,,,,,,,,,,0,263,2,265,436,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,541,B,0,51,15,,,0,0,2,,,1,,,,,,,,,,,,,,0,69,2,71,111,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,542,B,0,123,22,,,0,0,1,,,0,,,,,,,,,,,,,,0,146,1,147,202,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,544,B,0,21,55,,,0,0,0,,,0,,,,,,,,,,,,,,0,76,0,76,105,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,546,B,1,42,57,,,0,0,10,,,0,,,,,,,,,,,,,,0,110,4,114,208,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,547,B,1,93,163,,,1,0,0,,,0,,,,,,,,,,,,,,0,258,5,263,480,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,548,B,0,24,18,,,0,1,0,,,0,,,,,,,,,,,,,,0,43,2,45,101,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,549,B,1,152,160,,,1,2,8,,,2,,,,,,,,,,,,,,8,326,0,334,523,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,550,B,0,96,48,,,0,0,5,,,0,,,,,,,,,,,,,,0,149,0,149,235,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,551,B,0,43,30,,,1,0,2,,,0,,,,,,,,,,,,,,0,76,2,78,124,Acta Casilla,,,
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,552,B,0,102,123,,,0,0,0,,,0,,,,,,,,,,,,,,0,225,2,227,370,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,553,B,,128,64,23,2,125,18,10,,,1,0,3,,,,,,,,,,,,0,374,7,381,512,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,553,C01,,117,76,21,1,105,15,23,,,1,3,2,,,,,,,,,,,,0,364,6,370,512,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,554,B,,102,59,19,1,177,17,8,,,0,1,3,,,,,,,,,,,,0,387,13,400,551,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,554,C01,,137,52,33,4,155,10,11,,,0,1,3,,,,,,,,,,,,0,406,9,415,550,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,555,B,,237,27,14,3,43,1,0,,,0,4,4,,,,,,,,,,,,0,333,5,338,495,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,556,B,,96,75,20,1,95,2,6,,,1,3,2,,,,,,,,,,,,0,301,5,306,416,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,557,B,,91,83,16,2,27,4,3,,,0,1,4,,,,,,,,,,,,0,231,4,235,393,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,559,B,,63,60,17,1,56,3,0,,,0,0,9,,,,,,,,,,,,0,209,5,214,268,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,560,B,,127,87,36,2,134,2,21,,,5,0,10,,,,,,,,,,,,0,424,10,434,646,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,561,B,,162,124,48,2,88,2,2,,,1,0,12,,,,,,,,,,,,0,441,11,452,636,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,562,B,,74,96,6,1,48,2,4,,,0,3,4,,,,,,,,,,,,0,238,7,245,404,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,562,C01,,104,90,11,1,41,5,6,,,0,0,0,,,,,,,,,,,,0,258,9,267,404,Acta Casilla,,,
4,12,GUERRERO,23,IGUALA DE LA INDEPENDENCIA,8,ATENANGO DEL RIO,563,B,,103,64,15,4,148,14,7,,,2,4,6,,,,,,,,,,,,0,367,15,382,531,Acta Casilla,,,
4,12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,564,B,3,101,78,53,0,38,0,4,0,0,0,0,0,,,,,,,,,,,,0,277,22,299,392,Acta Casilla,,,
4,12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,564,C01,2,87,69,51,0,73,1,1,0,0,1,0,0,,,,,,,,,,,,0,285,12,297,392,Acta Casilla,,,
4,12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,565,B,0,111,18,99,0,73,1,3,0,0,1,0,0,,,,,,,,,,,,0,306,28,334,447,Acta Casilla,,,
4,12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,566,B,0,27,16,48,0,124,0,10,0,0,0,0,0,,,,,,,,,,,,0,225,13,238,314,Acta Casilla,,,
4,12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,567,B,0,43,10,17,0,21,1,1,0,0,0,0,0,,,,,,,,,,,,0,93,7,100,218,Acta Casilla,,,
4,12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,568,B,0,63,7,23,0,76,1,3,0,0,0,0,0,,,,,,,,,,,,0,173,3,176,255,Grupo Recuento,Anulada,Sentencia TEE/IIISU/JIN/007/2015 del Tribunal Electoral del Estado de Guerrero,
4,12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,569,B,3,75,27,43,0,112,0,1,0,0,0,0,0,,,,,,,,,,,,0,261,20,281,432,Acta Casilla,,,
4,12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,570,B,0,134,52,109,0,172,0,1,0,0,8,0,0,,,,,,,,,,,,0,476,47,523,720,Acta Casilla,,,
4,12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,571,B,0,14,16,24,0,31,0,2,0,0,0,0,0,,,,,,,,,,,,0,87,3,90,141,Acta Casilla,,,
4,12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,572,B,2,17,114,96,0,29,1,1,0,0,0,0,0,,,,,,,,,,,,0,260,11,271,377,Acta Casilla,,,
4,12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,572,E01,1,39,21,12,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,1,76,8,85,96,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,573,B,41,30,136,4,4,35,68,12,0,0,0,2,0,,,,,,,,,,,,0,332,30,362,584,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,573,C01,32,49,117,2,2,42,59,21,0,0,0,0,0,,,,,,,,,,,,0,324,24,348,584,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,573,C02,34,36,121,7,9,52,64,24,0,0,0,0,0,,,,,,,,,,,,0,347,24,371,584,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,575,B,21,16,79,0,1,16,33,0,0,0,0,0,0,,,,,,,,,,,,0,166,15,181,250,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,576,B,10,102,33,0,2,5,24,10,0,0,0,0,0,,,,,,,,,,,,0,186,3,189,262,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,577,B,61,49,121,3,2,5,40,2,0,0,0,0,0,,,,,,,,,,,,0,283,17,300,425,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,577,C01,62,57,87,2,6,10,42,4,0,0,0,1,0,,,,,,,,,,,,0,271,15,286,424,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,578,B,44,10,58,2,4,44,28,1,0,0,0,0,0,,,,,,,,,,,,0,191,12,203,287,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,579,B,92,61,118,2,8,46,82,16,0,0,0,1,0,,,,,,,,,,,,0,426,36,462,733,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,580,B,47,34,119,1,2,39,76,0,0,0,0,1,0,,,,,,,,,,,,0,319,20,339,497,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,581,B,16,14,61,1,0,10,13,2,0,0,0,0,0,,,,,,,,,,,,0,117,8,125,175,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,582,B,319,10,72,9,1,56,36,3,0,0,0,0,0,,,,,,,,,,,,0,506,33,539,719,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,582,C01,331,5,67,1,0,44,39,1,0,0,0,0,0,,,,,,,,,,,,0,488,41,529,718,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,582,S01,14,4,2,0,0,4,6,2,0,0,0,0,0,,,,,,,,,,,,0,32,1,33,0,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,583,B,15,46,11,0,0,38,33,0,0,0,0,0,0,,,,,,,,,,,,0,143,10,153,220,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,583,E01,35,6,40,1,1,17,32,1,0,0,0,0,0,,,,,,,,,,,,0,133,10,143,218,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,584,B,109,23,50,4,4,41,25,0,0,0,0,0,0,,,,,,,,,,,,0,256,32,288,451,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,584,C01,84,26,48,2,5,27,46,2,0,0,0,0,0,,,,,,,,,,,,0,240,41,281,450,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,585,B,222,18,111,1,3,3,58,1,0,0,0,0,0,,,,,,,,,,,,0,417,45,462,748,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,586,B,32,9,264,2,1,36,19,2,0,0,0,0,0,,,,,,,,,,,,0,365,11,376,484,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,586,C01,25,9,296,1,1,28,10,1,0,0,0,0,0,,,,,,,,,,,,0,371,11,382,483,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,586,E01,16,49,218,1,1,19,1,2,0,0,0,0,0,,,,,,,,,,,,0,307,19,326,426,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,586,E01C01,14,60,228,2,3,17,8,0,0,0,0,0,0,,,,,,,,,,,,0,332,19,351,425,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,587,B,83,150,78,2,3,99,66,1,0,0,0,0,0,,,,,,,,,,,,0,482,38,520,640,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,588,B,18,29,65,0,0,75,51,0,0,0,0,0,0,,,,,,,,,,,,0,238,19,257,292,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,589,B,13,15,94,4,0,176,27,0,0,0,0,0,0,,,,,,,,,,,,0,329,30,359,404,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,590,B,77,78,79,0,0,90,18,2,0,0,0,0,0,,,,,,,,,,,,0,344,24,368,473,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,591,B,50,51,128,1,3,225,51,2,0,0,0,0,0,,,,,,,,,,,,0,511,35,546,676,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,592,B,3,34,19,0,3,273,59,0,0,0,0,0,0,,,,,,,,,,,,0,391,12,403,463,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,592,C01,2,26,30,1,0,276,60,0,0,0,0,0,0,,,,,,,,,,,,0,395,13,408,463,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,593,B,31,20,49,1,3,109,34,0,0,0,0,0,0,,,,,,,,,,,,0,247,17,264,325,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,594,B,52,20,51,2,5,111,277,0,0,0,0,0,0,,,,,,,,,,,,0,518,38,556,656,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,595,B,45,39,28,1,4,128,116,1,0,0,0,0,0,,,,,,,,,,,,0,362,39,401,467,Acta Casilla,,,
4,12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,595,C01,57,52,37,0,5,119,90,1,0,0,0,0,0,,,,,,,,,,,,0,361,32,393,467,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,596,B,3,80,93,0,3,30,3,68,3,4,1,1,0,,,,,,,,,,,,0,289,13,302,629,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,597,B,0,87,74,2,4,12,2,21,1,3,1,0,0,,,,,,,,,,,,0,207,12,219,431,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,597,C01,1,88,69,2,4,14,0,21,1,1,1,0,0,,,,,,,,,,,,0,202,8,210,430,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,598,B,3,55,111,0,0,24,2,74,4,1,0,3,0,,,,,,,,,,,,0,277,21,298,683,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,599,B,1,71,75,1,25,22,1,58,2,0,4,1,0,,,,,,,,,,,,0,261,8,269,594,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,599,C01,0,75,71,1,3,26,2,72,4,1,1,2,0,,,,,,,,,,,,0,258,15,273,593,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,600,B,3,101,111,0,11,18,3,43,2,4,1,6,0,,,,,,,,,,,,0,303,15,318,746,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,602,B,2,118,102,0,2,38,2,84,2,4,1,4,0,,,,,,,,,,,,0,359,7,366,712,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,603,B,1,58,48,0,9,63,12,68,7,1,0,1,0,,,,,,,,,,,,0,268,7,275,486,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,604,B,1,62,79,1,1,28,9,46,1,1,1,1,0,,,,,,,,,,,,1,231,14,246,497,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,604,C01,2,94,68,0,4,26,3,46,1,0,1,4,0,,,,,,,,,,,,0,249,8,257,496,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,605,B,1,67,71,1,7,21,6,41,4,1,2,5,0,,,,,,,,,,,,0,227,11,238,484,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,605,C01,3,80,61,1,8,25,2,38,3,0,1,0,0,,,,,,,,,,,,0,222,8,230,483,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,606,B,1,97,124,0,8,20,9,70,2,1,0,0,0,,,,,,,,,,,,0,332,18,350,727,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,607,B,0,93,57,0,13,18,8,59,1,8,0,1,0,,,,,,,,,,,,0,258,6,264,491,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,607,C01,0,92,52,2,10,21,4,79,1,6,2,0,0,,,,,,,,,,,,0,269,8,277,491,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,608,B,1,66,50,0,7,9,5,48,1,1,0,1,0,,,,,,,,,,,,0,189,5,194,383,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,608,C01,4,60,54,1,4,15,6,57,0,0,0,1,0,,,,,,,,,,,,0,202,8,210,382,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,609,B,1,82,91,1,5,33,7,43,3,2,1,4,0,,,,,,,,,,,,0,273,25,298,620,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,609,C01,1,104,91,0,3,22,16,60,3,1,0,0,0,,,,,,,,,,,,0,301,12,313,619,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,610,B,0,98,78,1,19,16,2,41,4,1,0,3,0,,,,,,,,,,,,0,263,11,274,541,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,610,C01,3,93,73,1,15,25,2,56,5,2,3,2,0,,,,,,,,,,,,0,280,10,290,541,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,611,B,2,97,106,0,7,27,3,106,11,5,0,3,0,,,,,,,,,,,,1,367,19,387,639,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,611,C01,4,95,89,0,13,14,5,111,21,3,2,1,0,,,,,,,,,,,,0,358,20,378,639,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,612,B,0,73,29,2,4,4,1,12,1,1,0,46,0,,,,,,,,,,,,0,173,32,205,433,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,613,B,0,56,51,0,0,2,2,8,2,0,0,44,0,,,,,,,,,,,,0,165,20,185,344,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,614,B,0,180,5,0,0,9,0,0,0,0,0,0,0,,,,,,,,,,,,0,194,2,196,195,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,615,B,0,33,22,3,0,5,2,12,1,0,2,0,0,,,,,,,,,,,,0,80,0,80,164,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,616,B,1,59,40,1,0,0,1,4,0,0,42,2,0,,,,,,,,,,,,0,150,8,158,251,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,619,B,1,139,56,1,2,2,4,13,2,0,53,3,0,,,,,,,,,,,,0,276,8,284,518,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,620,B,0,39,59,1,8,6,0,12,0,0,6,0,0,,,,,,,,,,,,0,131,3,134,235,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,621,B,0,98,135,3,0,3,1,35,0,1,55,0,0,,,,,,,,,,,,0,331,12,343,583,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,622,B,0,84,96,1,1,3,1,25,5,0,58,0,0,,,,,,,,,,,,0,274,11,285,456,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,622,E01,0,56,39,0,3,2,6,96,1,0,17,0,0,,,,,,,,,,,,0,220,10,230,419,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,622,E02,0,42,24,0,0,5,2,2,0,0,1,2,0,,,,,,,,,,,,0,78,7,85,192,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,623,B,0,88,79,0,1,16,3,16,1,0,23,1,0,,,,,,,,,,,,0,228,16,244,395,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,623,C01,0,81,59,0,0,24,1,18,1,1,35,3,0,,,,,,,,,,,,0,223,3,226,394,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,624,B,0,68,65,0,0,4,0,22,3,1,47,0,0,,,,,,,,,,,,0,210,0,210,411,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,624,C01,0,77,71,0,1,8,1,14,2,1,39,0,0,,,,,,,,,,,,0,214,9,223,410,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,626,B,0,114,35,0,13,19,0,11,1,0,1,1,0,,,,,,,,,,,,0,195,12,207,341,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,627,B,0,39,64,2,28,78,8,60,8,1,2,2,0,,,,,,,,,,,,0,292,34,326,564,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,628,B,1,83,19,2,0,57,1,8,1,0,1,1,0,,,,,,,,,,,,0,174,7,181,264,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,630,B,0,86,108,1,5,16,6,5,1,0,5,3,0,,,,,,,,,,,,0,236,18,254,411,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,631,B,0,78,43,0,2,47,0,3,3,0,0,0,0,,,,,,,,,,,,0,176,2,178,239,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,632,B,0,115,95,1,5,1,2,8,0,0,1,1,0,,,,,,,,,,,,0,229,4,233,341,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,633,B,1,74,173,3,0,6,1,14,2,0,1,0,0,,,,,,,,,,,,1,275,6,282,404,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,634,B,0,22,25,0,3,74,0,13,0,0,2,0,0,,,,,,,,,,,,0,139,5,144,221,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,636,B,0,23,50,0,0,11,1,13,0,0,0,0,0,,,,,,,,,,,,0,98,3,101,200,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,637,B,0,83,107,1,1,9,26,71,0,0,0,2,0,,,,,,,,,,,,0,300,5,305,559,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,638,B,1,21,57,1,0,14,0,24,0,0,1,2,0,,,,,,,,,,,,0,121,1,122,232,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,639,B,0,118,195,1,0,18,1,22,0,1,1,4,0,,,,,,,,,,,,2,361,14,377,654,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,640,B,0,88,79,0,1,12,0,34,0,0,6,1,0,,,,,,,,,,,,0,221,10,231,327,Acta Casilla,,,
4,12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,641,B,0,170,26,0,0,11,8,13,0,2,4,0,0,,,,,,,,,,,,0,234,22,256,621,Acta Casilla,,,
