sep=|
AYUNTAMIENTOS
10/06/2024 14:45 (UTC-5)
 
CLAVE_CASILLA|CLAVE_ACTA|ID_ENTIDAD|ENTIDAD|ID_MUNICIPIO_LOCAL|MUNICIPIO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CAND_IND|C_PAN_PRI|C_PVEM_PT_MORENA|C_PVEM_PT|C_PVEM_MORENA|C_PT_MORENA|NO_REGISTRADAS|NULOS|TOTAL|LISTA_NOMINAL|OBSERVACIONES
="230562C0100"|230562C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0562"|1|C|0|1|2|10|5|3|58|6|16|122|2|-|0|5|0|1|3|5|11|247|419|COTEJADO EN PLENO
="230563B0100"|230563B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0563"|1|B|0|1|2|7|4|2|50|6|21|136|2|-|2|12|0|0|0|0|9|251|461|COTEJADO EN PLENO
="230563C0100"|230563C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0563"|1|C|0|1|2|10|4|4|41|6|21|135|2|-|0|12|0|2|1|2|11|251|460|COTEJADO EN PLENO
="230564B0100"|230564B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0564"|1|B|0|1|2|13|5|1|48|12|30|115|2|-|0|4|1|3|1|0|11|246|482|COTEJADO EN PLENO
="230564C0100"|230564C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0564"|1|C|0|1|2|14|8|3|63|6|19|137|5|-|0|14|1|0|3|0|5|278|482|COTEJADO EN PLENO
="230565B0100"|230565B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0565"|1|B|0|1|2|11|3|8|44|0|30|123|2|-|1|9|0|1|3|1|7|243|401|COTEJADO EN PLENO
="230565C0100"|230565C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0565"|1|C|0|1|2|7|2|5|34|4|22|113|3|-|0|5|1|0|2|5|12|215|400|COTEJADO EN PLENO
="230566B0100"|230566B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0566"|1|B|0|1|2|7|4|1|58|2|17|142|5|-|0|7|0|5|0|1|7|256|417|COTEJADO EN PLENO
="230566C0100"|230566C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0566"|1|C|0|1|2|10|1|5|44|5|24|114|3|-|0|0|0|1|3|2|6|218|416|COTEJADO EN PLENO
="230567B0100"|230567B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0567"|1|B|0|1|2|20|3|2|59|7|20|122|2|-|0|10|1|1|1|0|6|254|379|COTEJADO EN PLENO
="230567C0100"|230567C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0567"|1|C|0|1|2|8|5|2|43|6|22|91|6|-|1|10|2|4|3|0|8|211|378|COTEJADO EN PLENO
="230568B0100"|230568B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0568"|1|B|0|1|2|6|5|3|35|7|23|122|6|-|0|13|0|1|2|1|5|229|455|COTEJADO EN PLENO
="230568C0100"|230568C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0568"|1|C|0|1|2|13|7|1|38|6|21|158|1|-|2|10|1|1|1|1|12|273|455|COTEJADO EN PLENO
="230569B0100"|230569B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0569"|1|B|0|1|2|9|8|1|56|6|16|125|2|-|0|2|0|3|3|1|8|240|442|COTEJADO EN PLENO
="230569C0100"|230569C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0569"|1|C|0|1|2|9|7|1|40|5|18|145|3|-|0|7|0|4|2|1|6|248|442|COTEJADO EN PLENO
="230570B0100"|230570B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0570"|1|B|0|1|2|14|3|1|39|9|12|167|3|-|3|11|0|3|2|1|10|278|462|COTEJADO EN PLENO
="230570C0100"|230570C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0570"|1|C|0|1|2|5|5|0|29|4|21|137|4|-|0|10|0|5|2|0|6|228|461|COTEJADO EN PLENO
="230571B0100"|230571B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0571"|1|B|0|1|2|17|3|1|55|9|21|193|4|-|0|7|0|8|2|1|10|331|617|COTEJADO EN PLENO
="230571C0100"|230571C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0571"|1|C|0|1|2|10|5|4|43|9|15|188|9|-|1|8|0|3|2|0|6|303|616|COTEJADO EN PLENO
="230572B0100"|230572B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0572"|1|B|0|1|2|13|5|2|85|9|14|182|4|-|0|10|0|6|0|0|13|343|639|COTEJADO EN PLENO
="230573B0100"|230573B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0573"|1|B|0|1|2|6|3|4|44|6|20|126|7|-|1|7|2|7|2|0|14|249|419|COTEJADO EN PLENO
="230573C0100"|230573C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0573"|1|C|0|1|2|3|4|1|46|5|18|136|1|-|1|8|0|2|2|0|10|237|418|COTEJADO EN PLENO
="230574B0100"|230574B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0574"|1|B|0|1|2|10|4|3|57|7|22|171|2|-|0|6|0|2|2|0|16|302|507|COTEJADO EN PLENO
="230575B0100"|230575B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0575"|1|B|0|1|2|7|4|4|42|9|16|138|3|-|0|3|0|0|5|3|2|236|431|COTEJADO EN PLENO
="230575C0100"|230575C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0575"|1|C|0|1|2|5|3|6|26|4|23|149|0|-|0|6|6|0|0|0|10|238|430|COTEJADO EN PLENO
="230576B0100"|230576B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0576"|1|B|0|1|2|13|6|1|130|6|16|212|4|-|0|9|1|1|7|0|12|418|665|COTEJADO EN PLENO
="230577B0100"|230577B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0577"|1|B|0|1|2|15|13|1|119|5|16|174|7|-|1|10|1|3|4|0|11|380|639|COTEJADO EN PLENO
="230579B0100"|230579B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0579"|1|B|0|1|2|9|8|3|132|9|10|153|5|-|1|13|0|2|3|0|10|358|645|COTEJADO EN PLENO
="230579C0100"|230579C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0579"|1|C|0|1|2|7|8|2|103|12|22|162|3|-|2|8|0|6|2|0|7|344|644|COTEJADO EN PLENO
="230580B0100"|230580B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0580"|1|B|0|1|2|7|3|7|132|10|17|150|1|-|0|5|1|4|0|0|11|348|571|COTEJADO EN PLENO
="230581B0100"|230581B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0581"|1|B|0|1|2|8|4|1|84|4|13|97|0|-|0|4|0|1|1|0|8|225|344|COTEJADO EN PLENO
="230582B0100"|230582B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0582"|1|B|0|1|2|4|4|3|67|6|7|115|0|-|0|12|0|0|0|1|6|225|384|COTEJADO EN PLENO
="230583B0100"|230583B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0583"|1|B|0|1|2|8|3|2|61|1|8|77|3|-|0|6|0|1|1|0|5|176|278|COTEJADO EN PLENO
="230584B0100"|230584B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0584"|1|B|0|1|2|1|1|3|51|4|7|41|1|-|0|0|2|0|0|0|3|114|165|COTEJADO EN PLENO
="230585B0100"|230585B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0585"|1|B|0|1|2|4|4|0|100|5|24|117|4|-|2|9|1|6|2|1|5|284|510|COTEJADO EN PLENO
="230585C0100"|230585C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0585"|1|C|0|1|2|5|8|3|101|6|10|129|3|-|0|13|0|0|0|0|7|285|510|COTEJADO EN PLENO
="230585C0200"|230585C020002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0585"|2|C|0|1|2|3|5|4|95|4|11|124|4|-|0|4|0|2|2|0|8|266|509|COTEJADO EN PLENO
="230586B0100"|230586B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0586"|1|B|0|1|2|1|3|0|39|4|19|87|2|-|0|2|1|1|2|0|6|167|271|COTEJADO EN PLENO
="230587B0100"|230587B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0587"|1|B|0|1|2|4|5|2|77|1|16|94|2|-|0|4|0|2|0|0|10|217|303|COTEJADO EN PLENO
="230588B0100"|230588B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0588"|1|B|0|1|2|4|1|0|70|3|14|64|1|-|0|3|0|1|2|0|2|165|268|COTEJADO EN PLENO
="230589B0100"|230589B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0589"|1|B|0|1|2|5|5|1|81|2|10|139|2|-|0|11|0|2|1|0|5|264|464|COTEJADO EN PLENO
="230590B0100"|230590B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0590"|1|B|0|1|2|5|4|2|111|7|7|101|1|-|8|0|2|0|0|0|9|257|369|COTEJADO EN PLENO
="230591B0100"|230591B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|1|B|0|2|2|9|4|1|62|10|19|188|2|-|0|0|0|0|0|0|9|304|696|COTEJADO EN PLENO
="230591C0100"|230591C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|1|C|0|2|2|12|4|2|74|9|21|178|9|-|0|9|0|1|0|0|11|330|696|COTEJADO EN PLENO
="230591C0200"|230591C020002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|2|C|0|2|2|22|4|0|69|8|19|148|2|-|0|15|0|4|0|4|7|302|696|COTEJADO EN PLENO
="230591C0300"|230591C030002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|3|C|0|2|2|8|7|2|68|3|18|153|1|-|1|14|0|3|3|0|8|289|696|COTEJADO EN PLENO
="230591C0400"|230591C040002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|4|C|0|2|2|11|4|2|66|2|14|170|4|-|1|1|0|1|0|0|6|282|695|COTEJADO EN PLENO
="230591C0500"|230591C050002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|5|C|0|2|2|9|3|0|51|6|13|167|0|-|4|7|1|3|3|0|9|276|695|COTEJADO EN PLENO
="230591C0600"|230591C060002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|6|C|0|2|2|6|5|2|80|9|11|122|0|-|0|5|0|4|0|0|9|253|695|COTEJADO EN PLENO
="230591C0700"|230591C070002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|7|C|0|2|2|6|6|9|72|4|27|149|7|-|0|9|0|1|0|0|12|302|695|COTEJADO EN PLENO
="230591C0800"|230591C080002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|8|C|0|2|2|10|3|1|53|4|21|171|0|-|0|12|0|1|2|2|7|287|695|COTEJADO EN PLENO
="230591C0900"|230591C090002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|9|C|0|2|2|6|5|2|78|4|23|162|3|-|0|22|0|0|0|2|1|308|695|COTEJADO EN PLENO
="230591C1000"|230591C100002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|10|C|0|2|2|4|2|2|69|8|14|163|2|-|2|0|0|0|0|0|27|293|695|COTEJADO EN PLENO
="230591C1100"|230591C110002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|11|C|0|2|2|8|2|2|56|6|20|148|3|-|0|7|0|4|4|2|10|272|695|COTEJADO EN PLENO
="230591C1200"|230591C120002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|12|C|0|2|2|13|2|1|68|6|23|184|3|-|0|0|0|0|0|0|0|300|695|COTEJADO EN PLENO
="230591E0100"|230591E010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|1|E|0|2|2|2|6|1|239|3|7|84|2|-|2|4|0|1|1|0|0|352|626|COTEJADO EN PLENO
="230591E0101"|230591E010102|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0591"|1|E|1|2|2|4|3|2|224|2|10|92|3|-|1|11|0|3|2|0|10|367|625|COTEJADO EN PLENO
="230592B0100"|230592B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0592"|1|B|0|1|2|8|3|3|94|4|8|168|2|-|0|12|0|5|2|0|6|315|551|COTEJADO EN PLENO
="230592C0100"|230592C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0592"|1|C|0|1|2|10|5|5|77|12|15|138|5|-|0|15|0|2|1|1|5|291|551|COTEJADO EN PLENO
="230592C0200"|230592C020002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0592"|2|C|0|1|2|11|5|2|77|12|11|132|1|-|1|8|0|3|2|0|7|272|550|COTEJADO EN PLENO
="230593B0100"|230593B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0593"|1|B|0|1|2|10|3|2|75|4|14|125|2|-|1|6|0|1|2|1|8|254|463|COTEJADO EN PLENO
="230594B0100"|230594B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0594"|1|B|0|1|2|11|4|2|57|3|17|122|0|-|1|8|0|6|0|3|7|241|380|COTEJADO EN PLENO
="230594C0100"|230594C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0594"|1|C|0|1|2|15|5|3|43|6|9|122|4|-|0|4|0|1|2|0|12|226|379|COTEJADO EN PLENO
="230595B0100"|230595B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0595"|1|B|0|1|2|7|2|3|7|2|16|139|2|-|0|6|0|0|0|3|3|190|423|COTEJADO EN PLENO
="230595C0100"|230595C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0595"|1|C|0|1|2|10|4|2|51|8|19|138|1|-|1|6|0|1|2|2|4|249|422|COTEJADO EN PLENO
="230596B0100"|230596B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0596"|1|B|0|1|2|23|7|4|33|15|33|206|4|-|1|6|0|3|3|0|8|346|619|COTEJADO EN PLENO
="230597B0100"|230597B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0597"|1|B|0|1|2|8|4|3|65|4|20|126|4|-|0|8|0|3|0|2|4|251|433|COTEJADO EN PLENO
="230598B0100"|230598B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0598"|1|B|0|1|2|18|8|4|67|1|22|143|5|-|1|15|0|1|0|0|8|293|473|COTEJADO EN PLENO
="230598C0100"|230598C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0598"|1|C|0|1|2|14|10|3|72|6|10|132|3|-|1|5|0|5|1|0|5|267|473|COTEJADO EN PLENO
="230599B0100"|230599B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0599"|1|B|0|1|2|8|9|2|41|4|12|130|5|-|1|15|2|5|0|0|7|241|403|COTEJADO EN PLENO
="230599C0100"|230599C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0599"|1|C|0|1|2|13|6|3|44|6|10|98|4|-|1|12|1|0|0|1|5|204|402|COTEJADO EN PLENO
="230600B0100"|230600B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0600"|1|B|0|1|2|5|2|0|53|2|6|55|0|-|0|9|0|0|2|1|5|140|236|COTEJADO EN PLENO
="230601B0100"|230601B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0601"|1|B|0|1|2|22|2|3|45|1|28|177|4|-|2|19|1|33|9|0|10|356|592|COTEJADO EN PLENO
="230602B0100"|230602B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0602"|1|B|0|1|2|17|12|2|58|4|26|129|2|-|1|8|0|5|1|2|6|273|442|COTEJADO EN PLENO
="230603B0100"|230603B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0603"|1|B|0|1|2|3|5|1|43|1|8|55|3|-|0|4|0|2|1|0|3|129|260|COTEJADO EN PLENO
="230604B0100"|230604B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0604"|1|B|0|1|2|9|5|0|107|2|13|94|0|-|2|6|0|2|4|0|6|250|388|COTEJADO EN PLENO
="230604C0100"|230604C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0604"|1|C|0|1|2|14|6|3|101|1|16|91|2|-|0|9|1|6|1|1|4|256|388|RECONTADO EN GRUPO DE TRABAJO
="230605B0100"|230605B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0605"|1|B|0|1|2|27|9|7|73|17|26|151|4|-|1|12|0|0|0|0|18|345|598|COTEJADO EN PLENO
="230606B0100"|230606B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0606"|1|B|0|1|2|15|12|3|73|4|17|108|2|-|1|6|0|1|1|2|3|248|393|COTEJADO EN PLENO
="230606C0100"|230606C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0606"|1|C|0|1|2|22|2|11|67|7|20|112|2|-|0|10|0|4|2|0|9|268|393|COTEJADO EN PLENO
="230607B0100"|230607B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0607"|1|B|0|1|2|34|13|2|130|10|28|224|8|-|0|0|0|0|0|1|11|461|722|COTEJADO EN PLENO
="230608B0100"|230608B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0608"|1|B|0|1|2|24|5|2|95|11|34|172|4|-|1|8|0|3|2|1|10|372|633|COTEJADO EN PLENO
="230609B0100"|230609B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0609"|1|B|0|1|2|29|18|3|79|14|23|187|5|-|0|9|0|0|4|0|11|382|695|COTEJADO EN PLENO
="230610B0100"|230610B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0610"|1|B|0|1|2|70|10|7|33|12|37|183|5|-|1|7|3|1|0|7|0|376|647|COTEJADO EN PLENO
="230611B0100"|230611B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0611"|1|B|0|1|2|34|13|1|67|6|24|89|2|-|1|2|0|1|0|1|7|248|397|COTEJADO EN PLENO
="230611C0100"|230611C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0611"|1|C|0|1|2|35|14|3|35|4|19|112|8|-|6|11|0|1|1|0|1|250|396|COTEJADO EN PLENO
="230612B0100"|230612B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0612"|1|B|0|1|2|40|6|3|39|9|24|150|3|-|1|10|1|1|1|1|8|297|467|COTEJADO EN PLENO
="230612C0100"|230612C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0612"|1|C|0|1|2|30|15|1|41|9|24|143|6|-|0|9|1|1|1|0|9|290|466|COTEJADO EN PLENO
="230613B0100"|230613B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0613"|1|B|0|1|2|14|0|1|50|3|14|119|1|-|1|5|1|2|0|1|7|219|388|COTEJADO EN PLENO
="230613C0100"|230613C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0613"|1|C|0|1|2|14|6|1|54|8|18|94|2|-|1|8|1|0|2|1|5|215|388|COTEJADO EN PLENO
="230614B0100"|230614B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0614"|1|B|0|1|2|70|23|12|56|11|51|175|3|-|5|15|0|5|1|1|10|438|660|COTEJADO EN PLENO
="230615B0100"|230615B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0615"|1|B|0|1|2|80|15|8|62|13|28|222|10|-|1|15|1|2|4|1|9|471|713|COTEJADO EN PLENO
="230616B0100"|230616B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0616"|1|B|0|1|2|29|10|2|45|6|18|125|2|-|0|10|0|3|1|0|8|259|414|COTEJADO EN PLENO
="230616C0100"|230616C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0616"|1|C|0|1|2|30|13|5|42|6|27|113|6|-|0|6|0|2|4|1|7|262|413|COTEJADO EN PLENO
="230617B0100"|230617B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0617"|1|B|0|1|2|42|15|6|90|20|50|189|10|-|0|12|0|3|1|2|10|450|719|COTEJADO EN PLENO
="230618A0100"|230618A010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0618"|1|A|0|2|2|1|1|0|0|0|1|1|0|-|0|0|0|0|0|0|0|4|5|COTEJADO EN PLENO
="230618B0100"|230618B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0618"|1|B|0|1|2|7|4|1|142|3|15|77|3|-|0|8|0|3|1|0|6|270|459|COTEJADO EN PLENO
="230619B0100"|230619B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0619"|1|B|0|1|2|12|9|4|174|6|15|78|4|-|0|8|0|9|1|2|17|339|562|COTEJADO EN PLENO
="230619C0100"|230619C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0619"|1|C|0|1|2|7|6|1|172|3|4|99|0|-|1|8|1|8|1|0|9|320|561|COTEJADO EN PLENO
="230620B0100"|230620B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0620"|1|B|0|2|2|6|8|3|50|7|9|97|2|-|1|9|0|5|1|0|13|211|474|COTEJADO EN PLENO
="230620C0100"|230620C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0620"|1|C|0|2|2|7|7|2|58|1|11|103|2|-|0|9|0|0|2|0|17|219|474|COTEJADO EN PLENO
="230621B0100"|230621B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0621"|1|B|0|1|2|58|7|2|22|6|21|131|6|-|2|10|0|2|2|1|7|277|418|COTEJADO EN PLENO
="230621C0100"|230621C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0621"|1|C|0|1|2|45|14|5|25|9|28|120|2|-|2|9|0|0|2|3|20|284|418|COTEJADO EN PLENO
="230622B0100"|230622B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0622"|1|B|0|1|2|62|12|6|18|9|30|98|2|-|1|5|0|0|0|0|9|252|419|COTEJADO EN PLENO
="230622C0100"|230622C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0622"|1|C|0|1|2|72|18|5|20|7|19|106|2|-|5|8|2|0|2|0|11|277|418|COTEJADO EN PLENO
="230623B0100"|230623B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0623"|1|B|0|1|2|52|16|4|34|13|29|133|7|-|3|4|0|0|0|0|6|301|450|COTEJADO EN PLENO
="230623C0100"|230623C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0623"|1|C|0|1|2|46|15|3|45|4|19|155|3|-|2|5|1|0|1|1|6|306|449|COTEJADO EN PLENO
="230624B0100"|230624B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0624"|1|B|0|1|2|42|11|2|47|9|29|147|3|-|2|7|0|0|4|1|7|311|488|COTEJADO EN PLENO
="230625B0100"|230625B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0625"|1|B|0|1|2|22|17|2|44|7|26|121|3|-|3|6|1|1|1|0|8|262|386|COTEJADO EN PLENO
="230625C0100"|230625C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0625"|1|C|0|1|2|28|10|6|32|4|21|104|2|-|2|7|0|0|2|1|7|226|386|COTEJADO EN PLENO
="230626A0200"|230626A020002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|1|A|0|2|2|1|0|0|1|0|0|4|0|-|0|0|0|0|0|0|0|6|7|COTEJADO EN PLENO
="230626B0100"|230626B010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|1|B|0|1|2|133|37|12|22|8|38|162|7|-|9|6|0|1|3|0|12|450|746|COTEJADO EN PLENO
="230626C0100"|230626C010002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|1|C|0|1|2|133|31|11|30|14|43|148|8|-|5|9|0|0|2|0|16|450|746|COTEJADO EN PLENO
="230626C0200"|230626C020002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|2|C|0|1|2|129|31|16|31|8|37|169|7|-|3|8|0|2|3|1|11|456|746|COTEJADO EN PLENO
="230626C0300"|230626C030002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|3|C|0|1|2|127|27|9|33|12|47|146|7|-|6|13|1|2|3|3|11|447|746|COTEJADO EN PLENO
="230626C0400"|230626C040002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|4|C|0|1|2|147|38|8|25|13|30|143|2|-|2|14|0|2|2|0|7|433|746|COTEJADO EN PLENO
="230626C0500"|230626C050002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|5|C|0|1|2|163|30|11|24|8|30|130|9|-|4|13|0|1|1|0|15|439|746|COTEJADO EN PLENO
="230626C0600"|230626C060002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|6|C|0|1|2|159|31|10|26|5|53|149|9|-|5|6|0|0|1|1|7|462|746|COTEJADO EN PLENO
="230626C0700"|230626C070002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|7|C|0|1|2|135|24|8|37|15|33|157|4|-|3|2|0|0|1|0|9|428|746|COTEJADO EN PLENO
="230626C0800"|230626C080002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|8|C|0|1|2|162|26|4|28|5|44|150|3|-|9|5|1|0|2|0|3|442|746|COTEJADO EN PLENO
="230626C0900"|230626C090002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|9|C|0|1|2|152|28|8|22|4|41|144|9|-|4|14|0|0|0|0|9|435|746|RECONTADO EN GRUPO DE TRABAJO
="230626C1000"|230626C100002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|10|C|0|1|2|167|36|6|19|13|45|155|8|-|3|5|0|2|2|0|9|470|746|COTEJADO EN PLENO
="230626C1100"|230626C110002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|11|C|0|1|2|133|24|13|32|9|41|150|4|-|8|10|0|0|4|0|10|438|746|COTEJADO EN PLENO
="230626C1200"|230626C120002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|12|C|0|1|2|130|28|8|23|10|38|150|6|-|3|7|0|4|3|0|14|424|746|COTEJADO EN PLENO
="230626C1300"|230626C130002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|13|C|0|1|2|127|50|10|25|13|39|134|7|-|1|7|1|1|0|1|6|422|746|RECONTADO EN GRUPO DE TRABAJO
="230626C1400"|230626C140002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|14|C|0|1|2|140|25|12|26|13|54|154|4|-|4|9|0|1|3|2|11|458|746|COTEJADO EN PLENO
="230626C1500"|230626C150002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|15|C|0|1|2|142|40|9|21|12|37|159|6|-|3|6|0|1|0|0|17|453|746|COTEJADO EN PLENO
="230626C1600"|230626C160002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|16|C|0|1|2|182|36|11|25|5|35|124|10|-|6|7|0|2|1|0|9|453|746|COTEJADO EN PLENO
="230626C1700"|230626C170002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|17|C|0|1|2|139|36|11|24|8|34|140|10|-|4|11|0|0|0|0|19|436|745|COTEJADO EN PLENO
="230626C1800"|230626C180002|23|QUINTANA ROO|="01"|BENITO JUAREZ|="0626"|18|C|0|1|2|162|37|12|15|5|34|137|3|-|13|10|0|0|2|0|13|443|745|COTEJADO EN PLENO
