"","section","uniqueid","year","mun","state","Validation"
"424",1488,19039,2018,"MONTERREY","NUEVO LEON",1
"425",1299,19039,2018,"MONTERREY","NUEVO LEON",1
"426",1298,19039,2018,"MONTERREY","NUEVO LEON",1
"427",1165,19039,2018,"MONTERREY","NUEVO LEON",1
"428",992,19039,2018,"MONTERREY","NUEVO LEON",1
"429",1576,19039,2018,"MONTERREY","NUEVO LEON",1
"430",1416,19039,2018,"MONTERREY","NUEVO LEON",1
"431",1201,19039,2018,"MONTERREY","NUEVO LEON",1
"432",1645,19039,2018,"MONTERREY","NUEVO LEON",1
"433",1018,19039,2018,"MONTERREY","NUEVO LEON",1
"434",1321,19039,2018,"MONTERREY","NUEVO LEON",1
"435",1322,19039,2018,"MONTERREY","NUEVO LEON",1
"436",1278,19039,2018,"MONTERREY","NUEVO LEON",1
"437",1425,19039,2018,"MONTERREY","NUEVO LEON",1
"438",1326,19039,2018,"MONTERREY","NUEVO LEON",1
"439",1486,19039,2018,"MONTERREY","NUEVO LEON",1
"440",1048,19039,2018,"MONTERREY","NUEVO LEON",1
"441",1329,19039,2018,"MONTERREY","NUEVO LEON",1
"442",1043,19039,2018,"MONTERREY","NUEVO LEON",1
"443",1015,19039,2018,"MONTERREY","NUEVO LEON",1
"444",1317,19039,2018,"MONTERREY","NUEVO LEON",1
"445",1699,19039,2018,"MONTERREY","NUEVO LEON",1
"446",1333,19039,2018,"MONTERREY","NUEVO LEON",1
"447",1175,19039,2018,"MONTERREY","NUEVO LEON",1
"448",1377,19039,2018,"MONTERREY","NUEVO LEON",1
"449",1415,19039,2018,"MONTERREY","NUEVO LEON",1
"450",1053,19039,2018,"MONTERREY","NUEVO LEON",1
"451",1008,19039,2018,"MONTERREY","NUEVO LEON",1
"452",1495,19039,2018,"MONTERREY","NUEVO LEON",1
"453",1177,19039,2018,"MONTERREY","NUEVO LEON",1
"454",1537,19039,2018,"MONTERREY","NUEVO LEON",1
"455",1161,19039,2018,"MONTERREY","NUEVO LEON",1
"456",1580,19039,2018,"MONTERREY","NUEVO LEON",1
"457",1476,19039,2018,"MONTERREY","NUEVO LEON",1
"458",1599,19039,2018,"MONTERREY","NUEVO LEON",1
"459",1407,19039,2018,"MONTERREY","NUEVO LEON",1
"460",1341,19039,2018,"MONTERREY","NUEVO LEON",1
"461",1013,19039,2018,"MONTERREY","NUEVO LEON",1
"462",2129,19039,2018,"MONTERREY","NUEVO LEON",1
"463",1579,19039,2018,"MONTERREY","NUEVO LEON",1
"464",1293,19039,2018,"MONTERREY","NUEVO LEON",1
"465",1481,19039,2018,"MONTERREY","NUEVO LEON",1
"466",1468,19039,2018,"MONTERREY","NUEVO LEON",1
"467",1399,19039,2018,"MONTERREY","NUEVO LEON",1
"468",1026,19039,2018,"MONTERREY","NUEVO LEON",1
"469",1613,19039,2018,"MONTERREY","NUEVO LEON",1
"470",1417,19039,2018,"MONTERREY","NUEVO LEON",1
"471",1348,19039,2018,"MONTERREY","NUEVO LEON",1
"472",1400,19039,2018,"MONTERREY","NUEVO LEON",1
"473",1125,19039,2018,"MONTERREY","NUEVO LEON",1
"474",1391,19039,2018,"MONTERREY","NUEVO LEON",1
"475",1619,19039,2018,"MONTERREY","NUEVO LEON",1
"476",1528,19039,2018,"MONTERREY","NUEVO LEON",1
"477",1512,19039,2018,"MONTERREY","NUEVO LEON",1
"478",1355,19039,2018,"MONTERREY","NUEVO LEON",1
"479",1644,19039,2018,"MONTERREY","NUEVO LEON",1
"480",1262,19039,2018,"MONTERREY","NUEVO LEON",1
"481",1065,19039,2018,"MONTERREY","NUEVO LEON",1
"482",1389,19039,2018,"MONTERREY","NUEVO LEON",1
"483",979,19039,2018,"MONTERREY","NUEVO LEON",1
"484",1363,19039,2018,"MONTERREY","NUEVO LEON",1
"485",1472,19039,2018,"MONTERREY","NUEVO LEON",1
"486",1382,19039,2018,"MONTERREY","NUEVO LEON",1
"487",1639,19039,2018,"MONTERREY","NUEVO LEON",1
"488",1651,19039,2018,"MONTERREY","NUEVO LEON",1
"489",2127,19039,2018,"MONTERREY","NUEVO LEON",1
"490",1490,19039,2018,"MONTERREY","NUEVO LEON",1
"491",1649,19039,2018,"MONTERREY","NUEVO LEON",1
"492",1449,19039,2018,"MONTERREY","NUEVO LEON",1
"493",1628,19039,2018,"MONTERREY","NUEVO LEON",1
"494",1638,19039,2018,"MONTERREY","NUEVO LEON",1
"495",1070,19039,2018,"MONTERREY","NUEVO LEON",1
"496",1045,19039,2018,"MONTERREY","NUEVO LEON",1
"497",1694,19039,2018,"MONTERREY","NUEVO LEON",1
"498",1036,19039,2018,"MONTERREY","NUEVO LEON",1
"499",1435,19039,2018,"MONTERREY","NUEVO LEON",1
"500",1360,19039,2018,"MONTERREY","NUEVO LEON",1
"501",1030,19039,2018,"MONTERREY","NUEVO LEON",1
"502",1530,19039,2018,"MONTERREY","NUEVO LEON",1
"503",1597,19039,2018,"MONTERREY","NUEVO LEON",1
"504",1270,19039,2018,"MONTERREY","NUEVO LEON",1
"505",1003,19039,2018,"MONTERREY","NUEVO LEON",1
"506",1218,19039,2018,"MONTERREY","NUEVO LEON",1
"507",1103,19039,2018,"MONTERREY","NUEVO LEON",1
"508",1345,19039,2018,"MONTERREY","NUEVO LEON",1
"509",1246,19039,2018,"MONTERREY","NUEVO LEON",1
"510",1221,19039,2018,"MONTERREY","NUEVO LEON",1
"511",1079,19039,2018,"MONTERREY","NUEVO LEON",1
"512",1397,19039,2018,"MONTERREY","NUEVO LEON",1
"513",1085,19039,2018,"MONTERREY","NUEVO LEON",1
"514",1189,19039,2018,"MONTERREY","NUEVO LEON",1
"515",1089,19039,2018,"MONTERREY","NUEVO LEON",1
"516",1242,19039,2018,"MONTERREY","NUEVO LEON",1
"517",1095,19039,2018,"MONTERREY","NUEVO LEON",1
"518",1022,19039,2018,"MONTERREY","NUEVO LEON",1
"519",1305,19039,2018,"MONTERREY","NUEVO LEON",1
"520",1100,19039,2018,"MONTERREY","NUEVO LEON",1
"521",1028,19039,2018,"MONTERREY","NUEVO LEON",1
"522",984,19039,2018,"MONTERREY","NUEVO LEON",1
"523",1482,19039,2018,"MONTERREY","NUEVO LEON",1
"524",1023,19039,2018,"MONTERREY","NUEVO LEON",1
"525",1108,19039,2018,"MONTERREY","NUEVO LEON",1
"526",1011,19039,2018,"MONTERREY","NUEVO LEON",1
"527",1529,19039,2018,"MONTERREY","NUEVO LEON",1
"528",1116,19039,2018,"MONTERREY","NUEVO LEON",1
"529",1688,19039,2018,"MONTERREY","NUEVO LEON",1
"530",1005,19039,2018,"MONTERREY","NUEVO LEON",1
"531",1073,19039,2018,"MONTERREY","NUEVO LEON",1
"532",1478,19039,2018,"MONTERREY","NUEVO LEON",1
"533",1007,19039,2018,"MONTERREY","NUEVO LEON",1
"534",1004,19039,2018,"MONTERREY","NUEVO LEON",1
"535",1120,19039,2018,"MONTERREY","NUEVO LEON",1
"536",1332,19039,2018,"MONTERREY","NUEVO LEON",1
"537",1122,19039,2018,"MONTERREY","NUEVO LEON",1
"538",1430,19039,2018,"MONTERREY","NUEVO LEON",1
"539",1406,19039,2018,"MONTERREY","NUEVO LEON",1
"540",1128,19039,2018,"MONTERREY","NUEVO LEON",1
"541",1041,19039,2018,"MONTERREY","NUEVO LEON",1
"542",1263,19039,2018,"MONTERREY","NUEVO LEON",1
"543",995,19039,2018,"MONTERREY","NUEVO LEON",1
"544",1149,19039,2018,"MONTERREY","NUEVO LEON",1
"545",1294,19039,2018,"MONTERREY","NUEVO LEON",1
"546",1634,19039,2018,"MONTERREY","NUEVO LEON",1
"547",1080,19039,2018,"MONTERREY","NUEVO LEON",1
"548",1164,19039,2018,"MONTERREY","NUEVO LEON",1
"549",1145,19039,2018,"MONTERREY","NUEVO LEON",1
"550",1489,19039,2018,"MONTERREY","NUEVO LEON",1
"551",1150,19039,2018,"MONTERREY","NUEVO LEON",1
"552",1144,19039,2018,"MONTERREY","NUEVO LEON",1
"553",1403,19039,2018,"MONTERREY","NUEVO LEON",1
"554",1064,19039,2018,"MONTERREY","NUEVO LEON",1
"555",1440,19039,2018,"MONTERREY","NUEVO LEON",1
"556",1167,19039,2018,"MONTERREY","NUEVO LEON",1
"557",1318,19039,2018,"MONTERREY","NUEVO LEON",1
"558",1362,19039,2018,"MONTERREY","NUEVO LEON",1
"559",1047,19039,2018,"MONTERREY","NUEVO LEON",1
"560",1160,19039,2018,"MONTERREY","NUEVO LEON",1
"561",1350,19039,2018,"MONTERREY","NUEVO LEON",1
"562",1356,19039,2018,"MONTERREY","NUEVO LEON",1
"563",982,19039,2018,"MONTERREY","NUEVO LEON",1
"564",1093,19039,2018,"MONTERREY","NUEVO LEON",1
"565",1433,19039,2018,"MONTERREY","NUEVO LEON",1
"566",1347,19039,2018,"MONTERREY","NUEVO LEON",1
"567",1259,19039,2018,"MONTERREY","NUEVO LEON",1
"568",1565,19039,2018,"MONTERREY","NUEVO LEON",1
"569",985,19039,2018,"MONTERREY","NUEVO LEON",1
"570",1254,19039,2018,"MONTERREY","NUEVO LEON",1
"571",1137,19039,2018,"MONTERREY","NUEVO LEON",1
"572",1504,19039,2018,"MONTERREY","NUEVO LEON",1
"573",1594,19039,2018,"MONTERREY","NUEVO LEON",1
"574",1076,19039,2018,"MONTERREY","NUEVO LEON",1
"575",1520,19039,2018,"MONTERREY","NUEVO LEON",1
"576",1244,19039,2018,"MONTERREY","NUEVO LEON",1
"577",1129,19039,2018,"MONTERREY","NUEVO LEON",1
"578",1428,19039,2018,"MONTERREY","NUEVO LEON",1
"579",1133,19039,2018,"MONTERREY","NUEVO LEON",1
"580",1072,19039,2018,"MONTERREY","NUEVO LEON",1
"581",1588,19039,2018,"MONTERREY","NUEVO LEON",1
"582",1238,19039,2018,"MONTERREY","NUEVO LEON",1
"583",1661,19039,2018,"MONTERREY","NUEVO LEON",1
"584",1062,19039,2018,"MONTERREY","NUEVO LEON",1
"585",977,19039,2018,"MONTERREY","NUEVO LEON",1
"586",1235,19039,2018,"MONTERREY","NUEVO LEON",1
"587",1153,19039,2018,"MONTERREY","NUEVO LEON",1
"588",1232,19039,2018,"MONTERREY","NUEVO LEON",1
"589",1371,19039,2018,"MONTERREY","NUEVO LEON",1
"590",1673,19039,2018,"MONTERREY","NUEVO LEON",1
"591",1249,19039,2018,"MONTERREY","NUEVO LEON",1
"592",1227,19039,2018,"MONTERREY","NUEVO LEON",1
"593",1225,19039,2018,"MONTERREY","NUEVO LEON",1
"594",1233,19039,2018,"MONTERREY","NUEVO LEON",1
"595",1540,19039,2018,"MONTERREY","NUEVO LEON",1
"596",1395,19039,2018,"MONTERREY","NUEVO LEON",1
"597",1222,19039,2018,"MONTERREY","NUEVO LEON",1
"598",1507,19039,2018,"MONTERREY","NUEVO LEON",1
"599",1155,19039,2018,"MONTERREY","NUEVO LEON",1
"600",1582,19039,2018,"MONTERREY","NUEVO LEON",1
"601",1090,19039,2018,"MONTERREY","NUEVO LEON",1
"602",1498,19039,2018,"MONTERREY","NUEVO LEON",1
"603",1213,19039,2018,"MONTERREY","NUEVO LEON",1
"604",2134,19039,2018,"MONTERREY","NUEVO LEON",1
"605",1438,19039,2018,"MONTERREY","NUEVO LEON",1
"606",1228,19039,2018,"MONTERREY","NUEVO LEON",1
"607",1445,19039,2018,"MONTERREY","NUEVO LEON",1
"608",1207,19039,2018,"MONTERREY","NUEVO LEON",1
"609",1375,19039,2018,"MONTERREY","NUEVO LEON",1
"610",1275,19039,2018,"MONTERREY","NUEVO LEON",1
"611",1234,19039,2018,"MONTERREY","NUEVO LEON",1
"612",1624,19039,2018,"MONTERREY","NUEVO LEON",1
"613",1450,19039,2018,"MONTERREY","NUEVO LEON",1
"614",1443,19039,2018,"MONTERREY","NUEVO LEON",1
"615",1183,19039,2018,"MONTERREY","NUEVO LEON",1
"616",1324,19039,2018,"MONTERREY","NUEVO LEON",1
"617",1264,19039,2018,"MONTERREY","NUEVO LEON",1
"618",1552,19039,2018,"MONTERREY","NUEVO LEON",1
"619",1655,19039,2018,"MONTERREY","NUEVO LEON",1
"620",1453,19039,2018,"MONTERREY","NUEVO LEON",1
"621",1474,19039,2018,"MONTERREY","NUEVO LEON",1
"622",1271,19039,2018,"MONTERREY","NUEVO LEON",1
"623",1541,19039,2018,"MONTERREY","NUEVO LEON",1
"624",1146,19039,2018,"MONTERREY","NUEVO LEON",1
"625",1493,19039,2018,"MONTERREY","NUEVO LEON",1
"626",1286,19039,2018,"MONTERREY","NUEVO LEON",1
"627",1475,19039,2018,"MONTERREY","NUEVO LEON",1
"628",1086,19039,2018,"MONTERREY","NUEVO LEON",1
"629",1568,19039,2018,"MONTERREY","NUEVO LEON",1
"630",1102,19039,2018,"MONTERREY","NUEVO LEON",1
"631",1499,19039,2018,"MONTERREY","NUEVO LEON",1
"632",1587,19039,2018,"MONTERREY","NUEVO LEON",1
"633",1684,19039,2018,"MONTERREY","NUEVO LEON",1
"634",1392,19039,2018,"MONTERREY","NUEVO LEON",1
"635",1223,19039,2018,"MONTERREY","NUEVO LEON",1
"636",1216,19039,2018,"MONTERREY","NUEVO LEON",1
"637",989,19039,2018,"MONTERREY","NUEVO LEON",1
"638",1551,19039,2018,"MONTERREY","NUEVO LEON",1
"639",1519,19039,2018,"MONTERREY","NUEVO LEON",1
"640",1176,19039,2018,"MONTERREY","NUEVO LEON",1
"641",1208,19039,2018,"MONTERREY","NUEVO LEON",1
"642",2131,19039,2018,"MONTERREY","NUEVO LEON",1
"643",1593,19039,2018,"MONTERREY","NUEVO LEON",1
"644",1510,19039,2018,"MONTERREY","NUEVO LEON",1
"645",1096,19039,2018,"MONTERREY","NUEVO LEON",1
"646",1143,19039,2018,"MONTERREY","NUEVO LEON",1
"647",1663,19039,2018,"MONTERREY","NUEVO LEON",1
"648",1384,19039,2018,"MONTERREY","NUEVO LEON",1
"649",1393,19039,2018,"MONTERREY","NUEVO LEON",1
"650",1084,19039,2018,"MONTERREY","NUEVO LEON",1
"651",1067,19039,2018,"MONTERREY","NUEVO LEON",1
"652",1600,19039,2018,"MONTERREY","NUEVO LEON",1
"653",1364,19039,2018,"MONTERREY","NUEVO LEON",1
"654",1042,19039,2018,"MONTERREY","NUEVO LEON",1
"655",1344,19039,2018,"MONTERREY","NUEVO LEON",1
"656",1361,19039,2018,"MONTERREY","NUEVO LEON",1
"657",1104,19039,2018,"MONTERREY","NUEVO LEON",1
"658",1273,19039,2018,"MONTERREY","NUEVO LEON",1
"659",1292,19039,2018,"MONTERREY","NUEVO LEON",1
"660",1501,19039,2018,"MONTERREY","NUEVO LEON",1
"661",1466,19039,2018,"MONTERREY","NUEVO LEON",1
"662",1257,19039,2018,"MONTERREY","NUEVO LEON",1
"663",2132,19039,2018,"MONTERREY","NUEVO LEON",1
"664",993,19039,2018,"MONTERREY","NUEVO LEON",1
"665",1590,19039,2018,"MONTERREY","NUEVO LEON",1
"666",1494,19039,2018,"MONTERREY","NUEVO LEON",1
"667",1314,19039,2018,"MONTERREY","NUEVO LEON",1
"668",1220,19039,2018,"MONTERREY","NUEVO LEON",1
"669",1470,19039,2018,"MONTERREY","NUEVO LEON",1
"670",1308,19039,2018,"MONTERREY","NUEVO LEON",1
"671",1479,19039,2018,"MONTERREY","NUEVO LEON",1
"672",1316,19039,2018,"MONTERREY","NUEVO LEON",1
"673",1500,19039,2018,"MONTERREY","NUEVO LEON",1
"674",1279,19039,2018,"MONTERREY","NUEVO LEON",1
"675",1033,19039,2018,"MONTERREY","NUEVO LEON",1
"676",1098,19039,2018,"MONTERREY","NUEVO LEON",1
"677",1491,19039,2018,"MONTERREY","NUEVO LEON",1
"678",1604,19039,2018,"MONTERREY","NUEVO LEON",1
"679",1021,19039,2018,"MONTERREY","NUEVO LEON",1
"680",1187,19039,2018,"MONTERREY","NUEVO LEON",1
"681",1112,19039,2018,"MONTERREY","NUEVO LEON",1
"682",1404,19039,2018,"MONTERREY","NUEVO LEON",1
"683",1369,19039,2018,"MONTERREY","NUEVO LEON",1
"684",1127,19039,2018,"MONTERREY","NUEVO LEON",1
"685",1614,19039,2018,"MONTERREY","NUEVO LEON",1
"686",1052,19039,2018,"MONTERREY","NUEVO LEON",1
"687",1061,19039,2018,"MONTERREY","NUEVO LEON",1
"688",1097,19039,2018,"MONTERREY","NUEVO LEON",1
"689",1509,19039,2018,"MONTERREY","NUEVO LEON",1
"690",1396,19039,2018,"MONTERREY","NUEVO LEON",1
"691",1514,19039,2018,"MONTERREY","NUEVO LEON",1
"692",1055,19039,2018,"MONTERREY","NUEVO LEON",1
"693",1539,19039,2018,"MONTERREY","NUEVO LEON",1
"694",1131,19039,2018,"MONTERREY","NUEVO LEON",1
"695",1319,19039,2018,"MONTERREY","NUEVO LEON",1
"696",1558,19039,2018,"MONTERREY","NUEVO LEON",1
"697",1573,19039,2018,"MONTERREY","NUEVO LEON",1
"698",1105,19039,2018,"MONTERREY","NUEVO LEON",1
"699",1071,19039,2018,"MONTERREY","NUEVO LEON",1
"700",1117,19039,2018,"MONTERREY","NUEVO LEON",1
"701",1682,19039,2018,"MONTERREY","NUEVO LEON",1
"702",1031,19039,2018,"MONTERREY","NUEVO LEON",1
"703",1696,19039,2018,"MONTERREY","NUEVO LEON",1
"704",1677,19039,2018,"MONTERREY","NUEVO LEON",1
"705",1698,19039,2018,"MONTERREY","NUEVO LEON",1
"706",2124,19039,2018,"MONTERREY","NUEVO LEON",1
"707",1186,19039,2018,"MONTERREY","NUEVO LEON",1
"708",1674,19039,2018,"MONTERREY","NUEVO LEON",1
"709",1605,19039,2018,"MONTERREY","NUEVO LEON",1
"710",996,19039,2018,"MONTERREY","NUEVO LEON",1
"711",1163,19039,2018,"MONTERREY","NUEVO LEON",1
"712",1442,19039,2018,"MONTERREY","NUEVO LEON",1
"713",1226,19039,2018,"MONTERREY","NUEVO LEON",1
"714",1366,19039,2018,"MONTERREY","NUEVO LEON",1
"715",1662,19039,2018,"MONTERREY","NUEVO LEON",1
"716",1675,19039,2018,"MONTERREY","NUEVO LEON",1
"717",1141,19039,2018,"MONTERREY","NUEVO LEON",1
"718",1664,19039,2018,"MONTERREY","NUEVO LEON",1
"719",1342,19039,2018,"MONTERREY","NUEVO LEON",1
"720",1659,19039,2018,"MONTERREY","NUEVO LEON",1
"721",1669,19039,2018,"MONTERREY","NUEVO LEON",1
"722",1408,19039,2018,"MONTERREY","NUEVO LEON",1
"723",1656,19039,2018,"MONTERREY","NUEVO LEON",1
"724",1549,19039,2018,"MONTERREY","NUEVO LEON",1
"725",1339,19039,2018,"MONTERREY","NUEVO LEON",1
"726",1670,19039,2018,"MONTERREY","NUEVO LEON",1
"727",1267,19039,2018,"MONTERREY","NUEVO LEON",1
"728",1327,19039,2018,"MONTERREY","NUEVO LEON",1
"729",1266,19039,2018,"MONTERREY","NUEVO LEON",1
"730",1536,19039,2018,"MONTERREY","NUEVO LEON",1
"731",1535,19039,2018,"MONTERREY","NUEVO LEON",1
"732",1647,19039,2018,"MONTERREY","NUEVO LEON",1
"733",1646,19039,2018,"MONTERREY","NUEVO LEON",1
"734",1074,19039,2018,"MONTERREY","NUEVO LEON",1
"735",1437,19039,2018,"MONTERREY","NUEVO LEON",1
"736",1378,19039,2018,"MONTERREY","NUEVO LEON",1
"737",1250,19039,2018,"MONTERREY","NUEVO LEON",1
"738",1010,19039,2018,"MONTERREY","NUEVO LEON",1
"739",1695,19039,2018,"MONTERREY","NUEVO LEON",1
"740",1157,19039,2018,"MONTERREY","NUEVO LEON",1
"741",1637,19039,2018,"MONTERREY","NUEVO LEON",1
"742",1050,19039,2018,"MONTERREY","NUEVO LEON",1
"743",990,19039,2018,"MONTERREY","NUEVO LEON",1
"744",1676,19039,2018,"MONTERREY","NUEVO LEON",1
"745",1477,19039,2018,"MONTERREY","NUEVO LEON",1
"746",1113,19039,2018,"MONTERREY","NUEVO LEON",1
"747",1627,19039,2018,"MONTERREY","NUEVO LEON",1
"748",1148,19039,2018,"MONTERREY","NUEVO LEON",1
"749",1230,19039,2018,"MONTERREY","NUEVO LEON",1
"750",1577,19039,2018,"MONTERREY","NUEVO LEON",1
"751",1426,19039,2018,"MONTERREY","NUEVO LEON",1
"752",1630,19039,2018,"MONTERREY","NUEVO LEON",1
"753",1358,19039,2018,"MONTERREY","NUEVO LEON",1
"754",1578,19039,2018,"MONTERREY","NUEVO LEON",1
"755",1349,19039,2018,"MONTERREY","NUEVO LEON",1
"756",1287,19039,2018,"MONTERREY","NUEVO LEON",1
"757",1365,19039,2018,"MONTERREY","NUEVO LEON",1
"758",1561,19039,2018,"MONTERREY","NUEVO LEON",1
"759",1538,19039,2018,"MONTERREY","NUEVO LEON",1
"760",1436,19039,2018,"MONTERREY","NUEVO LEON",1
"761",1616,19039,2018,"MONTERREY","NUEVO LEON",1
"762",1060,19039,2018,"MONTERREY","NUEVO LEON",1
"763",1555,19039,2018,"MONTERREY","NUEVO LEON",1
"764",1523,19039,2018,"MONTERREY","NUEVO LEON",1
"765",1272,19039,2018,"MONTERREY","NUEVO LEON",1
"766",1572,19039,2018,"MONTERREY","NUEVO LEON",1
"767",1556,19039,2018,"MONTERREY","NUEVO LEON",1
"768",2130,19039,2018,"MONTERREY","NUEVO LEON",1
"769",1626,19039,2018,"MONTERREY","NUEVO LEON",1
"770",1422,19039,2018,"MONTERREY","NUEVO LEON",1
"771",1563,19039,2018,"MONTERREY","NUEVO LEON",1
"772",1533,19039,2018,"MONTERREY","NUEVO LEON",1
"773",1483,19039,2018,"MONTERREY","NUEVO LEON",1
"774",1135,19039,2018,"MONTERREY","NUEVO LEON",1
"775",987,19039,2018,"MONTERREY","NUEVO LEON",1
"776",981,19039,2018,"MONTERREY","NUEVO LEON",1
"777",1182,19039,2018,"MONTERREY","NUEVO LEON",1
"778",1463,19039,2018,"MONTERREY","NUEVO LEON",1
"779",1575,19039,2018,"MONTERREY","NUEVO LEON",1
"780",976,19039,2018,"MONTERREY","NUEVO LEON",1
"781",1180,19039,2018,"MONTERREY","NUEVO LEON",1
"782",1082,19039,2018,"MONTERREY","NUEVO LEON",1
"783",2128,19039,2018,"MONTERREY","NUEVO LEON",1
"784",1603,19039,2018,"MONTERREY","NUEVO LEON",1
"785",1154,19039,2018,"MONTERREY","NUEVO LEON",1
"786",997,19039,2018,"MONTERREY","NUEVO LEON",1
"787",1138,19039,2018,"MONTERREY","NUEVO LEON",1
"788",1589,19039,2018,"MONTERREY","NUEVO LEON",1
"789",1315,19039,2018,"MONTERREY","NUEVO LEON",1
"790",1311,19039,2018,"MONTERREY","NUEVO LEON",1
"791",1054,19039,2018,"MONTERREY","NUEVO LEON",1
"792",1598,19039,2018,"MONTERREY","NUEVO LEON",1
"793",1560,19039,2018,"MONTERREY","NUEVO LEON",1
"794",1094,19039,2018,"MONTERREY","NUEVO LEON",1
"795",1006,19039,2018,"MONTERREY","NUEVO LEON",1
"796",986,19039,2018,"MONTERREY","NUEVO LEON",1
"797",1268,19039,2018,"MONTERREY","NUEVO LEON",1
"798",1679,19039,2018,"MONTERREY","NUEVO LEON",1
"799",1618,19039,2018,"MONTERREY","NUEVO LEON",1
"800",1136,19039,2018,"MONTERREY","NUEVO LEON",1
"801",1159,19039,2018,"MONTERREY","NUEVO LEON",1
"802",1068,19039,2018,"MONTERREY","NUEVO LEON",1
"803",1110,19039,2018,"MONTERREY","NUEVO LEON",1
"804",1277,19039,2018,"MONTERREY","NUEVO LEON",1
"805",1636,19039,2018,"MONTERREY","NUEVO LEON",1
"806",1163,20199,2018,"SAN JUAN IHUALTEPEC","OAXACA",1
"807",5,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"808",6,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"809",7,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"810",8,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"811",9,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"812",10,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"813",11,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL","TLAXCALA",1
"814",5,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"815",6,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"816",7,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"817",8,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"818",9,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"819",10,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"820",11,29002,2013,"APETATITLAN DE ANTONIO CARVAJAL EXTRAORDINARIO","TLAXCALA",1
"821",1772,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"822",1773,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"823",1774,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"824",1775,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"825",1776,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"826",1777,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"827",1778,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"828",1779,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"829",1780,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"830",1781,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"831",1782,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"832",1783,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"833",1784,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"834",1785,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"835",1786,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"836",1787,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"837",1788,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"838",1789,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"839",1790,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"840",1791,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"841",1792,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"842",1793,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"843",1794,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"844",1795,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"845",1796,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"846",1797,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"847",1798,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"848",1799,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"849",1800,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"850",1801,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"851",1802,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"852",1803,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"853",1804,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
