Municipio,Seccion,Casilla,Lista Nominal ,PAN,PRI,PRD,PT,PVEM,PC,PNA,PAS,COAL_PRD_PT,COAL_PRD_PT_PC,COAL_PRD_PC,CC_PAN_PRI,CC_PAN_PRI_PVEM,CC_PAN_PVEM,CC_PAN_PVEM_PNA,CC_PAN_PNA,CC_PRI_PVEM,CC_PRI_PVEM_PNA,NOREG,NULOS
Irimbo,669,C1,531,72,66,,,58,,,7,,67,,,,,,,,,0,10
Irimbo,669,C2,531,62,59,,,51,,,3,,80,,,,,,,,,0,9
Irimbo,670,B,405,55,84,,,31,,,13,,38,,,,,,,,,0,13
Irimbo,670,C1,405,49,88,,,24,,,3,,61,,,,,,,,,0,10
Irimbo,671,B,570,70,77,,,6,,,4,,107,,,,,,,,,0,8
Irimbo,672,B,589,16,92,,,21,,,7,,162,,,,,,,,,0,21
Irimbo,672,C1,589,12,100,,,10,,,8,,187,,,,,,,,,0,1
Irimbo,672,C2,589,17,77,,,14,,,7,,200,,,,,,,,,0,7
Ixtlán,673,B,735,104,169,,,,,,,,110,,,,,,,,,0,4
Ixtlán,673,C1,736,130,161,,,,,,,,114,,,,,,,,,0,4
Ixtlán,674,B,623,102,131,,,,,,,,87,,,,,,,,,0,2
Ixtlán,674,C1,623,126,95,,,,,,,,100,,,,,,,,,0,4
Ixtlán,675,B,460,73,112,,,,,,,,63,,,,,,,,,0,2
Ixtlán,675,C1,461,75,124,,,,,,,,68,,,,,,,,,0,3
Ixtlán,676,B,596,73,178,,,,,,,,78,,,,,,,,,0,0
Ixtlán,677,B,407,49,30,,,,,,,,96,,,,,,,,,0,6
Ixtlán,677,C1,407,44,47,,,,,,,,63,,,,,,,,,0,1
Ixtlán,678,B,697,56,95,,,,,,,,174,,,,,,,,,0,8
Ixtlán,678,C1,698,71,126,,,,,,,,151,,,,,,,,,2,8
Ixtlán,679,B,398,30,97,,,,,,,,78,,,,,,,,,0,4
Ixtlán,679,C1,398,42,90,,,,,,,,63,,,,,,,,,0,5
Ixtlán,680,B,611,28,139,,,,,,,,74,,,,,,,,,0,2
Ixtlán,681,B,481,86,74,,,,,,,,47,,,,,,,,,0,5
Ixtlán,681,C1,482,94,44,,,,,,,,41,,,,,,,,,0,2
Ixtlán,682,B,616,72,134,,,,,,,,109,,,,,,,,,0,10
Ixtlán,682,C1,616,63,129,,,,,,,,104,,,,,,,,,0,8
Ixtlán,683,B,401,25,38,,,,,,,,153,,,,,,,,,0,5
Ixtlán,683,C1,402,19,53,,,,,,,,132,,,,,,,,,0,1
Ixtlán,683,E1,500,163,54,,,,,,,,55,,,,,,,,,0,5
Ixtlán,684,B,531,92,71,,,,,,,,80,,,,,,,,,0,10
Jacona,685,B,489,77,93,48,16,,,,,,,,,,,,,,,0,2
Jacona,685,C1,489,60,79,54,12,,,,,,,,,,,,,,,0,4
Jacona,686,B,497,65,78,49,19,,,,,,,,,,,,,,,0,6
Jacona,686,C1,498,55,74,52,31,,,,,,,,,,,,,,,0,2
Jacona,687,B,626,94,92,60,40,,,,,,,,,,,,,,,0,3
Jacona,687,C1,627,102,73,87,45,,,,,,,,,,,,,,,0,5
Jacona,688,B,566,78,85,31,24,,,,,,,,,,,,,,,0,9
Jacona,688,C1,566,59,74,34,31,,,,,,,,,,,,,,,0,4
Jacona,688,C2,566,59,61,47,21,,,,,,,,,,,,,,,0,3
Jacona,688,C3,566,74,65,47,35,,,,,,,,,,,,,,,0,4
Jacona,689,B,647,98,130,70,17,,,,,,,,,,,,,,,0,7
Jacona,689,C1,648,102,117,82,11,,,,,,,,,,,,,,,0,7
Jacona,690,B,662,82,111,56,28,,,,,,,,,,,,,,,0,8
Jacona,690,C1,662,98,103,86,11,,,,,,,,,,,,,,,0,7
Jacona,691,B,543,68,82,56,8,,,,,,,,,,,,,,,0,8
Jacona,691,C1,544,73,72,59,8,,,,,,,,,,,,,,,0,7
Jacona,692,B,656,53,92,66,25,,,,,,,,,,,,,,,0,5
Jacona,692,C1,657,76,83,75,18,,,,,,,,,,,,,,,0,7
Jacona,693,B,588,100,110,51,14,,,,,,,,,,,,,,,0,8
Jacona,693,C1,589,99,96,61,7,,,,,,,,,,,,,,,0,13
Jacona,694,B,378,54,49,40,1,,,,,,,,,,,,,,,0,2
Jacona,694,C1,378,72,66,31,9,,,,,,,,,,,,,,,0,1
Jacona,695,B,698,74,59,68,26,,,,,,,,,,,,,,,0,9
Jacona,695,C1,699,81,58,69,17,,,,,,,,,,,,,,,0,7
Jacona,696,B,670,55,76,47,30,,,,,,,,,,,,,,,0,7
Jacona,696,C1,670,64,71,51,20,,,,,,,,,,,,,,,0,9
Jacona,697,B,630,70,82,86,8,,,,,,,,,,,,,,,0,4
Jacona,697,C1,631,95,74,77,10,,,,,,,,,,,,,,,0,5
Jacona,698,B,439,37,49,49,10,,,,,,,,,,,,,,,0,1
Jacona,698,C1,439,50,43,37,9,,,,,,,,,,,,,,,1,2
Jacona,698,E1,481,89,42,35,21,,,,,,,,,,,,,,,0,5
Jacona,698,E1C1,481,101,34,32,24,,,,,,,,,,,,,,,0,13
Jacona,699,B,442,39,41,58,13,,,,,,,,,,,,,,,0,4
Jacona,699,C1,442,39,39,63,12,,,,,,,,,,,,,,,0,6
Jacona,700,B,494,35,38,48,4,,,,,,,,,,,,,,,0,7
Jacona,700,C1,495,42,47,34,7,,,,,,,,,,,,,,,0,6
Jacona,701,B,652,60,78,63,15,,,,,,,,,,,,,,,0,10
Jacona,701,C1,652,63,61,46,13,,,,,,,,,,,,,,,0,5
Jacona,701,C2,653,78,81,38,18,,,,,,,,,,,,,,,0,7
Jacona,702,B,634,72,71,50,11,,,,,,,,,,,,,,,0,4
Jacona,702,C1,634,90,74,59,14,,,,,,,,,,,,,,,0,8
Jacona,703,B,699,68,70,91,38,,,,,,,,,,,,,,,0,8
Jacona,703,C1,699,54,64,71,28,,,,,,,,,,,,,,,0,7
Jacona,703,C2,699,53,62,96,23,,,,,,,,,,,,,,,0,5
Jacona,703,C3,699,58,71,84,25,,,,,,,,,,,,,,,0,9
Jacona,703,C4,700,70,78,67,33,,,,,,,,,,,,,,,0,10
Jacona,703,C5,700,60,66,89,17,,,,,,,,,,,,,,,0,8
Jacona,704,B,616,67,59,65,18,,,,,,,,,,,,,,,1,11
Jacona,704,C1,617,49,68,55,22,,,,,,,,,,,,,,,0,9
Jacona,705,B,570,79,54,53,17,,,,,,,,,,,,,,,0,6
Jacona,705,C1,571,59,40,54,20,,,,,,,,,,,,,,,0,8
Jacona,706,B,589,61,36,54,14,,,,,,,,,,,,,,,0,6
Jacona,706,C1,589,57,23,50,12,,,,,,,,,,,,,,,0,5
Jacona,707,B,588,62,59,59,20,,,,,,,,,,,,,,,0,8
Jacona,707,C1,589,63,46,58,18,,,,,,,,,,,,,,,0,7
Jacona,707,C2,589,62,49,58,23,,,,,,,,,,,,,,,8,8
Jacona,707,C3,589,78,47,56,20,,,,,,,,,,,,,,,0,8
Jacona,708,B,613,60,49,63,24,,,,,,,,,,,,,,,0,12
Jacona,708,C1,613,61,53,64,23,,,,,,,,,,,,,,,0,7
Jacona,708,C2,614,59,47,61,24,,,,,,,,,,,,,,,0,6
Jacona,708,C3,614,60,41,54,24,,,,,,,,,,,,,,,0,5
Jacona,708,C4,614,66,49,53,19,,,,,,,,,,,,,,,0,6
Jacona,709,B,645,47,40,46,23,,,,,,,,,,,,,,,0,5
Jacona,709,C1,646,58,41,53,21,,,,,,,,,,,,,,,0,8
Jacona,709,C2,646,55,50,48,28,,,,,,,,,,,,,,,0,2
Jacona,710,B,612,70,101,77,14,,,,,,,,,,,,,,,0,5
Jacona,710,C1,613,66,92,97,19,,,,,,,,,,,,,,,0,2
Jacona,711,B,570,43,109,42,21,,,,,,,,,,,,,,,0,4
Jacona,711,C1,571,71,106,61,21,,,,,,,,,,,,,,,0,2
Jiménez,712,B,654,34,91,,,58,,6,6,,117,,,,,,,,,0,6
Jiménez,712,C1,655,42,72,,,77,,5,4,,118,,,,,,,,,0,8
Jiménez,713,B,422,18,58,,,31,,6,3,,89,,,,,,,,,0,5
Jiménez,713,C1,422,24,50,,,30,,8,1,,94,,,,,,,,,0,5
Jiménez,714,B,748,36,87,,,40,,15,1,,171,,,,,,,,,0,13
Jiménez,714,C1,748,58,83,,,40,,15,2,,142,,,,,,,,,0,7
Jiménez,715,B,513,18,42,,,19,,5,4,,136,,,,,,,,,0,13
Jiménez,715,C1,514,19,56,,,13,,7,1,,149,,,,,,,,,0,3
Jiménez,716,B,588,61,41,,,21,,11,2,,117,,,,,,,,,0,8
Jiménez,716,C1,589,75,44,,,16,,4,1,,95,,,,,,,,,0,5
Jiménez,717,B,464,32,32,,,36,,13,1,,80,,,,,,,,,0,11
Jiménez,717,C1,465,29,19,,,35,,16,3,,107,,,,,,,,,0,14
Jiménez,718,B,741,37,79,,,11,,69,4,,25,,,,,,,,,0,16
Jiménez,719,B,435,23,61,,,6,,48,6,,19,,,,,,,,,0,7
Jiménez,719,C1,436,25,41,,,10,,45,0,,18,,,,,,,,,0,7
Jiménez,720,B,577,53,78,,,14,,8,4,,12,,,,,,,,,0,4
Jiménez,721,B,382,1,7,,,45,,3,2,,39,,,,,,,,,0,8
Jiménez,721,C1,383,6,6,,,34,,3,6,,85,,,,,,,,,0,4
Jiménez,722,B,623,43,76,,,46,,14,4,,112,,,,,,,,,0,13
Jiménez,722,C1,624,49,85,,,30,,24,2,,125,,,,,,,,,0,6
Jiménez,723,B,418,53,43,,,12,,4,1,,69,,,,,,,,,0,4
Jiménez,723,C1,418,36,31,,,5,,0,1,,111,,,,,,,,,0,3
Jiménez,724,B,395,12,43,,,14,,12,1,,65,,,,,,,,,0,2
Jiménez,725,B,450,5,84,,,14,,4,0,,45,,,,,,,,,0,2
Jiquilpan,726,B,702,80,48,,,3,,14,10,,177,,,,,,,,,0,9
Jiquilpan,727,B,618,97,42,,,2,,4,5,,147,,,,,,,,,0,7
Jiquilpan,727,C1,618,104,48,,,1,,12,5,,136,,,,,,,,,0,10
Jiquilpan,727,C2,619,105,51,,,4,,3,8,,131,,,,,,,,,0,8
Jiquilpan,728,B,590,108,54,,,0,,15,20,,109,,,,,,,,,0,11
Jiquilpan,728,C1,591,82,78,,,3,,17,23,,126,,,,,,,,,0,3
Jiquilpan,729,B,639,87,79,,,3,,11,19,,149,,,,,,,,,0,10
Jiquilpan,729,C1,640,95,86,,,1,,13,14,,110,,,,,,,,,0,13
Jiquilpan,730,B,482,76,60,,,2,,12,6,,95,,,,,,,,,0,8
Jiquilpan,730,C1,483,73,56,,,4,,19,3,,118,,,,,,,,,0,4
Jiquilpan,731,B,522,80,33,,,3,,10,8,,87,,,,,,,,,0,1
Jiquilpan,731,C1,523,75,45,,,1,,3,11,,103,,,,,,,,,0,6
Jiquilpan,732,B,584,66,56,,,6,,19,10,,109,,,,,,,,,0,9
Jiquilpan,733,B,534,86,41,,,1,,16,7,,95,,,,,,,,,0,4
Jiquilpan,733,C1,534,82,30,,,2,,12,11,,101,,,,,,,,,0,9
Jiquilpan,733,C2,534,67,42,,,3,,12,10,,106,,,,,,,,,0,10
Jiquilpan,734,B,663,97,61,,,6,,16,14,,153,,,,,,,,,0,7
Jiquilpan,734,C1,663,80,75,,,2,,20,16,,141,,,,,,,,,0,10
Jiquilpan,735,B,495,82,75,,,1,,17,14,,74,,,,,,,,,0,4
Jiquilpan,735,C1,496,60,57,,,3,,23,11,,116,,,,,,,,,0,5
Jiquilpan,736,B,504,89,50,,,0,,11,22,,107,,,,,,,,,0,3
Jiquilpan,736,C1,505,63,69,,,5,,13,17,,104,,,,,,,,,0,11
Jiquilpan,737,B,485,75,69,,,1,,9,28,,72,,,,,,,,,0,5
Jiquilpan,737,C1,485,76,64,,,0,,8,27,,89,,,,,,,,,0,8
Jiquilpan,738,B,564,66,68,,,6,,11,9,,107,,,,,,,,,0,6
Jiquilpan,738,C1,564,66,63,,,1,,12,8,,119,,,,,,,,,0,7
Jiquilpan,738,C2,565,72,44,,,1,,5,19,,127,,,,,,,,,0,0
Jiquilpan,739,B,507,55,32,,,0,,7,16,,90,,,,,,,,,0,7
Jiquilpan,739,C1,507,54,42,,,6,,13,9,,96,,,,,,,,,0,8
Jiquilpan,740,B,413,37,50,,,3,,6,9,,70,,,,,,,,,0,8
Jiquilpan,740,C1,413,58,47,,,0,,12,4,,75,,,,,,,,,0,2
Jiquilpan,741,B,475,61,60,,,3,,9,9,,82,,,,,,,,,9,0
Jiquilpan,741,C1,476,63,48,,,2,,7,12,,74,,,,,,,,,0,8
Jiquilpan,742,B,526,56,105,,,3,,10,9,,80,,,,,,,,,0,0
Jiquilpan,742,C1,526,66,65,,,2,,7,9,,77,,,,,,,,,0,8
Jiquilpan,742,C2,526,77,74,,,2,,5,8,,81,,,,,,,,,0,9
Jiquilpan,743,B,513,47,67,,,1,,8,12,,85,,,,,,,,,0,7
Jiquilpan,743,C1,514,69,59,,,3,,20,10,,94,,,,,,,,,0,6
Jiquilpan,744,B,623,66,81,,,6,,16,12,,110,,,,,,,,,0,10
Jiquilpan,744,C1,624,70,94,,,4,,19,12,,80,,,,,,,,,0,11
Jiquilpan,744,C2,624,87,89,,,6,,14,8,,75,,,,,,,,,0,8
Jiquilpan,745,B,398,135,6,,,1,,1,0,,41,,,,,,,,,0,2
Jiquilpan,745,C1,399,134,0,,,2,,0,1,,39,,,,,,,,,0,9
Jiquilpan,746,B,489,151,4,,,2,,1,4,,40,,,,,,,,,0,9
Jiquilpan,746,C1,490,147,5,,,1,,0,1,,47,,,,,,,,,0,5
Jiquilpan,747,B,413,53,12,,,3,,6,2,,56,,,,,,,,,0,5
Jiquilpan,747,C1,414,49,12,,,1,,5,1,,52,,,,,,,,,0,5
Jiquilpan,747,E1,692,41,21,,,2,,3,0,,150,,,,,,,,,1,11
Jiquilpan,748,B,276,44,15,,,2,,4,2,,39,,,,,,,,,0,5
Jiquilpan,748,E1,220,15,42,,,1,,0,3,,12,,,,,,,,,0,5
Jiquilpan,749,B,249,60,13,,,0,,1,4,,36,,,,,,,,,0,0
Jiquilpan,750,B,601,100,30,,,4,,4,2,,60,,,,,,,,,0,14
Jiquilpan,751,B,662,73,54,,,1,,1,13,,102,,,,,,,,,0,9
Jiquilpan,751,C1,663,74,50,,,2,,9,5,,107,,,,,,,,,0,6
Jiquilpan,752,B,549,57,22,,,1,,0,3,,66,,,,,,,,,0,3
Jiquilpan,752,C1,550,72,23,,,0,,3,3,,67,,,,,,,,,0,10
Jiquilpan,752,C2,550,64,15,,,2,,6,2,,91,,,,,,,,,0,0
Jiquilpan,753,B,283,51,16,,,0,,0,0,,22,,,,,,,,,0,1
Jiquilpan,754,B,603,11,90,,,1,,1,1,,30,,,,,,,,,0,12
Jiquilpan,754,E1,346,27,41,,,1,,1,0,,40,,,,,,,,,0,5
Jiquilpan,755,B,186,15,32,,,1,,0,0,,12,,,,,,,,,0,6
José Sixto Verduzco,756,B,590,,213,,,,,,1,,131,,,,,,,,,0,2
José Sixto Verduzco,756,C1,590,,232,,,,,,0,,128,,,,,,,,,0,5
José Sixto Verduzco,757,B,750,,231,,,,,,3,,160,,,,,,,,,0,7
José Sixto Verduzco,758,B,668,,202,,,,,,1,,171,,,,,,,,,0,3
José Sixto Verduzco,758,C1,668,,181,,,,,,4,,191,,,,,,,,,0,7
José Sixto Verduzco,758,C2,668,,193,,,,,,2,,180,,,,,,,,,1,7
José Sixto Verduzco,759,B,475,,145,,,,,,4,,106,,,,,,,,,0,3
José Sixto Verduzco,759,C1,476,,174,,,,,,2,,118,,,,,,,,,0,7
José Sixto Verduzco,759,E1,309,,122,,,,,,2,,43,,,,,,,,,0,1
José Sixto Verduzco,760,B,554,,189,,,,,,1,,127,,,,,,,,,0,5
José Sixto Verduzco,760,C1,554,,154,,,,,,2,,136,,,,,,,,,0,7
José Sixto Verduzco,760,C2,555,,142,,,,,,0,,149,,,,,,,,,0,2
José Sixto Verduzco,760,E1,373,,174,,,,,,1,,25,,,,,,,,,0,4
José Sixto Verduzco,761,B,645,,140,,,,,,3,,197,,,,,,,,,0,3
José Sixto Verduzco,761,C1,645,,156,,,,,,1,,172,,,,,,,,,0,5
José Sixto Verduzco,762,B,651,,147,,,,,,3,,159,,,,,,,,,0,5
José Sixto Verduzco,762,C1,651,,154,,,,,,6,,169,,,,,,,,,0,5
José Sixto Verduzco,763,B,417,,96,,,,,,0,,92,,,,,,,,,0,1
José Sixto Verduzco,763,C1,417,,95,,,,,,0,,121,,,,,,,,,0,1
José Sixto Verduzco,764,B,590,,114,,,,,,0,,171,,,,,,,,,1,3
José Sixto Verduzco,764,C1,591,,147,,,,,,0,,162,,,,,,,,,0,5
José Sixto Verduzco,764,E1,432,,116,,,,,,0,,111,,,,,,,,,0,6
José Sixto Verduzco,765,B,568,,171,,,,,,3,,133,,,,,,,,,0,8
José Sixto Verduzco,765,C1,569,,175,,,,,,0,,140,,,,,,,,,0,7
José Sixto Verduzco,766,B,700,,162,,,,,,7,,131,,,,,,,,,0,4
José Sixto Verduzco,766,C1,701,,117,,,,,,2,,204,,,,,,,,,0,4
José Sixto Verduzco,767,B,269,,55,,,,,,2,,55,,,,,,,,,0,2
José Sixto Verduzco,768,B,523,,115,,,,,,15,,140,,,,,,,,,0,4
José Sixto Verduzco,769,B,600,,166,,,,,,3,,120,,,,,,,,,0,11
José Sixto Verduzco,769,C1,601,,190,,,,,,9,,131,,,,,,,,,0,3
José Sixto Verduzco,770,B,565,,155,,,,,,1,,119,,,,,,,,,0,4
José Sixto Verduzco,770,C1,565,,146,,,,,,0,,109,,,,,,,,,0,0
José Sixto Verduzco,770,C2,565,,156,,,,,,0,,128,,,,,,,,,0,6
José Sixto Verduzco,771,B,556,,208,,,,,,2,,69,,,,,,,,,0,1
José Sixto Verduzco,771,C1,556,,196,,,,,,0,,64,,,,,,,,,0,5
José Sixto Verduzco,772,B,585,,176,,,,,,2,,191,,,,,,,,,0,3
José Sixto Verduzco,772,C1,585,,217,,,,,,1,,130,,,,,,,,,0,4
José Sixto Verduzco,773,B,521,,80,,,,,,0,,127,,,,,,,,,0,6
José Sixto Verduzco,773,C1,521,,82,,,,,,1,,101,,,,,,,,,0,2
Juárez,774,B,502,16,68,,68,,,0,,,155,,,,,,0,,,0,12
Juárez,774,C1,502,19,66,,52,,,1,,,148,,,,,,0,,,0,8
Juárez,774,C2,503,16,97,,42,,,0,,,135,,,,,,0,,,0,10
Juárez,775,B,682,20,135,,117,,,1,,,152,,,,,,0,,,0,9
Juárez,775,C1,683,21,122,,121,,,3,,,152,,,,,,1,,,0,4
Juárez,776,B,487,31,87,,103,,,0,,,75,,,,,,2,,,0,9
Juárez,777,B,413,5,51,,71,,,0,,,122,,,,,,1,,,0,3
Juárez,777,C1,413,14,54,,64,,,0,,,99,,,,,,0,,,0,6
Juárez,778,B,431,53,62,,60,,,0,,,104,,,,,,0,,,0,15
Juárez,779,B,445,13,59,,103,,,0,,,93,,,,,,0,,,0,7
Juárez,780,B,374,24,68,,51,,,0,,,114,,,,,,0,,,0,7
Juárez,781,B,174,10,80,,29,,,0,,,4,,,,,,0,,,0,5
Juárez,782,B,370,8,86,,75,,,0,,,67,,,,,,0,,,0,6
Juárez,783,B,413,8,80,,35,,,0,,,150,,,,,,0,,,0,5
Juárez,783,C1,414,6,70,,28,,,1,,,137,,,,,,2,,,0,2
Juárez,784,B,716,26,138,,75,,,0,,,181,,,,,,1,,,0,6
Juárez,784,C1,716,34,124,,78,,,0,,,196,,,,,,1,,,0,11
Juárez,784,C2,716,36,90,,110,,,0,,,190,,,,,,1,,,0,11
Juárez,785,B,535,92,47,,18,,,1,,,145,,,,,,12,,,0,7
Jungapeo,786,B,602,10,230,,,,,,,,84,,,,,,,,,0,9
Jungapeo,786,C1,602,6,223,,,,,,,,97,,,,,,,,,0,3
Jungapeo,787,B,671,5,234,,,,,,,,121,,,,,,,,,1,12
Jungapeo,787,C1,671,4,225,,,,,,,,140,,,,,,,,,0,7
Jungapeo,787,E1,322,3,107,,,,,,,,102,,,,,,,,,0,9
Jungapeo,788,B,614,8,209,,,,,,,,106,,,,,,,,,0,8
Jungapeo,788,C1,615,6,196,,,,,,,,132,,,,,,,,,0,7
Jungapeo,788,C2,615,12,210,,,,,,,,113,,,,,,,,,0,6
Jungapeo,789,B,440,1,107,,,,,,,,173,,,,,,,,,0,3
Jungapeo,790,B,507,2,141,,,,,,,,132,,,,,,,,,0,6
Jungapeo,790,C1,508,2,162,,,,,,,,131,,,,,,,,,0,11
Jungapeo,790,C2,508,4,175,,,,,,,,101,,,,,,,,,0,5
Jungapeo,791,B,527,4,158,,,,,,,,129,,,,,,,,,0,2
Jungapeo,791,C1,528,6,142,,,,,,,,118,,,,,,,,,0,17
Jungapeo,792,B,479,1,156,,,,,,,,115,,,,,,,,,0,15
Jungapeo,792,C1,480,4,135,,,,,,,,112,,,,,,,,,0,7
Jungapeo,793,B,535,2,134,,,,,,,,137,,,,,,,,,0,6
Jungapeo,793,C1,535,3,137,,,,,,,,152,,,,,,,,,0,6
Jungapeo,794,B,306,2,129,,,,,,,,72,,,,,,,,,0,4
Jungapeo,795,B,410,0,115,,,,,,,,118,,,,,,,,,0,2
Jungapeo,796,B,747,9,332,,,,,,,,144,,,,,,,,,1,11
Jungapeo,797,B,557,8,114,,,,,,,,222,,,,,,,,,0,9
Jungapeo,798,B,409,0,140,,,,,,,,106,,,,,,,,,0,4
Jungapeo,798,E1,93,0,23,,,,,,,,39,,,,,,,,,0,1
Jungapeo,799,B,608,3,192,,,,,,,,172,,,,,,,,,0,5
Jungapeo,800,B,629,3,167,,,,,,,,207,,,,,,,,,0,6
Jungapeo,801,B,113,0,23,,,,,,,,37,,,,,,,,,0,0
Lagunillas,802,B,632,81,227,,,,,,,,67,,,,,,,,,0,6
Lagunillas,802,C1,632,70,235,,,,,,,,80,,,,,,,,,0,6
Lagunillas,803,B,400,40,34,,,,,,,,136,,,,,,,,,0,4
Lagunillas,803,C1,401,36,31,,,,,,,,149,,,,,,,,,0,3
Lagunillas,803,E1,208,12,40,,,,,,,,89,,,,,,,,,0,2
Lagunillas,803,E2,360,25,79,,,,,,,,127,,,,,,,,,0,2
Lagunillas,804,B,556,46,121,,,,,,,,166,,,,,,,,,0,17
Lagunillas,804,E1,337,18,63,,,,,,,,113,,,,,,,,,0,3
Lagunillas,805,B,422,46,137,,,,,,,,68,,,,,,,,,0,2
Lagunillas,805,C1,423,52,158,,,,,,,,50,,,,,,,,,0,2
Lázaro Cárdenas,806,B,742,87,65,,,24,,11,3,,124,,,,,,0,,,0,8
Lázaro Cárdenas,806,C1,742,94,57,,,24,,8,1,,144,,,,,,1,,,0,4
Lázaro Cárdenas,806,C2,743,80,59,,,21,,7,4,,139,,,,,,0,,,0,4
Lázaro Cárdenas,806,C3,743,78,54,,,18,,4,0,,141,,,,,,0,,,1,9
Lázaro Cárdenas,806,C4,743,83,66,,,22,,5,1,,141,,,,,,0,,,0,8
Lázaro Cárdenas,806,C5,743,90,75,,,21,,8,2,,122,,,,,,2,,,0,5
Lázaro Cárdenas,806,C6,743,95,41,,,16,,9,2,,137,,,,,,0,,,0,8
Lázaro Cárdenas,807,B,620,74,59,,,13,,14,2,,129,,,,,,0,,,0,4
Lázaro Cárdenas,807,C1,621,58,61,,,14,,8,2,,137,,,,,,1,,,0,6
Lázaro Cárdenas,807,C2,621,71,57,,,16,,7,0,,127,,,,,,1,,,0,7
Lázaro Cárdenas,807,C3,621,89,61,,,20,,8,3,,116,,,,,,0,,,0,1
Lázaro Cárdenas,807,C4,621,77,42,,,16,,10,1,,137,,,,,,0,,,0,2
Lázaro Cárdenas,808,B,689,48,41,,,10,,8,6,,106,,,,,,0,,,0,4
Lázaro Cárdenas,808,C1,690,53,51,,,14,,6,1,,97,,,,,,0,,,0,3
Lázaro Cárdenas,808,C2,690,44,63,,,10,,11,2,,89,,,,,,0,,,0,1
Lázaro Cárdenas,809,B,517,56,68,,,18,,7,1,,99,,,,,,0,,,0,1
Lázaro Cárdenas,809,C1,518,56,74,,,15,,7,0,,73,,,,,,4,,,0,3
Lázaro Cárdenas,810,B,569,63,42,,,26,,5,0,,82,,,,,,1,,,0,1
Lázaro Cárdenas,810,C1,570,70,47,,,18,,3,1,,101,,,,,,0,,,0,9
Lázaro Cárdenas,811,B,512,78,51,,,22,,9,2,,79,,,,,,0,,,0,3
Lázaro Cárdenas,811,C1,513,91,41,,,26,,7,0,,71,,,,,,0,,,0,5
Lázaro Cárdenas,811,C2,513,73,59,,,31,,6,2,,81,,,,,,2,,,1,1
Lázaro Cárdenas,812,B,623,72,66,,,14,,5,1,,95,,,,,,0,,,0,3
Lázaro Cárdenas,812,C1,623,71,67,,,14,,0,0,,91,,,,,,0,,,0,6
Lázaro Cárdenas,812,C2,624,81,66,,,14,,4,0,,98,,,,,,0,,,0,4
Lázaro Cárdenas,813,B,688,76,63,,,16,,0,1,,111,,,,,,0,,,0,3
Lázaro Cárdenas,813,C1,688,90,68,,,21,,9,1,,113,,,,,,0,,,0,1
Lázaro Cárdenas,813,C2,688,94,68,,,14,,4,0,,95,,,,,,0,,,0,1
Lázaro Cárdenas,813,C3,688,93,57,,,21,,6,2,,99,,,,,,0,,,0,2
Lázaro Cárdenas,813,C4,688,89,51,,,18,,4,1,,101,,,,,,1,,,0,6
Lázaro Cárdenas,814,B,587,66,95,,,2,,4,3,,111,,,,,,0,,,0,2
Lázaro Cárdenas,814,C1,587,59,74,,,17,,3,2,,115,,,,,,2,,,0,5
Lázaro Cárdenas,814,C2,588,53,72,,,15,,0,0,,99,,,,,,0,,,0,0
Lázaro Cárdenas,815,B,556,65,56,,,16,,6,0,,110,,,,,,2,,,0,4
Lázaro Cárdenas,815,C1,556,73,74,,,19,,5,2,,110,,,,,,0,,,0,3
Lázaro Cárdenas,815,C2,557,90,71,,,10,,3,1,,105,,,,,,1,,,0,4
Lázaro Cárdenas,816,B,527,39,114,,,26,,1,2,,33,,,,,,1,,,0,2
Lázaro Cárdenas,816,C1,527,44,39,,,20,,2,0,,108,,,,,,1,,,0,4
Lázaro Cárdenas,817,B,527,38,32,,,8,,3,2,,93,,,,,,0,,,0,11
Lázaro Cárdenas,817,C1,528,34,36,,,10,,0,0,,91,,,,,,0,,,0,2
Lázaro Cárdenas,817,C2,528,31,48,,,10,,1,0,,78,,,,,,2,,,0,5
Lázaro Cárdenas,818,B,710,38,76,,,9,,3,1,,112,,,,,,0,,,0,3
Lázaro Cárdenas,818,C1,710,62,54,,,14,,6,1,,101,,,,,,0,,,0,8
Lázaro Cárdenas,819,B,576,56,38,,,17,,5,2,,110,,,,,,0,,,0,3
Lázaro Cárdenas,819,C1,577,61,40,,,19,,10,1,,95,,,,,,1,,,0,5
Lázaro Cárdenas,820,B,522,88,38,,,14,,3,0,,84,,,,,,0,,,0,3
Lázaro Cárdenas,820,C1,522,68,53,,,25,,7,0,,87,,,,,,2,,,0,5
Lázaro Cárdenas,820,C2,523,69,53,,,15,,5,0,,89,,,,,,2,,,0,5
Lázaro Cárdenas,821,B,722,79,50,,,14,,6,0,,129,,,,,,0,,,0,8
Lázaro Cárdenas,821,C1,723,69,49,,,13,,1,0,,129,,,,,,0,,,0,2
Lázaro Cárdenas,821,C2,723,57,60,,,14,,6,0,,125,,,,,,0,,,0,6
Lázaro Cárdenas,822,B,676,62,66,,,19,,3,0,,122,,,,,,0,,,0,6
Lázaro Cárdenas,822,C1,676,70,62,,,12,,9,0,,95,,,,,,1,,,1,3
Lázaro Cárdenas,822,C2,677,54,81,,,17,,7,2,,92,,,,,,1,,,0,3
Lázaro Cárdenas,823,B,720,76,48,,,29,,4,2,,117,,,,,,2,,,0,5
