CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,PAZ,MDZ,PP,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,416,1,0,54,0,4,,2,0,33,2,,0,2,0,0,0,0,1,0,0,0,,,,,,,98,0,1,99,143
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,417,1,3,45,3,2,,1,1,17,1,,1,3,0,0,0,0,2,0,0,0,,,,,,,79,0,8,87,122
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,418,1,21,29,1,1,,0,2,29,0,,0,0,1,0,0,0,0,0,0,0,,,,,,,84,0,3,87,159
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,419,1,4,83,0,7,,0,0,51,0,,3,3,0,0,0,0,2,0,0,0,,,,,,,153,0,6,159,233
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,420,1,4,26,1,10,,0,1,38,1,,0,7,0,0,0,0,1,0,0,0,,,,,,,89,0,3,92,149
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,421,1,19,94,1,0,,1,1,67,0,,0,14,0,0,0,0,0,0,0,0,,,,,,,197,0,7,204,259
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,422,1,2,48,0,3,,0,0,18,0,,0,1,0,1,0,0,0,0,0,0,,,,,,,73,0,2,75,106
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,423,1,1,67,0,5,,0,4,23,1,,0,0,0,0,0,0,4,4,1,0,,,,,,,110,0,3,113,151
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,424,1,2,49,0,1,,1,2,50,0,,0,1,0,0,0,0,1,0,0,2,,,,,,,109,0,2,111,137
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,425,1,17,225,3,16,,0,1,62,1,,1,1,0,0,0,0,0,1,0,0,,,,,,,328,0,8,336,475
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,426,1,5,100,1,3,,0,3,30,0,,0,2,0,0,0,0,0,0,0,0,,,,,,,144,0,8,152,208
1,32,ZACATECAS,18,JUAN ALDAMA,14,FRANCISCO R. MURGUIA,427,1,0,51,0,7,,1,1,44,1,,0,0,0,0,0,0,3,1,0,0,,,,,,,109,0,1,110,152
1,32,ZACATECAS,13,JALPA,15,EL PLATEADO ,428,1,27,168,297,,0,5,3,,,,,,0,9,0,0,,,,,,,,,,,509,0,17,526,693
1,32,ZACATECAS,13,JALPA,15,EL PLATEADO ,429,1,5,95,84,,1,1,0,,,,,,1,2,0,1,,,,,,,,,,,190,0,5,195,295
1,32,ZACATECAS,13,JALPA,15,EL PLATEADO ,430,1,6,106,158,,1,0,0,,,,,,1,3,1,2,,,,,,,,,,,278,0,6,284,397
1,32,ZACATECAS,13,JALPA,15,EL PLATEADO ,433,1,2,41,28,,1,0,0,,,,,,2,0,0,0,,,,,,,,,,,74,0,3,77,109
1,32,ZACATECAS,13,JALPA,15,EL PLATEADO ,435,1,2,51,32,,0,0,0,,,,,,0,1,0,0,,,,,,,,,,,86,0,2,88,141
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,436,2,26,210,192,47,,9,10,72,60,,,1,5,2,1,0,10,2,3,5,,,,,,,655,0,30,685,936
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,437,2,26,276,310,46,,7,7,76,60,,,5,12,6,0,2,4,1,5,3,,,,,,,846,0,26,872,1168
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,438,2,15,206,150,43,,3,9,69,39,,,0,8,3,0,2,7,1,1,3,,,,,,,559,0,22,581,768
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,439,2,16,169,193,34,,2,9,58,41,,,0,10,3,0,4,4,4,1,1,,,,,,,549,0,28,577,798
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,440,1,5,151,27,30,,2,3,16,4,,,0,2,0,0,0,0,0,0,1,,,,,,,241,0,9,250,394
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,441,3,48,372,298,80,,13,19,130,53,,,5,20,14,0,3,13,7,3,4,,,,,,,1082,0,54,1136,1560
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,442,2,26,222,140,59,,4,16,105,28,,,3,9,6,0,0,4,2,4,4,,,,,,,632,0,40,672,898
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,443,1,10,187,57,17,,4,6,51,10,,,0,2,2,0,1,0,0,0,1,,,,,,,348,0,14,362,471
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,444,1,3,103,44,11,,2,3,48,15,,,1,4,0,0,0,2,1,0,2,,,,,,,239,0,17,256,355
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,445,2,11,340,144,49,,7,11,78,43,,,0,3,2,0,0,8,0,0,6,,,,,,,702,0,31,733,1077
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,446,1,29,88,123,44,,3,40,49,22,,,0,3,1,0,0,6,0,1,0,,,,,,,409,0,16,425,626
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,447,1,32,116,132,52,,9,30,70,36,,,2,2,1,0,0,4,5,0,2,,,,,,,493,0,25,518,729
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,448,3,32,173,180,111,,9,50,125,29,,,0,5,5,0,2,10,5,0,2,,,,,,,738,0,32,770,1026
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,449,1,12,271,134,34,,5,6,32,9,,,1,2,2,0,1,1,0,1,0,,,,,,,511,0,27,538,747
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,450,1,8,124,74,46,,8,9,71,21,,,2,10,0,0,0,7,0,0,0,,,,,,,380,0,10,390,558
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,451,1,14,153,111,25,,5,7,86,13,,,0,10,3,0,0,7,2,1,4,,,,,,,441,0,23,464,621
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,452,2,15,180,84,87,,4,9,157,43,,,0,4,1,0,0,14,8,2,4,,,,,,,612,0,27,639,851
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,453,1,17,119,45,41,,3,8,109,33,,,0,2,1,0,0,9,2,2,6,,,,,,,397,0,13,410,544
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,454,1,5,157,40,11,,2,3,28,4,,,1,0,2,0,0,0,1,0,0,,,,,,,254,0,10,264,400
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,455,1,14,184,86,33,,3,3,68,16,,,1,0,1,0,0,8,2,0,2,,,,,,,421,0,23,444,668
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,456,1,16,161,54,33,,5,2,63,10,,,1,6,3,0,0,4,2,1,3,,,,,,,364,0,22,386,610
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,457,1,3,129,28,9,,0,2,16,8,,,1,0,0,0,0,1,1,0,0,,,,,,,198,0,8,206,325
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,458,1,10,176,88,15,,1,6,17,2,,,1,2,1,0,0,3,0,0,0,,,,,,,322,0,10,332,446
1,32,ZACATECAS,8,OJOCALIENTE,16,PANFILO NATERA,459,1,8,369,86,28,,1,5,42,8,,,1,1,0,0,2,2,1,2,0,,,,,,,556,0,13,569,709
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,460,3,106,245,16,41,33,13,18,458,20,30,18,9,4,0,0,0,6,0,0,2,,,,,,,1019,0,29,1048,1529
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,461,1,26,102,4,15,11,11,9,174,2,22,3,5,0,0,0,0,5,1,0,2,,,,,,,392,0,9,401,651
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,462,1,15,60,12,12,8,6,1,114,5,14,9,2,0,0,0,0,0,0,0,0,,,,,,,258,0,11,269,401
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,463,4,252,524,25,54,52,21,19,546,20,37,10,13,2,0,0,0,5,3,0,5,,,,,,,1588,1,37,1626,2270
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,464,2,234,472,13,10,18,25,8,199,11,10,4,8,3,0,1,0,5,2,0,0,,,,,,,1023,0,23,1046,1459
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,465,2,91,247,20,38,25,19,12,342,12,36,5,6,1,1,0,0,9,4,0,2,,,,,,,870,0,24,894,1272
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,466,2,67,204,8,37,31,21,10,377,7,65,16,6,1,0,1,0,11,2,0,0,,,,,,,864,0,21,885,1401
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,467,3,73,289,11,50,32,16,16,607,19,55,10,17,2,0,0,0,13,4,0,1,,,,,,,1215,1,36,1252,1847
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,468,3,49,291,19,57,22,14,25,327,16,32,14,7,1,1,1,0,7,8,0,3,,,,,,,894,0,39,933,1696
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,469,3,78,283,18,69,43,20,16,467,14,57,14,5,0,1,1,0,10,4,0,5,,,,,,,1105,1,49,1155,1938
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,470,17,407,1627,88,568,206,100,111,2753,113,259,50,47,4,1,1,0,52,32,3,8,,,,,,,6430,1,160,6591,11887
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,471,4,120,350,11,77,109,23,35,746,28,99,10,6,0,0,3,0,10,7,0,5,,,,,,,1639,0,25,1664,2430
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,472,2,37,182,11,33,36,14,12,334,11,35,4,8,1,1,0,1,9,2,1,2,,,,,,,734,0,36,770,1274
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,473,2,39,122,8,29,13,6,11,301,6,35,6,6,2,0,0,0,5,0,0,1,,,,,,,590,0,18,608,881
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,474,1,56,168,9,14,8,10,3,181,5,12,5,2,0,0,0,0,1,0,0,0,,,,,,,474,0,7,481,685
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,475,2,61,176,6,32,13,12,7,224,12,18,4,3,2,1,0,0,6,1,0,0,,,,,,,578,0,18,596,847
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,476,1,39,151,4,12,7,17,2,163,9,11,1,7,2,0,0,0,2,1,0,0,,,,,,,428,0,8,436,557
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,477,1,72,149,6,11,17,9,5,207,5,10,5,2,0,0,0,1,1,0,0,0,,,,,,,500,0,16,516,713
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,478,1,13,58,9,19,7,5,9,172,7,18,9,2,0,0,0,0,0,3,1,0,,,,,,,332,0,10,342,546
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,479,1,30,64,10,11,6,10,4,114,4,11,2,3,0,0,0,0,0,2,0,0,,,,,,,271,0,6,277,500
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,480,1,43,123,8,16,15,5,7,169,6,16,15,3,0,0,0,0,4,0,0,0,,,,,,,430,0,18,448,629
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,481,1,15,77,8,15,12,8,2,142,6,17,5,5,0,1,0,0,6,0,0,2,,,,,,,321,1,5,327,512
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,482,1,18,130,5,22,6,5,4,204,5,20,4,1,0,0,0,0,3,1,0,0,,,,,,,428,0,11,439,604
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,483,1,23,123,5,16,11,4,7,189,5,23,12,6,0,0,1,0,1,0,0,0,,,,,,,426,0,6,432,580
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,484,1,48,114,2,20,10,1,4,151,2,9,7,3,0,0,0,0,4,2,0,0,,,,,,,377,1,5,383,544
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,485,1,38,98,4,22,14,6,5,200,5,26,2,2,0,0,0,0,3,2,0,2,,,,,,,429,0,10,439,669
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,486,2,26,111,11,38,20,10,9,224,7,32,10,6,0,0,0,0,5,2,0,0,,,,,,,511,1,11,523,820
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,487,1,31,109,5,18,19,8,8,171,5,40,5,2,0,0,0,0,5,1,0,1,,,,,,,428,0,11,439,719
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,488,2,26,150,7,13,10,13,15,145,6,15,4,2,0,0,0,0,6,2,0,4,,,,,,,418,0,14,432,582
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,489,2,26,168,6,32,16,5,4,212,8,31,4,5,1,0,0,0,5,4,0,1,,,,,,,528,0,10,538,840
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,490,1,42,197,3,12,7,3,3,186,5,40,4,1,0,0,1,0,2,0,1,0,,,,,,,507,0,17,524,730
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,491,3,105,258,13,58,31,25,23,630,25,86,17,9,3,0,1,0,10,0,0,1,,,,,,,1295,0,29,1324,2024
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,492,2,55,239,2,22,12,4,7,149,7,9,5,2,0,1,0,0,2,2,0,0,,,,,,,518,0,13,531,778
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,493,2,28,114,10,25,10,11,4,234,5,31,5,2,1,0,0,0,4,3,0,2,,,,,,,489,0,16,505,803
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,494,5,164,539,78,81,65,24,27,912,34,162,19,16,4,0,0,0,5,6,0,4,,,,,,,2140,1,49,2190,3212
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,495,1,24,104,5,20,15,9,9,224,5,16,2,6,1,0,0,0,5,1,0,1,,,,,,,447,0,4,451,674
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,496,2,76,243,4,23,18,8,5,248,16,17,6,5,0,0,0,0,3,1,0,1,,,,,,,674,0,9,683,901
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,497,1,34,112,5,17,8,5,2,120,3,4,1,2,0,0,0,0,1,2,0,1,,,,,,,317,0,8,325,398
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,498,1,44,120,1,12,7,4,6,172,6,21,0,3,1,2,1,0,0,0,0,0,,,,,,,400,0,7,407,513
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,499,1,63,148,4,17,13,14,5,207,6,16,5,8,1,0,0,0,0,1,0,1,,,,,,,509,0,17,526,703
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,500,3,106,336,15,43,33,17,24,612,26,57,7,15,1,0,0,0,9,1,2,0,,,,,,,1304,0,29,1333,1915
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,501,2,61,163,9,34,12,8,9,344,12,20,10,6,3,0,0,0,8,0,0,0,,,,,,,699,1,20,720,997
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,502,2,39,169,6,41,13,12,11,247,10,56,5,2,0,0,0,0,4,2,0,3,,,,,,,620,0,20,640,918
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,503,2,42,156,8,17,6,7,12,181,4,33,4,5,3,0,0,0,7,2,2,1,,,,,,,490,0,13,503,714
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,504,2,41,132,8,37,10,7,8,266,16,47,6,4,0,0,0,0,1,2,0,0,,,,,,,585,0,15,600,956
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,505,1,41,130,4,8,18,0,4,146,8,20,2,1,0,0,0,0,2,1,0,0,,,,,,,385,0,7,392,542
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,506,2,45,222,9,31,17,15,9,216,10,25,9,3,1,0,0,0,0,1,0,1,,,,,,,614,0,15,629,1005
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,507,8,184,808,65,175,86,53,57,1529,44,155,27,27,1,1,0,0,21,13,0,15,,,,,,,3261,1,101,3363,5985
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,508,2,44,192,6,50,12,8,2,250,7,33,5,4,0,0,0,0,6,5,0,1,,,,,,,625,0,29,654,1029
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,509,2,33,187,15,65,25,9,4,332,8,38,5,9,0,1,0,0,4,1,6,1,,,,,,,743,1,33,777,1260
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,510,4,124,404,21,102,49,39,28,737,29,68,16,12,0,1,0,0,15,3,1,0,,,,,,,1649,0,44,1693,2804
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,511,1,0,91,4,6,3,3,4,87,1,24,0,0,0,1,0,0,3,4,0,2,,,,,,,233,0,14,247,375
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,512,2,13,156,7,13,2,2,6,206,4,17,0,0,0,0,0,0,3,1,0,2,,,,,,,432,0,21,453,772
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,513,1,22,138,9,26,7,5,10,183,4,25,1,0,1,6,0,0,2,2,0,0,,,,,,,441,0,19,460,693
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,514,2,33,140,20,44,7,6,12,317,13,34,1,2,0,0,0,0,7,5,1,0,,,,,,,642,0,18,660,1043
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,515,2,12,223,5,24,8,10,5,171,6,16,1,0,0,0,0,0,1,2,0,3,,,,,,,487,0,13,500,765
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,517,2,32,253,13,47,10,6,10,194,8,59,0,3,0,0,0,0,2,4,1,0,,,,,,,642,0,15,657,1062
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,518,2,34,172,7,49,10,7,6,286,7,15,7,2,0,0,0,0,8,1,1,1,,,,,,,613,0,22,635,933
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,519,2,24,152,3,26,3,6,7,282,5,18,2,2,0,1,0,0,2,1,1,1,,,,,,,536,0,6,542,804
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,520,3,37,292,15,66,16,9,9,484,11,37,4,5,1,0,0,0,17,4,0,0,,,,,,,1007,0,30,1037,1587
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,521,4,81,385,11,115,26,15,16,691,14,33,8,4,1,1,0,1,20,14,1,3,,,,,,,1440,0,43,1483,2368
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,522,2,43,169,11,62,12,15,12,271,12,22,3,0,0,0,0,0,8,4,0,2,,,,,,,646,0,18,664,994
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,523,2,23,277,4,39,13,6,8,344,5,19,6,3,0,0,0,0,12,4,0,4,,,,,,,767,0,13,780,1042
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,524,3,53,389,24,74,16,8,19,690,14,25,5,1,1,1,0,0,8,10,2,2,,,,,,,1342,0,32,1374,1896
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,534,2,57,275,13,48,9,15,23,200,6,19,1,3,0,0,0,0,2,1,2,0,,,,,,,674,0,14,688,895
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,535,2,53,250,11,59,15,5,12,303,12,42,5,2,1,0,1,0,3,6,0,1,,,,,,,781,0,32,813,1177
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,536,2,48,205,15,27,8,5,12,212,8,21,4,0,1,1,0,0,2,2,1,4,,,,,,,576,0,28,604,934
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,537,2,62,295,13,39,25,13,10,322,8,25,1,3,2,1,1,1,5,2,0,1,,,,,,,829,0,24,853,1388
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,538,2,17,119,6,23,12,6,7,245,10,13,5,1,0,1,0,0,3,4,0,0,,,,,,,472,1,17,490,942
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,539,5,121,473,20,81,59,28,35,993,30,70,14,8,1,3,1,1,24,5,1,2,,,,,,,1970,0,54,2024,3705
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,540,2,43,231,8,50,10,5,7,313,14,17,5,2,3,4,0,0,0,0,0,0,,,,,,,712,0,18,730,1217
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,541,1,17,241,1,7,8,4,0,112,4,6,2,3,0,0,0,0,1,0,0,0,,,,,,,406,0,11,417,588
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,542,2,78,219,22,24,20,19,10,156,14,10,1,1,1,1,1,0,6,5,0,0,,,,,,,588,0,22,610,941
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,543,3,113,418,25,50,17,34,10,326,15,16,8,0,3,1,0,0,9,5,2,2,,,,,,,1054,0,47,1101,1588
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,545,1,33,137,1,14,12,2,2,67,3,1,0,0,0,0,0,0,0,0,0,2,,,,,,,274,0,6,280,397
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,546,1,10,67,1,12,3,2,2,80,3,8,0,1,0,0,0,0,1,0,0,1,,,,,,,191,0,4,195,263
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,547,1,10,113,2,19,2,4,1,104,6,4,1,0,0,0,0,0,2,2,0,0,,,,,,,270,1,7,278,393
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,549,9,178,493,33,138,79,42,57,1577,46,124,28,26,3,1,1,1,27,8,1,5,,,,,,,2868,3,45,2916,5465
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,551,5,112,508,36,89,47,38,20,838,27,97,11,12,0,1,1,0,9,6,1,2,,,,,,,1855,2,51,1908,3204
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1883,2,31,121,9,28,10,8,10,319,8,14,7,5,0,0,0,1,6,3,0,1,,,,,,,581,0,18,599,1028
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1884,2,32,129,8,31,13,7,17,323,6,34,5,3,0,0,0,0,5,1,0,1,,,,,,,615,0,1,616,961
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1885,1,19,74,4,12,6,5,2,136,4,9,4,2,0,0,0,0,2,0,0,0,,,,,,,279,0,3,282,480
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1886,1,13,70,2,18,10,6,6,211,4,19,7,4,0,0,0,3,0,0,0,0,,,,,,,373,0,6,379,584
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1887,2,38,141,10,26,17,3,19,318,11,31,5,8,2,0,0,0,3,1,0,6,,,,,,,639,0,17,656,1002
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1888,1,20,72,0,13,4,3,2,159,10,52,5,2,0,0,0,0,2,0,0,0,,,,,,,344,0,5,349,543
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1889,2,24,112,7,32,22,14,15,299,13,30,4,2,0,0,0,0,3,0,0,0,,,,,,,577,0,9,586,956
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1890,1,15,44,3,17,7,4,5,167,3,10,2,2,0,0,0,0,2,2,0,1,,,,,,,284,0,6,290,511
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1891,2,44,111,6,27,16,6,12,274,9,17,8,8,1,0,0,0,3,1,0,1,,,,,,,544,0,17,561,877
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1892,2,26,124,6,25,15,8,13,220,9,33,5,3,1,0,0,0,5,1,0,1,,,,,,,495,0,7,502,770
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1893,1,22,91,5,15,8,5,4,176,3,16,1,0,0,0,0,0,6,0,0,0,,,,,,,352,0,7,359,654
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1894,1,27,100,5,13,13,9,6,153,12,17,4,3,0,0,0,0,1,1,0,1,,,,,,,365,0,5,370,636
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1895,1,16,50,3,16,6,5,4,135,8,19,0,0,2,0,0,0,3,2,0,1,,,,,,,270,0,8,278,500
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1896,1,21,114,7,20,16,6,24,186,6,12,7,6,0,0,0,0,7,0,0,1,,,,,,,433,0,11,444,746
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1897,1,15,69,4,21,8,7,5,129,6,9,3,3,1,0,0,0,0,0,0,0,,,,,,,280,0,2,282,538
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1898,1,17,50,3,13,5,2,6,125,3,15,2,0,0,0,0,0,4,1,0,0,,,,,,,246,0,4,250,365
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1899,2,47,157,6,33,17,6,10,278,9,27,5,2,2,0,0,0,7,0,0,1,,,,,,,607,2,20,629,913
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1900,2,40,107,1,30,12,13,13,318,8,34,10,8,2,0,0,0,4,2,0,2,,,,,,,604,1,7,612,889
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1901,1,27,76,6,22,7,9,5,202,6,25,3,1,1,1,0,0,0,1,0,0,,,,,,,392,0,9,401,601
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1902,1,25,56,2,16,9,3,2,154,4,19,3,1,1,0,0,0,2,0,2,0,,,,,,,299,0,7,306,431
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1903,1,14,58,3,17,12,6,9,160,3,16,1,4,0,0,0,0,2,1,0,0,,,,,,,306,0,5,311,489
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1904,2,30,96,3,28,15,11,11,263,7,17,9,8,2,0,0,0,4,2,0,1,,,,,,,507,1,14,522,797
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1905,2,35,156,10,29,14,13,16,369,11,30,6,5,0,0,0,0,9,0,0,1,,,,,,,704,0,13,717,1213
1,32,ZACATECAS,4,GUADALUPE,17,GUADALUPE,1906,1,31,94,2,15,8,7,9,242,7,12,6,0,0,0,0,0,5,1,0,0,,,,,,,439,2,3,444,663
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1907,1,45,119,4,16,8,5,6,220,4,22,0,5,3,0,0,0,2,0,0,0,,,,,,,459,0,8,467,684
1,32,ZACATECAS,3,GUADALUPE,17,GUADALUPE,1908,2,61,142,6,20,27,10,23,323,15,23,7,3,1,0,0,0,7,0,0,2,,,,,,,670,0,13,683,1037
