CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,PAZ,MDZ,PP,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,158,1,11,33,3,31,7,5,9,159,3,3,1,4,0,0,1,0,2,0,1,0,,,,,,,273,0,8,281,397
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,159,1,37,59,4,61,11,1,6,188,8,7,2,4,0,1,0,0,4,1,0,0,,,,,,,394,2,12,408,555
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,160,1,25,46,4,35,4,5,7,152,4,7,4,4,0,0,0,0,3,0,0,0,,,,,,,300,0,3,303,394
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,161,1,50,54,10,29,12,5,10,145,8,7,1,13,0,0,0,0,0,1,1,1,,,,,,,347,0,9,356,497
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,162,1,50,61,25,58,5,10,9,244,9,8,3,5,2,2,0,0,5,5,0,0,,,,,,,501,0,0,501,730
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,163,5,131,248,56,210,54,52,49,907,21,47,14,24,1,1,1,0,16,23,1,1,,,,,,,1857,2,53,1912,3225
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,164,2,87,92,28,68,25,15,21,306,8,8,8,11,2,0,0,1,6,10,0,1,,,,,,,697,0,11,708,1099
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,165,1,32,53,5,38,16,4,8,201,9,5,6,8,2,0,0,0,8,0,0,0,,,,,,,395,0,4,399,591
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,166,1,52,57,10,52,13,3,7,196,4,3,2,6,0,1,1,1,1,1,0,1,,,,,,,411,3,13,427,645
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,167,1,40,54,5,42,7,5,5,242,7,3,1,8,2,0,0,0,5,3,0,1,,,,,,,430,0,14,444,649
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,168,1,34,56,5,29,10,6,12,203,2,11,1,10,0,0,0,0,0,0,0,0,,,,,,,379,0,10,389,535
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,169,1,38,71,2,41,14,5,3,214,11,9,2,5,0,1,1,0,1,1,1,1,,,,,,,421,0,9,430,700
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,170,2,37,99,9,44,16,3,15,247,2,7,2,4,0,0,0,0,9,4,0,3,,,,,,,501,0,11,512,771
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,171,2,40,97,16,69,10,6,8,274,10,7,14,8,0,0,0,0,8,4,0,1,,,,,,,572,0,15,587,1031
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,172,1,10,45,8,35,8,3,5,115,5,10,5,3,0,0,0,0,7,3,0,1,,,,,,,263,0,8,271,459
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,173,1,35,54,5,51,20,5,14,186,5,11,7,4,0,0,0,1,7,5,0,2,,,,,,,412,0,8,420,736
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,174,1,27,55,5,38,14,3,16,199,4,14,1,3,0,0,0,0,4,0,0,1,,,,,,,384,0,4,388,619
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,175,1,41,56,11,36,8,5,13,177,9,16,2,4,1,1,0,0,0,1,0,0,,,,,,,381,0,7,388,546
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,176,1,43,63,9,30,12,4,4,157,5,14,6,11,0,2,0,0,2,2,0,2,,,,,,,366,1,6,373,525
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,177,2,48,60,3,45,10,6,15,288,10,9,6,6,1,0,0,0,3,3,0,1,,,,,,,514,0,10,524,751
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,178,1,36,49,5,29,6,2,10,183,4,4,1,13,0,0,0,0,7,2,1,1,,,,,,,353,0,8,361,521
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,179,1,50,53,2,38,9,2,10,151,2,6,1,12,0,0,0,0,7,4,0,0,,,,,,,347,0,6,353,488
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,180,2,47,66,15,67,20,7,15,246,6,12,3,8,0,0,0,1,4,3,0,2,,,,,,,522,0,14,536,883
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,181,2,67,76,6,56,15,7,13,221,4,8,3,10,1,0,0,0,8,0,0,0,,,,,,,495,0,19,514,773
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,182,1,36,80,9,50,9,5,33,238,7,9,3,10,0,0,0,0,0,0,0,0,,,,,,,489,0,13,502,733
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,183,2,65,54,10,47,8,5,15,152,5,9,4,5,0,0,0,0,5,3,0,1,,,,,,,388,1,14,403,527
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,184,1,28,45,4,24,7,3,9,91,3,2,1,8,0,0,0,0,2,2,0,1,,,,,,,230,0,7,237,350
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,185,1,43,50,4,11,6,3,9,79,5,6,9,4,1,1,0,0,2,1,1,0,,,,,,,235,1,9,245,361
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,186,1,13,67,8,33,6,6,15,202,7,10,8,8,0,0,0,0,1,5,0,3,,,,,,,392,0,6,398,628
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,187,1,18,40,3,22,5,4,17,112,6,12,2,4,1,0,1,0,3,4,0,1,,,,,,,255,0,3,258,460
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,188,1,33,47,1,24,1,8,9,104,0,15,3,3,0,0,0,0,2,1,8,0,,,,,,,259,0,8,267,364
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,189,3,51,79,10,70,19,7,12,273,10,24,3,8,1,0,0,0,8,8,6,1,,,,,,,590,2,10,602,888
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,190,3,56,164,16,159,18,16,21,432,19,30,14,12,1,0,0,0,7,8,2,2,,,,,,,977,2,24,1003,1863
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,191,2,44,56,8,66,6,5,12,238,12,15,4,5,1,0,0,0,1,0,0,2,,,,,,,475,1,12,488,853
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,192,1,21,64,6,47,12,6,13,202,6,5,3,5,0,1,0,0,7,9,1,2,,,,,,,410,0,6,416,746
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,193,2,61,88,18,92,14,5,30,417,18,22,6,9,17,1,0,0,4,2,0,0,,,,,,,804,1,12,817,1323
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,194,9,227,429,68,333,71,44,115,1761,67,89,48,52,4,2,1,0,35,26,1,6,,,,,,,3379,5,67,3451,6197
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,195,2,30,91,12,75,9,13,17,292,7,8,4,8,0,0,0,0,3,3,1,0,,,,,,,573,0,15,588,977
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,196,2,70,135,4,74,11,12,18,318,22,18,12,10,1,1,0,0,6,2,0,0,,,,,,,714,0,9,723,1086
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,197,1,45,76,7,38,11,5,8,204,7,12,11,11,1,0,0,0,5,3,0,0,,,,,,,444,0,11,455,684
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,198,1,37,58,9,38,9,3,14,175,9,7,1,8,1,0,0,0,2,4,0,1,,,,,,,376,0,8,384,540
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,199,1,32,55,3,30,2,5,5,88,8,5,0,1,0,0,0,0,4,2,0,1,,,,,,,241,0,8,249,399
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,200,1,59,51,8,49,9,4,13,236,7,13,5,10,0,2,0,0,5,2,0,1,,,,,,,474,0,12,486,657
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,201,1,35,43,0,25,11,3,10,126,2,7,5,16,1,1,0,0,2,1,0,0,,,,,,,288,1,13,302,427
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,202,1,76,28,2,25,3,6,8,108,3,6,3,6,0,1,0,0,0,0,0,0,,,,,,,275,0,14,289,396
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,203,1,46,82,4,31,8,3,14,173,7,16,4,11,0,0,1,0,3,4,0,0,,,,,,,407,0,17,424,590
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,204,1,28,62,5,46,6,7,12,240,5,13,5,3,2,0,0,0,8,3,0,1,,,,,,,446,0,8,454,631
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,205,1,42,42,5,38,8,3,14,169,3,7,1,12,0,0,0,0,3,2,0,0,,,,,,,349,1,2,352,534
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,206,1,53,77,7,40,8,8,19,202,6,15,6,8,0,2,0,0,7,1,0,0,,,,,,,459,0,10,469,690
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,207,1,41,56,6,53,7,4,14,212,4,8,8,8,0,1,0,0,8,1,0,0,,,,,,,431,2,8,441,653
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,208,1,27,72,10,52,9,5,9,164,6,5,2,6,1,0,0,0,3,3,0,3,,,,,,,377,0,12,389,649
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,209,1,33,62,12,36,9,8,19,216,7,17,2,6,1,1,0,0,2,1,0,0,,,,,,,432,1,9,442,696
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,210,6,179,229,37,333,56,29,105,1340,56,63,21,29,5,1,0,0,19,17,1,7,,,,,,,2527,4,54,2585,4034
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,211,2,34,83,17,56,9,4,15,333,17,16,3,16,0,0,1,0,14,6,0,5,,,,,,,629,0,11,640,890
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,212,4,106,99,24,119,95,13,39,584,26,38,12,30,9,0,0,0,8,2,2,0,,,,,,,1206,0,37,1243,2323
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,213,5,136,226,29,211,89,18,51,746,31,26,18,25,1,2,1,0,16,13,1,0,,,,,,,1640,0,55,1695,3118
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,214,1,29,57,9,51,10,2,12,162,5,3,1,5,0,0,0,0,1,4,0,0,,,,,,,351,0,9,360,606
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,215,1,25,41,7,34,7,1,14,147,3,10,3,4,0,0,1,0,1,2,0,1,,,,,,,301,0,13,314,518
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,216,2,36,117,11,57,13,9,12,290,9,13,3,7,4,0,0,1,0,6,0,0,,,,,,,588,0,11,599,854
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,217,1,10,56,13,27,3,2,7,151,2,4,2,1,0,0,0,0,0,1,0,0,,,,,,,279,0,15,294,402
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,218,1,7,74,6,78,0,0,4,141,4,2,0,0,1,0,0,0,4,4,1,0,,,,,,,326,0,9,335,498
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,219,1,6,68,4,34,5,1,0,76,2,0,0,1,0,0,0,0,3,0,0,0,,,,,,,200,0,7,207,305
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,220,1,8,121,5,56,1,3,1,111,4,5,2,1,0,0,0,0,4,7,1,1,,,,,,,331,0,6,337,500
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,221,1,2,157,3,32,2,1,2,76,2,1,6,1,0,0,0,0,7,1,0,1,,,,,,,294,0,7,301,407
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,222,1,9,14,11,34,1,1,2,65,2,4,4,0,0,0,0,0,1,4,0,0,,,,,,,152,0,7,159,237
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,223,1,9,26,2,12,1,0,3,60,1,1,0,1,0,0,1,0,5,3,0,0,,,,,,,125,0,5,130,223
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,224,1,14,22,2,25,1,2,1,70,2,1,12,0,1,0,0,0,3,1,0,0,,,,,,,157,0,10,167,312
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,225,1,20,77,5,54,8,4,7,173,3,2,36,0,0,1,0,0,11,13,0,0,,,,,,,414,0,14,428,692
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,226,1,6,52,2,33,1,1,2,107,3,4,7,0,1,0,0,0,4,2,1,0,,,,,,,226,0,6,232,330
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,227,1,28,84,4,37,1,2,6,142,1,6,12,1,0,0,0,0,2,7,1,0,,,,,,,334,0,9,343,472
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,228,3,56,298,7,181,9,11,16,433,15,9,7,4,0,3,0,0,29,7,0,2,,,,,,,1087,0,28,1115,1651
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,229,2,58,310,13,127,11,11,7,371,20,11,3,5,2,0,0,0,13,10,1,1,,,,,,,974,0,39,1013,1477
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,230,2,82,148,8,44,14,3,18,139,5,5,5,1,3,0,0,0,6,0,0,0,,,,,,,481,0,19,500,757
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,231,2,56,102,25,93,13,5,7,174,10,15,1,1,3,0,1,0,8,13,0,0,,,,,,,527,0,13,540,848
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,232,2,66,121,40,98,19,8,13,187,6,5,3,2,3,0,3,0,9,11,0,3,,,,,,,597,0,29,626,938
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,233,1,28,73,29,64,32,6,8,133,7,7,0,0,0,1,0,0,1,0,0,0,,,,,,,389,0,0,389,597
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,234,1,9,26,17,55,24,3,2,56,1,26,0,3,0,0,0,1,1,0,0,0,,,,,,,224,0,12,236,391
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,235,1,17,52,4,51,28,7,7,72,0,59,1,0,0,0,0,0,16,6,0,1,,,,,,,321,0,34,355,600
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,236,1,14,35,21,17,15,3,7,23,1,2,0,1,0,3,0,0,0,1,0,0,,,,,,,143,0,5,148,251
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,237,1,25,47,27,54,16,6,10,86,2,14,0,0,1,1,1,3,4,7,1,1,,,,,,,306,0,10,316,501
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,238,1,16,28,3,14,6,0,0,37,0,7,1,0,0,1,1,0,2,0,0,0,,,,,,,116,0,2,118,197
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,239,1,42,84,21,41,13,7,4,192,3,13,1,4,2,0,0,0,10,0,0,0,,,,,,,437,1,17,455,642
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,240,2,52,246,17,106,28,8,13,301,18,33,4,4,2,3,0,0,10,4,1,0,,,,,,,850,0,30,880,1044
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,241,1,5,52,3,19,20,1,1,43,2,5,1,0,0,0,0,0,1,0,0,0,,,,,,,153,0,7,160,225
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,242,1,15,48,4,43,0,2,4,101,0,4,1,0,1,1,0,0,4,4,1,0,,,,,,,233,0,7,240,354
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,243,1,41,128,10,79,10,7,12,151,6,6,6,0,0,0,0,0,5,1,1,0,,,,,,,463,0,22,485,681
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,244,1,29,109,2,26,7,2,11,80,5,3,0,2,2,1,0,0,0,0,0,0,,,,,,,279,0,13,292,425
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,245,1,30,47,36,50,3,3,12,165,3,2,1,2,0,0,0,0,7,7,0,0,,,,,,,368,0,10,378,543
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,246,2,42,111,41,98,9,4,13,290,11,10,6,11,3,1,0,0,6,12,1,0,,,,,,,669,0,29,698,997
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,247,1,12,27,3,27,2,1,2,44,1,3,8,0,0,0,0,0,3,1,0,1,,,,,,,135,0,3,138,217
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,248,1,18,22,9,71,2,4,5,126,1,2,10,4,0,0,0,0,2,1,0,0,,,,,,,277,0,9,286,429
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,249,2,147,178,16,119,19,7,17,208,9,9,6,0,2,2,2,0,6,6,2,0,,,,,,,755,0,29,784,1346
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,250,2,107,123,10,108,14,14,10,239,5,2,1,2,1,3,0,0,5,13,0,1,,,,,,,658,1,23,682,1151
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,251,1,46,69,4,69,12,2,15,175,2,3,2,1,0,0,0,0,4,6,2,0,,,,,,,412,0,4,416,745
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,252,2,56,94,12,111,8,7,9,250,11,10,2,5,0,0,0,0,11,3,0,2,,,,,,,591,1,7,599,957
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,253,1,26,57,10,52,20,8,5,135,3,4,2,6,3,0,0,0,8,6,1,0,,,,,,,346,0,10,356,582
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,254,1,5,19,1,13,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,57,0,4,61,181
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,255,1,9,6,2,8,10,1,3,39,0,0,1,0,0,2,0,0,0,0,0,0,,,,,,,81,0,3,84,139
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,256,1,44,35,23,33,42,6,4,77,1,9,2,0,1,0,0,0,1,3,0,0,,,,,,,281,0,29,310,547
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,257,1,19,34,11,17,81,2,3,52,2,0,1,2,0,1,0,0,0,3,0,0,,,,,,,228,0,19,247,374
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,258,1,9,16,6,27,12,4,4,37,1,4,0,0,0,0,0,0,2,0,0,0,,,,,,,122,0,10,132,209
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,259,1,5,20,37,30,6,2,2,98,0,0,0,0,0,0,0,0,1,2,0,0,,,,,,,203,0,16,219,294
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,260,1,24,30,8,58,26,7,1,160,2,3,0,0,14,0,0,0,0,0,0,0,,,,,,,333,0,15,348,569
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,261,1,3,24,5,37,0,3,1,131,2,1,9,0,0,1,0,0,4,9,0,0,,,,,,,230,0,8,238,407
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,262,1,1,39,1,13,0,0,0,12,0,0,1,0,0,1,0,0,0,8,0,1,,,,,,,77,0,2,79,123
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,263,1,13,63,14,38,8,3,6,113,0,2,1,1,2,0,0,0,3,6,1,0,,,,,,,274,0,9,283,433
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,264,1,54,90,20,76,28,5,7,141,6,8,4,13,0,0,0,0,0,0,0,0,,,,,,,452,0,33,485,736
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,265,2,59,104,19,131,26,13,9,330,9,17,7,11,1,0,0,0,15,4,1,0,,,,,,,756,2,17,775,1273
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,266,2,60,97,9,67,17,6,14,240,6,5,0,4,0,1,0,0,7,14,0,1,,,,,,,548,0,14,562,989
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,267,3,93,176,24,152,67,17,14,446,15,18,5,10,0,9,0,0,12,15,1,0,,,,,,,1074,0,27,1101,1773
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,268,2,60,60,17,114,27,3,16,181,3,8,2,5,0,0,0,1,5,2,4,0,,,,,,,508,0,15,523,873
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,269,1,44,78,3,37,9,3,9,87,2,3,0,1,0,0,0,0,2,0,0,0,,,,,,,278,0,9,287,485
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,270,2,18,43,12,106,5,5,5,312,7,38,2,3,0,0,0,0,6,4,0,2,,,,,,,568,0,23,591,1112
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,271,3,45,124,14,143,7,7,11,427,4,26,5,5,1,1,0,0,6,17,0,2,,,,,,,845,1,25,871,1598
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,272,2,33,60,6,86,9,2,7,406,6,20,3,10,0,0,0,0,7,9,5,1,,,,,,,670,0,20,690,1264
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,273,1,12,12,2,8,2,0,6,68,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,113,0,2,115,204
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,274,2,56,282,7,106,12,8,11,279,11,8,0,5,4,0,1,0,5,8,3,4,,,,,,,810,0,27,837,1138
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,275,1,51,27,12,26,5,2,12,76,3,15,3,0,4,0,0,0,0,0,0,3,,,,,,,239,0,12,251,419
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,276,3,64,178,17,130,21,10,26,368,15,13,7,7,0,1,0,0,8,6,0,3,,,,,,,874,0,20,894,1540
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,277,2,40,117,6,80,15,7,24,246,7,9,5,6,1,1,1,0,4,7,1,1,,,,,,,578,0,18,596,1013
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,278,1,17,47,3,28,3,2,6,69,2,9,1,1,0,0,0,0,2,2,0,1,,,,,,,193,0,8,201,341
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,279,2,37,145,29,69,49,11,10,150,6,7,2,2,0,0,0,0,0,0,0,0,,,,,,,517,0,31,548,860
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,280,1,10,35,4,28,23,1,5,81,2,1,8,0,0,0,0,0,2,4,0,0,,,,,,,204,0,7,211,325
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,281,1,25,26,3,47,13,5,9,82,3,2,2,0,0,0,0,0,3,0,0,0,,,,,,,220,0,7,227,338
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,282,2,94,91,13,98,92,9,21,164,5,4,5,14,1,0,1,0,14,1,1,2,,,,,,,630,0,50,680,1105
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,283,1,16,34,2,48,45,1,9,52,4,0,1,0,1,1,0,0,6,0,0,0,,,,,,,220,0,39,259,379
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,284,1,14,93,15,53,31,7,7,158,4,1,1,2,1,1,1,0,6,7,0,1,,,,,,,403,1,22,426,627
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,285,1,9,30,2,16,4,3,3,52,0,0,0,1,1,0,0,0,2,1,0,0,,,,,,,124,0,11,135,184
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,286,1,2,10,1,9,3,0,1,43,1,0,0,0,0,0,0,0,2,1,0,0,,,,,,,73,0,4,77,122
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,288,1,10,27,5,17,12,1,4,68,0,4,0,0,0,0,0,0,1,0,0,0,,,,,,,149,0,6,155,259
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,289,1,12,39,13,42,26,1,5,112,1,1,1,0,0,0,0,0,1,5,0,1,,,,,,,260,0,10,270,360
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,290,2,93,156,22,95,82,12,15,227,4,8,3,1,5,1,0,0,5,2,1,1,,,,,,,733,0,36,769,1156
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,291,1,18,54,9,62,28,6,3,91,4,1,0,1,0,0,0,0,10,2,0,1,,,,,,,290,0,9,299,516
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,292,3,94,189,19,162,70,12,15,370,18,14,8,5,2,1,0,0,14,20,1,2,,,,,,,1016,0,65,1081,1756
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,293,1,37,76,12,37,28,9,10,92,4,9,1,9,0,0,0,0,3,6,0,0,,,,,,,333,0,19,352,606
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,294,1,36,94,6,64,32,9,5,73,3,5,1,3,3,0,0,0,1,1,0,0,,,,,,,336,0,22,358,546
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,295,1,43,84,8,30,30,2,4,51,2,7,2,2,3,0,0,0,3,0,0,0,,,,,,,271,0,8,279,451
1,32,ZACATECAS,7,FRESNILLO,10,FRESNILLO,296,1,32,23,21,13,10,2,3,27,0,0,0,1,2,0,0,0,0,2,0,0,,,,,,,136,0,7,143,254
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,297,1,13,70,9,20,4,2,8,34,2,8,1,6,0,1,0,0,1,0,0,0,,,,,,,179,1,10,190,289
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,298,1,29,59,12,45,7,3,7,111,4,1,0,0,0,1,0,0,2,3,0,0,,,,,,,284,0,6,290,428
1,32,ZACATECAS,6,FRESNILLO,10,FRESNILLO,299,1,9,24,6,23,5,3,1,91,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,169,0,4,173,240
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,300,2,92,76,25,103,19,13,22,334,13,7,6,6,0,2,1,0,4,3,0,0,,,,,,,726,1,19,746,1220
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,302,1,12,37,4,34,0,1,1,82,4,0,0,1,0,0,0,0,0,2,0,1,,,,,,,179,1,0,180,248
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,303,2,90,92,20,64,9,8,7,256,3,4,1,2,1,4,0,0,3,10,0,1,,,,,,,575,0,25,600,1039
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,304,2,193,147,69,69,19,8,18,149,6,20,4,2,8,4,1,1,5,5,0,1,,,,,,,729,0,34,763,1172
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,305,1,41,35,12,32,12,4,5,76,3,1,5,1,1,2,0,0,3,0,2,1,,,,,,,236,0,6,242,417
1,32,ZACATECAS,5,FRESNILLO,10,FRESNILLO,306,1,19,37,7,36,2,6,2,88,2,2,3,0,0,2,0,0,0,3,0,0,,,,,,,209,0,4,213,319
