municipality,section,PAN,PRI,PRD,PartCardenista,PT,total,uniqueid,valid,year,month,PVEM,listanominal,turnout,PRD_PT_PC_PVEM_PAS_PSN,PRI_PVEM,PC,PANAL,PAS,PRD_PT,PRD_PT_PC,PRD_PC,PAN_PRI,PAN_PRI_PVEM,PAN_PVEM,PAN_PVEM_PANAL,PAN_PANAL,PRI_PVEM_PANAL,PAN_PRI_PVEM_PANAL,PAN_PRI_PANAL,PRI_PRD_PVEM_PC_PANAL,PT_PC,PRD_PT_PMC,MC,MORENA,PES,PAN_PRD_MC,PAN_MC,PAN_PRD,PRD_MC,PRD_PVEM,PT_MORENA,CI_1,CI_2,PH,PRD_PT_PANAL,PRD_PT_PANAL_PES,PRD_PANAL,PRD_PANAL_PES,PT_PANAL_PH,PAN_PH,PAN_PRD_PT,PRD_PES,PRD_PT_PES,PT_PES_PH,PT_PES,PRD_PT_PANAL_PH,PRD_PT_PH,PT_MC,PT_PH,PAN_PT,PAN_PRI_PRD_PANAL_PH_PES,PAN_PRD_PT_PANAL_PES,PAN_PRD_PT_PANAL_PH,PAN_PRD_PANAL,PRI_PT_PVEM
MARAVATIO,927,18,0,33,NA,6,153,16050,146,2015,June,0,266,0.575187981128693,NA,57,NA,28,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,900,114,0,207,NA,8,649,16050,612,2015,June,0,1356,0.478613555431366,NA,122,NA,99,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,20,5,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,913,22,0,56,NA,4,146,16050,144,2015,June,0,326,0.44785276055336,NA,43,NA,14,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,905,87,0,140,NA,8,456,16050,440,2015,June,0,1144,0.398601412773132,NA,127,NA,37,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,10,9,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,920,61,0,252,NA,7,509,16050,483,2015,June,0,850,0.598823547363281,NA,128,NA,27,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,897,172,0,226,NA,7,651,16050,621,2015,June,0,1315,0.495057046413422,NA,80,NA,55,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,18,8,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,894,148,0,174,NA,17,685,16050,640,2015,June,0,1611,0.425201743841171,NA,97,NA,119,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,27,10,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,911,180,0,146,NA,6,545,16050,532,2015,June,0,1140,0.478070169687271,NA,95,NA,64,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10,5,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,912,375,0,362,NA,10,1134,16050,1086,2015,June,0,2974,0.381304651498795,NA,207,NA,60,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,26,15,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,916,188,0,165,NA,24,683,16050,655,2015,June,0,1367,0.499634236097336,NA,195,NA,33,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,15,4,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,886,180,0,226,NA,12,927,16050,889,2015,June,0,1690,0.548520684242249,NA,119,NA,105,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,35,33,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,901,166,0,256,NA,10,849,16050,806,2015,June,0,1580,0.537341773509979,NA,142,NA,153,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,16,18,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,898,262,0,510,NA,28,1239,16050,1176,2015,June,0,2809,0.441082239151001,NA,163,NA,85,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,23,9,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,908,156,0,244,NA,3,746,16050,712,2015,June,0,1559,0.478511869907379,NA,178,NA,85,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,5,6,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,907,54,0,60,NA,17,270,16050,257,2015,June,0,348,0.775862097740173,NA,92,NA,25,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,887,98,0,173,NA,8,654,16050,612,2015,June,0,1401,0.466809421777725,NA,126,NA,57,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,10,13,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,885,269,0,215,NA,23,969,16050,920,2015,June,0,1964,0.493380844593048,NA,151,NA,95,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,26,28,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,891,211,0,344,NA,56,960,16050,913,2015,June,0,1881,0.510366797447205,NA,124,NA,65,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,22,15,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,922,304,0,247,NA,19,1021,16050,974,2015,June,0,1728,0.590856492519379,NA,191,NA,103,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,27,3,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,914,144,0,423,NA,33,1048,16050,1003,2015,June,0,2155,0.48631089925766,NA,208,NA,73,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,77,17,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,923,121,0,322,NA,15,644,16050,624,2015,June,0,1193,0.539815604686737,NA,64,NA,54,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,9,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,893,125,0,90,NA,15,564,16050,541,2015,June,0,965,0.584455966949463,NA,85,NA,92,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,31,10,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,924,139,0,313,NA,16,752,16050,723,2015,June,0,1409,0.533711850643158,NA,139,NA,86,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,7,5,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,895,152,0,356,NA,24,893,16050,858,2015,June,0,2186,0.408508688211441,NA,116,NA,91,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,25,19,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,896,182,0,205,NA,5,734,16050,693,2015,June,0,1350,0.543703675270081,NA,87,NA,104,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,27,14,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,906,101,0,119,NA,12,380,16050,358,2015,June,0,920,0.413043469190598,NA,69,NA,35,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,3,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,888,181,0,204,NA,13,680,16050,652,2015,June,0,1449,0.469289153814316,NA,81,NA,74,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,19,9,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,921,36,0,83,NA,11,269,16050,253,2015,June,0,451,0.596452355384827,NA,93,NA,16,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,899,135,0,335,NA,10,903,16050,862,2015,June,0,1798,0.502224683761597,NA,157,NA,125,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,32,8,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,917,53,0,97,NA,22,347,16050,318,2015,June,0,774,0.448320418596268,NA,93,NA,38,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,2,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,909,133,0,182,NA,6,674,16050,658,2015,June,0,1235,0.545749008655548,NA,207,NA,70,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,12,4,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,928,206,0,187,NA,4,820,16050,781,2015,June,0,1537,0.533506810665131,NA,217,NA,92,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,5,11,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,918,40,0,79,NA,21,253,16050,236,2015,June,0,519,0.487475901842117,NA,38,NA,40,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,902,129,0,96,NA,5,331,16050,313,2015,June,0,846,0.391252964735031,NA,66,NA,5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,925,39,0,170,NA,4,384,16050,363,2015,June,0,693,0.554112553596497,NA,107,NA,7,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,2,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARAVATIO,903,247,0,482,NA,9,1168,16050,1121,2015,June,0,2456,0.475570023059845,NA,220,NA,113,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,12,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARCOS CASTELLANOS,932,246,0,0,NA,0,652,16051,645,2015,June,0,967,0.674250245094299,NA,368,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,0,NA,0,0,NA,NA,NA,0,NA,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARCOS CASTELLANOS,934,234,0,0,NA,0,555,16051,546,2015,June,0,861,0.644599318504333,NA,288,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,0,NA,0,0,NA,NA,NA,0,NA,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARCOS CASTELLANOS,939,209,0,0,NA,0,393,16051,380,2015,June,0,592,0.663851380348206,NA,138,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,NA,0,0,NA,NA,NA,0,NA,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARCOS CASTELLANOS,931,262,0,0,NA,0,536,16051,527,2015,June,0,801,0.669163525104523,NA,250,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARCOS CASTELLANOS,936,122,0,0,NA,0,274,16051,269,2015,June,0,397,0.69017630815506,NA,132,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARCOS CASTELLANOS,930,468,0,0,NA,0,1186,16051,1170,2015,June,0,1768,0.670814454555511,NA,632,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,0,NA,0,0,NA,NA,NA,0,NA,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARCOS CASTELLANOS,940,69,0,0,NA,0,103,16051,99,2015,June,0,126,0.817460298538208,NA,25,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,NA,NA,NA,0,NA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARCOS CASTELLANOS,933,279,0,0,NA,0,696,16051,682,2015,June,0,1097,0.634457588195801,NA,376,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,0,NA,0,0,NA,NA,NA,0,NA,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARCOS CASTELLANOS,929,364,0,0,NA,0,979,16051,959,2015,June,0,1337,0.732236325740814,NA,545,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,0,NA,0,0,NA,NA,NA,0,NA,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARCOS CASTELLANOS,938,106,0,0,NA,0,219,16051,218,2015,June,0,300,0.730000019073486,NA,75,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,NA,NA,NA,0,NA,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
MARCOS CASTELLANOS,937,295,0,0,NA,0,610,16051,583,2015,June,0,905,0.674033164978027,NA,209,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,NA,0,0,NA,NA,NA,0,NA,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,808,75,0,271,NA,23,771,16052,744,2015,June,0,2078,0.371029824018478,NA,207,NA,19,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,49,16,NA,0,0,NA,NA,NA,72,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,807,219,0,476,NA,46,1606,16052,1558,2015,June,0,3845,0.417685300111771,NA,438,NA,38,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,167,27,NA,0,0,NA,NA,NA,130,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,851,175,0,459,NA,22,1322,16052,1280,2015,June,0,3595,0.367732971906662,NA,436,NA,18,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,95,16,NA,0,0,NA,NA,NA,30,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,837,72,0,156,NA,12,697,16052,673,2015,June,0,1753,0.39760410785675,NA,369,NA,12,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,25,10,NA,0,0,NA,NA,NA,11,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,835,80,0,173,NA,13,657,16052,636,2015,June,0,1629,0.403314918279648,NA,318,NA,10,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29,2,NA,0,0,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,857,70,0,117,NA,6,517,16052,507,2015,June,0,1129,0.457927376031876,NA,184,NA,5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,30,1,NA,0,0,NA,NA,NA,91,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,810,109,0,171,NA,11,648,16052,622,2015,June,0,1345,0.481784373521805,NA,182,NA,5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,35,16,NA,0,0,NA,NA,NA,88,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,869,30,0,130,NA,12,419,16052,406,2015,June,0,915,0.457923501729965,NA,199,NA,2,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27,1,NA,0,0,NA,NA,NA,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,836,49,0,214,NA,5,599,16052,576,2015,June,0,1926,0.311007261276245,NA,246,NA,10,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,31,1,NA,0,0,NA,NA,NA,17,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,822,118,0,301,NA,30,1034,16052,990,2015,June,0,2508,0.412280708551407,NA,358,NA,14,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,60,11,NA,0,0,NA,NA,NA,85,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,825,108,0,252,NA,13,758,16052,740,2015,June,0,1923,0.39417576789856,NA,256,NA,8,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,45,9,NA,0,0,NA,NA,NA,41,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,841,84,0,510,NA,19,1361,16052,1321,2015,June,0,3485,0.390530854463577,NA,547,NA,71,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,50,4,NA,0,0,NA,NA,NA,26,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,865,68,0,344,NA,19,1021,16052,1003,2015,June,0,1985,0.514357686042786,NA,507,NA,8,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,4,NA,0,0,NA,NA,NA,11,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,854,106,0,247,NA,8,689,16052,642,2015,June,0,1693,0.406969875097275,NA,192,NA,5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,49,6,NA,0,0,NA,NA,NA,24,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,827,59,0,154,NA,2,470,16052,457,2015,June,0,1180,0.398305088281631,NA,154,NA,6,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,3,NA,0,0,NA,NA,NA,58,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,826,110,0,176,NA,5,575,16052,554,2015,June,0,1389,0.41396689414978,NA,172,NA,11,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,3,NA,0,0,NA,NA,NA,60,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,812,122,0,246,NA,25,858,16052,828,2015,June,0,1774,0.483652770519257,NA,245,NA,9,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,63,13,NA,0,0,NA,NA,NA,96,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,816,54,0,120,NA,12,405,16052,395,2015,June,0,1034,0.391682773828506,NA,142,NA,5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,3,NA,0,0,NA,NA,NA,30,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,819,68,0,155,NA,7,476,16052,456,2015,June,0,1088,0.4375,NA,137,NA,4,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,6,NA,0,0,NA,NA,NA,53,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,840,49,0,153,NA,12,714,16052,670,2015,June,0,1451,0.492074429988861,NA,366,NA,9,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,48,5,NA,0,0,NA,NA,NA,23,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,856,119,0,308,NA,21,903,16052,868,2015,June,0,2298,0.392950385808945,NA,309,NA,14,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,59,7,NA,0,0,NA,NA,NA,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,814,106,0,212,NA,14,765,16052,747,2015,June,0,1719,0.445026189088821,NA,246,NA,10,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,59,14,NA,0,0,NA,NA,NA,81,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,863,25,0,409,NA,74,1066,16052,1038,2015,June,0,2033,0.524348258972168,NA,476,NA,6,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28,7,NA,0,0,NA,NA,NA,13,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,820,112,0,159,NA,15,658,16052,631,2015,June,0,1494,0.440428376197815,NA,190,NA,10,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,49,7,NA,0,0,NA,NA,NA,80,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,824,51,0,142,NA,12,436,16052,419,2015,June,0,1154,0.377816289663315,NA,126,NA,3,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,19,10,NA,0,0,NA,NA,NA,48,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,828,220,0,227,NA,27,1024,16052,985,2015,June,0,2471,0.414407134056091,NA,358,NA,9,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,47,8,NA,0,0,NA,NA,NA,83,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,867,100,0,55,NA,10,298,16052,287,2015,June,0,679,0.4388807117939,NA,48,NA,6,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,8,NA,0,0,NA,NA,NA,46,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,848,65,0,290,NA,10,682,16052,662,2015,June,0,1403,0.48610121011734,NA,203,NA,7,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,43,6,NA,0,0,NA,NA,NA,29,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
LAZARO CARDENAS,858,147,0,697,NA,23,1525,16052,1479,2015,June,0,4077,0.374049544334412,NA,461,NA,20,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,52,10,NA,0,0,NA,NA,NA,57,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
