SECCION,TIPO,MUNICIPIO,PAN,PRI,PPS,PRD,PFCRN,PARM,PDM,PT,PVEM
474,N,Hermosillo,271,367,0,90,0,6,13,199,6
475,N,Hermosillo,220,375,0,39,1,2,10,222,10
476,N,Hermosillo,253,289,0,20,2,5,7,203,3
477,N,Hermosillo,226,379,7,48,0,3,15,215,20
478,N,Hermosillo,197,244,0,44,3,2,5,132,3
479,N,Hermosillo,184,237,1,33,1,3,6,89,3
480,N,Hermosillo,193,194,0,30,2,3,5,118,5
481,N,Hermosillo,185,234,0,22,0,3,4,78,7
482,N,Hermosillo,233,279,0,17,2,5,14,110,4
483,N,Hermosillo,236,249,1,19,3,4,3,120,3
484,N,Hermosillo,505,491,7,36,3,4,2,106,3
485,N,Hermosillo,290,273,0,37,1,2,6,110,5
486,N,Hermosillo,403,297,0,24,11,5,4,121,3
487,N,Hermosillo,379,271,10,23,1,7,7,123,7
488,N,Hermosillo,304,315,2,29,6,5,7,122,3
489,N,Hermosillo,180,223,2,15,3,0,6,84,2
490,N,Hermosillo,287,281,3,29,5,5,6,146,13
491,N,Hermosillo,221,277,1,38,1,3,2,101,2
492,N,Hermosillo,189,298,1,45,1,5,15,116,3
493,N,Hermosillo,167,261,4,35,1,7,1,120,9
494,N,Hermosillo,182,213,0,34,2,1,2,103,4
495,N,Hermosillo,302,287,4,42,8,8,4,175,5
496,N,Hermosillo,488,348,1,30,6,2,6,132,6
497,N,Hermosillo,189,155,0,6,1,1,2,37,0
498,N,Hermosillo,254,316,1,64,0,13,4,142,1
499,N,Hermosillo,127,266,0,35,4,5,10,134,1
500,N,Hermosillo,129,236,1,31,3,8,9,141,2
501,N,Hermosillo,253,413,0,51,8,3,18,267,18
502,N,Hermosillo,108,240,1,30,1,2,9,174,1
503,N,Hermosillo,142,230,1,31,3,1,4,178,4
504,N,Hermosillo,195,306,0,47,1,4,12,243,6
505,N,Hermosillo,302,444,0,50,1,5,13,306,7
506,N,Hermosillo,208,466,0,29,3,0,17,197,4
507,N,Hermosillo,180,215,1,30,2,1,5,98,5
508,N,Hermosillo,257,403,0,64,1,2,8,222,4
509,N,Hermosillo,422,453,1,45,8,11,6,149,3
510,N,Hermosillo,364,303,1,25,3,1,2,89,1
511,N,Hermosillo,278,187,2,31,6,2,2,131,3
512,N,Hermosillo,515,533,3,37,3,5,7,203,4
513,N,Hermosillo,263,227,1,15,2,4,4,91,1
514,N,Hermosillo,342,234,0,84,1,29,3,141,4
515,N,Hermosillo,103,122,1,11,2,0,1,45,2
516,N,Hermosillo,144,139,1,26,1,4,11,72,1
517,N,Hermosillo,230,401,0,40,2,2,6,155,6
518,N,Hermosillo,132,249,1,33,1,7,10,129,5
519,N,Hermosillo,193,224,4,27,0,2,3,171,5
520,N,Hermosillo,272,261,0,11,4,6,13,123,4
521,N,Hermosillo,265,247,1,28,4,4,6,101,3
522,N,Hermosillo,185,347,0,23,1,0,11,219,4
523,N,Hermosillo,175,157,1,26,0,2,5,78,1
524,N,Hermosillo,280,351,0,63,3,3,11,226,1
525,N,Hermosillo,222,309,0,53,0,3,9,186,3
526,N,Hermosillo,114,152,2,20,0,0,19,98,1
527,N,Hermosillo,266,309,1,26,1,4,8,168,1
528,N,Hermosillo,310,305,1,28,3,4,11,151,2
529,N,Hermosillo,181,310,3,28,2,58,18,133,3
530,N,Hermosillo,173,284,0,17,5,28,26,81,4
531,N,Hermosillo,231,259,1,28,6,4,12,143,0
532,N,Hermosillo,276,446,2,71,6,5,20,219,9
533,N,Hermosillo,157,191,1,15,1,2,5,42,2
534,N,Hermosillo,233,207,4,26,0,5,5,50,2
535,N,Hermosillo,244,244,1,11,2,2,7,46,1
536,N,Hermosillo,296,256,0,24,3,4,11,66,1
537,N,Hermosillo,208,289,1,50,0,4,14,223,5
538,N,Hermosillo,217,414,0,42,4,2,5,188,3
539,N,Hermosillo,182,326,0,36,6,4,6,160,3
540,N,Hermosillo,115,227,1,24,3,1,7,104,2
541,N,Hermosillo,397,306,5,24,2,2,7,117,0
542,N,Hermosillo,185,308,1,30,7,3,7,93,2
543,N,Hermosillo,199,179,1,15,3,4,6,33,3
544,N,Hermosillo,351,387,2,31,2,8,10,171,6
545,N,Hermosillo,384,420,2,30,7,4,17,126,6
546,N,Hermosillo,254,233,0,26,3,5,4,81,3
547,N,Hermosillo,342,268,0,16,5,3,9,92,3
548,N,Hermosillo,333,265,0,20,2,4,6,95,1
549,N,Hermosillo,291,281,1,26,4,4,0,116,1
550,N,Hermosillo,176,226,1,21,21,2,2,72,3
551,N,Hermosillo,283,284,2,9,7,4,15,100,4
552,N,Hermosillo,299,267,4,23,6,4,14,74,2
553,N,Hermosillo,297,206,6,23,6,3,6,69,3
554,N,Hermosillo,230,221,3,8,4,0,2,47,1
555,N,Hermosillo,423,340,1,18,2,4,10,76,0
556,N,Hermosillo,451,307,1,26,5,8,4,107,5
557,N,Hermosillo,275,223,1,17,14,1,5,69,1
558,N,Hermosillo,362,476,5,45,6,7,10,135,3
559,N,Hermosillo,384,352,3,29,32,8,5,92,1
560,N,Hermosillo,334,279,1,23,1,2,1,72,3
561,N,Hermosillo,303,210,1,49,2,2,9,53,4
562,N,Hermosillo,256,221,2,16,3,2,7,27,2
563,N,Hermosillo,292,348,5,28,3,3,1,77,0
564,N,Hermosillo,336,310,4,16,3,7,4,64,5
565,N,Hermosillo,457,386,1,37,9,5,12,67,1
566,N,Hermosillo,288,309,1,30,6,4,5,57,2
567,N,Hermosillo,345,281,4,28,2,3,6,79,3
568,N,Hermosillo,325,329,5,27,10,5,3,90,1
569,N,Hermosillo,367,340,3,61,7,5,3,82,5
570,N,Hermosillo,244,291,1,37,7,1,5,62,3
571,N,Hermosillo,315,220,0,23,5,3,6,56,5
572,N,Hermosillo,228,215,1,28,2,3,9,63,5
573,N,Hermosillo,275,222,1,22,6,4,9,63,3
574,N,Hermosillo,236,215,1,32,5,9,5,91,1
575,N,Hermosillo,169,203,0,42,19,0,14,133,3
576,N,Hermosillo,153,182,1,25,6,0,8,132,4
577,N,Hermosillo,271,134,1,9,5,1,0,43,0
578,N,Hermosillo,146,183,0,28,5,4,7,90,1
579,N,Hermosillo,190,282,0,50,5,4,8,110,8
580,N,Hermosillo,194,248,0,25,3,2,78,126,2
581,N,Hermosillo,302,257,3,26,5,11,31,169,3
582,N,Hermosillo,299,268,0,25,0,5,18,129,13
583,N,Hermosillo,710,697,3,79,14,9,33,332,7
584,N,Hermosillo,330,231,1,49,4,6,16,106,10
585,N,Hermosillo,207,187,0,10,4,2,1,85,2
586,N,Hermosillo,165,324,2,8,0,0,0,58,1
587,N,Hermosillo,275,303,4,8,0,0,1,54,0
588,N,Hermosillo,65,70,0,85,3,0,0,11,0
589,N,Hermosillo,472,479,4,43,4,6,8,222,19
590,N,Hermosillo,483,432,2,18,1,7,8,102,3
591,N,Hermosillo,54,120,1,23,1,3,0,10,0
592,N,Hermosillo,505,457,3,30,8,3,4,367,3
593,N,Hermosillo,218,225,1,6,1,0,4,38,2
594,N,Hermosillo,24,31,1,5,0,0,0,3,1
595,N,Hermosillo,61,68,1,13,5,1,0,20,1
596,N,Hermosillo,12,15,0,3,0,0,0,3,0
597,N,Hermosillo,117,114,0,13,0,0,0,8,0
598,N,Hermosillo,491,552,5,36,81,5,2,51,1
599,N,Hermosillo,26,56,2,8,2,1,1,12,0
600,N,Hermosillo,95,255,0,2,4,0,2,20,0
601,N,Hermosillo,292,589,9,148,100,25,0,171,3
602,N,Hermosillo,181,301,2,114,32,3,1,78,2
603,N,Hermosillo,250,436,4,119,47,12,0,88,0
604,N,Hermosillo,244,357,7,94,17,9,3,112,2
605,N,Hermosillo,246,287,7,157,0,31,2,133,3
606,N,Hermosillo,199,234,2,22,3,1,0,14,2
607,N,Hermosillo,2,6,0,0,0,0,0,5,0
608,N,Hermosillo,116,170,2,20,5,2,1,16,1
609,N,Hermosillo,55,187,1,54,3,1,0,16,0
610,N,Hermosillo,85,125,1,29,2,3,1,22,2
611,N,Hermosillo,88,170,1,12,1,1,1,33,1
612,N,Hermosillo,53,57,1,11,3,0,0,8,1
613,N,Hermosillo,30,40,0,8,2,0,0,3,0
614,N,Hermosillo,44,59,1,18,8,2,7,9,4
615,N,Hermosillo,121,157,3,9,9,1,0,6,0
616,N,Hermosillo,67,46,1,10,2,1,4,5,0
617,N,Hermosillo,18,28,0,1,0,1,0,1,0
618,N,Hermosillo,40,69,0,7,0,1,0,7,0
619,N,Mazatan,0,661,0,0,0,0,0,0,0
620,N,Opodepe,99,208,0,0,0,0,0,0,0
621,N,Opodepe,410,192,0,0,0,0,0,0,0
622,N,Opodepe,226,50,0,0,0,0,0,0,0
623,N,Opodepe,35,70,0,0,0,0,0,0,0
624,N,Opodepe,13,146,0,0,0,0,0,0,0
625,N,Pitiquito,278,473,0,0,0,0,0,0,0
626,N,Pitiquito,277,515,0,0,0,0,0,0,0
627,N,Pitiquito,276,754,0,0,0,0,0,0,0
628,N,Pitiquito,35,21,0,0,0,0,0,0,0
629,N,Pitiquito,309,436,0,0,0,0,0,0,0
630,E,Pitiquito,28,77,0,0,0,0,0,0,0
630,N,Pitiquito,57,43,0,0,0,0,0,0,0
631,N,Puerto Peñasco,350,389,0,51,0,0,0,9,14
632,N,Puerto Peñasco,162,172,0,15,0,0,0,7,3
633,N,Puerto Peñasco,105,183,0,10,0,0,0,5,11
634,N,Puerto Peñasco,119,258,0,11,0,0,0,6,12
635,N,Puerto Peñasco,195,312,0,25,0,0,0,23,9
636,N,Puerto Peñasco,289,504,0,29,0,0,0,14,9
637,N,Puerto Peñasco,228,292,0,32,0,0,0,11,22
638,N,Puerto Peñasco,241,319,0,33,0,0,0,12,8
639,N,Puerto Peñasco,251,418,0,41,0,0,0,12,8
640,N,Puerto Peñasco,293,363,0,15,0,0,0,8,37
641,N,Puerto Peñasco,240,398,0,48,0,0,0,27,23
642,N,Puerto Peñasco,294,386,0,45,0,0,0,15,14
643,N,Puerto Peñasco,275,276,0,27,0,0,0,11,4
644,N,Puerto Peñasco,84,144,0,18,0,0,0,13,3
645,N,Puerto Peñasco,265,320,0,36,0,0,0,27,11
646,N,Puerto Peñasco,202,440,0,39,0,0,0,22,19
647,N,Puerto Peñasco,104,115,0,10,0,0,0,4,8
648,N,Puerto Peñasco,206,283,0,40,0,0,0,10,5
649,N,Rayon,0,234,0,0,0,0,0,0,0
650,N,Rayon,0,246,0,0,0,0,0,0,0
651,N,Rayon,0,27,0,0,0,0,0,0,0
652,N,San Luis Rio Colorado,186,171,2,127,0,0,14,30,1
653,N,San Luis Rio Colorado,88,64,0,37,0,0,3,6,0
654,N,San Luis Rio Colorado,126,105,0,35,0,0,8,16,2
655,N,San Luis Rio Colorado,201,117,38,2,6,0,7,0,0
656,N,San Luis Rio Colorado,277,207,4,35,2,0,18,12,4
657,N,San Luis Rio Colorado,291,201,1,61,0,0,5,25,2
658,N,San Luis Rio Colorado,273,178,1,47,0,0,9,35,6
659,N,San Luis Rio Colorado,212,159,2,27,1,0,3,25,4
660,N,San Luis Rio Colorado,278,175,3,59,0,0,11,33,1
661,N,San Luis Rio Colorado,194,150,2,207,3,0,5,20,1
662,N,San Luis Rio Colorado,246,166,5,46,4,0,5,27,5
663,N,San Luis Rio Colorado,86,63,1,14,0,0,3,13,2
664,N,San Luis Rio Colorado,236,148,1,56,1,0,10,16,1
665,N,San Luis Rio Colorado,231,166,3,48,0,0,6,56,3
666,N,San Luis Rio Colorado,346,258,4,75,0,0,5,40,9
667,N,San Luis Rio Colorado,525,257,4,51,0,0,6,54,1
668,N,San Luis Rio Colorado,436,280,6,82,0,0,15,76,15
669,N,San Luis Rio Colorado,390,162,2,82,1,0,16,52,10
670,N,San Luis Rio Colorado,420,327,2,315,1,0,24,32,4
671,N,San Luis Rio Colorado,122,94,0,24,0,0,3,29,0
672,N,San Luis Rio Colorado,254,148,3,32,1,0,3,12,4
673,N,San Luis Rio Colorado,299,159,1,69,1,0,9,31,4
674,N,San Luis Rio Colorado,187,174,2,43,1,0,1,48,2
675,N,San Luis Rio Colorado,223,91,3,34,0,0,19,22,2
676,N,San Luis Rio Colorado,298,184,2,52,1,0,11,47,2
677,N,San Luis Rio Colorado,391,224,2,77,0,0,13,59,4
678,N,San Luis Rio Colorado,359,215,5,74,2,0,13,69,7
679,N,San Luis Rio Colorado,223,183,3,56,1,0,14,41,21
680,N,San Luis Rio Colorado,347,225,2,98,1,0,10,50,11
681,N,San Luis Rio Colorado,282,221,4,138,0,0,3,64,3
682,N,San Luis Rio Colorado,157,103,2,30,0,0,5,20,2
683,N,San Luis Rio Colorado,236,125,2,32,0,0,10,24,2
684,N,San Luis Rio Colorado,324,145,0,52,0,0,15,18,5
685,N,San Luis Rio Colorado,451,270,1,52,3,0,11,37,9
686,N,San Luis Rio Colorado,227,159,2,28,0,0,6,32,2
687,N,San Luis Rio Colorado,325,144,0,35,0,0,14,23,1
688,N,San Luis Rio Colorado,287,153,6,67,0,0,3,37,1
689,N,San Luis Rio Colorado,275,132,5,31,11,0,11,17,2
690,N,San Luis Rio Colorado,375,174,7,79,1,0,14,37,6
691,N,San Luis Rio Colorado,188,89,4,54,3,0,5,29,5
692,N,San Luis Rio Colorado,241,112,2,70,2,0,5,38,2
693,N,San Luis Rio Colorado,160,101,1,31,1,0,9,12,1
694,N,San Luis Rio Colorado,165,136,1,72,0,0,8,40,2
695,N,San Luis Rio Colorado,127,120,0,79,2,0,6,46,0
696,N,San Luis Rio Colorado,131,124,2,61,0,0,6,46,3
697,N,San Luis Rio Colorado,286,159,5,62,0,0,4,18,4
698,N,San Luis Rio Colorado,290,133,2,74,1,0,8,37,1
699,N,San Luis Rio Colorado,229,150,1,30,1,0,8,40,3
700,N,San Luis Rio Colorado,247,213,2,49,0,0,2,18,3
701,N,San Luis Rio Colorado,576,342,5,92,1,0,49,55,7
702,N,San Luis Rio Colorado,153,130,5,40,2,0,2,31,0
703,N,San Luis Rio Colorado,404,270,4,56,2,0,8,50,3
704,N,San Luis Rio Colorado,360,186,47,4,2,0,12,40,4
705,N,San Luis Rio Colorado,446,272,4,72,0,0,13,40,1
706,N,San Luis Rio Colorado,564,320,6,64,5,0,16,35,5
707,N,San Luis Rio Colorado,388,218,5,65,2,0,16,26,6
708,N,San Luis Rio Colorado,275,159,5,65,2,0,11,24,3
709,N,San Luis Rio Colorado,303,146,4,86,0,0,15,26,3
710,N,San Luis Rio Colorado,168,119,5,154,1,0,5,27,2
711,N,San Luis Rio Colorado,104,115,1,102,2,0,6,13,0
712,N,San Luis Rio Colorado,150,102,2,45,1,0,6,17,2
713,N,San Luis Rio Colorado,448,237,7,66,6,0,9,108,10
714,N,San Luis Rio Colorado,417,208,14,56,4,0,17,76,15
715,N,San Luis Rio Colorado,361,183,4,41,3,0,12,40,8
716,N,San Luis Rio Colorado,313,159,3,49,0,0,7,49,1
717,N,San Luis Rio Colorado,244,122,4,47,0,0,2,55,2
718,N,San Luis Rio Colorado,122,89,2,18,0,0,2,18,1
719,N,San Luis Rio Colorado,257,183,5,118,3,0,5,46,2
720,N,San Luis Rio Colorado,248,109,4,58,0,0,14,39,1
721,N,San Luis Rio Colorado,286,201,7,49,0,0,8,47,5
722,N,San Luis Rio Colorado,388,214,13,60,2,0,9,57,0
723,N,San Luis Rio Colorado,109,100,2,122,1,0,3,21,2
724,N,San Luis Rio Colorado,209,183,14,71,0,0,5,41,1
725,N,San Luis Rio Colorado,250,160,3,44,2,0,2,32,1
726,N,San Luis Rio Colorado,285,146,6,35,0,0,8,33,1
727,N,San Luis Rio Colorado,348,149,0,75,1,0,7,52,2
728,N,San Luis Rio Colorado,162,142,0,35,2,0,2,19,2
729,N,San Luis Rio Colorado,135,110,4,72,1,0,4,21,1
730,N,San Luis Rio Colorado,168,193,3,88,2,0,4,40,2
731,N,San Luis Rio Colorado,156,236,5,189,2,0,6,17,4
732,N,San Luis Rio Colorado,209,333,2,124,2,0,2,44,3
733,N,San Luis Rio Colorado,133,190,0,53,0,0,1,9,1
734,N,San Luis Rio Colorado,126,108,0,31,0,0,2,11,0
735,N,San Luis Rio Colorado,79,110,2,32,0,0,2,10,0
736,N,San Luis Rio Colorado,103,156,0,23,0,0,1,3,0
737,N,San Luis Rio Colorado,366,373,2,63,1,0,5,31,1
738,N,San Luis Rio Colorado,299,335,9,92,1,0,8,36,0
739,N,San Luis Rio Colorado,80,78,3,122,2,0,4,3,1
740,N,San Luis Rio Colorado,200,294,16,355,0,0,1,19,1
741,N,San Luis Rio Colorado,388,606,4,128,5,0,7,9,7
742,N,San Luis Rio Colorado,143,344,2,76,0,0,1,10,0
743,N,San Miguel De Horcasitas,0,253,0,0,0,0,0,0,0
744,N,San Miguel De Horcasitas,0,192,0,0,0,0,0,0,0
745,N,San Miguel De Horcasitas,0,197,0,0,0,0,0,0,0
746,N,San Miguel De Horcasitas,0,749,0,0,0,0,0,0,0
747,N,Ures,0,691,0,0,0,0,0,0,0
748,N,Ures,0,604,0,0,0,0,0,0,0
749,N,Ures,0,384,0,0,0,0,0,0,0
750,N,Ures,0,474,0,0,0,0,0,0,0
751,N,Ures,0,101,0,0,0,0,0,0,0
752,N,Ures,0,196,0,0,0,0,0,0,0
753,N,Ures,0,614,0,0,0,0,0,0,0
754,N,Ures,0,220,0,0,0,0,0,0,0
755,N,Ures,0,154,0,0,0,0,0,0,0
756,N,Ures,0,358,0,0,0,0,0,0,0
757,N,Ures,0,180,0,0,0,0,0,0,0
758,N,Ures,0,94,0,0,0,0,0,0,0
759,N,Ures,0,116,0,0,0,0,0,0,0
760,N,Bacum,12,555,0,217,0,0,0,74,4
761,N,Bacum,21,466,0,154,0,0,0,87,1
762,N,Bacum,3,736,0,52,0,0,0,20,0
763,N,Bacum,45,142,0,57,0,0,0,10,1
764,N,Bacum,11,258,0,106,0,0,0,40,2
765,N,Bacum,99,472,0,219,0,0,0,35,40
766,N,Bacum,131,541,0,233,0,0,0,40,20
767,N,Bacum,32,516,0,234,0,0,0,16,52
768,N,Bacum,31,332,0,250,0,0,0,24,94
769,N,Bacum,60,273,0,246,0,0,0,19,22
770,N,Bacum,20,201,0,147,0,0,0,50,1
771,N,Bacum,31,480,0,217,0,0,0,47,3
772,N,Bacum,29,320,0,73,0,0,0,12,5
773,N,Cajeme,174,384,1,137,3,3,2,8,8
774,N,Cajeme,106,218,1,78,1,1,0,3,12
775,N,Cajeme,27,97,0,16,0,0,0,1,1
776,N,Cajeme,183,574,0,61,0,6,0,1,2
777,N,Cajeme,179,495,1,85,1,2,1,5,1
778,N,Cajeme,221,261,3,93,2,1,0,15,4
779,N,Cajeme,299,241,2,65,2,2,0,9,2
780,N,Cajeme,208,147,2,48,6,0,0,2,1
781,N,Cajeme,120,329,0,45,2,1,0,4,1
782,N,Cajeme,207,190,3,79,2,0,0,7,1
783,N,Cajeme,331,256,2,103,5,1,0,5,3
784,N,Cajeme,313,199,0,65,2,3,1,4,0
785,N,Cajeme,221,172,0,111,4,1,0,6,2
786,N,Cajeme,355,396,2,130,3,2,0,6,5
787,N,Cajeme,171,275,2,171,0,2,2,8,3
788,N,Cajeme,178,477,0,87,1,3,0,6,1
789,N,Cajeme,245,355,3,276,3,2,3,7,10
790,N,Cajeme,218,253,6,325,7,1,0,7,6
791,N,Cajeme,127,169,1,214,2,1,2,1,0
792,N,Cajeme,173,446,1,173,6,2,4,21,7
793,N,Cajeme,219,572,1,120,5,4,0,1,6
794,N,Cajeme,192,421,1,41,0,0,0,1,2
795,N,Cajeme,263,748,2,164,2,1,5,13,10
796,N,Cajeme,254,422,2,278,0,3,5,16,9
797,N,Cajeme,163,272,2,145,2,0,1,9,3
798,N,Cajeme,93,172,0,64,0,0,0,1,0
799,N,Cajeme,159,218,2,120,0,3,0,6,1
800,N,Cajeme,222,293,3,168,0,2,0,2,1
801,N,Cajeme,110,277,0,54,1,0,0,2,5
802,N,Cajeme,155,417,1,84,4,1,2,5,4
803,N,Cajeme,168,437,1,114,2,1,1,8,4
804,N,Cajeme,174,472,0,103,1,0,7,3,7
805,N,Cajeme,126,268,1,109,1,2,1,1,4
806,N,Cajeme,97,331,2,83,1,1,1,13,2
807,N,Cajeme,154,402,2,113,1,7,4,9,6
808,N,Cajeme,202,457,3,140,1,4,0,6,5
809,N,Cajeme,216,337,2,183,1,2,6,6,1
810,N,Cajeme,136,586,0,82,1,6,0,3,10
811,N,Cajeme,138,502,2,182,6,0,0,11,6
812,N,Cajeme,233,481,1,159,1,3,3,9,6
813,N,Cajeme,148,262,0,134,1,4,1,6,6
814,N,Cajeme,281,527,1,243,1,1,2,10,5
815,N,Cajeme,145,338,1,118,1,5,2,6,2
816,N,Cajeme,200,343,2,134,1,6,3,5,5
817,N,Cajeme,115,299,1,95,1,1,0,3,5
818,N,Cajeme,71,204,3,40,1,0,0,5,4
819,N,Cajeme,79,133,0,42,0,0,2,4,2
820,N,Cajeme,235,327,3,161,2,1,0,8,2
821,N,Cajeme,65,99,0,34,1,1,0,2,5
822,N,Cajeme,171,424,4,136,3,7,3,13,8
823,N,Cajeme,150,317,1,52,0,1,1,4,4
824,N,Cajeme,126,290,2,67,0,2,1,2,0
825,N,Cajeme,79,189,0,72,0,2,0,1,1
826,N,Cajeme,152,281,0,129,1,0,2,1,3
827,N,Cajeme,98,345,0,105,1,1,0,7,6
828,N,Cajeme,138,272,0,72,1,5,1,4,6
829,N,Cajeme,56,108,1,33,2,0,0,3,4
830,N,Cajeme,283,417,3,213,1,1,0,6,7
831,N,Cajeme,56,173,0,76,2,1,1,4,4
832,N,Cajeme,153,326,0,142,0,0,2,7,1
833,N,Cajeme,163,446,3,142,4,3,0,7,5
834,N,Cajeme,85,245,0,85,3,2,3,4,2
835,N,Cajeme,88,158,2,92,0,0,1,2,6
836,N,Cajeme,136,178,1,76,2,0,0,7,1
837,N,Cajeme,317,329,0,153,1,0,3,3,0
838,N,Cajeme,234,208,3,124,1,0,4,4,0
839,N,Cajeme,123,269,0,68,0,5,1,2,7
840,N,Cajeme,65,171,1,83,0,0,0,7,1
841,N,Cajeme,105,305,0,80,0,7,1,12,13
842,N,Cajeme,80,409,1,148,1,8,4,10,6
843,N,Cajeme,77,212,1,100,0,4,1,5,2
844,N,Cajeme,123,312,1,104,1,3,0,4,5
845,N,Cajeme,108,382,1,100,0,3,0,3,4
846,N,Cajeme,0,0,0,0,0,0,0,0,0
847,N,Cajeme,86,278,6,79,1,0,1,8,2
848,N,Cajeme,109,289,0,61,0,1,4,4,4
849,N,Cajeme,284,493,6,166,1,2,0,8,7
850,N,Cajeme,116,228,0,65,1,2,3,3,4
851,N,Cajeme,140,301,1,108,0,6,0,2,4
852,N,Cajeme,148,264,0,103,1,0,0,4,3
853,N,Cajeme,199,326,2,115,1,1,0,6,8
854,N,Cajeme,131,304,2,90,3,3,1,4,3
855,N,Cajeme,232,370,1,114,2,3,1,7,5
856,N,Cajeme,273,447,5,191,10,3,1,8,3
857,N,Cajeme,139,196,3,95,19,1,3,6,1
858,N,Cajeme,120,168,1,79,4,1,0,0,0
859,N,Cajeme,168,286,3,94,2,0,0,6,23
860,N,Cajeme,196,289,4,130,2,1,1,6,3
861,N,Cajeme,223,402,0,146,3,2,1,10,7
862,N,Cajeme,206,350,1,163,1,1,0,24,4
863,N,Cajeme,222,318,7,117,2,2,0,7,5
864,N,Cajeme,244,348,4,119,3,1,0,18,3
865,N,Cajeme,263,395,3,127,1,0,2,7,4
866,N,Cajeme,186,280,3,117,8,0,2,8,4
867,N,Cajeme,265,482,2,214,8,3,8,7,4
868,N,Cajeme,119,313,0,122,0,2,3,4,7
869,N,Cajeme,138,290,1,113,0,2,1,9,3
870,N,Cajeme,167,293,1,77,3,1,4,9,3
871,N,Cajeme,296,286,6,120,2,1,0,12,2
872,N,Cajeme,218,280,2,139,1,1,5,4,6
873,N,Cajeme,200,308,0,98,1,0,1,5,8
874,N,Cajeme,147,277,5,98,1,1,6,3,6
875,N,Cajeme,259,452,7,227,1,1,2,10,9
876,N,Cajeme,88,136,1,75,2,0,3,4,1
877,N,Cajeme,78,148,1,74,3,0,0,5,0
878,N,Cajeme,166,300,2,134,1,2,1,3,3
879,N,Cajeme,174,309,4,125,0,0,0,8,3
880,N,Cajeme,300,385,12,129,1,2,2,9,4
881,N,Cajeme,153,395,4,125,2,1,4,9,6
882,N,Cajeme,196,358,2,99,2,3,0,15,3
883,N,Cajeme,119,260,0,97,1,1,1,11,0
884,N,Cajeme,133,252,0,84,2,0,1,7,2
885,N,Cajeme,320,411,5,185,3,0,4,7,11
886,N,Cajeme,174,375,2,180,5,2,4,10,4
887,N,Cajeme,129,200,4,93,5,1,3,9,1
888,N,Cajeme,0,0,0,0,0,0,0,0,0
889,N,Cajeme,62,308,13,311,4,6,0,9,3
890,N,Cajeme,350,357,25,177,11,11,12,11,13
891,N,Cajeme,154,226,24,120,1,1,0,7,3
892,N,Cajeme,160,200,1,112,0,2,0,2,0
893,N,Cajeme,227,244,11,130,2,3,0,4,4
894,N,Cajeme,140,215,3,101,0,0,1,4,3
895,N,Cajeme,78,193,2,66,0,0,2,4,1
896,N,Cajeme,123,197,0,146,1,0,1,8,4
897,N,Cajeme,150,306,1,138,2,0,2,12,1
898,N,Cajeme,194,277,1,112,2,1,2,9,2
899,N,Cajeme,165,275,1,102,1,3,0,10,2
900,N,Cajeme,214,202,3,94,1,0,0,3,2
901,N,Cajeme,128,417,22,195,0,1,0,11,2
902,N,Cajeme,147,306,0,108,2,1,0,6,1
903,N,Cajeme,0,0,0,0,0,0,0,0,0
904,N,Cajeme,96,210,4,109,1,0,1,4,1
905,N,Cajeme,142,231,0,104,2,0,0,8,2
906,N,Cajeme,222,351,4,135,1,1,0,20,1
907,N,Cajeme,239,325,8,141,1,1,2,11,3
908,N,Cajeme,165,219,6,115,2,0,0,10,0
909,N,Cajeme,146,270,2,101,5,2,1,9,4
910,N,Cajeme,209,226,4,83,3,0,0,8,2
911,N,Cajeme,199,240,1,114,4,0,0,0,0
912,N,Cajeme,198,280,3,132,1,1,0,3,3
913,N,Cajeme,206,255,0,112,0,1,0,11,2
914,N,Cajeme,206,232,4,83,3,0,0,7,2
915,N,Cajeme,130,192,3,74,3,0,0,7,7
916,N,Cajeme,204,392,2,212,0,1,2,10,8
917,N,Cajeme,119,255,3,94,1,3,0,8,1
918,N,Cajeme,152,222,1,105,1,1,0,6,1
919,N,Cajeme,156,198,5,118,2,3,0,10,4
920,N,Cajeme,215,254,8,110,6,1,0,5,1
921,N,Cajeme,238,340,4,115,6,2,1,8,7
922,N,Cajeme,199,276,4,116,1,5,1,5,7
923,N,Cajeme,113,207,0,110,0,2,2,4,9
924,N,Cajeme,132,255,1,114,0,1,0,15,6
925,N,Cajeme,143,301,1,122,4,1,0,8,2
926,N,Cajeme,172,281,2,87,1,1,0,8,1
927,N,Cajeme,161,243,6,93,2,0,1,9,4
928,N,Cajeme,157,224,3,105,2,0,1,4,1
929,N,Cajeme,146,346,2,121,1,1,2,13,4
930,N,Cajeme,216,332,5,91,1,2,0,8,6
931,N,Cajeme,128,292,3,74,2,1,1,2,2
932,N,Cajeme,180,320,6,103,0,4,2,11,3
933,N,Cajeme,31,131,0,1,0,0,0,0,0
934,N,Cajeme,69,197,0,27,0,1,1,2,0
935,N,Cajeme,112,237,0,58,2,0,0,1,1
936,N,Cajeme,186,554,3,61,1,0,0,14,4
937,N,Cajeme,251,472,5,150,2,2,1,7,4
938,N,Cajeme,131,311,0,43,0,1,1,3,1
939,N,Cajeme,256,399,7,103,8,2,0,5,1
940,N,Cajeme,308,514,4,213,4,2,2,12,7
941,N,Cajeme,184,226,2,49,2,3,0,4,1
942,N,Cajeme,234,405,13,131,6,1,0,8,2
