CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,MC,NVA_ALIANZA,PVEM,ES,MORENA,PH,PT,PRI_NVA_ALIANZA_PVEM_PT,PRI_NVA_ALIANZA_PVEM,PRI_PVEM_PT,PRI_NVA_ALIANZA_PT,NVA_ALIANZA_PVEM_PT,PRI_NVA_ALIANZA,PRI_PVEM,PRI_PT,NVA_ALIANZA_PVEM,NVA_ALIANZA_PT,PVEM_PT,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,PAN_PRD,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,728,2,246,121,14,10,11,7,22,31,14,10,,0,,,,0,1,,0,,,,,,,,,,,0,487,22,509,947
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,729,2,264,123,22,11,15,6,8,52,12,10,,0,,,,0,0,,0,,,,,,,,,,,0,523,18,541,951
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,730,1,114,69,6,5,0,7,5,13,4,4,,5,,,,0,0,,0,,,,,,,,,,,0,232,6,238,435
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,731,2,216,99,2,7,4,10,14,33,10,9,,1,,,,1,0,,0,,,,,,,,,,,0,406,9,415,781
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,732,2,339,136,14,16,7,15,17,45,20,10,,4,,,,0,3,,0,,,,,,,,,,,0,626,15,641,1217
2,22,QUERETARO,4,QUERETARO,14,QUERETARO,733,2,262,203,13,11,7,14,13,36,9,3,,0,,,,1,3,,0,,,,,,,,,,,1,575,13,589,1211
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,372,3,567,315,30,9,11,12,16,51,16,14,,4,,,,0,1,,0,,,,,,,,,,,2,1046,32,1080,1821
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,373,3,447,368,26,12,10,22,16,39,15,10,,10,,,,1,8,,0,,,,,,,,,,,3,984,34,1021,1817
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,374,2,452,140,21,3,6,8,9,31,4,7,,1,,,,0,0,,0,,,,,,,,,,,1,682,27,710,1078
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,386,2,333,274,18,2,10,14,8,44,10,7,,5,,,,0,2,,0,,,,,,,,,,,0,727,23,750,1360
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,387,2,353,229,16,4,4,11,8,44,14,7,,1,,,,0,1,,0,,,,,,,,,,,0,692,27,719,1193
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,388,2,342,230,10,7,6,13,10,25,12,6,,5,,,,0,4,,0,,,,,,,,,,,1,670,25,696,1182
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,389,2,525,184,9,12,3,10,17,31,8,3,,6,,,,0,1,,0,,,,,,,,,,,1,809,18,828,1268
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,403,2,431,187,10,10,3,13,9,28,8,5,,6,,,,0,3,,0,,,,,,,,,,,0,713,21,734,1122
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,404,10,2795,800,52,48,29,37,56,167,73,30,,7,,,,0,2,,0,,,,,,,,,,,5,4096,169,4270,7063
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,405,2,438,137,8,8,0,5,1,36,13,7,,2,,,,0,2,,1,,,,,,,,,,,0,658,15,673,960
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,406,1,181,121,7,4,5,7,5,14,5,4,,3,,,,1,6,,0,,,,,,,,,,,0,363,11,374,634
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,407,2,397,207,5,3,7,7,13,42,9,7,,6,,,,0,1,,0,,,,,,,,,,,1,704,27,732,1190
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,408,2,301,171,16,8,2,12,6,36,10,3,,3,,,,0,1,,0,,,,,,,,,,,0,569,17,586,1237
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,409,1,101,80,10,2,1,3,2,11,6,0,,2,,,,0,4,,1,,,,,,,,,,,1,223,9,233,436
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,420,2,477,171,5,10,3,3,8,27,12,6,,6,,,,0,6,,0,,,,,,,,,,,0,734,28,762,1127
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,421,2,274,178,10,6,16,13,10,28,13,11,,2,,,,0,3,,0,,,,,,,,,,,0,564,23,587,1098
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,422,2,242,152,5,11,3,13,4,20,10,6,,1,,,,0,5,,0,,,,,,,,,,,0,472,17,489,905
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,423,1,191,128,12,9,2,3,6,21,5,6,,0,,,,2,2,,0,,,,,,,,,,,0,387,13,400,669
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,424,2,241,132,7,15,8,9,7,16,2,2,,3,,,,0,2,,0,,,,,,,,,,,1,444,17,462,828
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,425,2,348,146,5,4,5,8,8,29,5,7,,5,,,,0,3,,0,,,,,,,,,,,1,573,19,593,993
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,429,2,243,131,9,10,2,6,7,29,1,5,,0,,,,1,1,,0,,,,,,,,,,,1,445,15,461,836
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,430,2,367,158,6,5,8,9,17,36,9,11,,3,,,,0,1,,0,,,,,,,,,,,3,630,37,670,1132
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,431,2,243,113,7,4,1,7,12,20,8,2,,1,,,,0,2,,0,,,,,,,,,,,0,420,15,435,809
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,432,2,224,138,11,5,1,4,6,23,3,3,,0,,,,1,3,,0,,,,,,,,,,,0,422,9,431,752
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,433,1,182,133,4,0,4,8,10,19,7,3,,1,,,,0,0,,0,,,,,,,,,,,1,371,9,381,700
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,434,2,286,160,5,2,5,11,2,13,9,2,,7,,,,1,2,,1,,,,,,,,,,,1,506,22,529,963
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,435,8,1671,693,47,53,33,56,52,209,78,37,,7,,,,2,6,,0,,,,,,,,,,,6,2944,106,3056,5500
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,436,2,244,122,13,7,6,5,9,38,8,13,,2,,,,0,0,,0,,,,,,,,,,,0,467,22,489,832
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,437,2,332,217,18,10,8,11,10,36,11,6,,3,,,,0,0,,0,,,,,,,,,,,1,662,17,680,1224
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,438,2,216,100,8,5,2,6,6,17,6,3,,3,,,,0,0,,0,,,,,,,,,,,1,372,12,385,828
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,439,2,399,186,12,8,3,5,12,30,12,12,,4,,,,0,2,,0,,,,,,,,,,,0,685,17,702,1109
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,440,2,535,190,15,9,16,10,7,51,13,11,,2,,,,0,0,,0,,,,,,,,,,,2,859,22,883,1333
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,442,2,476,183,16,3,3,15,20,33,21,14,,4,,,,0,5,,11,,,,,,,,,,,1,804,40,845,1352
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,443,2,381,224,15,6,4,13,21,35,18,5,,4,,,,0,9,,0,,,,,,,,,,,0,735,25,760,1230
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,444,2,412,272,20,17,14,15,17,42,22,14,,8,,,,0,0,,10,,,,,,,,,,,0,863,26,889,1384
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,445,3,504,293,15,22,13,17,20,51,20,24,,5,,,,0,1,,0,,,,,,,,,,,0,985,53,1038,1582
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,446,2,532,167,21,10,5,11,12,36,8,8,,1,,,,1,0,,0,,,,,,,,,,,0,812,43,855,1361
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,447,2,293,167,24,11,7,20,9,51,11,11,,1,,,,0,5,,0,,,,,,,,,,,1,610,16,627,988
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,448,2,499,172,14,14,6,12,10,34,18,10,,2,,,,0,3,,1,,,,,,,,,,,0,795,35,830,1325
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,449,2,345,115,12,6,5,8,11,33,11,22,,1,,,,0,1,,0,,,,,,,,,,,0,570,24,594,939
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,450,2,471,153,19,19,8,7,6,60,15,10,,1,,,,0,0,,0,,,,,,,,,,,3,769,32,804,1192
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,451,2,320,133,5,2,2,11,9,26,13,8,,1,,,,0,1,,0,,,,,,,,,,,0,531,15,546,843
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,452,2,376,212,10,6,4,16,10,23,8,4,,2,,,,0,6,,1,,,,,,,,,,,0,678,17,695,1256
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,453,2,370,113,9,3,4,5,13,22,7,9,,1,,,,0,1,,0,,,,,,,,,,,0,557,10,567,913
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,454,2,436,203,9,8,2,8,12,26,13,6,,2,,,,0,0,,0,,,,,,,,,,,0,725,23,748,1174
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,455,2,381,252,18,10,11,24,16,41,12,9,,5,,,,0,4,,0,,,,,,,,,,,1,783,28,812,1365
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,456,2,462,175,26,10,2,7,12,36,10,16,,1,,,,0,1,,0,,,,,,,,,,,2,758,39,799,1211
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,457,2,454,202,32,10,3,6,8,40,15,8,,3,,,,0,1,,0,,,,,,,,,,,0,782,25,807,1176
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,458,2,439,242,18,14,14,16,16,33,18,14,,6,,,,4,2,,0,,,,,,,,,,,1,836,25,862,1418
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,459,2,345,134,11,9,1,6,11,20,15,7,,12,,,,0,0,,0,,,,,,,,,,,3,571,24,598,939
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,460,2,510,160,7,8,4,3,8,23,11,10,,0,,,,0,1,,0,,,,,,,,,,,3,745,20,768,1196
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,461,2,343,163,13,11,9,8,13,35,10,10,,5,,,,0,2,,0,,,,,,,,,,,0,622,30,652,1100
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,462,2,246,172,17,8,7,4,12,20,5,8,,4,,,,1,4,,0,,,,,,,,,,,0,508,14,522,998
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,463,2,555,243,6,11,6,4,14,22,12,9,,1,,,,1,3,,0,,,,,,,,,,,1,887,21,909,1437
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,464,2,383,189,6,12,3,2,17,32,10,6,,4,,,,1,1,,1,,,,,,,,,,,0,667,35,702,1121
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,465,2,340,225,6,10,6,22,14,31,19,10,,3,,,,0,1,,3,,,,,,,,,,,0,690,24,714,1243
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,468,2,529,170,13,6,10,9,12,58,14,6,,2,,,,0,0,,0,,,,,,,,,,,1,829,23,853,1336
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,469,2,383,135,9,8,8,8,9,26,6,8,,1,,,,0,1,,1,,,,,,,,,,,2,603,19,624,974
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,481,4,785,311,29,13,62,22,20,95,29,27,,7,,,,2,2,,0,,,,,,,,,,,3,1404,56,1463,2312
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,482,2,439,188,6,6,6,12,12,40,20,8,,2,,,,2,1,,1,,,,,,,,,,,0,743,24,767,1162
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,483,5,1440,441,40,29,33,26,45,128,44,21,,7,,,,0,1,,0,,,,,,,,,,,1,2255,92,2348,3664
2,22,QUERETARO,5,QUERETARO,14,QUERETARO,484,2,466,132,6,9,10,6,9,38,16,8,,8,,,,0,3,,0,,,,,,,,,,,1,711,26,738,1071
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,441,2,443,170,5,13,11,17,11,45,15,16,,2,,,,0,1,,0,,,,,,,,,,,0,749,26,775,1145
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,466,6,767,441,32,21,10,18,27,75,20,12,,8,,,,0,4,,0,,,,,,,,,,,3,1435,43,1481,1995
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,467,2,292,183,19,10,8,6,11,25,11,7,,3,,,,0,2,,0,,,,,,,,,,,1,577,24,602,1062
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,470,2,365,212,5,9,6,16,15,39,18,3,,2,,,,0,3,,0,,,,,,,,,,,4,693,33,730,1137
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,471,2,203,194,21,13,7,13,13,16,14,3,,7,,,,0,2,,0,,,,,,,,,,,1,506,18,525,1024
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,472,2,340,218,13,3,5,19,10,15,10,8,,3,,,,0,6,,0,,,,,,,,,,,0,650,21,671,1219
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,473,2,315,190,13,4,2,7,7,21,8,4,,0,,,,0,0,,0,,,,,,,,,,,0,571,17,588,1011
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,474,2,371,187,12,9,7,9,12,35,13,14,,2,,,,1,0,,0,,,,,,,,,,,1,672,27,700,1081
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,475,8,1843,759,70,50,32,49,51,218,75,34,,11,,,,0,8,,0,,,,,,,,,,,4,3200,142,3346,5780
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,476,2,394,192,8,6,9,6,7,41,19,13,,5,,,,1,3,,0,,,,,,,,,,,2,704,21,727,1112
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,477,2,343,260,12,9,5,14,4,22,16,5,,2,,,,1,3,,2,,,,,,,,,,,0,698,28,726,1471
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,478,2,277,192,12,1,6,13,20,20,7,23,,3,,,,0,6,,0,,,,,,,,,,,0,580,22,602,1129
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,479,2,381,277,15,7,6,16,15,23,7,10,,1,,,,2,3,,0,,,,,,,,,,,0,763,36,799,1328
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,480,2,349,209,17,6,15,17,25,19,7,5,,8,,,,0,4,,0,,,,,,,,,,,0,681,31,712,1387
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,485,1,318,141,1,3,2,7,11,17,1,4,,0,,,,0,0,,0,,,,,,,,,,,0,505,12,517,730
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,486,3,374,217,25,16,10,18,18,33,11,12,,1,,,,0,9,,0,,,,,,,,,,,0,744,24,768,1506
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,487,2,314,263,17,14,11,8,12,21,7,13,,2,,,,0,4,,0,,,,,,,,,,,0,686,22,708,1416
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,488,3,449,331,48,16,15,19,11,32,21,12,,6,,,,6,2,,1,,,,,,,,,,,0,969,35,1004,1945
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,489,2,287,247,13,2,4,18,4,17,6,7,,4,,,,1,5,,0,,,,,,,,,,,0,615,23,638,1193
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,490,2,339,210,18,10,5,12,10,20,11,6,,5,,,,0,3,,0,,,,,,,,,,,6,649,17,672,1191
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,491,10,2976,915,64,37,27,54,67,203,81,38,,9,,,,1,5,,0,,,,,,,,,,,4,4477,168,4649,7465
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,492,4,597,362,26,13,25,23,16,102,31,15,,2,,,,0,5,,1,,,,,,,,,,,0,1218,52,1270,2374
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,493,2,348,252,17,5,6,9,9,43,10,14,,4,,,,2,2,,0,,,,,,,,,,,3,721,33,757,1451
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,494,3,299,251,14,7,19,16,13,45,14,4,,2,,,,0,6,,0,,,,,,,,,,,2,690,23,715,1507
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,495,6,880,517,132,35,18,40,46,66,27,15,,4,,,,1,9,,0,,,,,,,,,,,1,1790,62,1853,3943
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,496,3,402,236,23,11,4,15,14,29,10,5,,4,,,,0,4,,0,,,,,,,,,,,0,757,26,783,1649
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,497,2,362,249,39,8,8,10,9,36,9,8,,1,,,,0,2,,0,,,,,,,,,,,0,741,29,770,1492
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,498,2,324,235,9,9,10,17,11,33,11,7,,2,,,,3,4,,1,,,,,,,,,,,1,676,29,706,1440
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,499,2,321,190,21,10,6,16,12,37,13,5,,7,,,,1,4,,0,,,,,,,,,,,1,643,30,674,1315
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,500,3,377,295,20,18,15,23,18,35,9,12,,6,,,,0,15,,0,,,,,,,,,,,0,843,27,870,1725
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,501,3,360,225,17,16,13,17,15,44,10,10,,0,,,,0,5,,0,,,,,,,,,,,1,732,28,761,1541
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,502,2,470,188,8,5,3,10,9,15,4,3,,3,,,,0,4,,0,,,,,,,,,,,2,722,11,735,1359
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,503,3,334,218,30,29,7,22,21,26,22,11,,1,,,,0,4,,0,,,,,,,,,,,1,725,43,769,1590
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,504,3,378,258,16,13,9,19,18,27,17,5,,1,,,,0,9,,1,,,,,,,,,,,0,771,36,807,1567
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,505,2,307,244,24,12,11,17,8,35,6,9,,3,,,,0,5,,0,,,,,,,,,,,0,681,34,715,1449
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,506,2,372,260,21,6,13,13,18,54,19,8,,1,,,,0,1,,0,,,,,,,,,,,0,786,26,812,1385
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,507,3,360,260,33,10,15,14,15,58,11,16,,4,,,,0,2,,0,,,,,,,,,,,0,798,26,824,1536
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,508,3,519,266,28,18,12,18,19,44,29,13,,4,,,,3,3,,1,,,,,,,,,,,0,977,48,1025,1934
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,509,3,405,231,19,10,23,7,11,34,19,6,,2,,,,1,1,,1,,,,,,,,,,,0,770,27,797,1516
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,510,3,465,311,102,13,14,21,18,37,14,12,,2,,,,0,4,,0,,,,,,,,,,,0,1013,25,1038,2127
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,511,3,430,282,36,4,5,18,26,28,11,8,,1,,,,0,6,,0,,,,,,,,,,,0,855,35,890,2043
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,512,3,389,242,25,12,10,16,17,38,17,13,,0,,,,0,3,,0,,,,,,,,,,,0,782,39,821,1633
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,513,8,1369,723,119,34,46,58,44,98,51,33,,13,,,,9,16,,0,,,,,,,,,,,1,2613,84,2698,5901
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,514,5,868,603,54,32,37,33,29,81,39,21,,11,,,,1,8,,0,,,,,,,,,,,0,1817,71,1888,3750
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,515,5,1028,421,56,20,36,26,43,92,51,24,,6,,,,1,5,,1,,,,,,,,,,,0,1810,83,1893,3289
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,554,1,53,76,2,0,0,4,4,9,2,2,,3,,,,0,2,,0,,,,,,,,,,,0,157,8,165,325
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,691,1,186,108,9,2,4,11,5,20,3,3,,3,,,,0,2,,0,,,,,,,,,,,0,356,10,366,736
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,692,2,214,118,13,4,7,4,3,11,5,4,,1,,,,0,0,,0,,,,,,,,,,,1,384,17,402,766
2,22,QUERETARO,6,QUERETARO,14,QUERETARO,693,2,223,149,42,6,3,7,5,18,3,4,,2,,,,0,3,,0,,,,,,,,,,,1,465,9,475,951
2,22,QUERETARO,15,JALPAN DE SERRA,15,SAN JOAQUIN,556,2,378,397,73,,70,,,17,,11,,,,,,,,7,,,,,,,,,,,,0,953,34,987,1377
2,22,QUERETARO,15,JALPAN DE SERRA,15,SAN JOAQUIN,557,3,554,606,76,,40,,,28,,4,,,,,,,,6,,,,,,,,,,,,0,1314,50,1364,1924
2,22,QUERETARO,15,JALPAN DE SERRA,15,SAN JOAQUIN,558,3,339,319,4,,5,,,2,,3,,,,,,,,2,,,,,,,,,,,,2,674,45,721,1177
2,22,QUERETARO,15,JALPAN DE SERRA,15,SAN JOAQUIN,559,1,56,188,3,,1,,,2,,1,,,,,,,,0,,,,,,,,,,,,0,251,8,259,395
2,22,QUERETARO,15,JALPAN DE SERRA,15,SAN JOAQUIN,560,3,242,275,12,,21,,,1,,1,,,,,,,,5,,,,,,,,,,,,0,557,19,576,924
2,22,QUERETARO,15,JALPAN DE SERRA,15,SAN JOAQUIN,561,2,62,92,9,,2,,,3,,1,,,,,,,,1,,,,,,,,,,,,0,170,7,177,249
2,22,QUERETARO,15,JALPAN DE SERRA,15,SAN JOAQUIN,562,1,91,81,4,,6,,,2,,1,,,,,,,,2,,,,,,,,,,,,0,187,4,191,271
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,575,2,246,137,7,2,8,13,4,17,55,5,,2,,,,0,4,,0,,,,,,,,,,,0,500,26,526,1095
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,583,3,404,186,35,5,16,20,16,51,132,6,,2,,,,1,2,,0,,,,,,,,,,,0,876,28,904,1748
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,584,7,1015,634,47,24,61,46,97,113,295,41,,4,,,,3,9,,0,,,,,,,,,,,4,2389,72,2465,4551
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,585,8,1009,786,48,25,41,63,81,155,216,15,,10,,,,3,17,,0,,,,,,,,,,,11,2469,82,2562,5482
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,586,10,1212,931,55,33,42,90,135,105,240,38,,8,,,,2,19,,1,,,,,,,,,,,3,2911,103,3017,6615
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,587,2,240,151,18,7,3,10,24,16,61,11,,1,,,,0,5,,0,,,,,,,,,,,0,547,14,561,1173
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,588,2,193,147,11,3,3,7,21,20,49,14,,3,,,,0,3,,1,,,,,,,,,,,1,475,15,491,833
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,589,2,252,171,13,3,11,8,30,19,82,10,,4,,,,1,0,,0,,,,,,,,,,,1,604,22,627,1154
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,590,2,323,205,13,8,9,16,18,29,107,22,,5,,,,0,5,,0,,,,,,,,,,,0,760,34,794,1399
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,592,2,238,174,4,7,6,8,14,17,82,9,,2,,,,0,2,,0,,,,,,,,,,,0,563,8,571,968
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,593,2,239,155,10,4,7,4,9,25,66,18,,1,,,,0,2,,0,,,,,,,,,,,0,540,22,562,1036
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,594,2,262,175,8,2,9,8,13,42,40,6,,4,,,,2,4,,0,,,,,,,,,,,0,575,16,591,1077
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,595,6,892,626,32,22,34,37,89,80,246,33,,12,,,,6,12,,0,,,,,,,,,,,0,2121,72,2193,4406
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,596,2,212,145,4,4,5,4,21,19,40,6,,3,,,,1,5,,0,,,,,,,,,,,1,469,25,495,878
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,597,2,196,145,6,2,4,5,11,8,36,10,,0,,,,0,9,,0,,,,,,,,,,,0,432,20,452,813
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,598,2,274,226,9,5,6,12,16,19,70,6,,3,,,,1,6,,0,,,,,,,,,,,0,653,24,677,1249
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,599,7,952,743,37,35,48,55,91,98,242,24,,14,,,,0,13,,0,,,,,,,,,,,2,2352,68,2422,5194
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,600,3,442,366,4,9,15,26,38,40,105,19,,14,,,,0,13,,1,,,,,,,,,,,1,1092,39,1132,2110
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,601,2,199,202,7,5,5,8,8,5,49,8,,2,,,,0,1,,0,,,,,,,,,,,0,499,13,512,866
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,602,2,263,206,11,4,7,16,16,14,57,8,,5,,,,0,3,,0,,,,,,,,,,,1,610,21,632,1055
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,603,2,186,230,4,5,9,10,13,13,37,9,,4,,,,0,4,,0,,,,,,,,,,,0,524,19,543,1023
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,604,2,250,203,6,7,2,9,13,18,67,10,,3,,,,0,2,,0,,,,,,,,,,,0,590,21,611,1011
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,606,5,1074,348,24,11,17,19,31,36,114,16,,8,,,,2,7,,0,,,,,,,,,,,4,1707,43,1754,1625
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,607,4,487,494,12,8,17,13,16,16,87,16,,10,,,,1,13,,0,,,,,,,,,,,0,1190,45,1235,2264
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,615,4,435,668,30,6,9,28,10,14,25,3,,4,,,,1,31,,0,,,,,,,,,,,17,1264,36,1317,2610
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,624,5,617,574,25,19,20,53,37,51,122,22,,15,,,,4,7,,0,,,,,,,,,,,1,1566,69,1636,3558
2,22,QUERETARO,9,SAN JUAN DEL RIO,16,SAN JUAN DEL RIO,627,9,1232,796,60,17,33,55,55,80,168,39,,12,,,,3,16,,1,,,,,,,,,,,4,2567,76,2647,6289
