CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,MC,NVA_ALIANZA,PVEM,ES,MORENA,PH,PT,PRI_NVA_ALIANZA_PVEM_PT,PRI_NVA_ALIANZA_PVEM,PRI_PVEM_PT,PRI_NVA_ALIANZA_PT,NVA_ALIANZA_PVEM_PT,PRI_NVA_ALIANZA,PRI_PVEM,PRI_PT,NVA_ALIANZA_PVEM,NVA_ALIANZA_PT,PVEM_PT,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,PAN_PRD,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,779,1,273,59,11,6,4,8,13,30,13,5,,0,,,,0,0,,0,,,,,,,,6,,,1,428,17,446,709
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,780,1,149,50,4,2,4,1,5,19,1,2,,1,,,,0,0,,0,,,,,,,,10,,,1,248,10,259,377
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,781,1,120,37,2,2,3,1,3,13,5,0,,0,,,,0,1,,0,,,,,,,,5,,,0,192,0,192,325
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,782,2,291,62,14,5,7,4,12,41,17,1,,0,,,,0,0,,0,,,,,,,,15,,,2,469,9,480,791
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,783,1,224,48,9,12,3,7,6,26,8,5,,1,,,,1,1,,0,,,,,,,,9,,,0,360,13,373,596
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,784,2,427,120,15,15,11,8,11,68,18,5,,3,,,,0,1,,0,,,,,,,,15,,,0,717,26,743,1354
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,785,2,414,172,13,10,25,13,24,49,20,2,,3,,,,0,3,,1,,,,,,,,19,,,2,768,41,811,1453
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,786,2,332,72,8,6,8,10,12,34,12,2,,2,,,,0,0,,0,,,,,,,,12,,,2,510,24,536,941
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,787,1,160,26,4,3,4,1,1,11,4,0,,0,,,,0,0,,0,,,,,,,,8,,,0,222,6,228,380
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,788,2,225,109,9,4,10,11,10,10,3,6,,2,,,,1,3,,0,,,,,,,,15,,,0,418,15,433,797
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,789,1,307,60,3,4,3,6,8,29,10,1,,0,,,,0,1,,0,,,,,,,,6,,,0,438,13,451,737
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,790,1,289,65,4,9,2,4,9,17,10,3,,2,,,,0,0,,0,,,,,,,,9,,,0,423,12,435,732
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,791,2,372,123,15,15,9,16,15,47,12,13,,3,,,,0,2,,0,,,,,,,,4,,,7,646,25,678,1135
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,792,2,366,75,11,2,6,3,10,39,7,0,,0,,,,0,0,,0,,,,,,,,10,,,2,529,22,553,906
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,793,2,298,75,9,4,18,8,14,40,11,0,,3,,,,1,0,,0,,,,,,,,13,,,2,494,24,520,867
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,794,1,205,41,5,1,3,6,14,15,7,0,,0,,,,0,2,,0,,,,,,,,6,,,0,305,9,314,548
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,795,2,307,58,11,4,3,4,4,24,7,2,,1,,,,0,0,,0,,,,,,,,7,,,0,432,20,452,796
2,22,QUERETARO,7,CORREGIDORA,5,CORREGIDORA,796,1,175,39,2,1,2,1,4,12,6,2,,1,,,,0,1,,0,,,,,,,,9,,,0,255,4,259,431
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,182,4,817,597,12,36,9,22,8,134,,159,,4,,,,1,7,,1,,,,,,,,,20,,6,1827,30,1863,2696
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,183,4,674,566,9,17,7,20,6,199,,118,,6,,,,1,2,,4,,,,,,,,,14,,0,1643,35,1678,2371
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,184,4,687,486,13,15,10,12,9,62,,171,,9,,,,1,5,,1,,,,,,,,,15,,3,1496,33,1532,2287
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,185,3,543,389,6,19,4,14,13,116,,93,,10,,,,4,3,,3,,,,,,,,,9,,1,1226,20,1247,1767
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,186,1,274,185,11,3,2,2,1,4,,3,,2,,,,0,3,,0,,,,,,,,,0,,0,490,14,504,728
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,187,2,357,243,10,1,2,10,11,1,,3,,0,,,,0,1,,0,,,,,,,,,2,,9,641,10,660,872
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,188,5,850,882,39,11,26,30,18,32,,18,,12,,,,3,7,,1,,,,,,,,,17,,18,1946,54,2018,2990
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,189,4,593,726,114,5,8,22,17,21,,24,,7,,,,0,9,,0,,,,,,,,,10,,0,1556,45,1601,2439
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,190,4,753,792,71,11,15,38,36,27,,24,,4,,,,2,12,,0,,,,,,,,,16,,0,1801,55,1856,2640
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,191,5,1065,936,68,23,4,27,18,46,,12,,6,,,,3,9,,0,,,,,,,,,10,,0,2227,64,2291,3102
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,192,4,876,856,21,7,6,14,16,8,,16,,3,,,,1,9,,2,,,,,,,,,8,,1,1843,46,1890,2530
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,193,3,493,398,39,4,6,26,9,8,,8,,1,,,,0,3,,0,,,,,,,,,1,,1,996,24,1021,1555
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,194,2,370,442,11,9,15,27,22,17,,13,,3,,,,2,4,,0,,,,,,,,,7,,0,942,31,973,1407
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,195,13,1856,1643,139,94,61,117,91,268,,80,,12,,,,8,10,,0,,,,,,,,,78,,16,4457,128,4601,8754
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,196,5,626,743,254,29,13,387,10,24,,20,,11,,,,0,44,,0,,,,,,,,,3,,17,2164,62,2243,3023
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,197,3,512,566,52,6,6,25,4,14,,6,,3,,,,2,11,,0,,,,,,,,,4,,0,1211,33,1244,1794
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,198,4,817,724,63,6,2,22,15,26,,8,,14,,,,0,13,,5,,,,,,,,,12,,10,1727,21,1758,2380
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,199,4,556,729,42,20,18,23,9,16,,17,,8,,,,0,21,,0,,,,,,,,,7,,0,1466,37,1503,2273
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,200,5,803,801,26,28,13,20,36,34,,52,,7,,,,1,11,,0,,,,,,,,,10,,0,1842,56,1898,2846
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,201,5,802,1065,39,21,43,68,60,39,,12,,13,,,,2,17,,0,,,,,,,,,31,,0,2212,50,2262,3106
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,202,9,1182,1359,93,35,29,83,68,128,,58,,10,,,,3,14,,0,,,,,,,,,53,,10,3115,83,3208,6631
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,203,8,1250,1344,50,28,80,38,56,84,,33,,14,,,,4,14,,0,,,,,,,,,25,,2,3020,63,3085,5302
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,204,7,786,1089,39,23,93,75,50,49,,10,,5,,,,1,15,,0,,,,,,,,,20,,0,2255,48,2303,4520
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,205,7,1135,1038,42,41,42,44,55,60,,18,,11,,,,2,22,,0,,,,,,,,,35,,2,2545,71,2618,4637
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,206,6,524,517,21,8,9,13,21,14,,6,,5,,,,1,8,,4,,,,,,,,,9,,13,1160,43,1216,1725
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,207,4,697,615,26,10,12,12,18,22,,6,,4,,,,1,15,,0,,,,,,,,,6,,0,1444,27,1471,2290
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,208,4,504,1008,29,8,20,34,14,15,,12,,7,,,,2,12,,0,,,,,,,,,14,,0,1679,17,1696,2447
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,209,3,526,537,12,6,10,13,12,18,,8,,13,,,,0,4,,0,,,,,,,,,8,,0,1167,29,1196,1634
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,555,2,286,294,19,2,8,19,7,15,,4,,3,,,,2,3,,0,,,,,,,,,4,,0,666,27,693,1051
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,760,2,123,277,11,24,6,17,4,27,,4,,3,,,,1,3,,0,,,,,,,,,0,,1,500,13,514,841
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,761,5,887,462,38,41,18,22,60,128,,13,,6,,,,0,1,,0,,,,,,,,,93,,5,1769,59,1833,3279
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,762,2,321,361,26,7,2,18,11,18,,5,,4,,,,0,5,,1,,,,,,,,,14,,0,793,18,811,1479
2,22,QUERETARO,12,EL MARQUES,6,EL MARQUES,763,2,303,390,16,5,7,16,15,14,,9,,4,,,,2,2,,0,,,,,,,,,12,,0,795,29,824,1450
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,122,3,246,374,144,28,10,124,6,40,26,6,,,,3,,0,,0,,0,,,12,,,304,,,,0,1323,35,1358,2004
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,123,2,267,239,50,11,2,81,0,50,21,3,,,,5,,0,,0,,0,,,18,,,202,,,,0,949,29,978,1488
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,124,3,240,316,159,24,18,129,17,28,21,8,,,,7,,6,,2,,0,,,30,,,247,,,,0,1252,28,1280,1909
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,125,2,186,208,32,34,8,123,1,13,5,6,,,,1,,1,,1,,0,,,13,,,205,,,,0,837,25,862,1344
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,126,3,372,398,80,39,11,175,6,32,16,7,,,,5,,1,,0,,0,,,20,,,226,,,,0,1388,33,1421,2133
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,127,3,353,378,85,35,7,148,2,61,27,4,,,,2,,1,,2,,0,,,23,,,333,,,,2,1461,25,1488,2233
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,128,5,451,557,115,65,11,300,12,43,66,12,,,,1,,3,,1,,0,,,52,,,400,,,,1,2089,57,2147,3522
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,129,2,260,282,59,14,8,38,1,9,6,1,,,,2,,2,,3,,0,,,30,,,68,,,,0,783,20,803,1182
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,130,5,392,416,85,21,2,142,4,25,27,10,,,,0,,1,,1,,0,,,13,,,76,,,,0,1215,40,1255,1787
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,131,3,236,285,103,21,15,65,2,5,17,2,,,,0,,0,,1,,0,,,33,,,233,,,,2,1018,34,1054,1539
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,132,2,107,136,15,16,1,71,5,10,77,2,,,,0,,0,,0,,1,,,173,,,153,,,,0,767,35,802,1226
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,133,2,244,318,100,31,4,69,4,58,28,6,,,,4,,2,,6,,0,,,18,,,41,,,,2,933,30,965,1450
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,134,3,243,305,119,18,4,82,3,45,25,3,,,,5,,0,,1,,0,,,32,,,50,,,,0,935,41,976,1369
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,135,3,243,294,115,43,10,108,0,71,28,3,,,,3,,2,,0,,0,,,20,,,40,,,,0,980,41,1021,1432
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,136,3,231,313,105,18,9,81,6,95,16,1,,,,4,,5,,0,,0,,,13,,,58,,,,0,955,29,984,1502
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,137,2,282,388,36,27,1,60,3,21,13,3,,,,0,,1,,0,,0,,,50,,,77,,,,0,962,28,990,1352
2,22,QUERETARO,14,CADEREYTA DE MONTES,7,EZEQUIEL MONTES,138,2,164,82,7,42,1,20,0,5,1,1,,,,0,,1,,1,,0,,,3,,,87,,,,0,415,10,425,548
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,139,4,198,275,15,,18,24,177,15,,6,,29,,,,4,9,,2,,,,,,,,,,13,85,785,84,954,2217
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,140,2,128,246,4,,8,7,86,9,,4,,30,,,,9,0,,0,,,,,,,,,,12,11,543,28,582,1406
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,141,4,369,261,98,,50,9,246,27,,10,,19,,,,14,10,,1,,,,,,,,,,29,49,1143,28,1220,2208
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,142,2,92,128,73,,19,15,13,4,,5,,8,,,,2,3,,1,,,,,,,,,,23,69,386,26,481,1033
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,143,3,308,167,61,,44,5,16,3,,7,,29,,,,13,5,,0,,,,,,,,,,38,2,696,33,731,1708
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,144,5,447,293,74,,27,2,42,21,,11,,38,,,,18,3,,1,,,,,,,,,,50,1,1027,55,1083,2703
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,145,3,177,265,47,,34,13,66,5,,19,,39,,,,11,13,,1,,,,,,,,,,43,6,733,59,798,1949
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,146,2,163,174,2,,12,6,17,1,,4,,17,,,,12,5,,1,,,,,,,,,,11,3,425,20,448,1015
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,147,4,637,402,9,,42,19,54,7,,19,,77,,,,14,26,,0,,,,,,,,,,64,2,1370,77,1449,2663
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,148,2,163,254,44,,12,1,31,5,,9,,12,,,,7,7,,0,,,,,,,,,,12,2,557,25,584,1339
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,149,2,172,182,67,,39,6,44,4,,15,,14,,,,9,3,,0,,,,,,,,,,9,1,564,19,584,1368
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,150,4,155,261,15,,40,12,58,8,,3,,32,,,,9,4,,1,,,,,,,,,,8,3,606,49,658,1918
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,151,2,38,58,5,,15,2,212,12,,5,,5,,,,3,0,,0,,,,,,,,,,2,19,357,26,402,1260
2,22,QUERETARO,8,AMEALCO DE BONFIL,8,HUIMILPAN,152,4,100,153,15,,32,5,201,37,,10,,10,,,,5,3,,0,,,,,,,,,,3,66,574,71,711,2329
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,153,5,982,1105,23,,31,8,19,45,,0,,,,,,,,6,,,,,,,,,,,,0,2219,39,2258,3192
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,154,5,785,694,12,,9,9,16,22,,6,,,,,,,,5,,,,,,,,,,,,1,1558,29,1588,2117
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,155,4,964,610,37,,7,5,27,22,,3,,,,,,,,6,,,,,,,,,,,,0,1681,44,1725,2507
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,156,3,733,510,28,,12,4,9,26,,1,,,,,,,,6,,,,,,,,,,,,0,1329,19,1348,1890
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,157,3,408,319,2,,5,6,11,0,,2,,,,,,,,3,,,,,,,,,,,,0,756,48,804,1125
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,158,4,370,303,2,,5,4,16,1,,2,,,,,,,,2,,,,,,,,,,,,1,705,31,737,1112
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,159,1,137,101,0,,6,1,2,1,,0,,,,,,,,1,,,,,,,,,,,,0,249,8,257,411
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,160,2,228,202,2,,0,1,3,3,,2,,,,,,,,1,,,,,,,,,,,,0,442,15,457,615
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,161,2,468,472,6,,5,2,12,5,,5,,,,,,,,3,,,,,,,,,,,,0,978,28,1006,1394
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,162,2,152,155,2,,0,2,0,5,,2,,,,,,,,0,,,,,,,,,,,,0,318,18,336,503
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,163,2,266,198,0,,3,3,6,1,,1,,,,,,,,3,,,,,,,,,,,,0,481,14,495,787
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,164,2,315,143,0,,4,3,3,7,,2,,,,,,,,1,,,,,,,,,,,,0,478,43,521,908
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,165,2,172,141,6,,4,1,7,8,,0,,,,,,,,2,,,,,,,,,,,,0,341,23,364,568
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,166,1,224,162,14,,3,1,2,10,,3,,,,,,,,2,,,,,,,,,,,,0,421,12,433,574
2,22,QUERETARO,15,JALPAN DE SERRA,9,JALPAN DE SERRA,167,3,445,352,2,,6,2,9,3,,3,,,,,,,,0,,,,,,,,,,,,0,822,46,868,1467
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,168,3,513,663,,,128,34,,16,,3,,,,,,,,3,,,,,,,,,,,,0,1360,48,1408,2119
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,169,2,265,202,,,17,4,,5,,2,,,,,,,,0,,,,,,,,,,,,0,495,24,519,907
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,170,2,309,347,,,9,8,,2,,1,,,,,,,,1,,,,,,,,,,,,0,677,10,687,965
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,171,3,580,372,,,24,10,,14,,6,,,,,,,,2,,,,,,,,,,,,0,1008,42,1050,1537
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,172,2,279,209,,,7,10,,2,,2,,,,,,,,0,,,,,,,,,,,,0,509,45,554,886
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,173,2,249,280,,,5,0,,6,,0,,,,,,,,2,,,,,,,,,,,,0,542,19,561,765
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,174,2,436,429,,,22,19,,23,,6,,,,,,,,2,,,,,,,,,,,,1,937,47,985,1482
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,175,2,363,246,,,15,3,,4,,2,,,,,,,,0,,,,,,,,,,,,0,633,18,651,995
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,176,4,689,526,,,10,6,,7,,3,,,,,,,,4,,,,,,,,,,,,0,1245,33,1278,1679
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,177,2,211,196,,,16,2,,6,,5,,,,,,,,1,,,,,,,,,,,,0,437,38,475,652
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,178,1,96,145,,,7,53,,2,,0,,,,,,,,3,,,,,,,,,,,,0,306,18,324,469
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,179,1,147,173,,,3,2,,0,,0,,,,,,,,0,,,,,,,,,,,,0,325,16,341,472
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,180,3,436,535,,,21,33,,8,,6,,,,,,,,4,,,,,,,,,,,,0,1043,27,1070,1581
2,22,QUERETARO,15,JALPAN DE SERRA,10,LANDA DE MATAMOROS,181,1,83,211,,,4,4,,0,,1,,,,,,,,3,,,,,,,,,,,,0,306,10,316,480
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,210,3,265,404,265,33,9,19,1,56,,3,0,0,0,2,0,1,3,1,0,0,0,,,,,,,,,0,1062,21,1083,1727
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,211,4,236,263,295,29,7,13,6,11,,4,0,0,2,0,0,0,1,0,0,0,0,,,,,,,,,0,867,23,890,1267
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,212,4,337,481,397,40,12,23,13,72,,3,0,0,0,0,0,0,7,0,1,0,0,,,,,,,,,0,1386,46,1432,2292
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,213,3,237,250,414,27,25,12,7,28,,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,1002,40,1042,1558
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,214,4,252,524,435,37,22,9,15,40,,2,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,0,1339,42,1381,2414
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,215,3,301,307,274,54,11,16,11,102,,5,0,0,0,0,0,0,5,0,0,0,0,,,,,,,,,0,1086,37,1123,1747
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,216,4,388,424,315,46,20,20,49,76,,10,0,0,1,0,0,1,5,1,1,0,0,,,,,,,,,1,1357,50,1408,2275
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,217,3,303,396,256,55,12,24,11,91,,9,0,0,0,0,0,3,6,0,0,0,0,,,,,,,,,0,1166,35,1201,1912
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,218,2,146,299,231,57,14,8,18,43,,0,0,0,0,0,0,5,4,0,0,0,0,,,,,,,,,0,825,8,833,1321
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,219,3,166,397,349,72,29,11,9,68,,6,0,0,0,0,0,2,3,0,0,0,0,,,,,,,,,0,1112,37,1149,1557
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,220,3,185,311,313,61,13,28,16,39,,6,0,0,3,1,0,1,5,0,2,0,0,,,,,,,,,0,984,42,1026,1703
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,221,3,235,216,308,69,7,16,15,38,,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,910,39,949,1920
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,222,4,464,600,545,35,10,22,11,57,,5,0,0,1,0,0,1,7,0,0,0,0,,,,,,,,,1,1758,43,1802,2648
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,223,3,384,360,463,46,4,13,11,53,,7,0,0,0,0,0,1,3,1,0,0,0,,,,,,,,,1,1346,27,1374,1896
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,224,3,449,367,441,44,8,18,9,72,,23,0,0,0,0,0,0,5,0,0,0,0,,,,,,,,,0,1436,56,1492,2088
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,225,3,223,307,386,46,7,10,14,35,,16,0,0,0,0,0,0,5,0,0,0,0,,,,,,,,,1,1049,29,1079,1542
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,226,3,421,504,274,53,26,29,28,53,,4,0,0,0,0,0,3,4,1,0,0,0,,,,,,,,,0,1400,47,1447,2190
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,227,4,134,445,618,74,13,12,5,133,,2,0,0,0,0,0,0,1,1,1,1,1,,,,,,,,,0,1441,45,1486,2273
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,228,4,130,393,595,63,19,22,10,77,,7,0,0,0,0,0,2,6,0,0,0,0,,,,,,,,,0,1324,35,1359,2253
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,229,2,150,253,229,22,7,8,5,17,,23,0,0,2,0,0,2,5,2,0,0,0,,,,,,,,,0,725,26,751,1110
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,230,6,480,885,737,83,28,47,14,139,,15,0,0,4,0,0,0,1,3,1,0,0,,,,,,,,,4,2437,75,2516,3651
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,231,5,326,542,519,47,22,31,10,25,,4,0,0,0,0,0,1,2,2,2,0,1,,,,,,,,,0,1534,79,1613,2494
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,232,1,87,155,123,3,2,3,1,4,,1,0,0,1,0,0,0,4,0,0,0,0,,,,,,,,,0,384,18,402,561
2,22,QUERETARO,11,PEDRO ESCOBEDO,11,PEDRO ESCOBEDO,233,3,282,346,521,46,13,14,18,38,,12,0,0,0,0,0,0,1,0,1,0,4,,,,,,,,,1,1296,45,1342,2065
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,234,2,558,475,4,4,51,14,,13,,8,,,,,,,38,,,,,,,,,,,,,0,1165,26,1191,1487
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,235,1,142,142,4,0,3,0,,0,,0,,,,,,,6,,,,,,,,,,,,,0,297,10,307,368
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,236,2,40,124,1,23,6,5,,2,,0,,,,,,,5,,,,,,,,,,,,,0,206,6,212,309
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,237,4,705,522,5,10,78,9,,1,,2,,,,,,,36,,,,,,,,,,,,,0,1368,58,1426,1883
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,238,1,100,115,2,89,9,4,,0,,3,,,,,,,6,,,,,,,,,,,,,0,328,17,345,530
2,22,QUERETARO,13,TOLIMAN,12,PE„AMILLER,239,1,90,124,1,18,14,2,,1,,3,,,,,,,15,,,,,,,,,,,,,0,268,10,278,447
