CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,50,B,87,71,21,62,7,9,97,28,8,1,6,0,0,0,397,18,415,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0281-G0282.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,329,C01,135,68,12,0,0,1,12,5,34,2,0,1,0,0,270,12,282,416,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3387-G3388.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,83,B,62,42,12,52,1,2,30,5,12,0,5,0,0,0,223,10,233,552,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1103-G1104.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,313,B,233,102,10,3,3,0,17,3,29,1,1,0,0,0,402,6,408,588,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3589-G3590.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,C05,116,57,25,32,3,3,56,24,13,1,0,0,0,0,330,4,334,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1541-G1542.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,93,B,78,62,9,45,3,3,32,7,3,6,0,0,0,2,248,6,256,560,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0027-G0028.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,50,C01,77,53,28,42,6,7,96,21,7,2,6,0,0,0,345,18,363,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0283-G0284.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,330,B,192,97,21,3,2,2,20,5,34,3,1,0,0,0,380,9,389,584,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3389-G3390.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,83,C01,38,45,17,38,4,2,35,11,4,2,4,0,0,0,200,8,208,551,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1105-G1106.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,206,C07,60,74,26,10,0,4,34,2,12,5,0,0,0,0,227,5,232,710,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1991-G1992.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,671,B,108,79,33,5,3,2,74,13,25,1,6,0,0,0,349,6,355,707,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2395-G2396.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,50,C02,82,50,38,56,6,5,102,22,8,1,13,0,0,0,383,10,393,714,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0285-G0286.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,251,E02,34,111,87,3,1,11,32,12,12,7,4,0,0,0,314,0,314,488,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3029-G3030.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,330,C01,217,106,10,0,4,0,13,8,23,1,4,0,0,1,386,6,393,583,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3391-G3392.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,84,B,40,49,13,45,5,2,19,5,8,4,9,0,0,0,199,5,204,627,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1107-G1108.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,188,C02,233,110,8,4,3,1,10,2,16,2,4,0,0,0,393,4,397,623,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2701-G2702.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,51,B,100,73,16,49,3,5,53,32,3,3,8,0,0,0,345,19,364,613,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0287-G0288.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,84,C01,19,40,16,39,3,2,32,5,8,0,10,0,0,0,174,9,183,627,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1109-G1110.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,C06,111,57,20,26,7,2,71,25,13,0,6,0,0,2,338,11,351,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1543-G1544.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,331,B,135,71,7,2,1,3,17,0,26,3,0,1,0,1,266,12,279,386,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3393-G3394.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,93,C01,92,39,10,60,0,3,30,6,0,0,0,0,0,0,240,9,249,559,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0029-G0030.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,51,C01,77,74,38,43,7,3,52,16,5,1,5,0,0,1,321,8,330,613,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0289-G0290.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,672,B,75,60,32,4,1,3,40,7,16,0,0,0,0,0,238,6,244,529,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2397-G2398.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,98,B,62,26,17,31,3,1,32,12,9,0,2,1,0,0,196,9,205,399,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1111-G1112.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,331,C01,145,50,7,2,0,3,13,1,30,2,0,0,0,0,253,2,255,386,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3395-G3396.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,314,B,164,54,10,0,4,1,15,4,33,4,2,0,0,0,291,3,294,432,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3591-G3592.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,165,B,70,52,24,35,3,1,34,10,12,1,8,0,0,0,250,8,258,523,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1545-G1546.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,70,B,72,65,25,96,1,1,35,14,7,1,14,0,0,0,331,7,338,532,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0291-G0292.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,384,B,80,109,63,2,12,14,7,2,11,4,1,0,0,0,305,16,321,485,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3117-G3118.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,98,C01,42,37,21,26,2,4,23,12,7,0,5,0,0,0,179,10,189,398,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1113-G1114.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,332,B,195,113,12,1,1,2,22,1,46,1,4,0,0,0,398,6,404,538,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3397-G3398.JPG
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,189,B,223,151,10,4,1,3,9,1,24,4,7,0,0,0,437,10,447,632,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2703-G2704.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,263,B,125,206,113,15,0,1,11,33,13,1,2,1,0,1,521,6,528,674,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3031-G3032.JPG
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,206,C08,64,63,16,6,1,3,36,4,21,4,4,0,0,0,222,8,230,710,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1993-G1994.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,93,C02,93,43,15,37,2,1,27,11,6,0,6,0,0,1,241,3,245,559,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0031-G0032.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,70,C01,69,54,37,81,1,3,40,18,7,1,9,0,0,1,320,8,329,532,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0293-G0294.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,324,B,99,35,6,1,0,1,6,4,8,1,0,0,0,0,161,2,163,270,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3593-G3594.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,672,C01,68,44,37,1,4,1,38,4,18,0,0,0,0,0,215,5,220,528,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2399-G2400.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,165,C01,60,60,21,55,4,5,45,9,10,4,8,0,0,0,281,4,285,523,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1547-G1548.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,99,B,50,64,22,50,0,2,34,20,10,0,5,0,0,0,257,9,266,603,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1115-G1116.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,100,B,43,33,16,25,3,1,35,5,11,0,7,0,0,1,179,4,184,425,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1117-G1118.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,166,B,97,77,32,36,3,6,58,21,21,3,11,0,0,1,365,12,378,647,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1549-G1550.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,100,C01,67,32,14,26,2,3,21,10,5,2,3,0,0,2,185,5,192,424,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1119-G1120.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,325,B,129,51,6,3,1,3,19,2,17,2,5,0,0,0,238,7,245,406,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3595-G3596.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,105,B,133,52,23,36,3,3,51,4,23,1,3,0,0,2,332,12,346,581,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1121-G1122.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,673,B,94,34,9,1,2,1,29,10,11,0,1,0,0,0,192,10,202,598,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2401-G2402.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,18,B,60,45,26,69,2,6,32,16,7,2,14,0,0,0,279,14,293,519,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1305-G1306.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,166,C01,99,66,31,32,5,0,44,12,16,5,9,0,0,0,319,6,325,647,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1551-G1552.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,175,C11,135,64,13,81,3,3,33,13,7,4,8,0,0,1,364,9,374,748,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1875-G1876.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,94,B,72,59,19,96,2,3,39,15,5,3,16,0,0,3,329,6,338,642,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0033-G0034.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,105,C01,135,47,26,25,4,4,46,15,18,2,2,0,0,1,324,16,341,581,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1123-G1124.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,325,C01,134,68,8,0,0,0,15,1,19,2,5,0,0,0,252,6,258,405,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3597-G3598.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,326,B,154,78,11,0,3,3,32,1,27,3,1,0,0,0,313,4,317,501,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3599-G3600.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,18,C01,52,44,17,84,2,3,26,11,7,6,17,0,0,0,269,9,278,519,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1307-G1308.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,673,C01,85,33,11,0,3,2,36,13,6,0,0,0,0,0,189,10,199,598,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2403-G2404.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,106,B,87,43,15,13,1,1,38,9,13,1,1,0,0,0,222,11,233,427,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1125-G1126.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,166,C02,91,68,26,31,3,2,49,14,14,4,9,0,0,0,311,11,322,646,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1553-G1554.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,332,C01,211,111,8,1,1,1,22,0,44,2,1,0,0,0,402,3,405,538,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3399-G3400.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,106,C01,88,41,17,19,1,1,28,7,10,1,3,0,0,0,216,10,226,427,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1127-G1128.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,326,C01,191,62,12,0,4,3,29,1,26,0,2,0,0,0,330,7,337,500,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3601-G3602.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,578,B,41,38,17,51,9,1,42,20,5,1,9,0,0,0,234,4,238,713,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0295-G0296.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,107,B,71,66,23,29,5,3,58,16,13,2,16,0,0,0,302,10,312,610,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1129-G1130.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,94,C01,77,65,18,79,4,2,56,11,6,0,10,0,0,0,328,12,340,642,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0035-G0036.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,674,B,147,45,11,2,5,1,33,10,10,0,0,0,0,0,264,3,267,617,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2405-G2406.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,327,B,218,115,12,1,3,0,23,6,26,2,3,0,0,0,409,10,419,663,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3603-G3604.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,107,C01,67,75,18,43,3,5,57,11,10,4,11,0,0,0,304,13,317,609,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1131-G1132.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,166,C03,98,63,22,38,3,1,47,12,17,1,5,0,0,0,307,12,319,646,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1555-G1556.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,578,C01,35,57,22,51,6,3,47,14,3,2,8,0,0,0,248,6,254,713,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0297-G0298.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,18,C02,40,56,14,89,2,2,42,15,10,10,9,0,0,0,289,12,301,518,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1309-G1310.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,333,B,211,98,21,5,3,1,25,1,50,5,0,1,0,1,421,6,428,575,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3401-G3402.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,578,C02,42,74,15,69,6,1,29,18,5,3,5,0,0,0,267,6,273,713,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0299-G0300.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,108,B,53,36,15,74,5,2,41,6,5,1,18,0,0,0,256,11,267,496,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1133-G1134.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,328,B,170,48,12,2,1,3,11,4,27,1,4,0,0,0,283,4,287,423,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3605-G3606.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,333,C01,224,89,9,2,1,1,39,2,57,7,3,0,0,0,434,2,436,575,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3403-G3404.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,674,C01,115,40,20,2,1,1,42,6,4,1,0,0,0,1,232,2,235,617,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2407-G2408.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,385,B,86,79,31,1,30,5,11,1,9,2,3,0,0,0,258,15,273,429,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3121-G3122.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,108,C01,61,46,14,59,3,3,28,14,8,1,4,0,0,0,241,6,247,496,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1135-G1136.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,328,C01,149,48,8,1,4,2,17,3,33,0,2,0,0,0,267,3,270,422,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3607-G3608.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,95,B,52,59,18,123,3,1,22,11,8,0,9,0,0,0,306,6,312,632,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0037-G0038.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,334,B,245,107,8,1,1,4,33,6,34,0,1,0,0,0,440,5,445,625,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3405-G3406.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,578,C03,38,56,25,36,9,4,32,17,5,3,11,1,0,0,237,8,245,712,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0301-G0302.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,109,B,64,49,17,52,6,2,55,12,8,2,10,0,0,0,277,9,286,583,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1137-G1138.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,346,B,133,56,10,3,2,2,14,6,20,0,1,1,0,0,248,5,253,387,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3611-G3612.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,334,C01,255,84,16,2,1,2,27,2,20,2,1,0,0,1,412,5,418,625,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3407-G3408.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,109,C01,84,53,19,71,3,2,47,5,11,7,7,0,0,1,309,11,321,582,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1139-G1140.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,96,B,36,22,7,62,0,15,4,8,2,2,0,0,0,0,158,0,158,417,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0039-G0040.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,578,C04,45,46,14,48,9,3,32,21,7,2,3,0,0,0,230,6,236,712,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0303-G0304.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,110,B,57,35,8,31,2,2,29,11,14,1,4,0,0,0,194,8,202,463,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1141-G1142.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,674,C02,125,40,22,4,3,2,33,12,10,2,0,0,0,0,253,10,263,617,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2409-G2410.JPG
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,385,C01,86,83,33,3,28,5,18,2,22,11,3,4,0,0,298,18,316,428,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3123-G3124.JPG
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,334,C02,236,89,11,1,2,5,26,1,39,1,1,0,0,0,412,5,417,625,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3409-G3410.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,110,C01,63,34,21,32,1,2,26,6,12,0,4,0,0,0,201,3,204,463,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1143-G1144.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,96,C01,26,21,11,46,1,1,20,4,3,2,2,0,0,0,137,4,141,416,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0041-G0042.JPG
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,578,C05,33,44,22,43,9,2,32,14,6,2,5,0,0,0,212,4,216,712,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G0305-G0306.JPG
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,111,B,53,52,13,63,1,2,30,10,15,0,2,0,0,2,241,7,250,504,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1145-G1146.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,345,B,188,88,8,3,1,1,13,4,38,1,2,0,0,0,347,2,349,510,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G3609-G3610.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,675,B,81,46,26,1,4,2,57,12,10,0,1,0,0,0,240,4,244,610,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G2411-G2412.JPG
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,19,B,55,62,15,72,1,2,42,14,10,14,0,0,0,0,287,11,298,521,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/G1311-G1312.JPG
