CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRS,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT_MC,NVA_ALIANZA,MORENA,PH,ES,MHTG,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,248,S01,74,,67,21,,12,6,3,,1,184,9,193,0,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,249,B,102,,59,53,,26,8,14,,5,267,7,274,420,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,249,C01,105,,57,55,,29,7,11,,1,265,2,267,420,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,250,B,118,,62,53,,21,13,6,,1,274,7,281,512,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,250,C01,94,,60,27,,25,18,4,,0,228,8,236,512,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,251,B,104,,64,48,,28,7,4,,0,255,20,275,535,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,254,B,140,,42,18,,6,2,3,,0,211,8,219,314,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,255,B,127,,50,124,,8,4,4,,1,318,16,334,538,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,255,E01,105,,60,47,,28,5,11,,0,256,18,274,656,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,255,E01C01,111,,64,52,,25,8,10,,0,270,9,279,656,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,440,B,148,,69,69,,33,14,29,,1,363,9,372,638,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,441,B,94,,48,35,,21,13,22,,2,235,10,245,481,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,442,B,117,,86,44,,26,18,27,,1,319,12,331,657,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,443,B,81,,44,32,,20,11,10,,0,198,3,201,377,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,443,C01,69,,42,37,,14,10,5,,1,178,4,182,376,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,444,B,81,,57,45,,22,11,16,,1,233,10,243,459,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,445,B,129,,49,54,,32,11,36,,1,312,6,318,513,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,446,B,75,,77,40,,24,17,12,,2,247,3,250,483,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,446,C01,87,,47,49,,20,13,11,,2,229,8,237,483,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,447,B,92,,59,23,,16,8,16,,1,215,8,223,567,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,448,B,86,,43,31,,12,6,6,,0,184,5,189,453,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,449,B,118,,71,35,,20,10,13,,1,268,11,279,573,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,450,B,76,,79,44,,22,4,6,,1,232,6,238,573,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,451,B,65,,33,13,,9,4,9,,0,133,2,135,378,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,451,C01,59,,36,16,,15,10,7,,1,144,4,148,377,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,452,B,56,,36,27,,5,15,6,,2,147,13,160,380,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,452,C01,56,,38,27,,12,12,11,,0,156,0,156,379,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,453,B,98,,68,36,,18,12,4,,0,236,9,245,637,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,454,B,105,,73,39,,25,6,5,,0,253,7,260,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,455,B,86,,59,45,,18,8,12,,0,228,7,235,578,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,456,B,40,,42,29,,16,2,11,,4,144,6,150,319,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,457,B,86,,68,45,,22,10,7,,0,238,1,239,522,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,458,B,134,,73,56,,16,0,23,,1,303,6,309,742,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,459,B,81,,89,48,,23,11,12,,2,266,4,270,699,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,460,B,108,,93,51,,31,11,19,,0,313,8,321,569,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,461,B,99,,80,40,,21,10,17,,0,267,2,269,493,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,462,B,99,,68,54,,27,11,15,,1,275,5,280,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,463,B,96,,71,45,,26,19,19,,0,276,10,286,546,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,464,B,170,,48,52,,19,18,13,,1,321,8,329,719,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,465,B,65,,62,46,,17,13,11,,2,216,9,225,407,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,465,C01,84,,42,47,,11,13,13,,1,211,2,213,407,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,466,B,113,,56,55,,17,19,17,,1,278,6,284,697,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,467,B,124,,65,41,,29,11,11,,1,282,8,290,711,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,468,B,136,,71,37,,29,10,14,,1,298,7,305,718,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,469,B,96,,73,55,,17,10,15,,0,266,6,272,684,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,470,B,90,,34,28,,13,8,12,,1,186,6,192,498,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,470,C01,69,,43,28,,6,8,12,,0,166,5,171,497,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,471,B,83,,55,58,,22,12,10,,1,241,3,244,595,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,472,B,86,,44,35,,17,10,8,,0,200,6,206,451,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,472,C01,82,,39,34,,17,13,8,,0,193,8,201,450,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,473,B,99,,58,24,,9,7,12,,2,211,3,214,460,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,474,B,99,,36,29,,13,2,10,,0,189,7,196,527,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,475,B,121,,87,41,,12,11,12,,0,284,5,289,621,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,475,C01,140,,60,39,,18,11,5,,1,274,4,278,621,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,476,B,121,,62,20,,14,12,4,,1,234,11,245,555,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,477,B,145,,41,27,,19,7,9,,0,248,10,258,588,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,478,B,115,,40,34,,28,9,11,,1,238,9,247,483,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,478,C01,106,,50,27,,18,19,19,,0,239,7,246,482,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,479,B,96,,70,58,,24,11,11,,0,270,7,277,546,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,479,C01,82,,49,51,,18,12,8,,1,221,4,225,546,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,480,B,71,,55,34,,14,6,9,,0,189,9,198,441,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,480,C01,65,,49,39,,15,11,7,,0,186,4,190,441,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,481,B,101,,67,47,,7,13,8,,0,243,4,247,495,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,481,C01,95,,56,24,,10,8,6,,0,199,5,204,494,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,482,B,98,,70,44,,34,15,9,,0,270,7,277,606,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,482,C01,117,,59,45,,22,11,10,,0,264,3,267,606,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,483,B,126,,53,67,,25,14,17,,1,303,1,304,713,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,484,B,69,,35,51,,13,8,7,,0,183,1,184,418,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,484,C01,66,,34,40,,10,9,7,,0,166,6,172,418,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,485,B,102,,46,29,,19,11,13,,2,222,10,232,479,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,485,C01,80,,53,30,,26,14,10,,0,213,7,220,478,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,486,B,82,,67,39,,28,13,11,,0,240,6,246,445,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,486,C01,94,,50,33,,24,14,22,,1,238,7,245,444,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,487,B,114,,66,47,,33,13,15,,0,288,5,293,541,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,487,C01,98,,69,45,,29,18,19,,0,278,4,282,540,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,488,B,107,,52,50,,31,9,9,,1,259,9,268,534,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,488,C01,118,,71,44,,35,13,14,,1,296,7,303,534,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,489,B,101,,56,40,,40,13,17,,1,268,9,277,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,489,C01,105,,60,43,,33,9,18,,0,268,4,272,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,490,B,111,,56,35,,14,9,11,,0,236,6,242,474,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,490,C01,94,,51,51,,11,10,15,,0,232,5,237,473,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,491,B,116,,62,30,,27,21,14,,0,270,6,276,524,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,491,C01,131,,53,28,,26,8,10,,0,256,12,268,524,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,492,B,91,,55,48,,22,10,8,,1,235,2,237,527,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,492,C01,96,,52,40,,16,12,13,,0,229,0,229,526,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,493,B,104,,50,42,,17,11,10,,1,235,3,238,477,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,493,C01,99,,55,30,,18,2,8,,0,212,6,218,477,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,494,B,116,,56,45,,10,8,11,,1,247,4,251,592,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,494,C01,114,,57,46,,14,14,11,,1,257,4,261,592,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,495,B,89,,61,33,,16,11,8,,0,218,3,221,560,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,4,LA PAZ,3,LA PAZ,495,C01,87,,49,43,,15,12,16,,0,222,5,227,560,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,288,B,149,,91,36,,50,3,19,,2,350,10,360,687,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,B,131,,47,40,,22,3,10,,1,254,16,270,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,C01,148,,80,21,,34,1,18,,2,304,14,318,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,C02,122,,76,24,,42,10,9,,1,284,11,295,565,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,B,145,,114,23,,27,9,14,,4,336,12,348,616,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,C01,115,,122,31,,14,11,14,,0,307,3,310,616,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,256,C02,120,,111,29,,20,14,13,,3,310,5,315,615,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,B,130,,60,22,,43,7,11,,0,273,0,273,512,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,257,C01,115,,53,18,,30,1,9,,0,226,10,236,512,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,258,B,124,,48,18,,3,1,1,,0,195,13,208,351,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,259,B,64,,14,4,,6,1,2,,0,91,1,92,174,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,260,B,46,,24,5,,6,0,2,,0,83,3,86,199,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,261,B,150,,59,17,,2,2,1,,0,231,6,237,377,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,261,C01,147,,70,11,,2,1,4,,0,235,12,247,376,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,262,B,97,,42,1,,1,0,0,,0,141,4,145,207,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,263,B,42,,65,3,,1,1,0,,0,112,6,118,190,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,264,B,30,,13,3,,1,0,0,,0,47,4,51,103,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,264,E01,37,,19,3,,0,0,0,,0,59,5,64,85,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,B,55,,24,2,,0,0,0,,0,81,1,82,120,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,E01,41,,28,1,,0,1,0,,0,71,2,73,122,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,265,E02,80,,69,1,,1,0,0,,0,151,0,151,228,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,B,79,,60,3,,2,3,1,,0,148,8,156,217,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,266,E01,63,,63,0,,1,0,0,,0,127,7,134,212,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,348,B,89,,69,44,,18,11,16,,0,247,9,256,510,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,349,B,115,,120,36,,28,8,23,,3,333,8,341,636,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,350,B,71,,74,46,,28,8,9,,1,237,7,244,433,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,207,B,137,,142,48,,41,5,10,,1,384,11,395,622,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,208,B,193,,86,52,,38,7,22,,1,399,13,412,733,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,B,133,,95,43,,27,14,14,,2,328,14,342,530,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,C01,143,,81,32,,22,11,13,,2,304,12,316,530,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,C02,156,,86,27,,20,6,18,,0,313,13,326,529,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,B,140,,144,75,,35,13,27,,0,434,10,444,742,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C01,185,,137,67,,35,9,12,,3,448,5,453,741,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C02,136,,138,61,,35,10,22,,3,405,7,412,741,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C03,161,,110,76,,39,19,28,,1,434,7,441,741,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C04,161,,138,62,,36,12,14,,2,425,7,432,741,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,211,B,163,,113,78,,37,11,20,,2,424,9,433,615,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,211,C01,121,,73,34,,28,8,17,,0,281,6,287,615,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,212,B,100,,89,28,,28,14,19,,0,278,9,287,466,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,212,C01,116,,107,37,,30,11,15,,1,317,5,322,466,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,213,B,145,,106,72,,21,9,10,,3,366,14,380,642,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,213,C01,162,,89,76,,35,12,15,,0,389,10,399,641,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,214,B,99,,85,38,,28,9,14,,0,273,12,285,444,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,214,C01,99,,80,44,,20,10,11,,1,265,7,272,443,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,215,B,71,,63,36,,27,7,9,,1,214,8,222,376,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,215,C01,82,,75,32,,20,9,7,,2,227,6,233,375,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,216,B,113,,74,59,,20,11,16,,1,294,8,302,515,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,B,137,,112,72,,40,8,17,,0,386,7,393,629,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C01,140,,111,56,,26,9,13,,0,355,12,367,629,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C02,131,,131,49,,29,9,17,,1,367,7,374,629,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C03,120,,98,59,,42,9,19,,3,350,5,355,628,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C04,137,,105,52,,34,15,13,,0,356,12,368,628,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C05,130,,96,59,,30,15,17,,4,351,8,359,628,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,B,150,,136,41,,40,13,17,,0,397,12,409,639,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,C01,155,,128,58,,36,8,25,,1,411,19,430,639,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,E01,98,,80,33,,15,10,12,,1,249,8,257,493,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,E01C01,76,,69,38,,31,8,10,,0,232,4,236,492,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,219,B,121,,110,54,,22,11,15,,2,335,4,339,550,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,219,C01,121,,96,52,,22,13,15,,2,321,6,327,550,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,220,B,124,,87,37,,31,13,11,,1,304,11,315,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,220,C01,119,,94,56,,21,12,14,,1,317,9,326,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,221,B,109,,68,44,,30,8,22,,2,283,4,287,421,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,221,C01,90,,72,34,,24,6,20,,2,248,5,253,421,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,222,B,104,,84,29,,43,11,13,,0,284,8,292,442,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,222,C01,95,,88,46,,39,15,13,,4,300,2,302,442,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,223,B,116,,95,58,,30,10,18,,3,330,8,338,548,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,223,C01,110,,110,49,,36,11,24,,0,340,8,348,548,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,224,B,151,,100,44,,24,6,27,,2,354,10,364,548,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,225,B,143,,102,52,,28,9,9,,0,343,18,361,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,267,B,133,,172,61,,4,0,1,,0,371,25,396,716,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,267,E01,79,,42,25,,1,0,0,,0,147,8,155,206,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,268,B,121,,27,22,,5,0,0,,1,176,8,184,305,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,268,E01,49,,22,6,,0,2,0,,0,79,1,80,107,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,269,B,175,,109,7,,8,10,3,,2,314,8,322,496,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,269,C01,154,,112,6,,7,20,5,,0,304,12,316,496,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,B,203,,120,7,,9,0,1,,0,340,7,347,556,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,C01,203,,103,15,,8,4,1,,0,334,15,349,555,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,C02,156,,108,28,,8,1,4,,0,305,11,316,555,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,E01,252,,149,13,,8,6,3,,0,431,8,439,514,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,271,B,203,,125,36,,5,1,1,,0,371,10,381,553,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,271,E01,28,,9,2,,0,0,0,,0,39,0,39,63,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,272,B,94,,36,67,,6,2,0,,0,205,16,221,316,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,273,B,66,,40,10,,0,1,0,,0,117,8,125,182,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,B,127,,65,12,,4,3,2,,0,213,4,217,376,Acta casilla,,,
