ENTIDAD,CVE_ENTIDAD,MUNICIPIO,CVE_MUNICIPIO,YEAR,PARTIDO_GOBERNADOR
GUERRERO,12,TLALCHAPA,64,1994,PRI
GUERRERO,12,TLALCHAPA,64,1995,PRI
GUERRERO,12,TLALCHAPA,64,1996,PRI
GUERRERO,12,TLALCHAPA,64,1997,PRI
GUERRERO,12,TLALCHAPA,64,1998,PRI
GUERRERO,12,TLALCHAPA,64,1999,PRI
GUERRERO,12,TLALCHAPA,64,2000,PRI
GUERRERO,12,TLALCHAPA,64,2001,PRI
GUERRERO,12,TLALCHAPA,64,2002,PRI
GUERRERO,12,TLALCHAPA,64,2003,PRI
GUERRERO,12,TLALCHAPA,64,2004,PRI
GUERRERO,12,TLALCHAPA,64,2005,PRD
GUERRERO,12,TLALCHAPA,64,2006,PRD
GUERRERO,12,TLALCHAPA,64,2007,PRD
GUERRERO,12,TLALCHAPA,64,2008,PRD
GUERRERO,12,TLALCHAPA,64,2009,PRD
GUERRERO,12,TLALCHAPA,64,2010,PRD
GUERRERO,12,TLALCHAPA,64,2011,PRD
GUERRERO,12,TLALCHAPA,64,2012,PRD
GUERRERO,12,TLALCHAPA,64,2013,PRD
GUERRERO,12,TLALCHAPA,64,2014,PRD
GUERRERO,12,TLALCHAPA,64,2015,PRD
GUERRERO,12,TLALCHAPA,64,2016,PRI
GUERRERO,12,TLALCHAPA,64,2017,PRI
GUERRERO,12,TLALCHAPA,64,2018,PRI
GUERRERO,12,TLALCHAPA,64,2019,PRI
GUERRERO,12,TLALCHAPA,64,2020,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,1993,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,1994,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,1995,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,1996,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,1997,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,1998,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,1999,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2000,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2001,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2002,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2003,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2004,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2005,PRD
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2006,PRD
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2007,PRD
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2008,PRD
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2009,PRD
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2010,PRD
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2011,PRD
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2012,PRD
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2013,PRD
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2014,PRD
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2015,PRD
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2016,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2017,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2018,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2019,PRI
GUERRERO,12,TLALIXTAQUILLA DE MALDONADO,65,2020,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,1993,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,1994,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,1995,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,1996,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,1997,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,1998,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,1999,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,2000,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,2001,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,2002,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,2003,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,2004,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,2005,PRD
GUERRERO,12,TLAPA DE COMONFORT,66,2006,PRD
GUERRERO,12,TLAPA DE COMONFORT,66,2007,PRD
GUERRERO,12,TLAPA DE COMONFORT,66,2008,PRD
GUERRERO,12,TLAPA DE COMONFORT,66,2009,PRD
GUERRERO,12,TLAPA DE COMONFORT,66,2010,PRD
GUERRERO,12,TLAPA DE COMONFORT,66,2011,PRD
GUERRERO,12,TLAPA DE COMONFORT,66,2012,PRD
GUERRERO,12,TLAPA DE COMONFORT,66,2013,PRD
GUERRERO,12,TLAPA DE COMONFORT,66,2014,PRD
GUERRERO,12,TLAPA DE COMONFORT,66,2015,PRD
GUERRERO,12,TLAPA DE COMONFORT,66,2016,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,2017,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,2018,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,2019,PRI
GUERRERO,12,TLAPA DE COMONFORT,66,2020,PRI
GUERRERO,12,TLAPEHUALA,67,1993,PRI
GUERRERO,12,TLAPEHUALA,67,1994,PRI
GUERRERO,12,TLAPEHUALA,67,1995,PRI
GUERRERO,12,TLAPEHUALA,67,1996,PRI
GUERRERO,12,TLAPEHUALA,67,1997,PRI
GUERRERO,12,TLAPEHUALA,67,1998,PRI
GUERRERO,12,TLAPEHUALA,67,1999,PRI
GUERRERO,12,TLAPEHUALA,67,2000,PRI
GUERRERO,12,TLAPEHUALA,67,2001,PRI
GUERRERO,12,TLAPEHUALA,67,2002,PRI
GUERRERO,12,TLAPEHUALA,67,2003,PRI
GUERRERO,12,TLAPEHUALA,67,2004,PRI
GUERRERO,12,TLAPEHUALA,67,2005,PRD
GUERRERO,12,TLAPEHUALA,67,2006,PRD
GUERRERO,12,TLAPEHUALA,67,2007,PRD
GUERRERO,12,TLAPEHUALA,67,2008,PRD
GUERRERO,12,TLAPEHUALA,67,2009,PRD
GUERRERO,12,TLAPEHUALA,67,2010,PRD
GUERRERO,12,TLAPEHUALA,67,2011,PRD
GUERRERO,12,TLAPEHUALA,67,2012,PRD
GUERRERO,12,TLAPEHUALA,67,2013,PRD
GUERRERO,12,TLAPEHUALA,67,2014,PRD
GUERRERO,12,TLAPEHUALA,67,2015,PRD
GUERRERO,12,TLAPEHUALA,67,2016,PRI
GUERRERO,12,TLAPEHUALA,67,2017,PRI
GUERRERO,12,TLAPEHUALA,67,2018,PRI
GUERRERO,12,TLAPEHUALA,67,2019,PRI
GUERRERO,12,TLAPEHUALA,67,2020,PRI
GUERRERO,12,XALPATLAHUAC,69,1993,PRI
GUERRERO,12,XALPATLAHUAC,69,1994,PRI
GUERRERO,12,XALPATLAHUAC,69,1995,PRI
GUERRERO,12,XALPATLAHUAC,69,1996,PRI
GUERRERO,12,XALPATLAHUAC,69,1997,PRI
GUERRERO,12,XALPATLAHUAC,69,1998,PRI
GUERRERO,12,XALPATLAHUAC,69,1999,PRI
GUERRERO,12,XALPATLAHUAC,69,2000,PRI
GUERRERO,12,XALPATLAHUAC,69,2001,PRI
GUERRERO,12,XALPATLAHUAC,69,2002,PRI
GUERRERO,12,XALPATLAHUAC,69,2003,PRI
GUERRERO,12,XALPATLAHUAC,69,2004,PRI
GUERRERO,12,XALPATLAHUAC,69,2005,PRD
GUERRERO,12,XALPATLAHUAC,69,2006,PRD
GUERRERO,12,XALPATLAHUAC,69,2007,PRD
GUERRERO,12,XALPATLAHUAC,69,2008,PRD
GUERRERO,12,XALPATLAHUAC,69,2009,PRD
GUERRERO,12,XALPATLAHUAC,69,2010,PRD
GUERRERO,12,XALPATLAHUAC,69,2011,PRD
GUERRERO,12,XALPATLAHUAC,69,2012,PRD
GUERRERO,12,XALPATLAHUAC,69,2013,PRD
GUERRERO,12,XALPATLAHUAC,69,2014,PRD
GUERRERO,12,XALPATLAHUAC,69,2015,PRD
GUERRERO,12,XALPATLAHUAC,69,2016,PRI
GUERRERO,12,XALPATLAHUAC,69,2017,PRI
GUERRERO,12,XALPATLAHUAC,69,2018,PRI
GUERRERO,12,XALPATLAHUAC,69,2019,PRI
GUERRERO,12,XALPATLAHUAC,69,2020,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,1993,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,1994,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,1995,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,1996,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,1997,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,1998,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,1999,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,2000,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,2001,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,2002,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,2003,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,2004,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,2005,PRD
GUERRERO,12,XOCHIHUEHUETLAN,70,2006,PRD
GUERRERO,12,XOCHIHUEHUETLAN,70,2007,PRD
GUERRERO,12,XOCHIHUEHUETLAN,70,2008,PRD
GUERRERO,12,XOCHIHUEHUETLAN,70,2009,PRD
GUERRERO,12,XOCHIHUEHUETLAN,70,2010,PRD
GUERRERO,12,XOCHIHUEHUETLAN,70,2011,PRD
GUERRERO,12,XOCHIHUEHUETLAN,70,2012,PRD
GUERRERO,12,XOCHIHUEHUETLAN,70,2013,PRD
GUERRERO,12,XOCHIHUEHUETLAN,70,2014,PRD
GUERRERO,12,XOCHIHUEHUETLAN,70,2015,PRD
GUERRERO,12,XOCHIHUEHUETLAN,70,2016,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,2017,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,2018,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,2019,PRI
GUERRERO,12,XOCHIHUEHUETLAN,70,2020,PRI
GUERRERO,12,XOCHISTLAHUACA,71,1993,PRI
GUERRERO,12,XOCHISTLAHUACA,71,1994,PRI
GUERRERO,12,XOCHISTLAHUACA,71,1995,PRI
GUERRERO,12,XOCHISTLAHUACA,71,1996,PRI
GUERRERO,12,XOCHISTLAHUACA,71,1997,PRI
GUERRERO,12,XOCHISTLAHUACA,71,1998,PRI
GUERRERO,12,XOCHISTLAHUACA,71,1999,PRI
GUERRERO,12,XOCHISTLAHUACA,71,2000,PRI
GUERRERO,12,XOCHISTLAHUACA,71,2001,PRI
GUERRERO,12,XOCHISTLAHUACA,71,2002,PRI
GUERRERO,12,XOCHISTLAHUACA,71,2003,PRI
GUERRERO,12,XOCHISTLAHUACA,71,2004,PRI
GUERRERO,12,XOCHISTLAHUACA,71,2005,PRD
GUERRERO,12,XOCHISTLAHUACA,71,2006,PRD
GUERRERO,12,XOCHISTLAHUACA,71,2007,PRD
GUERRERO,12,XOCHISTLAHUACA,71,2008,PRD
GUERRERO,12,XOCHISTLAHUACA,71,2009,PRD
GUERRERO,12,XOCHISTLAHUACA,71,2010,PRD
GUERRERO,12,XOCHISTLAHUACA,71,2011,PRD
GUERRERO,12,XOCHISTLAHUACA,71,2012,PRD
GUERRERO,12,XOCHISTLAHUACA,71,2013,PRD
GUERRERO,12,XOCHISTLAHUACA,71,2014,PRD
GUERRERO,12,XOCHISTLAHUACA,71,2015,PRD
GUERRERO,12,XOCHISTLAHUACA,71,2016,PRI
GUERRERO,12,XOCHISTLAHUACA,71,2017,PRI
GUERRERO,12,XOCHISTLAHUACA,71,2018,PRI
GUERRERO,12,XOCHISTLAHUACA,71,2019,PRI
GUERRERO,12,XOCHISTLAHUACA,71,2020,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,1993,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,1994,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,1995,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,1996,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,1997,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,1998,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,1999,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,2000,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,2001,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,2002,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,2003,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,2004,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,2005,PRD
GUERRERO,12,ZAPOTITLAN TABLAS,72,2006,PRD
GUERRERO,12,ZAPOTITLAN TABLAS,72,2007,PRD
GUERRERO,12,ZAPOTITLAN TABLAS,72,2008,PRD
GUERRERO,12,ZAPOTITLAN TABLAS,72,2009,PRD
GUERRERO,12,ZAPOTITLAN TABLAS,72,2010,PRD
GUERRERO,12,ZAPOTITLAN TABLAS,72,2011,PRD
GUERRERO,12,ZAPOTITLAN TABLAS,72,2012,PRD
GUERRERO,12,ZAPOTITLAN TABLAS,72,2013,PRD
GUERRERO,12,ZAPOTITLAN TABLAS,72,2014,PRD
GUERRERO,12,ZAPOTITLAN TABLAS,72,2015,PRD
GUERRERO,12,ZAPOTITLAN TABLAS,72,2016,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,2017,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,2018,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,2019,PRI
GUERRERO,12,ZAPOTITLAN TABLAS,72,2020,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,1993,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,1994,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,1995,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,1996,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,1997,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,1998,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,1999,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2000,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2001,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2002,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2003,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2004,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2005,PRD
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2006,PRD
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2007,PRD
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2008,PRD
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2009,PRD
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2010,PRD
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2011,PRD
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2012,PRD
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2013,PRD
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2014,PRD
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2015,PRD
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2016,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2017,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2018,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2019,PRI
GUERRERO,12,ZIHUATANEJO DE AZUETA,38,2020,PRI
GUERRERO,12,ZIRANDARO,73,1993,PRI
GUERRERO,12,ZIRANDARO,73,1994,PRI
GUERRERO,12,ZIRANDARO,73,1995,PRI
GUERRERO,12,ZIRANDARO,73,1996,PRI
GUERRERO,12,ZIRANDARO,73,1997,PRI
GUERRERO,12,ZIRANDARO,73,1998,PRI
GUERRERO,12,ZIRANDARO,73,1999,PRI
GUERRERO,12,ZIRANDARO,73,2000,PRI
GUERRERO,12,ZIRANDARO,73,2001,PRI
GUERRERO,12,ZIRANDARO,73,2002,PRI
GUERRERO,12,ZIRANDARO,73,2003,PRI
GUERRERO,12,ZIRANDARO,73,2004,PRI
GUERRERO,12,ZIRANDARO,73,2005,PRD
GUERRERO,12,ZIRANDARO,73,2006,PRD
GUERRERO,12,ZIRANDARO,73,2007,PRD
GUERRERO,12,ZIRANDARO,73,2008,PRD
GUERRERO,12,ZIRANDARO,73,2009,PRD
GUERRERO,12,ZIRANDARO,73,2010,PRD
GUERRERO,12,ZIRANDARO,73,2011,PRD
GUERRERO,12,ZIRANDARO,73,2012,PRD
GUERRERO,12,ZIRANDARO,73,2013,PRD
GUERRERO,12,ZIRANDARO,73,2014,PRD
GUERRERO,12,ZIRANDARO,73,2015,PRD
GUERRERO,12,ZIRANDARO,73,2016,PRI
GUERRERO,12,ZIRANDARO,73,2017,PRI
GUERRERO,12,ZIRANDARO,73,2018,PRI
GUERRERO,12,ZIRANDARO,73,2019,PRI
GUERRERO,12,ZIRANDARO,73,2020,PRI
GUERRERO,12,ZITLALA,74,1993,PRI
GUERRERO,12,ZITLALA,74,1994,PRI
GUERRERO,12,ZITLALA,74,1995,PRI
GUERRERO,12,ZITLALA,74,1996,PRI
GUERRERO,12,ZITLALA,74,1997,PRI
GUERRERO,12,ZITLALA,74,1998,PRI
GUERRERO,12,ZITLALA,74,1999,PRI
GUERRERO,12,ZITLALA,74,2000,PRI
GUERRERO,12,ZITLALA,74,2001,PRI
GUERRERO,12,ZITLALA,74,2002,PRI
GUERRERO,12,ZITLALA,74,2003,PRI
GUERRERO,12,ZITLALA,74,2004,PRI
GUERRERO,12,ZITLALA,74,2005,PRD
GUERRERO,12,ZITLALA,74,2006,PRD
GUERRERO,12,ZITLALA,74,2007,PRD
GUERRERO,12,ZITLALA,74,2008,PRD
GUERRERO,12,ZITLALA,74,2009,PRD
GUERRERO,12,ZITLALA,74,2010,PRD
GUERRERO,12,ZITLALA,74,2011,PRD
GUERRERO,12,ZITLALA,74,2012,PRD
GUERRERO,12,ZITLALA,74,2013,PRD
GUERRERO,12,ZITLALA,74,2014,PRD
GUERRERO,12,ZITLALA,74,2015,PRD
GUERRERO,12,ZITLALA,74,2016,PRI
GUERRERO,12,ZITLALA,74,2017,PRI
GUERRERO,12,ZITLALA,74,2018,PRI
GUERRERO,12,ZITLALA,74,2019,PRI
GUERRERO,12,ZITLALA,74,2020,PRI
HIDALGO,13,ACATLAN,1,1991,PRI
HIDALGO,13,ACATLAN,1,1992,PRI
HIDALGO,13,ACATLAN,1,1993,PRI
HIDALGO,13,ACATLAN,1,1994,PRI
HIDALGO,13,ACATLAN,1,1995,PRI
HIDALGO,13,ACATLAN,1,1996,PRI
HIDALGO,13,ACATLAN,1,1997,PRI
HIDALGO,13,ACATLAN,1,1998,PRI
HIDALGO,13,ACATLAN,1,1999,PRI
HIDALGO,13,ACATLAN,1,2000,PRI
HIDALGO,13,ACATLAN,1,2001,PRI
HIDALGO,13,ACATLAN,1,2002,PRI
HIDALGO,13,ACATLAN,1,2003,PRI
HIDALGO,13,ACATLAN,1,2004,PRI
HIDALGO,13,ACATLAN,1,2005,PRI
HIDALGO,13,ACATLAN,1,2006,PRI
HIDALGO,13,ACATLAN,1,2007,PRI
HIDALGO,13,ACATLAN,1,2008,PRI
HIDALGO,13,ACATLAN,1,2009,PRI
HIDALGO,13,ACATLAN,1,2010,PRI
HIDALGO,13,ACATLAN,1,2011,PRI
HIDALGO,13,ACATLAN,1,2012,PRI
HIDALGO,13,ACATLAN,1,2013,PRI
HIDALGO,13,ACATLAN,1,2014,PRI
HIDALGO,13,ACATLAN,1,2015,PRI
HIDALGO,13,ACATLAN,1,2016,PRI
HIDALGO,13,ACATLAN,1,2017,PRI
HIDALGO,13,ACATLAN,1,2018,PRI
HIDALGO,13,ACATLAN,1,2019,PRI
HIDALGO,13,ACATLAN,1,2020,PRI
HIDALGO,13,ACAXOCHITLAN,2,1991,PRI
HIDALGO,13,ACAXOCHITLAN,2,1992,PRI
HIDALGO,13,ACAXOCHITLAN,2,1993,PRI
HIDALGO,13,ACAXOCHITLAN,2,1994,PRI
HIDALGO,13,ACAXOCHITLAN,2,1995,PRI
HIDALGO,13,ACAXOCHITLAN,2,1996,PRI
HIDALGO,13,ACAXOCHITLAN,2,1997,PRI
HIDALGO,13,ACAXOCHITLAN,2,1998,PRI
HIDALGO,13,ACAXOCHITLAN,2,1999,PRI
HIDALGO,13,ACAXOCHITLAN,2,2000,PRI
HIDALGO,13,ACAXOCHITLAN,2,2001,PRI
HIDALGO,13,ACAXOCHITLAN,2,2002,PRI
HIDALGO,13,ACAXOCHITLAN,2,2003,PRI
HIDALGO,13,ACAXOCHITLAN,2,2004,PRI
HIDALGO,13,ACAXOCHITLAN,2,2005,PRI
HIDALGO,13,ACAXOCHITLAN,2,2006,PRI
HIDALGO,13,ACAXOCHITLAN,2,2007,PRI
HIDALGO,13,ACAXOCHITLAN,2,2008,PRI
HIDALGO,13,ACAXOCHITLAN,2,2009,PRI
HIDALGO,13,ACAXOCHITLAN,2,2010,PRI
HIDALGO,13,ACAXOCHITLAN,2,2011,PRI
HIDALGO,13,ACAXOCHITLAN,2,2012,PRI
HIDALGO,13,ACAXOCHITLAN,2,2013,PRI
HIDALGO,13,ACAXOCHITLAN,2,2014,PRI
HIDALGO,13,ACAXOCHITLAN,2,2015,PRI
HIDALGO,13,ACAXOCHITLAN,2,2016,PRI
HIDALGO,13,ACAXOCHITLAN,2,2017,PRI
HIDALGO,13,ACAXOCHITLAN,2,2018,PRI
HIDALGO,13,ACAXOCHITLAN,2,2019,PRI
HIDALGO,13,ACAXOCHITLAN,2,2020,PRI
HIDALGO,13,ACTOPAN,3,1991,PRI
HIDALGO,13,ACTOPAN,3,1992,PRI
HIDALGO,13,ACTOPAN,3,1993,PRI
HIDALGO,13,ACTOPAN,3,1994,PRI
HIDALGO,13,ACTOPAN,3,1995,PRI
HIDALGO,13,ACTOPAN,3,1996,PRI
HIDALGO,13,ACTOPAN,3,1997,PRI
HIDALGO,13,ACTOPAN,3,1998,PRI
HIDALGO,13,ACTOPAN,3,1999,PRI
HIDALGO,13,ACTOPAN,3,2000,PRI
HIDALGO,13,ACTOPAN,3,2001,PRI
HIDALGO,13,ACTOPAN,3,2002,PRI
HIDALGO,13,ACTOPAN,3,2003,PRI
HIDALGO,13,ACTOPAN,3,2004,PRI
HIDALGO,13,ACTOPAN,3,2005,PRI
HIDALGO,13,ACTOPAN,3,2006,PRI
HIDALGO,13,ACTOPAN,3,2007,PRI
HIDALGO,13,ACTOPAN,3,2008,PRI
HIDALGO,13,ACTOPAN,3,2009,PRI
HIDALGO,13,ACTOPAN,3,2010,PRI
HIDALGO,13,ACTOPAN,3,2011,PRI
HIDALGO,13,ACTOPAN,3,2012,PRI
HIDALGO,13,ACTOPAN,3,2013,PRI
HIDALGO,13,ACTOPAN,3,2014,PRI
HIDALGO,13,ACTOPAN,3,2015,PRI
HIDALGO,13,ACTOPAN,3,2016,PRI
HIDALGO,13,ACTOPAN,3,2017,PRI
HIDALGO,13,ACTOPAN,3,2018,PRI
HIDALGO,13,ACTOPAN,3,2019,PRI
HIDALGO,13,ACTOPAN,3,2020,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,1991,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,1992,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,1993,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,1994,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,1995,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,1996,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,1997,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,1998,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,1999,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2000,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2001,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2002,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2003,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2004,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2005,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2006,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2007,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2008,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2009,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2010,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2011,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2012,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2013,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2014,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2015,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2016,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2017,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2018,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2019,PRI
HIDALGO,13,AGUA BLANCA DE ITURBIDE,4,2020,PRI
HIDALGO,13,AJACUBA,5,1991,PRI
HIDALGO,13,AJACUBA,5,1992,PRI
HIDALGO,13,AJACUBA,5,1993,PRI
HIDALGO,13,AJACUBA,5,1994,PRI
HIDALGO,13,AJACUBA,5,1995,PRI
HIDALGO,13,AJACUBA,5,1996,PRI
HIDALGO,13,AJACUBA,5,1997,PRI
HIDALGO,13,AJACUBA,5,1998,PRI
HIDALGO,13,AJACUBA,5,1999,PRI
HIDALGO,13,AJACUBA,5,2000,PRI
HIDALGO,13,AJACUBA,5,2001,PRI
HIDALGO,13,AJACUBA,5,2002,PRI
HIDALGO,13,AJACUBA,5,2003,PRI
HIDALGO,13,AJACUBA,5,2004,PRI
HIDALGO,13,AJACUBA,5,2005,PRI
HIDALGO,13,AJACUBA,5,2006,PRI
HIDALGO,13,AJACUBA,5,2007,PRI
HIDALGO,13,AJACUBA,5,2008,PRI
HIDALGO,13,AJACUBA,5,2009,PRI
HIDALGO,13,AJACUBA,5,2010,PRI
HIDALGO,13,AJACUBA,5,2011,PRI
HIDALGO,13,AJACUBA,5,2012,PRI
HIDALGO,13,AJACUBA,5,2013,PRI
HIDALGO,13,AJACUBA,5,2014,PRI
HIDALGO,13,AJACUBA,5,2015,PRI
HIDALGO,13,AJACUBA,5,2016,PRI
HIDALGO,13,AJACUBA,5,2017,PRI
HIDALGO,13,AJACUBA,5,2018,PRI
HIDALGO,13,AJACUBA,5,2019,PRI
HIDALGO,13,AJACUBA,5,2020,PRI
HIDALGO,13,ALFAJAYUCAN,6,1991,PRI
HIDALGO,13,ALFAJAYUCAN,6,1992,PRI
HIDALGO,13,ALFAJAYUCAN,6,1993,PRI
HIDALGO,13,ALFAJAYUCAN,6,1994,PRI
