CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1678,B,10,39,60,17,8,32,155,22,4,1,1,0,0,4,0,0,353,17,370,538,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,55,B,84,106,12,11,2,7,65,49,7,1,0,0,0,5,10,2,359,5,366,655,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1841,C01,16,53,18,1,2,4,89,14,3,0,0,0,0,4,5,0,209,10,219,406,ACTA CASILLA,,,
2,32,ZACATECAS,9,LORETO,54,VILLA GARCIA,1665,C01,5,89,16,16,8,19,132,34,0,6,0,3,0,8,1,0,337,14,351,471,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,739,B,23,180,27,55,7,0,66,51,0,1,3,0,0,1,0,0,414,12,426,664,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1550,B,1,51,37,0,3,0,0,0,0,0,0,0,0,0,0,0,92,1,93,172,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,57,B,23,134,72,20,6,5,56,64,12,1,0,0,1,5,4,0,403,15,418,742,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1122,B,2,44,2,5,5,0,89,4,0,0,0,0,0,3,3,0,157,3,160,220,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1842,B,12,73,17,5,5,3,109,13,3,0,0,0,0,4,5,0,249,6,255,396,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1551,B,10,141,68,2,1,1,37,10,10,0,0,0,0,1,0,0,281,25,306,457,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,583,B,47,100,2,19,11,13,60,35,1,0,2,0,0,2,3,2,295,21,318,691,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,15,GENARO CODINA,369,B,16,119,42,4,31,2,15,22,4,1,10,0,0,9,13,0,288,23,311,389,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1570,B,18,62,17,3,2,0,21,12,3,1,2,0,0,1,0,0,142,2,144,231,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,15,GENARO CODINA,364,B,15,133,36,4,70,3,56,31,3,9,31,0,1,7,19,0,418,13,431,631,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,54,C04,61,87,15,8,7,4,62,63,4,0,2,0,0,5,12,0,330,2,332,608,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1544,B,5,49,37,2,0,0,35,8,3,0,0,0,0,1,0,0,140,4,144,232,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,22,JUCHIPILA,743,B,76,101,14,5,7,3,133,11,5,0,1,1,0,8,2,0,367,24,391,711,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,VILLANUEVA,15,GENARO CODINA,364,E01,6,57,12,6,12,1,25,18,3,2,0,0,0,2,3,0,147,6,153,228,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1677,B,5,40,62,19,18,36,135,23,5,1,1,1,4,2,0,0,352,9,361,501,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,580,B,53,133,8,10,9,5,27,39,4,0,1,0,0,2,3,0,294,7,301,574,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1841,B,18,67,22,3,3,2,89,23,1,1,2,0,1,7,5,0,244,2,246,407,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,507,C03,16,105,30,11,6,3,108,25,1,1,0,2,0,5,5,0,318,16,334,668,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,391,B,12,119,6,7,1,2,247,45,1,6,1,0,0,3,5,0,455,10,465,697,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,581,B,67,90,9,7,2,7,47,15,3,0,4,0,0,1,2,0,254,11,265,434,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1678,C01,7,27,84,20,11,14,190,18,4,0,1,0,1,0,1,0,378,17,395,538,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1842,C01,11,67,8,9,2,2,99,18,0,0,0,0,0,4,4,0,224,3,227,395,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,530,C01,11,111,74,19,12,5,54,38,2,2,1,0,0,1,3,0,333,16,349,516,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1123,B,1,119,30,1,3,1,102,2,1,0,0,0,0,2,1,0,263,17,280,398,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1371,B,14,25,30,3,3,4,36,6,1,8,1,0,0,1,0,0,132,6,138,237,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1124,B,2,138,5,2,11,3,188,2,0,0,0,0,1,3,0,0,355,14,369,540,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,218,B,0,133,5,11,4,1,186,3,0,0,1,0,0,1,0,0,345,9,354,489,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1558,B,11,72,48,2,0,0,17,2,0,0,0,0,0,0,0,0,152,2,154,257,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1843,C01,14,61,8,5,2,3,118,22,1,0,0,0,0,9,4,0,247,4,251,430,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1684,B,7,42,61,33,10,87,40,26,2,1,0,1,1,3,5,0,319,16,335,547,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,586,E01,25,64,7,8,6,4,51,13,2,0,0,0,0,1,3,0,184,7,191,417,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1777,B,23,109,18,6,7,3,178,13,2,2,1,0,0,6,9,0,377,13,390,561,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1559,B,14,232,120,5,8,0,75,28,3,0,0,0,0,2,0,0,487,9,496,684,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,15,GENARO CODINA,372,B,1,37,12,3,8,1,43,10,0,0,1,0,0,2,2,0,120,2,122,164,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,471,C02,24,71,28,8,9,1,126,22,0,0,0,0,0,6,8,0,303,7,310,591,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,6,FRESNILLO,13,FRESNILLO,203,B,38,120,11,5,3,7,128,28,1,0,1,0,0,6,7,0,355,7,362,607,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1160,B,2,191,2,3,1,0,68,1,0,0,0,0,0,1,0,0,269,7,276,342,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,57,C01,25,122,43,18,8,11,64,55,17,1,1,0,0,8,6,1,379,19,399,742,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1553,B,1,82,9,0,3,0,15,20,0,0,1,0,0,0,0,0,131,7,138,204,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1845,C01,10,81,13,2,3,3,108,13,1,0,0,1,0,7,1,0,243,3,246,389,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1555,B,8,100,41,2,1,1,18,11,2,0,0,0,0,0,0,0,184,2,186,316,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,58,B,8,60,20,11,1,4,53,27,6,0,0,0,0,3,4,0,197,4,201,389,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,157,C01,31,102,18,4,2,9,133,39,0,2,1,1,0,3,11,0,356,8,364,677,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1843,B,13,76,13,5,3,3,100,24,1,0,1,0,0,3,5,0,247,6,253,431,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,528,B,11,118,90,28,8,10,104,34,7,1,3,2,0,1,1,0,418,13,431,715,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1372,B,25,30,9,3,8,0,7,4,5,2,1,0,0,1,0,0,95,2,97,171,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,586,B,16,39,4,1,4,0,20,14,1,0,0,0,0,0,0,0,99,3,102,217,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,157,B,38,110,15,4,3,8,150,26,0,0,2,0,0,4,9,1,369,12,382,677,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,8,OJOCALIENTE,55,VILLA GONZALEZ ORTEGA,1685,B,10,47,36,16,8,42,64,11,2,0,0,2,0,2,2,0,242,1,243,440,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,5,CALERA,60,B,4,37,15,4,3,0,11,8,1,0,0,0,0,4,1,0,88,3,91,134,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,15,GENARO CODINA,371,B,19,95,19,9,29,0,28,21,3,0,10,0,0,14,14,0,261,16,277,429,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1375,B,71,39,32,5,3,1,25,19,6,0,0,0,0,0,0,0,201,9,210,320,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1557,B,6,72,79,2,1,1,35,12,8,0,0,0,0,0,0,0,216,4,220,358,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1127,C01,3,191,19,8,25,3,228,11,1,1,4,0,0,7,5,0,506,9,515,706,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,15,GENARO CODINA,377,B,4,41,16,3,6,2,13,14,2,0,2,0,0,4,1,0,108,1,109,166,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,223,B,0,84,5,2,0,2,48,5,1,1,0,0,0,1,0,0,149,0,149,228,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,269,B,19,97,12,11,0,5,104,22,0,0,0,0,0,1,2,0,273,2,275,474,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,227,B,4,146,4,20,8,1,188,18,0,0,2,0,1,0,2,0,394,3,397,478,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,946,B,38,77,25,8,1,14,133,20,2,0,1,0,0,24,7,0,350,11,361,490,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1128,B,1,154,2,3,1,3,141,3,0,0,0,0,0,0,2,0,310,6,316,421,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1563,B,26,208,82,2,0,0,64,13,8,0,2,1,0,0,0,0,406,6,412,597,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,528,C01,7,105,91,35,8,14,109,61,9,1,2,0,0,1,2,0,445,11,456,715,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,507,C05,16,110,28,12,5,4,90,43,1,1,1,0,0,1,5,0,317,9,326,667,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1129,B,6,164,33,6,3,3,134,7,3,2,1,1,0,1,2,0,366,4,370,536,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,947,C01,24,86,52,10,3,22,156,32,8,0,0,0,0,18,23,0,434,12,446,624,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,537,C01,12,138,25,19,7,2,137,31,4,0,0,1,0,6,2,0,384,11,395,643,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1566,B,8,40,34,0,0,2,9,5,2,0,0,0,0,0,0,0,100,2,102,183,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,270,C01,7,68,4,12,7,5,184,14,0,1,0,0,0,1,2,0,305,5,310,534,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,224,B,5,51,5,7,1,4,94,20,0,0,0,0,0,1,1,0,189,4,193,331,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1125,B,2,142,13,4,6,2,168,4,0,0,0,0,0,2,2,0,345,11,356,568,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,587,B,45,48,7,25,12,7,53,40,3,1,0,0,0,5,0,0,246,10,256,480,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,220,B,4,128,9,7,33,1,131,14,0,0,1,0,0,2,0,0,330,8,338,487,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1383,B,8,4,25,2,1,2,14,12,4,1,0,0,0,0,1,0,74,7,81,178,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,588,B,26,50,7,3,2,4,15,9,1,0,0,0,0,0,0,0,117,10,127,203,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,945,B,23,83,21,7,2,18,110,39,2,0,0,0,0,23,18,0,346,3,349,516,ACTA CASILLA,,,
2,32,ZACATECAS,9,LORETO,54,VILLA GARCIA,1662,B,19,157,11,19,7,20,181,59,1,1,0,1,1,1,4,0,482,0,482,691,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,272,C01,10,95,2,6,4,1,194,22,1,0,1,1,0,0,0,0,337,8,345,592,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1127,B,0,171,24,10,32,1,252,6,0,1,0,0,0,6,2,0,505,9,514,706,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,15,GENARO CODINA,375,B,3,12,10,3,46,0,6,8,1,3,14,1,0,1,1,0,109,2,111,180,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,589,B,40,73,7,9,3,8,36,32,0,0,2,0,1,2,5,0,218,11,229,498,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1560,B,1,132,85,0,2,0,31,9,4,1,1,0,0,0,1,0,267,4,271,410,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,945,C01,24,64,14,4,2,21,135,27,2,0,0,0,0,22,29,0,344,9,353,516,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,70,B,49,28,3,2,18,35,145,14,2,0,1,0,0,1,1,0,299,11,310,443,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1562,B,3,176,81,4,0,0,49,18,5,0,0,0,0,0,0,0,336,7,343,474,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,36,OJOCALIENTE,1042,C01,12,123,21,41,5,7,106,42,1,3,1,1,0,1,6,0,370,8,378,610,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1130,B,3,268,19,6,9,0,163,10,0,2,3,1,0,3,0,0,487,13,500,648,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1844,C01,16,91,17,2,4,2,92,17,4,2,0,0,0,8,4,0,259,4,263,497,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1131,B,2,130,15,0,4,0,118,4,0,0,0,0,0,0,0,0,273,4,277,390,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1568,B,2,34,15,0,2,0,10,6,0,0,0,0,0,0,0,0,69,5,74,113,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1580,B,16,100,64,6,2,0,20,8,4,0,1,0,0,0,0,0,221,7,228,372,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,590,B,23,42,8,27,6,7,23,20,0,0,1,0,0,1,1,0,159,4,163,308,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,591,B,12,46,3,6,6,8,8,13,1,0,0,0,0,3,0,0,106,9,115,236,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,270,B,7,77,5,11,9,0,180,22,0,0,0,0,0,0,2,0,313,8,321,534,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,593,B,13,115,5,11,4,10,16,20,1,0,2,0,0,1,1,0,199,8,207,356,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1844,B,24,95,15,3,2,6,126,16,1,0,0,0,0,6,10,0,304,0,304,497,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,228,B,11,112,32,15,5,4,134,21,2,0,1,0,0,0,4,0,341,5,346,544,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,948,B,26,74,32,8,1,23,108,32,2,0,1,0,0,45,18,0,370,7,377,511,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1567,B,25,42,30,1,3,1,12,2,2,0,1,0,0,0,0,0,119,2,121,167,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,40,RIO GRANDE,1226,C02,29,97,12,23,8,5,105,26,3,0,0,0,0,2,0,0,310,11,321,544,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,271,C01,11,117,4,10,5,3,240,30,1,0,1,1,0,2,3,0,428,10,438,733,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1569,B,11,104,62,2,3,1,41,4,2,0,0,0,0,0,1,0,231,6,237,399,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,596,B,33,112,8,4,17,4,25,5,1,0,0,0,1,1,3,0,214,10,224,452,ACTA CASILLA,,,
2,32,ZACATECAS,8,OJOCALIENTE,50,TRANCOSO,516,B,10,96,99,31,3,33,34,13,9,8,0,1,5,0,1,0,343,27,370,665,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1845,B,18,71,14,1,2,5,101,13,2,0,0,0,0,4,5,0,236,4,240,390,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,948,C01,23,73,29,6,2,21,110,34,4,0,0,0,1,31,18,0,352,7,359,510,ACTA CASILLA,,,
2,32,ZACATECAS,17,SOMBRERETE,43,SOMBRERETE,1347,B,37,42,36,11,24,8,16,10,6,0,1,1,1,0,0,0,193,12,205,435,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,599,B,58,97,9,8,10,12,43,35,1,0,0,0,0,1,1,0,275,6,281,469,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,58,ZACATECAS,1785,B,15,176,18,7,5,1,232,17,1,0,2,0,0,4,4,0,482,8,490,726,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1575,B,0,56,26,0,1,0,12,3,1,2,0,0,0,0,0,0,101,7,108,214,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1145,B,2,119,16,2,12,3,103,2,0,0,1,0,0,0,4,0,264,6,270,338,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,734,B,8,67,2,42,5,1,58,10,4,3,0,0,0,2,0,0,202,13,215,330,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1579,B,1,55,13,0,0,0,2,11,1,0,1,0,0,0,0,0,84,2,86,149,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,950,B,6,34,3,4,0,20,20,19,0,0,2,0,0,2,3,0,113,3,116,153,ACTA CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,949,B,17,75,14,11,4,20,85,30,2,0,0,0,0,14,31,0,303,3,306,434,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,599,C01,57,99,4,17,7,5,40,27,2,0,2,0,0,1,1,0,262,6,268,469,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1846,B,26,112,32,11,3,2,221,32,2,1,0,0,0,5,12,2,459,7,468,724,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1573,B,7,86,53,0,3,1,35,4,4,1,2,0,0,1,1,1,198,9,208,367,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R MURGUIA,405,B,2,86,35,36,1,0,65,7,1,1,1,0,0,0,0,0,235,6,241,371,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1132,B,1,34,8,2,1,1,105,5,0,1,1,0,0,7,0,0,166,2,168,303,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,794,B,26,62,1,1,12,7,79,96,4,2,2,0,0,4,7,0,303,4,307,418,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1576,B,14,57,32,1,2,1,32,10,2,0,1,0,0,0,0,0,152,3,155,248,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,732,B,2,46,16,65,2,0,59,17,0,0,0,1,0,1,1,0,210,11,221,330,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1847,B,18,82,25,5,1,2,99,27,1,0,0,0,0,7,7,0,274,7,281,520,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1133,B,0,81,8,1,1,2,78,1,0,0,0,0,0,3,1,0,176,5,181,275,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1577,B,3,104,81,3,1,2,21,19,3,0,4,0,0,0,0,0,241,11,252,402,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,228,C02,23,79,15,16,1,4,147,38,4,0,2,0,0,1,0,0,330,13,343,543,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,32,MORELOS,949,C01,34,74,24,5,3,15,102,24,1,0,1,0,0,22,11,0,316,7,323,433,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,601,B,53,71,9,11,7,10,15,20,3,0,0,0,0,1,1,0,201,18,219,302,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,272,B,14,85,2,10,4,4,176,21,0,0,1,0,0,4,2,0,323,9,332,592,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,600,B,6,39,1,0,0,0,11,1,2,0,0,0,0,0,0,0,60,2,62,118,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,735,B,5,40,6,42,3,7,48,19,0,0,0,0,0,0,0,0,170,16,186,341,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,606,C01,102,122,19,10,4,1,65,44,6,2,1,0,0,6,10,1,392,19,412,689,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1847,C01,23,67,24,2,2,1,135,18,2,2,0,0,0,5,4,0,285,6,291,519,ACTA CASILLA,,,
2,32,ZACATECAS,15,PINOS,39,PINOS,1135,B,3,278,5,17,2,4,134,10,0,0,0,0,0,4,7,0,464,12,476,692,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,606,B,114,108,20,11,4,6,63,50,5,1,1,1,0,3,15,0,402,22,424,690,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,603,B,4,29,2,2,4,1,16,11,0,0,0,0,0,0,0,0,69,2,71,168,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1582,B,4,25,18,0,1,1,10,5,1,0,0,0,0,0,1,0,66,2,68,112,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,460,B,23,84,22,3,1,3,133,10,3,0,1,0,0,16,0,1,299,5,305,505,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1584,B,33,147,38,1,0,1,23,6,3,0,0,1,0,1,0,0,254,10,264,394,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,605,B,23,53,7,6,2,2,13,11,0,0,1,2,0,0,1,0,121,3,124,210,ACTA CASILLA,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,232,C01,13,122,11,18,4,7,83,53,2,0,0,0,0,3,1,0,317,8,325,460,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,FRESNILLO,13,FRESNILLO,273,B,3,38,5,0,1,1,52,6,2,1,0,0,0,0,0,0,109,5,114,199,ACTA CASILLA,,,
2,32,ZACATECAS,3,GUADALUPE,16,GUADALUPE,460,C01,23,94,28,6,3,2,119,15,4,0,0,1,0,10,11,0,316,4,320,505,ACTA CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,58,ZACATECAS,1849,B,13,69,26,7,1,1,102,17,3,0,1,0,0,8,8,1,256,8,265,499,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,606,C03,101,118,30,11,6,5,63,37,3,1,1,0,0,4,18,0,398,14,412,689,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,795,B,29,75,10,2,15,8,124,116,2,2,0,0,0,0,2,0,385,7,392,579,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,977,B,44,54,3,17,3,1,68,21,4,0,2,0,0,3,2,0,222,8,230,423,ACTA CASILLA,,,
