MUNICIPIO,DISTRITO,SECCION,TIPO DE CASILLA,LISTA NOMINAL,PAN,PRI,PRI-PVEM,PRD,PT,PVEM,CONV,PY,PAY,NO REGISTRADOS,NULOS,TOTAL
Mérida,5,325,0325 Básica,501,102,0,106,4,2,0,0,2,0,0,11,227
Mérida,5,325,0325 Contigua 1,501,121,0,118,4,1,0,0,3,0,0,9,256
Mérida,5,325,0325 Contigua 2,502,98,0,147,5,2,0,2,0,0,0,4,258
Mérida,5,326,0326 Básica,542,186,0,137,5,0,0,3,6,0,0,4,341
Mérida,5,326,0326 Contigua 1,542,177,0,147,9,2,0,2,1,0,0,2,340
Mérida,5,327,0327 Básica,518,152,0,112,7,3,0,2,2,0,0,8,286
Mérida,5,327,0327 Contigua 1,518,154,0,126,8,2,0,3,4,0,0,12,309
Mérida,5,327,0327 Contigua 2,519,138,0,134,6,5,0,1,5,0,0,0,289
Mérida,5,328,0328 Básica,558,217,0,133,7,2,0,2,1,0,0,3,365
Mérida,5,328,0328 Contigua 1,558,203,0,155,5,2,0,1,2,1,0,10,379
Mérida,5,329,0329 Básica,632,240,0,144,15,0,0,2,2,0,0,6,409
Mérida,5,329,0329 Contigua 1,633,239,0,168,10,1,0,0,1,0,0,6,425
Mérida,5,330,0330 Básica,425,167,0,99,4,1,0,3,1,0,0,10,285
Mérida,5,330,0330 Contigua 1,426,138,0,117,7,2,0,1,0,0,0,2,267
Mérida,1,331,0331 Básica,492,162,0,114,5,1,0,1,0,0,0,8,291
Mérida,1,331,0331 Contigua 1,493,192,0,109,8,2,0,0,0,0,0,6,317
Mérida,1,332,0332 Básica,496,186,0,115,7,3,0,2,3,0,0,6,322
Mérida,1,332,0332 Contigua 1,496,216,0,87,8,2,0,0,0,0,1,6,320
Mérida,1,333,0333 Básica,520,202,0,132,6,1,0,2,3,0,0,5,351
Mérida,1,333,0333 Contigua 1,520,202,0,118,6,2,0,0,1,0,0,5,334
Mérida,1,334,0334 Básica,693,318,0,138,7,1,0,1,0,0,0,4,469
Mérida,1,335,0335 Básica,540,201,0,117,5,2,0,5,0,0,0,5,335
Mérida,1,335,0335 Contigua 1,541,225,0,104,5,1,0,2,0,0,0,4,341
Mérida,2,336,0336 Básica,428,180,0,103,5,1,0,0,0,0,0,8,297
Mérida,2,336,0336 Contigua 1,428,187,0,85,5,2,0,1,1,0,0,8,289
Mérida,2,337,0337 Básica,404,135,0,93,9,1,0,0,2,0,0,1,241
Mérida,2,337,0337 Contigua 1,405,130,0,98,6,3,0,5,2,0,0,8,252
Mérida,4,338,0338 Básica,465,177,0,118,6,3,0,3,0,0,0,2,309
Mérida,4,338,0338 Contigua 1,465,146,0,105,4,1,0,5,3,0,0,5,269
Mérida,4,339,0339 Básica,412,125,0,138,1,0,0,0,1,0,0,4,269
Mérida,4,339,0339 Contigua 1,413,144,0,110,3,4,0,1,2,0,0,2,266
Mérida,3,340,0340 Básica,429,160,0,124,3,3,0,2,1,0,0,0,293
Mérida,3,340,0340 Contigua 1,430,133,0,128,2,4,0,2,7,1,0,7,284
Mérida,3,341,0341 Básica,483,165,0,137,8,2,0,2,2,1,0,8,325
Mérida,3,341,0341 Contigua 1,483,153,0,136,6,2,0,2,1,0,0,7,307
Mérida,3,342,0342 Básica,543,170,0,190,13,1,0,6,2,0,0,6,388
Mérida,3,342,0342 Contigua 1,543,187,0,149,3,2,0,3,4,0,0,7,355
Mérida,3,343,0343 Básica,397,62,0,153,4,2,0,0,0,0,0,2,223
Mérida,3,343,0343 Contigua 1,398,53,0,138,5,4,0,0,1,0,0,5,206
Mérida,3,344,0344 Básica,404,108,0,135,3,4,0,2,1,0,0,4,257
Mérida,3,344,0344 Contigua 1,404,87,0,123,2,2,0,3,3,1,0,0,221
Mérida,3,345,0345 Básica,655,151,0,200,14,3,0,0,2,0,0,19,389
Mérida,3,346,0346 Básica,460,164,0,122,1,2,0,1,0,1,0,7,298
Mérida,3,346,0346 Contigua 1,460,139,0,108,7,2,0,6,2,0,0,7,271
Mérida,3,347,0347 Básica,535,170,0,158,9,4,0,1,0,0,1,4,347
Mérida,3,347,0347 Contigua 1,535,179,0,153,7,1,0,1,2,0,0,3,346
Mérida,3,348,0348 Básica,411,140,0,120,4,1,0,1,4,1,0,12,283
Mérida,3,348,0348 Contigua 1,411,140,0,134,5,2,0,0,2,0,0,12,295
Mérida,3,349,0349 Básica,493,174,0,149,9,2,0,0,1,1,0,7,343
Mérida,3,349,0349 Contigua 1,493,171,0,162,7,0,0,1,1,1,0,2,345
Mérida,2,350,0350 Básica,433,177,0,116,6,0,0,0,2,0,0,3,304
Mérida,2,350,0350 Contigua 1,434,158,0,116,2,3,0,0,0,0,0,7,286
Mérida,2,351,0351 Básica,567,232,0,118,6,1,0,6,2,1,1,7,374
Mérida,2,351,0351 Contigua 1,567,231,0,139,6,4,0,0,1,0,0,0,381
Mérida,2,352,0352 Básica,460,182,0,115,4,0,0,1,4,0,0,4,310
Mérida,2,352,0352 Contigua 1,461,175,0,99,2,2,0,2,2,0,0,4,286
Mérida,2,353,0353 Básica,418,152,0,74,4,4,0,1,3,0,0,3,241
Mérida,2,353,0353 Contigua 1,419,176,0,71,5,2,0,0,1,0,0,4,259
Mérida,2,354,0354 Básica,560,230,0,92,6,5,0,0,0,0,0,9,342
Mérida,2,354,0354 Contigua 1,561,220,0,122,4,1,0,0,0,0,0,3,350
Mérida,1,355,0355 Básica,646,233,0,150,10,1,0,1,1,0,0,14,410
Mérida,1,355,0355 Contigua 1,646,254,0,122,8,2,0,2,1,1,0,10,400
Mérida,1,356,0356 Básica,678,251,0,170,9,1,0,3,4,0,0,0,438
Mérida,1,356,0356 Contigua 1,679,267,0,197,5,1,0,3,1,0,0,8,482
Mérida,1,357,0357 Básica,421,172,0,80,3,3,0,2,0,0,0,7,267
Mérida,1,357,0357 Contigua 1,422,144,0,119,10,1,0,2,1,0,0,4,281
Mérida,1,358,0358 Básica,590,207,0,137,5,1,0,4,1,1,0,5,361
Mérida,1,358,0358 Contigua 1,591,205,0,158,6,3,0,2,2,1,0,6,383
Mérida,5,359,0359 Básica,611,206,0,156,5,2,0,1,2,0,1,4,377
Mérida,5,359,0359 Contigua 1,611,214,0,117,7,0,0,2,3,1,0,6,350
Mérida,5,360,0360 Básica,487,151,0,120,4,0,0,2,2,0,0,9,288
Mérida,5,360,0360 Contigua 1,487,175,0,108,6,1,0,5,3,1,0,5,304
Mérida,5,361,0361 Básica,451,80,0,127,6,0,0,1,0,0,0,0,214
Mérida,5,361,0361 Contigua 1,452,96,0,117,5,1,0,1,1,0,0,0,221
Mérida,1,362,0362 Básica,680,195,0,164,5,3,0,3,2,0,0,6,378
Mérida,1,362,0362 Contigua 1,680,191,0,190,5,5,0,2,2,0,0,12,407
Mérida,1,363,0363 Básica,670,228,0,159,3,1,0,3,4,0,0,15,413
Mérida,1,363,0363 Contigua 1,670,280,0,149,5,2,0,0,3,0,0,9,448
Mérida,2,364,0364 Básica,594,201,0,158,4,0,0,2,1,0,0,7,373
Mérida,2,365,0365 Básica,387,132,0,98,7,1,0,4,0,1,0,6,249
Mérida,2,365,0365 Contigua 1,388,116,0,93,5,7,0,2,1,0,0,6,230
Mérida,2,366,0366 Básica,414,150,0,92,12,0,0,2,2,1,0,5,264
Mérida,2,366,0366 Contigua 1,414,179,0,82,11,0,0,3,2,0,0,1,278
Mérida,2,367,0367 Básica,572,212,0,126,10,2,0,8,0,0,0,6,364
Mérida,2,367,0367 Contigua 1,573,216,0,127,8,5,0,1,4,0,0,11,372
Mérida,2,368,0368 Básica,454,152,0,98,4,3,0,4,1,0,0,7,269
Mérida,2,368,0368 Contigua 1,455,141,0,119,6,0,0,2,2,0,0,3,273
Mérida,3,369,0369 Básica,463,131,0,130,6,2,0,3,0,0,0,3,275
Mérida,3,369,0369 Contigua 1,463,131,0,122,5,6,0,2,1,1,0,3,271
Mérida,3,370,0370 Básica,442,169,0,104,5,4,0,1,1,0,0,5,289
Mérida,3,370,0370 Contigua 1,443,162,0,123,5,4,0,3,2,0,0,0,299
Mérida,3,371,0371 Básica,492,168,0,120,8,1,0,2,0,0,0,10,309
Mérida,3,371,0371 Contigua 1,492,176,0,126,6,2,0,0,2,0,0,7,319
Mérida,3,372,0372 Básica,424,141,0,139,6,2,0,1,1,0,0,5,295
Mérida,3,372,0372 Contigua 1,424,161,0,90,3,2,0,1,0,0,0,6,263
Mérida,3,373,0373 Básica,697,253,0,136,7,5,0,1,4,0,0,12,418
Mérida,3,373,0373 Contigua 1,697,227,0,174,15,7,0,4,2,0,0,4,433
Mérida,3,374,0374 Básica,704,135,0,181,4,2,0,0,12,0,0,18,352
Mérida,3,375,0375 Básica,515,79,0,150,1,2,0,1,4,1,0,10,248
Mérida,3,375,0375 Contigua 1,515,91,0,157,1,0,0,0,1,0,0,12,262
Mérida,3,376,0376 Básica,521,155,0,112,7,2,0,3,3,0,1,5,288
Mérida,3,376,0376 Contigua 1,522,161,0,122,6,1,0,3,2,0,0,0,295
Mérida,3,377,0377 Básica,447,121,0,151,9,3,0,1,3,1,0,4,293
Mérida,3,377,0377 Contigua 1,447,134,0,118,10,1,0,0,0,0,0,4,267
Mérida,3,378,0378 Básica,571,137,0,143,5,0,0,1,3,1,0,29,319
Mérida,3,378,0378 Contigua 1,571,128,0,121,3,7,0,2,2,0,0,12,275
Mérida,3,379,0379 Básica,473,158,0,116,6,2,0,1,1,1,0,4,289
Mérida,3,379,0379 Contigua 1,473,135,0,130,2,4,0,1,4,0,0,13,289
Mérida,3,380,0380 Básica,662,188,0,200,5,1,0,0,3,0,0,16,413
Mérida,3,381,0381 Básica,412,95,0,154,1,2,0,0,1,0,0,8,261
Mérida,3,381,0381 Contigua 1,412,70,0,154,2,1,0,0,1,0,0,8,236
Mérida,3,382,0382 Básica,731,167,0,173,9,1,0,3,3,0,0,5,361
Mérida,3,382,0382 Contigua 1,732,156,0,182,1,4,0,2,4,0,0,5,354
Mérida,3,382,0382 Contigua 2,732,152,0,179,7,3,0,0,1,0,0,6,348
Mérida,3,382,0382 Contigua 3,732,153,0,177,8,1,0,1,0,2,0,7,349
Mérida,3,382,0382 Contigua 4,732,155,0,189,6,0,0,1,4,1,0,2,358
Mérida,3,382,0382 Contigua 5,732,144,0,170,6,4,0,3,2,0,0,10,339
Mérida,3,382,0382 Contigua 6,732,172,0,171,2,2,0,2,2,0,0,3,354
Mérida,3,383,0383 Básica,572,162,0,142,7,2,0,2,4,0,0,7,326
Mérida,3,383,0383 Contigua 1,572,204,0,133,3,1,0,1,5,0,0,3,350
Mérida,3,384,0384 Básica,628,192,0,154,6,5,0,3,5,0,0,5,370
Mérida,3,385,0385 Básica,666,193,0,151,5,1,0,2,1,0,0,7,360
Mérida,3,386,0386 Básica,475,111,0,129,0,3,0,3,2,0,0,10,258
Mérida,3,386,0386 Contigua 1,476,120,0,134,3,2,0,1,0,0,0,9,269
Mérida,3,387,0387 Básica,426,104,0,104,2,3,0,1,2,0,0,4,220
Mérida,3,387,0387 Contigua 1,426,93,0,108,1,1,0,2,3,0,0,4,212
Mérida,3,388,0388 Básica,573,180,0,135,11,1,0,2,1,0,0,6,336
Mérida,3,388,0388 Contigua 1,573,174,0,162,12,2,0,2,0,0,0,2,354
Mérida,3,389,0389 Básica,427,125,0,141,5,2,0,0,1,0,0,6,280
Mérida,3,389,0389 Contigua 1,428,124,0,138,7,0,0,3,1,0,0,6,279
Mérida,3,390,0390 Básica,375,0,0,0,0,0,0,0,0,0,0,0,0
Mérida,3,390,0390 Contigua 1,376,99,0,95,7,3,0,0,4,0,0,0,208
Mérida,2,391,0391 Básica,635,192,0,161,5,1,0,4,4,0,0,4,371
Mérida,2,391,0391 Contigua 1,635,195,0,152,3,7,0,3,1,0,0,9,370
Mérida,2,392,0392 Básica,460,0,0,0,0,0,0,0,0,0,0,0,0
Mérida,2,392,0392 Contigua 1,460,114,0,139,3,2,0,1,0,0,0,5,264
Mérida,2,393,0393 Básica,455,141,0,123,7,8,0,2,1,0,0,8,290
Mérida,2,393,0393 Contigua 1,456,157,0,130,5,1,0,0,1,0,0,2,296
Mérida,2,394,0394 Básica,709,230,0,165,8,4,0,4,1,0,0,9,421
Mérida,2,395,0395 Básica,706,238,0,154,17,4,0,2,2,1,0,5,423
Mérida,2,396,0396 Básica,377,106,0,76,1,1,0,0,0,0,0,4,188
Mérida,2,396,0396 Contigua 1,378,106,0,94,2,0,0,0,1,2,0,3,208
Mérida,1,397,0397 Básica,417,150,0,93,8,0,0,2,3,0,0,4,260
Mérida,1,397,0397 Contigua 1,417,171,0,110,6,2,0,2,2,0,0,1,294
Mérida,1,398,0398 Básica,432,151,0,101,5,0,0,3,1,0,0,8,269
Mérida,1,398,0398 Contigua 1,432,141,0,115,0,1,0,2,0,1,0,5,265
Mérida,5,399,0399 Básica,467,158,0,112,3,0,0,3,1,0,0,12,289
Mérida,5,399,0399 Contigua 1,468,151,0,113,4,0,0,2,0,0,0,11,281
Mérida,5,400,0400 Básica,472,173,0,106,4,1,0,2,1,0,0,0,287
Mérida,5,400,0400 Contigua 1,472,142,0,108,1,2,0,0,3,0,0,10,266
Mérida,5,401,0401 Básica,505,147,0,133,5,0,0,4,0,1,0,7,297
Mérida,5,401,0401 Contigua 1,505,158,0,114,5,1,0,4,4,0,0,11,297
Mérida,5,402,0402 Básica,580,140,0,174,5,0,0,0,4,0,0,9,332
Mérida,5,402,0402 Contigua 1,580,137,0,188,5,2,0,3,2,1,0,0,338
Mérida,5,403,0403 Básica,540,100,0,131,12,1,0,2,3,1,0,13,263
Mérida,5,403,0403 Contigua 1,541,90,0,180,2,1,0,2,3,0,0,11,289
Mérida,5,403,0403 Contigua 2,541,119,0,126,3,0,0,1,0,1,0,6,256
Mérida,5,404,0404 Básica,686,165,0,179,2,3,0,0,1,0,0,26,376
Mérida,5,404,0404 Contigua 1,687,149,0,175,7,3,0,4,2,0,0,11,351
Mérida,5,405,0405 Básica,522,135,0,154,3,0,0,1,0,1,0,10,304
Mérida,5,405,0405 Contigua 1,523,136,0,135,2,0,0,1,1,0,0,11,286
Mérida,5,406,0406 Básica,570,152,0,175,10,2,0,3,3,0,0,8,353
Mérida,5,406,0406 Contigua 1,570,172,0,145,5,4,0,6,2,0,0,11,345
Mérida,1,407,0407 Básica,486,150,0,122,6,1,0,6,0,0,0,6,291
Mérida,1,407,0407 Contigua 1,486,149,0,138,8,2,0,12,1,0,0,2,312
Mérida,1,408,0408 Básica,484,159,0,126,9,2,0,8,4,0,0,4,312
Mérida,1,408,0408 Contigua 1,484,174,0,115,2,1,0,6,0,0,0,10,308
Mérida,1,409,0409 Básica,457,153,0,99,6,0,0,2,3,0,0,8,271
Mérida,1,409,0409 Contigua 1,458,127,0,123,1,0,0,1,0,0,0,7,259
Mérida,2,410,0410 Básica,452,147,0,119,4,1,0,2,4,1,0,3,281
Mérida,2,410,0410 Contigua 1,452,132,0,105,4,2,0,2,1,0,0,5,251
Mérida,3,411,0411 Básica,462,105,0,126,5,2,0,1,0,0,0,9,248
Mérida,3,411,0411 Contigua 1,463,116,0,131,5,4,0,2,0,1,0,9,268
Mérida,3,412,0412 Básica,458,147,0,87,2,4,0,0,2,0,0,5,247
Mérida,3,412,0412 Contigua 1,458,138,0,126,3,1,0,1,1,0,0,8,278
Mérida,3,413,0413 Básica,638,174,0,150,1,6,0,1,3,0,0,6,341
Mérida,3,413,0413 Contigua 1,638,144,0,133,2,1,0,1,4,0,0,0,285
Mérida,3,414,0414 Básica,554,189,0,108,5,3,0,1,2,1,0,9,318
Mérida,3,414,0414 Contigua 1,554,170,0,129,9,0,0,1,4,1,0,7,321
Mérida,3,415,0415 Básica,506,183,0,124,9,2,0,1,4,0,0,10,333
Mérida,3,415,0415 Contigua 1,506,161,0,152,17,3,0,1,2,1,0,5,342
Mérida,3,416,0416 Básica,558,163,0,160,3,0,0,1,3,1,0,2,333
Mérida,3,416,0416 Contigua 1,559,196,0,125,8,3,0,2,2,1,0,7,344
Mérida,3,417,0417 Básica,439,137,0,109,6,2,0,2,6,0,0,0,262
Mérida,3,417,0417 Contigua 1,439,134,0,119,7,6,0,1,3,1,0,7,278
Mérida,3,418,0418 Básica,510,132,0,104,0,0,0,0,1,0,0,15,252
Mérida,3,418,0418 Contigua 1,510,120,0,96,3,2,0,1,5,2,0,8,237
Mérida,3,419,0419 Básica,497,143,0,107,2,1,0,1,2,0,0,15,271
Mérida,3,419,0419 Contigua 1,498,138,0,139,1,3,0,1,5,0,0,7,294
Mérida,3,420,0420 Básica,582,175,0,150,6,1,0,0,2,0,0,6,340
Mérida,3,420,0420 Contigua 1,583,127,0,162,4,2,0,0,0,0,0,14,309
Mérida,3,421,0421 Básica,481,95,0,133,3,2,0,0,2,0,0,8,243
Mérida,3,421,0421 Contigua 1,482,104,0,118,4,0,0,0,3,0,0,6,235
Mérida,2,422,0422 Básica,574,137,0,165,4,8,0,2,2,0,0,16,334
Mérida,2,422,0422 Contigua 1,575,146,0,142,10,4,0,1,3,0,0,15,321
Mérida,2,423,0423 Básica,462,124,0,149,8,5,0,0,2,0,0,9,297
Mérida,2,423,0423 Contigua 1,463,155,0,107,5,6,0,3,2,1,0,4,283
Mérida,2,424,0424 Básica,644,185,0,168,8,2,0,5,2,0,0,6,376
Mérida,2,425,0425 Básica,717,214,0,190,7,2,0,2,4,4,0,10,433
Mérida,2,426,0426 Básica,410,108,0,102,14,0,0,2,0,0,0,5,231
Mérida,2,426,0426 Contigua 1,411,133,0,75,15,4,0,0,1,0,0,7,235
Mérida,2,427,0427 Básica,500,164,0,87,10,0,0,0,0,0,0,4,265
Mérida,1,428,0428 Básica,404,137,0,98,3,0,0,0,0,0,0,0,238
Mérida,1,428,0428 Contigua 1,404,130,0,100,2,1,0,1,1,0,0,7,242
Mérida,1,429,0429 Básica,433,163,0,85,5,4,0,0,0,0,0,4,261
Mérida,1,429,0429 Contigua 1,434,144,0,91,6,1,0,4,2,0,0,3,251
Mérida,1,430,0430 Básica,654,219,0,175,9,2,0,1,1,0,0,8,415
Mérida,1,431,0431 Básica,741,242,0,201,5,1,0,3,1,0,0,10,463
Mérida,1,432,0432 Básica,482,155,0,142,0,2,0,4,1,0,0,5,309
Mérida,1,432,0432 Contigua 1,483,163,0,146,6,4,0,1,2,0,0,2,324
Mérida,1,433,0433 Básica,467,182,0,103,4,1,0,5,0,1,0,10,306
Mérida,1,433,0433 Contigua 1,467,178,0,93,4,4,0,3,0,0,0,8,290
Mérida,5,434,0434 Básica,613,204,0,152,3,1,0,5,9,1,0,12,387
Mérida,5,434,0434 Contigua 1,614,187,0,145,6,2,0,3,5,1,0,18,367
Mérida,5,435,0435 Básica,503,141,0,110,7,2,0,2,1,0,0,9,272
Mérida,5,435,0435 Contigua 1,503,116,0,148,7,2,0,1,2,1,0,12,289
Mérida,5,436,0436 Básica,653,179,0,202,11,1,0,3,3,0,0,10,409
Mérida,5,436,0436 Contigua 1,653,160,0,206,8,3,0,2,0,0,0,11,390
Mérida,5,437,0437 Básica,516,178,0,130,3,1,0,0,2,0,0,3,317
Mérida,5,437,0437 Contigua 1,516,187,0,132,6,1,0,0,0,1,0,2,329
Mérida,5,438,0438 Básica,622,201,0,133,6,2,0,5,2,0,0,12,361
Mérida,5,438,0438 Contigua 1,623,168,0,153,4,0,0,2,0,0,0,4,331
Mérida,5,439,0439 Básica,634,155,0,167,3,0,0,2,0,0,0,13,340
Mérida,5,439,0439 Contigua 1,634,150,0,160,2,3,0,1,0,0,0,10,326
Mérida,5,440,0440 Básica,628,166,0,122,11,5,0,2,2,1,0,12,321
Mérida,5,440,0440 Contigua 1,629,154,0,130,6,2,0,2,3,0,0,11,308
Mérida,5,441,0441 Básica,563,134,0,124,4,0,0,1,3,1,0,9,276
Mérida,5,441,0441 Contigua 1,563,134,0,140,3,4,0,2,2,0,0,9,294
Mérida,5,442,0442 Básica,730,169,0,166,5,0,0,3,1,0,0,10,354
Mérida,5,443,0443 Básica,419,92,0,113,1,3,0,3,1,0,0,4,217
Mérida,5,443,0443 Contigua 1,420,87,0,122,3,3,0,0,1,0,0,7,223
Mérida,5,444,0444 Básica,725,186,0,176,5,2,0,3,1,0,0,5,378
Mérida,5,445,0445 Básica,467,110,0,120,2,0,0,1,2,0,0,8,243
Mérida,5,445,0445 Contigua 1,467,111,0,140,4,0,0,4,3,0,0,7,269
Mérida,5,446,0446 Básica,648,166,0,178,2,1,0,0,4,1,0,8,360
Mérida,5,446,0446 Contigua 1,649,182,0,155,3,2,0,1,3,1,0,16,363
Mérida,5,447,0447 Básica,610,157,0,160,7,2,0,0,4,0,0,11,341
Mérida,5,447,0447 Contigua 1,611,170,0,135,5,4,0,5,2,0,0,9,330
Mérida,5,448,0448 Básica,511,171,0,128,6,2,0,2,0,0,0,0,309
Mérida,5,448,0448 Contigua 1,511,171,0,122,2,4,0,0,0,0,0,4,303
Mérida,5,448,0448 Contigua 2,512,165,0,128,3,2,0,0,1,0,0,8,307
Mérida,5,449,0449 Básica,669,224,0,176,5,1,0,0,3,1,0,10,420
Mérida,5,449,0449 Contigua 1,670,213,0,155,3,1,0,1,5,1,0,7,386
Mérida,5,450,0450 Básica,630,219,0,143,3,1,0,0,2,0,0,10,378
Mérida,5,450,0450 Contigua 1,631,202,0,154,2,2,0,0,0,2,0,10,372
Mérida,5,451,0451 Básica,524,149,0,174,9,4,0,3,1,0,0,4,344
Mérida,5,451,0451 Contigua 1,524,145,0,165,6,2,0,1,2,0,0,0,321
Mérida,5,452,0452 Básica,640,147,0,149,6,1,0,3,6,2,0,14,328
Mérida,5,452,0452 Contigua 1,641,162,0,158,0,2,0,5,4,2,0,15,348
Mérida,5,453,0453 Básica,427,139,0,103,1,3,0,3,0,0,0,6,255
Mérida,5,453,0453 Contigua 1,427,141,0,83,5,1,0,3,2,0,0,2,237
Mérida,1,454,0454 Básica,616,206,0,151,5,0,0,1,2,0,0,6,371
Mérida,1,454,0454 Contigua 1,617,211,0,155,10,0,0,2,2,0,0,8,388
Mérida,1,455,0455 Básica,667,207,0,187,4,2,0,4,0,0,0,3,407
Mérida,1,455,0455 Contigua 1,668,243,0,158,6,2,0,1,2,0,0,7,419
Mérida,1,456,0456 Básica,413,148,0,96,1,4,0,1,2,0,0,3,255
Mérida,1,456,0456 Contigua 1,413,126,0,115,2,4,0,1,2,1,0,5,256
Mérida,1,457,0457 Básica,611,198,0,159,11,4,0,1,0,2,0,11,386
Mérida,1,458,0458 Básica,384,106,0,85,8,2,0,1,1,2,0,6,211
Mérida,1,458,0458 Contigua 1,385,110,0,98,5,0,0,2,0,0,0,6,221
Mérida,2,459,0459 Básica,402,115,0,96,5,1,0,1,0,0,0,5,223
Mérida,2,460,0460 Básica,545,186,0,99,2,0,0,0,3,0,0,6,296
Mérida,2,461,0461 Básica,393,117,0,84,7,1,0,0,1,1,0,3,214
Mérida,2,461,0461 Contigua 1,393,120,0,74,9,2,0,3,0,0,0,5,213
Mérida,2,462,0462 Básica,639,201,0,178,6,3,0,2,3,0,0,9,402
Mérida,2,463,0463 Básica,616,209,0,132,5,1,0,0,1,0,0,0,348
Mérida,2,464,0464 Básica,421,152,0,102,5,4,0,0,0,0,0,10,273
Mérida,2,465,0465 Básica,633,155,0,169,5,2,0,2,2,0,0,14,349
Mérida,2,465,0465 Contigua 1,634,127,0,168,3,1,0,1,4,2,0,12,318
Mérida,3,466,0466 Básica,502,151,0,130,2,4,0,1,5,0,0,11,304
Mérida,3,466,0466 Contigua 1,502,167,0,112,3,2,0,0,1,0,0,8,293
Mérida,3,467,0467 Básica,475,147,0,140,5,1,0,2,2,0,0,10,307
Mérida,3,467,0467 Contigua 1,475,132,0,107,3,2,0,1,3,0,0,9,257
Mérida,3,468,0468 Básica,681,185,0,155,3,4,0,3,1,0,0,7,358
Mérida,3,468,0468 Contigua 1,682,204,0,149,5,0,0,0,2,1,0,17,378
Mérida,3,469,0469 Básica,445,115,0,115,3,0,0,1,2,0,0,7,243
Mérida,3,469,0469 Contigua 1,445,134,0,113,2,3,0,2,0,0,0,5,259
Mérida,3,470,0470 Básica,484,117,0,117,3,1,0,1,1,0,0,7,247
Mérida,3,470,0470 Contigua 1,485,118,0,132,7,1,0,0,1,0,0,12,271
Mérida,3,471,0471 Básica,675,139,0,181,0,3,0,2,3,0,0,7,335
Mérida,3,471,0471 Contigua 1,675,138,0,170,3,1,0,3,1,0,0,12,328
Mérida,3,471,0471 Contigua 2,676,138,0,176,2,1,0,1,8,1,0,3,330
Mérida,3,472,0472 Básica,577,154,0,137,6,4,0,1,3,1,0,8,314
Mérida,3,472,0472 Contigua 1,577,151,0,126,11,1,0,0,4,0,0,5,298
Mérida,3,473,0473 Básica,662,131,0,145,6,1,0,3,3,0,0,11,300
Mérida,3,473,0473 Contigua 1,662,124,0,157,3,2,0,2,2,0,0,3,293
Mérida,3,473,0473 Contigua 2,663,111,0,139,7,0,0,0,1,0,0,10,268
Mérida,3,473,0473 Contigua 3,663,104,0,159,8,0,0,0,0,0,0,4,275
Mérida,3,473,0473 Contigua 4,663,115,0,164,3,1,0,2,1,0,0,3,289
Mérida,3,473,0473 Contigua 5,663,121,0,157,5,0,0,1,1,0,0,6,291
Mérida,3,473,0473 Contigua 6,663,130,0,140,3,2,0,1,3,0,0,4,283
Mérida,3,473,0473 Contigua 7,663,115,0,148,3,2,0,2,1,0,0,15,286
Mérida,3,474,0474 Básica,681,108,0,162,5,3,0,1,3,0,0,10,292
Mérida,3,474,0474 Contigua 1,681,111,0,170,2,3,0,3,4,0,0,10,303
Mérida,3,474,0474 Contigua 2,681,129,0,167,5,2,0,0,1,2,0,9,315
Mérida,3,474,0474 Contigua 3,681,109,0,163,3,2,0,0,5,0,0,8,290
Mérida,3,474,0474 Contigua 4,681,120,0,173,3,1,0,1,1,0,0,2,301
Mérida,3,474,0474 Contigua 5,681,111,0,164,7,1,0,0,2,0,0,9,294
Mérida,3,474,0474 Contigua 6,681,130,0,172,3,0,0,0,0,0,0,7,312
Mérida,3,474,0474 Contigua 7,682,118,0,153,3,5,0,1,0,0,0,9,289
Mérida,3,474,0474 Contigua 8,682,124,0,158,8,0,0,2,7,0,0,7,306
Mérida,3,474,0474 Contigua 9,682,114,0,151,7,3,0,2,2,9,0,16,304
Mérida,3,475,0475 Básica,706,109,0,209,7,3,0,2,3,0,0,13,346
Mérida,3,475,0475 Contigua 1,707,114,0,194,2,2,0,4,7,0,0,22,345
Mérida,3,476,0476 Básica,633,146,0,139,3,1,0,2,3,0,0,6,300
Mérida,3,476,0476 Contigua 1,634,139,0,138,2,4,0,2,2,0,0,5,292
Mérida,3,476,0476 Contigua 2,634,144,0,128,4,1,0,0,5,1,0,7,290
Mérida,3,476,0476 Contigua 3,634,159,0,142,3,1,0,1,4,0,0,13,323
Mérida,3,476,0476 Contigua 4,634,123,0,124,3,2,0,1,1,0,0,9,263
Mérida,3,476,0476 Contigua 5,634,164,0,123,1,4,0,0,0,2,0,5,299
Mérida,3,477,0477 Básica,653,141,0,166,2,3,0,1,2,0,0,9,324
Mérida,3,477,0477 Contigua 1,654,152,0,174,6,2,0,4,3,0,0,14,355
Mérida,3,477,0477 Contigua 2,654,138,0,179,1,1,0,1,5,0,0,0,325
Mérida,3,478,0478 Básica,592,162,0,140,1,0,0,0,3,1,0,9,316
Mérida,3,478,0478 Contigua 1,593,151,0,161,2,3,0,1,0,2,0,10,330
Mérida,3,479,0479 Básica,502,151,0,116,3,1,0,1,2,0,0,10,284
Mérida,3,479,0479 Contigua 1,503,137,0,131,7,2,0,1,2,0,0,6,286
Mérida,3,480,0480 Básica,499,147,0,126,2,4,0,2,1,0,0,15,297
Mérida,3,480,0480 Contigua 1,499,120,0,122,3,3,0,1,1,0,0,9,259
