CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA _ALIANZA,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,464,4,215,537,69,6,11,38,79,89,727,5,1,0,0,0,1777,58,1835,2800
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,465,1,42,157,20,4,1,7,10,11,191,2,0,2,0,0,447,9,456,665
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,466,2,57,271,28,1,5,15,7,20,281,1,0,0,0,0,686,15,701,979
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,467,5,256,485,125,17,34,56,87,97,918,10,4,3,1,2,2093,88,2183,3411
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,468,4,176,381,183,12,15,21,68,71,808,8,1,2,0,3,1746,58,1807,2413
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,469,3,149,291,93,7,14,35,35,30,537,3,1,1,0,0,1196,19,1215,1844
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,470,6,316,670,162,21,26,116,90,139,1060,7,2,0,0,2,2609,67,2678,4160
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,471,4,211,211,25,8,14,4,32,13,375,0,1,1,0,2,895,116,1013,1695
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,472,2,77,103,4,6,7,10,8,5,154,1,0,0,0,2,375,98,475,734
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,473,3,226,267,76,27,13,60,44,33,318,5,2,3,1,0,1075,153,1228,1966
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,474,2,95,90,12,6,9,3,19,4,212,0,0,0,2,2,452,53,507,796
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,475,1,21,154,15,6,2,4,4,4,135,1,1,0,0,0,347,22,369,590
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,476,2,102,204,25,11,14,22,20,14,255,1,4,0,2,1,674,95,770,1400
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,477,2,117,139,20,3,9,10,27,11,333,0,0,0,0,0,669,29,698,958
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,478,2,146,254,56,3,6,12,24,22,186,1,0,1,0,0,711,29,740,978
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,479,2,132,255,18,5,8,18,38,6,278,1,0,0,2,0,761,34,795,1062
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,480,2,204,184,34,10,8,18,14,10,388,1,0,2,3,0,876,60,936,1423
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,481,3,240,200,41,14,9,14,18,10,389,3,2,2,0,0,942,118,1060,913
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,482,4,226,414,44,19,18,31,30,16,407,5,1,2,0,2,1213,56,1271,2501
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,483,3,78,275,46,13,10,11,15,22,387,2,2,0,2,2,863,88,953,1681
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,484,3,47,434,27,9,15,21,17,16,426,1,5,1,0,1,1019,107,1127,1702
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,485,2,143,180,56,10,11,38,21,9,196,0,4,0,1,0,669,125,794,1108
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,486,3,265,245,46,22,21,54,73,33,481,4,2,8,0,0,1254,112,1366,2036
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,487,3,164,315,61,15,9,12,23,15,534,3,2,0,0,0,1153,130,1283,1708
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,488,2,97,230,52,15,6,13,7,57,247,0,2,0,2,1,728,57,786,1146
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,489,2,45,236,44,5,8,9,16,10,235,0,0,0,0,2,608,54,664,874
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,490,2,147,268,77,8,11,7,29,14,242,1,2,2,0,0,808,81,889,1230
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,491,3,38,372,46,7,9,16,25,20,437,2,0,0,0,2,972,68,1042,1315
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,492,2,38,131,43,7,8,6,8,3,264,1,0,0,0,0,509,52,561,826
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,493,2,78,97,15,2,9,5,9,7,182,2,2,0,1,13,409,49,471,764
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,494,2,114,202,35,11,15,30,12,17,291,1,2,0,0,0,730,122,852,1065
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,495,4,212,461,90,10,25,23,61,29,472,1,3,0,0,0,1387,100,1487,2554
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,496,1,51,71,16,0,0,8,14,7,76,0,0,2,0,0,245,9,254,304
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,497,2,97,125,16,8,2,5,30,5,227,2,0,4,1,0,522,44,566,828
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,499,3,258,343,125,8,17,10,41,27,303,1,3,4,0,0,1140,122,1262,1899
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,500,3,186,381,47,6,8,8,25,17,454,1,2,1,1,1,1137,98,1236,1825
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,501,2,127,263,22,6,16,7,20,24,262,2,0,2,0,0,751,75,826,1373
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,502,4,163,530,138,21,15,27,30,20,330,11,4,1,0,1,1290,119,1410,2471
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,503,2,143,198,35,6,8,5,7,20,208,1,0,1,0,1,632,49,682,1029
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,504,3,169,245,58,27,12,19,37,60,487,0,0,1,0,1,1115,233,1349,2086
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,505,2,199,131,43,16,8,7,38,8,291,1,2,2,0,1,746,52,799,1354
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,506,2,34,174,12,2,6,5,17,6,196,0,0,0,0,0,452,65,517,851
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,507,2,154,384,27,12,7,17,28,20,286,0,2,4,0,0,941,40,981,1377
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,508,3,191,479,34,17,15,28,59,38,497,0,1,1,0,1,1360,89,1450,2190
5,13,HIDALGO,4,HUEJUTLA DE REYES,28,HUEJUTLA DE REYES,509,1,77,195,17,11,4,6,11,5,117,0,0,0,0,0,443,32,475,621
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,510,3,334,274,61,150,7,9,115,116,31,0,0,0,0,0,1097,47,1144,1987
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,511,4,262,267,46,123,13,13,112,189,20,0,0,0,0,8,1045,62,1115,1624
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,512,2,153,235,27,72,7,9,74,133,25,0,0,0,0,6,735,37,778,1322
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,513,3,240,370,32,169,4,14,61,128,35,0,0,0,0,1,1053,47,1101,1870
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,514,1,30,58,9,46,3,0,23,9,5,0,0,0,0,2,183,32,217,403
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,515,1,14,70,0,19,0,1,20,9,5,0,0,0,0,0,138,14,152,209
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,516,1,17,75,6,67,1,0,19,11,5,0,0,0,0,1,201,9,211,455
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,517,2,107,168,17,66,6,3,34,57,16,0,0,0,0,0,474,60,534,996
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,518,2,147,214,14,157,6,3,34,27,9,0,0,0,0,0,611,22,633,1408
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,519,1,90,133,29,81,8,4,56,27,12,0,0,0,0,0,440,38,478,728
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,520,2,176,332,17,126,13,10,76,27,17,0,0,0,0,0,794,61,855,1359
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,521,1,106,85,25,39,2,2,51,15,12,0,0,0,0,9,337,36,382,641
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,522,2,60,91,4,27,3,3,31,205,3,0,0,0,0,0,427,22,449,761
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,523,3,380,112,40,98,7,114,195,61,11,0,0,0,0,1,1018,27,1046,1606
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,524,1,71,90,3,30,7,0,15,12,5,0,0,0,0,0,233,11,244,389
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,525,1,75,99,29,72,5,3,39,30,16,0,0,0,0,0,368,12,380,600
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,526,1,29,74,12,58,1,4,18,12,13,0,0,0,0,1,221,19,241,472
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,527,1,35,76,9,43,4,7,34,49,12,0,0,0,0,0,269,7,276,423
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,528,3,298,253,44,139,10,11,111,85,29,0,0,0,0,1,980,34,1015,1802
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,529,1,32,44,5,26,0,1,7,4,1,0,0,0,0,0,120,8,128,167
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,530,1,70,137,9,106,4,2,133,35,10,0,0,0,0,2,506,22,530,743
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,531,2,112,179,19,66,5,7,55,84,18,0,0,0,0,3,545,28,576,962
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,532,1,74,140,8,27,2,2,23,12,11,0,0,0,0,0,299,14,313,518
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,533,1,201,77,10,43,3,3,11,28,8,0,0,0,0,1,384,23,408,648
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,534,2,189,172,96,86,6,9,73,133,24,0,0,0,0,1,788,35,824,1411
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,535,2,121,193,63,64,6,7,68,143,11,0,0,0,0,5,676,42,723,1294
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,536,1,63,84,10,41,5,2,55,85,13,0,0,0,0,2,358,9,369,583
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,537,2,104,275,34,121,3,0,29,78,6,0,0,0,0,0,650,21,671,1083
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,538,1,53,48,5,44,0,2,56,14,17,0,0,0,0,0,239,40,279,381
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,539,2,45,121,6,58,3,1,28,13,14,0,0,0,0,0,289,33,322,786
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,540,2,80,181,6,98,2,2,50,25,20,0,0,0,0,11,464,46,521,1396
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,541,1,25,42,2,21,2,1,8,10,2,0,0,0,0,0,113,10,123,227
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,542,1,6,109,4,78,11,1,11,26,5,0,0,0,0,0,251,9,260,321
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,543,1,70,118,3,86,5,3,15,38,3,0,0,0,0,0,341,6,347,671
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,544,3,47,203,19,93,10,3,46,462,11,0,0,0,0,0,894,25,919,1726
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,545,2,81,119,23,99,4,0,98,60,7,0,0,0,0,1,491,27,519,819
5,13,HIDALGO,6,HUICHAPAN,29,HUICHAPAN,546,1,48,48,3,66,1,1,11,12,1,0,0,0,0,0,191,16,207,334
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,547,3,692,284,18,17,12,6,61,42,8,0,0,0,0,1,1140,24,1165,1759
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,548,3,614,384,6,6,8,9,28,36,7,0,0,0,0,0,1098,22,1120,1671
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,549,3,621,222,18,8,5,13,54,46,9,0,0,0,0,0,996,21,1017,1638
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,550,5,1048,340,46,7,3,29,101,95,52,0,0,0,0,1,1721,37,1759,3050
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,551,3,504,253,15,19,6,15,77,62,16,0,0,0,0,1,967,29,997,1690
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,552,3,440,295,9,13,8,12,37,81,20,0,0,0,0,0,915,21,936,1627
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,553,5,1070,528,14,14,4,35,94,67,25,0,0,0,0,0,1851,52,1903,3271
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,554,2,360,195,9,5,5,10,40,40,15,0,0,0,0,0,679,17,696,1230
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,555,3,482,317,24,5,7,25,70,56,17,0,0,0,0,3,1003,27,1033,1690
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,556,2,404,236,18,8,4,12,77,47,23,0,0,0,0,0,829,20,849,1379
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,557,2,392,252,17,12,4,12,51,35,18,0,0,0,0,0,793,18,811,1417
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,558,2,207,174,9,4,3,4,31,32,21,0,0,0,0,0,485,9,494,888
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,559,2,271,199,12,6,1,13,47,34,12,0,0,0,0,0,595,17,612,1094
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,560,3,433,253,28,10,5,13,71,62,16,0,0,0,0,1,891,23,915,1550
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,561,3,544,315,11,1,0,13,28,34,10,0,0,0,0,0,956,14,970,1578
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,562,2,411,251,22,7,1,12,67,29,16,0,0,0,0,0,816,6,822,1352
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,563,4,550,318,28,11,1,9,76,62,30,0,0,0,0,0,1085,27,1112,1588
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,564,1,68,60,6,1,1,1,2,3,0,0,0,0,0,0,142,5,147,297
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,565,1,138,24,9,0,3,0,1,12,0,0,0,0,0,1,187,10,198,399
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,566,1,95,37,4,1,1,1,3,3,2,0,0,0,0,0,147,2,149,306
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,567,1,74,17,0,0,1,1,3,4,0,0,0,0,0,0,100,5,105,180
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,568,2,272,93,17,2,6,1,44,19,4,0,0,0,0,0,458,12,470,865
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,569,1,128,103,20,2,5,0,19,50,4,0,0,0,0,0,331,16,347,720
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,570,1,115,35,10,2,0,1,1,4,1,0,0,0,0,0,169,3,172,275
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,571,1,15,87,1,2,0,1,12,2,2,0,0,0,0,0,122,2,124,167
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,572,1,99,85,1,0,1,0,15,32,2,0,0,0,0,1,235,2,238,325
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,573,1,39,34,1,0,1,1,2,0,0,0,0,0,0,0,78,2,80,103
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,574,1,193,131,7,0,3,1,14,10,1,0,0,0,0,0,360,5,365,637
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,575,3,447,352,24,5,7,7,72,103,11,0,0,0,0,0,1028,38,1066,1584
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,576,1,205,74,0,1,1,0,20,4,0,0,0,0,0,0,305,11,316,467
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,577,1,197,124,18,4,3,15,11,19,3,0,0,0,0,0,394,9,403,707
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,578,1,39,143,6,2,1,3,9,22,11,0,0,0,0,0,236,12,248,413
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,579,2,220,152,9,15,9,10,11,48,9,0,0,0,0,0,483,19,502,890
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,580,2,502,136,10,2,0,14,18,27,7,0,0,0,0,0,716,20,736,1252
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,581,3,759,308,7,2,5,10,40,31,10,0,0,0,0,0,1172,34,1206,1946
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,582,1,231,83,4,3,2,1,8,15,5,0,0,0,0,0,352,7,359,680
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,583,1,226,226,4,1,3,1,14,12,1,0,0,0,0,0,488,8,496,746
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,584,1,84,60,1,1,1,2,31,7,2,0,0,0,0,0,189,2,191,292
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,585,1,125,223,7,1,3,7,6,18,3,0,0,0,0,0,393,10,403,671
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,586,2,274,239,2,3,4,36,11,22,5,0,0,0,0,0,596,19,615,989
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,587,1,220,116,10,1,0,3,7,25,3,0,0,0,0,0,385,9,394,602
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,588,1,317,107,7,2,2,2,6,10,2,0,0,0,0,0,455,12,467,731
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,589,1,156,55,3,1,0,2,6,5,3,0,0,0,0,0,231,11,242,470
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,590,2,364,164,10,2,3,4,10,23,6,0,0,0,0,0,586,23,609,986
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,591,1,202,97,7,3,3,12,20,19,3,0,0,0,0,0,366,11,377,673
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,592,1,272,50,3,4,3,6,5,3,0,0,0,0,0,0,346,2,348,489
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,593,4,892,300,48,14,9,34,68,47,20,0,0,0,0,1,1432,45,1478,2613
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,594,4,872,371,23,8,9,10,56,42,7,0,0,0,0,0,1398,35,1433,2262
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,595,5,1030,605,54,19,13,36,124,41,9,0,0,0,0,0,1931,65,1996,2994
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,596,2,397,224,7,5,6,41,21,21,29,0,0,0,0,0,751,20,771,1460
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,597,4,1043,394,8,15,6,5,137,67,9,0,0,0,0,0,1684,25,1709,2411
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,598,2,324,91,5,7,1,3,19,13,3,0,0,0,0,0,466,5,471,826
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,599,1,101,46,0,1,0,4,3,5,3,0,0,0,0,0,163,5,168,257
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,600,2,505,133,26,2,4,3,38,12,3,0,0,0,0,0,726,12,738,1108
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,601,3,396,808,18,9,8,8,181,67,17,0,0,0,0,0,1512,37,1549,2173
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,602,2,256,126,8,0,3,22,20,21,6,0,0,0,0,1,462,13,476,861
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,603,2,416,145,12,29,4,3,40,34,11,0,0,0,0,0,694,28,722,1101
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,604,1,48,32,1,0,0,1,0,4,0,0,0,0,0,0,86,1,87,130
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,605,2,237,43,6,0,6,4,4,3,1,0,0,0,0,0,304,52,356,873
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,606,1,50,150,8,3,0,16,27,6,6,0,0,0,0,0,266,14,280,497
5,13,HIDALGO,5,IXMIQUILPAN,30,IXMIQUILPAN,607,4,578,307,55,15,3,38,71,175,13,0,0,0,0,0,1255,34,1289,2091
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,608,3,10,377,890,3,7,24,23,12,4,0,0,0,0,0,1350,29,1379,1929
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,609,3,3,394,592,1,5,7,19,7,1,0,0,0,0,0,1029,13,1042,1399
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,610,1,5,83,173,3,3,1,5,0,2,0,0,0,0,0,275,12,287,435
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,611,1,1,117,189,0,0,2,0,1,0,0,0,0,0,0,310,8,318,449
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,612,1,3,70,198,1,0,4,2,0,0,0,0,0,0,0,278,24,302,461
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,613,1,10,99,230,2,0,5,4,5,1,0,0,0,0,0,356,19,375,528
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,614,1,6,153,309,4,4,5,4,4,1,0,0,0,0,1,490,19,510,722
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,615,1,0,19,101,0,2,0,1,2,0,0,0,0,0,0,125,6,131,201
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,616,1,0,14,104,2,0,0,1,0,0,0,0,0,0,0,121,3,124,158
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,617,1,0,14,49,0,0,2,2,1,1,0,0,0,0,0,69,2,71,109
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,618,1,4,70,138,1,1,0,1,1,2,0,0,0,0,0,218,8,226,329
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,620,2,5,242,314,7,3,0,4,8,2,0,0,0,0,2,585,36,623,926
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,621,1,6,39,87,0,1,4,6,3,0,0,0,0,0,0,146,2,148,183
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,622,1,2,99,170,1,1,1,0,2,1,0,0,0,0,2,277,14,293,395
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,625,1,0,63,33,1,1,1,1,1,1,0,0,0,0,0,102,2,104,148
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,626,1,1,59,36,4,1,0,1,4,0,0,0,0,0,0,106,4,110,163
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,627,1,0,122,163,0,2,2,3,1,0,0,0,0,0,0,293,15,308,435
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,628,1,5,77,74,5,0,1,1,1,1,0,0,0,0,0,165,11,176,294
5,13,HIDALGO,1,ZIMAPAN,31,JACALA DE LEDEZMA,629,1,3,127,138,3,2,1,4,20,5,0,0,0,0,0,303,25,328,498
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,630,1,13,123,219,7,2,7,6,3,65,1,0,0,0,0,446,23,469,722
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,631,3,18,578,571,10,6,26,33,18,189,1,0,1,0,0,1451,38,1489,1854
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,632,3,29,528,648,5,7,69,43,5,87,3,2,2,0,0,1428,32,1460,1854
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,633,1,7,106,117,1,1,3,4,1,36,0,0,0,0,0,276,7,283,445
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,634,1,3,102,147,1,4,0,10,3,15,1,0,0,0,0,286,5,291,374
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,635,1,3,69,66,1,0,1,5,2,23,1,0,0,0,0,171,6,177,222
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,636,1,6,56,17,10,0,4,18,6,58,0,0,0,0,0,175,6,181,224
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,637,1,4,54,37,1,0,1,4,5,47,27,0,0,0,0,180,5,185,203
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,638,1,0,69,105,20,0,2,1,3,14,0,0,0,0,0,214,7,221,277
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,639,1,2,87,141,1,57,1,0,7,24,0,0,0,0,0,320,7,327,353
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,640,1,7,140,188,2,5,5,24,9,102,0,0,1,0,1,483,27,511,662
5,13,HIDALGO,4,HUEJUTLA DE REYES,32,JALTOCAN,641,1,1,105,95,1,3,2,20,1,26,0,0,0,0,0,254,16,270,563
