ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NA,MORENA,ES,PSD,PMR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_MC,C_COMUN_PRI_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,C_COMUN_PVEM_NA,C_COMUN_PRD_MC,C_COMUN_PRD_MC_PUP,C_COMUN_PRD_MC,C_COMUN_PRD_PUP,C_COMUN_MC_PUP,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
20,OAXACA,555,TRINIDAD ZAACHILA,2,5,20,526,736,2,19,13,,5,203,6,2,55,11,8,0,5,,,,,7,3,0,4,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629,0,66,1695,2362,
20,OAXACA,570,ZIMATLAN DE ALVAREZ,13,27,4952,365,476,258,284,112,94,53,2133,161,1556,,71,64,15,5,,,,,54,27,5,22,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10714,3,514,11231,15244,
20,OAXACA,109,SAN BALTAZAR CHICHICAPAM,2,4,8,726,28,29,51,19,,5,940,12,2,5,0,0,0,0,3,20,0,0,11,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,0,80,1947,2233,
20,OAXACA,296,SAN PABLO VILLA DE MITLA,8,17,190,2859,31,3304,79,24,12,27,176,9,12,26,1,1,0,0,,,,,10,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6772,0,364,7136,9065,
20,OAXACA,550,TLACOLULA DE MATAMOROS,10,32,1973,2145,243,138,534,151,252,185,4245,162,56,382,40,24,7,2,56,33,22,4,139,60,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10883,6,334,11223,18666,
20,OAXACA,51,MAGDALENA TEQUISISTLAN,6,11,16,947,39,37,32,686,1500,9,440,202,51,349,3,1,0,3,19,13,1,0,5,2,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4364,0,156,4520,5457,
20,OAXACA,52,MAGDALENA TLACOTEPEC,1,2,0,21,0,0,2,2,559,2,7,3,,344,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,0,21,961,1083,
20,OAXACA,305,SAN PEDRO HUAMELULA,7,15,36,613,204,224,90,33,1659,32,1309,31,279,370,5,2,0,0,26,28,2,0,31,7,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4995,0,203,5198,7183,
20,OAXACA,419,SANTA MARIA JALAPA DEL MARQUES,7,16,9,2216,68,1832,65,14,237,12,1979,31,262,,0,0,0,0,,,,,15,16,2,9,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6773,0,220,6993,9143,
20,OAXACA,422,SANTA MARIA MIXTEQUILLA,3,6,24,327,906,153,441,8,418,3,354,11,,,8,6,0,6,,,,,18,18,1,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705,0,90,2795,3453,
20,OAXACA,473,SANTIAGO LAOLLAGA,3,6,1,1010,6,102,550,5,155,29,401,12,,,0,0,0,0,6,6,1,0,19,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315,1,36,2352,2801,
20,OAXACA,507,SANTO DOMINGO CHIHUITAN,1,2,3,13,4,7,156,2,312,429,97,3,,,0,0,0,0,,,,,1,4,0,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,0,27,1059,1302,
20,OAXACA,513,SANTO DOMINGO PETAPA,9,14,10,1662,75,6,17,10,5,1495,1818,11,,,0,0,0,0,,,,,5,2,0,2,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5122,0,52,5174,6273,
20,OAXACA,515,SANTO DOMINGO TEHUANTEPEC,30,87,625,5131,10378,1019,798,401,,123,12662,171,35,360,83,50,10,45,,,,,176,76,15,40,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,641,,,,,32881,4,1133,34018,48095,
20,OAXACA,6,ASUNCION IXTALTEPEC,14,26,26,1885,109,3248,95,40,,16,3405,35,,,0,0,0,0,,,,,20,18,0,9,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9094,0,190,9284,11914,
20,OAXACA,41,CIUDAD IXTEPEC,18,40,119,4574,131,439,1555,27,43,54,5524,204,12,43,3,2,1,1,65,110,7,7,196,100,12,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,,,,14009,7,410,14426,21064,
20,OAXACA,76,SALINA CRUZ,41,107,2214,9213,729,526,915,3383,333,4295,13654,337,31,196,149,24,22,19,,,,,217,140,10,74,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,828,657,927,39081,10,1134,40225,63468,
20,OAXACA,121,SAN BLAS ATEMPA,6,23,63,3085,1943,36,134,83,139,45,5483,53,12,,13,12,2,3,,,,,45,14,3,10,,,,,8,26,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11216,0,253,11469,14211,
20,OAXACA,303,SAN PEDRO COMITANCILLO,2,5,4,376,851,2,36,11,408,2,970,7,,,0,3,0,0,1,5,1,0,7,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688,0,63,2751,3505,
20,OAXACA,306,SAN PEDRO HUILOTEPEC,1,4,141,615,357,5,19,33,79,3,80,7,205,,9,3,1,2,6,11,0,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581,6,86,1673,2357,
20,OAXACA,442,SANTA MARIA XADANI,4,10,,1056,,1398,8,283,8,1,2292,0,,,,,,,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5048,0,26,5074,6149,
20,OAXACA,30,EL ESPINAL,7,14,,988,1009,12,218,150,362,10,2402,31,,,,,,,,,,,37,28,0,11,,,,,7,11,0,0,,,,,17,6,9,2,,,,,,,,,,,,,,,,,,,,,,,,5310,1,66,5377,6789,
20,OAXACA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,49,123,343,11167,1166,931,1871,272,217,535,21127,450,5987,,20,16,1,6,90,162,15,7,257,155,12,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44881,8,1451,46340,70445,
20,OAXACA,127,SAN DIONISIO DEL MAR,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3893,
20,OAXACA,138,SAN FRANCISCO DEL MAR,5,11,1,2035,5,,69,1,1306,,1157,6,,,0,0,0,0,,,,,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4586,0,30,4616,5858,
20,OAXACA,140,SAN FRANCISCO IXHUATAN,8,15,1021,1858,705,13,209,106,623,13,681,18,,,16,11,4,0,11,9,3,6,8,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5325,0,134,5459,6994,
20,OAXACA,557,UNION HIDALGO,11,21,11,3029,105,10,482,14,158,38,202,35,4289,,2,1,0,0,19,13,12,0,12,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8447,3,360,8810,10920,
20,OAXACA,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,18,30,5131,2427,101,,175,108,,53,3129,112,26,112,34,22,13,4,,,,,77,15,7,35,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11610,1,541,12152,16499,
20,OAXACA,48,MAGDALENA OCOTLAN,1,2,9,288,280,2,12,3,,3,22,1,,,2,5,0,0,1,1,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,4,49,686,821,
20,OAXACA,77,SAN AGUSTIN AMATENGO,2,2,170,262,13,4,199,3,156,11,92,5,,,0,2,1,0,1,3,1,0,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,0,67,997,1254,
20,OAXACA,536,VILLA SOLA DE VEGA,10,19,2038,244,100,80,362,110,,894,708,100,1023,,42,24,6,2,28,4,17,3,21,13,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5828,2,422,6252,9047,
20,OAXACA,56,MARTIRES DE TACUBAYA,1,2,6,283,12,1,3,144,2,0,405,5,1,26,2,0,0,5,,,,,2,1,0,1,,,,,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,0,11,917,1057,
20,OAXACA,69,PINOTEPA DE DON LUIS,5,9,4,1249,1058,11,10,8,,256,809,4,,135,0,2,0,4,,,,,6,1,0,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3561,0,120,3681,4580,
20,OAXACA,87,SAN ANDRES HUAXPALTEPEC,3,7,12,1047,13,,12,16,820,766,381,8,,,0,0,0,0,,,,,5,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085,1,164,3250,4405,
20,OAXACA,166,SAN JOSE ESTANCIA GRANDE,1,1,1,306,1,,,0,,0,,,287,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,0,10,605,749,
20,OAXACA,178,SAN JUAN BAUTISTA LO DE SOTO,2,5,9,268,9,,9,234,240,118,288,12,,291,9,0,1,0,,,,,4,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497,0,70,1567,2013,
20,OAXACA,190,SAN JUAN COLORADO,5,13,13,1879,2365,172,19,12,,19,513,12,,,3,4,0,3,10,33,0,0,5,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068,0,166,5234,6467,
20,OAXACA,225,SAN LORENZO,3,6,1706,160,97,21,9,6,23,746,281,12,,,13,12,3,0,17,1,12,4,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3129,0,104,3233,3927,
20,OAXACA,283,SAN MIGUEL TLACAMAMA,2,5,2,722,366,,7,1,524,3,46,2,241,,1,3,0,0,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,0,150,2069,2514,
20,OAXACA,300,SAN PEDRO ATOYAC,4,6,11,14,1122,,9,5,,1038,96,0,,,4,3,0,3,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307,0,77,2384,2945,
20,OAXACA,310,SAN PEDRO JICAYAN,7,14,30,1731,1712,,54,36,78,,1573,39,,,9,16,4,14,,,,,18,6,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332,0,255,5587,7455,
20,OAXACA,342,SAN SEBASTIAN IXCAPA,4,7,8,981,590,0,9,5,,3,591,7,,,2,0,0,0,,,,,6,3,0,1,,,,,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214,0,55,2269,2978,
20,OAXACA,407,SANTA MARIA CORTIJO,1,2,46,5,48,330,0,239,,1,69,0,,,15,0,1,0,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,0,28,783,941,
20,OAXACA,415,SANTA MARIA HUAZOLOTITLAN,5,15,41,1053,1869,1386,66,28,94,28,1055,15,,,10,11,0,8,,,,,8,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5683,0,320,6003,8064,
20,OAXACA,468,SANTIAGO JAMILTEPEC,13,24,46,4670,176,38,92,67,,24,3885,22,,,1,3,0,2,22,38,4,0,41,15,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9155,0,1385,10540,13533,
20,OAXACA,475,SANTIAGO LLANO GRANDE,3,5,0,1076,20,19,11,12,1,4,862,4,,,0,0,0,0,5,7,1,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,0,30,2057,2660,
20,OAXACA,484,SANTIAGO PINOTEPA NACIONAL,24,65,425,5877,8507,113,634,224,185,115,7654,178,31,,119,92,4,45,77,76,12,10,148,67,10,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24635,5,900,25540,37751,
20,OAXACA,487,SANTIAGO TAPEXTLA,2,5,12,513,78,8,182,9,2,628,60,17,,,3,2,0,1,,,,,50,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,0,57,1628,2218,
20,OAXACA,506,SANTO DOMINGO ARMENTA,2,4,7,536,400,1,13,3,31,5,154,8,123,213,1,6,1,0,7,9,0,0,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527,0,83,1610,2297,
20,OAXACA,316,SAN PEDRO MIXTEPEC,13,56,359,9830,281,514,610,164,74,90,8657,255,153,55,9,9,3,2,,,,,192,82,5,47,,,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21707,2,617,22326,34651,
20,OAXACA,332,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,21,59,147,2906,457,356,472,169,4411,3412,6851,287,,,9,7,1,0,241,90,126,21,227,50,8,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20316,40,1003,21359,33442,
20,OAXACA,364,SANTA CATARINA JUQUILA,7,24,1716,1533,242,141,2418,113,,45,1717,21,,,33,27,6,1,17,54,1,0,60,110,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8267,1,302,8570,11364,
20,OAXACA,490,SANTIAGO TETEPEC,3,8,17,897,18,,1018,5,,430,187,7,,,0,0,0,0,,,,,7,18,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2605,1,127,2733,3369,
20,OAXACA,59,MIAHUATLAN DE PORFIRIO DIAZ,22,59,1761,5449,120,158,263,92,4913,4541,2912,213,53,,29,20,5,5,,,,,65,23,1,43,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20738,33,1061,21832,33038,
20,OAXACA,252,SAN MATEO RIO HONDO,4,6,566,133,12,18,,11,1003,12,,,,,10,8,5,1,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786,1,70,1857,2419,
20,OAXACA,322,SAN PEDRO POCHUTLA,18,55,321,5137,4492,1849,1186,157,276,260,5948,367,65,201,62,60,3,21,175,143,27,7,266,99,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21192,0,1012,22204,32612,
20,OAXACA,414,SANTA MARIA HUATULCO,10,53,303,1438,147,437,224,6689,302,5627,3409,313,716,,121,12,31,37,263,56,117,34,81,24,16,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20425,0,870,21295,32733,
20,OAXACA,440,SANTA MARIA TONAMECA,9,30,1922,535,254,139,531,158,2796,806,2713,558,706,740,58,19,9,3,76,17,27,11,122,39,18,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12303,1,706,13010,17931,
