Municipio,Seccion,Tipo,PAN,PRI,PRD,PT,PVEM,CDPPN,PCD,PSN,PARM,PAS,DSPPN,No Registrados,Nulos,Total
CENTLA,200,BA*,54,157,15,1,0,2,0,0,0,0,0,0,8,237
CENTLA,200,C1*,40,121,164,1,0,0,0,1,0,0,1,0,11,339
,,,,,,,,,,,,,,,,
CENTLA,201,BA*,26,141,161,1,1,0,0,1,1,0,0,0,21,353
CENTLA,201,C1*,31,143,162,0,1,0,0,0,1,0,0,0,15,353
CENTLA,202,BA*,15,125,194,3,0,3,0,0,1,0,0,0,19,360
CENTLA,202,C1*,16,147,201,4,3,1,1,0,1,0,0,0,16,390
CENTLA,203,BA*,32,168,177,2,1,1,0,0,0,1,0,0,6,388
CENTLA,203,C1*,36,217,121,1,0,3,0,1,1,0,0,0,9,389
CENTLA,204,BA*,92,246,121,7,1,2,1,1,1,0,0,0,20,492
CENTLA,204,C1*,81,219,173,4,0,0,1,1,2,0,0,0,20,501
CENTLA,205,BA*,86,131,56,1,0,2,0,0,1,0,0,0,15,292
CENTLA,205,C1*,99,144,56,5,0,0,0,0,0,0,0,0,4,308
CENTLA,206,BA*,60,150,151,6,1,0,0,0,0,0,0,0,16,384
CENTLA,206,C1*,82,155,106,8,2,0,1,0,1,1,0,0,19,375
CENTLA,207,BA*,110,202,143,14,0,0,0,0,1,0,0,0,11,481
CENTLA,207,C1*,132,226,96,17,0,0,0,0,0,0,0,0,15,486
CENTLA,208,BA*,50,146,78,7,1,1,0,1,1,0,0,0,11,296
CENTLA,208,C1*,64,138,88,3,0,0,0,0,0,0,0,0,12,305
CENTLA,209,BA*,42,118,294,0,0,2,3,0,0,0,0,0,14,473
CENTLA,209,C1*,43,154,250,1,2,0,5,0,1,0,1,0,9,466
CENTLA,210,BA*,20,167,205,2,3,8,2,1,2,0,1,0,21,432
CENTLA,210,C1*,24,167,199,3,1,13,3,0,0,0,0,0,10,420
CENTLA,211,BA*,60,201,102,3,1,8,3,0,1,0,0,0,8,387
CENTLA,211,C1*,54,214,108,0,0,1,3,0,0,0,0,0,12,392
CENTLA,212,BA*,61,162,73,0,1,1,0,0,0,0,0,0,8,306
CENTLA,212,C1*,43,122,89,2,0,0,0,0,0,0,0,0,12,268
CENTLA,213,BA*,58,148,94,0,1,0,0,0,0,0,0,0,10,311
CENTLA,213,C1*,83,128,101,3,0,0,1,0,0,0,0,0,17,333
CENTLA,214,BA*,43,152,106,1,0,0,0,1,0,0,0,0,18,321
CENTLA,214,C1*,24,206,76,3,3,1,0,1,0,1,0,0,13,328
CENTLA,215,BA*,34,32,14,0,0,0,0,0,0,0,0,0,5,85
CENTLA,216,BA*,29,167,68,0,1,1,0,0,0,1,1,0,15,283
CENTLA,216,C1*,33,145,83,0,0,0,0,0,0,1,0,0,18,280
CENTLA,217,BA*,57,232,95,0,2,1,0,2,2,0,0,0,17,408
CENTLA,218,BA*,30,44,40,0,0,0,0,0,0,0,0,0,5,119
CENTLA,219,BA*,36,78,54,2,1,0,1,0,0,0,0,0,14,186
CENTLA,220,BA*,93,241,144,2,1,0,0,0,2,0,0,0,21,504
CENTLA,221,BA*,21,208,30,1,0,1,0,0,0,0,0,0,10,271
CENTLA,222,BA*,112,178,96,0,2,1,0,1,0,1,0,0,25,416
CENTLA,222,C1*,96,188,84,2,1,0,0,0,1,0,0,0,35,407
CENTLA,223,BA*,65,196,179,0,1,0,2,0,0,0,0,0,27,470
CENTLA,223,C1*,53,206,187,1,0,0,0,0,0,0,0,0,1,448
CENTLA,224,BA*,54,131,165,2,0,0,0,0,1,0,0,0,21,374
CENTLA,224,C1*,59,145,132,0,2,0,1,2,0,0,0,0,16,357
CENTLA,225,BA*,79,161,69,0,2,0,0,0,0,1,0,0,19,331
CENTLA,226,BA*,10,100,48,1,0,0,0,2,0,0,0,0,6,167
CENTLA,227,BA*,17,121,96,3,0,1,0,0,0,0,0,0,8,246
CENTLA,227,C1*,38,113,103,4,2,0,0,0,2,0,0,0,6,268
CENTLA,228,BA*,72,181,140,1,0,0,0,1,0,0,1,0,22,418
CENTLA,229,BA*,8,38,9,0,0,0,0,0,0,0,0,0,3,58
CENTLA,230,BA*,3,27,24,0,0,0,0,0,0,0,0,0,0,54
CENTLA,231,BA*,6,65,87,0,0,0,0,1,0,0,0,0,3,162
CENTLA,173,EM*,139,119,42,3,0,2,0,0,0,0,0,0,20,325
,,,,,,,,,,,,,,,,
CENTRO,232,BA,26,183,112,1,3,0,2,0,1,0,0,0,12,340
CENTRO,232,C1,38,203,105,3,1,0,0,0,0,0,0,0,6,356
CENTRO,232,C2*,17,206,114,3,1,0,0,0,0,0,0,1,4,346
CENTRO,232,C3*,17,184,106,2,0,2,0,0,0,0,0,0,7,318
CENTRO,232,C4,43,208,93,2,2,0,0,0,0,0,0,0,7,355
CENTRO,232,C5*,16,190,117,0,0,1,0,0,0,0,0,0,5,329
CENTRO,233,BA,15,135,86,2,0,0,2,0,0,0,0,0,5,245
CENTRO,233,C1,23,145,84,1,2,1,0,0,0,0,1,0,5,262
CENTRO,234,BA,14,192,115,1,1,0,0,0,0,0,1,0,8,332
CENTRO,234,C1*,22,205,98,0,2,0,0,0,1,0,0,1,10,339
CENTRO,234,C2,24,199,108,0,3,0,0,0,0,0,0,0,10,344
CENTRO,234,C3*,16,199,118,2,4,0,0,0,1,0,1,1,15,357
CENTRO,235,BA*,29,159,79,1,0,0,1,0,0,0,2,0,8,279
CENTRO,235,C1,20,158,77,1,0,0,0,0,0,0,1,0,0,257
CENTRO,236,BA*,23,164,63,2,0,0,0,0,0,0,1,0,3,256
CENTRO,236,C1*,27,140,66,2,2,1,1,0,0,0,1,0,2,242
CENTRO,237,BA*,12,168,81,1,2,0,0,0,0,0,0,2,9,275
CENTRO,237,C1*,23,164,87,3,5,0,1,1,2,0,0,2,4,292
CENTRO,237,C2,20,141,68,0,0,2,0,0,0,0,0,0,8,239
CENTRO,238,BA,20,163,95,0,3,0,0,0,0,0,1,0,8,290
CENTRO,238,C1*,28,173,94,0,4,0,0,0,0,0,1,1,13,314
CENTRO,238,C2*,25,186,90,3,2,0,0,0,0,0,3,0,3,312
CENTRO,239,BA,28,256,133,3,2,1,0,1,0,0,1,0,5,430
CENTRO,240,BA*,10,151,64,0,0,1,0,0,0,0,0,0,6,232
CENTRO,240,C1*,24,125,67,3,0,1,0,0,0,0,0,0,4,224
CENTRO,241,BA,15,187,72,3,1,0,0,0,0,0,0,0,28,306
CENTRO,241,C1*,22,177,91,0,0,1,1,0,0,0,0,2,4,298
CENTRO,241,C2*,24,195,65,0,2,0,1,0,0,0,0,0,10,297
CENTRO,242,BA,28,251,114,2,0,0,0,0,1,1,0,0,9,406
CENTRO,242,C1,33,256,112,1,2,0,0,1,0,0,0,0,6,411
CENTRO,242,C2,29,242,135,3,1,0,0,0,0,0,1,0,4,415
CENTRO,243,BA,32,184,101,5,1,1,0,0,0,1,2,1,20,348
CENTRO,243,C1*,26,202,112,0,1,1,0,0,1,0,1,0,10,354
CENTRO,244,BA,28,124,71,3,1,0,0,0,0,0,0,0,4,231
CENTRO,244,C1*,21,118,99,0,2,1,0,0,0,0,3,0,7,251
CENTRO,245,BA*,12,192,103,3,1,0,0,0,0,0,0,0,6,317
CENTRO,245,C1*,19,150,118,3,0,0,0,0,0,1,0,0,10,301
CENTRO,245,C2*,11,192,94,4,3,0,0,0,0,0,0,0,6,310
CENTRO,246,BA*,26,166,97,1,2,0,0,0,0,0,1,0,9,302
CENTRO,246,C1,20,150,94,3,1,0,0,1,0,0,0,0,6,275
CENTRO,247,BA,20,129,59,1,2,0,2,0,0,0,0,0,6,219
CENTRO,247,C1,18,140,92,4,0,1,0,0,0,0,0,1,6,262
CENTRO,248,BA,17,161,86,1,2,0,0,0,1,1,1,0,7,277
CENTRO,248,C1*,30,150,74,2,0,0,0,0,0,0,1,0,7,264
CENTRO,248,C2,19,164,98,2,1,0,0,0,0,0,1,0,8,293
CENTRO,249,BA*,28,176,102,0,1,0,3,1,0,0,0,1,10,322
CENTRO,249,C1*,26,196,109,1,1,0,0,0,1,0,0,0,10,344
CENTRO,249,C2,23,209,70,1,0,0,1,0,1,0,0,0,9,314
CENTRO,249,C3,22,213,100,0,2,0,0,0,0,0,1,0,8,346
CENTRO,250,BA,50,225,118,1,0,0,1,0,0,0,1,0,8,404
,,,,,,,,,,,,,,,,
CENTRO,250,C1*,53,222,122,2,4,0,0,0,1,0,1,0,8,413
CENTRO,251,BA,31,208,126,0,0,0,0,0,0,0,0,0,7,372
CENTRO,251,C1,31,176,113,0,2,1,2,0,0,0,0,0,18,343
CENTRO,251,C2,35,198,119,1,1,0,0,0,0,0,0,0,9,363
CENTRO,252,BA,42,180,102,2,4,0,0,0,0,0,2,0,2,334
CENTRO,252,C1,38,182,115,0,2,0,0,0,0,1,1,0,5,344
CENTRO,253,BA,16,179,98,0,2,1,0,0,1,0,1,1,6,305
CENTRO,253,C1,20,157,92,2,0,0,1,1,0,0,1,2,10,286
CENTRO,253,C2,24,158,116,2,1,2,1,0,1,0,0,0,5,310
CENTRO,254,BA,24,198,81,1,0,0,1,0,0,0,0,0,4,309
CENTRO,254,C1,17,212,104,4,0,1,0,0,1,0,1,0,8,348
CENTRO,255,BA,30,208,113,1,1,0,0,0,0,0,1,0,2,356
CENTRO,255,C1*,41,200,110,4,0,1,0,0,1,0,1,0,3,361
CENTRO,256,BA,73,198,146,1,2,1,0,0,0,0,2,0,9,432
CENTRO,256,C1,54,203,151,4,2,0,1,0,0,0,1,0,11,427
CENTRO,257,BA,52,211,97,0,0,0,0,0,0,0,1,0,3,364
CENTRO,257,C1,58,214,84,0,0,0,0,0,0,0,0,0,1,357
CENTRO,258,BA,32,136,75,0,1,0,0,0,0,0,0,0,3,247
CENTRO,258,C1,37,113,78,1,1,0,1,0,0,1,0,0,3,235
CENTRO,259,BA,44,209,88,4,0,0,0,0,0,0,0,0,2,347
CENTRO,259,C1,48,218,74,4,0,0,1,0,0,0,0,0,2,347
CENTRO,260,BA*,18,147,94,0,0,1,1,0,0,0,0,0,7,268
CENTRO,260,C1*,13,143,93,3,1,0,0,0,0,0,1,0,8,262
CENTRO,260,C2*,19,148,88,2,0,1,0,0,0,0,1,0,9,268
CENTRO,261,BA,36,268,134,5,2,0,0,0,0,0,1,0,5,451
CENTRO,261,C1,38,246,137,7,0,2,0,1,0,0,2,0,2,435
CENTRO,262,BA,28,201,113,1,1,2,1,0,0,0,0,0,6,353
CENTRO,262,C1,33,224,114,1,5,1,0,1,0,0,0,1,9,389
CENTRO,263,BA,39,203,106,1,1,2,0,0,0,0,0,0,9,361
CENTRO,264,BA*,20,203,106,3,0,0,0,0,0,0,1,0,3,336
CENTRO,264,C1,25,186,113,3,1,1,0,0,0,0,1,0,0,330
CENTRO,265,BA,23,181,89,0,2,1,0,1,0,0,1,0,5,303
CENTRO,265,C1*,25,185,74,0,2,1,0,0,0,0,0,0,2,289
CENTRO,266,BA*,66,190,123,3,2,0,1,0,0,0,4,0,2,391
CENTRO,267,BA,58,194,117,2,1,6,0,1,0,1,0,0,5,385
CENTRO,267,C1*,41,233,90,0,0,1,0,0,1,0,2,0,5,373
CENTRO,267,C2,60,228,113,1,0,0,0,0,0,2,1,0,1,406
CENTRO,268,BA,32,143,97,3,1,0,2,0,0,0,0,0,2,280
CENTRO,268,C1,32,163,87,0,0,0,2,0,0,0,0,0,1,285
CENTRO,269,BA*,35,165,99,2,3,1,2,0,0,0,1,0,12,320
CENTRO,269,C1*,42,149,108,1,0,0,0,0,1,1,0,1,8,311
CENTRO,270,BA*,19,168,122,2,0,0,0,1,1,1,0,0,12,326
CENTRO,270,C1*,29,178,102,2,0,1,0,0,0,0,0,1,11,324
CENTRO,271,BA*,11,109,81,4,2,0,0,0,0,0,0,0,7,214
CENTRO,271,C1,14,125,76,3,2,1,0,0,0,0,0,0,8,229
CENTRO,272,BA*,16,112,63,2,0,0,0,1,0,0,0,0,4,198
CENTRO,272,C1,23,122,63,0,0,0,0,0,0,0,1,0,3,212
CENTRO,273,BA,23,172,96,1,0,2,2,0,0,0,0,0,5,301
CENTRO,273,C1*,30,187,86,1,2,2,0,1,0,1,2,0,2,314
CENTRO,273,C2,30,196,93,2,3,0,0,2,1,0,3,0,5,335
,,,,,,,,,,,,,,,,
CENTRO,274,BA*,30,207,108,3,0,0,1,0,0,0,1,0,3,353
CENTRO,274,C1,24,230,114,1,0,0,1,0,0,1,1,0,3,375
CENTRO,275,BA,54,232,118,1,5,1,1,0,0,0,1,1,9,423
CENTRO,275,C1*,45,251,130,0,1,0,0,0,0,0,0,0,2,429
CENTRO,276,BA,45,127,87,0,1,0,0,3,0,0,2,1,9,275
CENTRO,276,C1*,30,151,102,1,3,0,0,0,0,0,1,0,4,292
CENTRO,277,BA,38,219,100,1,0,0,0,3,0,1,0,0,5,367
CENTRO,277,C1*,37,212,90,0,0,0,0,2,0,1,0,0,4,346
CENTRO,278,BA,28,205,60,1,2,0,0,0,0,0,1,0,6,303
CENTRO,278,C1,33,183,81,2,0,0,2,0,1,0,1,1,3,307
CENTRO,279,BA*,39,234,91,0,1,1,0,1,0,0,1,0,2,370
CENTRO,280,BA*,23,203,84,2,1,0,0,0,2,1,0,1,6,323
CENTRO,280,C1,42,170,107,2,0,0,0,0,0,0,0,0,11,332
CENTRO,281,BA,19,154,78,3,1,0,0,1,0,0,0,0,9,265
CENTRO,281,C1,27,139,101,2,0,0,0,0,0,0,0,0,7,276
CENTRO,282,BA*,13,132,79,1,0,0,0,0,0,0,0,1,4,230
CENTRO,282,C1*,14,153,76,1,0,1,0,0,0,0,1,0,9,255
CENTRO,283,BA*,17,224,93,4,2,0,0,0,0,0,0,0,8,348
CENTRO,283,C1*,18,157,97,2,0,0,0,1,0,0,2,0,4,281
CENTRO,284,BA,24,129,98,0,0,0,1,0,0,0,0,0,2,254
CENTRO,284,C1*,31,162,83,1,1,0,0,0,0,0,0,0,3,281
CENTRO,285,BA*,29,272,122,0,0,0,0,1,0,0,0,1,5,430
CENTRO,286,BA*,34,199,100,2,0,1,0,0,0,0,0,0,5,341
CENTRO,286,C1,24,177,114,4,2,0,0,0,1,0,1,0,7,330
CENTRO,287,BA,32,163,76,2,0,1,0,0,0,0,0,0,4,278
CENTRO,287,C1,34,151,71,0,1,0,0,0,0,0,1,0,6,264
CENTRO,288,BA,36,197,87,1,3,0,0,0,1,0,1,0,3,329
CENTRO,288,C1*,28,187,98,1,1,0,0,0,0,0,0,0,10,325
CENTRO,289,BA*,25,161,80,1,0,0,3,1,0,0,0,0,5,276
CENTRO,289,C1*,21,160,67,1,0,0,0,0,0,0,0,0,2,251
CENTRO,290,BA*,22,174,104,2,1,1,0,0,0,0,0,0,11,315
CENTRO,290,C1*,26,191,103,4,0,0,0,0,0,1,0,1,8,334
CENTRO,291,BA,24,167,64,2,1,1,0,0,0,0,0,0,6,265
CENTRO,291,C1*,25,177,88,3,0,0,0,0,0,1,0,1,8,303
CENTRO,292,BA,32,190,84,1,1,0,0,0,0,0,1,0,6,315
CENTRO,292,C1*,24,209,72,0,3,0,0,0,0,0,0,1,3,312
CENTRO,293,BA,21,164,42,0,0,0,1,0,0,0,1,0,0,229
CENTRO,293,C1,27,136,67,1,0,0,0,0,0,0,2,0,5,238
CENTRO,294,BA,28,183,79,0,0,0,0,0,0,0,0,0,7,297
CENTRO,294,C1,43,165,66,2,0,1,0,0,0,0,1,0,3,281
CENTRO,295,BA,18,134,59,0,0,0,0,0,0,0,0,0,4,215
CENTRO,295,C1,21,122,68,2,1,0,0,0,0,1,1,0,4,220
CENTRO,296,BA,23,176,74,1,1,0,0,1,0,0,0,0,0,276
CENTRO,296,C1*,22,168,70,1,1,2,1,0,0,0,0,0,10,275
CENTRO,297,BA*,26,159,73,1,2,0,2,0,0,0,0,0,3,266
CENTRO,297,C1,31,134,69,2,0,1,0,0,0,0,1,0,4,242
CENTRO,298,BA,21,145,63,2,0,0,0,0,0,0,1,0,1,233
CENTRO,299,BA*,29,201,100,5,2,0,0,0,0,0,0,0,6,343
CENTRO,299,C1,21,210,80,3,2,0,0,0,0,1,0,0,3,320
CENTRO,300,BA,25,170,75,1,0,0,0,0,0,0,0,0,1,272
,,,,,,,,,,,,,,,,
CENTRO,300,C1,23,167,74,2,1,1,0,0,1,0,1,0,2,272
CENTRO,301,BA*,58,294,102,3,2,0,1,0,0,1,0,0,13,474
CENTRO,302,BA,21,124,85,2,0,0,0,0,0,0,1,0,7,240
CENTRO,302,C1,35,113,83,5,1,0,0,0,0,0,1,0,7,245
CENTRO,303,BA,18,168,111,1,2,0,0,0,0,0,1,0,7,308
CENTRO,303,C1,28,176,105,0,2,0,1,0,0,0,1,0,7,320
CENTRO,304,BA,26,193,123,2,1,1,1,0,0,0,0,0,10,357
CENTRO,304,C1,36,203,126,3,1,1,0,0,0,0,0,0,5,375
CENTRO,305,BA,35,169,101,1,0,0,0,0,0,0,1,0,5,312
CENTRO,305,C1*,25,172,114,2,2,0,0,0,1,0,2,0,3,321
CENTRO,306,BA*,32,154,85,0,1,0,0,0,0,0,0,0,6,278
CENTRO,306,C1,30,162,79,2,0,0,0,1,0,0,0,0,3,277
CENTRO,307,BA,30,203,96,1,1,0,0,1,0,0,0,0,5,337
CENTRO,307,C1,24,209,123,1,2,0,1,0,0,0,2,0,6,368
CENTRO,308,BA*,28,233,123,3,2,0,3,0,0,0,0,2,11,405
CENTRO,309,BA*,26,218,78,1,0,0,0,0,0,0,0,0,5,328
CENTRO,309,C1,17,220,89,3,2,0,0,0,0,0,1,0,6,338
CENTRO,310,BA*,43,181,86,2,1,0,0,0,0,0,0,1,5,319
CENTRO,310,C1,30,180,87,3,1,0,1,0,0,0,0,0,9,311
CENTRO,311,BA*,24,147,78,1,1,0,0,0,1,0,0,0,8,260
CENTRO,311,C1,22,134,71,0,0,0,0,0,0,0,0,0,9,236
CENTRO,312,BA*,39,183,90,3,3,1,1,0,0,0,0,0,8,328
CENTRO,312,C1*,39,160,82,2,4,0,1,0,0,1,3,0,5,297
CENTRO,313,BA,30,141,64,2,2,1,2,0,0,0,0,0,7,249
CENTRO,313,C1,42,114,55,3,0,0,0,2,0,0,1,0,2,219
CENTRO,314,BA,23,181,90,2,1,0,0,0,1,1,0,0,8,307
CENTRO,314,C1,13,143,102,1,0,0,1,0,1,0,1,0,5,267
CENTRO,314,C2,28,156,95,0,0,1,0,0,0,0,1,0,5,286
CENTRO,314,C3*,30,183,75,4,1,4,0,1,0,0,0,0,4,302
CENTRO,315,BA,27,162,125,2,1,0,0,0,0,0,1,0,7,325
CENTRO,315,C1,35,167,108,0,0,0,0,0,0,0,2,10,0,322
CENTRO,316,BA,13,130,85,2,1,0,1,0,1,0,0,0,5,238
CENTRO,316,C1,28,169,86,2,1,0,1,0,0,0,0,0,7,294
CENTRO,317,BA,26,173,50,2,2,0,0,0,0,0,0,0,13,266
CENTRO,317,C1,16,133,80,0,1,0,1,0,2,0,0,0,5,238
CENTRO,318,BA*,26,177,93,2,0,0,0,0,0,0,0,0,5,303
CENTRO,319,BA*,22,156,71,4,2,0,1,0,0,0,0,0,4,260
CENTRO,319,C1*,26,178,86,2,1,0,0,0,1,0,0,0,0,294
CENTRO,320,BA*,25,241,103,4,0,2,1,0,0,1,0,0,10,387
CENTRO,320,C1*,28,210,94,2,2,2,0,0,0,1,2,0,6,347
CENTRO,321,BA,41,163,88,1,1,0,0,0,0,0,2,0,7,303
CENTRO,321,C1,25,217,71,2,1,0,0,0,0,0,0,0,6,322
CENTRO,322,BA*,8,252,50,2,2,0,0,0,0,0,1,0,3,318
CENTRO,322,C1,29,135,59,1,1,0,0,0,0,0,0,0,7,232
CENTRO,323,BA,31,211,70,4,3,0,0,0,0,0,1,0,14,334
CENTRO,323,C1*,16,223,81,0,0,0,0,0,0,0,0,0,9,329
CENTRO,324,BA*,20,166,76,1,1,1,0,0,0,1,0,0,7,273
CENTRO,324,C1*,23,165,84,0,2,0,0,1,0,0,0,0,3,278
CENTRO,325,BA,23,144,80,2,1,0,1,1,0,0,1,0,5,258
,,,,,,,,,,,,,,,,
CENTRO,326,BA,31,173,71,1,0,0,0,0,0,0,2,0,0,278
CENTRO,326,C1,34,147,83,1,1,0,0,0,0,0,1,0,3,270
CENTRO,327,BA*,18,168,86,4,0,0,0,0,1,0,0,0,4,281
CENTRO,327,C1,27,135,91,4,0,0,0,0,1,0,1,0,5,264
CENTRO,328,BA,38,171,105,3,0,0,0,0,1,0,2,0,14,334
CENTRO,328,C1,42,185,118,1,2,1,0,0,0,0,0,0,5,354
CENTRO,329,BA,30,163,103,1,1,0,1,0,1,1,0,0,0,301
CENTRO,329,C1*,36,153,96,0,1,0,0,0,0,0,2,0,5,293
CENTRO,330,BA,21,170,71,1,0,0,1,0,0,0,3,0,5,272
CENTRO,330,C1*,26,175,89,1,0,0,0,0,1,1,0,0,4,297
CENTRO,331,BA,31,231,116,2,2,1,0,0,0,0,0,0,7,390
CENTRO,332,BA*,28,196,100,2,2,0,0,0,0,0,0,0,8,336
CENTRO,332,C1,30,190,105,1,0,0,0,1,0,1,3,0,11,342
CENTRO,333,BA*,27,154,64,2,0,0,0,0,0,0,0,1,2,250
CENTRO,333,C1,29,137,63,0,3,2,0,0,2,0,0,0,6,242
CENTRO,334,BA,21,167,110,1,3,0,1,0,1,0,0,0,5,309
CENTRO,334,C1,17,193,88,0,0,0,0,0,1,0,0,0,8,307
CENTRO,335,BA,27,161,74,1,2,0,2,1,0,0,0,0,6,274
CENTRO,335,C1*,49,166,72,1,0,0,1,0,0,0,0,0,6,295
CENTRO,336,BA*,33,239,126,2,3,0,0,0,0,0,0,0,7,410
CENTRO,337,BA*,35,169,103,0,0,0,0,0,0,0,0,0,6,313
CENTRO,337,C1*,39,174,81,1,1,0,0,0,0,0,1,0,13,310
CENTRO,338,BA,28,150,82,1,3,1,0,0,0,0,0,0,4,269
CENTRO,338,C1,17,177,58,4,0,0,0,0,0,0,2,0,9,267
CENTRO,339,BA,30,190,89,1,0,2,1,0,0,0,0,0,5,318
CENTRO,340,BA,17,218,95,0,0,3,0,0,0,0,0,0,3,336
CENTRO,340,C1,32,196,83,1,0,1,3,1,3,0,0,0,9,329
CENTRO,341,BA,18,119,65,1,1,0,2,0,0,0,1,0,5,212
CENTRO,341,C1,15,127,74,0,0,0,0,0,0,0,1,0,3,220
CENTRO,342,BA,30,156,71,4,0,0,0,0,0,4,0,0,3,268
CENTRO,342,C1,37,190,83,1,1,0,2,0,0,0,0,0,1,315
CENTRO,343,BA*,32,145,79,3,1,0,0,0,0,0,1,1,12,274
CENTRO,343,C1*,29,180,82,1,2,0,0,0,0,0,0,0,5,299
CENTRO,344,BA,33,205,113,0,1,0,0,0,0,0,2,0,9,363
CENTRO,344,C1,29,197,112,1,1,1,1,0,0,0,1,0,25,368
CENTRO,345,BA*,22,196,101,7,0,1,0,0,0,0,6,0,5,338
CENTRO,345,C1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRO,346,BA*,27,158,107,2,0,0,0,0,0,0,0,0,5,299
CENTRO,346,C1*,27,166,80,0,1,1,0,0,0,0,0,0,4,279
CENTRO,347,BA,18,123,65,0,0,0,0,0,0,0,0,0,5,211
CENTRO,347,C1*,18,117,83,5,2,0,0,0,0,0,1,0,6,232
CENTRO,348,BA*,21,161,89,2,0,0,1,0,0,0,3,0,4,281
CENTRO,348,C1,33,180,72,2,1,0,0,0,0,0,2,0,1,291
CENTRO,349,BA,21,136,101,3,1,0,1,0,0,0,0,1,3,267
CENTRO,349,C1,17,131,92,2,1,0,0,0,1,1,3,1,10,259
CENTRO,350,BA,37,204,109,3,0,1,1,0,0,0,2,0,3,360
CENTRO,350,C1,34,218,98,3,3,0,0,0,0,0,1,0,3,360
CENTRO,351,BA,31,111,86,1,1,0,0,0,1,0,0,0,2,233
CENTRO,351,C1,31,118,72,0,2,0,2,0,0,0,0,0,2,227
CENTRO,352,BA,21,182,69,0,1,0,0,0,0,0,2,0,1,276
,,,,,,,,,,,,,,,,
CENTRO,352,C1,32,174,77,1,2,0,0,0,0,0,1,0,3,290
CENTRO,353,BA,20,190,91,0,0,0,0,0,0,0,3,0,13,317
CENTRO,353,C1*,23,167,79,3,0,0,0,1,0,0,1,0,0,274
CENTRO,354,BA,19,218,76,1,0,1,0,0,0,0,3,0,5,323
CENTRO,354,C1,24,220,80,0,1,0,0,0,0,0,0,0,5,330
CENTRO,355,BA*,17,172,83,1,2,0,0,0,0,1,3,0,5,284
CENTRO,355,C1,20,168,70,0,4,0,0,0,0,0,1,0,4,267
CENTRO,356,BA*,26,218,113,2,4,1,1,0,0,0,0,0,11,376
CENTRO,356,C1,23,223,113,1,4,1,1,1,0,0,1,0,18,386
CENTRO,357,BA,34,196,94,1,2,1,0,0,1,0,2,0,16,347
CENTRO,357,C1*,17,198,92,1,1,0,1,0,0,0,5,0,6,321
CENTRO,358,BA*,16,184,90,0,1,0,0,0,0,0,1,0,9,301
CENTRO,358,C1,18,196,92,0,0,0,0,0,0,0,1,0,6,313
CENTRO,359,BA*,24,190,89,1,3,0,0,0,1,2,0,0,4,314
CENTRO,359,C1,23,184,78,1,1,0,0,0,0,0,0,0,6,293
CENTRO,360,BA*,33,193,90,3,3,0,0,0,0,0,0,1,6,329
CENTRO,360,C1*,34,243,85,1,2,1,0,0,0,0,1,1,4,372
CENTRO,361,BA*,22,176,83,2,2,2,0,0,0,0,0,0,4,291
CENTRO,361,C1,18,171,65,1,1,1,0,0,1,0,0,0,8,266
CENTRO,361,C2*,8,165,84,3,1,0,0,0,0,0,0,1,5,267
CENTRO,362,BA*,20,154,89,3,0,0,1,0,0,0,1,0,4,272
CENTRO,362,C1,23,178,72,0,0,2,0,0,0,0,0,0,7,282
CENTRO,363,BA,26,175,109,1,0,0,1,0,0,0,2,0,2,316
CENTRO,363,C1*,18,170,97,1,1,0,0,0,0,0,2,0,6,295
CENTRO,364,BA,26,178,55,1,3,0,0,0,0,0,0,0,8,271
CENTRO,364,C1,17,165,70,2,0,0,0,0,1,0,3,0,2,260
CENTRO,365,BA*,14,171,75,1,4,0,1,0,0,1,0,0,1,268
CENTRO,365,C1*,26,138,67,0,0,1,0,0,0,0,0,0,8,240
CENTRO,366,BA,23,198,89,4,1,0,0,0,0,0,0,0,3,318
CENTRO,366,C1,19,182,94,3,3,0,1,0,1,1,5,0,2,311
CENTRO,367,BA,25,190,81,2,1,0,0,0,0,0,0,0,5,304
CENTRO,367,C1*,25,163,91,1,0,0,0,0,1,0,2,0,3,286
CENTRO,368,BA,36,224,137,1,0,17,0,0,0,0,3,0,3,421
CENTRO,368,C1,33,192,116,1,1,13,0,0,1,0,1,0,9,367
CENTRO,369,BA*,33,267,117,2,1,3,0,0,1,0,2,0,10,436
CENTRO,369,C1,41,258,124,0,3,3,0,0,0,0,1,0,9,439
CENTRO,370,BA,27,150,85,1,0,0,0,0,0,1,0,0,1,265
CENTRO,370,C1,19,163,68,2,0,0,0,0,0,0,1,0,1,254
CENTRO,371,BA*,32,181,59,1,2,0,0,0,0,2,0,0,6,283
CENTRO,371,C1,34,144,110,0,3,1,2,0,0,0,1,0,3,298
CENTRO,372,BA*,31,198,107,3,0,0,0,1,2,0,4,0,10,356
CENTRO,372,C1,32,157,127,4,3,2,0,0,1,0,1,0,13,340
CENTRO,372,C2*,21,188,97,4,0,0,2,0,0,0,3,1,11,327
CENTRO,372,C3*,24,213,101,0,2,0,0,0,1,0,3,1,3,348
CENTRO,372,C4,18,200,108,3,1,0,2,0,1,0,1,0,9,343
CENTRO,372,C5,28,220,82,2,0,0,0,0,0,0,0,0,13,345
CENTRO,373,BA,23,188,83,0,1,0,0,0,0,0,3,0,10,308
