Municipio,Sección,Casilla,Lista Nominal,PAN,PRI-PVEM,PRD,PT,PC,PAS,PMP,FC,No Registrados,Nulos,Total
CENTLA,210,C1,719,3,166,283,5,0,0,3,0,0,5,465
CENTLA,211,BA,641,6,153,231,18,1,0,1,0,0,9,419
CENTLA,211,C1,641,3,141,273,10,1,0,2,0,0,8,438
CENTLA,212,BA,459,1,160,154,4,0,0,0,0,4,12,335
CENTLA,212,C1,460,1,139,125,5,0,0,0,0,0,0,270
CENTLA,213,BA,504,0,153,171,1,0,0,0,0,0,4,329
CENTLA,213,C1,505,3,137,204,1,1,1,0,0,0,8,355
CENTLA,214,BA,546,8,155,178,3,0,0,0,0,0,11,355
CENTLA,214,C1,546,2,174,160,9,1,1,3,1,0,10,361
CENTLA,215,BA,127,2,39,47,0,0,0,0,0,0,2,90
CENTLA,216,BA,458,5,188,91,3,7,0,0,1,0,5,300
CENTLA,216,C1,458,4,172,93,0,5,0,1,0,0,11,286
CENTLA,217,BA,644,34,160,257,2,1,1,2,0,0,4,461
CENTLA,218,BA,145,6,56,55,0,1,0,0,0,0,0,118
CENTLA,219,BA,263,0,76,102,0,2,0,0,0,0,15,195
CENTLA,220,BA,380,5,108,166,0,11,0,0,0,0,0,290
CENTLA,220,C1,381,1,139,123,0,10,0,0,0,0,19,292
CENTLA,221,BA,428,2,166,140,2,3,0,1,1,2,6,323
,,,,,,,,,,,,,,
CENTLA,222,BA,572,14,108,262,0,1,0,1,0,0,13,399
CENTLA,222,C1,573,10,108,228,0,1,0,0,0,0,0,347
CENTLA,223,BA,688,5,229,218,3,1,0,0,0,0,12,468
CENTLA,223,C1,688,21,264,169,2,5,0,0,0,0,18,479
CENTLA,224,BA,553,7,185,184,8,3,0,1,0,0,7,395
CENTLA,224,C1,554,13,189,156,4,0,1,2,0,0,0,365
CENTLA,225,BA,527,8,153,216,12,0,0,2,0,0,4,395
CENTLA,226,BA,262,0,122,62,0,6,0,0,0,0,6,196
CENTLA,227,BA,445,2,123,138,1,4,1,0,2,0,45,316
CENTLA,227,C1,446,1,132,176,1,2,0,2,0,0,12,326
CENTLA,228,BA,396,1,121,121,1,0,0,2,1,0,3,250
CENTLA,228,C1,397,2,98,127,0,0,0,0,0,0,0,227
CENTLA,229,BA,99,0,23,9,0,6,1,0,1,0,4,44
CENTLA,230,BA,140,1,62,31,2,4,0,0,0,0,0,100
CENTLA,231,BA,291,0,106,75,0,1,0,1,0,0,5,188
CENTLA,173,ES MR,,2,148,214,1,3,0,1,0,0,6,375
,,,,,,,,,,,,,,
CENTRO,232,BA,732,85,85,64,2,1,0,2,0,0,3,242
CENTRO,232,C1,732,83,98,82,1,0,0,0,0,0,4,268
CENTRO,232,C2,733,88,84,76,2,2,0,1,0,0,0,253
CENTRO,232,C3,733,72,104,70,0,0,0,0,0,0,27,273
CENTRO,232,C4,733,66,96,71,0,1,0,1,1,0,6,242
CENTRO,232,C5,733,95,74,84,2,0,0,0,0,0,5,260
CENTRO,232,C6,733,82,95,63,0,0,0,1,0,0,4,245
CENTRO,232,C7,733,97,85,70,1,1,0,2,0,0,4,260
CENTRO,233,BA,455,56,88,69,0,1,0,0,0,0,0,214
CENTRO,233,C1,456,59,63,68,0,0,0,0,0,0,3,193
CENTRO,234,BA,604,71,112,71,0,0,1,1,1,0,11,268
CENTRO,234,C1,604,87,84,82,0,1,0,0,1,0,5,260
CENTRO,234,C2,605,72,98,83,1,0,1,0,0,0,12,267
CENTRO,234,C3,605,67,83,81,1,0,1,1,0,0,2,236
CENTRO,234,C4,605,56,97,87,0,1,0,0,0,0,10,251
CENTRO,235,BA,473,36,106,53,0,1,0,1,0,0,2,199
CENTRO,235,C1,473,48,71,60,0,2,1,1,0,0,2,185
CENTRO,236,BA,437,62,95,39,0,2,0,0,0,0,6,204
CENTRO,236,C1,438,49,81,39,0,0,1,0,0,0,2,172
CENTRO,237,BA,661,26,124,96,1,2,0,0,0,0,3,252
CENTRO,237,C1,661,46,129,103,0,0,3,1,0,0,0,282
CENTRO,237,C2,661,42,106,108,1,1,0,0,0,0,5,263
CENTRO,238,BA,576,61,94,61,2,2,0,0,0,0,4,224
CENTRO,238,C1,576,55,101,76,1,1,0,0,0,0,3,237
CENTRO,238,C2,577,76,92,57,1,0,0,0,0,0,3,229
CENTRO,239,BA,387,37,77,59,0,0,0,0,0,0,2,175
CENTRO,239,C1,387,37,73,68,0,1,0,1,0,0,3,183
CENTRO,240,BA,423,33,69,62,0,0,0,2,0,0,2,168
CENTRO,240,C1,424,36,82,50,0,1,0,4,0,0,3,176
CENTRO,241,BA,605,79,96,72,2,0,0,0,1,0,2,252
CENTRO,241,C1,606,52,97,55,0,0,0,0,0,0,11,215
CENTRO,241,C2,606,73,95,65,0,2,0,0,0,0,3,238
CENTRO,242,BA,596,42,102,94,0,1,1,1,3,0,6,250
CENTRO,242,C1,596,45,118,74,1,4,0,0,0,0,0,242
CENTRO,242,C2,596,63,112,69,0,4,0,0,0,0,6,254
CENTRO,242,C3,597,58,88,73,1,2,0,0,0,0,5,227
CENTRO,243,BA,597,58,92,103,2,0,0,0,0,0,0,255
CENTRO,243,C1,597,57,113,87,0,1,0,0,0,0,6,264
CENTRO,244,BA,510,29,88,56,0,2,0,2,0,0,1,178
CENTRO,244,C1,510,40,66,72,0,0,0,0,0,0,2,180
CENTRO,245,BA,616,84,116,84,0,0,0,0,0,0,0,284
CENTRO,245,C1,616,69,99,90,0,0,0,0,0,0,4,262
CENTRO,245,C2,616,52,112,72,5,1,0,2,1,0,7,252
CENTRO,246,BA,591,28,111,91,0,0,0,1,0,0,4,235
CENTRO,246,C1,591,32,109,84,1,0,0,0,1,0,1,228
,,,,,,,,,,,,,,
CENTRO,247,BA,481,37,91,42,1,1,0,0,0,0,2,174
CENTRO,247,C1,482,38,86,54,1,2,0,0,0,1,3,185
CENTRO,248,BA,527,54,79,68,0,0,0,0,0,0,5,206
CENTRO,248,C1,527,34,95,65,0,0,0,0,0,0,5,199
CENTRO,248,C2,528,47,98,88,0,0,0,0,0,0,4,237
CENTRO,249,BA,653,98,76,55,1,1,0,1,0,0,5,237
CENTRO,249,C1,654,87,89,63,0,0,0,3,0,0,5,247
CENTRO,249,C2,654,89,87,62,1,0,0,0,0,0,2,241
CENTRO,249,C3,654,81,96,59,0,1,1,1,1,0,9,249
CENTRO,249,C4,654,77,86,67,1,0,0,1,0,0,6,238
CENTRO,250,BA,742,73,148,82,0,1,0,0,0,1,5,310
CENTRO,250,C1,742,64,149,89,0,2,0,2,1,0,3,310
CENTRO,251,BA,580,72,85,86,0,1,1,0,1,0,2,248
CENTRO,251,C1,580,55,69,83,1,3,0,0,1,0,1,213
CENTRO,251,C2,580,57,81,84,0,0,0,1,0,0,6,229
CENTRO,251,C3,580,54,72,81,0,0,0,0,0,0,1,208
CENTRO,252,BA,548,33,134,53,0,0,0,0,0,0,4,224
CENTRO,252,C1,548,51,120,60,0,0,0,2,1,0,7,241
CENTRO,253,BA,573,67,115,65,0,0,1,0,0,0,1,249
CENTRO,253,C1,573,70,91,78,0,1,0,1,1,0,2,244
CENTRO,253,C2,573,65,101,85,2,0,0,2,0,0,1,256
CENTRO,254,BA,529,56,97,71,1,1,0,0,0,0,2,228
CENTRO,254,C1,529,49,104,67,0,0,0,0,0,0,7,227
CENTRO,254,C2,529,58,93,74,0,0,3,0,0,0,4,232
CENTRO,255,BA,633,79,135,88,0,1,0,0,0,0,4,307
CENTRO,255,C1,633,73,124,77,1,0,0,1,0,0,0,276
CENTRO,256,BA,687,84,126,133,1,2,0,0,0,0,11,357
CENTRO,256,C1,687,56,125,134,0,2,0,0,0,0,5,322
CENTRO,257,BA,620,66,136,99,0,2,0,0,0,0,4,307
CENTRO,257,C1,620,70,134,106,1,1,0,0,0,0,5,317
CENTRO,258,BA,420,39,75,41,0,0,0,1,1,0,1,158
CENTRO,258,C1,420,27,65,43,1,1,0,2,0,0,0,139
CENTRO,259,BA,560,47,115,92,1,3,0,1,0,0,2,261
CENTRO,259,C1,560,45,116,72,0,3,0,2,0,0,2,240
CENTRO,260,BA,570,85,98,68,0,0,0,0,0,0,7,258
CENTRO,260,C1,571,80,68,81,2,2,0,0,0,0,3,236
CENTRO,260,C2,571,74,72,83,2,1,0,0,1,0,7,240
CENTRO,261,BA,693,56,174,139,1,3,0,4,0,0,0,377
CENTRO,261,C1,694,59,191,142,0,3,0,2,0,0,1,398
CENTRO,262,BA,612,50,139,66,0,0,0,0,0,0,3,258
CENTRO,262,C1,612,58,139,60,1,3,0,1,0,0,1,263
CENTRO,263,BA,611,65,107,60,4,0,0,0,0,0,2,238
CENTRO,264,BA,602,80,103,70,1,0,0,1,0,0,4,259
CENTRO,264,C1,603,45,102,85,0,1,0,0,0,0,3,236
CENTRO,265,BA,453,45,101,68,0,1,0,1,0,0,3,219
,,,,,,,,,,,,,,
CENTRO,265,C1,453,28,121,68,0,1,0,0,0,0,1,219
CENTRO,266,BA,725,82,109,84,0,2,0,0,0,0,2,279
CENTRO,267,BA,647,53,143,108,1,5,0,1,0,0,3,314
CENTRO,267,C1,647,60,139,85,0,0,0,0,0,1,6,291
CENTRO,267,C2,648,60,117,100,0,3,0,1,0,0,4,285
CENTRO,268,BA,455,31,104,68,2,1,3,3,0,0,1,213
CENTRO,268,C1,456,58,101,77,0,2,0,0,0,0,4,242
CENTRO,269,BA,591,36,143,103,2,2,0,1,0,0,0,287
CENTRO,269,C1,592,38,123,114,2,3,0,1,0,0,9,290
CENTRO,270,BA,621,39,117,113,1,2,0,1,1,0,9,283
CENTRO,270,C1,622,37,138,98,0,2,1,2,0,0,9,287
CENTRO,271,BA,435,28,58,58,0,1,0,0,0,0,0,145
CENTRO,271,C1,435,35,75,64,1,0,0,0,0,0,1,176
CENTRO,272,BA,422,42,66,39,0,0,0,0,1,0,2,150
CENTRO,272,C1,422,33,65,42,0,1,0,0,0,0,4,145
CENTRO,273,BA,577,35,115,62,1,0,0,1,0,3,6,223
CENTRO,273,C1,578,52,109,72,2,0,0,1,0,0,3,239
CENTRO,273,C2,578,44,121,71,0,0,1,0,0,0,4,241
CENTRO,274,BA,614,57,126,84,2,2,0,0,0,0,5,276
CENTRO,274,C1,615,45,107,109,1,0,0,1,0,0,4,267
CENTRO,275,BA,696,79,159,99,0,3,0,0,0,0,3,343
CENTRO,275,C1,696,78,145,127,0,1,0,3,0,0,0,354
CENTRO,276,BA,484,53,86,69,0,3,0,0,0,0,3,214
CENTRO,276,C1,484,43,97,72,0,2,0,1,0,0,3,218
CENTRO,277,BA,635,38,154,129,0,3,0,1,1,0,2,328
CENTRO,277,C1,636,50,126,116,0,1,0,1,1,0,4,299
CENTRO,278,BA,467,53,95,110,1,5,0,0,0,0,3,267
CENTRO,278,C1,468,49,107,97,0,0,0,0,0,0,2,255
CENTRO,279,BA,635,61,130,123,0,1,0,1,0,0,6,322
CENTRO,280,BA,648,32,153,65,0,0,0,0,0,0,2,252
CENTRO,280,C1,648,47,111,90,2,6,0,0,0,0,6,262
CENTRO,281,BA,605,40,79,88,0,0,0,1,0,0,16,224
CENTRO,281,C1,605,44,95,112,1,1,0,0,0,0,8,261
CENTRO,282,BA,537,69,75,53,0,1,0,0,0,0,3,201
CENTRO,282,C1,538,49,92,81,0,4,1,1,0,0,5,233
CENTRO,283,BA,635,43,100,113,0,2,0,1,0,0,8,267
CENTRO,283,C1,636,37,108,87,0,6,0,0,0,0,414,652
CENTRO,284,BA,539,48,71,64,0,4,0,0,0,0,3,190
CENTRO,284,C1,539,37,97,47,0,0,0,0,0,0,5,186
CENTRO,285,BA,719,63,145,114,2,0,0,1,1,0,3,329
CENTRO,286,BA,569,50,119,79,0,2,0,0,0,0,2,252
CENTRO,286,C1,569,27,126,89,0,2,0,1,0,0,5,250
CENTRO,287,BA,446,26,103,57,0,0,0,0,0,0,3,189
CENTRO,287,C1,447,45,83,67,0,2,0,0,0,0,1,198
CENTRO,288,BA,560,42,128,77,0,1,0,0,0,0,3,251
,,,,,,,,,,,,,,
CENTRO,288,C1,560,55,93,87,0,4,0,1,0,0,4,244
CENTRO,289,BA,445,33,97,84,0,0,0,0,0,0,4,218
CENTRO,289,C1,445,42,90,96,0,3,0,0,0,0,2,233
CENTRO,290,BA,704,104,78,99,0,2,2,0,0,0,6,291
CENTRO,290,C1,705,80,86,108,1,4,0,0,1,0,5,285
CENTRO,291,BA,650,57,125,66,1,4,0,0,2,0,4,259
CENTRO,291,C1,651,47,125,82,0,5,0,0,0,0,3,262
CENTRO,292,BA,586,65,113,79,1,1,0,1,0,0,1,261
CENTRO,292,C1,587,58,104,74,1,2,0,1,0,0,1,241
CENTRO,293,BA,401,41,81,48,0,2,1,0,0,0,3,176
CENTRO,293,C1,401,46,84,37,1,0,0,1,0,0,2,171
CENTRO,294,BA,483,32,127,60,0,0,0,0,0,0,3,222
CENTRO,294,C1,484,33,103,61,0,0,0,2,0,0,4,203
CENTRO,295,BA,421,32,87,52,0,1,0,1,0,0,2,175
CENTRO,295,C1,422,24,80,64,0,0,1,1,0,0,1,171
CENTRO,296,BA,500,30,83,63,0,2,0,0,0,0,3,181
CENTRO,296,C1,500,21,99,64,0,2,0,0,0,0,7,193
CENTRO,297,BA,488,32,76,57,1,2,0,1,0,0,5,174
CENTRO,297,C1,489,28,93,58,0,2,0,1,0,0,4,186
CENTRO,298,BA,362,37,93,45,0,1,1,1,0,0,0,178
CENTRO,299,BA,574,50,130,63,0,0,0,0,0,3,0,246
CENTRO,299,C1,574,58,137,59,0,1,0,0,0,0,6,261
CENTRO,300,BA,488,37,94,73,1,0,0,0,0,0,2,207
CENTRO,300,C1,488,36,99,76,4,1,0,1,1,0,1,219
CENTRO,301,BA,400,35,85,57,0,2,0,2,0,0,7,188
CENTRO,301,C1,401,43,82,83,1,0,0,0,0,0,5,214
CENTRO,302,BA,526,27,74,54,0,1,0,0,0,0,3,159
CENTRO,302,C1,526,21,72,66,0,0,1,1,0,0,3,164
CENTRO,303,BA,550,54,87,107,3,1,0,0,1,0,1,254
CENTRO,303,C1,551,66,101,98,2,2,0,0,0,0,5,274
CENTRO,304,BA,720,77,122,97,0,1,0,0,0,0,3,300
CENTRO,304,C1,721,89,120,83,0,1,1,1,0,0,8,303
CENTRO,305,BA,572,82,101,88,0,0,0,0,0,0,9,280
CENTRO,305,C1,573,62,114,75,1,0,1,2,0,0,3,258
CENTRO,306,BA,462,31,107,59,0,0,0,0,0,0,1,198
CENTRO,306,C1,462,32,97,77,0,0,0,0,0,0,1,207
CENTRO,307,BA,619,57,122,71,2,2,0,0,0,0,4,258
CENTRO,307,C1,620,66,125,78,0,1,0,0,0,0,3,273
CENTRO,308,BA,750,119,166,78,0,2,1,1,0,0,10,377
CENTRO,309,BA,531,27,133,44,5,1,0,0,1,0,5,216
CENTRO,309,C1,532,46,126,67,0,1,0,2,0,0,5,247
CENTRO,310,BA,563,43,105,61,0,0,0,1,0,0,5,215
CENTRO,310,C1,563,42,101,66,1,1,0,1,1,0,3,216
CENTRO,311,BA,441,27,103,55,0,0,0,3,0,0,6,194
CENTRO,311,C1,442,32,88,55,0,2,0,0,0,0,9,186
,,,,,,,,,,,,,,
CENTRO,312,BA,600,59,121,87,0,2,0,2,0,0,7,278
CENTRO,312,C1,600,58,110,74,0,0,0,3,0,0,4,249
CENTRO,313,BA,410,44,73,58,0,1,0,0,0,2,1,179
CENTRO,313,C1,411,33,92,32,0,1,0,1,0,0,1,160
CENTRO,314,BA,678,52,104,77,1,1,0,1,0,0,2,238
CENTRO,314,C1,678,62,89,79,0,1,0,1,1,0,3,236
CENTRO,314,C2,678,57,102,49,0,0,0,0,0,0,3,211
CENTRO,314,C3,679,60,102,60,1,0,0,3,3,0,7,236
CENTRO,315,BA,714,54,95,93,2,1,0,0,0,0,6,251
CENTRO,315,C1,714,39,104,86,2,2,0,0,0,0,4,237
CENTRO,316,BA,505,34,79,55,0,0,0,0,0,0,30,198
CENTRO,316,C1,505,35,92,85,0,1,0,0,1,0,6,220
CENTRO,317,BA,424,30,128,43,1,2,0,1,0,0,3,208
CENTRO,317,C1,424,44,91,67,0,3,2,0,0,0,4,211
CENTRO,318,BA,506,48,94,83,0,4,0,0,0,0,3,232
CENTRO,319,BA,501,37,98,59,1,0,0,0,0,0,2,197
CENTRO,319,C1,502,35,106,82,0,2,0,1,0,0,3,229
CENTRO,320,BA,671,76,134,72,1,1,0,0,0,0,4,288
CENTRO,320,C1,671,53,126,81,0,1,0,1,1,0,3,266
CENTRO,321,BA,541,32,127,73,0,0,0,0,0,1,4,237
CENTRO,321,C1,542,38,147,60,1,2,0,1,0,0,3,252
CENTRO,322,BA,390,35,111,25,0,1,0,0,0,0,3,175
CENTRO,322,C1,390,27,86,37,0,1,0,1,0,0,3,155
CENTRO,323,BA,613,25,129,52,0,1,0,0,0,0,6,213
CENTRO,323,C1,614,35,135,59,0,1,0,0,0,0,4,234
CENTRO,324,BA,533,33,108,58,0,2,0,0,2,0,6,209
CENTRO,324,C1,533,26,113,53,0,0,0,1,0,0,3,196
CENTRO,325,BA,481,41,98,50,1,1,0,1,0,0,8,200
CENTRO,325,C1,482,43,90,56,2,0,0,1,0,0,7,199
CENTRO,326,BA,475,49,95,63,0,1,0,2,0,0,5,215
CENTRO,326,C1,476,39,74,62,0,0,0,0,0,0,3,178
CENTRO,327,BA,613,23,90,77,0,2,0,0,1,0,2,195
CENTRO,327,C1,613,21,80,77,1,3,0,0,0,0,2,184
CENTRO,328,BA,627,59,107,79,1,1,0,0,0,0,4,251
CENTRO,328,C1,627,51,109,90,0,0,0,0,0,0,4,254
CENTRO,329,BA,526,30,94,93,0,0,0,0,0,0,5,222
CENTRO,329,C1,527,43,106,70,0,0,1,1,0,0,5,226
CENTRO,330,BA,538,38,118,61,0,1,0,0,0,0,3,221
CENTRO,330,C1,539,41,119,68,0,0,0,0,0,0,5,233
CENTRO,331,BA,653,43,156,110,1,1,1,1,0,0,6,319
CENTRO,332,BA,582,59,115,53,2,2,0,1,0,0,0,232
CENTRO,332,C1,583,43,102,92,2,0,0,0,0,0,2,241
CENTRO,333,BA,491,32,103,41,0,0,0,0,1,0,9,186
CENTRO,333,C1,491,24,92,68,0,6,0,0,0,0,1,191
CENTRO,334,BA,678,55,103,72,0,1,0,2,0,0,3,236
,,,,,,,,,,,,,,
CENTRO,334,C1,678,51,105,91,0,2,1,0,0,0,2,252
CENTRO,335,BA,458,39,108,64,1,0,0,0,0,0,12,224
CENTRO,335,C1,458,36,104,66,0,4,0,2,0,0,2,214
CENTRO,336,BA,730,55,164,109,0,0,0,0,0,6,6,340
CENTRO,337,BA,591,45,112,89,1,0,0,0,0,0,1,248
CENTRO,337,C1,592,56,118,63,0,3,0,0,0,0,6,246
CENTRO,338,BA,465,51,115,74,1,0,1,0,0,0,3,245
CENTRO,338,C1,465,40,130,65,0,1,0,0,0,0,7,243
CENTRO,339,BA,530,34,147,79,0,0,0,2,0,0,3,265
CENTRO,340,BA,574,41,133,68,0,0,0,0,0,0,6,248
CENTRO,340,C1,574,33,133,65,0,2,0,1,0,0,3,237
CENTRO,341,BA,410,41,84,33,0,2,0,0,1,0,2,163
CENTRO,341,C1,411,34,85,57,1,0,0,1,0,0,2,180
CENTRO,342,BA,490,41,92,68,0,0,0,1,0,0,2,204
CENTRO,342,C1,491,40,111,53,0,1,0,1,0,0,4,210
CENTRO,343,BA,561,37,117,53,0,0,0,0,0,0,2,209
CENTRO,343,C1,562,46,108,70,0,1,0,1,0,0,7,233
CENTRO,344,BA,710,41,119,87,0,1,0,0,0,0,5,253
CENTRO,344,C1,711,42,95,92,0,2,0,1,0,0,4,236
CENTRO,345,BA,506,41,89,49,1,0,0,3,1,0,3,187
CENTRO,345,C1,507,31,64,39,0,0,0,1,0,0,4,139
CENTRO,345,C2,507,36,87,43,1,0,0,0,0,0,5,172
CENTRO,346,BA,565,20,112,98,0,2,0,0,0,0,2,234
CENTRO,346,C1,565,32,109,73,1,0,0,1,0,0,5,221
CENTRO,347,BA,446,37,65,48,0,1,0,1,0,0,1,153
CENTRO,347,C1,446,40,89,54,0,0,0,1,0,0,2,186
CENTRO,348,BA,523,43,82,70,0,0,0,0,0,0,3,198
CENTRO,348,C1,523,52,97,51,0,0,0,1,0,0,9,210
CENTRO,349,BA,452,23,92,78,1,1,0,0,1,0,1,197
CENTRO,349,C1,452,45,68,68,0,0,1,1,0,0,1,184
CENTRO,350,BA,623,70,128,68,0,2,0,1,0,0,2,271
CENTRO,350,C1,624,47,150,76,3,1,0,0,1,0,2,280
CENTRO,351,BA,435,53,57,62,0,0,0,0,0,0,1,173
CENTRO,351,C1,435,47,67,49,1,0,0,1,0,0,3,168
CENTRO,352,BA,461,54,90,81,0,3,0,0,0,0,5,233
CENTRO,352,C1,461,55,89,73,1,3,0,0,0,0,5,226
CENTRO,353,BA,543,57,98,66,0,2,0,2,0,0,5,230
CENTRO,353,C1,544,44,95,59,1,0,0,0,0,0,6,205
CENTRO,354,BA,537,55,162,65,1,3,0,1,0,0,6,293
CENTRO,354,C1,537,52,139,75,1,2,0,0,0,0,6,275
CENTRO,355,BA,513,59,135,58,0,0,0,2,0,0,2,256
CENTRO,355,C1,513,41,99,51,1,1,0,1,0,0,4,198
CENTRO,356,BA,542,51,119,49,2,1,0,0,0,0,4,226
CENTRO,356,C1,542,31,112,60,0,0,0,1,0,0,2,206
CENTRO,356,C2,543,46,105,61,0,0,0,0,0,0,2,214
,,,,,,,,,,,,,,
CENTRO,357,BA,607,75,105,56,0,2,0,1,0,0,5,244
CENTRO,357,C1,607,55,132,62,0,2,0,0,0,0,4,255
CENTRO,358,BA,711,82,113,101,3,0,0,0,0,0,7,306
CENTRO,358,C1,712,76,130,103,0,3,0,0,0,0,4,316
CENTRO,359,BA,701,92,105,83,3,0,0,0,0,0,5,288
CENTRO,359,C1,701,105,77,59,1,1,0,1,0,0,6,250
CENTRO,360,BA,520,66,67,53,0,0,2,1,0,1,4,194
CENTRO,360,C1,520,45,82,39,0,1,0,1,0,0,0,168
CENTRO,360,C2,521,54,96,57,0,0,1,1,0,0,3,212
CENTRO,361,BA,578,90,94,44,0,1,0,0,1,0,27,257
CENTRO,361,C1,579,85,76,39,2,0,0,0,1,0,8,211
CENTRO,361,C2,579,98,112,54,1,1,1,0,0,0,6,273
CENTRO,362,BA,574,89,112,50,2,0,0,1,0,0,2,256
CENTRO,362,C1,574,79,117,48,2,4,1,0,0,0,6,257
CENTRO,363,BA,522,54,111,79,0,3,0,0,0,0,4,251
CENTRO,363,C1,522,58,97,71,0,1,0,0,1,0,1,229
CENTRO,364,BA,494,65,102,46,0,0,0,1,0,0,7,221
CENTRO,364,C1,495,42,93,66,1,1,0,0,0,0,1,204
CENTRO,365,BA,444,51,112,53,0,3,0,2,0,0,0,221
CENTRO,365,C1,445,38,102,56,0,1,1,0,0,0,3,201
CENTRO,366,BA,487,50,106,78,1,0,0,1,0,0,3,239
CENTRO,366,C1,487,60,105,65,0,1,0,1,0,0,0,232
CENTRO,367,BA,566,45,130,68,0,0,0,2,2,0,3,250
CENTRO,367,C1,567,37,95,63,0,0,0,0,0,0,1,196
CENTRO,368,BA,665,73,131,105,1,0,0,1,0,0,8,319
CENTRO,368,C1,666,82,117,87,0,1,0,1,0,0,4,292
CENTRO,369,BA,727,51,173,98,2,1,0,0,1,0,4,330
CENTRO,369,C1,728,63,161,121,0,0,0,0,1,0,2,348
CENTRO,370,BA,446,42,91,59,1,2,0,1,0,0,2,198
CENTRO,370,C1,447,33,102,51,1,1,0,2,1,0,3,194
CENTRO,371,BA,615,50,98,43,2,1,0,0,0,0,1,195
CENTRO,371,C1,616,33,94,77,0,4,0,2,0,0,4,214
CENTRO,372,BA,737,67,112,68,3,0,1,0,0,0,1,252
CENTRO,372,C1,737,88,116,91,1,0,0,2,0,0,2,300
CENTRO,372,C2,737,74,129,71,3,0,0,0,0,0,10,287
CENTRO,372,C3,737,63,140,92,1,1,0,1,0,0,4,302
CENTRO,372,C4,737,50,121,89,2,4,2,0,0,0,7,275
CENTRO,372,C5,738,73,117,88,0,1,0,2,0,0,5,286
CENTRO,372,C6,738,80,134,76,1,4,0,1,0,0,2,298
CENTRO,373,BA,624,50,107,84,1,0,0,1,1,0,3,247
CENTRO,373,C1,625,43,116,56,0,1,0,2,1,0,3,222
CENTRO,374,BA,564,42,80,79,2,0,0,1,0,0,1,205
CENTRO,374,C1,565,33,92,71,3,1,0,0,0,0,4,204
CENTRO,375,BA,579,39,103,71,1,3,0,0,0,0,2,219
CENTRO,375,C1,579,40,105,91,1,0,0,1,1,0,2,241
,,,,,,,,,,,,,,
CENTRO,376,BA,531,77,118,58,1,1,0,0,0,0,0,255
CENTRO,376,C1,532,76,121,60,0,2,0,0,0,0,1,260
CENTRO,377,BA,486,51,104,64,0,3,0,0,0,0,2,224
CENTRO,377,C1,486,44,92,53,0,2,0,0,0,0,3,194
CENTRO,378,BA,381,39,78,42,0,2,0,0,0,0,1,162
CENTRO,378,C1,382,28,88,27,2,2,1,0,1,2,151,302
CENTRO,379,BA,624,45,127,66,0,4,0,0,0,0,10,252
CENTRO,379,C1,624,46,140,67,0,2,0,0,1,0,0,256
CENTRO,380,BA,429,43,88,62,0,0,0,2,0,0,7,202
CENTRO,380,C1,429,43,92,49,1,1,0,1,1,0,2,190
CENTRO,381,BA,521,64,102,21,0,2,0,0,0,0,3,192
CENTRO,381,C1,522,47,103,56,0,1,1,3,0,0,3,214
CENTRO,382,BA,568,56,89,71,0,3,0,0,0,0,222,441
CENTRO,382,C1,569,67,97,68,0,0,0,0,0,0,5,237
CENTRO,382,C2,569,65,92,73,0,1,0,1,0,0,3,235
CENTRO,383,BA,615,51,94,80,0,3,0,0,0,0,4,232
CENTRO,383,C1,616,67,75,75,0,0,2,0,0,2,3,224
CENTRO,383,C2,616,57,98,74,0,3,0,0,0,0,4,236
CENTRO,384,BA,669,65,109,72,1,1,0,1,1,0,0,250
CENTRO,384,C1,669,73,102,66,0,0,0,0,0,0,4,245
CENTRO,385,BA,461,43,88,54,0,0,0,0,0,0,4,189
CENTRO,385,C1,461,60,109,41,0,0,0,0,0,0,3,213
CENTRO,386,BA,513,37,96,75,1,2,0,3,1,0,2,217
CENTRO,386,C1,514,36,107,90,0,2,0,1,0,0,7,243
CENTRO,387,BA,617,39,133,51,1,1,0,0,0,0,4,229
CENTRO,387,C1,618,49,140,51,0,1,0,0,0,0,3,244
CENTRO,388,BA,680,57,127,106,1,3,0,3,0,0,3,300
CENTRO,388,C1,681,55,110,107,1,3,0,0,0,0,3,279
CENTRO,389,BA,461,43,110,81,0,3,0,1,0,0,1,239
CENTRO,389,C1,461,45,98,75,0,1,0,1,0,0,2,222
CENTRO,390,BA,418,43,92,61,0,2,0,2,0,0,4,204
CENTRO,390,C1,419,65,92,40,1,0,0,0,1,0,0,199
CENTRO,391,BA,690,65,139,73,0,1,0,0,0,0,6,284
CENTRO,391,C1,691,53,149,61,1,2,0,1,0,0,16,283
CENTRO,392,BA,579,53,97,82,0,0,0,0,0,0,4,236
CENTRO,392,C1,580,49,98,75,2,0,0,0,0,0,4,228
CENTRO,393,BA,543,32,87,85,0,1,0,0,0,0,3,208
CENTRO,393,C1,544,31,92,84,0,0,0,1,0,0,4,212
CENTRO,393,C2,544,35,93,74,1,1,0,1,0,0,8,213
CENTRO,394,BA,608,38,93,67,1,1,0,0,0,0,4,204
CENTRO,394,C1,608,47,111,45,0,1,0,0,0,0,1,205
CENTRO,395,BA,579,33,92,88,1,1,0,0,1,0,7,223
CENTRO,395,C1,579,36,105,73,1,2,1,0,0,0,6,224
CENTRO,396,BA,409,44,66,47,0,1,0,1,0,1,3,163
CENTRO,396,C1,409,35,66,48,0,1,0,0,0,0,1,151
