CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,MAS,PAN_PRD,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD,C_COMUN_PRI_PVEM_NA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1184,B,1,0,B,25,123,41,8,12,17,6,129,4,,2,0,3,2,0,4,0,0,2,,,,,,,,,,,,,,,14,392,0,19,411,714,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1184,C,1,0,C01,36,85,42,6,14,20,16,134,1,,3,1,3,0,0,0,6,0,4,,,,,,,,,,,,,,,21,392,0,21,413,714,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1184,C,2,0,C02,34,103,35,8,13,21,5,129,1,,2,2,1,0,0,8,3,0,1,,,,,,,,,,,,,,,26,392,0,14,406,714,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1185,B,1,0,B,11,101,2,8,11,3,13,107,1,,0,4,2,1,1,3,2,0,2,,,,,,,,,,,,,,,4,276,0,5,281,473,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1185,C,1,0,C01,16,86,3,3,5,2,11,131,0,,1,3,3,0,0,6,1,0,1,,,,,,,,,,,,,,,0,272,0,11,283,473,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1186,B,1,0,B,69,77,40,2,2,18,3,116,0,,1,3,2,0,0,2,1,0,0,,,,,,,,,,,,,,,8,344,0,6,350,649,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1186,C,1,0,C01,52,86,34,2,3,7,4,116,1,,2,1,1,0,0,3,3,0,1,,,,,,,,,,,,,,,0,316,0,8,324,648,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1187,B,1,0,B,49,80,19,9,13,12,5,147,10,,1,0,3,0,10,4,3,2,6,,,,,,,,,,,,,,,6,379,0,16,395,739,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1187,C,1,0,C01,46,88,21,6,7,8,1,141,18,,0,4,0,1,0,8,4,0,3,,,,,,,,,,,,,,,7,363,0,18,381,739,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1188,B,1,0,B,22,74,15,0,4,9,2,130,4,,0,3,1,0,0,3,3,1,3,,,,,,,,,,,,,,,3,277,0,0,277,532,Acta Casilla,,,
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1188,C,1,0,C01,14,71,16,2,6,1,6,130,3,,2,1,9,2,0,2,1,0,2,,,,,,,,,,,,,,,2,270,0,8,278,531,Grupo de Recuento,,,
1,26,Sonora,20,ETCHOJOA,63,ETCHOJOA,1188,C,2,0,C02,15,56,13,0,11,4,1,127,2,,4,4,2,1,0,4,0,0,1,,,,,,,,,,,,,,,3,248,0,10,258,531,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,101,B,1,0,B,93,86,1,4,43,,1,52,3,35,2,11,6,0,0,3,3,0,1,,,,,,,,,,,,,,,,344,0,8,352,487,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,101,C,1,0,C01,78,85,3,0,59,,3,55,1,42,1,4,5,0,0,1,4,0,1,,,,,,,,,,,,,,,,342,0,7,349,487,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,102,B,1,0,B,19,26,1,0,43,,2,21,0,5,0,3,0,0,0,1,10,1,0,,,,,,,,,,,,,,,,132,0,5,137,202,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,103,B,1,0,B,41,79,0,4,17,,3,15,3,144,1,2,3,0,0,0,1,1,0,,,,,,,,,,,,,,,,314,0,15,329,511,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,103,C,1,0,C01,68,85,1,6,15,,0,20,2,130,1,3,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,334,0,10,344,511,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,103,C,2,0,C02,56,78,0,4,16,,2,16,1,149,1,4,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,330,0,13,343,511,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,103,E,1,0,E01,50,97,0,2,13,,1,7,1,54,7,4,11,1,0,0,4,0,0,,,,,,,,,,,,,,,,252,0,16,268,366,Acta Casilla,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,104,B,1,0,B,56,94,1,4,25,,5,27,1,128,2,6,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,352,0,11,363,512,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,104,C,1,0,C01,47,113,0,4,26,,0,31,0,117,0,7,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,348,0,17,365,512,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,104,C,2,0,C02,60,94,1,3,21,,1,31,0,114,0,6,2,0,1,2,1,0,0,,,,,,,,,,,,,,,,337,0,8,345,512,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,105,B,1,0,B,61,95,4,1,20,,5,46,2,100,0,3,1,0,0,4,5,0,0,,,,,,,,,,,,,,,,347,0,5,352,566,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,105,C,1,0,C01,76,92,0,4,19,,1,39,1,94,3,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,332,0,10,342,566,Grupo de Recuento,,,
1,26,Sonora,7,AGUA PRIETA,19,FRONTERAS,105,C,2,0,C02,61,104,3,5,16,,2,32,3,114,0,4,1,0,0,2,1,0,0,,,,,,,,,,,,,,,,348,0,7,355,565,Grupo de Recuento,,,
1,26,Sonora,18,SANTA ANA,20,GRANADOS,106,B,1,0,B,92,274,2,1,7,,1,86,1,0,3,1,1,0,0,2,1,0,3,,,,,,,,,,,,,,,,475,0,6,481,584,Acta Casilla,,,
1,26,Sonora,18,SANTA ANA,20,GRANADOS,106,C,1,0,C01,120,236,1,1,2,,2,80,1,0,0,3,1,1,0,3,0,2,0,,,,,,,,,,,,,,,,453,0,2,455,584,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1022,B,1,0,B,37,0,1,0,26,27,0,179,10,4,0,,,,,3,1,0,0,,86,,,54,,,,,,,,,,,428,0,7,435,702,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1022,C,1,0,C01,29,0,1,0,30,26,0,164,8,5,0,,,,,8,1,0,0,,100,,,51,,,,,,,,,,,423,0,9,432,701,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1022,C,2,0,C02,29,0,6,0,21,24,0,159,12,12,1,,,,,5,3,0,4,,98,,,48,,,,,,,,,,,422,0,3,425,701,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1022,C,3,0,C03,22,0,8,0,28,39,0,175,9,5,0,,,,,6,3,0,2,,111,,,56,,,,,,,,,,,464,0,0,464,701,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1022,E,1,0,E01,20,0,2,0,28,10,0,149,4,4,0,,,,,3,3,0,1,,74,,,20,,,,,,,,,,,318,0,3,321,596,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1022,E,1,1,E01C01,19,0,3,0,28,15,0,125,8,4,0,,,,,4,3,0,2,,63,,,40,,,,,,,,,,,314,0,5,319,596,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1022,E,1,2,E01C02,14,0,1,0,14,13,0,157,5,12,0,,,,,1,3,0,0,,50,,,23,,,,,,,,,,,293,0,4,297,595,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1022,E,1,3,E01C03,24,0,1,0,20,9,0,148,6,3,0,,,,,6,1,0,0,,63,,,17,,,,,,,,,,,298,0,2,300,595,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1024,B,1,0,B,32,0,0,0,18,21,0,75,10,4,2,,,,,2,0,0,0,,113,,,36,,,,,,,,,,,313,0,4,317,529,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1024,C,1,0,C01,47,0,1,0,15,25,0,70,4,5,0,,,,,1,1,1,1,,125,,,32,,,,,,,,,,,328,0,2,330,529,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1025,B,1,0,B,25,0,0,0,20,28,0,124,17,5,2,,,,,4,5,0,4,,120,,,30,,,,,,,,,,,384,0,1,385,642,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1026,B,1,0,B,17,0,0,0,18,10,0,87,4,2,1,,,,,0,1,1,0,,29,,,12,,,,,,,,,,,182,0,3,185,389,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1026,C,1,0,C01,15,0,1,0,16,8,0,82,0,1,0,,,,,1,1,3,0,,41,,,23,,,,,,,,,,,192,0,4,196,388,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1027,B,1,0,B,17,0,0,0,18,13,0,94,4,4,1,,,,,7,2,0,0,,62,,,10,,,,,,,,,,,232,0,11,243,432,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1027,C,1,0,C01,12,0,2,0,15,10,0,96,5,2,1,,,,,5,1,0,0,,63,,,14,,,,,,,,,,,226,0,4,230,432,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1028,B,1,0,B,27,0,4,0,29,12,0,140,6,5,0,,,,,8,4,0,3,,65,,,9,,,,,,,,,,,312,0,3,315,639,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1028,C,1,0,C01,28,0,4,0,30,17,0,154,5,7,0,,,,,2,2,0,0,,67,,,16,,,,,,,,,,,332,0,6,338,638,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1029,B,1,0,B,29,0,3,0,26,13,0,130,2,3,0,,,,,5,1,0,0,,29,,,12,,,,,,,,,,,253,0,5,258,476,Grupo de Recuento,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1029,C,1,0,C01,22,0,0,0,35,3,0,95,4,2,0,,,,,4,1,0,0,,38,,,20,,,,,,,,,,,224,1,9,234,476,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1030,B,1,0,B,13,0,3,0,10,5,0,72,1,7,0,,,,,1,3,1,0,,35,,,3,,,,,,,,,,,154,0,6,160,267,Grupo de Recuento,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1031,B,1,0,B,11,0,0,0,12,7,0,77,4,1,0,,,,,4,4,0,0,,27,,,11,,,,,,,,,,,158,0,6,164,381,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1031,E,1,0,E01,5,0,1,0,16,2,0,68,4,5,0,,,,,0,0,0,0,,9,,,9,,,,,,,,,,,119,0,2,121,290,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1032,B,1,0,B,11,0,3,0,45,5,0,149,9,2,0,,,,,5,9,2,0,,46,,,6,,,,,,,,,,,292,0,10,302,636,Grupo de Recuento,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1032,C,1,0,C01,15,0,1,0,35,8,0,166,6,2,0,,,,,2,3,2,1,,50,,,3,,,,,,,,,,,294,0,11,305,636,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1033,B,1,0,B,22,0,0,0,20,13,0,150,4,4,0,,,,,5,7,0,0,,31,,,11,,,,,,,,,,,267,0,2,269,638,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1034,B,1,0,B,16,0,2,0,22,8,0,107,3,4,0,,,,,2,10,0,0,,49,,,7,,,,,,,,,,,230,1,8,239,426,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1034,C,1,0,C01,16,0,0,0,29,10,0,82,5,1,2,,,,,5,3,0,0,,45,,,6,,,,,,,,,,,204,0,6,210,425,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1034,E,1,0,E01,15,0,26,0,4,4,0,116,6,23,0,,,,,2,2,1,1,,1,,,3,,,,,,,,,,,204,0,4,208,383,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1035,B,1,0,B,16,0,4,0,24,5,0,83,4,10,0,,,,,5,2,0,0,,26,,,16,,,,,,,,,,,195,0,7,202,434,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1035,C,1,0,C01,19,0,1,0,17,5,0,111,4,5,0,,,,,5,3,0,0,,32,,,8,,,,,,,,,,,210,0,7,217,434,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1036,B,1,0,B,16,0,2,0,27,5,0,108,10,18,0,,,,,7,4,0,0,,40,,,5,,,,,,,,,,,242,0,11,253,533,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1036,C,1,0,C01,8,0,0,0,23,7,0,100,7,8,0,,,,,3,4,1,1,,54,,,5,,,,,,,,,,,221,0,9,230,533,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1037,B,1,0,B,20,0,2,0,21,2,0,101,6,5,1,,,,,6,2,0,2,,27,,,2,,,,,,,,,,,197,0,8,205,416,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1037,C,1,0,C01,19,0,5,0,16,5,0,101,4,8,0,,,,,5,4,0,0,,32,,,5,,,,,,,,,,,204,0,5,209,416,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1038,B,1,0,B,14,0,1,0,14,6,0,71,4,1,0,,,,,1,3,0,1,,44,,,5,,,,,,,,,,,165,0,3,168,396,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1038,C,1,0,C01,15,0,0,0,11,2,0,83,1,1,0,,,,,4,1,0,2,,41,,,4,,,,,,,,,,,165,0,3,168,395,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1039,B,1,0,B,22,0,4,0,18,12,0,95,8,3,0,,,,,6,2,0,0,,52,,,0,,,,,,,,,,,222,9,5,236,469,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1039,C,1,0,C01,19,0,0,0,27,7,0,113,2,2,0,,,,,5,2,0,1,,53,,,16,,,,,,,,,,,247,1,6,254,468,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1040,B,1,0,B,26,0,1,0,25,20,0,81,9,1,1,,,,,1,2,1,0,,89,,,33,,,,,,,,,,,290,0,4,294,515,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1040,C,1,0,C01,42,0,2,0,24,17,0,89,4,0,0,,,,,1,2,0,0,,74,,,24,,,,,,,,,,,279,0,4,283,515,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1041,B,1,0,B,29,0,1,0,14,17,0,87,6,0,0,,,,,1,0,0,1,,159,,,62,,,,,,,,,,,377,0,7,384,573,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1041,C,1,0,C01,33,0,4,0,20,21,0,69,7,2,0,,,,,1,0,0,0,,149,,,47,,,,,,,,,,,353,0,5,358,573,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1041,C,2,0,C02,26,0,0,0,22,24,0,109,7,3,1,,,,,4,2,0,1,,116,,,60,,,,,,,,,,,375,0,3,378,573,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1041,C,3,0,C03,31,0,0,0,17,18,0,89,5,4,0,,,,,3,2,0,0,,131,,,55,,,,,,,,,,,355,0,5,360,572,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1042,B,1,0,B,31,0,4,0,32,19,0,176,3,2,0,,,,,5,1,0,4,,95,,,45,,,,,,,,,,,417,0,5,422,658,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1042,C,1,0,C01,25,0,2,0,37,13,0,165,6,9,1,,,,,2,0,3,3,,88,,,51,,,,,,,,,,,405,0,1,406,657,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1043,B,1,0,B,22,0,1,0,22,12,0,182,4,6,1,,,,,2,2,0,0,,92,,,31,,,,,,,,,,,377,0,6,383,630,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1043,C,1,0,C01,20,0,0,0,30,20,0,170,12,4,0,,,,,7,4,1,0,,108,,,29,,,,,,,,,,,405,1,0,406,630,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1043,C,2,0,C02,11,0,4,0,35,8,0,173,7,5,1,,,,,1,4,0,0,,84,,,30,,,,,,,,,,,363,0,3,366,629,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1044,B,1,0,B,30,0,4,0,28,14,0,168,7,0,0,,,,,2,2,0,1,,86,,,28,,,,,,,,,,,370,0,5,375,726,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1044,C,1,0,C01,29,0,2,0,30,15,0,159,7,3,1,,,,,5,4,7,3,,95,,,23,,,,,,,,,,,383,0,5,388,726,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1044,C,2,0,C02,31,0,3,0,32,13,0,173,10,2,0,,,,,19,0,0,0,,78,,,29,,,,,,,,,,,390,0,3,393,726,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1045,B,1,0,B,30,0,8,0,28,20,0,167,3,4,4,,,,,0,0,0,0,,99,,,37,,,,,,,,,,,400,0,4,404,692,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1045,C,1,0,C01,33,0,1,0,30,21,0,156,11,3,0,,,,,3,4,2,1,,88,,,37,,,,,,,,,,,390,0,6,396,692,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1045,C,2,0,C02,33,0,3,0,26,18,0,147,7,4,0,,,,,7,6,0,0,,91,,,28,,,,,,,,,,,370,0,5,375,692,Grupo de Recuento,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1045,C,3,0,C03,26,0,1,0,34,13,0,135,6,2,0,,,,,9,2,0,0,,123,,,28,,,,,,,,,,,379,0,4,383,691,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1046,B,1,0,B,7,0,1,0,14,11,0,112,12,0,0,,,,,5,5,0,0,,55,,,10,,,,,,,,,,,232,0,5,237,484,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1046,C,1,0,C01,12,0,6,0,20,9,0,116,7,4,2,,,,,3,4,0,2,,53,,,6,,,,,,,,,,,244,1,0,245,483,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1047,B,1,0,B,18,0,1,0,14,8,0,106,4,2,0,,,,,2,1,0,0,,41,,,12,,,,,,,,,,,209,0,8,217,566,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1047,C,1,0,C01,14,0,2,0,17,6,0,101,5,0,0,,,,,3,6,0,1,,36,,,8,,,,,,,,,,,199,0,4,203,566,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1047,S,1,0,S01,6,0,4,0,3,9,0,0,0,0,119,,,,,0,1,0,1,,0,,,4,,,,,,,,,,,147,0,4,151,0,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1047,S,2,0,S02,1,0,2,0,2,2,0,24,0,0,0,,,,,0,1,0,0,,142,,,2,,,,,,,,,,,176,0,1,177,0,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1048,B,1,0,B,21,0,1,0,14,19,0,105,6,5,0,,,,,7,3,4,0,,69,,,19,,,,,,,,,,,273,0,6,279,609,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1048,C,1,0,C01,27,0,1,0,21,20,0,98,8,2,0,,,,,6,4,1,4,,72,,,12,,,,,,,,,,,276,0,5,281,608,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1048,S,1,0,S01,4,0,4,0,10,1,0,33,3,4,0,,,,,0,0,0,0,,210,,,5,,,,,,,,,,,274,0,13,287,0,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1048,S,2,0,S02,6,0,0,0,6,8,0,28,3,0,0,,,,,0,0,0,0,,188,,,5,,,,,,,,,,,244,0,5,249,0,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1049,B,1,0,B,28,0,2,0,43,15,0,146,9,9,0,,,,,3,2,3,4,,100,,,28,,,,,,,,,,,392,0,5,397,719,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1050,B,1,0,B,24,0,2,0,25,28,0,118,8,10,1,,,,,7,2,2,1,,95,,,33,,,,,,,,,,,356,0,11,367,651,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1051,B,1,0,B,20,0,3,0,18,7,0,137,7,5,0,,,,,4,5,0,1,,76,,,10,,,,,,,,,,,293,0,3,296,593,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1051,C,1,0,C01,14,0,0,0,20,7,0,157,5,3,0,,,,,0,0,0,0,,71,,,5,,,,,,,,,,,282,0,1,283,593,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1052,B,1,0,B,13,0,1,0,16,9,0,85,6,2,0,,,,,8,1,1,1,,59,,,12,,,,,,,,,,,214,0,2,216,400,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1053,B,1,0,B,23,0,1,0,41,19,0,118,12,5,2,,,,,9,5,0,2,,67,,,14,,,,,,,,,,,318,0,11,329,712,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1054,B,1,0,B,12,0,1,0,21,5,0,113,3,2,1,,,,,0,4,0,2,,51,,,11,,,,,,,,,,,226,0,5,231,469,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1054,C,1,0,C01,12,0,3,0,29,10,0,82,6,5,1,,,,,4,2,0,1,,55,,,5,,,,,,,,,,,215,0,2,217,468,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1055,B,1,0,B,22,0,2,0,6,17,0,132,3,7,0,,,,,6,6,1,3,,59,,,23,,,,,,,,,,,287,0,4,291,637,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1056,B,1,0,B,13,0,1,0,19,4,0,135,2,0,0,,,,,12,19,0,1,,40,,,6,,,,,,,,,,,252,0,9,261,522,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1056,C,1,0,C01,7,0,1,0,22,10,0,133,8,1,0,,,,,11,7,1,3,,45,,,14,,,,,,,,,,,263,0,6,269,522,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1057,B,1,0,B,5,0,1,0,35,14,0,127,6,6,0,,,,,6,2,1,2,,52,,,14,,,,,,,,,,,271,0,8,279,567,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1058,B,1,0,B,50,0,0,0,17,9,0,63,7,3,1,,,,,2,0,1,0,,110,,,50,,,,,,,,,,,313,0,1,314,512,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1058,C,1,0,C01,30,0,0,0,16,15,0,78,3,0,1,,,,,1,0,0,0,,131,,,54,,,,,,,,,,,329,0,1,330,511,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1058,C,2,0,C02,48,0,0,0,11,9,0,69,5,2,0,,,,,2,0,0,0,,142,,,50,,,,,,,,,,,338,0,5,343,511,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1059,B,1,0,B,16,0,2,0,30,4,0,149,8,1,0,,,,,3,4,0,1,,56,,,14,,,,,,,,,,,288,0,6,294,579,Grupo de Recuento,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1059,C,1,0,C01,7,0,1,0,32,6,0,129,9,3,0,,,,,2,2,0,0,,52,,,18,,,,,,,,,,,261,0,2,263,579,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1059,C,2,0,C02,21,0,1,0,36,16,0,107,7,0,0,,,,,2,6,0,0,,61,,,16,,,,,,,,,,,273,0,8,281,579,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1059,C,3,0,C03,12,0,2,0,23,15,0,153,7,0,0,,,,,0,0,0,0,,56,,,14,,,,,,,,,,,282,0,11,293,579,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1060,B,1,0,B,12,0,0,0,36,12,0,149,6,2,0,,,,,2,6,1,6,,42,,,16,,,,,,,,,,,290,0,3,293,571,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1060,C,1,0,C01,9,0,0,0,23,6,0,82,3,5,0,,,,,3,4,0,1,,36,,,15,,,,,,,,,,,187,0,8,195,570,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1061,B,1,0,B,40,0,10,0,19,21,0,129,6,13,1,,,,,2,1,0,2,,85,,,11,,,,,,,,,,,340,0,12,352,701,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1062,B,1,0,B,22,0,0,0,21,8,0,109,5,7,0,,,,,7,4,1,1,,46,,,18,,,,,,,,,,,249,0,3,252,445,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1062,C,1,0,C01,16,0,1,0,20,24,0,112,7,3,3,,,,,0,3,1,0,,52,,,20,,,,,,,,,,,262,0,6,268,444,Acta Casilla,,,
1,26,Sonora,13,GUAYMAS,61,GUAYMAS,1063,B,1,0,B,27,0,2,0,23,12,0,134,3,6,4,,,,,3,5,2,0,,81,,,16,,,,,,,,,,,318,0,1,319,557,Acta Casilla,,,
