mun,state,uniqueid,section,year,listanominal,PAN,PRI,PRD,PT,PVEM,PARMEO,PC,total,valid,PSN,PAS,PUP,PANAL,PAN_PRD_PT_PC,PRI_PVEM,PAN_PRD_PT,PMC,PSD,MC,MORENA,PES,PRS,PAN_PRD,CI_1,CI_2,CI_3,CI_4,CI_5,PANAL_PSD,PMR,PAN_PRD_MC,PRI_PVEM_PANAL,PT_MORENA_PES,PRD_MC_PUP,PRI_PANAL,PVEM_PANAL,PRD_MC,FXM,RSP,PAN_PRI,PRI_PRD,PAN_PRI_PRD,PAN_PRI_PANAL,PAN_PRD_PANAL,PRI_PRD_PANAL,PAN_PANAL,PRD_PANAL,PT_PVEM_PUP,PT_PVEM_MORENA,PT_PUP_MORENA,PVEM_PUP_MORENA,PT_PVEM,PT_PUP,PT_MORENA,PVEM_PUP,PVEM_MORENA,PUP_MORENA,CC_PAN_PRI_PRD_PANAL,CC_PT_PVEM,CC_PAN_PRI_PRD,CC_PAN_PRI,CC_PRI_PANAL,CC_PVEM_PANAL,CC_PRD_PANAL,CC_PRI_PRD_PANAL,CC_PAN_PRD,CC_PRI_PRD,CC_PAN_PANAL,CC_PAN_PRI_PANAL,CC_PT_PVEM_PUP_MORENA,CI_6,CI_7,CI_8,CI_9,CI_10,CI_11,CI_12,CI_13,CI_14,CI_15,CI_16,CI_17,CI_18,CI_19,CI_20,CI_21,CI_22,CI_23,PAN_PRI_PRD_PANAL,PT_PVEM_PUP_MORENA,MUJER,CC_PAN_PRD_PUP,PAN_PUP,PRD_PUP,CC_PAN_PRD_PANAL,CC_PRD_PUP,CC_PVEM_MORENA_PANAL_FXM,PVEM_MORENA_PANAL,PVEM_MORENA_FXM,PVEM_PANAL_FXM,MORENA_PANAL_FXM,PVEM_FXM,MORENA_PANAL,MORENA_FXM,PANAL_FXM,CC_PVEM_MORENA_PANAL,CC_PVEM_MORENA,CC_PVEM_MORENA_FXM,CC_PVEM_FXM,CC_PT_PUP_PANAL,PT_PANAL,PUP_PANAL,CC_PT_PUP,CC_PT_PANAL,CC_MORENA_PANAL_FXM,CC_MORENA_PANAL,CC_MORENA_FXM,CC_PUP_PANAL_FXM,PUP_FXM,CC_PUP_PANAL,CC_PUP_FXM,CC_PANAL_FXM,PVEM_MORENA_PANAL_FXM,PAN_PRD_PUP,PUP_PANAL_FXM,PT_PUP_PANAL,extra
SAN PABLO HUIXTEPEC,OAXACA,20295,1436,2024,1328,0,160,0,184,69,NA,NA,971,938,NA,NA,0,0,NA,NA,NA,NA,NA,12,208,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,300,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,5,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PABLO VILLA DE MITLA,OAXACA,20298,1,2024,2,0,0,0,0,0,NA,NA,2,2,NA,NA,0,1,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PABLO VILLA DE MITLA,OAXACA,20298,1440,2024,1426,199,15,1,38,374,NA,NA,1113,1064,NA,NA,7,2,NA,NA,NA,NA,NA,149,253,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,12,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PABLO VILLA DE MITLA,OAXACA,20298,1441,2024,1110,155,18,1,35,264,NA,NA,894,835,NA,NA,2,3,NA,NA,NA,NA,NA,116,211,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,20,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PABLO VILLA DE MITLA,OAXACA,20298,1442,2024,1638,176,34,1,31,314,NA,NA,1199,1049,NA,NA,17,3,NA,NA,NA,NA,NA,146,308,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,5,NA,12,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PABLO VILLA DE MITLA,OAXACA,20298,1443,2024,1811,260,29,0,70,391,NA,NA,1344,1220,NA,NA,8,8,NA,NA,NA,NA,NA,160,245,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,8,NA,17,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PABLO VILLA DE MITLA,OAXACA,20298,1444,2024,2055,253,24,3,50,240,NA,NA,1641,1335,NA,NA,18,4,NA,NA,NA,NA,NA,153,549,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,8,NA,14,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PABLO VILLA DE MITLA,OAXACA,20298,1445,2024,329,24,5,2,36,27,NA,NA,226,213,NA,NA,10,0,NA,NA,NA,NA,NA,16,91,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PABLO VILLA DE MITLA,OAXACA,20298,1446,2024,476,52,13,1,19,47,NA,NA,356,292,NA,NA,5,1,NA,NA,NA,NA,NA,9,144,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PABLO VILLA DE MITLA,OAXACA,20298,1447,2024,1238,146,59,0,24,244,NA,NA,1092,1053,NA,NA,27,1,NA,NA,NA,NA,NA,193,340,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,11,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO AMUZGOS,OAXACA,20300,1449,2024,2404,0,341,600,39,2,NA,NA,1794,1741,NA,NA,0,0,NA,NA,NA,NA,NA,0,591,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,165,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO AMUZGOS,OAXACA,20300,1450,2024,1321,0,126,260,23,1,NA,NA,946,921,NA,NA,0,0,NA,NA,NA,NA,NA,0,334,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,174,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO AMUZGOS,OAXACA,20300,1451,2024,1381,0,155,377,17,3,NA,NA,1044,1020,NA,NA,0,0,NA,NA,NA,NA,NA,0,337,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,131,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO ATOYAC,OAXACA,20302,1,2024,1,0,0,0,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO ATOYAC,OAXACA,20302,1454,2024,1088,0,0,7,375,0,NA,NA,743,723,NA,NA,0,289,NA,NA,NA,NA,NA,2,50,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO ATOYAC,OAXACA,20302,1455,2024,1597,0,0,5,456,0,NA,NA,1058,1023,NA,NA,0,452,NA,NA,NA,NA,NA,9,101,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO ATOYAC,OAXACA,20302,1456,2024,362,0,0,2,112,0,NA,NA,225,214,NA,NA,0,54,NA,NA,NA,NA,NA,2,44,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO ATOYAC,OAXACA,20302,1457,2024,257,0,0,0,103,0,NA,NA,192,187,NA,NA,0,3,NA,NA,NA,NA,NA,0,81,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO COMITANCILLO,OAXACA,20305,1461,2024,2175,0,0,0,433,132,NA,NA,1514,1439,NA,NA,0,3,NA,NA,NA,NA,NA,196,203,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,455,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO COMITANCILLO,OAXACA,20305,1462,2024,1597,0,0,0,220,76,NA,NA,1117,1064,NA,NA,0,3,NA,NA,NA,NA,NA,119,259,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,365,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO HUAMELULA,OAXACA,20307,1465,2024,944,0,85,0,121,99,NA,NA,737,720,NA,NA,0,0,NA,NA,NA,NA,NA,296,112,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,7,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO HUAMELULA,OAXACA,20307,1466,2024,975,0,74,0,177,150,NA,NA,750,727,NA,NA,0,0,NA,NA,NA,NA,NA,180,140,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,6,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO HUAMELULA,OAXACA,20307,1467,2024,197,0,27,0,20,26,NA,NA,153,143,NA,NA,0,0,NA,NA,NA,NA,NA,31,39,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO HUAMELULA,OAXACA,20307,1468,2024,1208,0,155,0,157,130,NA,NA,881,870,NA,NA,0,0,NA,NA,NA,NA,NA,214,188,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,26,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO HUAMELULA,OAXACA,20307,1469,2024,425,0,41,0,63,69,NA,NA,302,292,NA,NA,0,0,NA,NA,NA,NA,NA,77,41,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO HUAMELULA,OAXACA,20307,1470,2024,1740,0,123,0,184,104,NA,NA,1242,1210,NA,NA,0,0,NA,NA,NA,NA,NA,490,276,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,33,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO HUAMELULA,OAXACA,20307,1471,2024,2214,0,67,0,172,151,NA,NA,1320,1232,NA,NA,0,0,NA,NA,NA,NA,NA,509,296,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,37,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO HUILOTEPEC,OAXACA,20308,1472,2024,2501,184,114,0,0,956,NA,NA,1638,1582,NA,NA,0,69,NA,NA,NA,NA,NA,3,221,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,35,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO IXCATLAN,OAXACA,20309,1473,2024,1545,0,12,0,0,373,NA,NA,1259,1221,NA,NA,4,1,NA,NA,NA,NA,NA,7,613,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,209,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO IXCATLAN,OAXACA,20309,1474,2024,1604,0,21,0,0,355,NA,NA,1253,1201,NA,NA,11,5,NA,NA,NA,NA,NA,6,619,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,180,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO IXCATLAN,OAXACA,20309,1475,2024,447,0,10,0,0,100,NA,NA,361,349,NA,NA,4,0,NA,NA,NA,NA,NA,2,228,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,5,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO IXCATLAN,OAXACA,20309,1476,2024,971,0,25,0,0,249,NA,NA,762,734,NA,NA,1,5,NA,NA,NA,NA,NA,4,412,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,31,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO IXCATLAN,OAXACA,20309,1477,2024,222,0,8,0,0,22,NA,NA,192,190,NA,NA,3,0,NA,NA,NA,NA,NA,2,144,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,9,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO IXCATLAN,OAXACA,20309,1478,2024,1103,0,11,0,0,83,NA,NA,853,825,NA,NA,8,4,NA,NA,NA,NA,NA,9,681,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,23,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO IXCATLAN,OAXACA,20309,1479,2024,718,0,14,0,0,67,NA,NA,558,551,NA,NA,5,3,NA,NA,NA,NA,NA,6,424,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,29,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO IXCATLAN,OAXACA,20309,1480,2024,626,0,10,0,0,84,NA,NA,522,507,NA,NA,3,2,NA,NA,NA,NA,NA,7,373,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,26,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN PEDRO IXCATLAN,OAXACA,20309,1481,2024,631,0,4,0,0,120,NA,NA,558,549,NA,NA,2,0,NA,NA,NA,NA,NA,12,393,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,14,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
